microcebus gene name,human gene name
INPP5K,INPP5K
KCNG4,KCNG4
CENPO,CENPO
RAB17,RAB17
THEMIS2,THEMIS2
XRRA1,XRRA1
MCUR1,MCUR1
DHRS9,DHRS9
SMIM7,SMIM7
ACOT6,ACOT6
TNFSF15,TNFSF15
SLC29A3,SLC29A3
ZC2HC1B,ZC2HC1B
TTLL13,TTLL13
AGBL2,AGBL2
CD74,CD74
TMEM171,TMEM171
FAM234A,FAM234A
BDKRB2,BDKRB2
DEFB123,DEFB123
MPHOSPH9,MPHOSPH9
MOCOS,MOCOS
CFAP99,CFAP99
RASSF7,RASSF7
MRPL40,MRPL40
NPPA,NPPA
EGFL6,EGFL6
ANKRD33,ANKRD33
TELO2,TELO2
ANKRD61,ANKRD61
KNSTRN,KNSTRN
RILPL2,RILPL2
RSPH6A,RSPH6A
FER1L5,FER1L5
TAP1,TAP1
CIMAP1B,CIMAP1B
PCLAF,PCLAF
SNORD114-26,SNORD114-26
SNORD114-1,SNORD114-1
METTL25,METTL25
SLC3A2,SLC3A2
TNKS1BP1,TNKS1BP1
ZKSCAN3,ZKSCAN3
PRR29,PRR29
NANOS3,NANOS3
COMT,COMT
SH3GL3,SH3GL3
CHST4,CHST4
CCR2,CCR2
MOG,MOG
CHCT1,CHCT1
MLANA,MLANA
R3HCC1,R3HCC1
COX7A1,COX7A1
OR10Q1,OR10Q1
IGSF6,IGSF6
FOXE3,FOXE3
LGALS8,LGALS8
UQCRQ,UQCRQ
RNASEH2C,RNASEH2C
C11orf71,C11orf71
RNH1,RNH1
ST6GALNAC2,ST6GALNAC2
DDX51,DDX51
PSMB8,PSMB8
SPATA6L,SPATA6L
F3,F3
ABHD11,ABHD11
ENOPH1,ENOPH1
HLX,HLX
STARD6,STARD6
ERAL1,ERAL1
PRUNE2,PRUNE2
CYP2B65,CYP2B6
ESM1,ESM1
REEP6,REEP6
C1orf94,C1orf94
CALCA,CALCA
CFAP119,CFAP119
MRPS31,MRPS31
UPF3B,UPF3B
CYBRD1,CYBRD1
TSPAN1,TSPAN1
ST3GAL5,ST3GAL5
SC5D,SC5D
SCML2,SCML2
C1QA,C1QA
TMEM156,TMEM156
ABCA10,ABCA10
SPHKAP,SPHKAP
EPSTI1,EPSTI1
AXDND1,AXDND1
OR2W3,OR2W3
OR2G3,OR2G3
ADAM7,ADAM7
DNHD1,DNHD1
SNX20,SNX20
TPM2,TPM2
TKTL1,TKTL1
SLC26A3,SLC26A3
RIBC2,RIBC2
MFSD14A,MFSD14A
MYL6,MYL6
TSPO2,TSPO2
C6H6orf203,MTRES1
KNCN,KNCN
KPLCE,KPLCE
SNAP47,SNAP47
CYP2E1,CYP2E1
DUT,DUT
CEP68,CEP68
PLA1A,PLA1A
SNORA71E,SNORA71E
SCYGR2,SCYGR2
SLC52A3,SLC52A3
FANCC,FANCC
ERCC1,ERCC1
ANK1,ANK1
MYL10,MYL10
BTF3,BTF3
ADA2,ADA2
RAB36,RAB36
ADIRF,ADIRF
PLEKHG7,PLEKHG7
FAM162B,FAM162B
TSPAN19,TSPAN19
C14orf132,C14orf132
C1S,C1S
TGM3,TGM3
IL19,IL19
IL7,IL7
CENPE,CENPE
UNC93A,UNC93A
KCNMB3,KCNMB3
ZNF510,ZNF510
FXN,FXN
PSD4,PSD4
CFAP54,CFAP54
SPHK1,SPHK1
CCDC142,CCDC142
NDUFS5,NDUFS5
CYP4F22,CYP4F22
SRFBP1,SRFBP1
NLRP14,NLRP14
GRAMD2A,GRAMD2A
SLFNL1,SLFNL1
CWH43,CWH43
ANKRD24,ANKRD24
SLCO2B1,SLCO2B1
DNAAF3,DNAAF3
PSORS1C2,PSORS1C2
TNFRSF25,TNFRSF25
APBA3,APBA3
ZNF274,ZNF274
PCDHGA9,PCDHGA9
SHLD2,SHLD2
DRC12,DRC12
PLB1,PLB1
TNFRSF17,TNFRSF17
GPNMB,GPNMB
LY6G5B,LY6G5B
GPX5,GPX5
COL4A4,COL4A4
TBXA2R,TBXA2R
TEX14,TEX14
GRK4,GRK4
MR1,MR1
C6orf52,C6orf52
KRT9,KRT9
UMOD,UMOD
SLC14A1,SLC14A1
TOR3A,TOR3A
FRMD8,FRMD8
SH2D4A,SH2D4A
IL7R,IL7R
GPATCH1,GPATCH1
TRIOBP,TRIOBP
BIRC3,BIRC3
ZNF662,ZNF662
ZNF619,ZNF619
PPP1R3A,PPP1R3A
C18orf63,C18orf63
MRAP2,MRAP2
SAP130,SAP130
CXCL8,CXCL8
PGGHG,PGGHG
B4GALNT3,B4GALNT3
SNORD113-5,SNORD113-5
GATA5,GATA5
LYZL6,LYZL6
ERP27,ERP27
GKN1,GKN1
ILF2,ILF2
REG3G,REG3G
SAXO4,SAXO4
TFF3,TFF3
GARIN1A,GARIN1A
CST7,CST7
ACSM6,ACSM6
C3orf85,C3orf85
GON7,GON7
PODNL1,PODNL1
CFAP251,CFAP251
TET2,TET2
COL15A1,COL15A1
DLEC1,DLEC1
VCAN,VCAN
FBXW9,FBXW9
JRK,JRK
NDUFV2,NDUFV2
LDLRAD2,LDLRAD2
RITA1,RITA1
WFDC3,WFDC3
TEKT5,TEKT5
TOR1AIP2,TOR1AIP2
EFNA5,EFNA5
ZMAT1,ZMAT1
OR5T2,OR5T2
MZB1,MZB1
TGFBR3L,TGFBR3L
CABLES2,CABLES2
EMP1,EMP1
RHAG,RHAG
GABRE,GABRE
PHYH,PHYH
VWA3B,VWA3B
UHRF1,UHRF1
SPOCK3,SPOCK3
OR56A5,OR56A5
RBP2,RBP2
ZNF770,ZNF770
B3GNTL1,B3GNTL1
TFF2,TFF2
TTLL11,TTLL11
TMEM232,TMEM232
USPL1,USPL1
CCDC157,CCDC157
MAP1S,MAP1S
APCS,APCS
LRIG1,LRIG1
ADH4,ADH4
EFHB,EFHB
TNFAIP2,TNFAIP2
SH3TC1,SH3TC1
RNU2-43P,RNU2-43P
SMPDL3B,SMPDL3B
SDCCAG8,SDCCAG8
FAM180B,FAM180B
TUBAL3,TUBAL3
CER1,CER1
TIMM21,TIMM21
PKIB,PKIB
SPNS1,SPNS1
SSMEM1,SSMEM1
TREML1,TREML1
IZUMO3,IZUMO3
E2F5,E2F5
CLCA4,CLCA4
VRK3,VRK3
SNORD29,SNORD29
CEP170B,CEP170B
REST,REST
TMEM218,TMEM218
ACP3,ACP3
TG,TG
FANCB,FANCB
NDUFA10,NDUFA10
TMEM239,TMEM239
COBLL1,COBLL1
PAX4,PAX4
CDCA5,CDCA5
LRTM1,LRTM1
BBOF1,BBOF1
EHBP1L1,EHBP1L1
CHGA,CHGA
TTLL3,TTLL3
TRAT1,TRAT1
SRMS,SRMS
VILL,VILL
SLCO4A1,SLCO4A1
SVIL,SVIL
TCF7,TCF7
ADGRF1,ADGRF1
SYCP2,SYCP2
NES,NES
APOA1,APOA1
SPAG4,SPAG4
HPS4,HPS4
GJB1,GJB1
ZNF160,ZNF160
KCP,KCP
CD27,CD27
DNAH14,DNAH14
TEX38,TEX38
TOMM20L,TOMM20L
LINS1,LINS1
ZNF8,ZNF8
CCL19,CCL19
SPINK5,SPINK5
NDUFB10,NDUFB10
SRRD,SRRD
GORASP1,GORASP1
BCL7B,BCL7B
SPACA6,SPACA6
VSTM4,VSTM4
SF1,SF1
OAS3,OAS3
GJA3,GJA3
OR1M1,OR1M1
KYAT1,KYAT1
JAM2,JAM2
BRAT1,BRAT1
SPINK9,SPINK9
PLD6,PLD6
PRICKLE4,PRICKLE4
CFP,CFP
EXOC3L4,EXOC3L4
GPR142,GPR142
CALCB,CALCB
PWWP2B,PWWP2B
MIR132,MIR132
ZNF345,ZNF345
SLAMF8,SLAMF8
PADI4,PADI4
MRPS26,MRPS26
SSH3,SSH3
KIAA1217,KIAA1217
SULT1C4,SULT1C4
MTUS1,MTUS1
LHFPL7,LHFPL7
DCLRE1A,DCLRE1A
TMEM249,TMEM249
ASAH1,ASAH1
RNU6-247P,RNU6-247P
GLA,GLA
PI16,PI16
OIP5,OIP5
BRICD5,BRICD5
FUT4,FUT4
SNORD114-23,SNORD114-23
MX1,MX1
CAMKK1,CAMKK1
FASTKD1,FASTKD1
MISP3,MISP3
CAPS,CAPS
DDI1,DDI1
TNFRSF1A,TNFRSF1A
MRPL47,MRPL47
ANO9,ANO9
RLN3,RLN3
HES2,HES2
ICE1,ICE1
DNTTIP2,DNTTIP2
NOL9,NOL9
B4GALNT2,B4GALNT2
BORCS5,BORCS5
APBB1IP,APBB1IP
SLC22A1,SLC22A1
RNU6-1053P,RNU6-1053P
MRPL54,MRPL54
GIMD1,GIMD1
KDELR2,KDELR2
ECSIT,ECSIT
OPTC,OPTC
NKG7,NKG7
DIDO1,DIDO1
LYSMD4,LYSMD4
IQCA1L,IQCA1L
ZNF185,ZNF185
C1orf54,C1orf54
VCAM1,VCAM1
IBA57,IBA57
IL20RA,IL20RA
PGAP2,PGAP2
PROM2,PROM2
CYB561A3,CYB561A3
HELB,HELB
LYAR,LYAR
C20orf204,C20orf204
RNLS,RNLS
DUSP11,DUSP11
TDRP,TDRP
UNC13A,UNC13A
LCN15,LCN15
GNRH1,GNRH1
THAP8,THAP8
TEX52,TEX52
CYP2D8,CYP2D6
A2M,A2M
STPG1,STPG1
NMB,NMB
ECM1,ECM1
RHNO1,RHNO1
IL1B,IL1B
PSMD9,PSMD9
CITED1,CITED1
TAS1R2,TAS1R2
TLR8,TLR8
TTC12,TTC12
RTEL1,RTEL1
MRPL45,MRPL45
DPEP2,DPEP2
GPR146,GPR146
NUSAP1,NUSAP1
NQO2,NQO2
DNAI2,DNAI2
IHO1,IHO1
RUBCNL,RUBCNL
CIMIP6,CIMIP6
POLR2M,POLR2M
CIAPIN1,CIAPIN1
IRX6,IRX6
C3orf38,C3orf38
GALNT8,GALNT8
KIAA1549L,KIAA1549L
NXT2,NXT2
PABPN1L,PABPN1L
TNFRSF6B,TNFRSF6B
ITGAE,ITGAE
CKAP2,CKAP2
PDILT,PDILT
SNORD65C,SNORD65C
CLEC4G,CLEC4G
NPHP1,NPHP1
FSIP1,FSIP1
GLIPR1,GLIPR1
CPLANE1,CPLANE1
ZNF551,ZNF551
TSNAXIP1,TSNAXIP1
NRN1L,NRN1L
ZNF549,ZNF549
FAM170A,FAM170A
CNGB3,CNGB3
SNORA56,SNORA56
TF,TF
SLC15A4,SLC15A4
ZNF30,ZNF30
TRAPPC9,TRAPPC9
KLK14,KLK14
EPS8L3,EPS8L3
S100PBP,S100PBP
LRRC53,LRRC53
SLC44A5,SLC44A5
STMN1,STMN1
SPG7,SPG7
R3HCC1L,R3HCC1L
CRTAM,CRTAM
CD274,CD274
CCDC33,CCDC33
TRARG1,TRARG1
ITGAM,ITGAM
SLC13A2,SLC13A2
SH2D1B,SH2D1B
CHGB,CHGB
AKAP3,AKAP3
C1orf87,C1orf87
ASPM,ASPM
COL23A1,COL23A1
ROPN1L,ROPN1L
SPMIP8,SPMIP8
PARVB,PARVB
MYBBP1A,MYBBP1A
FAM120B,FAM120B
BST1,BST1
KLF2,KLF2
CBY1,CBY1
TMEM150B,TMEM150B
AGAP1,AGAP1
SMIM44,SMIM44
RNU6-937P,RNU6-937P
MT-CYB,MT-CYB
TMF1,TMF1
PALM2AKAP2,PALM2AKAP2
AZU1,AZU1
KCNK15,KCNK15
HTR3E,HTR3E
TRPM4,TRPM4
TRIM4,TRIM4
GDF9,GDF9
NAPSA,NAPSA
TMEM40,TMEM40
PML,PML
PGAP6,PGAP6
CFAP263,CFAP263
BRD8,BRD8
ANKLE2,ANKLE2
PLA2G3,PLA2G3
SLC10A6,SLC10A6
DNAJC12,DNAJC12
CFAP97,CFAP97
ZPBP2,ZPBP2
CD14,CD14
LY6E,LY6E
PRSS22,PRSS22
MAB21L4,MAB21L4
KIFC2,KIFC2
NAA80,NAA80
MAMDC4,MAMDC4
SHCBP1,SHCBP1
IL18R1,IL18R1
SNORD4B,SNORD4B
STAM2,STAM2
CSF3R,CSF3R
SMIM31,SMIM31
GPR179,GPR179
PRDX5,PRDX5
LYPD4,LYPD4
PNMA8A,PNMA8A
SGO1,SGO1
TRAV3,TRAV3
FANCF,FANCF
HTR3B,HTR3B
MEIKIN,MEIKIN
BCL7C,BCL7C
GNPTG,GNPTG
GSG1,GSG1
PRLR,PRLR
FAM110C,FAM110C
CIMIP2A,CIMIP2A
SERPINA9,SERPINA9
CRYBG3,CRYBG3
PTCD1,PTCD1
PWWP3B,PWWP3B
DEFB134,DEFB134
ENG,ENG
VEGFA,VEGFA
CD207,CD207
CLEC14A,CLEC14A
PRRT3,PRRT3
MYDGF,MYDGF
CYP3A205,CYP3A5
FNDC8,FNDC8
RNF34,RNF34
DYTN,DYTN
IL15,IL15
HYAL1,HYAL1
MPI,MPI
NOL8,NOL8
SCARB1,SCARB1
CCDC9B,CCDC9B
FAM161A,FAM161A
CEL,CEL
C11orf52,C11orf52
ZP3,ZP3
ZFYVE19,ZFYVE19
PSPN,PSPN
FASTKD3,FASTKD3
CFAP276,CFAP276
FBP2,FBP2
CYP11A1,CYP11A1
HOPX,HOPX
NEK10,NEK10
DDX49,DDX49
ZBBX,ZBBX
SPATA1,SPATA1
SUMF2,SUMF2
SOHLH2,SOHLH2
PROCR,PROCR
PPP1R9A,PPP1R9A
NAP1L3,NAP1L3
CALML4,CALML4
OXA1L,OXA1L
TMIGD1,TMIGD1
TBXAS1,TBXAS1
NTSR2,NTSR2
CCDC14,CCDC14
NFKBIE,NFKBIE
MT-ND1,MT-ND1
PDCD1LG2,PDCD1LG2
SIMC1,SIMC1
PRRT2,PRRT2
EPCAM,EPCAM
GZMK,GZMK
IL17A,IL17A
DHRS2,DHRS2
PATE3,PATE3
CD8B,CD8B
TMEM52,TMEM52
CLHC1,CLHC1
DUSP13B,DUSP13B
LBHD1,LBHD1
IGF1,IGF1
ATP5PD,ATP5PD
F12,F12
RIGI,RIGI
MMP8,MMP8
CYB5R2,CYB5R2
GSTM1,GSTM1
BRD1,BRD1
FBF1,FBF1
TRIM17,TRIM17
UPP1,UPP1
SELE,SELE
STK33,STK33
RPH3AL,RPH3AL
PLEKHG5,PLEKHG5
MC1R,MC1R
FNDC1,FNDC1
TMEM255B,TMEM255B
GGN,GGN
RMI1,RMI1
LYPD5,LYPD5
ELP4,ELP4
STRA6,STRA6
ZNF229,ZNF229
UCHL1,UCHL1
TIMP1,TIMP1
SPPL2C,SPPL2C
NR0B1,NR0B1
NKX3-1,NKX3-1
TDRD12,TDRD12
SAMSN1,SAMSN1
SDE2,SDE2
SNAI3,SNAI3
RGS6,RGS6
GSTT4,GSTT4
RSRP1,RSRP1
PADI6,PADI6
ACOT13,ACOT13
C4orf54,C4orf54
SAMD7,SAMD7
SOX5,SOX5
ZNF217,ZNF217
MAGEE1,MAGEE1
URI1,URI1
MTFR2,MTFR2
ZC3H3,ZC3H3
CD1B,CD1B
TMEM126A,TMEM126A
IL12A,IL12A
TLR4,TLR4
TTC34,TTC34
AMN,AMN
TMEM9,TMEM9
ZNF584,ZNF584
TMEM207,TMEM207
FBXO15,FBXO15
MICOS13,MICOS13
TRIM60,TRIM60
FOXRED2,FOXRED2
EFCAB6,EFCAB6
KRTAP6-1,KRTAP6-1
MRM1,MRM1
C20orf141,C20orf141
ZNF75D,ZNF75D
CD200,CD200
ATP5IF1,ATP5IF1
GXYLT2,GXYLT2
FAM151A,FAM151A
RPL6,RPL6
SNTB1,SNTB1
ZNF233,ZNF233
ARHGAP27,ARHGAP27
C9orf152,C9orf152
CEP44,CEP44
ALPK3,ALPK3
CFAP90,CFAP90
RFWD3,RFWD3
DPP7,DPP7
KNL1,KNL1
SPACA1,SPACA1
CCDC188,CCDC188
SLCO4C1,SLCO4C1
PLAAT5,PLAAT5
SMTNL1,SMTNL1
CDC42EP1,CDC42EP1
C2orf66,C2orf66
SFTA2,SFTA2
PVALEF,PVALEF
OCSTAMP,OCSTAMP
PRICKLE2,PRICKLE2
RNU2-21P,RNU2-21P
TUBGCP6,TUBGCP6
RNF168,RNF168
HES3,HES3
FGF14,FGF14
DDX60,DDX60
C1orf116,C1orf116
SEC16A,SEC16A
SLC5A5,SLC5A5
DPEP3,DPEP3
ZFAND4,ZFAND4
TRDMT1,TRDMT1
CTSW,CTSW
SPATA13,SPATA13
IL17RC,IL17RC
CORT,CORT
IDO2,IDO2
DYNC2I1,DYNC2I1
TMEM35B,TMEM35B
SHLD1,SHLD1
CTRC,CTRC
PLD4,PLD4
TMEFF1,TMEFF1
LYVE1,LYVE1
NMU,NMU
NDUFAF2,NDUFAF2
SNORD113-1,SNORD113-1
CATIP,CATIP
MDH1B,MDH1B
MALL,MALL
CCDC60,CCDC60
LRRC26,LRRC26
ABCA13,ABCA13
EFHC2,EFHC2
FAM217B,FAM217B
BBIP1,BBIP1
KLK12,KLK12
CLCA1,CLCA1
ENAM,ENAM
STRA8,STRA8
CFAP73,CFAP73
CENPQ,CENPQ
TNFRSF9,TNFRSF9
SERPINB7,SERPINB7
FHAD1,FHAD1
TDRD6,TDRD6
CIMAP1C,CIMAP1C
MCF2L,MCF2L
BTN1A1,BTN1A1
ANTKMT,ANTKMT
IFIT2,IFIT2
F10,F10
CPB2,CPB2
LY6G6F,LY6G6F
AMER2,AMER2
PARP10,PARP10
F5,F5
PPDPF,PPDPF
DYDC1,DYDC1
RNASET2,RNASET2
DLGAP5,DLGAP5
TMEM184A,TMEM184A
KIAA1549,KIAA1549
CD93,CD93
ADAMTS7,ADAMTS7
OOEP,OOEP
FABP7,FABP7
NFKBID,NFKBID
Vault,VTRNA1-2
CCDC59,CCDC59
AKR1C8,AKR1C8
RPAIN,RPAIN
PTTG1IP,PTTG1IP
ENTPD8,ENTPD8
OR7D4,OR7D4
PPIL6,PPIL6
THRA,THRA
CCDC17,CCDC17
EBI3,EBI3
TTC31,TTC31
SLC22A12,SLC22A12
MIOX,MIOX
SPMIP4,SPMIP4
PRSS8,PRSS8
TROAP,TROAP
ANGPTL8,ANGPTL8
SMIM9,SMIM9
PLIN3,PLIN3
EMB,EMB
KLK5,KLK5
GLOD4,GLOD4
CD19,CD19
CFAP410,CFAP410
RRP1,RRP1
ADAD2,ADAD2
JHY,JHY
BRCA1,BRCA1
TCTN2,TCTN2
C1RL,C1RL
AGPAT2,AGPAT2
OR51T1,OR51T1
C1orf159,C1orf159
PTF1A,PTF1A
CYP39A1,CYP39A1
TMC8,TMC8
CAPN9,CAPN9
KLB,KLB
CLEC7A,CLEC7A
LYZL4,LYZL4
CASP8,CASP8
TDRD15,TDRD15
KIAA1755,KIAA1755
RTN3,RTN3
LRRN4,LRRN4
RETN,RETN
TOGARAM2,TOGARAM2
CCDC63,CCDC63
ARHGAP8,ARHGAP8
PASK,PASK
SPATA4,SPATA4
TFPI2,TFPI2
FAM210B,FAM210B
TRIM21,TRIM21
MYOZ3,MYOZ3
PRKN,PRKN
SLC38A10,SLC38A10
ATP5F1A,ATP5F1A
BPIFB2,BPIFB2
FBXO6,FBXO6
FHDC1,FHDC1
ESAM,ESAM
TRMT61B,TRMT61B
PLA2G10,PLA2G10
PPP1R36,PPP1R36
TMEM235,TMEM235
QSOX1,QSOX1
CD79B,CD79B
C16orf86,C16orf86
ASB9,ASB9
C8orf90,C8orf90
CIRBP,CIRBP
SEC31A,SEC31A
RILP,RILP
MRPS2,MRPS2
PDE9A,PDE9A
CARS2,CARS2
IL18RAP,IL18RAP
NMI,NMI
EEF1AKMT2,EEF1AKMT2
DGKK,DGKK
C2CD2,C2CD2
INSL5,INSL5
NICOL1,NICOL1
BSND,BSND
NDUFA4,NDUFA4
SYNE4,SYNE4
TPSAB1,TPSB2
TCFL5,TCFL5
C9orf40,C9orf40
RCSD1,RCSD1
AKAIN1,AKAIN1
RNU6-332P,RNU6-332P
CD44,CD44
ENDOV,ENDOV
GUCA2A,GUCA2A
F2RL3,F2RL3
TMEM236,TMEM236
CIZ1,CIZ1
C22orf31,C22orf31
PHRF1,PHRF1
RTL9,RTL9
ALG1,ALG1
TMEM276-ZFTRAF1,TMEM276-ZFTRAF1
PRR19,PRR19
NKX2-6,NKX2-6
KEL,KEL
PSTK,PSTK
THAP9,THAP9
KCNA2,KCNA2
AIRE,AIRE
CEP295,CEP295
CD101,CD101
CCDC137,CCDC137
MGLL,MGLL
LAT,LAT
SULT1E1,SULT1E1
FLT3LG,FLT3LG
VSIG10L,VSIG10L
CFLAR,CFLAR
CHCHD7,CHCHD7
ERMN,ERMN
ZNF500,ZNF500
TEDC2,TEDC2
RASGRP4,RASGRP4
CDC42EP4,CDC42EP4
AADAC,AADAC
CSF1,CSF1
TMPRSS11D,TMPRSS11D
GADL1,GADL1
PRSS58,PRSS58
BTBD8,BTBD8
FBXO31,FBXO31
SWI5,SWI5
NENF,NENF
UBL4B,UBL4B
C9,C9
GPA33,GPA33
PDE4D,PDE4D
RNU6-75P,RNU6-75P
CD99L2,CD99L2
MS4A5,MS4A5
OLFM4,OLFM4
SMLR1,SMLR1
USHBP1,USHBP1
LDAH,LDAH
RNASEL,RNASEL
LGALS3BP,LGALS3BP
FRMPD2,FRMPD2
IAPP,IAPP
STMND1,STMND1
SPCS1,SPCS1
HSD3B2,HSD3B2
DHDH,DHDH
COL5A3,COL5A3
EEF2KMT,EEF2KMT
CLRN3,CLRN3
MARVELD3,MARVELD3
FBLN1,FBLN1
PINX1,PINX1
ZNF438,ZNF438
CES2,CES2
TXNDC16,TXNDC16
NEU2,NEU2
FDX1,FDX1
CENPH,CENPH
EVC,EVC
CD3G,CD3G
MEAK7,MEAK7
ERMARD,ERMARD
MKRN2OS,MKRN2OS
LRRIQ1,LRRIQ1
P2RX5,P2RX5
SUCNR1,SUCNR1
IL21R,IL21R
ECI1,ECI1
ZP2,ZP2
DEPDC4,DEPDC4
ADAMTS20,ADAMTS20
PCTP,PCTP
IQCD,IQCD
DZANK1,DZANK1
IL10RA,IL10RA
IFI35,IFI35
IL22RA2,IL22RA2
UGT2A1,UGT2A1
ADGRG7,ADGRG7
RBM48,RBM48
FTCD,FTCD
SUGP2,SUGP2
SERPING1,SERPING1
MTHFSD,MTHFSD
GFRA2,GFRA2
FLACC1,FLACC1
GALNT2,GALNT2
MOAP1,MOAP1
SLC51B,SLC51B
PPEF2,PPEF2
CIITA,CIITA
RNF39,RNF39
REXO4,REXO4
ZNF266,ZNF266
GPR182,GPR182
NEURL3,NEURL3
NUTM1,NUTM1
GSTK1,GSTK1
IL31RA,IL31RA
SYDE1,SYDE1
CCL13,CCL13
CHRNA6,CHRNA6
SFI1,SFI1
U6,U6
CRELD2,CRELD2
NRIP2,NRIP2
UPK3A,UPK3A
C19orf38,C19orf38
CLUL1,CLUL1
SGO2,SGO2
PLA2G2F,PLA2G2F
ADGRD2,ADGRD2
SPDYC,SPDYC
CRIP2,CRIP2
GFY,GFY
RNF151,RNF151
TAGAP,TAGAP
RNU6-243P,RNU6-243P
MFSD6L,MFSD6L
RASSF3,RASSF3
HASPIN,HASPIN
SCOC,SCOC
PLA2G2D,PLA2G2D
SPEM1,SPEM1
APOC3,APOC3
RN7SKP122,RN7SKP122
CDKN1C,CDKN1C
IL4I1,IL4I1
PNPLA1,PNPLA1
PYCARD,PYCARD
GCGR,GCGR
SHOC1,SHOC1
B3GALT5,B3GALT5
WFDC1,WFDC1
SLURP1,SLURP1
PTX4,PTX4
CERS4,CERS4
CNTN1,CNTN1
CAPS2,CAPS2
THSD4,THSD4
C3,C3
ZFPM1,ZFPM1
NCCRP1,NCCRP1
OPALIN,OPALIN
CREB3,CREB3
CFI,CFI
RNU1-123P,RNU1-123P
KALRN,KALRN
SCIMP,SCIMP
TAS1R3,TAS1R3
IL9,IL9
CENPT,CENPT
KIZ,KIZ
CLEC6A,CLEC6A
ADM2,ADM2
SHBG,SHBG
GTSF1L,GTSF1L
RFLNA,RFLNA
PARP14,PARP14
CGREF1,CGREF1
IGF2,IGF2
ASTL,ASTL
PLAAT2,PLAAT2
OLR1,OLR1
CGA,CGA
TMEM165,TMEM165
C10orf90,C10orf90
CKLF,CKLF
LRGUK,LRGUK
IFNLR1,IFNLR1
FAM3B,FAM3B
C17orf100,C17orf100
SNORD114-5,SNORD114-5
SNTB2,SNTB2
OBSCN,OBSCN
SNORD63,SNORD63
CCDC195,CCDC195
NIBAN1,NIBAN1
CMYA5,CMYA5
IL1RL2,IL1RL2
PPT1,PPT1
FAM124B,FAM124B
TRIM34,TRIM34
MYH7,MYH7
ICOS,ICOS
CEACAM19,CEACAM19
TEKTL1,TEKTL1
GLT1D1,GLT1D1
FBXW10B,FBXW10
GSTO1,GSTO1
SELENOO,SELENOO
NPFF,NPFF
ARRDC2,ARRDC2
RNU1-57P,RNU1-57P
C4BPB,C4BPB
SPTBN5,SPTBN5
N4BP2L2,N4BP2L2
RSPH1,RSPH1
SNORD114-16,SNORD114-16
DNAJC5G,DNAJC5G
GNG11,GNG11
PCBD2,PCBD2
ZNF671,ZNF671
SHROOM1,SHROOM1
TMEM247,TMEM247
RNF135,RNF135
PGF,PGF
PM20D1,PM20D1
ALOX15,ALOX15
ZNF415,ZNF415
TMEM205,TMEM205
CENPW,CENPW
PLAT,PLAT
CCDC166,CCDC166
CD84,CD84
EFCAB3,EFCAB3
PPP1R15B,PPP1R15B
TMEM190,TMEM190
AFMID,AFMID
FCN1,FCN1
F11R,F11R
FADD,FADD
FANCE,FANCE
GZMA,GZMA
ETAA1,ETAA1
GBP5,GBP5
TPSG1,TPSG1
EPS8L2,EPS8L2
ZSCAN26,ZSCAN26
LY86,LY86
OSMR,OSMR
USP50,USP50
SERPINA6,SERPINA6
CD1D,CD1D
GUCA2B,GUCA2B
WRN,WRN
EMD,EMD
PRR35,PRR35
STAP2,STAP2
CEP89,CEP89
KATNIP,KATNIP
SYCE1,SYCE1
R3HDML,R3HDML
RNU6-163P,RNU6-163P
CCDC136,CCDC136
C5orf34,C5orf34
ANTXR2,ANTXR2
MIA3,MIA3
KLHL36,KLHL36
IL16,IL16
NKPD1,NKPD1
TCEAL2,TCEAL2
HEXB,HEXB
SLC6A18,SLC6A18
TEKTIP1,TEKTIP1
RNU6-1102P,RNU6-1102P
FYB1,FYB1
NDUFB3,NDUFB3
SLC17A1,SLC17A1
ALDH3A1,ALDH3A1
INCA1,INCA1
TPCN2,TPCN2
HIRIP3,HIRIP3
CALML6,CALML6
UVSSA,UVSSA
ABO,ABO
CCR6,CCR6
CALCR,CALCR
CCDC169,CCDC169
TAF4,TAF4
MIS18A,MIS18A
SUSD3,SUSD3
ZNF750,ZNF750
EPCIP,EPCIP
GAST,GAST
SLAMF1,SLAMF1
C1orf174,C1orf174
NWD1,NWD1
SLX9,SLX9
TMEM88B,TMEM88B
ADGRF3,ADGRF3
TXK,TXK
SMIM1,SMIM1
PIMREG,PIMREG
TMEM163,TMEM163
VSTM2A,VSTM2A
ZNF74,ZNF74
CRYBG2,CRYBG2
C1orf185,C1orf185
FPR1,FPR1
TEN1,TEN1
MALSU1,MALSU1
DDIAS,DDIAS
CD3D,CD3D
CORIN,CORIN
METTL27,METTL27
PRELID3A,PRELID3A
DKKL1,DKKL1
CLU,CLU
RNU1-64P,RNU1-64P
SCGB3A2,SCGB3A2
SMIM34,SMIM34
EID2,EID2
LAMP1,LAMP1
GRXCR1,GRXCR1
BCAS1,BCAS1
GARIN6,GARIN6
LRRIQ4,LRRIQ4
CNGB1,CNGB1
GBP4,GBP4
NPSR1,NPSR1
CD47,CD47
SLCO1B3,SLCO1B3
RIBC1,RIBC1
TRAV21,TRAV21
XCL1,XCL1
LRRC56,LRRC56
RINL,RINL
USP53,USP53
BAAT,BAAT
GPRASP1,GPRASP1
RIIAD1,RIIAD1
CALCOCO2,CALCOCO2
C12orf54,C12orf54
TULP3,TULP3
CCDC192,CCDC192
PROCA1,PROCA1
