human gene name,chimpanzee gene name
LTB4R2,LTB4R2
LMBR1,LMBR1
S1PR3,S1PR3
METTL21A,METTL21A
LCE3C,LCE3C
FAM24B,FAM24B
GARIN3,GARIN3
RAP1GAP2,RAP1GAP2
ISY1,ISY1
HLA-DPB1,HLA-DPB1
POLRMT,POLRMT
CELA3A,CELA3A
ARSD,ARSD
ALDH7A1,ALDH7A1
ZNF3,ZNF3
CD37,CD37
CPNE6,CPNE6
LACTBL1,LACTBL1
C3orf49,C3H3orf49
BRWD1,BRWD1
DEFB107A,DEFB107A
AHCYL1,AHCYL1
HJURP,HJURP
TPCN1,TPCN1
LRRC9,LRRC9
MYD88,MYD88
PMEL,PMEL
PAGE1,PAGE1
ST6GALNAC2,ST6GALNAC2
PASD1,PASD1
CRTC2,CRTC2
MFAP4,MFAP4
C19orf12,C19H19orf12
MYL6B,MYL6B
LDHA,LDHA
KRTAP5-6,KRTAP5-6
HRC,HRC
TENT4B,TENT4B
SMCP,SMCP
SFTPA2,SFTPA2
GCAT,GCAT
HERC6,HERC6
COBL,COBL
GDPD2,GDPD2
RLN1,RLN1
VPS35L,VPS35L
KRTAP24-1,KRTAP24-1
NDUFB11,NDUFB11
DLL3,DLL3
MYCL,MYCL
RASSF6,RASSF6
HSPBAP1,HSPBAP1
UQCRHL,UQCRHL
ADAMTS20,ADAMTS20
ZNF23,ZNF23
KRTAP4-11,KRTAP4-11
PHF21B,PHF21B
LILRB4,LILRB4
ZP4,ZP4
MRGPRX3,MRGPRX3
CYP3A4,CYP3A4
NOP14,NOP14
ZNF605,ZNF605
DDO,DDO
ATXN7,ATXN7
HNRNPC,HNRNPC
LST1,LST1
DPF1,DPF1
C8orf33,C8H8orf33
CT47C1,CT47C1
VSTM4,VSTM4
MCPH1,MCPH1
PPP3CB,PPP3CB
GPR17,GPR17
TBC1D1,TBC1D1
PRAMEF19,PRAMEF19
GRIA1,GRIA1
OR13F1,OR13F1
CIMIP2B,CIMIP2B
ZNF850,ZNF850
POM121L12,POM121L12
ICAM1,ICAM1
OR1P1,OR1P1
IFNGR2,IFNGR2
SYPL1,SYPL1
VTCN1,VTCN1
PALM3,PALM3
TXLNG,TXLNG
SNORD29,SNORD29
MFN1,MFN1
YTHDF1,YTHDF1
PODN,PODN
KHSRP,KHSRP
SEPTIN2,SEPTIN2
ACOD1,ACOD1
FKBP9,FKBP9
LIMS2,LIMS2
PYDC5,PYDC5
KLRC4,KLRC4
OR10H3,OR10H3
SERAC1,SERAC1
CCP110,CCP110
TRAPPC9,TRAPPC9
ADGRB1,ADGRB1
ADH4,ADH4
PDHA1,PDHA1
MAMDC4,MAMDC4
OR13G1,OR13G1
GLRA1,GLRA1
KRTAP19-1,KRTAP19-1
CADM3,CADM3
DNAJC21,DNAJC21
CDH13,CDH13
ARHGAP8,ARHGAP8
IPP,IPP
C16orf46,C16H16orf46
FADS6,FADS6
ADGRE2,ADGRE2
ST7,ST7
PLEKHG5,PLEKHG5
C16orf96,C16H16orf96
PVALEF,PVALEF
SNORA52,SNORA52
SCYL3,SCYL3
STK3,STK3
GARIN5B,GARIN5B
GORAB,GORAB
HTR3A,HTR3A
UTP23,UTP23
MTA1,MTA1
ODAD4,ODAD4
NPS,NPS
LCE3A,LCE3A
CCDC8,CCDC8
SPINT3,SPINT3
SSH1,SSH1
PSCA,PSCA
NUAK2,NUAK2
CNOT10,CNOT10
SLC35B3,SLC35B3
TLCD5,TLCD5
BMP15,BMP15
STIP1,STIP1
TMCO5A,TMCO5A
OR9Q1,OR9Q1
TMEM208,TMEM208
TRARG1,TRARG1
ATL3,ATL3
SLC10A7,SLC10A7
C17orf99,C17H17orf99
ARHGAP19,ARHGAP19
MAP1A,MAP1A
OR1L8,OR1L8
LMF1,LMF1
MAU2,MAU2
FRMD4A,FRMD4A
FAM240A,FAM240A
STEEP1,STEEP1
CYP2U1,CYP2U1
SCARA5,SCARA5
TRIM3,TRIM3
CDK20,CDK20
BCL7A,BCL7A
TMSB4Y,TMSB4Y
CLDND1,CLDND1
TBPL2,TBPL2
ARX,ARX
NT5C2,NT5C2
ELAVL2,ELAVL2
SGSM1,SGSM1
MPG,MPG
TUBA4B,TUBA4B
TTLL13,TTLL13
TAS2R1,TAS2R1
MRPL38,MRPL38
MGST3,MGST3
FAF2,FAF2
GPSM1,GPSM1
FUT10,FUT10
FAM47E,FAM47E
TAF1L,TAF1L
CYTH2,CYTH2
GPATCH11,GPATCH11
FAM9C,FAM9C
LLGL2,LLGL2
C16orf95,C16H16orf95
EDA2R,EDA2R
GSG1,GSG1
CD200,CD200
SYNPO2,SYNPO2
RCSD1,RCSD1
DEDD,DEDD
PLAC9,PLAC9
KRTAP20-2,KRTAP20-2
TNFRSF25,TNFRSF25
SLC30A6,SLC30A6
ANKRD2,ANKRD2
ST8SIA5,ST8SIA5
ACADVL,ACADVL
BAG5,BAG5
MRE11,MRE11
ROGDI,ROGDI
MEPE,MEPE
OR4K15,OR4K15
SNX12,SNX12
PRAMEF17,PRAMEF17
TBL1XR1,TBL1XR1
CCDC137,CCDC137
MAGT1,MAGT1
ZSCAN5B,ZSCAN5B
ECT2,ECT2
SUSD1,SUSD1
FAM47B,FAM47B
PRR36,PRR36
ZNF816,ZNF816
TIA1,TIA1
CCT6B,CCT6B
RPS5,RPS5
SH2D2A,SH2D2A
DNAJB12,DNAJB12
POC1A,POC1A
ZNF574,ZNF574
SUGT1,SUGT1
SPAG6,SPAG6
PNPLA1,PNPLA1
RAC3,RAC3
ZNF133,ZNF133
ARMC12,ARMC12
COA4,COA4
MUC7,MUC7
CLTA,CLTA
OR51T1,OR51T1
TSC2,TSC2
TNK2,TNK2
ETFDH,ETFDH
DKK1,DKK1
ITGA6,ITGA6
AGTR1,AGTR1
CRLF2,CRLF2
TMEM120A,TMEM120A
PLA2G4E,PLA2G4E
CTSK,CTSK
KCNJ16,KCNJ16
METTL16,METTL16
GNPTG,GNPTG
ZNF570,ZNF570
RASGEF1C,RASGEF1C
KRTAP5-9,KRTAP5-9
PI15,PI15
TMEM176A,TMEM176A
CALCB,CALCB
HACD3,HACD3
ZWILCH,ZWILCH
DGKD,DGKD
ZNF181,ZNF181
PIGX,PIGX
CALCRL,CALCRL
C11orf97,C11H11orf97
PTPA,PTPA
PLAAT3,PLAAT3
MAST3,MAST3
ZCCHC18,ZCCHC18
FUT3,FUT3
SUPT20HL2,SUPT20HL2
CEP72,CEP72
AGXT,AGXT
TAGLN2,TAGLN2
OR5B3,OR5B3
HYCC2,HYCC2
INSC,INSC
SLC44A2,SLC44A2
DRD2,DRD2
GLIS1,GLIS1
PERM1,PERM1
ZFYVE21,ZFYVE21
SNORD13P3,SNORD13P3
SCGB3A1,SCGB3A1
SIRPD,SIRPD
ARMC5,ARMC5
NSUN6,NSUN6
RESP18,RESP18
SAFB2,SAFB2
UNC13A,UNC13A
OR9K2,OR9K2
SNX11,SNX11
C1orf50,C1H1orf50
KRTAP6-2,KRTAP6-2
EDAR,EDAR
PLPP3,PLPP3
SRMS,SRMS
IGFN1,IGFN1
EVI2A,EVI2A
LY6K,LY6K
BICC1,BICC1
POSTN,POSTN
FTCDNL1,FTCDNL1
PARVA,PARVA
OR8U1,OR8U1
TEX38,TEX38
TGFBR1,TGFBR1
ZNF44,ZNF44
AMACR,AMACR
GARNL3,GARNL3
DEFB113,DEFB113
ADTRP,ADTRP
PEG3,PEG3
SGIP1,SGIP1
OR5AR1,OR5AR1
PFKP,PFKP
LSR,LSR
GTSF1,GTSF1
CCDC83,CCDC83
OR6K3,OR6K3
EEF1D,EEF1D
MYH13,MYH13
HLA-DQB2,HLA-DQB2
SLC4A4,SLC4A4
PLK5,PLK5
NFASC,NFASC
AUNIP,AUNIP
CLCN3,CLCN3
CYP4F2,CYP4F2
AQP7B,AQP7B
ACSL5,ACSL5
MFSD9,MFSD9
HTR4,HTR4
RASGRP4,RASGRP4
ELOVL2,ELOVL2
GPNMB,GPNMB
BTBD6,BTBD6
XKR3,XKR3
UROC1,UROC1
CD244,CD244
INPP4B,INPP4B
SLC1A7,SLC1A7
TFDP3,TFDP3
SEPTIN5,SEPTIN5
ESRRG,ESRRG
NR4A1,NR4A1
RGMB,RGMB
APOBEC3G,APOBEC3G
S100A7A,S100A7A
TBXAS1,TBXAS1
SIAH1,SIAH1
PPT1,PPT1
PIGG,PIGG
NPNT,NPNT
GRIN1,GRIN1
USB1,USB1
ZNF211,ZNF211
URAD,URAD
CYP2D6,CYP2D6
GLYATL1B,GLYATL1B
CISH,CISH
ELSPBP1,ELSPBP1
SHTN1,SHTN1
MFSD1,MFSD1
CDK15,CDK15
TNS1,TNS1
HAGH,HAGH
FAM98B,FAM98B
NFKBID,NFKBID
FRMD4B,FRMD4B
CTCFL,CTCFL
KCNC3,KCNC3
PSRC1,PSRC1
ELAVL4,ELAVL4
CNIH1,CNIH1
TAP1,TAP1
FDXR,FDXR
MT-ND4,MT-ND4
CT47B1,CT47B1
MYOG,MYOG
TEX9,TEX9
GALNTL5,GALNTL5
OSCP1,OSCP1
FAM193A,FAM193A
IGFBP1,IGFBP1
RPA2,RPA2
HSD17B4,HSD17B4
TCEANC,TCEANC
TMPRSS11F,TMPRSS11F
ENKD1,ENKD1
SOCS7,SOCS7
NUP54,NUP54
FAAH2,FAAH2
ZNF354B,ZNF354B
ZNF729,ZNF729
SYT8,SYT8
GLTP,GLTP
BPIFC,BPIFC
MIR153-1,MIR153-1
CFAP299,CFAP299
KRTAP21-1,KRTAP21-1
TMX4,TMX4
MTIF3,MTIF3
PLPPR3,PLPPR3
DPM1,DPM1
SEPTIN1,SEPTIN1
NCKAP5,NCKAP5
FBXW9,FBXW9
GPHN,GPHN
RTF2,RTF2
BRCC3,BRCC3
ETF1,ETF1
BIN2,BIN2
LCLAT1,LCLAT1
KAZN,KAZN
SELENBP1,SELENBP1
SSX1,SSX1
KANK3,KANK3
ZDHHC3,ZDHHC3
CMTM2,CMTM2
MYO1F,MYO1F
ADGRD1,ADGRD1
KDM8,KDM8
OXER1,OXER1
KIFC1,KIFC1
ZBTB3,ZBTB3
FAM161B,FAM161B
GSE1,GSE1
RNF141,RNF141
PCDH8,PCDH8
RABL2A,RABL2A
SPNS1,SPNS1
OR5K2,OR5K2
HNF4A,HNF4A
DIP2C,DIP2C
MYOM2,MYOM2
KCNV2,KCNV2
EIF3E,EIF3E
CYP2E1,CYP2E1
CD300LF,CD300LF
MMADHC,MMADHC
CLEC12A,CLEC12A
SLC35B1,SLC35B1
SLC5A11,SLC5A11
NUP58,NUP58
CEACAM3,CEACAM3
ASIC3,ASIC3
KRT80,KRT80
LRCH3,LRCH3
NRG4,NRG4
NKX1-1,NKX1-1
HHAT,HHAT
CAPZB,CAPZB
TAF9,TAF9
INPP5E,INPP5E
SPRY4,SPRY4
JMJD6,JMJD6
LRRC37A2,LRRC37A3
KCNIP1,KCNIP1
CNDP1,CNDP1
ETV2,ETV2
ECPAS,ECPAS
RRP12,RRP12
METTL1,METTL1
JAM2,JAM2
RLIG1,RLIG1
HPSE,HPSE
CNFN,CNFN
TPD52L3,TPD52L3
GLB1,GLB1
RNF25,RNF25
EP300,EP300
CNTN5,CNTN5
RAB11FIP3,RAB11FIP3
MT-ND3,MT-ND3
KRTAP9-2,KRTAP9-2
TBCC,TBCC
SLC38A11,SLC38A11
DLG3,DLG3
ZNF346,ZNF346
MED29,MED29
CORO1C,CORO1C
ATP6V0D1,ATP6V0D1
VPS11,VPS11
MRPS2,MRPS2
CHTOP,CHTOP
ELN,ELN
SLC36A3,SLC36A3
VDR,VDR
KRTAP1-5,KRTAP1-5
SEZ6L,SEZ6L
NAA38,NAA38
VSIG1,VSIG1
CHD1L,CHD1L
SNORD26,SNORD26
TRIM54,TRIM54
MSH2,MSH2
DNM1,DNM1
MRTFA,MRTFA
WDR13,WDR13
PPCDC,PPCDC
SEBOX,SEBOX
PPP2R1B,PPP2R1B
PPP4R3A,PPP4R3A
TMED8,TMED8
RBM41,RBM41
RHAG,RHAG
PVRIG,PVRIG
FAM76A,FAM76A
OTUD6B,OTUD6B
KPNA6,KPNA6
AK1,AK1
PIP5K1C,PIP5K1C
TTC39B,TTC39B
HGF,HGF
COPZ1,COPZ1
SNAP47,SNAP47
PDXDC1,PDXDC1
DSCC1,DSCC1
NTF3,NTF3
QRICH2,QRICH2
DEFA5,DEFA5
TRIM51G,TRIM51G
KCNMB2,KCNMB2
ILF2,ILF2
ERVV-1,ERVV-1
CRBN,CRBN
STAU1,STAU1
TMEM225,TMEM225
GAS1,GAS1
METTL27,METTL27
ADCYAP1R1,ADCYAP1R1
ROBO2,ROBO2
MT-ND1,MT-ND1
KMO,KMO
INPP5B,INPP5B
COBLL1,COBLL1
NFU1,NFU1
ZDHHC7,ZDHHC7
MERTK,MERTK
CCNK,CCNK
GDA,GDA
STAT5A,STAT5A
PIK3CD,PIK3CD
F13A1,F13A1
TSHZ1,TSHZ1
FBXO24,FBXO24
MVB12B,MVB12B
SPRR3,SPRR3
EMID1,EMID1
CXCL14,CXCL14
KIAA0825,KIAA0825
PPP6C,PPP6C
AMELY,AMELY
CDCA5,CDCA5
TCF25,TCF25
PUDP,PUDP
PRKAG1,PRKAG1
IFI16,IFI16
LHX6,LHX6
RAD51AP1,RAD51AP1
PAPSS1,PAPSS1
ZNF619,ZNF619
STK32A,STK32A
TAF15,TAF15
BRAT1,BRAT1
NOSTRIN,NOSTRIN
CFAP74,CFAP74
CCL3L3,CCL3L3
SCG2,SCG2
RORC,RORC
SH3BP2,SH3BP2
GPRIN2,GPRIN2
CNOT9,CNOT9
ARHGAP40,ARHGAP40
PLEKHA6,PLEKHA6
MAP7,MAP7
R3HCC1,R3HCC1
TLE5,TLE5
SUPT20HL1,SUPT20HL1
ZNF439,ZNF439
TPD52L2,TPD52L2
MEX3D,MEX3D
CCDC93,CCDC93
TBC1D9B,TBC1D9B
CCDC192,CCDC192
KLHL5,KLHL5
KAT8,KAT8
WNT9B,WNT9B
FARSA,FARSA
ALYREF,ALYREF
DMRT3,DMRT3
MRS2,MRS2
ZNF780B,ZNF780B
SRP68,SRP68
ZC2HC1A,ZC2HC1A
FOXM1,FOXM1
TNFSF18,TNFSF18
ACTR1A,ACTR1A
KIAA0930,KIAA0930
PLTP,PLTP
KRTAP10-5,KRTAP10-5
KDM1B,KDM1B
CCL7,CCL7
CCL8,CCL8
SNX1,SNX1
AKIRIN1,AKIRIN1
CMTM4,CMTM4
SNORD114-18,SNORD114-18
CCDC110,CCDC110
MLN,MLN
CDYL,CDYL
SBK1,SBK1
DLEC1,DLEC1
RTEL1,RTEL1
HLA-G,PATR-G
JAK2,JAK2
CAPN1,CAPN1
BAIAP2,BAIAP2
CINP,CINP
ZNF514,ZNF514
RBBP7,RBBP7
MPIG6B,MPIG6B
WDR12,WDR12
ZNF283,ZNF283
TMEM106B,TMEM106B
GMPPA,GMPPA
NR1H4,NR1H4
OVOL3,OVOL3
ZNF14,ZNF14
IRF9,IRF9
MAPK8IP3,MAPK8IP3
IL1RL2,IL1RL2
INTS9,INTS9
CFAP77,CFAP77
STAT3,STAT3
TMEM247,TMEM247
LRRC39,LRRC39
CSF1,CSF1
CAPS2,CAPS2
SERPINA10,SERPINA10
AGMO,AGMO
ADGRE1,ADGRE1
PDE11A,PDE11A
TTC29,TTC29
CXorf58,CXorf58
NR1I2,NR1I2
GRIP2,GRIP2
TROAP,TROAP
PSMC6,PSMC6
MT1G,MT1G
TARM1,TARM1
SH3GL3,SH3GL3
SLC2A14,SLC2A14
CTAGE1,CTAGE1
FBLN5,FBLN5
RAET1L,RAET1L
FNIP2,FNIP2
TMPRSS9,TMPRSS9
RETSAT,RETSAT
TEX101,TEX101
CELSR1,CELSR1
DRICH1,DRICH1
OPCML,OPCML
FEZ2,FEZ2
SLC6A5,SLC6A5
RPAIN,RPAIN
IP6K2,IP6K2
FBLL1,FBLL1
NOP58,NOP58
OLFM3,OLFM3
PINLYP,PINLYP
TENT4A,TENT4A
LRRC4,LRRC4
AP2S1,AP2S1
LIMCH1,LIMCH1
CHCHD6,CHCHD6
TRIM66,TRIM66
TLCD2,TLCD2
OR5B21,OR5B21
SERPINE3,SERPINE3
MIR152,MIR152
BANF2,BANF2
MT-ATP6,MT-ATP6
CX3CR1,CX3CR1
GNPAT,GNPAT
PCDHB10,PCDHB10
ZNF765,ZNF765
PBX1,PBX1
PKDCC,PKDCC
PF4V1,PF4V1
STIM2,STIM2
ZDHHC11,ZDHHC11
TNF,TNF
H2AC25,H2AC25
OXR1,OXR1
TLE2,TLE2
P4HTM,P4HTM
TNP2,TNP2
ADAMTSL2,ADAMTSL2
DPEP1,DPEP1
GPRC5C,GPRC5C
FOXRED1,FOXRED1
ANO9,ANO9
MDM2,MDM2
CAVIN3,CAVIN3
HARS2,HARS2
RNASET2,RNASET2
PRSS1,PRSS1
MED8,MED8
STAMBPL1,STAMBPL1
MAP4K2,MAP4K2
ZNF224,ZNF224
SMAD3,SMAD3
PTCRA,PTCRA
TMEM65,TMEM65
USP11,USP11
ATL2,ATL2
RPP38,RPP38
SCAMP1,SCAMP1
SPRY2,SPRY2
UBAP2L,UBAP2L
MINDY1,MINDY1
PPIL3,PPIL3
C19orf47,C19H19orf47
GABRA2,GABRA2
CDC42BPB,CDC42BPB
SCAF1,SCAF1
DYTN,DYTN
CASP8,CASP8
RITA1,RITA1
JMJD4,JMJD4
PLPP4,PLPP4
TTC12,TTC12
YAF2,YAF2
MT-ATP8,MT-ATP8
SLC26A9,SLC26A9
LNP1,LNP1
SUN5,SUN5
KSR1,KSR1
PSMD6,PSMD6
NIPAL3,NIPAL3
VAV3,VAV3
CRIPTO3,CRIPTO3
RPL38,RPL38
RSPO3,RSPO3
CLTRN,CLTRN
OR6K6,OR6K6
CLEC10A,CLEC10A
NAA80,NAA80
THBD,THBD
LMO2,LMO2
MEP1A,MEP1A
KIAA0586,KIAA0586
ZAN,ZAN
RPS6KA2,RPS6KA2
OR9A1P,OR9A1P
MIR541,MIR541
TDRD10,TDRD10
LTBP4,LTBP4
DEFB110,DEFB110
SLC44A1,SLC44A1
RRBP1,RRBP1
ACSL4,ACSL4
P2RY13,P2RY13
FANCD2,FANCD2
AIG1,AIG1
OR52H1,OR52H1
DPP6,DPP6
IL17RC,IL17RC
CNEP1R1,CNEP1R1
IDO2,IDO2
LSAMP,LSAMP
IARS1,IARS1
NWD1,NWD1
GTF3A,GTF3A
DCANP1,DCANP1
EVI5,EVI5
NDUFB8,NDUFB8
STOX1,STOX1
OR13D1,OR13D1
UBQLN2,UBQLN2
LOXL2,LOXL2
TOMT,LRTOMT
CSNK1A1,CSNK1A1
CATSPER2,CATSPER2
KIF17,KIF17
RBM10,RBM10
ALKBH6,ALKBH6
PPP2R2C,PPP2R2C
PAPOLB,PAPOLB
SNORD37,SNORD37
SLC9A6,SLC9A6
PTPN3,PTPN3
ACP3,ACP3
FHAD1,FHAD1
ABHD18,ABHD18
IL6R,IL6R
LIAT1,LIAT1
ZNF600,ZNF600
MRPL45,MRPL45
SPPL2B,SPPL2B
METTL4,METTL4
CATIP,CATIP
ARL16,ARL16
ACHE,ACHE
OTOP3,OTOP3
GTF2H1,GTF2H1
GASK1B,GASK1B
ZNF410,ZNF410
GPR35,GPR35
LBHD1,LBHD1
DBT,DBT
IQSEC2,IQSEC2
WNK4,WNK4
PLEKHN1,PLEKHN1
UBE2B,UBE2B
CDHR5,CDHR5
LHX3,LHX3
MSI2,MSI2
OR13C3,OR13C3
EMB,EMB
DNAJB5,DNAJB5
PGRMC2,PGRMC2
KIAA1210,KIAA1210
NR2C2,NR2C2
FTO,FTO
ESYT2,ESYT2
SPIRE2,SPIRE2
TTC36,TTC36
MKNK1,MKNK1
OLFM2,OLFM2
LEPROT,LEPROT
RAB18,RAB18
SORBS2,SORBS2
AKR7A3,AKR7A3
GON7,GON7
GALNT13,GALNT13
PAK1,PAK1
CYP2C19,CYP2C19
SEPTIN6,SEPTIN6
GGTLC1,GGTLC1
UNC93A,UNC93A
PACS2,PACS2
SRPX2,SRPX2
PTPRQ,PTPRQ
RNF24,RNF24
MITF,MITF
FGF11,FGF11
ZNF142,ZNF142
UPRT,UPRT
FCHO1,FCHO1
ZNF71,ZNF71
SLC38A1,SLC38A1
SNCAIP,SNCAIP
TRIOBP,TRIOBP
SLC6A7,SLC6A7
SYNCRIP,SYNCRIP
CCNJL,CCNJL
PDHA2,PDHA2
RBM6,RBM6
WNT7B,WNT7B
ATOX1,ATOX1
MEF2C,MEF2C
PREPL,PREPL
SGCE,SGCE
LDHC,LDHC
C7orf25,C7H7orf25
MSANTD4,MSANTD4
PLA2G2D,PLA2G2D
CETN3,CETN3
FAM170B,FAM170B
DOK3,DOK3
GMFB,GMFB
CAPRIN2,CAPRIN2
TAC4,TAC4
APOO,APOO
GUSB,GUSB
LRRC55,LRRC55
EAF2,EAF2
ZNF385A,ZNF385A
APOLD1,APOLD1
RAB4A,RAB4A
ABHD16A,ABHD16A
GJB6,GJB6
FAM120B,FAM120B
RAG1,RAG1
OR2K2,OR2K2
RHOT1,RHOT1
SLA,SLA
TPT1,TPT1
FUT6,FUT5
FBXL13,FBXL13
TATDN1,TATDN1
SLC10A3,SLC10A3
RAC1,RAC1
FAM120A,FAM120A
ASB5,ASB5
TTLL11,TTLL11
XPO4,XPO4
CNN1,CNN1
FOXO6,FOXO6
ADRB2,ADRB2
SLC6A18,SLC6A18
DYDC2,DYDC2
CAMK2G,CAMK2G
MBL2,MBL2
SPTLC1,SPTLC1
BASP1,BASP1
TUBB8,TUBB8
TUB,TUB
PGK2,PGK2
SOD2,SOD2
BORA,BORA
RPTN,RPTN
IFT122,IFT122
CITED1,CITED1
NACAD,NACAD
RGS3,RGS3
CCDC175,CCDC175
NAGK,NAGK
SPCS2,SPCS2
ITPRID1,ITPRID1
TMEM38B,TMEM38B
OR11G2,OR11G2
GRAMD2B,GRAMD2B
JMJD7,JMJD7
TVP23C,TVP23C
IFNA2,IFNA2
CCDC9B,CCDC9B
TPI1,TPI1
STAT5B,STAT5B
GLIPR2,GLIPR2
KCNJ1,KCNJ1
ZNF740,ZNF740
FAXC,FAXC
TMEM37,TMEM37
POMP,POMP
FOXF1,FOXF1
PPP2R2B,PPP2R2B
CDK16,CDK16
EZR,EZR
TRIM31,TRIM31
DUSP11,DUSP11
CXCL16,CXCL16
PDIA6,PDIA6
MTHFD1,MTHFD1
YIPF7,YIPF7
LYAR,LYAR
NTSR2,NTSR2
BTN2A2,BTN2A2
SEC13,SEC13
HIGD1A,HIGD1A
DDIT3,DDIT3
ALPK3,ALPK3
GIMD1,GIMD1
HTATIP2,HTATIP2
SLC34A1,SLC34A1
TDRKH,TDRKH
HAP1,HAP1
MROH5,MROH5
OR52I1,OR52I1
C10orf71,C10H10orf71
ZNF493,ZNF493
CD200R1L,CD200R1L
SUFU,SUFU
WDR26,WDR26
MS4A3,MS4A3
MT-CYB,MT-CYB
GPS1,GPS1
PACRG,PACRG
TRIB3,TRIB3
BEST1,BEST1
FLOT2,FLOT2
OR2G6,OR2G6
EFCAB3,EFCAB3
ZCCHC14,ZCCHC14
TBCD,TBCD
ATN1,ATN1
OS9,OS9
SLC29A1,SLC29A1
ITGA2B,ITGA2B
MOBP,MOBP
PLEKHA7,PLEKHA7
BCL2L14,BCL2L14
RAB5C,RAB5C
CRELD2,CRELD2
INTS7,INTS7
LARP4B,LARP4B
NAV1,NAV1
MT-ND5,MT-ND5
ANXA13,ANXA13
SLBP,SLBP
SLC25A39,SLC25A39
NKD2,NKD2
TRIP4,TRIP4
DES,DES
HDAC11,HDAC11
ZDHHC4,ZDHHC4
TANK,TANK
FAM171A1,FAM171A1
SLC6A9,SLC6A9
GK,GK
C2orf81,C2AH2orf81
ERBB4,ERBB4
FER1L5,FER1L5
SAMM50,SAMM50
SCYL2,SCYL2
TWF1,TWF1
COQ2,COQ2
LAMP2,LAMP2
MAPK13,MAPK13
SMG7,SMG7
VPS4A,VPS4A
INAVA,INAVA
TCF4,TCF4
CTNS,CTNS
RBM12B,RBM12B
RNASE9,RNASE9
ZNF398,ZNF398
HECA,HECA
NT5C1B,NT5C1B
ERICH1,ERICH1
RHBDF2,RHBDF2
CMIP,CMIP
KLK12,KLK12
ARL6,ARL6
FAM234B,FAM234B
KRT86,KRT86
TNFAIP8,TNFAIP8
ZIC4,ZIC4
GARIN2,GARIN2
PCARE,PCARE
RELB,RELB
AXIN1,AXIN1
FARS2,FARS2
ACAN,ACAN
WLS,WLS
MRPS27,MRPS27
ADGRF4,ADGRF4
GAN,GAN
ADAP1,ADAP1
FCGRT,FCGRT
CCDC92B,CCDC92B
PDE1A,PDE1A
ODF2,ODF2
POFUT2,POFUT2
C1S,C1S
PRTFDC1,PRTFDC1
ANKRD24,ANKRD24
PTBP2,PTBP2
NIPAL4,NIPAL4
RBMXL3,RBMXL3
BACH2,BACH2
AGBL1,AGBL1
KRTAP9-7,KRTAP9-7
HYI,HYI
CRISP2,CRISP2
JPT2,JPT2
ACLY,ACLY
SDF4,SDF4
MEF2A,MEF2A
HMGCS1,HMGCS1
LUC7L3,LUC7L3
TSLP,TSLP
ZNF766,ZNF766
ZSCAN9,ZSCAN9
B4GALNT3,B4GALNT3
TBX6,TBX6
ACOX3,ACOX3
CDK2,CDK2
LDAH,LDAH
IL6,IL6
TUBA1C,TUBA1C
PEA15,PEA15
GSDMD,GSDMD
PNMA3,PNMA3
HMGB1P1,HMGB1P1
SAC3D1,SAC3D1
SLC7A2,SLC7A2
USF2,USF2
GJA10,GJA10
VCAM1,VCAM1
PLAT,PLAT
MYO15B,MYO15B
COX20,COX20
UBXN1,UBXN1
BCO2,BCO2
CASP9,CASP9
CLIC6,CLIC6
MAP4K1,MAP4K1
FBXL17,FBXL17
NCF4,NCF4
SMAD7,SMAD7
WDR24,WDR24
MAPKAPK5,MAPKAPK5
FAH,FAH
PSME3,PSME3
PDPK1,PDPK1
DMPK,DMPK
PARG,PARG
DPP10,DPP10
MUC22,MUC22
CTC1,CTC1
MRPL10,MRPL10
CLCN6,CLCN6
FAM90A26,FAM90A26
HRH2,HRH2
POU3F3,POU3F3
NUP93,NUP93
IRAK1BP1,IRAK1BP1
DMRTC2,DMRTC2
FCRL5,FCRL5
GRHL3,GRHL3
NELFB,NELFB
FXYD1,FXYD1
C1QTNF2,C1QTNF2
IL12A,IL12A
SLC6A6,SLC6A6
CLUL1,CLUL1
P4HA1,P4HA1
TSPAN16,TSPAN16
CENPT,CENPT
ARHGEF25,ARHGEF25
RRM2,RRM2
TULP3,TULP3
STON2,STON2
PARPBP,PARPBP
SRCIN1,SRCIN1
ST3GAL6,ST3GAL6
ODF2L,ODF2L
HSD11B1L,HSD11B1L
MUCL3,MUCL3
ZSWIM8,ZSWIM8
CRLF1,CRLF1
ADAM29,ADAM29
SMIM10L3,SMIM10L3
WNK2,WNK2
IL5RA,IL5RA
TTYH1,TTYH1
WBP1L,WBP1L
TGOLN2,TGOLN2
ARPP19,ARPP19
SF3B1,SF3B1
ATP5PO,ATP5PO
CENPL,CENPL
ACTN3,ACTN3
ZNF839,ZNF839
RCN2,RCN2
ELMO1,ELMO1
JRK,JRK
SLC45A1,SLC45A1
SLAIN1,SLAIN1
ITGB2,ITGB2
KRTAP12-1,KRTAP12-1
OR10AG1,OR10AG1
FAM221A,FAM221A
UMODL1,UMODL1
HMOX2,HMOX2
DDX31,DDX31
ANKRD65,ANKRD65
MIEF1,MIEF1
NTM,NTM
STAU2,STAU2
SPG7,SPG7
LAT,LAT
CTU2,CTU2
BTNL3,BTNL3
SNORD74B,SNORD74B
ALOX5,ALOX5
TPSB2,TPSB2
CCDC179,CCDC179
GALNT8,GALNT8
RIOK3,RIOK3
ACSM2A,ACSM2A
