human gene name,mice gene name
GIMAP7,Gimap7
TMEM70,Tmem70
RP1,Rp1
HES3,Hes3
FGFBP1,Fgfbp1
IGHV4-4,Ighv3-5
PRL,Prl
TTC6,Ttc6
DNTTIP2,Dnttip2
APOC2,Apoc2
IL1A,Il1a
ART4,Art4
PRR33,Prr33
FAM174C,Fam174c
SPATC1,Spatc1
DNMT3L,Dnmt3l
GIMAP4,Gimap4
CDKN2A,Cdkn2a
CNBD2,Cnbd2
TRAV27,Trav18
CD22,Cd22
TOMM20L,Tomm20l
XCL2,Xcl1
TACC2,Tacc2
IGHV2-70,Ighv8-2
ZNF627,Zfp872
AGT,Agt
RUBCNL,Rubcnl
C1orf54,BC028528
IGHV4-31,Ighv12-3
NOXRED1,Noxred1
C2orf80,D630023F18Rik
GP2,Gp2
SYCE1,Syce1
SCIMP,Scimp
CCDC87,Ccdc87
HRG,Hrg
SHROOM1,Shroom1
NINL,Ninl
BTNL2,Btnl2
SPMIP5,Spmip5
PGF,Pgf
ZCWPW1,Zcwpw1
DNAAF6,Dnaaf6
ERMN,Ermn
ODAPH,Odaph
AHSG,Ahsg
IL1R2,Il1r2
USPL1,Uspl1
CEP295,Cep295
RNASE10,Rnase10
IGHV4OR15-8,Ighv2-9
TINF2,Tinf2
MBD3L1,Mbd3l1
ADIG,Adig
C20orf204,Gm29797
WBP2NL,Wbp2nl
TRBV10-2,Trbv13-2
ZMYM1,Zmym1
C5AR2,C5ar2
IL21,Il21
HSD17B2,Hsd17b2
HEATR9,Heatr9
TOP6BL,Top6bl
IGKC,Igkc
LAMP2,Lamp2
IQCM,Iqcm
TIGIT,Tigit
GLIPR1L2,Glipr1l2
PRG2,Prg2
IL2,Il2
KRTAP24-1,Krtap24-1
HHLA1,Hhla1
MBL2,Mbl2
IFNLR1,Ifnlr1
PDCD1,Pdcd1
AMTN,Amtn
RBBP8NL,Rbbp8nl
CLEC9A,Clec9a
APOA4,Apoa4
BEX4,Bex4
KRBA1,Krba1
KPNA7,Kpna7
CCL20,Ccl20
TRBV15,Trbv17
SIGLEC10,Siglecg
FSIP1,Fsip1
CHD9NB,Gm19935
NOL9,Nol9
LY6D,Ly6d
USHBP1,Ushbp1
KLRG2,Klrg2
ADAM2,Adam2
SNORD83A,Gm55357
DNAAF1,Dnaaf1
SPCS1,Spcs1
TRAV8-1,Trav9-1
UCN2,Ucn2
PPY,Ppy
MRPL36,Mrpl36
PKD1L1,Pkd1l1
SERPINB3,Serpinb3d
NEK5,Nek5
SHOC1,Shoc1
ICAM2,Icam2
SPMAP2,Spmap2
ACKR1,Ackr1
ZMAT1,Zmat1
TMPRSS12,Tmprss12
ALG13,Alg13
CD96,Cd96
MS4A2,Ms4a2
C19orf84,Gm38999
EFCAB8,Efcab8
IFNA16,Ifna14
PROSER2,Proser2
OLAH,Olah
NCR1,Ncr1
CDHR5,Cdhr5
MRGPRD,Mrgprd
DLGAP5,Dlgap5
SFXN4,Sfxn4
SMIM31,Smim31
GLT6D1,Glt6d1
KNL1,Knl1
TSGA13,Tsga13
TEX28,Tex28
OAS2,Oas2
OR14C36,Or14c44
ADGRG4,Adgrg4
CIMAP3,Cimap3
LCA5L,Lca5l
SLFN5,Slfn5
LINS1,Lins1
FSIP2,Fsip2
RIPK3,Ripk3
TFPI,Tfpi
ZP2,Zp2
DEPP1,Depp1
NKX2-6,Nkx2-6
CCL17,Ccl17
LENG9,Leng9
CCDC107,Ccdc107
MMP1,Mmp1a
CCDC160,Ccdc160
ACRV1,Acrv1
TRAV34,Trdv1
COX7B2,Cox7b2
GDPD4,Gdpd4
NPVF,Npvf
ARMCX5,Armcx5
CYS1,Cys1
PHLDA2,Phlda2
CLBA1,Clba1
TRPC5OS,Trpc5os
AKNA,Akna
EIF2AK2,Eif2ak2
TRAV10,Trav11
CCL11,Ccl11
LRRIQ1,Lrriq1
GPRIN3,Gprin3
ITPRID1,Itprid1
ANKRD24,Ankrd24
HAMP,Hamp
MFGE8,Mfge8
FGFBP3,Fgfbp3
BPIFB1,Bpifb1
GPRASP1,Gprasp1
SPAG8,Spag8
CCDC192,Ccdc192
ZAR1L,Zar1l
RTL4,Rtl4
PRSS54,Prss54
RIPPLY3,Ripply3
TMEM270,Tmem270
RBFA,Rbfa
IFNA14,Ifnab
INSL3,Insl3
AUNIP,Aunip
SPAM1,Hyal5
ADAM32,Adam32
SLPI,Slpi
KNG1,Kng1
MAGEB18,Mageb18
TEX50,Tex50
AZGP1,Azgp1
SAXO5,Saxo5
SMIM24,Smim24
FAM227B,Fam227b
KPRP,Kprp
TEX26,Tex26
SPATA45,Spata45
CST8,Cst8
CD84,Cd84
IL31RA,Il31ra
SPDYE4,Spdye4a
TRBV10-1,Trbv13-1
IFITM1,Ifitm1
RETNLB,Retnlb
IGHV3-38,Ighv11-1
APOF,Apof
SERPINA6,Serpina6
PHETA1,Pheta1
PSCA,Psca
ZC2HC1C,Zc2hc1c
LIME1,Lime1
PCARE,Pcare
UQCC3,Uqcc3
ZNF169,Zfp169
ADH6,Adh6b
TASOR2,Tasor2
SULT1C3,Sult1c1
GP1BA,Gp1ba
IGHV4-39,Ighv2-6
PRSS48,Prss48
S100A9,S100a9
NLRP10,Nlrp10
STKLD1,Stkld1
DPEP2NB,Dpep2nb
CENPT,Cenpt
C1orf105,4930558K02Rik
ADGRE5,Adgre5
SRSF12,Srsf12
DTX3L,Dtx3l
IFIT1B,Ifit1
INMT,Inmt
IFNA6,Ifna2
MAJIN,Majin
CD320,Cd320
FLACC1,Flacc1
CCL24,Ccl24
GDF15,Gdf15
IL13RA2,Il13ra2
GPRIN1,Gprin1
MIIP,Miip
TSGA10IP,Tsga10ip
MUC15,Muc15
ARMCX4,Armcx4
BRCA2,Brca2
CKLF,Cklf
LCE7A,2210017I01Rik
EXPH5,Exph5
CD300E,Cd300e
NFILZ,Nfilz
C9,C9
TRIML2,Triml2
EVI2B,Evi2b
SLAMF9,Slamf9
NAT8,Nat8f6
TEKTIP1,Tektip1
GRP,Grp
OVGP1,Ovgp1
CCDC195,Gm45261
CD69,Cd69
INSL5,Insl5
FAM186B,Fam186b
CTCFL,Ctcfl
AKAP12,Akap12
ZCCHC13,Zcchc13
HAP1,Hap1
MS4A8,Ms4a8a
SAA4,Saa4
SCGB3A1,Scgb3a1
SMIM34,Smim34
CRACDL,Cracdl
NRSN2,Nrsn2
IL2RB,Il2rb
CD38,Cd38
CCDC116,Ccdc116
PCED1B,Pced1b
ZGLP1,Zglp1
IGFLR1,Igflr1
ZNF483,Zkscan16
NIFK,Nifk
SLC22A14,Slc22a14
MRGPRG,Mrgprg
C4orf19,0610040J01Rik
PRSS38,Prss38
MSLN,Msln
APOC4,Apoc4
NANOGP8,Nanog
LDLRAD2,Ldlrad2
RHD,Rhd
TAS2R13,Tas2r121
MT-ND2,mt-Nd2
SCT,Sct
S100A8,S100a8
C11orf16,BC051019
ENAM,Enam
KIAA0408,9330159F19Rik
IFNGR2,Ifngr2
MCPH1,Mcph1
CMYA5,Cmya5
GSDMD,Gsdmd
NOTO,Noto
PRSS50,Prss50
PCNT,Pcnt
ZFP92,Zfp92
TSPAN32,Tspan32
MICALL2,Micall2
CFHR2,Cfhr1
TRAV39,Trav23
GHRH,Ghrh
BRCA1,Brca1
RBM43,Rbm43
PRR22,Prr22
KIAA2012,Gm973
ZNF831,Zfp831
CRISP1,Crisp4
TAS2R10,Tas2r114
TPTE2,Tpte
EDN3,Edn3
PZP,Mug1
IL12A,Il12a
KLRK1,Klrk1
KLRG1,Klrg1
CAGE1,Cage1
MROH9,Mroh9
TNFRSF9,Tnfrsf9
TMEM139,Tmem139
OR6Y1,Or6p1
CD70,Cd70
MS4A3,Ms4a3
TAS2R60,Tas2r135
TROAP,Troap
NPB,Npb
PRSS55,Prss55
SPATS1,Spats1
KRTAP5-5,Krtap5-1
C1orf162,I830077J02Rik
C19orf33,2200002D01Rik
ARMH4,Armh4
CA4,Car4
TRAV13-2,Trav10n
SPEF2,Spef2
PRAM1,Pram1
PPP1R26,Ppp1r26
SAXO3,Lhb
SPMAP2L,Spmap2l
DISC1,Disc1
TRH,Trh
IL9,Il9
GZMH,Gzmd
CSF2RB,Csf2rb
FOXD4L1,Foxd4
IL10RA,Il10ra
C22orf15,Gm867
IHO1,Iho1
TEX36,Tex36
RBM44,Rbm44
KIAA1614,BC034090
IFNE,Ifne
CCDC78,Ccdc78
CENPU,Cenpu
CATSPERG,Catsperg1
PP2D1,Pp2d1
MS4A4A,Ms4a4a
CGAS,Cgas
SLX4,Slx4
PRR14L,Prr14l
GTSE1,Gtse1
RSL1D1,Rsl1d1
HIRIP3,Hirip3
DACT2,Dact2
ALPK2,Alpk2
UPK3BL2,Upk3bl
C9orf40,D030056L22Rik
TICAM1,Ticam1
C4orf17,4930579F01Rik
ADAM29,Adam29
DYTN,Dytn
SORBS1,Sorbs1
MAP3K19,Map3k19
KRTDAP,Krtdap
GCSAM,Gcsam
EFCAB5,Efcab5
CDKN1C,Cdkn1c
ADAM30,Adam30
LRRC27,Lrrc27
H2AB3,H2ab3
DMAC1,Dmac1
FYB2,Fyb2
LCN12,Lcn12
FBXO15,Fbxo15
IL17F,Il17f
CAMP,Camp
TMEM89,Tmem89
TCOF1,Tcof1
TET1,Tet1
AIM2,Aim2
OSMR,Osmr
RTL3,Rtl3
TTLL10,Ttll10
GPR15LG,Gpr15lg
KRTAP29-1,Krtap29-1
TRIM38,Trim38
IZUMO2,Izumo2
SNORA74D,Gm54507
ANKLE1,Ankle1
SLC22A9,Slc22a19
ACCSL,Accsl
TMEM126B,Tmem126b
CORT,Cort
LAT2,Lat2
KIAA1671,2900026A02Rik
GARIN2,Garin2
DEFB113,Defb18
CXorf65,Gm614
MEIKIN,Meikin
IL13,Il13
ENTHD1,Enthd1
CRNN,Crnn
IFI44,Ifi44
C10orf95,2310034G01Rik
TRBV20OR9-2,Trbv20
ANKRD31,Ankrd31
CCDC190,Ccdc190
ZFP42,Zfp42
PLIN4,Plin4
LEMD1,Lemd1
CD4,Cd4
C2orf74,1700093K21Rik
CCDC15,Ccdc15
LY9,Ly9
NES,Nes
PINLYP,Pinlyp
MX1,Mx2
GAPT,Gapt
CXCL6,Cxcl5
ANGPT4,Angpt4
AARD,Aard
CFAP73,Cfap73
NACAD,Nacad
IGHV4-34,Ighv2-3
PTPRH,Ptprh
FCER2,Fcer2a
NPW,Npw
TEX11,Tex11
KRTAP26-1,Krtap26-1
IL9R,Il9r
C12orf60,BC049715
CARD6,Card6
AKAP17A,Akap17a
PLA2G4C,Pla2g4c
RFPL4A,Rfpl4
BDP1,Bdp1
IL6R,Il6ra
GIMAP5,Gimap5
TMEM176A,Tmem176a
ZFP64,Zfp64
FCGR2B,Fcgr2b
C16orf46,1700030J22Rik
FAM156B,Vcf2
CEACAM18,Ceacam18
SFTA2,Sfta2
KLRD1,Klrd1
FOXR2,Foxr2
SIGLECL1,Siglecl1
RETN,Retn
CCL8,Ccl8
TGM4,Tgm4
EDDM3B,Eddm3b
CSF2,Csf2
CCDC185,Ccdc185
C6orf58,2310057J18Rik
HSH2D,Hsh2d
IL15RA,Il15ra
IQCF1,Iqcf1
OR6P1,Or6y1
C2orf88,1700019D03Rik
PRR30,Prr30
PROSER3,Proser3
TULP2,Tulp2
CRISP3,Crisp1
ZNF488,Zfp488
JCAD,Jcad
CEACAM20,Ceacam20
CLEC10A,Mgl2
LST1,Lst1
TEX101,Tex101
MSLNL,Mslnl
NXF2,Nxf7
WFDC9,Wfdc9
SCGB1A1,Scgb1a1
CD226,Cd226
GARIN3,Garin3
GPATCH4,Gpatch4
IL36A,Il36a
BPI,Bpi
SGO1,Sgo1
GFY,Gfy
FAM216B,Fam216b
CST11,Cst11
ERICH6,Erich6
JSRP1,Jsrp1
REDIC1,Redic1
DMKN,Dmkn
EID2B,Eid2b
DEFB131A,Defb43
PALM3,Palm3
FAM111A,A330040F15Rik
BTLA,Btla
NLRP14,Nlrp14
ZC3HAV1,Zc3hav1
FAM47E,Fam47e
FAAP20,Faap20
F3,F3
TFPI2,Tfpi2
EMCN,Emcn
LMNTD1,Lmntd1
CD72,Cd72
ICAM1,Icam1
IL4R,Il4ra
TRIM60,Trim60
TRAV12-1,Trav7-5
ETAA1,Etaa1
PRR32,Prr32
MT-ND6,mt-Nd6
RTBDN,Rtbdn
TRIM61,Trim61
ARMH2,Armh2
SPINK8,Spink8
TFB2M,Tfb2m
CD8B,Cd8b1
CLPSL2,Clpsl2
PERM1,Perm1
ZFR2,Zfr2
TAS2R39,Tas2r139
CD2,Cd2
GIMAP8,Gimap8
DPPA4,Dppa4
CLEC4A,Clec4a1
DMRTB1,Dmrtb1
VN1R4,Vmn1r237
TAS2R16,Tas2r118
TMEM176B,Tmem176b
PHF11,Phf11d
SIGLEC8,Siglece
SYCP2L,Sycp2l
RNF212,Rnf212
CATSPERE,Catspere2
BECN2,Becn2
TTC16,Ttc16
IL33,Il33
UBTFL1,Ubtfl1
KRTAP27-1,Krtap27-1
CENPC,Cenpc1
C4orf51,1700011L22Rik
MS4A12,Ms4a12
CD200R1,Cd200r1
MRNIP,Mrnip
C16orf78,4933402J07Rik
CA6,Car6
C1orf127,Gm572
CRB3,Crb3
C2orf81,1700003E16Rik
TTF1,Ttf1
TREML2,Treml2
ABHD1,Abhd1
SPINK13,Spink13
CDCA2,Cdca2
ART3,Art3
CD300C,Cd300c
CCDC40,Ccdc40
ERICH5,Erich5
ZBED3,Zbed3
ZNF839,Zfp839
DEFB136,Defb42
SRGN,Srgn
IFNGR1,Ifngr1
LAX1,Lax1
GARIN4,Garin4
TNFSF18,Tnfsf18
SPN,Spn
NDUFV3,Ndufv3
GJD4,Gjd4
MRGPRX2,Mrgpra1
TRIM5,Trim5
NLRP4,Nlrp4c
FGF19,Fgf15
CCDC178,Ccdc178
RNU6-3P,Gm25709
RNU6-6P,Gm22360
H4C6,H4c2
RNU6-18P,Gm23355
H4C14,H4c11
RNA5S6,n-R5s141
H3C13,H3c14
RNU6-4P,Gm24753
RNA5S15,n-R5s134
TMSB10,Tmsb10b
H2BC7,H2bc8
H3C8,H3c10
H2BC5,H2bc14
PPIH,Ppihl
RNA5S10,n-R5s111
RNU6-2,Gm23512
UBA52,Uba52rt
RNA5S2,Gm23284
RNA5S4,n-R5s139
RNU6-25P,Gm24565
H3C1,H3c8
RNA5S7,n-R5s124
TUBA3C,Tuba3a
RNA5S8,n-R5s108
H2AC8,H2ac10
H2AC4,H2ac15
POLR3K,Polr3k
RNU6-33P,Gm22352
HPCAL1,Hpcal1
TRAPPC2B,Trappc2
H2BC11,H2bc21
UBL5,Ubl5c
RNU6-10P,Gm25101
RNU6-30P,Gm23732
H2BC14,H2bc9
EIF2S3B,Eif2s3y
RNU6-31P,Gm23815
RNU6-14P,Gm23298
RNU6-41P,Gm22950
RNU6-39P,Gm22057
RNU6-21P,Gm23412
RNU6-20P,Gm22363
RNU6-637P,Gm26002
RNU6-15P,Gm26435
RPL36AL,Gm6525
RNU6-820P,Gm22045
MCTS2,Mcts1
RBMXL1,Rbmxl1
EIF1AY,Eif1ad15
RNU6-574P,Gm25618
RNU6-1103P,Gm24856
RNU6-47P,Gm22997
RNU6-27P,Gm22685
RNU6-468P,Gm22392
RNU6-73P,Gm26454
RNU6-641P,Gm25626
RNU6-28P,Gm25930
RNU6-748P,Gm25326
RNU6-144P,Gm25739
RNU6V,Gm25450
RNU6-271P,Gm23269
RNU6-842P,Gm24708
RNU6-633P,Gm24612
RNU6-658P,Gm25937
EIF4EBP1,Eif4ebp1
RNU6-492P,Gm22633
RNU6-214P,Gm24162
RNU6-1031P,Gm24242
RNU6-936P,Gm25793
RNU6-826P,Gm23622
OR4S2,Or4s2
OR6C2,Or6c2
RNU6-546P,Gm23092
RNU6-921P,Gm24465
RNU6-24P,Gm25815
RN7SKP118,Rn7sk
RNU6-318P,Gm24142
SNORA9B,Gm23626
MRPL22,Mrpl22
OR52N2,Or52n2
RNU6-1131P,Gm24927
CCNQ,Ccnq
UQCRFS1,Uqcrfs1
OR11H4,Or11h4
U6,Rnu6-ps1
RNU2-14P,Gm24497
OR6C74,Or6c74
RNU6-189P,Gm26131
GNG5B,Gng5c
RNU6-203P,Gm24445
RNU6-1038P,Gm26055
RNU6-1252P,Gm22458
RNU6-1279P,Gm24261
RNU6-582P,Gm22290
KCNK16,Kcnk16
RNU6-60P,Gm25132
RNU6-1034P,Gm25473
RNU6-137P,Gm22259
UQCRB,Uqcrb
RNU6-132P,Gm25401
RNU6-946P,Gm26111
SNORD113-3,Gm24564
SNORA27,Gm23202
RNU6-40P,Gm24316
RNU6-411P,Gm23970
RNU6-1310P,Gm23422
RNU6-535P,Gm22951
OR6C75,Or6c75
RNU6-142P,Gm25354
OR6C76,Or6c76
HBA2,Hba-a2
RNU6-1104P,Gm24319
HNRNPCL1,Hnrnpc
RNU6-1336P,Gm23452
RNU6-1329P,Gm23507
RNU6-1292P,Gm25207
RNU6-836P,Gm25740
RNU4-58P,Gm25899
RNU6-1249P,Gm23570
OR4P4,Or4p4
RNU6-969P,Gm23138
RNU6-1125P,Gm23645
CKS1B,Cks1brt
CYP2A6,Cyp2a5
RNU6-1007P,Gm22260
RNU6-434P,Gm26139
RNU6-867P,Gm24925
RNU6-1141P,Gm23805
RNU6-245P,Gm22450
RNU6-636P,Gm25061
RNU6-618P,Gm26335
RNU6-680P,Gm22418
RNU6-12P,Gm25811
RNU6-246P,Gm22681
PIGY,Pigyl
RNU6-72P,Gm26122
PEBP1,Pbp2
RNU6-1227P,Gm24686
RNU6-29P,Gm23407
RNU6-414P,Gm24259
RNU6-206P,Gm22583
RNU6-317P,Gm26164
RNU6-896P,Gm24430
RNU2-37P,Gm22973
RNU1-18P,Gm23737
RNU6-433P,Gm26065
RNU6-252P,Gm22746
OR4N4,Or4n4
RNU6-1294P,Gm25008
RNU6-536P,Gm23851
OR6C68,Or6c68
RNU6-1122P,Gm26500
RNU6-831P,Gm23975
RNU6-170P,Gm25078
RNU6-343P,Gm24410
RNU6-608P,Gm22977
RNU12-2P,Gm25703
RNU6-627P,Gm26166
RNU1-44P,Gm23330
RNU6-544P,Gm24596
RNU6-996P,Gm23461
OR10H2,Or10h1b
Y_RNA,Gm26168
RNU6-114P,Gm25039
METTL21EP,Mettl21e
OR6C65,Or6c65
RNU6-990P,Gm25199
RNU1-46P,Gm22042
RNU6-384P,Gm22448
RNU6-558P,Gm24611
RNU6-441P,Gm25652
SNORA38B,Gm23105
RNU6-970P,Gm26228
RNU6-481P,Gm22509
RNU6-696P,Gm22070
SPCS3,Arxes2
RNU6-710P,Gm23516
RNU6-446P,Gm22127
OR8G3P,Or8g2
CYP2A7,Cyp2a4
RNU6-838P,Gm22827
RNU6-519P,Gm22549
RNU6-242P,Gm23423
SNORA11E,Gm22488
SNORA41B,Gm23723
RNU6-670P,Gm25598
RNU6-1195P,Gm22638
RNU6-905P,Gm22004
RNU6-98P,Gm24517
RNU4-67P,Gm25995
ITLN1,Itln1
RNU6-253P,Gm25644
RNU6-856P,Gm23678
RNU6-878P,Gm24536
RNU6-57P,Gm25633
RNU6-1305P,Gm23041
RNU1-42P,Gm25682
RNU6-646P,Gm24097
SNORA80A,Gm24696
RNU1-34P,Gm25704
CYP4F3,Cyp4f18
RNU6-374P,Gm25390
RNU6-85P,Gm23677
RNU6-639P,Gm24892
SNORA63E,Gm25852
OR2J2,Or2j3
RNU6-1169P,Gm23316
RNU6-545P,Gm25696
RNU6-316P,Gm23503
RNU6-1228P,Gm26325
RNU6-117P,Gm23691
RNU6-742P,Gm25814
RNU1-150P,Gm25581
RNU6-420P,Gm25634
RNU6-1018P,Gm24592
RNU5A-2P,Gm24043
SNORD3D,Snord3a
RNU6-929P,Gm26253
SNORA66,Gm22270
RNU6-572P,Gm22974
OXNAD1,Oxnad1
RNU6-643P,Gm24378
PPP1R2B,Ppp1r2-ps6
UQCC6,Uqcc6
RNU6-738P,Gm25968
GTF2IRD2B,Gtf2ird2
RNU6-900P,Gm25006
OR4F5,Or4f4-ps1
OR8B2,Or8b3b
RNU6-757P,Gm23431
RNU1-77P,Gm26505
RNU7-43P,Rnu7-ps3
RNU6-1097P,Gm25918
RNU6-1222P,Gm22543
RNU6-395P,Gm25985
RNU6-673P,Gm25047
RN7SL296P,Gm22876
OR4F17,Or4f17-ps1
RNU6-301P,Gm25112
RNU6-302P,Gm24678
RNU6-283P,Gm24716
RNU6-200P,Gm23794
RNU6-119P,Gm22578
SNORA75B,Gm22972
RNU6-811P,Gm23097
RNU6-877P,Gm26076
RNU6-282P,Gm23104
RAMACL,Ramacl
OR11G2,Or11g1
RNU6-494P,Gm22577
RNU6-732P,Gm24504
RNU6-830P,Gm25705
IGKV1D-16,Igkv15-103
RNU6-1272P,Gm25482
RNU6-778P,Gm25204
IGKV2-28,Igkv2-109
RNU6-89P,Gm26424
RN7SKP9,Gm55604
SNORA17A,Gm25053
OR5T3,Or5t5
PABPC3,Pabpc6
RNU6-477P,Gm26143
SNORA20B,Gm24615
RNU6-1055P,Gm24202
RNU6-1089P,Gm26439
RNU6-769P,Gm23293
RNU6-629P,Gm54979
SNORA16B,Gm23454
SNORA26,Gm23593
RNU6-914P,Gm24292
RNU6-833P,Gm26371
RNU6-220P,Gm25622
RNU6-1311P,Gm23275
RNU6-1323P,Gm22345
OR1A2,Or1a1
SNORD31B,Gm23246
RN7SL7P,Gm22567
PRSS3,Try5
RNU6-701P,Gm25014
RNU6-729P,Gm26375
RNU6-855P,Gm22263
RNU6-753P,Gm24875
RNU6-841P,Gm24661
OR8G2P,Or8g2b
RNU6-133P,Gm24388
RNU6-480P,Gm26000
SNORD114-14,Gm23787
METTL4,Mettl4
RNU6-399P,Gm25797
RNU6-788P,Gm23241
RNU6-79P,Gm24126
RNU6-484P,Gm23390
AURKC,Aurkc
OR7A10,Or7a40
RNU6-266P,Gm56054
RNU6-178P,Gm23545
OR5H1,Or5h17
RNU6-359P,Gm24919
RNU6-1237P,Gm25464
RNU6-926P,Gm23203
RNU6-547P,Gm25609
RNU6-1172P,Gm22971
RNU6-1187P,Gm22287
SNORD116-10,Snord116l9
COPRS,Coprs
RNU6-330P,Gm22476
RNU6-626P,Gm22686
RNU6-839P,Gm24527
PISD,Pisd
RNU6-524P,Gm24042
KRTAP5-8,Krtap5-21
ALPG,Alppl2
RNU6-1001P,Gm23428
RNU6-959P,Gm25552
RNU6-1225P,Gm22351
UTY,Uty
PPP1R14B,Ppp1r14bl
RNU6-1287P,Gm54753
RNU6-392P,Gm55901
RNU6-1207P,Gm22575
RNU6-735P,Gm23585
RNU6-873P,Gm23676
OR2A2,Or2a52
OR5T2,Or5t15
RNU6-196P,Gm23331
IGHV3-72,Ighv7-1
SNORD58,Gm23301
RNU6-775P,Gm25578
RNU6-153P,Gm22215
RN7SKP221,Gm55636
RNVU1-3,Gm25650
OR5B2,Or5b99
RNU6-603P,Gm22576
CYP4A22,Cyp4a32
CYP3A5,Cyp3a11
RNU1-139P,Gm25130
RNU1-76P,Gm22866
RNU6-621P,Gm55032
SRL,Srl
ALPP,Alpi
RNU6-801P,Gm24750
GSTA5,Gsta3
RNU6-533P,Gm24003
RNU1-88P,Gm24621
RNU6-1129P,Gm56227
RNU6-1271P,Gm24198
RNU6-107P,Gm25563
SNORD114-22,Gm25854
RNU6-685P,Gm23312
RN7SKP131,Gm56381
RNU6-912P,Gm26214
RNU6-314P,Gm22779
RNU6-430P,Gm56216
C11orf96,Gm13889
RNU6-651P,Gm24234
RNU6-628P,Gm22654
RN7SKP79,Gm56244
SHF,Shf
OR8H1,Or8h7
RDM1,Rdm1
RNU6-553P,Gm25054
RNU6-407P,Gm22245
RNU6-679P,Gm25879
RNU6-1224P,Gm24851
RN7SKP231,Gm54696
RNU6-313P,Gm55126
RNU5B-6P,Gm23102
RNU6-1197P,Gm24468
RNU6-102P,Gm24283
RNU4-37P,Gm26425
OR7G2,Or7g27
RNU6-1186P,Gm25895
RNU6-967P,Gm23535
RNU6-275P,Gm55397
RNU6-1051P,Gm23231
IGKV2-30,Igkv2-137
RNU6-791P,Gm26061
RNU6-1127P,Gm23341
RNU6-1201P,Gm24393
SNORD115,Gm25499
RNU6-1340P,Gm23056
RNU1-78P,Gm25140
RNU6-1050P,Gm25599
RNU105C,Gm22053
KRTAP4-6,Krtap4-7
RNU1-64P,Gm23727
RNU6-930P,Gm22139
RNU6-227P,Gm55508
RNU6-1092P,Gm56008
RNU6-876P,Gm24400
RNU2-20P,Gm24623
RNU6-78P,Gm24131
RNU6-948P,Gm23032
RNU6-428P,Gm22067
IGHV2-5,Ighv8-6
RNU6-806P,Gm55959
MZT2B,Mzt2
TPSB2,Tpsab1
MIR544A,Gm55839
CLIC5,Clic5
RNU6-1153P,Gm22381
RNU6-1299P,Gm26206
EFCAB10,Efcab10
RNU1-140P,Gm24152
RNU6-360P,Gm56398
RNU6-320P,Gm25875
IGKV2D-30,Gm20730
RN7SKP119,Gm56256
RNU6-504P,Gm54806
RNA5SP172,Gm55961
SNORD29,Gm22744
RNU6-131P,Gm25637
RNU6-1270P,Gm54461
SNORD79,Gm50452
RNU6-129P,Gm55230
RNU6-294P,Gm56187
RNU6-575P,Gm26159
SNORA63C,Gm55296
CYP3A7,Cyp3a41b
IGHV3OR16-13,Ighv4-1
CAPZA1,Capza1b
SNORD114-30,Gm25224
RNU6-219P,Gm23205
MIR374A,Mir374c
RNU6-1179P,Gm22542
RNU1-65P,Gm23100
RNVU1-34,Gm23099
IGHV1OR15-1,Ighv1-74
RNU6-1112P,Gm24340
RN7SKP268,Gm54838
IGHV3OR15-7,Ighv7-4
RN7SKP33,Gm54559
TAGAP,Tagap
TRAV13-1,Trav10d
SNORD74B,Gm26224
RNU1-91P,Gm25796
SNORA79,Gm24241
LCE5A,Lce1e
ATP5MGL,Atg5lrt
RNU6-307P,Gm23656
RN7SKP93,Gm55999
RNU1-55P,Gm24547
RNU6-366P,Gm26227
RNU6-1115P,Gm56091
RN7SKP171,Gm54718
MIR486-1,Mir486
IGHV4-61,Ighv3-6
MYLK4,Mylk4
SCARNA17,Gm25913
RNU6-279P,Gm25269
RNU6-1325P,Gm25268
IGHV3OR16-10,Ighv10-3
RNU2-47P,Gm22984
SNORD114-24,Gm22205
RNU6-483P,Gm55634
ZNF239,Zfp239
UGT2A3,Ugt2a3
RNU6-155P,Gm24901
RNU6-449P,Gm23955
RNU6-1075P,Gm26369
RNU6-586P,Gm26133
RNU6-542P,Gm25897
RNU6-167P,Gm26011
RNU6-1284P,Gm26359
SNORD113-4,Gm55109
TNRC18,Tnrc18
RNU6-1188P,Gm55671
RNU6-576P,Gm24399
CYP3A43,Cyp3a25
RNU6-577P,Gm24905
IGKV6-21,Igkv5-48
RNU6-835P,Gm22965
RNU6-1234P,Gm56000
RNU1-52P,Gm25721
RNU6-516P,Gm23116
RN7SKP127,Gm54868
RNU1-72P,Gm22658
RNU2-49P,Gm23628
SNORA61,Gm54643
RNU6-233P,Gm22056
RNU6-1012P,Gm23981
RNU6-1000P,Gm54772
RNU6-347P,Gm24839
RNU6-955P,Gm22572
RNU6-600P,Gm23349
RNA5S9,Gm55130
SNORA70,Gm24000
RNU6-258P,Gm22236
RNU6-440P,Gm54984
RNU6-557P,Gm55921
RNU2-71P,Gm22073
NSMCE3,Nscme3l
IGHV2-26,Ighv8-8
RNU6-885P,Gm24435
RNU6-1130P,Gm22336
RN7SKP10,Gm55608
RNU1-115P,Gm25513
IGKV6D-41,Igkv5-45
RNU6-174P,Gm25600
RN7SL293P,Gm22649
IGHV7-81,Ighv9-2
RN7SKP47,Gm54715
RNU6-185P,Gm55060
RNU6-1024P,Gm55827
RNU6-138P,Gm55609
RNU6-1240P,Gm23858
