gorilla gene name,rhesus_macaque gene name
SLC46A3,SLC46A3
MIR371A,mml-mir-371
TLE2,TLE2
TMEM218,TMEM218
MRPL48,MRPL48
RFLNA,RFLNA
MIR452,MIR452
CD52,CD52
CLDN14,CLDN14
SNORA59A,SNORA59A
GGACT,GGACT
PCNT,PCNT
DEFB135,DEFB135
ATG4C,ATG4C
PLEKHG4B,PLEKHG4B
RGCC,RGCC
IRGC,IRGC
HIRA,HIRA
C17orf99,C16H17orf99
RIPOR2,RIPOR2
GIMAP4,GIMAP4
SNW1,SNW1
DES,DES
CLDND1,CLDND1
NFATC2IP,NFATC2IP
IGSF5,IGSF5
NACAD,NACAD
MTERF4,MTERF4
MIR378A,MIR378A
TARBP1,TARBP1
C10orf90,C9H10orf90
PASD1,PASD1
JRK,JRK
TMEM104,TMEM104
TBC1D23,TBC1D23
LENG8,LENG8
TRMT10C,TRMT10C
CENPC,CENPC
ZNF79,ZNF79
KRI1,KRI1
TEKT2,TEKT2
STXBP2,STXBP2
CCDC66,CCDC66
RBFA,RBFA
ZBTB1,ZBTB1
PALLD,PALLD
NDUFB10,NDUFB10
C11orf86,C14H11orf86
PPP3R1,PPP3R1
CFHR5,CFHR5
POLR2G,POLR2G
TKFC,TKFC
SYT6,SYT6
TRPM7,TRPM7
KRT80,KRT80
MTFR1,MTFR1
ZBP1,ZBP1
PPP1R3F,PPP1R3F
FGD5,FGD5
PUS7L,PUS7L
ANKRD40,ANKRD40
AP3B2,AP3B2
CCER1,CCER1
RNPEPL1,RNPEPL1
TMEM65,TMEM65
CEP43,CEP43
SCRN2,MRPL10
STX10,STX10
ERI3,ERI3
ANKMY2,ANKMY2
MIR519C,mml-mir-519c
JAZF1,JAZF1
WASHC3,WASHC3
C16orf96,C20H16orf96
CNOT3,CNOT3
INTS11,INTS11
ZPBP2,ZPBP2
ANKS3,ANKS3
OGFRL1,OGFRL1
CD5L,CD5L
METTL24,METTL24
SPOCK1,SPOCK1
TP53I13,TP53I13
TMEM37,TMEM37
HOMER1,HOMER1
PPP4R3B,PPP4R3B
RINL,RINL
C2orf78,C13H2orf78
LTF,LTF
TAS2R1,TAS2R1
SEPTIN9,SEPTIN9
CYP4F11,CYP4F11
PARL,PARL
ZC3H15,ZC3H15
RAN,RAN
PDHB,PDHB
CLEC4C,CLEC4C
ST8SIA2,ST8SIA2
PDE7A,PDE7A
WBP2NL,WBP2NL
TXNRD3,TXNRD3
PLIN3,PLIN3
AGO4,AGO4
VENTX,VENTX
FAM220A,FAM220A
PFKL,PFKL
ERI2,ERI2
PGLYRP1,PGLYRP1
GPR32,GPR32
TASOR2,TASOR2
ANGPTL4,ANGPTL4
ZNF333,ZNF333
HMG20B,HMG20B
ZNF554,ZNF554
OXLD1,OXLD1
CATSPERE,CATSPERE
RNF114,RNF114
PHRF1,PHRF1
TCN1,TCN1
REXO1,REXO1
FAM185A,FAM185A
HSD17B11,HSD17B11
AGRN,AGRN
IL27,IL27
CXCR4,CXCR4
RBM28,RBM28
FAM3D,FAM3D
ZNF487,ZNF487
DCLK3,DCLK3
PRR33,PRR33
GRTP1,GRTP1
RAPGEF6,RAPGEF6
PTER,PTER
HIC1,HIC1
GTF2IRD1,GTF2IRD1
FASTKD1,FASTKD1
SEPTIN5,SEPTIN5
GALNT9,GALNT9
KPTN,KPTN
FIBCD1,FIBCD1
HENMT1,HENMT1
FOXK2,FOXK2
KLLN,KLLN
ACSF2,ACSF2
BCAT2,BCAT2
MS4A8,MS4A8
PCBP2,PCBP2
HAND2,HAND2
CYB5R1,CYB5R1
BLK,BLK
FXYD1,FXYD1
CAPS2,CAPS2
OCA2,OCA2
DHRS7,DHRS7
RBP4,RBP4
NEURL3,NEURL3
RAB21,RAB21
C11orf68,C14H11orf68
GTDC1,GTDC1
CCDC185,CCDC185
NIPAL3,NIPAL3
RBPJL,RBPJL
TMEM200B,TMEM200B
IRF5,IRF5
COQ2,COQ2
SEC14L5,SEC14L5
MOB3A,MOB3A
TMEM171,TMEM171
GCSAM,GCSAM
TBC1D22A,TBC1D22A
CCDC8,CCDC8
PTPN22,PTPN22
FECH,FECH
BLNK,BLNK
SLX4,SLX4
LYN,LYN
OR7D4,OR7D4
BAK1,BAK1
TMEM222,TMEM222
P2RX2,P2RX2
DPH7,DPH7
HNRNPA2B1,HNRNPA2B1
SLC7A4,SLC7A4
SNAP23,SNAP23
LRGUK,LRGUK
PDE4D,PDE4D
SYS1,SYS1
TRIM5,TRIM5
LY6L,LY6L
NPBWR2,NPBWR2
SHISAL2A,SHISAL2A
PLGRKT,PLGRKT
TMEM70,TMEM70
C1orf174,C1H1orf174
MIR532,mml-mir-532
DCAF8,DCAF8
KSR1,KSR1
MOB4,HSPE1
TADA2B,TADA2B
FCGR2A,FCGR2A
GPATCH1,GPATCH1
BPIFB1,BPIFB1
PIP5K1C,PIP5K1C
DOK6,DOK6
CARNS1,CARNS1
NFAM1,NFAM1
RUBCNL,RUBCNL
MIRLET7E,MIRLET7E
VSTM1,VSTM1
MS4A4A,MS4A4A
OR13J1,OR13J1
TFEC,TFEC
KCNK9,KCNK9
KAT8,KAT8
IL6R,IL6R
PCSK6,PCSK6
MED9,MED9
COBL,COBL
PGBD5,PGBD5
CEP78,CEP78
ANKRD13A,ANKRD13A
FAM149B1,FAM149B1
SRPK2,SRPK2
FBXL15,FBXL15
LAMP3,LAMP3
DUSP5,DUSP5
AKAP7,AKAP7
ABHD11,ABHD11
SYPL1,SYPL1
LAPTM5,LAPTM5
ZMAT1,ZMAT1
NXF3,NXF3
TNFSF9,TNFSF9
ggo-mir-29a,MIR29A
MBNL2,MBNL2
NLRP8,NLRP8
CHID1,CHID1
SLC38A6,SLC38A6
CDHR5,CDHR5
CALB2,CALB2
TOLLIP,TOLLIP
FAH,FAH
HES7,HES7
CCL7,CCL7
KANK3,KANK3
STXBP1,STXBP1
MOCS2,MOCS2
RILPL1,RILPL1
TDRP,TDRP
CCNL2,CCNL2
VSIG10L,VSIG10L
HEMK1,HEMK1
SERPINA1,SERPINA1
MFSD6L,MFSD6L
LRRC39,LRRC39
NKIRAS1,NKIRAS1
GALNTL5,GALNTL5
PLIN2,PLIN2
DGUOK,DGUOK
LY6G5C,LY6G5C
NLRP1,NLRP1
IL12RB1,IL12RB1
TPX2,TPX2
PRG3,PRG3
TSPAN1,TSPAN1
MAP2K3,MAP2K3
MOBP,MOBP
DUS2,DUS2
SLAIN1,SLAIN1
ARF3,ARF3
ATOX1,ATOX1
MLLT3,MLLT3
TAF3,TAF3
SDCBP,SDCBP
PMVK,PMVK
WDR41,WDR41
MBOAT4,MBOAT4
CFH,CFH
CCDC9,CCDC9
ADGRD1,ADGRD1
MYL3,MYL3
TFDP3,TFDP3
RCAN2,RCAN2
SKAP1,SKAP1
VSTM4,VSTM4
CD200,CD200
NELFE,NELFE
DOK3,DOK3
SCARB1,SCARB1
CSNK2A2IP,CSNKA2IP
MYO1G,MYO1G
NDUFV3,NDUFV3
SETD7,SETD7
DEFB128,DEFB128
TELO2,TELO2
SPEM2,SPEM2
KCNMB3,KCNMB3
ADAM29,ADAM29
EDF1,EDF1
MAD2L1BP,MAD2L1BP
A3GALT2,A3GALT2
TAS2R13,TAS2R13
GAL3ST2,GAL3ST2
ATF6,ATF6
DHODH,DHODH
CAMKK2,CAMKK2
CCDC116,CCDC116
ANO5,ANO5
TMEM259,TMEM259
RAB11FIP3,RAB11FIP3
CCDC57,CCDC57
PROS1,PROS1
APTX,APTX
DCPS,DCPS
LAD1,LAD1
SKIC8,SKIC8
SCN3B,SCN3B
TTC12,TTC12
HAVCR2,HAVCR2
NOL8,NOL8
NRIP2,NRIP2
TRIM58,TRIM58
MRPS31,MRPS31
PLEKHG5,PLEKHG5
BPIFA2,BPIFA2
VTI1A,VTI1A
HJURP,HJURP
CD47,CD47
ABR,ABR
CD79B,CD79B
AHSG,AHSG
PDIA2,PDIA2
MED4,MED4
MAPK8IP1,MAPK8IP1
LRCH3,LRCH3
VSNL1,VSNL1
SERPINF2,SERPINF2
WFDC8,WFDC8
LMO4,LMO4
CRACDL,CRACDL
SLC19A1,SLC19A1
NPB,NPB
ENTPD2,ENTPD2
NR4A3,NR4A3
RAI1,RAI1
CTSF,CTSF
PRDX4,PRDX4
AQP4,AQP4
FAM124A,FAM124A
SUGP1,SUGP1
NPHS2,NPHS2
SYT17,SYT17
PHOSPHO1,PHOSPHO1
C1orf43,C1H1orf43
PAX1,PAX1
FOXL2NB,FOXL2NB
COX3,COX3
TMPRSS2,TMPRSS2
ACRV1,ACRV1
C1orf127,C1H1orf127
SYP,SYP
TMEM62,TMEM62
CRYBA4,CRYBA4
OSTM1,OSTM1
ANKRD33B,ANKRD33B
IFI44,IFI44
SRSF7,SRSF7
SNRPD1,SNRPD1
TRIM40,TRIM40
CAMP,CAMP
GLIS1,GLIS1
DYNC2LI1,DYNC2LI1
TACC1,TACC1
PRR14,PRR14
IFI16,IFI16
IFT88,IFT88
SLAMF9,SLAMF9
SNORD114-10,SNORD114-10
ADA,ADA
ESM1,ESM1
TEX44,TEX44
TMPRSS5,TMPRSS5
SLCO1B3,SLCO1B3
ALG5,ALG5
CD72,CD72
EPCAM,EPCAM
LY6K,LY6K
TFF2,TFF2
PRPF3,PRPF3
CYP3A7,CYP3A7
NRG4,NRG4
SSMEM1,SSMEM1
PEX11G,PEX11G
TXNDC5,BLOC1S5
TIAL1,TIAL1
HGSNAT,HGSNAT
TREM2,TREM2
DRD4,DRD4
PLA2G4C,PLA2G4C
CFAP119,CFAP119
PLOD1,PLOD1
SIRPG,SIRPG
TEKTIP1,TEKTIP1
SUFU,SUFU
CAPRIN2,CAPRIN2
PRICKLE4,PRICKLE4
DNAJB2,DNAJB2
RGL3,RGL3
GAS6,GAS6
ANTXR1,ANTXR1
MIR1185-1,mml-mir-1185-1
SMLR1,SMLR1
IZUMO3,IZUMO3
TMT1A,TMT1A
F2,F2
MACROD1,MACROD1
CBLL2,CBLL2
DBF4,DBF4
SNURF,SNURF
CD1A,CD1A
APOBR,APOBR
LRCH4,LRCH4
ZNF114,ZNF114
DOK1,DOK1
EIF4ENIF1,EIF4ENIF1
CFAP99,CFAP99
NCR1,NCR1
CCDC15,CCDC15
KARS1,KARS1
PCLAF,PCLAF
IGSF23,IGSF23
CCR2,CCR2
BATF2,BATF2
TWF2,TWF2
TGFBI,TGFBI
PKD1,PKD1
SETD4,SETD4
FASTKD3,FASTKD3
CAMK2G,CAMK2G
TNFRSF10A,TNFRSF10A
PRDM8,PRDM8
TMC4,TMC4
AHSP,AHSP
RNF217,RNF217
MAVS,MAVS
TRAV29DV5,TRAV29DV5
DNAAF2,DNAAF2
MARK3,MARK3
GSTP1,GSTP1
EFNA2,EFNA2
OXA1L,OXA1L
METTL9,METTL9
C10orf143,C10orf143
GPRC5C,GPRC5C
ITGAX,ITGAX
CYLC2,CYLC2
ATP8B3,ATP8B3
WRAP73,WRAP73
TXNDC15,TXNDC15
CLEC4F,CLEC4F
LRPAP1,LRPAP1
SMAP1,SDHAF4
TAPT1,TAPT1
CCL15,CCL15
HGD,HGD
SERPINA3,SERPINA3
SLC25A4,SLC25A4
PLA2G5,PLA2G5
MIRLET7C,MIRLET7C
FAM24A,FAM24A
PATE3,PATE3
GIMAP2,GIMAP2
GALM,GALM
PACRGL,PACRGL
CCNJ,CCNJ
SGTA,SGTA
H2AZ2,H2AZ2
RAD54L2,RAD54L2
SULF1,SULF1
TAS2R41,TAS2R41
PAH,PAH
PTRH2,PTRH2
CEP192,CEP192
EMC3,EMC3
GLIPR1L1,GLIPR1L1
RESP18,RESP18
MEF2B,BORCS8
MEX3A,MEX3A
NLRP2,NLRP2
TRAV36DV7,TRAV36DV7
ULK3,ULK3
MUC1,MUC1
CST5,CST5
SPP2,SPP2
PRADC1,PRADC1
ETFA,ETFA
GDAP1L1,GDAP1L1
KCNIP3,KCNIP3
TRPV2,TRPV2
LCN2,LCN2
TMEM255B,TMEM255B
ITPRID1,ITPRID1
FRK,FRK
SLC2A1,SLC2A1
RBFOX2,RBFOX2
RALGDS,RALGDS
AANAT,AANAT
CYP2W1,CYP2W1
RALB,RALB
ANKRD13B,ANKRD13B
PARD6A,PARD6A
BGN,BGN
MTARC2,MTARC2
CLSTN1,CLSTN1
C12orf60,C11H12orf60
TBC1D13,TBC1D13
RABEP2,RABEP2
KIAA0586,KIAA0586
PGLYRP2,PGLYRP2
LYPD8,LYPD8
DDRGK1,DDRGK1
CLN5,CLN5
TCHHL1,TCHHL1
CFAP97,CFAP97
TPRN,TPRN
MRPS6,MRPS6
ICAM2,ICAM2
MVB12B,MVB12B
FAM9C,FAM9C
NMB,NMB
CASP8,CASP8
CD300LF,CD300LF
HOXA5,HOXA5
SNTG2,SNTG2
CA8,CA8
ADIPOR2,ADIPOR2
KDELR2,KDELR2
RABGGTA,RABGGTA
OTC,OTC
CFAP73,CFAP73
FCRL1,FCRL1
CLCA1,CLCA1
JAG2,JAG2
FCAR,FCAR
PNPLA2,PNPLA2
RPH3AL,RPH3AL
ANAPC4,ANAPC4
PRKRA,PRKRA
PER3,PER3
HTR3C,HTR3C
PACC1,PACC1
ZC3HAV1,ZC3HAV1
CLIC6,CLIC6
GGA1,GGA1
FCRL3,FCRL3
CEACAM1,CEACAM1
ADCYAP1,ADCYAP1
NKD1,NKD1
RFX4,RFX4
RBM24,RBM24
APPL1,APPL1
SFT2D2,SFT2D2
SCD,SCD
IL13,IL13
SHBG,SHBG
QRFP,QRFP
LDLR,LDLR
SAMD10,SAMD10
MMP23B,MMP23
MIR29C,MIR29C
TCOF1,TCOF1
PLA2G2D,PLA2G2D
INCA1,INCA1
NEK7,NEK7
ZNF786,ZNF786
C6orf118,C4H6orf118
GALNT12,GALNT12
TEDC1,TEDC1
TMEM38A,TMEM38A
GINM1,GINM1
F7,F7
SPEG,SPEG
SLC25A25,SLC25A25
SPATA6L,SPATA6L
IFT27,IFT27
CDC25C,CDC25C
MUTYH,MUTYH
SCAF1,SCAF1
AATK,AATK
MOGAT3,MOGAT3
NDUFB9,NDUFB9
TROAP,TROAP
CCDC7,CCDC7
RGS5,RGS5
REEP2,REEP2
CD46,CD46
TBC1D21,TBC1D21
SLAMF6,SLAMF6
OVGP1,OVGP1
TMED3,TMED3
NIPSNAP2,NIPSNAP2
ENKD1,ENKD1
PHACTR4,PHACTR4
ZNF511,ZNF511
RRP36,RRP36
ZNF283,ZNF283
MIR26B,MIR26B
CFB,CFB
PLAAT5,PLAAT5
GALNS,GALNS
CD200R1L,CD200R1L
ADGRG5,ADGRG5
DYNC1LI2,DYNC1LI2
PANK3,PANK3
DLST,DLST
EMCN,EMCN
MGRN1,MGRN1
SOHLH2,SOHLH2
AAR2,AAR2
CIMAP3,CIMAP3
STX8,STX8
HIF3A,HIF3A
DACT2,DACT2
AOPEP,AOPEP
TBCD,TBCD
TEX30,TEX30
EPS15L1,EPS15L1
DCX,DCX
SPRR3,SPRR3
ZDHHC19,ZDHHC19
RXRA,RXRA
HECA,HECA
TFPI2,TFPI2
AKR1B10,AKR1B10
DHDH,DHDH
FCRL5,FCRL5
CTSB,CTSB
PAN3,PAN3
PNPLA3,PNPLA3
TMEM150B,TMEM150B
LMF1,LMF1
RNU4ATAC18P,RNU4ATAC18P
ALKBH7,ALKBH7
PRSS33,PRSS33
ZNF641,ZNF641
PPP1R16B,PPP1R16B
CIDEA,CIDEA
BMI1,COMMD3
RPL3L,RPL3L
PRDX5,PRDX5
NCAM1,NCAM1
CRISP1,CRISP1
TMEM154,TMEM154
KCNJ9,KCNJ9
MIR381,MIR381
RCSD1,RCSD1
CELF4,CELF4
CLK2,CLK2
GPER1,GPER1
SLC9C1,SLC9C1
NDUFS2,NDUFS2
ETV4,ETV4
PARP6,PARP6
PI4K2B,PI4K2B
CYP26A1,CYP26A1
CENPI,CENPI
TENT5C,TENT5C
FBP1,FBP1
OPCML,OPCML
OR9A4,OR9A4
BTNL9,BTNL9
KCTD20,KCTD20
ZNF704,ZNF704
LRRIQ1,LRRIQ1
ANTKMT,ANTKMT
CARNMT1,CARNMT1
RBM41,RBM41
C1orf141,C1H1orf141
ggo-mir-219,mml-mir-219-1
PUS1,PUS1
RNU6ATAC7P,RNU6ATAC7P
SLA,SLA
C16orf95,C16orf95
ALLC,ALLC
GIMAP6,GIMAP6
RHOXF1,RHOXF1
CSN1S1,CSN1S1
OR2D2,OR2D2
ACOT11,ACOT11
GHRHR,GHRHR
MTHFSD,MTHFSD
GARIN5B,GARIN5B
HAGH,HAGH
APOH,APOH
IL18BP,IL18BP
JAML,JAML
PLA2G4B,PLA2G4B
GLB1,GLB1
OGFR,OGFR
UQCRC1,UQCRC1
IGFLR1,IGFLR1
SIGLEC6,SIGLEC6
ZNF579,ZNF579
PPP6C,PPP6C
IRX2,IRX2
ACKR1,ACKR1
GRIK3,GRIK3
FRRS1L,FRRS1L
PTGES,PTGES
PDE8B,AGGF1
DNAAF1,DNAAF1
CA6,CA6
PPM1H,PPM1H
RABIF,RABIF
MAFK,MAFK
MICALL2,MICALL2
SCLT1,SCLT1
DMWD,DMWD
PARP15,PARP15
POLR1E,POLR1E
CD300A,CD300A
CLDND2,CLDND2
IFI30,IFI30
TRDV3,TRDV3
AMMECR1,AMMECR1
MED8,MED8
NCALD,NCALD
DPM1,DPM1
MRRF,MRRF
APOE,APOE
DBX2,DBX2
ACSM3,ACSM3
FBLN7,TMEM87B
SCIMP,SCIMP
CCDC77,CCDC77
SOX8,SOX8
AMER2,AMER2
SNORA20B,SNORA20B
EXOG,EXOG
ELANE,ELANE
CD1E,CD1E
PURA,PURA
ETNK2,ETNK2
RAD51,RAD51
TMEM225,TMEM225
CMTM2,CMTM2
UQCRQ,UQCRQ
SNTG1,SNTG1
MAL,MAL
LIG1,LIG1
GCHFR,GCHFR
PRDM15,PRDM15
PDE6D,PDE6D
ABHD14B,ABHD14B
ECSIT,ECSIT
CLMN,CLMN
SIVA1,SIVA1
TFB2M,TFB2M
CCSAP,CCSAP
HMX3,HMX3
SCRIB,SCRIB
ZNF233,ZNF233
PRND,PRND
PAFAH2,PAFAH2
KCNAB3,KCNAB3
PSD3,PSD3
CD86,CD86
TLCD3B,TLCD3B
ANKRD24,ANKRD24
DENND11,DENND11
ggo-mir-32,MIR32
B4GALT2,B4GALT2
USHBP1,USHBP1
TEDC2,TEDC2
LAMTOR2,LAMTOR2
MIRLET7A3,MIRLET7A3
TSEN2,TSEN2
MRPL39,MRPL39
SLC25A45,SLC25A45
UBE2A,UBE2A
FBXW9,FBXW9
CTSG,CTSG
SP140,SP140
TEPSIN,TEPSIN
TAS2R42,TAS2R42
MIR509,mml-mir-509-1
PECAM1,PECAM1
MYL7,MYL7
CDH24,CDH24
DNAI2,DNAI2
ST7,ST7
TMEM184A,TMEM184A
ZNF577,ZNF577
SLC9A2,SLC9A2
USP14,USP14
WHAMM,WHAMM
CENPW,CENPW
MCM8,MCM8
NPRL2,NPRL2
SCN4B,SCN4B
FOXL2,FOXL2
COPRS,COPRS
ERCC6,ERCC6
RWDD3,TLCD4
CATSPER1,CATSPER1
ZNF266,ZNF266
RTN3,RTN3
LRRC23,LRRC23
XAGE3,XAGE3
RASGEF1C,RASGEF1C
TOR1AIP1,TOR1AIP1
EPB41L3,EPB41L3
KLF14,KLF14
ESYT2,ESYT2
PKIB,PKIB
ADCK5,ADCK5
PLA2G6,PLA2G6
CA10,CA10
CFAP107,CFAP107
OGFOD3,OGFOD3
LMNTD2,LMNTD2
MAGEB1,MAGEB1
SELPLG,SELPLG
TRAPPC9,TRAPPC9
SMR3A,SMR3A
NOPCHAP1,NOPCHAP1
RNF216,RNF216
CLEC9A,CLEC9A
SPMIP9,SPMIP9
F12,F12
KIFC2,KIFC2
CTSE,CTSE
CXCL6,CXCL6
HLA-DRB5,MAMU-DRB1
WSB1,WSB1
MRPL22,MRPL22
TEAD1,TEAD1
SYCE1,SYCE1
MACF1,MACF1
PEAK3,PEAK3
COMP,COMP
PCSK9,PCSK9
IVD,IVD
RFFL,RFFL
ZCCHC8,ZCCHC8
RLN3,RLN3
SUSD1,SUSD1
MIR98,mml-mir-98
HSP90AB1,HSP90AB1
HSD17B4,HSD17B4
MT1F,MT1F
DEFB132,DEFB132
CSF1R,CSF1R
PIGX,PIGX
WIPF1,WIPF1
BTC,BTC
TMEM120B,TMEM120B
ST7L,ST7L
PPIE,PPIE
CEACAM7,CEACAM7
ITLN2,ITLN2
ZC2HC1C,ZC2HC1C
HLA-E,MAMU-E
ICAM1,ICAM1
CCN5,CCN5
EEF1D,PYCR3
MLST8,MLST8
ZFYVE28,ZFYVE28
C17orf75,C16H17orf75
CLEC17A,CLEC17A
NSL1,NSL1
CD33,CD33
PRKAA1,PRKAA1
CPT1B,CPT1B
ZNF557,ZNF557
MTIF3,MTIF3
SULT4A1,SULT4A1
TMEM106C,TMEM106C
CD244,CD244
FKBP3,FKBP3
FAM98C,FAM98C
FBXW12,FBXW12
AREG,AREG
OSGIN2,OSGIN2
MLX,MLX
CD151,CD151
C20orf144,C10H20orf144
IFNAR1,IFNAR1
SHROOM1,SHROOM1
SALL2,SALL2
KLK11,KLK11
RHAG,RHAG
SLC25A39,SLC25A39
TRAPPC12,TRAPPC12
SPIDR,SPIDR
CD22,CD22
ESD,ESD
ND1,ND1
KRTAP4-1,KRTAP4-1
DNAJC7,DNAJC7
RAPGEFL1,RAPGEFL1
HOOK3,HOOK3
TPSD1,TPSD1
HHAT,HHAT
C2orf80,C12H2orf80
DBNL,DBNL
EFCAB10,EFCAB10
AIG1,AIG1
CRYBG2,CRYBG2
VPS28,VPS28
VPS26B,VPS26B
CDCA4,CDCA4
ADGRE2,ADGRE2
SLC10A1,SLC10A1
TMEM140,TMEM140
CEACAM18,CEACAM18
THYN1,THYN1
PYHIN1,PYHIN1
TTC38,TTC38
RAB4A,RAB4A
SLC16A11,SLC16A11
SHISA4,SHISA4
C11orf97,C14H11orf97
ADAMTS17,ADAMTS17
FSIP1,FSIP1
CDKN2AIP,CDKN2AIP
DMRTA1,DMRTA1
MIR23B,MIR23B
PAGE1,PAGE1
DUSP21,DUSP21
JCHAIN,JCHAIN
NKRF,STEEP1
ZFPL1,ZFPL1
DPY19L4,DPY19L4
CNN3,CNN3
IZUMO4,IZUMO4
EPB41L4B,EPB41L4B
ANKMY1,ANKMY1
RNASE9,RAK2
MERTK,MERTK
ZGLP1,ZGLP1
NAA10,NAA10
ILRUN,ILRUN
NUP37,NUP37
RACK1,RACK1
CRB3,CRB3
MIR519B,mml-mir-519a
ANKRD62,ANKRD62
PLA2G2C,PLA2G2C
PEX11A,PEX11A
APLP2,APLP2
PAX2,PAX2
FOXO6,FOXO6
MTSS2,MTSS2
IRX5,IRX5
PIBF1,PIBF1
RALY,RALY
SAMD4B,SAMD4B
SLC2A8,SLC2A8
MIR760,MIR760
MLEC,MLEC
MIR139,MIR139
MATN2,MATN2
SLC6A3,SLC6A3
EN1,EN1
NUP58,NUP58
GSDMD,GSDMD
ZNF33A,ZNF33A
CRYBB2,CRYBB2
SYNC,SYNC
MAGIX,MAGIX
MSI1,MSI1
TNNT3,TNNT3
GFAP,GFAP
MIR383,MIR383
SFRP5,SFRP5
PTGER3,PTGER3
SERPING1,SERPING1
BLOC1S6,BLOC1S6
FDCSP,FDCSP
ACOX3,ACOX3
NSRP1,NSRP1
SLC22A18,SLC22A18
TMIGD2,TMIGD2
GYG2,GYG2
LRRC66,LRRC66
TMEM97,TMEM97
UBAC1,UBAC1
MIR128,MIR128-1
BNIP3L,BNIP3L
P2RX5,P2RX5
ATP5F1E,ATP5F1E
RTKN,RTKN
PRR36,PRR36
COA7,COA7
RLN2,RLN2
VAV3,VAV3
SMIM5,SMIM5
CAMK1,CAMK1
SLC43A1,SLC43A1
MIR484,MIR484
RAB1B,RAB1B
RRBP1,RRBP1
EARS2,EARS2
CLASRP,CLASRP
SLC2A7,SLC2A7
BCL2L11,BCL2L11
IPP,IPP
ZNF230,ZNF230
STC1,STC1
LILRA5,LILRA5
MFRP,MFRP
PTPRCAP,PTPRCAP
NDUFS7,NDUFS7
RFC2,RFC2
PDZD9,PDZD9
PWWP2B,LRRC27
SLC17A1,SLC17A1
PDZD11,PDZD11
C2orf81,C13H2orf81
GZMM,GZMM
AKR1B1,AKR1B1
ADPRHL1,DCUN1D2
GPT2,GPT2
SSBP1,SSBP1
CDK5,CDK5
MIR323A,MIR323A
RASL11A,RASL11A
EIF2B3,EIF2B3
C18orf21,C18H18orf21
COMMD4,COMMD4
KISS1,KISS1
TMEM71,TMEM71
EPS8L2,EPS8L2
CRTC3,CRTC3
NUDT22,NUDT22
ESX1,ESX1
FLT3,FLT3
PTS,PTS
MMD2,MMD2
ggo-mir-15a,MIR15A
RAB2B,RAB2B
PHACTR1,PHACTR1
C10orf120,C9H10orf120
NIPAL4,NIPAL4
CYTH2,CYTH2
MIR556,MIR556
TIGAR,TIGAR
SLC47A2,SLC47A2
PSMC6,PSMC6
HTR3E,HTR3E
RASAL1,RASAL1
NDRG2,NDRG2
C12orf43,C11H12orf43
SCP2D1,SCP2D1
DRAM1,DRAM1
UCKL1,UCKL1
SH3GL3,SH3GL3
CCL1,CCL1
TSC22D3,TSC22D3
GARIN2,GARIN2
TIFAB,TIFAB
PGPEP1,PGPEP1
MYBBP1A,MYBBP1A
LYRM7,LYRM7
NOTUM,NOTUM
APOBEC3B,APOBEC3B
RAMP1,RAMP1
PFKFB1,PFKFB1
SLCO6A1,SLCO6A1
SLC36A2,SLC36A2
HAUS7,HAUS7
FANCL,FANCL
PRAC1,PRAC1
ZCCHC13,ZCCHC13
CARD19,CARD19
TFF1,TFF1
GFY,GFY
HDAC8,CITED1
ZNF701,ZNF701
GRP,GRP
GP9,GP9
PSTPIP1,PSTPIP1
GRHPR,GRHPR
CD81,CD81
MAPKAPK3,MAPKAPK3
PATE1,PATE1
CXCR2,CXCR2
CENPN,CENPN
SHKBP1,SHKBP1
SLC22A31,SLC22A31
HDAC10,HDAC10
BPI,BPI
CLIP1,CLIP1
TXNDC8,TXNDC8
TPD52L3,TPD52L3
DGKA,DGKA
TMEM72,TMEM72
CASP9,CASP9
NKAIN1,NKAIN1
DZIP1L,DZIP1L
SLC31A2,SLC31A2
UCHL5,UCHL5
CYBC1,CYBC1
AQP5,AQP5
NAT8,NAT8
TSPAN16,TSPAN16
TEX101,TEX101
RGMA,RGMA
TECTB,TECTB
TBC1D25,TBC1D25
GLT6D1,GLT6D1
PLCD4,PLCD4
TRIM62,TRIM62
YAE1,YAE1
FAM174B,FAM174B
PTGER1,PTGER1
GXYLT1,YAF2
CAMK2A,CAMK2A
SIGLEC11,SIGLEC11
HTR3A,HTR3A
ERVH48-1,ERVH48-1
ZDHHC9,ZDHHC9
LIPI,LIPI
STARD3,STARD3
ALPK3,ZNF592
ERO1A,ERO1A
RILPL2,RILPL2
SERGEF,SERGEF
RHEX,RHEX
ZNF816,ZNF816
CD53,CD53
SNRPE,SNRPE
METAP1,METAP1
CASP10,CASP10
ALAD,ALAD
TAP2,MAMU-DOB
STAP2,STAP2
IGFBP1,IGFBP1
TAS2R5,TAS2R5
GULP1,GULP1
TMCO3,TMCO3
NPPB,NPPB
SLC2A9,SLC2A9
CXCL5,CXCL5
NLRP11,NLRP11
C3orf22,C2H3orf22
EMG1,EMG1
ZNF385C,ZNF385C
CDO1,CDO1
SLC25A3,SLC25A3
CPHXL,CPHXL
RRP7A,RRP7A
RPL23,RPL23
ASB2,ASB2
APOD,APOD
RAB13,RAB13
PPP1R1A,PPP1R1A
ADGRE1,ADGRE1
MAPK12,MAPK12
KLHDC4,KLHDC4
MR1,MR1
CCER2,CCER2
TVP23A,TVP23A
SH3BP2,SH3BP2
DCAKD,DCAKD
