rhesus_macaque gene name,human gene name
C8H8orf33,C8orf33
RCSD1,RCSD1
OGFRL1,OGFRL1
ANGPTL4,ANGPTL4
MFSD9,MFSD9
LYN,LYN
ANKRD13A,ANKRD13A
DPH7,DPH7
OAZ2,OAZ2
IDI1,IDI1
GGACT,GGACT
SYS1,SYS1
TCN1,TCN1
DNAAF1,DNAAF1
SNORA59A,SNORA59A
B3GLCT,B3GLCT
CST11,CST11
TAS2R1,TAS2R1
H2AB1,H2AB1
NLRP1,NLRP1
PLGRKT,PLGRKT
HBA,HBA2
CD47,CD47
TMEM70,TMEM70
MERTK,MERTK
PSD3,PSD3
SMLR1,SMLR1
PLA2G4C,PLA2G4C
TMEM104,TMEM104
PPDPFL,PPDPFL
SLC25A39,SLC25A39
HSPE1,MOB4
ISYNA1,ISYNA1
SCARB1,SCARB1
SFTPA1,SFTPA1
MS4A6A,MS4A6A
BPIFB1,BPIFB1
SAA2,SAA2
PTER,PTER
DOK6,DOK6
KRTAP4-1,KRTAP4-1
MIRLET7E,MIRLET7E
VSTM1,VSTM1
PFDN1,PFDN1
EML2,EML2
NFS1,NFS1
KCNK9,KCNK9
ENTPD2,ENTPD2
RBM41,RBM41
CDC14C,CDC14C
CFAP97,CFAP97
C10H20orf203,C20orf203
TFF2,TFF2
PUS7L,PUS7L
TASOR2,TASOR2
PEX11G,PEX11G
BLNK,BLNK
KAT8,KAT8
OLAH,OLAH
C16H17orf99,C17orf99
FECH,FECH
MIR29A,MIR29A
LILRB5,LILRB5
CAMKK2,CAMKK2
HES6,HES6
PARL,PARL
CEACAM1,CEACAM1
ERAL1,ERAL1
SETD7,SETD7
TTLL3,TTLL3
TRIM5,TRIM5
OCA2,OCA2
B4GALT2,B4GALT2
APOC1,APOC1
HES7,HES7
LYPD8,LYPD8
ZNF852,ZNF852
PATE3,PATE3
HAVCR2,HAVCR2
KLRB1,KLRB1
MOCS2,MOCS2
OSR2,OSR2
CDK5,CDK5
MGMT,MGMT
HEMK1,HEMK1
NKIRAS1,NKIRAS1
JRK,JRK
DHODH,DHODH
TSC2,TSC2
PIP5K1C,PIP5K1C
OR7D4,OR7D4
NLRP8,NLRP8
RTBDN,RTBDN
NPNT,NPNT
TSPAN1,TSPAN1
CCDC28A,CCDC28A
ARF3,ARF3
PRG4,PRG4
NCR3,NCR3
FAM9C,FAM9C
PRDX4,PRDX4
NPBWR2,NPBWR2
CFAP276,CFAP276
APOC4,APOC4
ANKRD26,ANKRD26
PMVK,PMVK
SLFN12L,SLFN12L
TCHHL1,TCHHL1
GIMAP1,GIMAP1
TMBIM6,TMBIM6
OR52L1,OR52L1
OXLD1,OXLD1
MYL3,MYL3
TGIF1,TGIF1
BCL2L13,BCL2L13
BAK1,BAK1
RCAN2,RCAN2
C14H11orf68,C11orf68
CD1A,CD1A
CCNL2,CCNL2
DEFB127,DEFB127
P4HA3,P4HA3
MLLT3,MLLT3
SULF1,SULF1
IGSF5,IGSF5
SUGP1,SUGP1
WFDC9,WFDC9
TTC12,TTC12
SNAP23,SNAP23
KLLN,KLLN
TCOF1,TCOF1
GALNT9,GALNT9
G3BP1,G3BP1
IL3RA,IL3RA
ADAM20,ADAM20
METRN,METRN
COX20,COX20
NAT1,NAT1
SHISAL2A,SHISAL2A
UCKL1,UCKL1
SYP,SYP
ATF6,ATF6
GOSR2,GOSR2
CLEC10A,CLEC10A
ANO5,ANO5
CLK4,CLK4
ADCK5,ADCK5
LAPTM5,LAPTM5
CEL,CEL
LRRC39,LRRC39
MAMU-E,HLA-E
PTRH2,PTRH2
DHRS2,DHRS2
NDFIP2,NDFIP2
TANGO2,TANGO2
SKIC8,SKIC8
SCN3B,SCN3B
PLA2G5,PLA2G5
KCNMB3,KCNMB3
IL12RB1,IL12RB1
SPRR3,SPRR3
NIBAN3,NIBAN3
MBOAT4,MBOAT4
ALG5,ALG5
HMG20B,HMG20B
VTI1A,VTI1A
TEX44,TEX44
TELO2,TELO2
ABR,ABR
MRGPRX1,MRGPRX1
PPP1R42,PPP1R42
ITGAX,ITGAX
TXNDC12,KTI12
MED4,MED4
DEFB132,DEFB132
NACA,NACA
TFDP3,TFDP3
VSNL1,VSNL1
GLIPR1L1,GLIPR1L1
C1H1orf127,C1orf127
LMO4,LMO4
TACC1,TACC1
MS4A8,MS4A8
IL36B,IL36B
ACYP2,ACYP2
GPN3,GPN3
CLEC4F,CLEC4F
TFAM,TFAM
IFI30,IFI30
C1H1orf43,C1orf43
OXA1L,OXA1L
TSPAN9,TSPAN9
COX3,MT-CO3
WDR41,WDR41
DDAH1,DDAH1
TSBP1,TSBP1
UBE2N,UBE2N
F7,F7
NCAM1,NCAM1
MCM8,MCM8
SRSF7,SRSF7
ZNF493,ZNF493
RNU6ATAC7P,RNU6ATAC7P
KLK11,KLK11
NPFFR2,NPFFR2
NLRP2,NLRP2
GTF3A,GTF3A
FCRL3,FCRL3
SNRPD1,SNRPD1
FSIP1,FSIP1
ZNF114,ZNF114
CYTH2,CYTH2
MYO1G,MYO1G
HGD,HGD
KRTAP15-1,KRTAP15-1
TRAPPC9,TRAPPC9
CCDC30,CCDC30
GLIS1,GLIS1
CIMAP2,CIMAP2
SNORD114-10,SNORD114-10
XAGE5,XAGE5
RSPH1,RSPH1
DOK1,DOK1
TMEM255B,TMEM255B
VENTX,VENTX
TRAV34,TRAV34
LAMP3,LAMP3
CD79B,CD79B
ESM1,ESM1
CD72,CD72
LRCH4,LRCH4
FCAR,FCAR
FRMPD4,FRMPD4
AHSG,AHSG
SETD4,SETD4
FAM174C,FAM174C
HTR3C,HTR3C
CEP192,CEP192
DNA2,DNA2
ANKRD66,ANKRD66
TXNDC15,TXNDC15
ATG16L2,ATG16L2
NPHS2,NPHS2
CFAP73,CFAP73
TAS2R41,TAS2R41
DNAJB2,DNAJB2
SPNS1,SPNS1
RRBP1,RRBP1
MS4A4A,MS4A4A
mml-mir-1185-1,MIR1185-1
NRG4,NRG4
ATRAID,ATRAID
TMT1A,TMT1A
SATL1,SATL1
IL1RN,IL1RN
WBP2NL,WBP2NL
RALGDS,RALGDS
CDK6,CDK6
TBC1D13,TBC1D13
ACAN,ACAN
RXRA,RXRA
SERPINF2,SERPINF2
CCNJ,CCNJ
HELT,HELT
HJURP,HJURP
RBFOX2,RBFOX2
GLT6D1,GLT6D1
GAS6,GAS6
WFDC8,WFDC8
TBC1D21,TBC1D21
RAB18,RAB18
SCAF1,SCAF1
MOGAT3,MOGAT3
PHOSPHO1,PHOSPHO1
PRICKLE4,PRICKLE4
BATF2,BATF2
TWF2,TWF2
ADGRE1,ADGRE1
TMEM25,TMEM25
JAML,JAML
CDH24,CDH24
TNFRSF10A,TNFRSF10A
PARD6A,PARD6A
IQCF6,IQCF6
CEACAM7,CEACAM7
PAX1,PAX1
F2,F2
LDLR,LDLR
SYT17,SYT17
CLK2,CLK2
CCDC15,CCDC15
CD300C,CD300C
OR1J4,OR1J4
IRF5,IRF5
ZNF749,ZNF749
MTARC2,MTARC2
CA8,CA8
CTSF,CTSF
CITED4,CITED4
RUFY4,RUFY4
NDUFB10,NDUFB10
PANX2,PANX2
GPRC5C,GPRC5C
PRR13,PRR13
CRYBA4,CRYBA4
CAMP,CAMP
CLCNKB,CLCNKB
SLC25A4,SLC25A4
MIRLET7C,MIRLET7C
SNORD79,SNORD79
FAM24A,FAM24A
SGTA,SGTA
RAD54L2,RAD54L2
MACROD1,MACROD1
GINM1,GINM1
IL19,IL19
PRKRA,PRKRA
PAH,PAH
AQP4,AQP4
BGN,BGN
SLCO1B3,SLCO1B3
MICALL2,MICALL2
BORCS8,MEF2B
RHOXF1,RHOXF1
FOXL2NB,FOXL2NB
TEX101,TEX101
RBPMS,RBPMS
CALML5,CALML5
PRADC1,PRADC1
FCRL1,FCRL1
IZUMO3,IZUMO3
RALB,RALB
MRRF,MRRF
GDAP1L1,GDAP1L1
NEURL3,NEURL3
XAGE3,XAGE3
NCR1,NCR1
NICOL1,NICOL1
SIGLEC9,SIGLEC9
DYNC2LI1,DYNC2LI1
DLST,DLST
PNPLA2,PNPLA2
RPH3AL,RPH3AL
BPIFA2,BPIFA2
SLC2A1,SLC2A1
ND1,MT-ND1
WRAP73,WRAP73
OGG1,OGG1
PRR14,PRR14
SNORD74B,SNORD74B
NFIC,NFIC
DACT2,DACT2
THBD,THBD
LY6L,LY6L
CCDC90B,CCDC90B
ADGRG5,ADGRG5
VSTM2A,VSTM2A
ACHE,ACHE
CLSTN1,CLSTN1
ANKRD62,ANKRD62
IFI44,IFI44
CCDC116,CCDC116
BEGAIN,BEGAIN
CLCA1,CLCA1
IFI16,IFI16
ZBTB1,ZBTB1
TRIM40,TRIM40
SDHAF4,SMAP1
SHBG,SHBG
C16orf95,C16orf95
ADIPOR2,ADIPOR2
RABGGTA,RABGGTA
WFDC6,WFDC6
ERVV-1,ERVV-1
GSTP1,GSTP1
IL18BP,IL18BP
RAB3IL1,RAB3IL1
HMHB1,HMHB1
NPDC1,NPDC1
FRK,FRK
LCN6,LCN6
STX8,STX8
EMCN,EMCN
APOBR,APOBR
LILRA5,LILRA5
SLC2A8,SLC2A8
SMARCD1,SMARCD1
OR9A4,OR9A4
NDUFS2,NDUFS2
HIF3A,HIF3A
LMF1,LMF1
FGF12,FGF12
ATP5PB,ATP5PB
SFT2D2,SFT2D2
ALOX5AP,ALOX5AP
A1BG,A1BG
PHACTR4,PHACTR4
PNMA6E,PNMA6E
MT1F,MT1F
RRP36,RRP36
FASTKD3,FASTKD3
CYP26A1,CYP26A1
TREM2,TREM2
TTLL8,TTLL8
METAP1,METAP1
MIR29C,MIR29C
TSEN2,TSEN2
SLC47A2,SLC47A2
MANEAL,MANEAL
IZUMO4,IZUMO4
ELMOD3,ELMOD3
PGLYRP1,PGLYRP1
MIR24-2,MIR24-2
TRAV38-1,TRAV38-1
IL6,IL6
HAAO,HAAO
MUC1,MUC1
NEK7,NEK7
MICOS13,MICOS13
CBLL2,CBLL2
CAPS2,CAPS2
SPP2,SPP2
PRDX5,PRDX5
PWWP3A,PWWP3A
BICDL1,BICDL1
MAGIX,MAGIX
HNRNPA2B1,HNRNPA2B1
CRISP1,CRISP1
ZNF701,ZNF701
MRPL39,MRPL39
AKR1C8,AKR1C8
TAS2R20,TAS2R20
ARHGEF1,ARHGEF1
CCL26,CCL26
TFB2M,TFB2M
ADGRD1,ADGRD1
FAM227A,FAM227A
CTSG,CTSG
OVGP1,OVGP1
MRPS31,MRPS31
C10H20orf202,C20orf202
SLAMF9,SLAMF9
C20H16orf82,C16orf82
LRRIQ1,LRRIQ1
IGLV10-54,IGLV10-54
NRF1,NRF1
SCD,SCD
CLMN,CLMN
PAX2,PAX2
TAGLN3,TAGLN3
SLC43A1,SLC43A1
EPS15L1,EPS15L1
GKN1,GKN1
SNORA20B,SNORA20B
MIR26B,MIR26B
CCDC77,CCDC77
MGP,MGP
PANK3,PANK3
DEFB135,DEFB135
SIGLEC6,SIGLEC6
FCRL5,FCRL5
TEDC1,TEDC1
SCN4B,SCN4B
SMIM24,SMIM24
CIMAP3,CIMAP3
SPATA31F1,SPATA31F1
AHSP,AHSP
BTNL9,BTNL9
TEX30,TEX30
NKD1,NKD1
STPG2,STPG2
UXT,UXT
MED17,MED17
NUP58,NUP58
OTC,OTC
AMACR,C1QTNF3
KCNIP3,KCNIP3
SLC18B1,SLC18B1
TAS2R8,TAS2R8
TBC1D30,TBC1D30
CTSV,CTSV
CARNMT1,CARNMT1
CCL15,CCL15
TAPT1,TAPT1
ASCC1,ASCC1
MED8,MED8
PTGER3,PTGER3
HOXA5,HOXA5
CAMK2G,CAMK2G
ATP6V0E2,ATP6V0E2
ENKD1,ENKD1
GALNT16,GALNT16
PRKAA1,PRKAA1
HDGF,HDGF
OR4A5,OR4A5
COMMD3,BMI1
PPIE,PPIE
RPL3L,RPL3L
C4H6orf118,C6orf118
KYAT1,KYAT1
PRSS23,PRSS23
DUSP21,DUSP21
FAM47A,FAM47A
KCNJ9,KCNJ9
ICAM2,ICAM2
OGFR,OGFR
RABEP2,RABEP2
ACKR1,ACKR1
MIR381,MIR381
CELF4,CELF4
RAB1B,RAB1B
FANK1,FANK1
GRIK5,GRIK5
AOPEP,AOPEP
BEX5,BEX5
PKIB,PKIB
MRO,MRO
RFX4,RFX4
OPCML,OPCML
PI4K2B,PI4K2B
PLA2G2C,PLA2G2C
PLA2G6,PLA2G6
GSDMD,GSDMD
CFAP107,CFAP107
TRAV1-1,TRAV1-1
LDAF1,LDAF1
CYLC2,CYLC2
AANAT,AANAT
SETD6,SETD6
BLOC1S6,BLOC1S6
BEST1,BEST1
ZNF704,ZNF704
AATK,AATK
ICA1L,ICA1L
PLA2G4B,PLA2G4B
IGFLR1,IGFLR1
C1H1orf141,C1orf141
SRPK2,SRPK2
PICK1,PICK1
CTSB,CTSB
NMB,NMB
PPP1R16B,PPP1R16B
CMTM2,CMTM2
GIMAP6,GIMAP6
EXOG,EXOG
PPM1H,PPM1H
ETFB,ETFB
NOTUM,NOTUM
AKR1B10,AKR1B10
CSN1S1,CSN1S1
PAGE1,PAGE1
BCL2L14,BCL2L14
KANSL2,KANSL2
CLEC12A,CLEC12A
ADGRD2,ADGRD2
TNFAIP8L3,TNFAIP8L3
SLC25A3,SLC25A3
ADGRE2,ADGRE2
SPIDR,SPIDR
TFPI2,TFPI2
MRPL37,MRPL37
TRAV10,TRAV10
KCNAB3,KCNAB3
TMEM150B,TMEM150B
GRIK3,GRIK3
DENND11,DENND11
PECAM1,PECAM1
MAF1,MAF1
RNF130,RNF130
ABHD14B,ABHD14B
OR11L1,OR11L1
CD81,CD81
SALL2,SALL2
SUGT1,SUGT1
WIPF1,WIPF1
CFDP1,CFDP1
WSB1,WSB1
ASPSCR1,ASPSCR1
ALLC,ALLC
BAHD1,BAHD1
PUSL1,PUSL1
PDGFA,PDGFA
TMPRSS2,TMPRSS2
COMMD5,COMMD5
ISY1,ISY1
TRAV9-1,TRAV9-1
ECSIT,ECSIT
ETV4,ETV4
APOBEC3B,APOBEC3B
CD244,CD244
ANHX,ANHX
CD33,CD33
SLC25A45,SLC25A45
CD300A,CD300A
CLDND2,CLDND2
RLN3,RLN3
CCZ1,CCZ1B
ZSCAN18,ZSCAN18
AMMECR1,AMMECR1
MAGEB1,MAGEB1
NCALD,NCALD
TENT5C,TENT5C
ANTKMT,ANTKMT
CST5,CST5
TEPSIN,TEPSIN
PCSK9,PCSK9
RTN3,RTN3
SCLT1,SCLT1
SPMIP9,SPMIP9
PARP15,PARP15
PSMC6,PSMC6
FBP1,FBP1
TMEM225,TMEM225
UQCRQ,UQCRQ
DEFB113,DEFB113
TRAV39,TRAV39
SNTG1,SNTG1
BTC,BTC
PDE6D,PDE6D
OR2D2,OR2D2
TGIF2LX,TGIF2LX
IFT43,IFT43
CSF1R,CSF1R
TMSB4Y,TMSB4Y
SLC9C1,SLC9C1
GYG2,GYG2
INCA1,INCA1
NEK5,NEK5
CR1,CR1
DBNL,DBNL
PAFAH2,PAFAH2
LILRB3,LILRB3
P2RX5,P2RX5
FDCSP,FDCSP
ERCC6,ERCC6
IQCC,IQCC
SMR3A,SMR3A
CREG2,CREG2
TRAV36DV7,TRAV36DV7
TLCD3B,TLCD3B
MTHFSD,MTHFSD
RNU4ATAC18P,RNU4ATAC18P
SLC16A11,SLC16A11
C3H7orf57,C7orf57
MIR32,MIR32
LAMTOR2,LAMTOR2
ZC2HC1C,ZC2HC1C
DBX2,DBX2
ZNF641,ZNF641
CD300LF,CD300LF
MAMU-DOB,TAP2
MIRLET7A3,MIRLET7A3
SYCE1,SYCE1
ZNF557,ZNF557
RGS4,RGS4
FIBP,FIBP
CD1E,CD1E
C14H11orf97,C11orf97
UBE2A,UBE2A
EPB41L3,EPB41L3
CTSE,CTSE
GHRHR,GHRHR
ST7L,ST7L
mml-mir-509-1,MIR509-3
MYL7,MYL7
PLA2G2D,PLA2G2D
ADGRA1,ADGRA1
NKAIN3,NKAIN3
KISS1,KISS1
ITLN2,ITLN2
PDZD9,PDZD9
NLRP11,NLRP11
SAA4,SAA4
SH2D6,SH2D6
ZFYVE28,ZFYVE28
RHAG,RHAG
PTGES,PTGES
NPRL2,NPRL2
ABO,ABO
SCRIB,SCRIB
SHROOM1,SHROOM1
SLAMF6,SLAMF6
SMCP,SMCP
RNASE10,RNASE10
CD86,CD86
IVD,IVD
ICAM1,ICAM1
SLC9A2,SLC9A2
CYP27C1,CYP27C1
TRAPPC12,TRAPPC12
FCGRT,FCGRT
DCUN1D2,ADPRHL1
C1H1orf50,C1orf50
LRRC66,LRRC66
TXNDC8,TXNDC8
RABIF,RABIF
MAMU-DRB1,HLA-DRB5
CATSPER1,CATSPER1
DOK3,DOK3
QRICH2,QRICH2
LY6K,LY6K
THYN1,THYN1
IFNAR1,IFNAR1
PLCD4,PLCD4
RFFL,RFFL
SOX8,SOX8
NXT2,NXT2
PIGQ,PIGQ
mml-mir-98,MIR98
NECAP2,NECAP2
RALY,RALY
FAM98C,FAM98C
CD22,CD22
RASGEF1C,RASGEF1C
ZNF266,ZNF266
BRICD5,BRICD5
NMT2,NMT2
OSCAR,OSCAR
PRND,PRND
MLST8,MLST8
SSX7,SSX4
IGF2,IGF2
HSP90AB1,HSP90AB1
LIN7B,LIN7B
MAL,MAL
ZNF816,ZNF816
RRP7A,RRP7A
TMEM106C,TMEM106C
SPMIP8,SPMIP8
FKBP3,FKBP3
MED21,MED21
PEX11A,PEX11A
SOHLH2,SOHLH2
FBXW12,FBXW12
PODNL1,PODNL1
RESP18,RESP18
SHKBP1,SHKBP1
CD151,CD151
GARIN5B,GARIN5B
CPT1B,CPT1B
TMEM235,TMEM235
TAS2R14,TAS2R14
TFF1,TFF1
CRYBG2,CRYBG2
C12H2orf80,C2orf80
VPS28,VPS28
VPS26B,VPS26B
CDCA4,CDCA4
TEDC2,TEDC2
ACOX3,ACOX3
TMEM18,TMEM18
CDKN2AIP,CDKN2AIP
NOVA2,NOVA2
RLN2,RLN2
TMEM87B,FBLN7
AOAH,AOAH
RAB4A,RAB4A
SERPING1,SERPING1
IRX5,IRX5
ZCCHC17,ZCCHC17
MAMU-F,HLA-F
CCN5,CCN5
NSL1,NSL1
DEFA1B,DEFA1B
MIR23B,MIR23B
PLEKHG7,PLEKHG7
ZNF230,ZNF230
CIST1,CIST1
SFRP5,SFRP5
JCHAIN,JCHAIN
TLCD4,RWDD3
GPC1,GPC1
C16H17orf50,C17orf50
DMRTB1,DMRTB1
GML,GML
MSANTD5,MSANTD5
NAA10,NAA10
ZNF577,ZNF577
ILRUN,ILRUN
H2BW2A,H2BW2
SPACA7,SPACA7
NUP37,NUP37
mml-mir-519a,MIR520B
ETNK2,ETNK2
GP9,GP9
C9H10orf120,C10orf120
MTSS2,MTSS2
PIBF1,PIBF1
TEAD1,TEAD1
ANKMY1,ANKMY1
OSGIN2,OSGIN2
STEEP1,NKRF
PCSK4,PCSK4
NPEPL1,NPEPL1
MIR760,MIR760
MLEC,MLEC
MIR139,MIR139
ID2,ID2
RUFY1,RUFY1
C2H3orf22,C3orf22
GARIN2,GARIN2
NCOA4,NCOA4
GPSM3,GPSM3
SCP2D1,SCP2D1
CAMK1,CAMK1
FKBP9,FKBP9
SLC31A2,SLC31A2
CYSRT1,CYSRT1
CLEC9A,CLEC9A
C10orf143,C10orf143
TOR1AIP1,TOR1AIP1
FLAD1,FLAD1
RASA3,RASA3
PINLYP,PINLYP
FARSA,FARSA
MIR383,MIR383
CNN3,CNN3
STAU2,STAU2
ENAH,ENAH
AGAP1,AGAP1
TTC38,TTC38
PEAK3,PEAK3
RASL11A,RASL11A
ZFPL1,ZFPL1
SLC6A3,SLC6A3
NAT8,NAT8
AKR1B1,AKR1B1
FANCL,FANCL
PTPRCAP,PTPRCAP
TMEM230,TMEM230
CDK10,CDK10
ORM1,ORM1
ZCCHC13,ZCCHC13
CA6,CA6
GDPD2,GDPD2
MACF1,MACF1
UBAC1,UBAC1
MVB12B,MVB12B
SHISA4,SHISA4
MFRP,MFRP
MATN2,MATN2
SYNC,SYNC
C18H18orf21,C18orf21
COA7,COA7
TSC22D3,TSC22D3
SNAP47,SNAP47
TIGAR,TIGAR
NSRP1,NSRP1
SLC22A23,SLC22A23
MSI2,MSI2
ADGRA2,ADGRA2
MIR484,MIR484
CLASRP,CLASRP
BCL2L11,BCL2L11
FLT3,FLT3
TMEM107,TMEM107
TMEM72,TMEM72
DAB2IP,DAB2IP
H2BW1C,H2BW1
EEF1A2,EEF1A2
STC1,STC1
FOXH1,FOXH1
DYNAP,DYNAP
DHDH,DHDH
PERM1,PERM1
TMIGD2,TMIGD2
RFC2,RFC2
RASAL1,RASAL1
TPSD1,TPSD1
PDZD11,PDZD11
RGMA,RGMA
CD8A,CD8A
GPT2,GPT2
SSBP1,SSBP1
MIR323A,MIR323A
LCN2,LCN2
TAS2R5,TAS2R5
C11H12orf43,C12orf43
PYHIN1,PYHIN1
SLA,SLA
MZT2B,MZT2B
MIR15A,MIR15A
RAB2B,RAB2B
APLP2,APLP2
PHACTR1,PHACTR1
RTKN,RTKN
ERVH48-1,ERVH48-1
IGFL3,IGFL3
MIR556,MIR556
NKPD1,NKPD1
OAS1,OAS1
CXCR2,CXCR2
DRAM1,DRAM1
RHEX,RHEX
TRBV27,TRBV27
DIABLO,DIABLO
CCL1,CCL1
CD46,CD46
LRRC27,PWWP2B
TIFAB,TIFAB
BTNL8,BTNL8
SELPLG,SELPLG
TRAV21,TRAV21
TMPRSS6,TMPRSS6
TREM1,TREM1
PGPEP1,PGPEP1
LYRM7,LYRM7
TECTB,TECTB
TSPAN16,TSPAN16
STK19,STK19
GRSF1,GRSF1
CHMP6,CHMP6
PRAC1,PRAC1
NBPF6,NBPF4
TMEM140,TMEM140
HAUS7,HAUS7
CARD19,CARD19
MOB3A,MOB3A
DNAJC17,DNAJC17
CIR1,CIR1
BNIP2,BNIP2
DZIP1L,DZIP1L
PRAM1,PRAM1
CRIP2,CRIP2
IFT27,IFT27
BRMS1,BRMS1
NUTM2A,NUTM2B
SLC25A48,SLC25A48
PATE1,PATE1
PSTPIP1,PSTPIP1
TSEN54,TSEN54
DEFB125,DEFB125
MSLN,MSLN
YAF2,GXYLT1
MOGAT1,MOGAT1
TPD52L3,TPD52L3
DGKA,DGKA
CD58,CD58
NKAIN1,NKAIN1
AP1M1,AP1M1
TRAV13-1,TRAV13-1
PRMT3,PRMT3
PFKFB1,PFKFB1
CXCL6,CXCL6
PLAUR,PLAUR
EMG1,EMG1
CYBC1,CYBC1
AQP5,AQP5
GPATCH11,GPATCH11
CREB3L3,CREB3L3
POLD1,POLD1
CITED1,HDAC8
GULP1,GULP1
SNX12,SNX12
VCF2,VCF2
GCG,GCG
GCHFR,GCHFR
HTR3E,HTR3E
YAE1,YAE1
RAK2,RNASE9
PTGER1,PTGER1
CLIP1,CLIP1
THRA,THRA
RER1,RER1
TBC1D25,TBC1D25
PTS,PTS
TNFRSF25,TNFRSF25
SLCO6A1,SLCO6A1
MAPKAPK3,MAPKAPK3
C13H2orf15,C2orf15
SCRN1,SCRN1
CAMK2A,CAMK2A
NIPAL4,NIPAL4
GZMM,GZMM
RPS14,RPS14
CPHXL,CPHXL
ZDHHC9,ZDHHC9
PTBP3,PTBP3
SLC22A18,SLC22A18
UCHL1,UCHL1
TMCO3,TMCO3
MR1,MR1
U2AF1L4,U2AF1L4
RILPL2,RILPL2
SERGEF,SERGEF
CRISP3,CRISP3
CD53,CD53
PCCB,PCCB
NAT9,NAT9
ADPRH,ADPRH
PPP2R2C,PPP2R2C
TRAV2,TRAV2
RAB35,RAB35
SLIRP,SLIRP
ND4L,MT-ND4L
STAP2,STAP2
RAMP1,RAMP1
RNF168,RNF168
SMIM5,SMIM5
NPPB,NPPB
CXCL5,CXCL5
OR8S1,OR8S1
ERO1A,ERO1A
SCGB3A1,SCGB3A1
TEX13D,TEX13D
CDO1,CDO1
TRIM62,TRIM62
RPL23,RPL23
B4GALT4,B4GALT4
RAB13,RAB13
FAM3A,FAM3A
CLEC2A,CLEC2A
SLC17A1,SLC17A1
PGS1,PGS1
PSMB8,TAP1
ACY1,ACY1
RPUSD3,RPUSD3
PCDHGB5,PCDHGB5
BPI,BPI
AMN1,AMN1
ARPP19,ARPP19
PPY,PPY
TEX46,TEX46
ADM5,ADM5
TNNT3,TNNT3
CSTB,CSTB
ALAD,ALAD
NUDT22,NUDT22
HDAC10,HDAC10
ATG4B,ATG4B
CCDC190,CCDC190
XKR3,XKR3
SLC25A26,SLC25A26
KLC1,KLC1
DNAJC12,DNAJC12
KLHDC4,KLHDC4
SCGB1A1,SCGB1A1
D2HGDH,D2HGDH
HHLA2,HHLA2
MIR326,MIR326
FADS2,FADS2
VSTM2L,VSTM2L
BEX4,BEX4
RANGAP1,RANGAP1
S100A13,S100A13
KLF4,KLF4
LILRB1,LILRB1
ASB2,ASB2
ZMAT4,ZMAT4
CZIB,CZIB
RNASE11,RNASE11
MYLK4,MYLK4
TAF7L,TAF7L
OR8J3,OR8J3
SIGLEC11,SIGLEC11
ZNF425,ZNF425
OMP,OMP
COX8A,COX8A
SYNE3,SYNE3
WDFY2,WDFY2
ZFP92,ZFP92
VAV3,VAV3
SPMAP2,SPMAP2
STARD5,STARD5
CD160,CD160
CDY,CDY1
MIR18A,MIR18A
XAGE2,XAGE2
GP6,GP6
TTR,TTR
OR1K1,OR1K1
RTN2,RTN2
PPIF,PPIF
CYTB,MT-CYB
APOOL,APOOL
CMA1,CMA1
PURG,PURG
DIMT1,DIMT1
IGKV4-1,IGKV4-1
GPR137,GPR137
RGS22,RGS22
SAR1B,SAR1B
KIRREL2,KIRREL2
BIN1,BIN1
NDUFA10,NDUFA10
MYDGF,MYDGF
DEFA6,DEFA6
PLP2,PLP2
C14orf132,C14orf132
TEX55,TEX55
UBE2D1,UBE2D1
TMEM82,TMEM82
KCTD17,KCTD17
CENATAC,CENATAC
PPP1R1A,PPP1R1A
SLC22A14,SLC22A14
IQCF2,IQCF2
SCG3,SCG3
CES2,CES2
EFCAB2,EFCAB2
SPINT1,SPINT1
TTC31,TTC31
STK25,STK25
L3HYPDH,L3HYPDH
ESX1,ESX1
GALNS,GALNS
PM20D1,PM20D1
SPANXN2,SPANXN2
LETMD1,LETMD1
REEP5,REEP5
RELL1,RELL1
IRAK2,IRAK2
PRRG1,TSPAN7
TUB,TUB
PTGR1,PTGR1
FAM174B,FAM174B
N4BP2L1,N4BP2L1
SURF1,SURF1
TNNC1,TNNC1
DDO,DDO
AIRE,AIRE
DAP3,DAP3
EPSTI1,EPSTI1
KRT9,KRT9
PKP3,PKP3
BIVM,ERCC5
CCER2,CCER2
FRMD8,FRMD8
MRPL42,MRPL42
C1H1orf162,C1orf162
RHOT2,RHOT2
GALK1,GALK1
SNORA50D,SNORA50D
TNIP3,TNIP3
EPB41,EPB41
FGF11,FGF11
HBEGF,HBEGF
CFAP410,CFAP410
MT1E,MT1E
H1-7,H1-7
d4Z4,DUX4
IGKV6D-41,IGKV6D-41
PLD6,PLD6
MGAM,MGAM
APLP1,APLP1
ZMAT2,ZMAT2
TAF12,TAF12
ST6GALNAC2,ST6GALNAC2
SMIM34,SMIM34
STK26,STK26
TOX2,TOX2
CD99,CD99
ZNF667,ZNF667
IGLV11-55,IGLV11-55
PALM,PALM
MRGPRX4,MRGPRX4
UBL4A,SLC10A3
INHBE,INHBE
SNX31,SNX31
PROCR,PROCR
PYM1,PYM1
ARMC12,ARMC12
BCL7C,BCL7C
RPP25L,RPP25L
SLC35A3,MFSD14A
DCAKD,DCAKD
PCTP,PCTP
ADGRE5,ADGRE5
UBE2I,UBE2I
REEP1,REEP1
EIF3K,EIF3K
EIF2AK2,EIF2AK2
