crab_eating_macaque gene name,mice gene name
DNAH6,Dnah6
HSPA12B,Hspa12b
DNAH7,Dnah7b
SLC5A1,Slc5a1
NXPH2,Nxph2
RNU6-206P,Gm22583
LZTS1,Lzts1
CYBB,Cybb
SYNJ2BP,Synj2bp
STARD13,Stard13
ITGA8,Itga8
PPP1R3B,Ppp1r3b
LUC7L,Luc7l
OR4S2,Or4s2
MIR431,Mir431
SNORD102,Gm25091
SNORD81,Gm25789
MIR378A,Mir378a
IMP4,Imp4
DSEL,Dsel
NFXL1,Nfxl1
N6AMT1,N6amt1
WARS1,Wars1
SNORD83B,Snord83b
MIR27A,Mir27a
SNORA27,Gm23202
OR2B11,Or2b11
GABRB3,Gabrb3
RGMB,Rgmb
RNU4-58P,Gm25899
MIRLET7G,Mirlet7g
POLA1,Pola1
DIPK1A,Dipk1a
OMG,Omg
SNORD7,Snord7
OSBPL11,Osbpl11
RAPGEF5,Rapgef5
CMTM3,Cmtm3
ZFYVE9,Zfyve9
SNORA49,Gm26079
MAT1A,Mat1a
MIR31,Mir31
LACTB,Lactb
RPS6KA2,Rps6ka2
SLC25A53,Slc25a53
MIR144,Mir144
KSR1,Ksr1
FKBP2,Fkbp2
SLC25A46,Slc25a46
CDADC1,Cdadc1
CABIN1,Cabin1
SNORD42B,Snord42b
FBXO25,Fbxo25
MIR125A,Mir125a
HECW1,Hecw1
RNU6-203P,Gm24445
ZBTB33,Zbtb33
SNORD117,Gm25128
COG5,Cog5
AMFR,Amfr
TACR3,Tacr3
RNU6-214P,Gm24162
RAP1GAP2,Rap1gap2
MIR190A,Mir190a
MAOB,Maob
SNORD55,Snord55
MIR147B,Mir147
TTC5,Ttc5
RNU6-1336P,Gm23452
SNORD18C,Gm22455
MIR154,Mir154
RFX2,Rfx2
RNU6-1329P,Gm23507
GK3,Gk
RNF26,Gm49380
ANXA5,Anxa5
SNORD58A,Gm23301
SNORA54,Gm23297
GRK5,Grk5
RNU6-658P,Gm25937
MIR502,Mir500
TTC28,Ttc28
MAML3,Maml3
LMO3,Lmo3
RINT1,Rint1
TTPA,Ttpa
ADCK1,Adck1
WNT2B,Wnt2b
MIR208A,Mir208a
MTM1,Mtm1
TDG,Tdg
SNORD87,Snord87
NSG2,Nsg2
SNORA21,Snora21
SMPD4,Smpd4
TMEM87B,Tmem87b
ZKSCAN8,Zkscan8
EPS15,Eps15
BRI3,Bri3
OR6C74,Or6c74
SLC6A12,Slc6a12
ZNF131,Zfp131
NVL,Nvl
ELF1,Elf1
BTBD1,Btbd1
MIR133A1,Mir133a-1
RNU6-132P,Gm25401
RNU6-189P,Gm26131
MTHFD2L,Mthfd2l
OR11H4,Or11h4
SNORD48,Gm25744
STC2,Stc2
SNORD15B,Snord15b
IQSEC1,Iqsec1
MIR1-2,Mir1a-2
SNORD127,Gm25970
MIR145,Mir145a
SNORD53,Snord53
OR6C1,Or6c1
NOS3,Nos3
SOD2,Sod2
SNORD63,Gm26109
UBQLN1,Ubqln1
CNGA1,Cnga1
PLPP2,Plpp2
MIR675,Mir675
OR4D5,Or4d5
SNORA3A,Gm24698
LNPEP,Lnpep
RNU6-936P,Gm25793
RNU6-867P,Gm24925
RNU6-774P,Gm25930
RNU6-1007P,Gm22260
RNU6-1125P,Gm23379
DCTN3,Dctn3
KCNQ5,Kcnq5
MIR412,Mir412
SNORD11,Snord11
MIR188,Mir188
OR1M1,Or1m1
HJV,Hjv
H1-3,H1f3
DIPK1B,Dipk1b
OR4F6,Or4f6
CPQ,Cpq
SNORD21,Snord21
OR8I2,Or8i2
SLC16A11,Slc16a11
CYP2A23,Cyp2a5
SNORD49A,Snord49a
SNORA75,Snora75
SCARNA18B,Gm25663
MIR21,Mir21a
OR52N5,Or52n5
RNF170,Rnf170
ZEB1,Zeb1
TMC7,Tmc7
MIR433,Mir433
SNORD56B,Gm23650
FZD1,Fzd1
ABCC1,Abcc1
DPH6,Dph6
SNORA63B,Gm24201
VPS13C,Vps13c
SLC40A1,Slc40a1
MON1B,Mon1b
SLC10A4,Slc10a4
LMLN,Lmln
MICU2,Micu2
WDR36,Wdr36
ACSM4,Acsm4
OR4N5,Or4n5
PPP1CC,Ppp1cc
ETV6,Etv6
MGAT2,Mgat2
MIR450B,Mir450b
RNU6-521P,Gm25039
RNU6-1104P,Gm24319
FCHO1,Fcho1
SNORD96A,Snord96a
TARS3,Tars3
ANXA11,Anxa11
GLP1R,Glp1r
SNORD88B,Snord88a
XYLT1,Xylt1
OR10Q1,Or10q1
OR9G4,Or9g4
SPTLC1,Sptlc1
CNTNAP4,Cntnap4
MIR127,Mir127
MECOM,Mecom
OLFM2,Olfm2
DEGS1,Degs1
MIR30D,Mir30d
PEX2,Pex2
OR2W1,Or2w1
RNU12-2P,Gm25703
THSD7B,Thsd7b
RNU6-826P,Gm23622
TMPRSS11F,Tmprss11f
FAM13B,Fam13b
BACE2,Bace2
ATP12A,Atp12a
CHRNB3,Chrnb3
OR1D2,Or1d2
SNORD17,Snord17
RNU6-535P,Gm22951
PGK2,Pgk2
COX16,Cox16
TOLLIP,Tollip
ZMAT3,Zmat3
SNORD113-3,Gm24564
ERAP1,Erap1
YEATS2,Yeats2
SNORA84,Gm25394
MIR450A1,Mir450-1
LPCAT4,Lpcat4
OR10H5,Or10h1
OR6C75,Or6c75
SNORD107,Snord107
SNORD113-9,Gm55110
ZNF322,Zfp322a
ZKSCAN1,Zkscan1
UPF3B,Upf3b
FBP1,Fbp1
SIRT6,Sirt6
MIR497,Mir497
SNORD69,Snord69
CCNB1IP1,Ccnb1ip1
SPON2,Spon2
HOOK3,Hook3
SNORD5,Gm24299
NEXMIF,Nexmif
CYP4B1,Cyp4b1
MIR29C,Mir29c
MIR195,Mir195a
SNORD111B,Gm22193
PELP1,Pelp1
STX12,Stx12
SNORD59A,Snord59a
ZFP82,Zfp82
TRPM2,Trpm2
SNORD88A,Snord88c
ZNF250,Zfp647
RNU6-411P,Gm23970
GLOD4,Glod4
NOSIP,Nosip
SNORA29,Gm22884
NUP210,Nup210
ZNF260,Zfp260
RASD2,Rasd2
SMTNL2,Smtnl2
FOLH1,Folh1
NFIC,Nfic
SNORD73B,Snord73b
GPATCH2,Gpatch2
MIR330,Mir330
SNORD38B,Gm22980
MYOT,Myot
VPS35,Vps35
FBLN7,Fbln7
MRPL14,Mrpl14
Y_RNA,Gm26168
CYP2A26,Cyp2a4
MIR532,Mir532
RNU6-945P,Gm23269
RNU6-1310P,Gm23422
RPL22L1,Rpl22l1
ITGB1,Itgb1
CD36,Cd36
RNU6-1249P,Gm23570
OR6F1,Or6f1
SNORD45B,Snord45b
MIR381,Mir381
MCM7,Mcm7
SNORD124,Gm22059
SNORD24,Gm23969
MAGED1,Maged1
MIR582,Mir582
SNORD60,Snord60
OR13G1,Or13g1
SYTL5,Sytl5
OR2A14,Or2a14
PTDSS1,Ptdss1
STAMBP,Stambp
MRPS24,Mrps24
MIR34C,Mir34c
MIR19B2,Mir19b-2
KDM4C,Kdm4c
SNORD82,Snord82
NDC80,Ndc80
MIR181B1,Mir181b-1
SNORA4,Gm24616
HECA,Heca
WASHC1,Washc1
PCDH15,Pcdh15
ZFP14,Zfp14
TUBGCP5,Tubgcp5
RNU6-413P,Gm22458
RNU6-996P,Gm23461
RNU6-544P,Gm24596
OR1A1,Or1a1
OR10P1,Or10p1
RNU6-1305P,Gm23041
MIR363,Mir363
RNASE4,Rnase4
TBC1D32,Tbc1d32
FAM20C,Fam20c
HMCES,Hmces
SNORA22B,Gm23245
RNU6-608P,Gm22977
OR2W3,Or2w3
MALL,Mall
VAV3,Vav3
SNORA78,Snora78
SNORD61,Snord61
MAP3K4,Map3k4
TBC1D2B,Tbc1d2b
SNORD84,Gm22589
MIR301B,Mir301b
MRPL22,Mrpl22
MIR30B,Mir30b
RNU6-778P,Gm23678
HADHA,Hadha
QRFPR,Qrfpr
DOC2B,Doc2b
NAPG,Napg
HCCS,Hccs
MIR192,Mir192
TEKT3,Tekt3
PLEK,Plek
CRYGC,Crygc
MIR711,Mir711
OR2L13,Or2l13
MEX3C,Mex3c
CAPN8,Capn8
CHRNA6,Chrna6
SNORD73A,Snord73a
SNORD19,Snord19
RACK1,Rack1
RNU6-831P,Gm23975
RNU6-946P,Gm26111
MIRLET7C,Mirlet7c-1
MIR1224,Mir1224
SNORD88C,Gm26247
LIG1,Lig1
MIR99A,Mir99a
ALOX5,Alox5
KIF13B,Kif13b
NUCB2,Nucb2
SNORD36A,Gm24134
PCMTD2,Pcmtd2
RNU1-46P,Gm22042
MBOAT1,Mboat1
KYNU,Kynu
ACAA1,Acaa1b
MIR455,Mir455
MIR105-2,Mir105
C12orf50,1700017N19Rik
APCDD1,Apcdd1
UBE2R2,Ube2r2
OR2V1,Or2v1
GLYCTK,Glyctk
LAMB3,Lamb3
SULT1C2,Sult1c2
CHRNB4,Chrnb4
5_8S_rRNA,Gm54867
LUZP2,Luzp2
DUSP12,Dusp12
SNORA55,Gm24620
TMEM62,Tmem62
CIDEA,Cidea
MIR18A,Mir18
MIR374B,Mir374b
CYP2G2,Cyp2g1
SNORA80A,Gm24696
THOP1,Thop1
U7,Gm26296
NLRP3,Nlrp3
C1orf52,2410004B18Rik
RNU4ATAC2P,Rnu4atac
MIR1251,Mir1251
ITGA9,Itga9
KIF6,Kif6
ZUP1,Zup1
SNORA15,Snora15
SNORD52,Snord52
RNU6-950P,Gm25199
CYP2F1,Cyp2f2
MIR98,Mir98
SNORD100,Snord100
NUP88,Nup88
CAAP1,Caap1
RNU1-44P,Gm23330
ITIH1,Itih1
POP4,Pop4
SNORA62,Snora62
SLC7A4,Slc7a4
SNORD36B,Gm22879
HPGDS,Hpgds
SNORA5A,Gm24313
MIR181A1,Mir181a-1
ZNF583,Zfp583
SLC22A2,Slc22a2
ZNF383,Zfp383
SNORA38B,Gm23105
GNG2,Gng2
UBE2M,Ube2m
RNU6-710P,Gm23516
RNU6-414P,Gm24259
NAP1L2,Nap1l2
OR9I1,Or9i1b
SPCS3,Arxes1
SNORD12,Snord12
SNORD1A,Snord1a
H2AZ1,H2az1
NSFL1C,Nsfl1c
ANKRD34B,Ankrd34b
SLC5A5,Slc5a5
MBOAT2,Mboat2
SCARNA10,Scarna10
SNORA66,Gm22270
RNU6-213P,Gm25652
RNF113A,Rnf113a1
IMPA2,Impa2
ACBD5,Acbd5
MIR193A,Mir193a
NAALAD2,Naalad2
RNU6-914P,Gm24292
SPECC1,Specc1
OR5K1,Or5k1
MIRLET7E,Mirlet7e
NUDT18,Nudt18
SNORA35,Snora35
MPHOSPH10,Mphosph10
ZSCAN25,Zscan25
CDH3,Cdh3
STAC,Stac
ASPH,Asph
RNU4-67P,Gm25995
ZFP30,Zfp30
MARCHF8,Marchf8
ARL11,Arl11
CA2,Car2
U8,Snord118
KIRREL1,Kirrel1
DNAJB6,Dnajb6
SNORD62,Gm24920
U3,Snord3a
RNU6-519P,Gm22549
RNU6-429P,Gm22004
MIR140,Mir140
TEKT1,Tekt1
USP9Y,Usp9y
XK,Xk
SNORD11B,Gm26287
SNORD63B,Gm22200
SORCS1,Sorcs1
RNU6-969P,Gm23138
SNORD101,Gm23130
KYAT3,Kyat3
OR4A47,Or4a47
MIR133A2,Mir133a-2
SNORA41B,Gm23723
RNU6-558P,Gm24611
RNU6-85P,Gm23677
SNORD12C,Gm25878
OR5D14,Or5d14
SNORD54,Gm24016
CMKLR1,Cmklr1
DKK1,Dkk1
SGCG,Sgcg
RNU6-1227P,Gm24686
RNU6-627P,Gm26166
MRPL57,Mrpl57
RNU6-481P,Gm22509
OR8K1,Or8k1
OR4X2,Or4x6
ACADVL,Acadvl
SIGIRR,Sigirr
MIR148B,Mir148b
SNORA38,Gm23442
RNU6-1294P,Gm25008
MATCAP2,Matcap2
ZNF12,Zfp12
CP,Cp
OR14J1,Or14j1
CREM,Crem
PAPOLB,Papolb
OR2J2,Or2j3
TRIM41,Trim41
MERTK,Mertk
AP4E1,Ap4e1
CCDC70,Ccdc70
SNORD125,Gm24958
GPRC6A,Gprc6a
NUDT12,Nudt12
LANCL2,Lancl2
RNU6-242P,Gm23423
MYO9B,Myo9b
SLC30A8,Slc30a8
RNU6-494P,Gm22577
NID2,Nid2
P2RX7,P2rx7
RNU6-738P,Gm25968
ANKAR,Ankar
RNU6-399P,Gm25797
IL22,Il22
PKP2,Pkp2
OR9H1P,Or9s18
MIR323A,Mir323
DIPK2B,Dipk2b
SNORD15A,Snord15a
RNU6-246P,Gm22681
RERGL,Rergl
ZNF569,Zfp74
RNU6-970P,Gm26228
RNU6-245P,Gm22450
TRUB2,Trub2
SVIL,Svil
RNU7-79P,Rnu7-ps3
TEKT4,Tekt4
LLPH,Llph
MIR181C,Mir181c
RNU1-34P,Gm25704
ATP7B,Atp7b
MATN4,Matn4
ADIPOR2,Adipor2
ILVBL,Ilvbl
KCNH2,Kcnh2
CCR5,Ccr5
SNORD12B,Gm23201
PRRG1,Prrg1
OXNAD1,Oxnad1
MIR337,Mir337
SNORA58,Gm54509
MIR339,Mir339
KDM5D,Kdm5d
OR5K2,Or5k1b
RNU6-643P,Gm24378
RNU6-280P,Gm24716
UQCC6,Uqcc6
RNU1-134P,Gm26505
OR2T1,Or2t1
MIR496,Mir496a
KIFC1,Kifc1
MIR143,Mir143
SNORA47,Snora47
GRIN1,Grin1
IFITM5,Ifitm5
THSD1,Thsd1
MIR1306,Mir1306
PLG,Plg
RNU6-384P,Gm23410
SLC10A2,Slc10a2
SCARNA18,Gm24507
PIGG,Pigg
RNU6-856P,Gm25204
CYP19A1,Cyp19a1
OR2T6,Or2t6
JAK3,Jak3
OR52E4,Or52e4
FAM240B,Fam240b
ERGIC1,Ergic1
RNU6-878P,Gm24536
RNU6-133P,Gm24388
B3GNT5,B3gnt5
PPP1R1A,Ppp1r1a
MIR146B,Mir146b
ZNF558,Zfp558
ANLN,Anln
RNU5A-2P,Gm24043
XYLB,Xylb
MMP17,Mmp17
SNORA20,Snora20
OR5T3,Or5t5
PRSS16,Prss16
FGD4,Fgd4
ACTRT3,Actrt3
RNU6-1097P,Gm25918
RNU6-838P,Gm22827
RNU1-42P,Gm25682
SNORA63E,Gm25852
METTL17,Mettl17
SNORD68,Snord68
MIR142,Mir142
SNORD105,Gm24067
GPR143,Gpr143
SHCBP1,Shcbp1
MIRLET7A3,Mirlet7c-2
MIR598,Mir598
RASEF,Rasef
LANCL3,Lancl3
RNU6-830P,Gm25705
SLC25A1,Slc25a1
ZNF496,Zkscan17
RNU6-673P,Gm25047
SNORD18A,Gm23344
ACAD9,Acad9
NKAIN3,Nkain3
ITLN1,Itln1
SNORD38A,Snord38a
PKD2L2,Pkd2l2
TRIM58,Trim58
SNORA2C,Snora34
MIR10B,Mir10b
ALDH3A1,Aldh3a1
RNU6-119P,Gm22578
AOC1,Aoc1
NCAPH,Ncaph
IPCEF1,Ipcef1
RGS10,Rgs10
ABCC6,Abcc6
RNU6-877P,Gm26076
RNU6-117P,Gm23691
TRARG1,Trarg1
METRNL,Metrnl
OR13C8,Or13c25
LRR1,Lrr1
OR11L1,Or11l3
MIR770,Mir770
RNU6-821P,Gm23503
RPL29,Rpl29
RAB9B,Rab9b
OR4A8,Or4a39
CYP2S1,Cyp2s1
TUT7,Tut7
SNORA73,Snora73b
MMD2,Mmd2
ASL,Asl
RNU6-729P,Gm26500
SNORD1C,Snord1c
MIR130A,Mir130a
RNU6-282P,Gm23104
NUDT13,Nudt13
ENTREP2,Entrep2
GCC2,Gcc2
MPHOSPH8,Mphosph8
SCARF2,Scarf2
PIGL,Pigl
OR5A2,Or5a21
RNU6-769P,Gm23293
MCCC1,Mccc1
TTC9,Ttc9
SMPDL3A,Smpdl3a
RALGDS,Ralgds
SNORA75B,Gm22972
IGBP1C,Igbp1
FUNDC2,Fundc2
SNORA72,Gm24523
PEX12,Pex12
MYSM1,Mysm1
ABT1,Abt1
RNU6-596P,Gm23097
RNU6-446P,Gm22127
MIR205,Mir205
MIR877,Mir877
MINAR2,Minar2
SPDYA,Spdya
ATP13A1,Atp13a1
ACTL9,Actl9
SLC5A4,Slc5a4a
PGGHG,Pgghg
CCDC115,Ccdc115
SH3GL1,Sh3gl1
ARID4B,Arid4b
RNU6-929P,Gm26253
SNORA12,Gm24336
H1-1,H1f1
TPRKB,Tprkb
SNORD116-10,Gm22941
RNU6-807P,Gm24592
MRFAP1L1,Mrfap1
FGF14,Fgf14
SNORA17B,Snora43
THOC6,Thoc6
RABEPK,Rabepk
SNORA11,Gm22488
EID2,Eid2
RNU6-765P,Gm22070
RNU6-753P,Gm24875
RUSC1,Rusc1
ACER1,Acer1
CHAMP1,Champ1
RNU6-855P,Gm22263
AMZ2,Amz2
MACC1,Macc1
RNU6-480P,Gm26000
RNU6-742P,Gm25814
NUP42,Nup42
DSG2,Dsg2
OR9G1,Or9g20
TNFAIP8L3,Tnfaip8l3
RNU6-1276P,Gm24517
RNU6-170P,Gm25078
RN7SL296P,Gm22876
TMEM185A,Tmem185a
ZSCAN21,Zscan21
RNU6-302P,Gm24678
KRTAP1-4,Krtap1-5
CYP2C18,Cyp2c55
GOLIM4,Golim4
RNU4-39P,Gm22720
RNU6-200P,Gm23794
TNIP1,Tnip1
ANKRD16,Ankrd16
APOO,Apoo
SEPTIN10,Septin10
PDLIM5,Pdlim5
FAIM,Faim
METTL4,Mettl4
RNU6-1001P,Gm23428
TMPRSS11E,Tmprss11e
RIOX2,Riox2
NAT2,Nat2
RNU6-788P,Gm23241
TXNDC16,Txndc16
RNU1-150P,Gm25581
ASNSD1,Asnsd1
RNU6-1089P,Gm26439
RNU6-484P,Gm23390
SNORA26,Gm23593
GAS8,Gas8
MTRR,Mtrr
SFT2D1,Sft2d1rt
NAALADL2,Naaladl2
MIR206,Mir206
TRAPPC2L,Trappc2l
RNU6-178P,Gm23545
DMRTC2,Dmrtc2
NDUFB7,Ndufb7
PRDM13,Prdm13
RNU105B,Gm26448
RNU6-732P,Gm24504
NRG4,Nrg4
RNU6-301P,Gm25112
MAN1B1,Man1b1
PISD,Pisd
CWH43,Cwh43
ATXN3,Atxn3
SNORD114-14,Gm23787
CES1,Ces1d
NPHP1,Nphp1
ZBTB21,Zbtb21
MIR151A,Mir151
IL13RA1,Il13ra1
ALKBH8,Alkbh8
ZNF770,Zfp770
RNU6-1055P,Gm24202
RNU6-603P,Gm22576
ZNF692,Zfp692
KIF4B,Kif4-ps
RBAK,Rbak
UTP14C,Utp14a
SNORA16B,Gm23454
EOMES,Eomes
MASTL,Mastl
RNU6-1228P,Gm26325
RIGI,Rigi
RNU6-959P,Gm25552
BTN1A1,Btn1a1
MEGF9,Megf9
FPR2,Fpr2
RANBP3,Ranbp3
MIR15A,Mir15a
RNU6-545P,Gm25696
RN7SL7P,Gm22567
RNU6-266P,Gm56054
CDC14C,Cdc14b
ZNF593,Zfp593
PSD3,Psd3
SNORA68,Snora68
SNORA5C,Snora5c
ZNF638,Zfp638
RNF17,Rnf17
RNU6-1272P,Gm25482
SERPINB1,Serpinb1a
RNU6-1224P,Gm24851
ZNF248,Zfp248
PTGDR,Ptgdr
OR5T1,Or5t9
NRXN1,Nrxn1
SEPTIN14,Septin14
METTL21C,Mettl21c
SLAIN1,Slain1
SNORD14C,Snord14c
MIR216A,Mir216a
RNU6-1187P,Gm22287
PRSS56,Prss56
MIR34A,Mir34a
TIFAB,Tifab
SPR,Spr
POLR1F,Polr1f
UTY,Uty
SFTPD,Sftpd
PIN1,Pin1
TMBIM6,Tmbim6
RNU6-72P,Gm26122
ZNF329,Zfp329
DTHD1,Dthd1
RNU6-330P,Gm22476
UBE2Q2,Ube2q2
BLVRA,Blvra
SPIN1,Spin1
RSPH4A,Rsph4a
SNORD4A,Snord4a
SCML4,Scml4
MPEG1,Mpeg1
MIR26B,Mir26b
RNU6-629P,Gm54979
PAIP2B,Paip2b
CYP3A5,Cyp3a13
MIR628,Gm56102
RNU6-102P,Gm24283
DCLK3,Dclk3
OR4A5,Or4a78
RNF5,Rnf5
ZNF382,Zfp382
PNMA3,Pnma3
RNU6-926P,Gm23203
EFHC2,Efhc2
ZFP90,Zfp90
CCR6,Ccr6
ADRM1,Adrm1
SNORD19B,Gm24916
ZNF317,Zfp317
UBXN6,Ubxn6
SMIM19,Smim19
SNORD114-22,Gm25854
DLAT,Dlat
RNU6-374P,Gm25390
DCTPP1,Dctpp1
PRRT1B,Prrt1b
ZIK1,Zik1
HEXD,Hexd
ZFP28,Zfp28
FBXO48,Fbxo48
CRISPLD1,Crispld1
EMD,Emd
FAM3B,Fam3b
MIR424,Mir322
TGS1,Tgs1
TMC5,Tmc5
PPP1R14B,Ppp1r14bl
SUGT1,Sugt1
MSRB3,Msrb3
RNU6-758P,Gm23623
RNU6-833P,Gm26371
OR8H1,Or8h9
ALOX15,Alox15
CD163,Cd163
RNU6-220P,Gm25622
RNF6,Rnf6
RNU6-775P,Gm25578
RDM1,Rdm1
SCG3,Scg3
RNU6-430P,Gm56216
OSTM1,Ostm1
MIR486-1,Mir486
TRIM7,Trim7
CCDC117,Ccdc117
RNU6-1172P,Gm22971
MTERF1,Mterf1b
RNU6-651P,Gm24234
RNU6-628P,Gm22654
RNU6-359P,Gm24919
PROP1,Prop1
SCARNA12,Gm23547
RNU6-196P,Gm23331
RNU6-839P,Gm24527
CCDC127,Ccdc127
IGHMBP2,Ighmbp2
MRPL32,Mrpl32
SNORD105B,Gm23008
MIR541,Mir541
RNU6-524P,Gm24042
HDGFL2,Hdgfl2
DPP7,Dpp7
CXCL17,Cxcl17
MIR450A2,Mir450-2
MSANTD2,Msantd2
CYP2A24,Cyp2a12
DHRS7B,Dhrs7b
FAN1,Fan1
RNU6-107P,Gm25563
BUB1,Bub1
BCL2A1,Bcl2a1d
CYP4X1,Cyp4x1
RNU6-735P,Gm23585
ASAH1,Asah1
RNMT,Rnmt
RNU6-948P,Gm23032
RRP7A,Rrp7a
RNU6-621P,Gm55032
PAICS,Paics
MRPS2,Mrps2
HSD3B1,Hsd3b2
PRKX,Prkx
OR14A2,Or14a260
CIMAP1C,Cimap1c
CALR3,Calr3
SUMO3,Sumo3
RNU6-873P,Gm23676
DAXX,Daxx
ACTRT1,Actrt1
SNORD113-6,AF357425
RNU6-477P,Gm26143
TTR,Ttr
DCUN1D4,Dcun1d4
NKG7,Nkg7
RXYLT1,Rxylt1
SNORD42A,Snord42a
RNU6-1197P,Gm24468
OR7C2,Or7c70
SNORD79,Gm50452
AHCTF1,Ahctf1
RNU6-1234P,Gm56000
RNU6-1129P,Gm56227
CLEC12B,Clec12b
C11orf96,Gm13889
RNU6-153P,Gm22215
RNU6-876P,Gm24400
DUSP4,Dusp4
ACP5,Acp5
SERPINA10,Serpina10
GOLGA4,Golga4
RNU6-1284P,Gm26359
RHAG,Rhag
CDCA7L,Cdca7l
ARRDC4,Arrdc4
SNORD49B,Snord49b
CYP3A4,Cyp3a11
OASL,Oasl1
COPRS,Coprs
TKTL1,Tktl1
RNU2-20P,Gm24623
CYP2A13,Cyp2a22
RNU6-1287P,Gm54753
SURF6,Surf6
CCL19,Ccl19
ZNF582,Zfp582
RNU6-547P,Gm25609
ATP6V0C,Atp6v0c
RNU6-279P,Gm25269
GPNMB,Gpnmb
ID1,Id1
CLCC1,Clcc1
RNU6-1254P,Gm26061
BCL2L14,Bcl2l14
JMJD4,Jmjd4
SLC29A1,Slc29a1
CLIP2,Clip2
RNU1-140P,Gm23405
MIR203B,Mir203
EDDM13,Eddm13
RNU6-863P,Gm26214
RNU6-314P,Gm22779
SNORA52,Snora52
PRDX6,Prdx6
RNU6-1186P,Gm25895
CCND2,Ccnd2
PDZD4,Pdzd4
FAM174A,Fam174a
RFTN1,Rftn1
PDXK,Pdxk
MIR544A,Gm55839
MTHFS,Mthfsl
RNU6-167P,Gm26011
COMMD5,Commd5
GDF3,Gdf3
FAM13A,Fam13a
RNU1-55P,Gm24547
RNU6-1127P,Gm23341
CEL,Cel
OR1F1,Or1f19
MAP9,Map9
HAO2,Hao2
RNU6-806P,Gm55959
TTLL13,Ttll13
ERLIN2,Erlin2
KCNK16,Kcnk16
RNU6-440P,Gm54984
MYT1,Myt1
SNORA20B,Gm24615
LCE5A,Lce1e
MYORG,Myorg
GCFC2,Gcfc2
NEU4,Neu4
RNU1-76P,Gm22866
LYPD4,Lypd4
RNU1-64P,Gm23727
RNU6-679P,Gm25879
ARHGAP11A,Arhgap11a
NLRP6,Nlrp6
RNU6-701P,Gm25014
RNU6-1115P,Gm56091
ZKSCAN4,Zkscan4
RNU6-731P,Gm25637
RNU6-1270P,Gm54461
CGA,Cga
RNU6-360P,Gm56398
RNU6-313P,Gm55126
CYP4A45P,Cyp4a32
SNORD32B,Gm56121
LTF,Ltf
RNU6-1051P,Gm23231
MTERF3,Mterf3
NFATC2IP,Nfatc2ip
ACSBG2,Acsbg2
RNU6-307P,Gm23656
RNU6-428P,Gm22067
RNU6-1340P,Gm23056
UGT2A1,Ugt2a1
RNU6-351P,Gm26008
ZNF791,Zfp791
DUSP21,Dusp21
KTI12,Kti12
SERPINB9,Serpinb9
OR7E24,Or7e177
DYRK1B,Dyrk1b
RNU6-294P,Gm56187
RNU6-219P,Gm23205
MIR374A,Mir374c
Metazoa_SRP,Gm26461
CREB3L3,Creb3l3
DNASE1L1,Dnase1l1
FNIP1,Fnip1
AADAC,Aadac
OMA1,Oma1
MICAL2,Mical2
GBP6,Gbp6
CYP3A7,Cyp3a25
SNORA58B,Gm24608
GGH,Ggh
INPP5B,Inpp5b
RNU6-930P,Gm22139
AKAP9,Akap9
SPINK7,Spink7
ARID5A,Arid5a
SNORD113-4,Gm55109
RPL8,Rpl8
TAGAP,Tagap
RFWD3,Rfwd3
SNORA63C,Gm55296
AOAH,Aoah
RNU6-483P,Gm55634
RNU6-653P,Gm55397
IL23R,Il23r
SNORA79,Gm24241
DNAJC4,Dnajc4
NCLN,Ncln
OR2AK2,Or2ak5
FBXL6,Fbxl6
RNU6-700P,Gm25828
LDHAL6B,Ldhal6b
SCAMP4,Scamp4
SYDE1,Syde1
VPREB3,Vpreb3
RNU6-1188P,Gm55671
CRISP2,Crisp2
LALBA,Lalba
RNU6-258P,Gm22236
SNORA70,Gm24000
B4GALT7,B4galt7
RNU6-78P,Gm24131
TESPA1,Tespa1
TERF2IP,Terf2ip
DAP3,Dap3
YJU2,Yju2
HSD3B2,Hsd3b3
RNU1-65P,Gm23100
LCN10,Lcn10
LY6H,Ly6h
IL1B,Il1b
SCEL,Scel
PRMT2,Prmt2
SCHIP1,Schip1
PIK3C2G,Pik3c2g
LTB,Ltb
RABEP2,Rabep2
RNU1-88P,Gm24621
RNU6-261P,Gm25268
RNU6-801P,Gm24750
TMEM65,Tmem65
PUDP,Pudp
PTCHD3,Ptchd3
VEGFA,Vegfa
RNU105C,Gm22053
HFE,Hfe
TSPAN11,Tspan11
IGF2,Igf2
HERC6,Herc6
RNU6-885P,Gm24435
CYP7B1,Cyp7b1
MGST3,Mgst3
RNU4-9P,Gm56237
RNU6-227P,Gm55508
GUK1,Guk1
CYP3A43,Cyp3a57
RNU1-16P,Gm25130
S1PR4,S1pr4
ADAMTS7,Adamts7
SRFBP1,Srfbp1
PRKAB2,Prkab2
SCARA5,Scara5
RYBP,Rybp
DAPK2,Dapk2
WHRN,Whrn
TRAV9-1,Trav6-5
SNORD114-30,Gm25224
LRRD1,Lrrd1
RNU6-507P,Gm26227
RNU2-49P,Gm23628
RAB12,Rab12
CDK3,Cdk3
CASP8AP2,Casp8ap2
RNU1-72P,Gm22658
SAPCD2,Sapcd2
ASPRV1,Asprv1
DUSP11,Dusp11
RNU1-91P,Gm25796
RNU6-347P,Gm24839
SNCG,Sncg
RNU6-92P,Gm25875
RNU6-1330P,Gm55263
