human gene name,pig gene name
NSUN2,NSUN2
DCTN3,DCTN3
REC114,REC114
SCLY,SCLY
APOB,APOB
TOPAZ1,TOPAZ1
CXCL9,CXCL9
GORASP1,GORASP1
ENTPD8,ENTPD8
ASPG,ASPG
RSPH3,RSPH3
PDYN,PDYN
METTL27,METTL27
SPMIP1,SPMIP1
FASTKD3,FASTKD3
SERPINA5,SERPINA5
PPP1R3G,PPP1R3G
GOT1L1,GOT1L1
SNX25,SNX25
CENPO,CENPO
IFT43,IFT43
TEX52,TEX52
AATK,AATK
ALDH3A2,ALDH3A2
PARS2,PARS2
CPLANE1,CPLANE1
POLD4,POLD4
RHAG,RHAG
GFI1B,GFI1B
MRPS26,MRPS26
OR11L1,OR11L1
GPC2,GPC2
FANCE,FANCE
KLK5,KLK5
SEPTIN2,SEPTIN2
FAM174C,FAM174C
IDH3B,IDH3B
RETN,RETN
SNORD83B,SNORD83B
YKT6,YKT6
IL20RB,IL20RB
C7orf57,C7orf57
GCK,GCK
DNLZ,DNLZ
ARMCX5,ARMCX5
RFTN1,RFTN1
SPHKAP,SPHKAP
SLC31A2,SLC31A2
IL27,IL27
MIR802,ssc-mir-802
MYLK3,MYLK3
SLC26A2,SLC26A2
DDAH1,DDAH1
ADAMTS20,ADAMTS20
SERPINF2,SERPINF2
TAS1R1,TAS1R1
DLEC1,DLEC1
TYSND1,TYSND1
IZUMO1R,IZUMO1R
GGT5,GGT5
FAM124B,FAM124B
BBIP1,BBIP1
ADCK1,ADCK1
TRIM65,TRIM65
URB2,URB2
PER2,PER2
LKAAEAR1,LKAAEAR1
FGF12,FGF12
OR51F1,OR51F1
ACSS1,ACSS1
LAMP2,LAMP2
GP2,GP2
CCDC38,CCDC38
EDN2,EDN2
DCLK3,DCLK3
VPREB3,VPREB3
PPP1R1C,PPP1R1C
COL24A1,COL24A1
ZNF782,ZNF782
SWI5,SWI5
FGF19,FGF19
EFHB,EFHB
SH3TC1,SH3TC1
SDR16C5,SDR16C5
SYT14,SYT14
ASIC1,ASIC1
ACBD6,ACBD6
IL17C,IL17C
SPACA1,SPACA1
LMAN1L,LMAN1L
CCL21,CCL21
WRN,WRN
FBXO15,FBXO15
DRC3,DRC3
NKD2,NKD2
BIN2,BIN2
ECM1,ECM1
DDX51,DDX51
ABCG8,ABCG8
INPP5E,INPP5E
GALNS,GALNS
PML,PML
CD99L2,CD99L2
FAM185A,FAM185A
MIR486-1,ssc-mir-486-2
NPLOC4,NPLOC4
REG4,REG4
BCKDK,BCKDK
TONSL,TONSL
ABHD1,ABHD1
CCDC196,CCDC196
COBLL1,COBLL1
AMH,AMH
DIPK1C,DIPK1C
ARSD,ARSD
RDH5,RDH5
CRCT1,CRCT1
EMC10,EMC10
TMEM263,TMEM263
PTPA,PTPA
FAM228B,FAM228B
TRMT61B,TRMT61B
DNMT3L,DNMT3L
IL15,IL15
CLCC1,CLCC1
IL7R,IL7R
RBFOX1,RBFOX1
MLN,MLN
ARL11,ARL11
CECR2,CECR2
MKRN2OS,MKRN2OS
CPSF4,CPSF4
S100PBP,S100PBP
MRPS2,MRPS2
LAG3,LAG3
LINS1,LINS1
IL22RA2,IL22RA2
SYNGR4,SYNGR4
ZNF510,ZNF510
MRPL22,MRPL22
RAB22A,RAB22A
PLA2G2F,PLA2G2F
KRCC1,KRCC1
GAL3ST2,GAL3ST2
IMPG2,IMPG2
ZNF667,ZNF667
ZNF280C,ZNF280C
SPMIP3,SPMIP3
ITGAE,ITGAE
S100A1,S100A1
JMJD4,JMJD4
AKAP11,AKAP11
GLYAT,GLYAT
LRRIQ4,LRRIQ4
LANCL2,LANCL2
SLC41A3,SLC41A3
TMEM35B,TMEM35B
PPP1R15B,PPP1R15B
SURF2,SURF2
POMP,POMP
C1orf116,C1orf116
RAB6A,RAB6A
TG,TG
MXRA8,MXRA8
ZGRF1,ZGRF1
VWA3B,VWA3B
KIAA1755,KIAA1755
PCDHB7,PCDHB7
ZNF576,ZNF576
MYCBPAP,MYCBPAP
MAGEB18,MAGEB18
C1orf198,C1orf198
MAN2B1,MAN2B1
KRT39,KRT39
SLC43A1,SLC43A1
RIC3,RIC3
KRT78,KRT78
COX6B2,COX6B2
UBXN10,UBXN10
GRIFIN,GRIFIN
WHAMM,WHAMM
GUK1,GUK1
MIR30A,ssc-mir-30a
CERS4,CERS4
DGAT1,DGAT1
SLC35G1,SLC35G1
RGSL1,RGSL1
SLC7A4,SLC7A4
CENPT,CENPT
GLB1L2,GLB1L2
FAAP100,FAAP100
SHOC1,SHOC1
TFPI2,TFPI2
KIF13B,KIF13B
FADD,FADD
CLIC5,CLIC5
EEF1D,EEF1D
PRSS27,PRSS27
QSOX2,QSOX2
GFUS,GFUS
INIP,INIP
MPV17L,MPV17L
HLA-DOB,HLA-DOB
PBX1,PBX1
PXT1,PXT1
STARD6,STARD6
PLGRKT,PLGRKT
NKX3-1,NKX3-1
ATP6V0A4,ATP6V0A4
POLR2M,POLR2M
GPR33,GPR33
ACD,ACD
LY6G6F,LY6G6F
METRN,METRN
TTC23,TTC23
C20orf141,C20orf141
DPEP2,DPEP2
DNAAF5,DNAAF5
GGN,GGN
MPIG6B,MPIG6B
IL13RA2,IL13RA2
SPPL2C,SPPL2C
PGP,PGP
NBN,NBN
SCRN2,SCRN2
FANCC,FANCC
ANKRD61,ANKRD61
APMAP,APMAP
ART3,ART3
CA2,CA2
KLK15,KLK15
VSIG10L,VSIG10L
BST1,BST1
LECT2,LECT2
STAP2,STAP2
FGD3,FGD3
MRM2,MRM2
FANCF,FANCF
BBS10,BBS10
C16orf89,C16orf89
HERC6,HERC6
MALSU1,MALSU1
MESP1,MESP1
DNAJC30,DNAJC30
VAMP2,VAMP2
GBGT1,GBGT1
GLIPR1,GLIPR1
PPP1R3A,PPP1R3A
DLGAP5,DLGAP5
KLK8,KLK8
SDE2,SDE2
HLA-DMB,SLA-DMB
ERRFI1,ERRFI1
ARPC5L,ARPC5L
KAT5,KAT5
SYDE2,SYDE2
IFI35,IFI35
ZNF175,ZNF175
BLVRA,BLVRA
CSF1,CSF1
MGP,MGP
SYNJ2BP,SYNJ2BP
MR1,MR1
LRGUK,LRGUK
TRAM1L1,TRAM1L1
FXN,FXN
IMPG1,IMPG1
PARP12,PARP12
TMEM230,TMEM230
BEX4,BEX4
CDK5RAP2,CDK5RAP2
TCAP,TCAP
AADAC,AADAC
SPINK1,SPINK1
ADGRG5,ADGRG5
DPPA5,DPPA5
IL17A,IL17A
TRAPPC12,TRAPPC12
DCAF16,DCAF16
COX6C,COX6C
ADAM28,ADAM28
AKIRIN1,AKIRIN1
MRPL48,MRPL48
DHODH,DHODH
IL34,IL34
DUT,DUT
IFT140,IFT140
SOWAHB,SOWAHB
ZNF630,ZNF630
USPL1,USPL1
CYP27A1,CYP27A1
SLX9,SLX9
C1orf35,C1orf35
ADGRF5,ADGRF5
EIF2B3,EIF2B3
TEX46,TEX46
TNFAIP2,TNFAIP2
MAGIX,MAGIX
ISCA2,ISCA2
OPTC,OPTC
SLCO4C1,SLCO4C1
ADGRF1,ADGRF1
AKAP7,AKAP7
RSRP1,RSRP1
DKKL1,DKKL1
ZNF614,ZNF614
EPB42,EPB42
IL27RA,IL27RA
BTBD8,BTBD8
RAMP2,RAMP2
PDXK,PDXK
ZNF235,ZNF235
ECSIT,ECSIT
NLRC5,NLRC5
GCM1,GCM1
MRPL10,MRPL10
ZNF613,ZNF613
YAE1,YAE1
ZNF217,ZNF217
BRAT1,BRAT1
ERP27,ERP27
MPPE1,MPPE1
C10orf105,C10orf105
IQCD,IQCD
ARL3,ARL3
PRRC1,PRRC1
C9orf152,C9orf152
LMTK2,LMTK2
CFAP410,CFAP410
PDILT,PDILT
CCDC125,CCDC125
IL10RB,IL10RB
CDSN,CDSN
NDUFB10,NDUFB10
AXDND1,AXDND1
MTFR1,MTFR1
SGO1,SGO1
KIAA2012,KIAA2012
CCDC9B,CCDC9B
TRIM16,TRIM16
MAP3K7CL,MAP3K7CL
LBP,LBP
NOSIP,NOSIP
SLC33A1,SLC33A1
C8orf74,C8orf74
FSIP1,FSIP1
RNPEPL1,RNPEPL1
GPX7,GPX7
PCDHA13,PCDHA13
SURF6,SURF6
WEE2,WEE2
C2orf66,C2orf66
EPN2,EPN2
TMEM33,TMEM33
CFI,CFI
ADAM21,ADAM21
MGLL,MGLL
FMN2,FMN2
CTU2,CTU2
AKIP1,AKIP1
PKIA,PKIA
TOGARAM2,TOGARAM2
CBARP,CBARP
ALDOA,ALDOA
NCAN,NCAN
FOLR1,FOLR1
LYZL6,LYZL6
OR51T1,OR51T1
BMAL2,BMAL2
KRT15,KRT15
UBE2L6,UBE2L6
LDLRAD1,LDLRAD1
CXCL8,CXCL8
LYRM9,LYRM9
CEP126,CEP126
NGRN,NGRN
KRT12,KRT12
ZNHIT6,ZNHIT6
COX4I1,COX4I1
DBT,DBT
B3GNT3,B3GNT3
PECR,PECR
THRSP,THRSP
IL18RAP,IL18RAP
CATSPER4,CATSPER4
WDR93,WDR93
EPCAM,EPCAM
GLB1,GLB1
C1QTNF12,C1QTNF12
C11orf65,C11orf65
FRMPD2,FRMPD2
GSTZ1,GSTZ1
SYNDIG1L,SYNDIG1L
EVC2,EVC2
TSPYL2,TSPYL2
NEK5,NEK5
IHO1,IHO1
SOX14,SOX14
OR51M1,OR51M1
BANK1,BANK1
TTLL13,TTLL13
NPS,NPS
CRTAM,CRTAM
ZNF516,ZNF516
GID8,GID8
ACTL8,ACTL8
CCDC137,CCDC137
NOM1,NOM1
PPEF2,PPEF2
SLC46A2,SLC46A2
CCDC33,CCDC33
CTSF,CTSF
CEND1,CEND1
PITPNM3,PITPNM3
TOMM20,TOMM20
ALPL,ALPL
RAD51AP1,RAD51AP1
SPINK5,SPINK5
FAM170A,FAM170A
FOXO6,FOXO6
PIGBOS1,PIGBOS1
PLIN1,PLIN1
RBM34,RBM34
REEP5,REEP5
AFMID,AFMID
CATSPERB,CATSPERB
BAG3,BAG3
ACSBG2,ACSBG2
APOD,APOD
NEDD4,NEDD4
KCNMB3,KCNMB3
ADAMDEC1,ADAMDEC1
GBP2,GBP2
G6PD,G6PD
CES5A,CES5A
SAXO3,SAXO3
ZNF18,ZNF18
ADAMTS13,ADAMTS13
FAM227B,FAM227B
LRRC26,LRRC26
SLC24A1,SLC24A1
VSIG1,VSIG1
NOL8,NOL8
EPS8L3,EPS8L3
SNORA20,SNORA20
RTL1,RTL1
UTS2B,UTS2B
F2R,F2R
HLA-DQB1,SLA-DQB1
GCM2,GCM2
IFNE,IFNE
PTPRCAP,PTPRCAP
VCAN,VCAN
RAB6B,RAB6B
ZNF792,ZNF792
NOXRED1,NOXRED1
FBF1,FBF1
PRSS58,PRSS58
AGPAT2,AGPAT2
CCDC59,CCDC59
MGAT4D,MGAT4D
FN3K,FN3K
PRR19,PRR19
CASP7,CASP7
CORO2A,CORO2A
LYPD2,LYPD2
TAS1R3,TAS1R3
CALY,CALY
SPINT2,SPINT2
SAYSD1,SAYSD1
KANK4,KANK4
TRPV2,TRPV2
NMU,NMU
P2RY11,P2RY11
PROC,PROC
SPIN3,SPIN3
HASPIN,HASPIN
PODXL2,PODXL2
ANKLE2,ANKLE2
TNFRSF1B,TNFRSF1B
MTRES1,MTRES1
OVCH2,OVCH2
SPNS3,SPNS3
NLRP6,NLRP6
CCL8,CCL8
RINL,RINL
C1orf87,C1orf87
BRCA1,BRCA1
C3orf52,C3orf52
CES3,CES3
TM4SF19,TM4SF19
C19orf25,C19orf25
PADI6,PADI6
KLRF1,KLRF1
MAPK11,MAPK11
NUDCD3,NUDCD3
RGS5,RGS5
SYPL1,SYPL1
C2orf88,C2orf88
MRPL52,MRPL52
MRPS33,MRPS33
CREB3L3,CREB3L3
PIK3R6,PIK3R6
MMRN2,MMRN2
TOR3A,TOR3A
CD83,CD83
MCFD2,MCFD2
PRSS8,PRSS8
GPRC5A,GPRC5A
SPATA19,SPATA19
IQCG,IQCG
ANKRD11,ANKRD11
MAP2K3,MAP2K3
H1-3,H1-3
C15orf39,C15orf39
PGLYRP3,PGLYRP3
LUZP2,LUZP2
TEX14,TEX14
HPX,HPX
CBY2,CBY2
SPACA4,SPACA4
KIF24,KIF24
FNDC1,FNDC1
DHRS11,DHRS11
RILP,RILP
ATXN10,ATXN10
DNASE2,DNASE2
OLFM4,OLFM4
TTLL3,TTLL3
TMEM88B,TMEM88B
DPEP3,DPEP3
IL4I1,IL4I1
MIPEP,MIPEP
OBSCN,OBSCN
TSPAN19,TSPAN19
C10orf71,C10orf71
MRPL57,MRPL57
IL6R,IL6R
WTAP,WTAP
CD40,CD40
ESM1,ESM1
TMIGD1,TMIGD1
RANBP3L,RANBP3L
SHROOM1,SHROOM1
FAM151A,FAM151A
IFIT3,IFIT3
ERMN,ERMN
LRPAP1,LRPAP1
TSEN2,TSEN2
ADAD2,ADAD2
ETV7,ETV7
DNAAF2,DNAAF2
TMEM69,TMEM69
MRTFA,MRTFA
MAMDC4,MAMDC4
NPC2,NPC2
ING1,ING1
RHPN1,RHPN1
PTPMT1,PTPMT1
IL20RA,IL20RA
FAM177B,FAM177B
AKAP1,AKAP1
KEL,KEL
FAM200A,FAM200A
AMBP,AMBP
OR5D18,OR5D18
ARHGEF18,ARHGEF18
MACROD1,MACROD1
SNORD113-1,SNORD113-1
C17orf75,C17orf75
ENAM,ENAM
TMEM95,TMEM95
INO80E,INO80E
TEPSIN,TEPSIN
CER1,CER1
F7,F7
PROX2,PROX2
RIPK1,RIPK1
ACSF2,ACSF2
SHLD2,SHLD2
FHDC1,FHDC1
GZMA,GZMA
PHLDA1,PHLDA1
FKBP11,FKBP11
REN,REN
ASCL5,ASCL5
BCAM,BCAM
OC90,OC90
CLEC7A,CLEC7A
AKAIN1,AKAIN1
CFLAR,CFLAR
SPINK4,SPINK4
PROB1,PROB1
RNF224,RNF224
FGD5,FGD5
TM4SF20,TM4SF20
SLC2A6,SLC2A6
SMIM31,SMIM31
IL22,IL22
ECH1,ECH1
FBXL13,FBXL13
GZF1,GZF1
ECHDC3,ECHDC3
MT-ND4,ND4
TICRR,TICRR
MARVELD3,MARVELD3
GAST,GAST
PSMF1,PSMF1
MRPS23,MRPS23
AKR1E2,AKR1E2
MT3,MT3
GAL,GAL
ASPSCR1,ASPSCR1
CASP8,CASP8
FGFBP3,FGFBP3
ELL3,ELL3
CFAP99,CFAP99
CLMN,CLMN
NCAPD3,NCAPD3
SYNPO,SYNPO
KLHDC7A,KLHDC7A
TBATA,TBATA
SNAP47,SNAP47
KNG1,KNG1
ZNF773,ZNF773
TREH,TREH
TLR4,TLR4
SMYD4,SMYD4
IL7,IL7
CCT8L2,CCT8L2
CTSB,CTSB
CNIH4,CNIH4
RAD52,RAD52
VRK3,VRK3
MCCC1,MCCC1
NUPR1,NUPR1
LY6G5B,LY6G5B
BMP15,BMP15
DFFB,DFFB
NIPSNAP3B,NIPSNAP3B
ADTRP,ADTRP
NDUFC2,NDUFC2
TMEM242,TMEM242
ZNF853,ZNF853
ODAPH,ODAPH
APOA2,APOA2
ZNF584,ZNF584
HOATZ,HOATZ
CRLS1,CRLS1
MTG1,MTG1
GLB1L3,GLB1L3
ACAN,ACAN
SYCP2,SYCP2
KCNK17,KCNK17
ZNF112,ZNF112
C8G,C8G
AFM,AFM
HEATR9,HEATR9
RUBCNL,RUBCNL
GPR55,GPR55
IGF1,IGF1
ZP3,ZP3
SDF4,SDF4
NSD2,NSD2
NME9,NME9
TLR8,TLR8
PGAP6,PGAP6
PSD3,PSD3
MLANA,MLANA
THEM5,THEM5
USHBP1,USHBP1
CRB1,CRB1
PRSS22,PRSS22
HAPLN3,HAPLN3
MTUS1,MTUS1
NRXN3,NRXN3
BOD1L1,BOD1L1
ADGRD2,ADGRD2
OR2AT4,OR2AT4
PI16,PI16
TMCO5A,TMCO5A
RHNO1,RHNO1
CATSPERG,CATSPERG
GIP,GIP
TMCO2,TMCO2
IDH3G,IDH3G
PGLYRP2,PGLYRP2
LYPD4,LYPD4
GLMN,GLMN
ARHGEF15,ARHGEF15
PTPRJ,PTPRJ
OR1I1,OR1I1
GALNT8,GALNT8
OPALIN,OPALIN
CASS4,CASS4
LRRC34,LRRC34
PRSS57,PRSS57
DCLRE1A,DCLRE1A
ZBBX,ZBBX
ACOX3,ACOX3
CDHR2,CDHR2
FCRLA,FCRLA
PALLD,PALLD
GKN1,GKN1
ENTPD6,ENTPD6
TCN2,TCN2
HMGA1,HMGA1
GALM,GALM
BEGAIN,BEGAIN
TNFRSF12A,TNFRSF12A
NREP,NREP
CNRIP1,CNRIP1
TTC6,TTC6
SMIM10,SMIM10
PAF1,PAF1
ASPM,ASPM
ZC3H3,ZC3H3
SMIM1,SMIM1
RNASE12,RNASE12
MS4A1,MS4A1
CYSRT1,CYSRT1
CLNK,CLNK
NKX2-8,NKX2-8
ICOS,ICOS
GKN2,GKN2
KLF11,KLF11
HBM,HBM
LRRIQ3,LRRIQ3
H1-6,H1-6
RIBC1,RIBC1
IPCEF1,IPCEF1
DKK3,DKK3
DHRS1,DHRS1
PDIA2,PDIA2
CIMIP6,CIMIP6
NCKAP5,NCKAP5
INAVA,INAVA
CCDC24,CCDC24
HINT3,HINT3
NFIX,NFIX
SHANK2,SHANK2
SLC25A1,SLC25A1
FAN1,FAN1
OSMR,OSMR
C9orf40,C9orf40
HELB,HELB
ZFP92,ZFP92
SYTL2,SYTL2
TMEM249,TMEM249
LYPD5,LYPD5
RAB1B,RAB1B
TUBGCP6,TUBGCP6
LTBR,LTBR
TNFRSF13C,TNFRSF13C
SSC5D,SSC5D
FANCB,FANCB
CDT1,CDT1
IL13,IL13
C15orf62,C15orf62
MAP7D2,MAP7D2
CBLC,CBLC
IL1R1,IL1R1
CLEC5A,CLEC5A
GPR179,GPR179
TAS2R7,TAS2R7
MGARP,MGARP
CD44,CD44
ALDH3B2,ALDH3B2
IFIT2,IFIT2
ZCCHC7,ZCCHC7
CPM,CPM
MAF1,MAF1
AURKAIP1,AURKAIP1
NFILZ,NFILZ
JRK,JRK
FASTKD1,FASTKD1
EFCAB3,EFCAB3
MRPL40,MRPL40
FAM210B,FAM210B
NUSAP1,NUSAP1
DPYSL4,DPYSL4
DNTTIP2,DNTTIP2
EEF1AKMT2,EEF1AKMT2
CLUL1,CLUL1
ITGAL,ITGAL
ZNF185,ZNF185
VPS26C,VPS26C
PLEKHN1,PLEKHN1
MRPL50,MRPL50
IPMK,IPMK
D2HGDH,D2HGDH
CYB5R1,CYB5R1
AMTN,AMTN
KGD4,KGD4
DPP7,DPP7
NOPCHAP1,NOPCHAP1
SLA2,SLA2
NAF1,NAF1
FAM124A,FAM124A
ZNF623,ZNF623
TULP3,TULP3
C18orf63,C18orf63
TRO,TRO
ZWINT,ZWINT
EBI3,EBI3
NEIL2,NEIL2
TIAM2,TIAM2
CKAP2L,CKAP2L
RPP38,RPP38
CCL27,CCL27
SLCO4A1,SLCO4A1
ADGRE3,ADGRE3
ATF7IP2,ATF7IP2
SCPEP1,SCPEP1
BTBD16,BTBD16
GLYATL3,GLYATL3
MTUS2,MTUS2
PRCD,PRCD
NAA80,NAA80
ARL13A,ARL13A
EPB41L3,EPB41L3
DCP1B,DCP1B
TNFSF18,TNFSF18
CD93,CD93
PRDM7,PRDM7
LYSMD4,LYSMD4
PLA2G2D,PLA2G2D
METTL22,METTL22
RBP1,RBP1
USP42,USP42
TPO,TPO
ACSF3,ACSF3
CCDC8,CCDC8
PRLR,PRLR
GZMB,GZMB
NDUFA10,NDUFA10
FCGR1A,FCGR1A
ELP4,ELP4
HRH4,HRH4
CRYBG3,CRYBG3
CREB3,CREB3
C1RL,C1RL
NKX2-6,NKX2-6
TMEM236,TMEM236
XRCC3,XRCC3
CDCA5,CDCA5
AP5Z1,AP5Z1
CD6,CD6
LSM6,LSM6
TNFRSF11A,TNFRSF11A
TERT,TERT
KIAA0825,KIAA0825
ATP5IF1,ATP5IF1
EEF1AKMT1,EEF1AKMT1
PPP1R7,PPP1R7
NEURL3,NEURL3
TFAM,TFAM
ZGPAT,ZGPAT
ZNF461,ZNF461
MT-CO2,COX2
APOE,APOE
CHGA,CHGA
CD207,CD207
CRYL1,CRYL1
CENPQ,CENPQ
SLC34A2,SLC34A2
CCDC54,CCDC54
C1S,C1S
SPAG7,SPAG7
PSPN,PSPN
KRT20,KRT20
CD19,CD19
VTRNA1-3,Vault
LAMP1,LAMP1
SPARCL1,SPARCL1
CFAP65,CFAP65
TMEM150B,TMEM150B
HIGD1B,HIGD1B
VWA5A,VWA5A
CYP3A7,CYP3A29
KRTAP20-2,KRTAP20-2
PCDHGB1,PCDHGB1
TM2D1,TM2D1
IZUMO3,IZUMO3
DZIP1,DZIP1
BCAT2,BCAT2
TEX11,TEX11
CCL19,CCL19
PECAM1,PECAM1
ANGPTL8,ANGPTL8
SEC14L4,SEC14L4
C14orf39,C14orf39
PBLD,PBLD
EHBP1L1,EHBP1L1
PRIMPOL,PRIMPOL
PRICKLE4,PRICKLE4
DYTN,DYTN
DYDC2,DYDC2
EVI2B,EVI2B
IL2,IL2
PIGX,PIGX
CYP7B1,CYP7B1
CLU,CLU
CALCR,CALCR
GSDME,GSDME
HERC5,HERC5
BAK1,BAK1
DYNC2I1,DYNC2I1
RUFY4,RUFY4
ANKDD1A,ANKDD1A
GJC3,GJC3
LYVE1,LYVE1
CABP4,CABP4
SORBS3,SORBS3
CES1,CES1
FAM178B,FAM178B
WDCP,WDCP
ZMYM5,ZMYM5
ALB,ALB
ABCB8,ABCB8
TSPO2,TSPO2
TMEM139,TMEM139
SLC16A5,SLC16A5
CSF2,CSF2
PLA2G3,PLA2G3
TTPA,TTPA
UFSP1,UFSP1
TAS2R3,TAS2R3
ERMARD,ERMARD
ABCC11,ABCC11
GPX5,GPX5
ZNF232,ZNF232
ECI2,ECI2
SIRT3,SIRT3
RNF126,RNF126
ZBED4,ZBED4
STING1,STING1
LSMEM2,LSMEM2
GABRE,GABRE
F12,F12
TTC23L,TTC23L
TICAM1,TICAM1
SYCE1,SYCE1
GRP,GRP
CATSPER3,CATSPER3
DCAKD,DCAKD
PATE3,PATE3
PGLYRP4,PGLYRP4
TAF1C,TAF1C
USP18,USP18
ENTPD1,ENTPD1
THAP3,THAP3
IRGQ,IRGQ
CD79B,CD79B
IQANK1,IQANK1
ADGRF3,ADGRF3
MRM1,MRM1
C16orf86,C16orf86
RTL9,RTL9
COL6A5,COL6A5
NDUFA4L2,NDUFA4L2
YBEY,YBEY
MT-ND3,ND3
HLA-DMA,SLA-DMA
BPIFA1,BPIFA1
ETAA1,ETAA1
PRRG2,PRRG2
ZCWPW1,ZCWPW1
OR14K1,OR14K1
KIAA0408,KIAA0408
GREM2,GREM2
CRYGN,CRYGN
HIRIP3,HIRIP3
CPA2,CPA2
MOCS2,MOCS2
F3,F3
SOHLH2,SOHLH2
CD274,CD274
C17orf78,C17orf78
MISFA,MISFA
TCTN2,TCTN2
TREML1,TREML1
STK33,STK33
ASAH1,ASAH1
JCHAIN,JCHAIN
HPS4,HPS4
CHD9NB,CHD9NB
MCAT,MCAT
MRPS31,MRPS31
EGFL6,EGFL6
CD14,CD14
TIFAB,TIFAB
HAMP,HAMP
RIPPLY2,RIPPLY2
MYBBP1A,MYBBP1A
ECSCR,ECSCR
LAT,LAT
C10orf90,C10orf90
CCDC73,CCDC73
ZXDC,ZXDC
TEDDM1,TEDDM1
TELO2,TELO2
UQCC3,UQCC3
BCL2L14,BCL2L14
OR7D2,OR7D2
LTF,LTF
MAPK15,MAPK15
ZNF177,ZNF177
INPP5K,INPP5K
IDO1,IDO1
FAM177A1,FAM177A1
FREY1,FREY1
VAMP5,VAMP5
ARMH4,ARMH4
MIR150,ssc-mir-150-1
ATP7B,ATP7B
PEAK3,PEAK3
FOXR2,FOXR2
AADACL4,AADACL4
MLIP,MLIP
RAMP3,RAMP3
PTMA,PTMA
CNBD2,CNBD2
CMYA5,CMYA5
ETV2,ETV2
RBBP9,RBBP9
LRP2,LRP2
ZNF524,ZNF524
ASTL,ASTL
SYN3,SYN3
NPDC1,NPDC1
SLC39A4,SLC39A4
MRPL54,MRPL54
CTBS,CTBS
SLC27A5,SLC27A5
C1orf105,C1orf105
CFAP157,CFAP157
C17orf107,C17orf107
HAUS8,HAUS8
GPR35,GPR35
SCP2D1,SCP2D1
CCER1,CCER1
RFLNB,RFLNB
DNAH14,DNAH14
IL31RA,IL31RA
SRA1,SRA1
S100A2,S100A2
AP4S1,AP4S1
PHETA1,PHETA1
CEACAM19,CEACAM19
NUPR2,NUPR2
CYP2E1,CYP2E1
ODAM,ODAM
C7orf78,C7orf78
PEX26,PEX26
CD3D,CD3D
RNASEL,RNASEL
LYZ,LYZ
TROAP,TROAP
PDLIM5,PDLIM5
LYPLA1,LYPLA1
TRBV19,TRBV19
PLSCR1,PLSCR1
CA6,CA6
PCDHA3,PCDHA3
UBXN11,UBXN11
GABRQ,GABRQ
POLRMT,POLRMT
SLPI,SLPI
NDUFA4,NDUFA4
IL10RA,IL10RA
OTUD6A,OTUD6A
ZACN,ZACN
CD96,CD96
SNORD1B,SNORD1B
FLYWCH2,FLYWCH2
LCN15,LCN15
NT5C1B,NT5C1B
CD47,CD47
TMEM252,TMEM252
ZC3H12D,ZC3H12D
SLC2A4RG,SLC2A4RG
MFAP5,MFAP5
ZNF333,ZNF333
IL1RAP,IL1RAP
CENPP,CENPP
ADGRG3,ADGRG3
SNORD49B,SNORD49B
GUCA2A,GUCA2A
NOXO1,NOXO1
MIS18BP1,MIS18BP1
CCDC107,CCDC107
ST6GALNAC1,ST6GALNAC1
ADAM20,ADAM20
LCN2,LCN2
CCL17,CCL17
IL21R,IL21R
NUTM1,NUTM1
RAB44,RAB44
LIMS1,LIMS1
RAB5C,RAB5C
SPMAP2,SPMAP2
KRTAP29-1,KRTAP29-1
UBD,UBD
ANKRD40CL,ANKRD40CL
TRAV2,TRAV2
SPMIP2,SPMIP2
MAP6,MAP6
MGAM,MGAM
ZSCAN29,ZSCAN29
SLC38A10,SLC38A10
CNN1,CNN1
KNOP1,KNOP1
EDN1,EDN1
DNAAF6,DNAAF6
NRIP2,NRIP2
S100A8,S100A8
BTNL9,BTNL9
MUC2,MUC2
RP1,RP1
SP4,SP4
MTARC2,MTARC2
F8,F8
C1QA,C1QA
FABP6,FABP6
SYT8,SYT8
DMAC2,DMAC2
SPOCK3,SPOCK3
TAS2R9,TAS2R9
CA4,CA4
CIMIP1,CIMIP1
TRAF3IP1,TRAF3IP1
CHN2,CHN2
RBIS,RBIS
NMUR1,NMUR1
TMEM232,TMEM232
TCEANC,TCEANC
PRTN3,PRTN3
IL1A,IL1A
GPRIN3,GPRIN3
ARHGEF5,ARHGEF5
GTPBP8,GTPBP8
C5orf46,C5orf46
BHLHA9,BHLHA9
TTC1,TTC1
TRIM66,TRIM66
TIMM17B,TIMM17B
CEP295,CEP295
NPB,NPB
SEBOX,SEBOX
CD82,CD82
IFNL1,IL29
GPA33,GPA33
TMEM140,TMEM140
MARCHF10,MARCHF10
PARP14,PARP14
LGALS1,LGALS1
ARMC10,ARMC10
SHLD1,SHLD1
SERPINE3,SERPINE3
SPP1,SPP1
CLEC1A,CLEC1A
TAS2R41,TAS2R41
ASMT,ASMT
CEP89,CEP89
TPM1,TPM1
ESPN,ESPN
SLC17A3,SLC17A3
TTC31,TTC31
RNASE6,RNASE6
C19orf85,C19orf85
RPL29,RPL29
MARCHF1,MARCHF1
KCNU1,KCNU1
TSPYL4,TSPYL4
DAPK2,DAPK2
CA5A,CA5A
TAS2R4,TAS2R4
IQCE,IQCE
PPP6R2,PPP6R2
NUDT7,NUDT7
CCDC180,CCDC180
PP2D1,PP2D1
MTFR2,MTFR2
