crab_eating_macaque gene name,rhesus_macaque gene name
SLC13A1,SLC13A1
MFSD5,MFSD5
NSUN3,NSUN3
GNPDA2,GNPDA2
EGR2,EGR2
NR2E3,NR2E3
MICU3,MICU3
PTH2R,PTH2R
ASPG,ASPG
ECE1,ECE1
TAFA2,TAFA2
NECAB1,NECAB1
TENT5B,TENT5B
LMF1,LMF1
ZMAT1,ZMAT1
ZSWIM3,ZSWIM3
PRDX5,PRDX5
SUDS3,SUDS3
BAIAP2L1,BAIAP2L1
SLC6A2,SLC6A2
CCNH,CCNH
BCL3,BCL3
BOC,BOC
FBXL5,FBXL5
SLC1A1,SLC1A1
CTIF,CTIF
HBP1,HBP1
IL31RA,IL31RA
KCNE4,KCNE4
CHGA,CHGA
GRAMD2B,GRAMD2B
OTUD7A,OTUD7A
HOXD12,HOXD12
TIFAB,TIFAB
AUTS2,AUTS2
TXNRD3,TXNRD3
NRXN2,NRXN2
PARP6,PARP6
ENTPD2,ENTPD2
HES7,HES7
LIG1,LIG1
TBCD,TBCD
BMP6,BMP6
ITGA9,ITGA9
RILPL1,RILPL1
LYG2,LYG2
MPHOSPH9,MPHOSPH9
PNPLA2,PNPLA2
HOMER1,HOMER1
ATP11A,ATP11A
ELMOD3,ELMOD3
MAPKAPK2,MAPKAPK2
FAM47B,FAM47B
KANK2,KANK2
DNM1,DNM1
PDIA2,PDIA2
COQ8B,COQ8B
AHCYL2,AHCYL2
BTBD6,BTBD6
OLFM2,OLFM2
PDE8B,AGGF1
ARTN,ARTN
MEGF6,MEGF6
EFEMP2,EFEMP2
FOXRED1,FOXRED1
SCN4B,SCN4B
TMEM82,TMEM82
CYP26A1,CYP26A1
SLC35B2,SLC35B2
CRX,CRX
CRYBA4,CRYBA4
TRAPPC3,TRAPPC3
MOGAT1,MOGAT1
DCAF12L1,DCAF12L1
AP3S1,AP3S1
CCNP,CCNP
RAPGEF1,RAPGEF1
C1QTNF3,AMACR
UBE2K,UBE2K
CAMK4,CAMK4
NOL4,NOL4
EEF1A2,EEF1A2
TMBIM4,TMBIM4
SCARB1,SCARB1
RBBP7,RBBP7
DEFB118,DEFB118
INAVA,INAVA
NUCB1,NUCB1
PPP4R3B,PPP4R3B
MFAP3L,MFAP3L
MIR24-2,MIR24-2
KLHL33,KLHL33
DDX10,DDX10
CLDN14,CLDN14
GRK6,GRK6
HMGCL,HMGCL
GSTP1,GSTP1
ARMC9,ARMC9
ZNF511,ZNF511
PLOD1,PLOD1
PFKFB3,PFKFB3
SIM2,SIM2
UTS2,UTS2
AK2,AK2
DDRGK1,DDRGK1
MSI1,MSI1
AGR2,AGR2
IFT88,IFT88
NECAP1,NECAP1
TSC2,TSC2
NUP50,NUP50
RAB8A,RAB8A
DDX31,DDX31
SELENBP1,SELENBP1
ACR,ACR
SRSF9,SRSF9
RARA,RARA
POLA2,POLA2
CCER2,CCER2
PTPN7,PTPN7
IFNLR1,IFNLR1
ZNF416,ZNF416
LRCH4,LRCH4
PLGRKT,PLGRKT
SFRP5,SFRP5
H2BC15,H2BC15
DGKI,DGKI
ANTXR1,ANTXR1
PLEKHG6,PLEKHG6
MOB1A,MOBKL1B
LDLR,LDLR
DEAF1,DEAF1
PGS1,PGS1
ALG5,ALG5
PPP2R5A,PPP2R5A
MELTF,MELTF
WNT5A,WNT5A
PIP4K2A,PIP4K2A
FECH,FECH
CRELD1,CRELD1
TUBB,TUBB
SPOCK1,SPOCK1
EBF4,EBF4
ZFP57,ZFP57
MYL3,MYL3
KSR1,KSR1
DGKZ,DGKZ
TGFBI,TGFBI
RIC8A,RIC8A
SLC35E2B,SLC35E2
FGF16,FGF16
PRELID2,PRELID2
SLC7A5,SLC7A5
NPR1,NPR1
CYRIB,CYRIB
GRB14,GRB14
DDX56,DDX56
SERGEF,SERGEF
TEX56,TEX56P
NACC2,NACC2
OPRK1,OPRK1
DDC,DDC
TPD52L3,TPD52L3
BTBD19,BTBD19
MAP4K2,MAP4K2
MTNR1A,MTNR1A
UCHL5,UCHL5
TMEM222,TMEM222
THRA,THRA
BTC,BTC
EPN3,EPN3
CCDC127,CCDC127
NEK5,NEK5
DYNC1LI2,DYNC1LI2
YWHAG,YWHAG
APOA2,APOA2
INO80C,INO80C
PLA2G7,PLA2G7
RRP36,RRP36
ADAM30,ADAM30
JPH3,JPH3
HBS1L,HBS1L
GNAS,GNAS
TMEM150B,TMEM150B
GNB1,GNB1
TEX36,TEX36
GNPDA1,GNPDA1
APOBEC3H,APOBEC3H
MT-ND4,ND4
TJAP1,TJAP1
RILPL2,RILPL2
IQSEC2,IQSEC2
PES1,PES1
CD300LG,CD300LG
CTNNAL1,CTNNAL1
ZSWIM4,ZSWIM4
NFYC,NFYC
TBC1D21,TBC1D21
HLX,HLX
ANTXR2,ANTXR2
ACTN1,ACTN1
STX1A,STX1A
TNK2,TNK2
DNA2,DNA2
ECI2,ECI2
MGRN1,MGRN1
RBM24,RBM24
GATAD1,GATAD1
GRAMD4,GRAMD4
PLD3,PLD3
GP6,GP6
FAM167A,FAM167A
PFKL,PFKL
FAM76B,FAM76B
CSRNP1,CSRNP1
LMOD1,LMOD1
PAX1,PAX1
EXD1,EXD1
RPS6KA6,RPS6KA6
ZPBP,ZPBP
PPAN,PPAN
TSEN2,TSEN2
CGAS,CGAS
FAM210B,FAM210B
SLC18B1,SLC18B1
SMG7,SMG7
ATP8A2,ATP8A2
CFAP73,CFAP73
OXR1,OXR1
FOXG1,FOXG1
BLNK,BLNK
ZFR2,ZFR2
EAF1,EAF1
RAB3A,RAB3A
ZNF575,ZNF575
TAF6L,TAF6L
UBR7,UBR7
ST8SIA2,ST8SIA2
MUTYH,MUTYH
AKAP8L,AKAP8L
RCN1,RCN1
UBXN6,UBXN6
RHOV,RHOV
ASB3,ASB3
PAIP2B,PAIP2B
SRI,SRI
SSH3,SSH3
TCF3,TCF3
GMCL2,GMCL2
KDM1B,KDM1B
AATF,AATF
CREB3L3,CREB3L3
SLC22A17,SLC22A17
NAB1,NAB1
ALDH3A1,ALDH3A1
ZNF786,ZNF786
PPP3R1,PPP3R1
GAA,GAA
ADGRA2,ADGRA2
YWHAQ,YWHAQ
HECA,HECA
SLBP,SLBP
RBM19,RBM19
KIF3B,KIF3B
ECE2,ECE2
ORM1,ORM1
INPP5K,INPP5K
P3H2,P3H2
RTP5,RTP5
SLC35C2,SLC35C2
WDR38,WDR38
CYB5R1,CYB5R1
CCN1,CCN1
PLCD3,PLCD3
LGALS3BP,LGALS3BP
KCNK9,KCNK9
LRRC73,LRRC73
CCDC90B,CCDC90B
MIR128-1,MIR128-1
EXT2,EXT2
PPP1CB,PPP1CB
NRTN,NRTN
INPP5A,INPP5A
CDC16,CDC16
CYP2D6,CYP2D6
NDUFS8,NDUFS8
GFRA3,GFRA3
HGD,HGD
AKT2,AKT2
C6orf89,C4H6orf89
AP3B2,AP3B2
CHID1,CHID1
POT1,POT1
GPS1,GPS1
ECEL1,ECEL1
MAPK15,MAPK15
MRPS5,ZNF514
RAB11A,RAB11A
KITLG,KITLG
KLHDC7A,KLHDC7A
MAP2K3,MAP2K3
KHDC3L,KHDC3L
SYNC,SYNC
CBFA2T3,CBFA2T3
ZGLP1,ZGLP1
LGI3,LGI3
SNAPC2,SNAPC2
ARID1B,ARID1B
DTX3,DTX3
ZCCHC3,ZCCHC3
CD3D,CD3D
FAM162A,FAM162A
GRIN2D,GRIN2D
CAMKK2,CAMKK2
C11orf97,C14H11orf97
TXNDC2,TXNDC2
NR1H3,NR1H3
PTGES3,PTGES3
CRAT,CRAT
ZNF569,ZNF569
SLC2A8,SLC2A8
UNG,UNG
PMEPA1,PMEPA1
PPP2R1B,PPP2R1B
PDHB,PDHB
FAM47E,FAM47E
TTC4,TTC4
ANKLE1,ANKLE1
CSPG5,CSPG5
SPRYD3,SPRYD3
STX8,STX8
ICA1L,ICA1L
GLT8D2,GLT8D2
Mafa-E,MAMU-E
DUSP5,DUSP5
ORAI3,ORAI3
NRIP2,NRIP2
ZBTB48,ZBTB48
SMAP1,SDHAF4
ALOX5AP,ALOX5AP
SLA,SLA
PIH1D2,PIH1D2
FAM131A,FAM131A
KHDRBS1,KHDRBS1
NELFE,NELFE
DCDC2C,DCDC2C
DOK6,DOK6
SYN2,SYN2
UVSSA,UVSSA
ETV4,ETV4
SDHAF1,SDHAF1
IQSEC1,IQSEC1
GUCA2A,GUCA2A
RNF130,RNF130
ACAD9,ACAD9
KAT8,KAT8
NFATC2IP,NFATC2IP
RNF41,RNF41
UXS1,UXS1
GLUL,GLUL
SETD7,SETD7
MT-ATP8,ATP8
WNT2B,WNT2B
SYP,SYP
ACOX3,ACOX3
MINDY4,MINDY4
SLC6A19,SLC6A19
CLSTN1,CLSTN1
MPP2,MPP2
PARD6A,PARD6A
TLCD3B,TLCD3B
ACTR1B,ACTR1B
PRDM6,PRDM6
SPMIP9,SPMIP9
MPP7,MPP7
ZNF433,ZNF433
SNX7,SNX7
MECR,MECR
GDPD4,GDPD4
TOX3,TOX3
SLC25A45,SLC25A45
SCN3B,SCN3B
PLD5,PLD5
PRPF31,PRPF31
CAMK2G,CAMK2G
LRRC34,LRRC34
IQCG,IQCG
NKX1-1,NKX1-1
SAMD15,SAMD15
HNRNPA2B1,HNRNPA2B1
TSEN34,TSEN34
NRF1,NRF1
PRR14,PRR14
CLDND2,CLDND2
VPS35,VPS35
IQCF6,IQCF6
HDGFL2,HDGFL2
SPATA32,SPATA32
TNFRSF25,TNFRSF25
OPN3,OPN3
SMG5,SMG5
C1orf43,C1H1orf43
MBNL2,MBNL2
ZBTB7C,ZBTB7C
KIF12,KIF12
MEIS2,MEIS2
TFAP2B,TFAP2B
RABGGTA,RABGGTA
UBE2Q1,UBE2Q1
SYT17,SYT17
DMWD,DMWD
CYTIP,CYTIP
POLR2G,POLR2G
CFI,CFI
CRTAC1,CRTAC1
MTHFSD,MTHFSD
ZFYVE28,ZFYVE28
RXYLT1,RXYLT1
PTPA,PTPA
AVEN,AVEN
USP35,USP35
AEN,AEN
SMARCD3,SMARCD3
ERF,ERF
TPBG,TPBG
GTSF1,GTSF1
PEX10,PEX10
UBE2H,UBE2H
EMILIN3,EMILIN3
GPR146,GPR146
AMD1,AMD1
DNAI3,DNAI3
FDX1,FDX1
CD3E,CD3E
DBX2,DBX2
DCAF12,DCAF12
ANGPTL6,ANGPTL6
SLC49A3,SLC49A3
EYA3,EYA3
EMILIN2,EMILIN2
DOC2A,DOC2A
BMP2,BMP2
ADAM2,ADAM2
SFSWAP,SFSWAP
ZBTB1,ZBTB1
SULT1C3,SULT1C3
ATP4A,ATP4A
SLAMF8,SLAMF8
HOXA3,HOXA3
EXOG,EXOG
ART1,ART1
FBXO47,FBXO47
TRAPPC9,TRAPPC9
LOXL2,LOXL2
RAP1GAP,RAP1GAP
CCN5,CCN5
LMO4,LMO4
NOXO1,NOXO1
PRELID3A,PRELID3A
ZYX,ZYX
FBP1,FBP1
MAP2K1,MAP2K1
TP73,TP73
RASD2,RASD2
SLC2A1,SLC2A1
CDO1,CDO1
TAMALIN,TAMALIN
IP6K2,IP6K2
SOCS7,SOCS7
RCSD1,RCSD1
RGS8,RGS8
AAR2,AAR2
VAC14,VAC14
DDAH1,DDAH1
NT5DC1,NT5DC1
UBE2N,UBE2N
SUSD2,SUSD2
SAMD11,SAMD11
IQCC,IQCC
MKRN2OS,MKRN2OS
SNRPD1,SNRPD1
COPS4,COPS4
STN1,STN1
TFF2,TFF2
RFLNB,RFLNB
XG,XG
PGRMC1,PGRMC1
BABAM2,BABAM2
GNAQ,GNAQ
PTDSS1,PTDSS1
TTC9,TTC9
IQCF2,IQCF2
NIPSNAP2,NIPSNAP2
MRO,MRO
PDE1A,PDE1A
TMEM190,TMEM190
FCRL4,FCRL4
HASPIN,HASPIN
C1QL4,C1QL4
ADAMTS19,ADAMTS19
E2F1,E2F1
MFRP,MFRP
EIF4E,EIF4E
MUL1,MUL1
FAM219A,FAM219A
VPS29,VPS29
MICOS13,MICOS13
GRM6,GRM6
PDZRN4,PDZRN4
PEX12,PEX12
CDK6,CDK6
NDUFB4,NDUFB4
SYMPK,SYMPK
STAU2,STAU2
UNC93B1,UNC93B1
OTC,OTC
PIGQ,PIGQ
ARID4B,ARID4B
NSFL1C,NSFL1C
THPO,THPO
B4GALT2,B4GALT2
WIPF1,WIPF1
ZFAND6,ZFAND6
RTN3,RTN3
MRE11,MRE11
MANEAL,MANEAL
HNRNPDL,HNRNPDL
ENPP7,ENPP7
FOXH1,FOXH1
GUCY2D,GUCY2D
PLEKHG7,PLEKHG7
GAS6,GAS6
CLK2,CLK2
KIRREL1,KIRREL1
ARHGEF1,ARHGEF1
DOK2,DOK2
DBNL,DBNL
RAVER2,RAVER2
CDCA4,CDCA4
APBB1IP,APBB1IP
MED4,MED4
PI16,PI16
H2AZ2,H2AZ2
MON1A,MON1A
RENBP,RENBP
SPRED1,SPRED1
PLD6,PLD6
ARHGAP6,ARHGAP6
FOXK1,FOXK1
RGS16,RGS16
B3GLCT,B3GLCT
FAM174B,FAM174B
METAP1,METAP1
SMIM19,SMIM19
CYP26C1,CYP26C1
GABRG1,GABRG1
FRMPD4,FRMPD4
NPC2,NPC2
IFT46,IFT46
RPIA,RPIA
RMND5B,RMND5B
RBL2,RBL2
IGFBP4,IGFBP4
BARHL1,BARHL1
SESN3,SESN3
UBAC2,UBAC2
SIVA1,SIVA1
MGAT1,MGAT1
TTC23,TTC23
CCDC134,CCDC134
UBA2,UBA2
FAM76A,FAM76A
FBXO39,FBXO39
FANK1,FANK1
BAK1,BAK1
FOXRED2,FOXRED2
OPCML,OPCML
COPRS,COPRS
POLR3H,POLR3H
NEK7,NEK7
IRF8,IRF8
SLC24A3,SLC24A3
MRPS27,MRPS27
GIPC1,GIPC1
CDCA7L,CDCA7L
FBLN7,TMEM87B
KCNAB3,KCNAB3
DOC2B,DOC2B
EFNB1,EFNB1
ASPHD1,ASPHD1
LAPTM4B,LAPTM4B
EPCAM,EPCAM
CTNND2,CTNND2
PLA2G4B,PLA2G4B
FBXW8,FBXW8
CDX1,CDX1
MAFG,MAFG
FLT3,FLT3
PPP4C,PPP4C
CD151,CD151
LRRN4,LRRN4
ITM2C,ITM2C
FERMT3,FERMT3
RAB1B,RAB1B
JPT2,JPT2
APPL1,APPL1
AJAP1,AJAP1
GALNT16,GALNT16
DNAJB1,DNAJB1
CNN1,CNN1
PLIN1,PLIN1
SUGP1,SUGP1
NICOL1,NICOL1
ASB1,ASB1
ELAPOR2,ELAPOR2
OXLD1,OXLD1
SUGT1,SUGT1
GCHFR,GCHFR
TDRD7,TDRD7
IGSF21,IGSF21
TMEM255B,TMEM255B
SNX32,SNX32
E2F5,E2F5
PHYH,PHYH
ALYREF,ALYREF
TMEM127,TMEM127
TP53I13,TP53I13
AHDC1,AHDC1
SLC39A13,SLC39A13
FEZ2,FEZ2
KLK11,KLK11
SIX3,SIX3
TNFAIP2,TNFAIP2
ZNF704,ZNF704
CFAP97D1,CFAP97D1
RUFY1,RUFY1
SORCS1,SORCS1
IKBIP,IKBIP
PHGDH,PHGDH
LACRT,LACRT
GNAL,GNAL
PPIE,PPIE
TAP2,MAMU-DOB
MATN4,MATN4
ACSBG1,ACSBG1
C17orf113,C16H17orf113
ERICH1,ERICH1
OR8J3,OR8J3
TAGLN3,TAGLN3
CS,CS
HTR3A,HTR3A
MS4A13,MS4A13
DCAF4,DCAF4
PANK3,PANK3
TBX21,TBX21
MAPK3,MAPK3
KIFC3,KIFC3
TEPSIN,TEPSIN
AREG,AREG
KCNE3,KCNE3
SLC16A11,SLC16A11
MELK,MELK
ZNF892,ZNF892
SNX31,SNX31
PAH,PAH
MSMB,MSMB
MAT1A,MAT1A
MATN2,MATN2
SLC6A18,SLC6A18
PIP5K1B,PIP5K1B
RNF144A,RNF144A
ZFR,ZFR
TFB2M,TFB2M
CRACD,CRACD
PROSER2,PROSER2
FCAMR,FCAMR
MIR30E,mml-mir-30e
CRB3,CRB3
SORBS3,SORBS3
PDE6D,PDE6D
PPP6R1,PPP6R1
TENT5A,TENT5A
BMI1,COMMD3
TMEM106C,TMEM106C
OLA1,OLA1
KLK14,KLK14
ELMOD2,ELMOD2
LAPTM4A,LAPTM4A
PAIP2,PAIP2
UBXN10,UBXN10
MMP15,MMP15
STON2,STON2
SNTG1,SNTG1
CYP27C1,CYP27C1
NAPG,NAPG
RNF138,RNF138
CARM1,CARM1
PHLPP1,PHLPP1
TFCP2L1,TFCP2L1
MACF1,MACF1
TENT5C,TENT5C
FBRS,FBRS
GPSM3,GPSM3
LZTS2,LZTS2
GRIK3,GRIK3
APOD,APOD
RHOU,RHOU
LDB1,LDB1
NKX6-2,NKX6-2
NABP1,NABP1
CDC42EP4,CDC42EP4
ACP1,ACP1
NPRL2,NPRL2
PLCD1,PLCD1
SDC4,SDC4
CDKN2AIP,CDKN2AIP
COX4I1,COX4I1
PRODH2,PRODH2
C13orf46,C17H13orf46
TRIM44,TRIM44
PLEKHS1,PLEKHS1
SYT8,SYT8
NOTUM,NOTUM
EIF3B,EIF3B
WDR12,WDR12
CNOT3,CNOT3
ARHGAP27,ARHGAP27
ATG4B,ATG4B
ABR,ABR
NPHS2,NPHS2
RWDD3,TLCD4
TMC6,TMC6
SCGB1D1,SCGB1D1
ADGRE2,ADGRE2
ARF6,ARF6
PINX1,PINX1
CTSE,CTSE
TCEA3,TCEA3
PTPN18,PTPN18
PAPSS2,PAPSS2
HEYL,HEYL
SLC25A22,SLC25A22
CYB561A3,CYB561A3
C1orf115,C1H1orf115
PRMT1,PRMT1
IRAK2,IRAK2
FCMR,FCMR
STOML1,STOML1
TBATA,TBATA
HERC2,HERC2
TMEM220,TMEM220
ASPSCR1,ASPSCR1
PHF13,PHF13
BMPR1B,BMPR1B
CD300A,CD300A
REPS2,REPS2
ATCAY,ATCAY
TRIB1,TRIB1
SMIM34,SMIM34
TTI2,FUT10
FAM228A,FAM228A
TENT4A,TENT4A
FBLN1,FBLN1
PPM1H,PPM1H
NPVF,NPVF
TEX51,TEX51
OSGIN2,OSGIN2
AKR1B1,AKR1B1
ULBP3,ULBP3
PORCN,PORCN
SCRN1,SCRN1
MORN1,MORN1
RAET1E,RAET1E
TSEN54,TSEN54
DENND11,DENND11
GORASP2,GORASP2
BAG5,BAG5
KLHDC4,KLHDC4
CABCOCO1,CABCOCO1
KCNN1,KCNN1
NFIC,NFIC
CLDND1,CLDND1
TMEM225B,TMEM225B
FERRY3,FERRY3
APLP2,APLP2
LBH,LBH
ACTL6B,ACTL6B
C5orf46,C6H5orf46
DDTL,DDTL
RNF126,RNF126
ASAH1,ASAH1
SOHLH1,SOHLH1
MLST8,MLST8
SLC22A23,SLC22A23
PLCD4,PLCD4
CYP2C8,CYP2C93
CYTH2,CYTH2
SLC66A1,SLC66A1
TAF4,TAF4
SKIC8,SKIC8
GDAP1L1,GDAP1L1
SLC10A3,UBL4A
LAMTOR2,LAMTOR2
SYNE3,SYNE3
ACKR3,ACKR3
NAGPA,NAGPA
SLC6A3,SLC6A3
UMAD1,UMAD1
KYAT1,KYAT1
RGS11,RGS11
FLOT2,FLOT2
GAS8,GAS8
HEY1,HEY1
TRARG1,TRARG1
GRSF1,GRSF1
TSTD3,TSTD3
NCOA4,NCOA4
SLCO1B3,SLCO1B3
LYN,LYN
TMEM192,TMEM192
AMZ1,AMZ1
ASPDH,ASPDH
LIX1L,LIX1L
GRIK4,GRIK4
SLC2A14,SLC2A14
KLF11,KLF11
MCEMP1,MCEMP1
PRKAA1,PRKAA1
MTERF1,MTERF1
PLIN4,PLIN4
NDE1,NDE1
CMTM6,CMTM6
BEST4,BEST4
SNX11,SNX11
SYT7,SYT7
NPDC1,NPDC1
FCRL3,FCRL3
UBE2L6,UBE2L6
ZFYVE27,ZFYVE27
NLRP11,NLRP11
PCBP4,PCBP4
TCIRG1,TCIRG1
UGT3A1,UGT3A1
PARP4,PARP4
KCNK12,KCNK12
GPRIN1,GPRIN1
WBP1,WBP1
SHISA4,SHISA4
CALR3,CALR3
SPATC1L,SPATC1L
ACTN4,ACTN4
PDLIM7,PDLIM7
TBC1D10A,TBC1D10A
PLEKHA8,PLEKHA8
DGLUCY,DGLUCY
RACK1,RACK1
BAHD1,BAHD1
NUDT22,NUDT22
EMG1,EMG1
TVP23A,TVP23A
CMTM8,CMTM8
APOE,APOE
RHBDF2,RHBDF2
VPS26B,VPS26B
PGBD5,PGBD5
NTHL1,NTHL1
SURF1,SURF1
VAMP1,VAMP1
RTN4R,RTN4R
RBFOX2,RBFOX2
AARSD1,AARSD1
FBLIM1,FBLIM1
TUBGCP5,TUBGCP5
TSPAN8,TSPAN8
WRNIP1,WRNIP1
RARG,RARG
CAMK1,CAMK1
LIPH,TMEM41A
DENR,DENR
TMCO3,TMCO3
JAKMIP3,JAKMIP3
ACHE,ACHE
PSMD14,PSMD14
ASB5,ASB5
RNPEPL1,RNPEPL1
NICN1,NICN1
ART5,ART5
ICOS,ICOS
RSPH3,RSPH3
SH3BGRL2,SH3BGRL2
CDHR5,CDHR5
TLE3,TLE3
SPRING1,SPRING1
HSD17B4,HSD17B4
CNTFR,CNTFR
C4orf19,C5H4orf19
SLIRP,SLIRP
SDHAF2,SDHAF2
HLA-DRA,MAMU-DRA
XYLB,XYLB
GAS2L1,GAS2L1
HSP90AB1,HSP90AB1
ZNF83,ZNF83
ZNF475,ZNF475
NQO2,NQO2
ZCCHC14,ZCCHC14
NKPD1,NKPD1
MLLT1,MLLT1
GTF2I,GTF2I
UAP1,UAP1
UBE2R2,UBE2R2
ZNF573,ZNF573
RASL11A,RASL11A
REM2,REM2
JPH1,JPH1
ASB2,ASB2
WAS,WAS
GON7,GON7
NUMBL,NUMBL
FKBP9,FKBP9
RGMA,RGMA
ZNF286A,ZNF286A
SSBP1,SSBP1
AKIP1,AKIP1
NUP37,NUP37
CST8,CST8
TRMT61A,TRMT61A
EIF5A,EIF5A
FGF19,FGF19
DCUN1D4,DCUN1D4
ZBTB46,ZBTB46
NTPCR,NTPCR
CSNK1D,CSNK1D
SNX5,SNX5
CACNG7,CACNG7
CCNK,CCNK
INKA1,INKA1
NDEL1,NDEL1
STC1,STC1
GPM6B,GPM6B
MAL,MAL
AQP5,AQP5
SCLY,SCLY
PDIA3,PDIA3
SLC66A2,SLC66A2
UFD1,UFD1
SALL2,SALL2
MTSS2,MTSS2
PAN3,PAN3
SLC25A3,SLC25A3
C8orf82,C8H8orf82
C2orf68,C13H2orf68
FEV,FEV
DSCC1,DSCC1
MIR152,MIR152
NOVA2,NOVA2
NDUFA5,NDUFA5
SNAP47,SNAP47
SIL1,SIL1
SNORA1B,SNORA1B
KCNH2,KCNH2
PRADC1,PRADC1
ABTB1,ABTB1
FBXL17,FBXL17
DMRTB1,DMRTB1
CLIP1,CLIP1
PATE2,PATE2
RPS4Y2,RPS4Y2
DGKA,DGKA
ACP5,ACP5
DHFR2,DHFR2
COMT,COMT
CASP12,CASP12
FAM131B,FAM131B
ARHGAP9,ARHGAP9
TMEM200B,TMEM200B
ZBTB8B,ZBTB8B
MTA1,MTA1
SPATA13,SPATA13
SPHK2,SPHK2
DYNAP,DYNAP
PNMT,PNMT
NUP62CL,NUP62CL
PDZD9,PDZD9
IL2RA,IL2RA
CEP20,CEP20
SINHCAF,SINHCAF
PPP1R1A,PPP1R1A
TDP2,TDP2
RANGAP1,RANGAP1
ATP5PF,ATP5PF
PLAUR,PLAUR
SHANK2,SHANK2
SLC7A6OS,SLC7A6OS
ENKUR,ENKUR
MEOX1,MEOX1
SFT2D1,SFT2D1
SIK2,SIK2
CARHSP1,CARHSP1
SBSPON,SBSPON
CDK2AP1,CDK2AP1
PYCARD,PYCARD
IFT27,IFT27
KLK12,KLK12
CLYBL,CLYBL
C1QTNF8,C1QTNF8
TREM2,TREM2
RGS10,RGS10
TADA2B,TADA2B
MAP2K4,MAP2K4
ELK3,ELK3
GRIK5,GRIK5
SLC35D2,SLC35D2
MTX2,MTX2
JOSD1,JOSD1
ADGRB1,ADGRB1
MBD2,MBD2
FAIM,FAIM
APLP1,APLP1
C1QC,C1QC
SERPINH1,SERPINH1
ZNF648,ZNF648
ZNF77,ZNF77
TBC1D25,TBC1D25
NPEPL1,NPEPL1
AMMECR1,AMMECR1
PFKFB1,PFKFB1
JAM3,JAM3
UBE2M,UBE2M
ATP6V1B2,ATP6V1B2
GFRA4,GFRA4
CD160,CD160
CD86,CD86
WDR27,WDR27
ERC1,ERC1
CYP2C9,CYP2C18
EIF5A2,EIF5A2
IQCF3,IQCF3
UCHL3,UCHL3
SHBG,SHBG
PLPPR5,PLPPR5
TNFRSF11A,TNFRSF11A
EGFL7,EGFL7
BEND4,BEND4
NLRP12,NLRP12
ST3GAL6,ST3GAL6
NDUFA10,NDUFA10
PLP2,PLP2
MPEG1,MPEG1
SNAI3,SNAI3
SLCO3A1,SLCO3A1
RBMS3,RBMS3
DZIP1L,DZIP1L
GALK1,GALK1
TLX1,TLX1
TRABD2B,TRABD2B
B3GNT8,B3GNT8
REG1A,REG1A
MAEA,MAEA
COX7C,COX7C
CCDC77,CCDC77
ZNF280B,ZNF280B
RBM23,RBM23
TM2D3,TM2D3
SEPTIN6,SEPTIN6
TSPEAR,TSPEAR
RELL1,RELL1
ATP2A3,ATP2A3
SSR2,SSR2
CYP2W1,CYP2W1
TAMM41,TAMM41
BRME1,BRME1
CEL,CEL
CBX8,CBX8
FAM53A,FAM53A
TRIM41,TRIM41
HMGN5,HMGN5
DCAF8,DCAF8
GXYLT2,GXYLT2
AZIN2,AZIN2
HTRA1,HTRA1
SMARCD1,SMARCD1
RLIG1,RLIG1
ZNF593,ZNF593
C1orf159,C1H1orf159
KLF4,KLF4
ERO1A,ERO1A
SRPK2,SRPK2
ANKRD24,ANKRD24
LY6G6F,g6g-ly6g6d
CDH24,CDH24
GCH1,GCH1
CEACAM18,CEACAM18
IL31,IL31
NCALD,NCALD
TDRD9,TDRD9
CD226,CD226
PEX11A,PEX11A
NKAIN1,NKAIN1
DYNC1LI1,DYNC1LI1
MTCL2,MTCL2
TGIF1,TGIF1
GMNC,GMNC
B3GNT9,B3GNT9
HS3ST3B1,HS3ST3B1
TNF,TNF
NEK6,NEK6
PEX6,PEX6
PLAAT4,PLAAT4
RBFA,RBFA
RAB13,RAB13
YRDC,YRDC
CHRFAM7A,CHRNA7
ARHGAP8,ARHGAP8
PITPNA,PITPNA
PDE10A,PDE10A
RTN2,RTN2
NLRP2,NLRP2
SFI1,SFI1
CRYL1,CRYL1
PHPT1,PHPT1
FGF11,FGF11
ARL2,ARL2
LYRM7,LYRM7
CHST2,CHST2
KLC1,KLC1
HOXD8,HOXD8
ASPHD2,ASPHD2
CFAP68,CFAP68
GNB2,GNB2
MIR326,MIR326
FNDC4,FNDC4
IL15RA,IL15RA
PURG,PURG
PCLAF,PCLAF
P3H4,P3H4
TUBB3,TUBB3
TNNC1,TNNC1
LRCH3,LRCH3
ANP32A,ANP32A
SEMA6B,SEMA6B
GM2A,GM2A
MARCKSL1,MARCKSL1
CEP162,CEP162
KIRREL2,KIRREL2
MEMO1,MEMO1
SGCG,SGCG
COX17,COX17
PAQR9,PAQR9
BICDL1,BICDL1
FABP6,FABP6
TECTB,TECTB
ZNF266,ZNF266
CCDC78,CCDC78
STK38L,STK38L
NKD2,NKD2
DHRS2,DHRS2
DLGAP1,DLGAP1
HSF2BP,HSF2BP
HSF1,HSF1
RHOT2,RHOT2
ARMC6,ARMC6
TRIM7,TRIM7
SYNDIG1,SYNDIG1
FSCB,FSCB
DIMT1,DIMT1
C4orf46,C5H4orf46
GPT,GPT
EFHD1,EFHD1
RFLNA,RFLNA
LONRF3,LONRF3
C1QTNF5,C1QTNF5
NRG2,NRG2
