rhesus_macaque gene name,commonmarmoset gene name
RPL39,RPL39
MIR142,MIR142
mml-mir-101-1,cja-mir-101-1
RAB8A,RAB8A
YPEL5,YPEL5
RACK1,RACK1
CHIC2,CHIC2
mml-mir-214,cja-mir-3120
mml-mir-199a-1,MIR199A2
ARL4A,ARL4A
MIR6501,MIR6501
ID4,ID4
SRSF5,SRSF5
HAS2,HAS2
ACTL6A,ACTL6A
SNORD2,SNORD2
RPS27,RPS27
LSM6,LSM6
H3-3A,H3F3A
mml-mir-29b-1,cja-mir-29b-2
mml-mir-137,MIR137
mml-mir-544,cja-mir-544
ATF3,ATF3
SEC22B,SEC22B
MIR197,cja-mir-197
SNORD66,SNORD66
GNAQ,GNAQ
MED31,MED31
SMU1,SMU1
mml-mir-107,cja-mir-103a-3
SH3BGRL,SH3BGRL
POLR3K,POLR3K
ARL5A,ARL5A
SNORD6,SNORD6
mml-mir-129-2,cja-mir-129-1
RPL10,RPL10
SNRPD2,SNRPD2
MIR15A,MIR15A
CAND1,CAND1
mml-mir-505,cja-mir-505
PRPS1,PRPS1
MIRLET7F1,MIRLET7F1
mml-mir-99a,cja-mir-99
MIRLET7C,MIRLET7C
GRIK2,GRIK2
MIR124-3,MIR124-3
mml-mir-130a,MIR130A
RAB10,RAB10
COPS3,COPS3
RPS13,RPS13
mml-mir-125b-1,cja-mir-125
mml-mir-92a-2,cja-mir-92a-1
MIR3661,MIR3661
mml-mir-759,cja-mir-759
MIR935,MIR935
IGF2BP1,IGF2BP1
mml-mir-491,cja-mir-491
mml-mir-340,MIR340
MIR199B,MIR199B
DYNLL2,DYNLL2
CNOT8,CNOT8
mml-mir-17,MIR17
MIR18A,MIR18A
mml-mir-19a,MIR19A
ACTR3B,ACTR3B
TMSB15B,TMSB15B
mml-mir-133a,cja-mir-133a-1
SNORD114-1,SNORD114-1
NLK,NLK
NOP10,NOP10
RND3,RND3
TWIST2,TWIST2
DDX50,DDX50
SNORD113-4,SNORD113-4
MIRLET7A1,MIRLET7A1
MIR3618,MIR3618
MIR378A,MIR378A
mml-mir-124a-1,MIR124-2
SEC61G,SEC61G
H2BC4,HIST1H2BF
MIR383,MIR383
mml-mir-95,cja-mir-95
mml-mir-190a,cja-mir-190a
mml-mir-1-1,cja-mir-1a-2
mml-mir-208b,MIR208B
mml-mir-135a-2,MIR135A2
mml-mir-455,MIR455
XPO1,XPO1
mml-mir-124a-2,cja-mir-124-2
MIR101-2,MIR101-2
mml-mir-873,MIR873
PRMT8,PRMT8
KBTBD2,KBTBD2
HPSE2,HPSE2
LRRTM3,LRRTM3
CPNE4,CPNE4
ACVR2A,ACVR2A
CNKSR2,CNKSR2
KCNA1,KCNA1
SERINC1,SERINC1
ZC4H2,ZC4H2
FAF2,FAF2
MFAP1,MFAP1
KCTD1,KCTD1
RAB5C,KAT2A
ARRDC3,ARRDC3
ARL4C,ARL4C
KLF12,KLF12
GPHN,GPHN
UGCG,UGCG
RBMX,RBMX
CHD4,CHD4
PROX1,PROX1
XPR1,XPR1
GBX2,GBX2
TFAP4,TFAP4
FOXB1,FOXB1
GJD2,GJD2
CYFIP1,CYFIP1
PPP6C,PPP6C
KLF6,KLF6
JAKMIP2,JAKMIP2
SPIN1,SPIN1
CYP26B1,CYP26B1
GRID1,GRID1
LARGE1,LARGE1
SMURF2,SMURF2
RNF187,RNF187
TSN,TSN
H1-5,H1-5
PSMC2,PSMC2
TRPC5,TRPC5
OSTF1,OSTF1
RAB38,RAB38
ELK3,ELK3
RNF152,RNF152
GRID2,GRID2
SMG1,SMG1
ERGIC2,ERGIC2
FZD2,FZD2
mml-mir-136,MIR136
USP22,USP22
GNB4,GNB4
RTCB,RTCB
TAB1,TAB1
NTRK2,NTRK2
MZT1,MZT1
CASTOR2,CASTOR2
NUDT11,NUDT11
ZNF148,ZNF148
PIM1,PIM1
PAPSS1,PAPSS1
NAPG,NAPG
MED7,MED7
BRINP3,BRINP3
ORMDL1,ORMDL1
GALNT17,GALNT17
GATA3,GATA3
TNKS,TNKS
ARHGAP42,ARHGAP42
THAP1,THAP1
FAM120A,FAM120A
AP3M2,AP3M2
PGK1,PGK1
KIF5B,KIF5B
NLGN1,NLGN1
HS6ST1,HS6ST1
SNORA50A,SNORA50A
NXPH1,NXPH1
SNORA72,SNORA72
DUSP4,DUSP4
LRRTM1,LRRTM1
BAMBI,BAMBI
SNORD43,SNORD43
RHOU,RHOU
TBC1D22B,TBC1D22B
SPIN4,SPIN4
RTL6,RTL6
EPC1,EPC1
CTNND2,CTNND2
DNAJC19,DNAJC19
KCNK1,KCNK1
SNORD67,SNORD67
mml-mir-10a,MIR10A
RAB3B,RAB3B
MAGEH1,MAGEH1
SIM1,SIM1
CSMD3,CSMD3
OLIG2,OLIG2
BTBD1,BTBD1
RPS6KA1,RPS6KA1
RPL36AL,RPL36AL
SLITRK2,SLITRK2
TMED2,TMED2
SLC39A10,SLC39A10
LMO1,LMO1
EXOC4,EXOC4
BTBD9,BTBD9
RALYL,RALYL
PGAP4,PGAP4
FERMT2,FERMT2
CDH11,CDH11
ZNF146,ZNF146
mml-mir-127,MIR127
DHDDS,DHDDS
SNORD116,SNORD116
ARMCX3,ARMCX3
IMP3,IMP3
SNX13,SNX13
C14H11orf58,C11orf58
GLRA1,GLRA1
NEFL,NEFL
KCNA6,KCNA6
SLIT2,SLIT2
DKK2,DKK2
mml-mir-186,cja-mir-186
TLX3,TLX3
SNORD33,SNORD33
SNORD79,SNORD79
SMARCAD1,SMARCAD1
SNORD115,SNORD115
RABGEF1,RABGEF1
EXOSC4,EXOSC4
KLHDC2,KLHDC2
CACNA1C,CACNA1C
FLNA,FLNA
SNORD20,SNORD20
CNOT6,CNOT6
SPRY2,SPRY2
SFRP1,SFRP1
NR5A2,NR5A2
GABBR1,GABBR1
VTA1,VTA1
GFPT2,GFPT2
TIAM1,TIAM1
SNRPB2,SNRPB2
KLHL1,KLHL1
CAB39L,CAB39L
GRIA3,GRIA3
SNORD93,SNORD93
mml-mir-146b,cja-mir-146b
SNORD113-8,SNORD113-8
FRG1,FRG1
CDADC1,CDADC1
KLHL28,KLHL28
MIOS,MIOS
SNORD65,SNORD65
ZC3H12B,ZC3H12B
SGCD,SGCD
ZNF326,ZNF326
PSEN1,PSEN1
SHISA9,SHISA9
HELZ,HELZ
UBR2,UBR2
SATB2,SATB2
GPR88,GPR88
PI4KA,PI4KA
FGF16,FGF16
SNORD38B,SNORD38B
DAPK1,DAPK1
MEMO1,MEMO1
ZYG11B,ZYG11B
PARP11,PARP11
SPTLC1,SPTLC1
SNORA46,SNORA46
SNORA16A,SNORA16A
NRXN1,NRXN1
ELAVL2,ELAVL2
SNORA13,SNORA13
TMEM60,TMEM60
PDZK1IP1,TAL1
SNORD58,SNORD58
CERS6,CERS6
AKR1A1,AKR1A1
ELMO1,ELMO1
CHIC1,CHIC1
PCDH18,PCDH18
ATG3,ATG3
PHTF2,PHTF2
CLIC2,CLIC2
TLK2,TLK2
IPO11,IPO11
HS3ST1,HS3ST1
LIMS1,LIMS1
ELL2,ELL2
TP53INP1,TP53INP1
WDFY3,WDFY3
OTULINL,OTULINL
NPM1,NPM1
GFRA2,GFRA2
BCR,BCR
C1orf70,TMEM240
HDAC2,HDAC2
CACYBP,CACYBP
CDKN2C,CDKN2C
CSMD1,CSMD1
KLHL9,KLHL9
HNRNPF,HNRNPF
DNMT3A,DNMT3A
ZSWIM5,ZSWIM5
KCTD12,KCTD12
BCL9,BCL9
MED13L,MED13L
ORAI1,ORAI1
SLCO3A1,SLCO3A1
MED15,MED15
TTC13,TTC13
PMP22,PMP22
ABHD17B,ABHD17B
MCM2,MCM2
SEC62,SEC62
ATRN,ATRN
SNX33,SNX33
MEX3B,MEX3B
POU5F1,POU5F1
LSM11,LSM11
CSDC2,CSDC2
ZNF462,ZNF462
DSP,DSP
HECW2,HECW2
SEC63,SEC63
MFSD14B,HIATL1
SUSD6,KIAA0247
LRFN2,LRFN2
SNORD59A,SNORD59A
CDH9,CDH9
CACNA1B,CACNA1B
SNORD45B,SNORD45B
INPP4B,INPP4B
SNORD125,SNORD125
POLE2,POLE2
RLIM,RLIM
DNAJC2,DNAJC2
NELFCD,NELFCD
LZTS1,LZTS1
TTLL1,TTLL1
TTC17,TTC17
BEND3,BEND3
GSX2,GSX2
KCNT2,KCNT2
SOCS6,SOCS6
FGF10,FGF10
CNNM1,CNNM1
ZNF567,ZNF567
SHC3,SHC3
TLE4,TLE4
MAGT1,MAGT1
AFDN,AFDN
RAD23B,RAD23B
SMOX,SMOX
CPE,CPE
UPF3B,UPF3B
NAT10,NAT10
SLC39A9,SLC39A9
PHOX2A,PHOX2A
SLC25A24,SLC25A24
SNORA33,SNORA33
PSMD12,PSMD12
FZD8,FZD8
AP1AR,AP1AR
CACNB4,CACNB4
mml-mir-144,cja-mir-144
SNORA35B,SNORA35B
PTAR1,PTAR1
RMND5A,RMND5A
CARD11,CARD11
SNORD70B,SNORD70B
UPF2,UPF2
PCDH17,PCDH17
DOP1A,DOP1A
KCNJ3,KCNJ3
mml-mir-489,cja-mir-489
CBLB,CBLB
COLGALT2,COLGALT2
HNF4G,HNF4G
IQGAP1,IQGAP1
mml-mir-193b,cja-mir-193
MFF,MFF
CERK,CERK
IER3IP1,IER3IP1
HLF,HLF
LANCL2,LANCL2
TEKT3,TEKT3
CNTN5,CNTN5
PIEZO2,PIEZO2
KPNA2,KPNA2
PDE11A,PDE11A
PLEKHD1,PLEKHD1
mml-mir-494,cja-mir-494
TARS1,TARS1
PLAA,PLAA
C1QTNF7,C1QTNF7
SNORD45C,SNORD45C
DGCR2,DGCR2
SNORD83,SNORD83
HS3ST3B1,HS3ST3B1
KLHL25,KLHL25
AKAP10,AKAP10
GABRG3,GABRG3
mml-mir-875,cja-mir-875
DOCK2,DOCK2
CHCHD3,CHCHD3
UCP2,UCP2
SNORD113-7,SNORD113-7
SNORD69,SNORD69
SLC25A53,SLC25A53
ALK,ALK
DCC,DCC
MYB,MYB
mml-mir-140,cja-mir-140
SNORD24,SNORD24
CLDN18,CLDN18
THG1L,THG1L
MRPL15,MRPL15
PPARGC1A,PPARGC1A
ZFP14,ZFP14
PPP1R14C,PPP1R14C
HTR2C,HTR2C
mml-mir-23a,MIR23A
SGSM1,SGSM1
NNT,NNT
LHFPL3,LHFPL3
SNORD113-9,SNORD113-9
RPL10L,RPL10L
DNAJC13,DNAJC13
SLC1A4,SLC1A4
SNORD82,SNORD82
LBH,LBH
SLC45A1,SLC45A1
EDEM1,EDEM1
CBLN2,CBLN2
CAAP1,CAAP1
KAT2B,KAT2B
MED24,MED24
ZNF532,ZNF532
CNTN6,CNTN6
SNORD92,SNORD92
DRD1,DRD1
ECT2,ECT2
GJA1,GJA1
CARNMT1,CARNMT1
ZBTB39,ZBTB39
TIAL1,TIAL1
SNORA55,SNORA55
RNF144B,RNF144B
ATP11B,ATP11B
SNORD64,SNORD64
SNORD52,SNORD52
FAF1,FAF1
MTAP,MTAP
MTDH,MTDH
ABCD3,ABCD3
OPLAH,OPLAH
SMYD3,SMYD3
NIPA2,NIPA2
TMEM182,TMEM182
MGAT3,MGAT3
PDGFRA,PDGFRA
WDR47,WDR47
BFAR,BFAR
SNORD7,SNORD7
LPAR2,LPAR2
MCTP2,MCTP2
ZFAND3,ZFAND3
MIEF1,MIEF1
CAPN1,CAPN1
ABI1,ABI1
SNORD21,SNORD21
ZNF12,ZNF12
SNORD48,SNORD48
CHL1,CHL1
WAPL,WAPL
CCDC177,CCDC177
LRP5,LRP5
KLHL8,KLHL8
SNORD53B,SNORD53B
RAPGEF5,RAPGEF5
AP1S3,AP1S3
ZNF70,ZNF70
PCDH20,PCDH20
FOXB2,FOXB2
SLITRK6,SLITRK6
KLF13,KLF13
ARGLU1,ARGLU1
SNORD88C,SNORD88C
RCAN3,RCAN3
BIRC2,BIRC2
DAB1,DAB1
KRT12,KRT12
SCARF2,SCARF2
AUTS2,AUTS2
NFAT5,NFAT5
HADHB,HADHB
PODN,PODN
BHMT2,BHMT
USP7,USP7
DENND4C,DENND4C
R3HDM1,R3HDM1
SIPA1L3,SIPA1L3
mml-mir-145,cja-mir-145
RAB3GAP1,RAB3GAP1
JADE3,PHF16
CHAMP1,CHAMP1
SNORA3A,SNORA3A
GPER1,GPER
CDK20,CDK20
LMLN,LMLN
GMPS,GMPS
AGL,AGL
TPST1,TPST1
CHRM3,CHRM3
IFT74,IFT74
PATL1,PATL1
IFIT5,IFIT5
SNORA35,SNORA35
FER,FER
MATN1,MATN1
TRIM7,TRIM7
BARX1,BARX1
ZBTB10,ZBTB10
GFI1,GFI1
ARHGAP24,ARHGAP24
ZNF569,ZNF569
PGAM4,PGAM4
UTP25,UTP25
SNORD11,SNORD11
SNORA29,SNORA29
SMC4,SMC4
OSTM1,OSTM1
PDSS1,PDSS1
PEX12,PEX12
FAM136A,FAM136A
LRIG3,LRIG3
SNRNP40,SNRNP40
RUSF1,RUSF1
SNCAIP,SNCAIP
SNORD94,SNORD94
CCSER1,CCSER1
PTPN4,PTPN4
PMPCB,PMPCB
PRMT2,PRMT2
SEC23IP,SEC23IP
SCARNA18,SCARNA18
CHST7,CHST7
RNF103,RNF103
EPYC,EPYC
SH3BP4,SH3BP4
ALG6,ALG6
PIP5K1B,PIP5K1B
NUBP1,NUBP1
GLO1,GLO1
TENT5B,FAM46B
MDGA2,MDGA2
SNORA66,SNORA66
ZBED5,ZBED5
SLC5A7,SLC5A7
SCARNA10,SCARNA10
N4BP1,N4BP1
SNORD96,SNORD96
FAM43B,FAM43B
SNORD73,SNORD73
ARID3B,ARID3B
ADAMTS5,ADAMTS5
GHSR,GHSR
ZNF585A,ZNF585A
CHP2,CHP2
SNORA23,SNORA23
mml-mir-27a,MIR27A
CNTN4,CNTN4
ZNFX1,ZNFX1
CYP2U1,CYP2U1
RTN4RL2,RTN4RL2
RNF13,RNF13
ZNF281,ZNF281
ZNF250,ZNF250
EGFR,EGFR
TTC27,TTC27
TEKT5,TEKT5
LDLRAD4,LDLRAD4
IGSF11,IGSF11
PPP2R1A,PPP2R1A
RPN2,RPN2
ZNF558,ZNF558
SLC36A1,SLC36A1
ZNF791,ZNF791
SDK1,SDK1
SNORD113-6,SNORD113-6
SNORD107,SNORD107
POLE,POLE
ACTR3,ACTR3
ATP9B,ATP9B
PLEKHA5,PLEKHA5
ALG10,ALG10
AGPS,AGPS
RINT1,RINT1
SNORD16,SNORD16
DDHD1,DDHD1
NR3C1,NR3C1
TTC9,TTC9
DOCK8,DOCK8
AJM1,AJM1
PHF2,PHF2
SPRY1,SPRY1
STX11,STX11
SNORA79,SNORA79
SNORD5,SNORD5
PTGER2,PTGER2
PDE12,PDE12
MFSD13A,MFSD13A
ERCC4,ERCC4
ALG11,ALG11
YME1L1,YME1L1
WAS,WAS
NGLY1,NGLY1
PHLPP1,PHLPP1
RHBDL2,RHBDL2
CRCT1,CRCT1
INPPL1,INPPL1
MFN1,MFN1
TRAF2,TRAF2
PCBP3,PCBP3
PHGDH,PHGDH
EFL1,EFL1
LYPLA1,LYPLA1
BICC1,BICC1
PRPS1L1,PRPS1L1
BLOC1S5,TXNDC5
TCF20,TCF20
ZNF184,ZNF184
FLII,FLII
SNORA48,SNORA48
KIF13B,KIF13B
PTH2R,PTH2R
ECHDC2,ECHDC2
CDC42BPA,CDC42BPA
REV3L,REV3L
TMLHE,TMLHE
TOM1L1,TOM1L1
SHOX2,SHOX2
ZSCAN2,ZSCAN2
ADGRL3,ADGRL3
ENTREP1,ENTREP1
SYDE1,SYDE1
GPATCH8,GPATCH8
NEXMIF,NEXMIF
GABPA,GABPA
ZNF25,ZNF25
CYP4F22,CYP4F22
RD3,RD3
TBCA,TBCA
mml-mir-105-1,cja-mir-105
SLC17A5,SLC17A5
TRHDE,TRHDE
JMY,JMY
SLC25A2,SLC25A2
SNORD35A,SNORD35A
CSK,CSK
UGGT1,UGGT1
SMIM19,C8orf40
PCDH15,PCDH15
TTC39B,TTC39B
STON2,STON2
AMOT,AMOT
ADARB2,ADARB2
KIFBP,DDX21
ZNF490,ZNF490
FSTL5,FSTL5
mml-mir-194-1,cja-mir-194
ZNF331,ZNF331
AEBP2,AEBP2
COL22A1,COL22A1
ACBD5,ACBD5
SNORD45A,SNORD45A
PDE3A,PDE3A
TMEM51,TMEM51
CDS1,CDS1
N4BP3,N4BP3
mml-mir-874,MIR874
SNORD60,SNORD60
SNORA1,SNORA1
GPALPP1,GPALPP1
TMEM272,TMEM272
MTMR4,MTMR4
HOXB13,HOXB13
SNORA19,SNORA19
SNORA26,SNORA26
FAT2,FAT2
TEKT4,TEKT4
SMNDC1,SMNDC1
GNA13,GNA13
CAMK1G,CAMK1G
SCP2,SCP2
CACNB1,CACNB1
LDOC1,LDOC1
EEA1,EEA1
SLC6A15,SLC6A15
TASOR,TASOR
AFAP1,AFAP1
RET,RET
GSDMA,GSDMA
PRMT3,PRMT3
GEMIN5,GEMIN5
WASHC1,WASHC1
SNORA40,SNORA40
KCNH4,KCNH4
ZMYND11,ZMYND11
SLC5A1,SLC5A1
MMAA,MMAA
FAM240B,FAM240B
KMT2C,KMT2C
FAM20C,FAM20C
SNORA58B,SNORA58B
SNORA80A,SNORA80A
ABCC4,ABCC4
NEDD1,NEDD1
SCIN,SCIN
COG6,COG6
DOC2B,DOC2B
ROBO2,ROBO2
DNAH7,DNAH7
ZNF286A,ZNF286A
PSIP1,PSIP1
CDK14,CDK14
mml-mir-885,cja-mir-885
PLEKHM1,PLEKHM1
TAF4B,TAF4B
STAMBP,STAMBP
SLC5A10,SLC5A10
BEST3,BEST3
BRCC3,BRCC3
mml-mir-143,MIR143
SNORA25,SNORA25
SNORD100,SNORD100
SNORA84,SNORA84
OR52N4,OR52N4
GHITM,GHITM
MMACHC,MMACHC
OR4K1,OR4K1
TTC8,TTC8
SNORD114-12,SNORD114-12
KLHL4,KLHL4
ATP1A1,ATP1A1
RCC1L,RCC1L
ZFY,ZFY
DYSF,DYSF
EPRS1,EPRS1
SNORD15,SNORD15
CLPB,CLPB
MSTN,MSTN
SNORA30,SNORA30
SNORA11G,SNORA11G
HMBS,HMBS
SNORD99,SNORD99
SNORD36,SNORD36
PRC1,PRC1
DDX3Y,DDX3Y
IGSF9B,IGSF9B
SNORA80E,SNORA80E
SNORD111,SNORD111
SNORD12B,SNORD12B
ZNF485,ZNF485
GADL1,GADL1
VPS13C,VPS13C
TARS3,TARS3
TSPEAR,TSPEAR
SNORD102,SNORD102
BPNT2,BPNT2
mml-mir-342,cja-mir-342
SNORD114-25,SNORD114-25
SNORD61,SNORD61
SNORD113-3,SNORD113-3
TEK,TEK
TRIT1,TRIT1
CDC42BPG,CDC42BPG
CXCR3,CXCR3
FAM20A,FAM20A
KYNU,KYNU
PRR5,PRR5
SNORD12,SNORD12
mml-mir-451,cja-mir-451
LTN1,LTN1
NOTCH2,NOTCH2
SNORA81,SNORA81
ANKRD55,ANKRD55
GPR37,GPR37
EIF3E,EIF3E
CCDC85A,CCDC85A
CHRNB3,CHRNB3
C5H4orf33,C4orf33
AXL,AXL
NFKB2,NFKB2
DENND4B,DENND4B
DEK,DEK
FOCAD,FOCAD
FAM78A,FAM78A
HELLS,HELLS
OR6N1,OR6N1
CILP2,CILP2
OR6B1,OR6B1
BPNT1,BPNT1
SNORA27,SNORA27
SNORA62,SNORA62
IL6ST,IL6ST
YWHAE,YWHAE
GTF2B,GTF2B
RANBP17,RANBP17
mml-mir-34a,cja-mir-34a
SNORA41B,SNORA41B
MRPL57,MRPL57
LIFR,LIFR
IRS1,IRS1
SLC16A12,SLC16A12
ATP12A,ATP12A
TJP1,TJP1
SLC44A1,SLC44A1
NIPSNAP2,NIPSNAP2
EPB41L2,EPB41L2
ALOX5,ALOX5
AFF1,AFF1
GRIP2,GRIP2
SNORA52,SNORA52
TMEM100,TMEM100
UBE2M,UBE2M
MELK,MELK
LSAMP,LSAMP
EPB41L5,EPB41L5
SPAG6,SPAG6
AHR,AHR
MTCL1,MTCL1
MORN3,MORN3
KLHL35,KLHL35
F2RL1,F2RL1
SNORA20,SNORA20
SNORA69,SNORA69
EGLN2,EGLN2
SNAPC3,SNAPC3
SNORA54,SNORA54
AMZ2,AMZ2
PLEKHA7,PLEKHA7
ATP23,ATP23
SNX16,SNX16
mml-mir-9-3,MIR9-3
OSBPL10,OSBPL10
RABL2B,RABL2B
TRIM13,TRIM13
BCOR,BCOR
KANK1,KANK1
ARMC5,ARMC5
ACSL6,ACSL6
EPX,EPX
AK2,AK2
SCGN,SCGN
TRNP1,TRNP1
ATP4B,ATP4B
SNORA31,SNORA31
CPM,CPM
SNORD101,SNORD101
ZNF770,ZNF770
CYP24A1,CYP24A1
CELF2,CELF2
LLPH,LLPH
mml-mir-100,MIR100
EIF1AY,EIF1AY
ZBTB41,ZBTB41
VDAC2,VDAC2
mml-mir-153-1,cja-mir-153-2
MPHOSPH8,MPHOSPH8
DNASE1L1,DNASE1L1
COL4A4,COL4A4
SASH1,SASH1
NTPCR,NTPCR
KAZN,KAZN
KIF27,KIF27
MBTD1,MBTD1
RASEF,RASEF
SLC28A3,SLC28A3
IQSEC3,IQSEC3
RBM45,RBM45
SNRPC,SNRPC
RGS18,RGS18
CHORDC1,CHORDC1
GABRR3,GABRR3
SNORD53,SNORD53
DNAAF10,DNAAF10
AFG2A,AFG2A
RAPGEF6,RAPGEF6
CHRNB4,CHRNB4
PTPRU,PTPRU
PUS7,PUS7
ZNF793,ZNF793
GIP,GIP
ITGA4,ITGA4
SLCO1A2,SLCO1A2
HSD17B7,HSD17B7
MYO15A,MYO15A
UPK3A,UPK3A
CDKL5,CDKL5
ZNF570,ZNF570
SNORA14A,SNORA14A
S100A11,S100A11
CNTN3,CNTN3
TMC3,TMC3
ZNF790,ZNF790
SS18,SS18
THBS2,THBS2
METRNL,METRNL
CFAP97D1,CFAP97D1
HEPACAM2,HEPACAM2
SNORD46,SNORD46
SSBP2,SSBP2
ZFP36L1,ZFP36L1
BEST4,BEST4
RBL1,RBL1
FAM135B,FAM135B
ZFYVE1,ZFYVE1
SNORA67,SNORA67
SERPINB8,SERPINB8
VKORC1L1,VKORC1L1
NPHP1,NPHP1
RTTN,RTTN
APBA2,APBA2
OR4N5,OR4N5
DDX55,DDX55
CTSC,CTSC
ATF4,ATF4
RGS20,RGS20
SLC17A2,SLC17A2
SUCLG1,SUCLG1
TUT7,TUT7
LSM3,LSM3
PNMA8C,PNMA8C
SLC9A7,SLC9A7
KDM2B,KDM2B
PLAGL1,PLAGL1
MCM4,MCM4
SNORA30B,SNORA30B
DOK2,DOK2
USP51,USP51
GPR15,GPR15
KCNMB2,KCNMB2
ACTL7B,ACTL7B
TMEM143,TMEM143
mml-mir-675,cja-mir-675
SNORD72,SNORD72
GAB3,GAB3
BARHL2,BARHL2
SPOCK3,SPOCK3
TMTC4,TMTC4
SNORD105,SNORD105
PTPDC1,PTPDC1
H2BC1,H2BC1
OR8U1,OR8U1
ZNF256,ZNF256
ASPA,ASPA
OSGEPL1,OSGEPL1
SNORD50B,SNORD50B
SNORD41,SNORD41
SNORD19B,SNORD19B
ABCC6,ABCC6
mml-mir-154,cja-mir-154
STOML3,STOML3
LYPLAL1,LYPLAL1
DCX,DCX
RIGI,RIGI
BNC2,BNC2
TRANK1,TRANK1
DDX11,DDX11
KLF14,KLF14
TSC22D2,TSC22D2
ZNF699,ZNF699
ATG5,ATG5
GINS4,GINS4
mml-mir-448,cja-mir-448
ZNF14,ZNF14
AVL9,AVL9
OR3A1,OR3A1
TRIM66,TRIM66
GPR143,GPR143
ARFGAP3,ARFGAP3
SNORD95,SNORD95
GJA8,GJA8
CEP128,CEP128
UHRF1,UHRF1
DZIP3,DZIP3
ZNF74,ZNF74
DDX3X,DDX3X
EHBP1,EHBP1
COL4A3,COL4A3
BOC,BOC
PSAP,PSAP
MAP3K21,MAP3K21
MAB21L3,MAB21L3
RASSF6,RASSF6
ADGRG2,ADGRG2
ALOX15,ALOX15
OR2W1,OR2W1
GCC2,GCC2
FOXN3,FOXN3
CYP1B1,CYP1B1
PLPP7,PPAPDC3
mml-mir-497,cja-mir-497
KIF26B,KIF26B
FLT4,FLT4
CLSPN,CLSPN
PLS3,PLS3
SNORD37,SNORD37
SNORD114-15,SNORD114-15
OR5AR1,OR5AR1
GPAA1,GPAA1
LRRC55,LRRC55
CENPP,CENPP
SARAF,SARAF
NTS,NTS
RAB11FIP4,RAB11FIP4
SCARNA12,SCARNA12
NCEH1,NCEH1
OR9G1,OR9G1
LDB3,LDB3
MC3R,MC3R
OR4K5,OR4K5
SLC16A7,SLC16A7
NAGLU,NAGLU
RASSF9,RASSF9
SNORA11C,SNORA11C
OR6F1,OR6F1
SNORD112,SNORD112
EIF3A,EIF3A
REG1B,REG1B
ALG13,ALG13
BUB1,BUB1
UBE3C,UBE3C
PRSS27,PRSS27
PMS1,PMS1
PPWD1,PPWD1
CNGA3,CNGA3
SNORA28,SNORA28
IFT80,IFT80
EPS15,EPS15
ZNF300,ZNF300
LPCAT4,LPCAT4
SLC5A9,SLC5A9
TTK,TTK
CARMIL1,CARMIL1
OR4F15,OR4F15
WAC,WAC
mml-mir-320a,MIR320A
SNORA58,SNORA58
ZNF595,ZNF595
ZYG11A,ZYG11A
SLC39A13,SLC39A13
SLC5A4,SLC5A4
CRACR2A,CRACR2A
PAPOLG,PAPOLG
RRAGB,RRAGB
TRMU,TRMU
PTGDR,PTGDR
GGT1,GGT1
SERBP1,SERBP1
CYP2A29,CYP2A7
INSYN2B,INSYN2B
APTX,APTX
KRR1,KRR1
SPECC1L,SPECC1L
mml-mir-770,cja-mir-770
MYCL,MYCL
SNORA56,SNORA56
OR56A1,OR56A1
TRPM6,TRPM6
OR2T27,OR2T27
OR6K6,OR6K6
BMP8B,BMP8A
MAGEE2,MAGEE2
SETD3,SETD3
TJP2,TJP2
FMO5,FMO5
PELP1,PELP1
CYP2S1,CYP2S1
NTSR2,NTSR2
TMEM200C,TMEM200C
B4GALNT2,B4GALNT2
SNORA4,SNORA4
SVIL,SVIL
OR1M1,OR1M1
SNURF,SNURF
SLC1A3,SLC1A3
SNORD114-26,SNORD114-26
PODXL2,PODXL2
VPS13A,VPS13A
MAP7D2,MAP7D2
PSMB8,TAP1
SNORA18,SNORA18
TCEA1,TCEA1
SNORA24B,SNORA24B
NDUFAF6,NDUFAF6
mml-let-7i,MIRLET7I
mml-mir-184,cja-mir-184
BRSK2,BRSK2
GRIN2A,GRIN2A
IGF1R,IGF1R
AKAP17A,AKAP17A
SNORA21,SNORA21
ESR2,ESR2
MICU2,MICU2
L3MBTL4,L3MBTL4
TMEM68,TMEM68
CWH43,CWH43
SLC11A2,SLC11A2
APBB1IP,APBB1IP
mml-mir-208a,cja-mir-208a-1
SNORD34,SNORD34
TSPYL2,TSPYL2
RANBP3L,RANBP3L
SOWAHB,SOWAHB
ZNF248,ZNF248
STX6,STX6
ACOT8,ACOT8
SAMD5,SAMD5
BOD1L1,BOD1L1
GK2,GK2
OR52E4,OR52E4
SNORD13,SNORD13
DENND1B,DENND1B
TXNDC16,TXNDC16
DHX58,DHX58
ASZ1,ASZ1
SLC35B3,SLC35B3
USP6NL,USP6NL
SLFN14,SLFN14
PML,PML
TOX3,TOX3
LDHD,LDHD
PEG3,PEG3
HS3ST6,HS3ST6
RNF17,RNF17
METTL8,METTL8
SV2B,SV2B
SNORD1C,SNORD1C
OR2T10,OR2T10
PKP2,PKP2
RRN3,RRN3
MPRIP,MPRIP
OSR1,OSR1
mml-mir-581,cja-mir-581
CLCC1,CLCC1
HPF1,C4orf27
ARHGAP11A,ARHGAP11A
TMSB4Y,TMSB4Y
IKBKG,IKBKG
NASP,NASP
OR8J1,OR8J1
