zebrafish gene name,frog gene name
pm20d1.2,pm20d1
clic5b,clic5
cntfr,cntfr
MOCS1,mocs1
C1GALT1C1,c1galt1c1
gpr20,gpr20
NQO1,nqo1
CRYAB,cryab
SMPD1,smpd1
PLTP,pltp
DIS3L2,dis3l2
TBC1D2B,tbc1d2b
FBXO10,fbxo10
RECQL,recql
ASS1,ass1
LSM14B,lsm14b
WFS1,wfs1
TNRC6C,tnrc6c
TAL2,TAL2
VCPKMT,vcpkmt
gpr174,gpr174
hipk1a,hipk1
pih1d1,pih1d1
KCNK6,kcnk6
slc26a3.1,slc26a3.2
DDX51,ddx51
ABCD4,abcd4
GIGYF2,gigyf2
SLC35F3,slc35f3
snord118a,U8
gucy2cb,gucy2c
KIF26A,kif26a
RABGGTA,rabggta
TBL3,tbl3
EIF2D,eif2d
si:ch211-71n6.4,XB5902317 [provisional:ces1c]
SLC5A5,slc5a5
PXYLP1,pxylp1
RIPOR1,ripor1
cldnj,cldn3
ZRANB3,zranb3
SEZ6L,sez6l
EML2,eml1
smn1,smn1
GKAP1,gkap1
riox1,riox1
FSTL3,fstl3
CYSLTR1,cysltr1
KBTBD3,kbtbd3
cyp4t8,cyp4b1
ctsf,ctsf
EP400,ep400
gpha2,gpha2
SLC26A11,slc26a11
prss59,XB5767034 [provisional]
TBC1D24,tbc1d24.1
PNN,pnn
PEX10,pex10
FAAH2,faah2
ora1,vn1r1
DNAJC12,dnajc12
p2rx1,p2rx1
commd5,commd5
EPS8,eps8
SLC39A13,slc39a13
C11H6orf120,c6orf120
NUP160,nup160
NDUFA3,ndufa3
TGIF1,tgif1
ODAD4,odad4
mir16b,xtr-mir-16a
LAMTOR5,lamtor5
NSUN5,nsun5
tnnt2d,tnnt2
RWDD2B,rwdd2b
p2rx5,p2rx5
NSD3,nsd3
TSPEAR,tspear
ZFAND3,zfand3
si:ch1073-391i24.1,ptprm
ITLN1,itln2
MPDU1,mpdu1
dlgap3,dlgap3
DIXDC1,dixdc1
GANC,ganc
P4HA3,p4ha3
GPR142,gpr142
cpdp,phr
SPRYD4,SPRYD4
LRRC73,lrrc73
onecutl,onecut1.2
rbfox2,rbfox2
ATM,atm
sema3ga,sema3fl
BMERB1,bmerb1
MRPL49,mrpl49
tmem14a,tmem14a
CEP112,cep112
lmx1al,lmx1a
KDM7A,kdm7a
PPIL6,ppil6
NAGA,naga
chrd,chrd.1
SCPEP1,scpep1
RSAD1,rsad1
RPL7L1,rpl7l1
PPP1R11,ppp1r11
mad1l1,mad1l1
PTPN5,ptpn5
PCYOX1L,pcyox1l
MND1,mnd1
MAGI3,magi3
DPH2,dph2
ZNF652,ZNF652
SERPIND1,serpind1
RLIM,rlim
tmem234,tmem234
gjb7,ccdc14
KMT5B,kmt5b
abhd15a,abhd15
NR0B1,nr0b1
FAM135A,fam135a
NDUFS6,ndufs6
RTEL1,rtel1
POLR3C,nudt17
NAPRT,naprt
IQSEC2,iqsec2
CD82,cd82
arnt,arnt
PTGES2,ptges2
SH3PXD2B,sh3pxd2b
MRPL44,mrpl44
KLHL4,klhl4
tbce,tbce
slc30a6,slc30a6
OXNAD1,oxnad1
PPM1E,ppm1e
UBL4A,ubl4a
CLK1,clk1
hycc2,fam126b
DHX36,dhx36
ncbp2as2,ncbp2as2
QPCT,qpct
camkk2,camkk2
ASCC2,ascc2
TMEM69,tmem69
HGSNAT,hgsnat
GAL3ST1,gal3st1
PTPRR,ptprr
BOLA1,bola1
SLCO2A1,slco2a1
PLD3,pld3
RIPOR2,ripor2
mydgf,mydgf
sfpq,sfpq
ICA1,ica1
dnase1l1l,dnase1l1
nop16,nop16
TNC,tnc
srpk2,srpk3
lin37,lin37
ihha,dhh
CMAS,cmas
kif11,kif11
RNF14,rnf14.4
CHST8,kctd15
TMEM167B,tmem167b
FREM1,frem1
chd6,chd6
SLC35D2,slc35d2
METTL15,mettl15
CUX2,cux2
TMCO4,tmco4
GGH,ggh
PRPF39,prpf39.1
cadm3,cadm3
KAT6A,kat6a
MC1R,mc1r
ZBTB41,zbtb41
HSPG2,hspg2
nxf1b,nxf1
dhdh.1,dhdh-like.1
KLF15,klf15
cdk5rap1,cdk5rap1
si:ch73-141c7.1,coq10b
xrcc1,xrcc1
gstt1a,gstt1-like.2
retsat.2,retsat
zmp:0000000662,rnf145l
epn1a,epn1
tmem63a,tmem63a
SLC38A5,slc38a5
EMC4,emc4
FABP6,fabp6
gjb10,GJB4
BCO1,bco1
TTC8,ttc8
MDGA1,mdga1
NFATC3,nfatc3
ttc39b,ttc39b
ZNF236,znf236
BPHL,bphl
EPB41L4B,epb41l4b
SUMF1,sumf1
LOX,lox
MKS1,mks1
mthfsd,mthfsd
AK7,ak7
rubcn,rubcn
TMEM150A,tmem150a
ZNF366,znf366
TM2D3,tm2d3
ANOS1,anos1
THNSL2,thnsl2
FOSB,fosb
PTPN23,ptpn23
anxa13l,anxa13
ZAR1L,zar2
KDM8,kdm8
STK10,stk10
HSPH1,hsph1
EPG5,epg5
NEK10,nek10
MXRA8,mxra8
opn6a,opn6a
focad,focad
CCDC174,ccdc174
SOCS2,socs2
si:dkey-119f1.1,smc6
odf3l2a,odf3l1
SSB,ssb
cyth4b,cyth4
RPL38,rpl38
PLEKHM2,plekhm2
GAPVD1,gapvd1
IGLON5,iglon5
SIK3,sik3
pnkp,pnkp
si:ch211-237i5.4,XB6050834 [provisional:igfals]
BRD8,brd8
TNFRSF21,tnfrsf21
LRP4,lrp4
NARF,narf
RNPEPL1,rnpepl1
ERBB2,erbb2
SVEP1,svep1
reep1,reep1
SYCP3,sycp3
snx16,snx16
phactr1,phactr1
LRRFIP2,lrrfip2
CCNF,ccnf
f2,f2
DDX24,ddx24
PRSS35,prss35
LBH,lbh
SEMA4C,sema4c
ZEB1,zeb1
PYM1,pym1
ITGB4,itgb4
CHRM3,chrm3
INO80D,ino80d
HNRNPM,hnrnpm
B4GAT1,b4gat1
BEST1,best1
mrpl54,mrpl54
EMP3,emp3
fkbp11,fkbp11
NEU4,neu4
LRRC45,lrrc45
SPRED3,spred3
znf423,znf423
TEKT1,tekt1
si:dkey-13a21.4,mgc75872
cyp39a1,cyp39a1
PPFIA1,ppfia1
uros,uros
si:ch211-141o9.10,XB5765667 [provisional]
PPP1R37,ppp1r37
nek11,nek11
opn8a,opn8
FGD4,fgd4
GTF3C4,gtf3c4
POLR3D,polr3d
CNTNAP5,cntnap5
SERPINE2,serpine2
ABCF3,abcf3
si:ch211-180f4.1,lrrn1-like
NGDN,ngdn
ALDH3A2,aldh3a2
LIMK2,limk2
TPCN2,nadsyn1
SERPINH1,p2ry6
RB1,rb1
TTC9,ttc9
parietopsin,XB5884180 [provisional]
GJA5,gja5
MMP11,mmp11
KYAT1,kyat1
LARP7,larp7
vaspb,vasp
KBTBD13,kbtbd13
SPIRE2,spire2
C18H19orf47,c19orf47
RAD52,rad52
NUDT12,nudt12
BTBD17,btbd17
BCDIN3D,bcdin3d
prorsd1,prorsd1p
PLCL1,plcl1
atoh7,atoh7
ARHGAP45,arhgap45
LIPT2,lipt2
DNTTIP1,dnttip1
MFAP3L,hpf1
UQCR10,uqcr10
NCKIPSD,nckipsd
MYG1,myg1
GTF3C5,gtf3c5
DDX4,ddx4
BTG1,btg1
NICN1,mst1r
SKP2,skp2
PRXL2C,prxl2c
FBXW4,fbxw4
DYNLT2B,dynlt2b
ORC1,orc1
C10H21orf91,c21orf91
NAPEPLD,napepld
NPBWR2,npbwr1
gdpd4b,XB877238 [provisional:gdpd5]
MGAT1,mgat1
chid1,chid1
alkbh6,alkbh6
RFFL,rffl
PACC1,pacc1
EIF2AK4,eif2ak4
ACAP1,acap1
MATCAP1,kiaa0895l
OTOGL,otogl2
MTFP1,mtfp1
GBA1,GBA1
AXL,axl
MEGF6,megf6
ghrhr2,sctr
SIRT3,SIRT3
DCTN3,dctn3
SEC31B,sec31b
MRGBP,mrgbp
NUAK2,nuak2
NOL6,nol6
ino80e,ino80e
lyplal1,lyplal1
cav4b,XB5932841 [provisional:cav2]
guca1d,guca1c
IKBKB,ikbkb
ddt,ddt
SLTM,sltm
B4GALNT4,b4galnt4
TP53,tp53
CDADC1,cdadc1
B3GNT5,b3gnt5
mgll,mgll
CYB561,cyb561
LRSAM1,lrsam1
NCAM1,ncam1
cyp3a65,cyp3a4.2
SMPDL3B,smpdl3b
CRLS1,crls1
cars2,cars2
TYK2,tyk2
CEP19,cep19
TLCD3B,tlcd3b
HEATR6,heatr6
NCF1,ncf1
THEM6,them6
SPTBN4,sptbn4
RO60,ro60
RTN4R,rtn4r
CYP26C1,cyp26c1
IRF5,irf5
MYO9B,myo9b
KDM4B,kdm4b
cables2b,cables2
NUMB,numb
ORC3,orc3
utp3,utp3
ATP13A2,atp13a2
ELAPOR1,elapor1
TRAF3IP1,traf3ip1
NKX1-1,nkx1-1
STX2,stx2
PAIP1,paip1
NSUN4,nsun4
RIPK4,ripk4
AKAP17A,akap17a
EMC10,emc10
ZDHHC5,zdhhc5
kbtbd7,kbtbd7
CREB3L2,CREB3L2
nim1kb,nim1k
TEX9,tex9
ATE1,ate1
pcdh2ab9,pcdhac2
CEP83,cep83
DISP3,disp3.2
ENPP4,enpp4
si:ch1073-314i13.4,fmc1
si:dkey-224e22.2,glb1l2
PRR16,prr16
MINDY1,mindy1
HIC1,hic1
ANKRD9,ankrd9
PLA2G1B,pla2g1b
rmrp,RNase_MRP
SLC17A9,slc17a9
fhod3a,fhod3
OAZ2,oaz2
mfsd8l2,XB5954440 [provisional:mfsd8]
mogat3b,mogat3
SCG3,scg3
FDX2,fdx2
cip2a,cip2a
il4i1,il4i1
SSBP2,ssbp2
oxt,oxt
VGLL4,tamm41
ABHD4,abhd4
cln3,cln3
rnf144b,rnf144b
MGAT5B,mgat5b
ESR2,esr2
SLC25A47,slc25a47
EML3,eml3
NEFL,nefl
SFRP1,sfrp1
mcrip2,mcrip2
LTN1,ltn1
ACTR5,actr5
slc27a2b,slc27a3
ANKRD27,ankrd27
NRXN2,nrxn2
TMEM87B,tmem87b
OGFOD1,ogfod1
UCMA,ucma
CLN5,cln5
SARNP,sarnp
H6PD,h6pd
cdv3,cdv3
pemt,pemt
PCSK9,pcsk9
pclaf,pclaf
si:ch211-51c14.1,mgc147475
SP2,sp2
BATF,batf
DCAF5,dcaf5
ctbp2a,ctbp2
TST,tst
RXYLT1,rxylt1
PEX11A,pex11a
sult6b1,sult6b1.5
ALKBH2,alkbh2
zgc:92590,prss1.2
HDAC7,hdac7
cox6c,cox6c
INPP5D,inpp5d
R3HDM4,r3hdm4
aldh3b1,aldh3b2
PSME2,psme2
TMTC1,tmtc1
COQ9,coq9
slc22a4,slc22a5
wdr74,wdr74
fggy,fggy
KHDC4,khdc4
MPG,mpg
FMOD,fmod
ST6GALNAC4,st6galnac4
mms19,mms19
saga,sag
enpp1,enpp1
zgc:172121,mgc75760
GBX1,GBX1
LNPEP,lnpep
MMS22L,mms22l
SETD6,setd6
YIPF4,yipf4
SHFL,shfl
YRDC,yrdc
fam131ab,FAM131A
FAM221A,fam221a
tmem196b,tmem196
XRCC3,xrcc3
PPT2,ppt2
HTATSF1,htatsf1
MAB21L3,mab21l3
crtc3,crtc3
MRPL16,mrpl16
EXD2,exd2
mto1,mto1
si:zfos-169g10.2,sstr5
gstt1b,gstt1
PTS,pts
ugt2a4,ugt2a1
PLA2G12A,pla2g12a
ZNF710,znf710
brd4,brd4
NFX1,nfx1
FAAP24,faap24
PLK4,plk4
SMAP2,smap2
gpkow,gpkow
HINT2,hint2
MAP1B,map1b
ELMOD3,elmod3
FRMD8,frmd8
PDLIM7,pdlim7
malt1,malt1
rasef,rasef
si:ch1073-440b2.1,lonrf2
AATF,aatf
coro7,coro7
duox,duox2
HNF1A,hnf1a
ARFGAP1,arfgap1
TCP11L2,tcp11l2
cnksr3,cnksr3
REXO2,rbm7
sult1st6,sult1c4
SLC35E4,slc35e4
LRP3,lrp3
hps5,hps5
B4GALT3,b4galt3
ATP10B,atp10b
CHPF2,chpf2
MSH3,msh3
si:ch73-173p19.2,atp6v0a4
STOML3,stoml3
INTU,intu
ZNF341,znf341
MIF4GD,mif4gd
BTG2,btg2
IMPACT,impact
AP4E1,ap4e1
KLHDC3,klhdc3
adh8a,adh6
rcan1a,rcan1
KRI1,kri1
ANKRD11,ankrd11
gpc1b,gpc1
KL,kl
CRCP,crcp
c1galt1la,XB5871033 [provisional:c1galt1]
smc1b,smc1b
dusp14,dusp14
GEMIN5,gemin5
PNPLA6,pnpla7
OTUD6B,otud6b
APCDD1,apcdd1
CD36,cd36
DENND3,dennd3
rex1bd,rex1bd
CHM,chm
CKS1B,CKS1B
TMEM97,tmem97
pcyox1,pcyox1
NDUFB2,ndufb2
PERP,perp
MRPL32,mrpl32
NKX6-3,nkx6-3
tlr18,tlr14.3
UGT1A1,ugt1a1
MCHR1,mchr1.1
slc36a4,slc36a4
CFAP57,cfap57
cntnap3,cntnap4
SCX,SCX
ADNP,adnp
DRD5,drd5
CHKA,chka
MLF2,mlf2
ppap2d,XB5961369 [provisional:plpp3]
si:ch211-194p6.7,itln1al
plxnb3,plxnb3
samsn1b,samsn1
RABEPK,rabepk
rny2,Y_RNA
ZGPAT,zgpat
ANKRD2,ankrd2
SUSD4,susd4
SLC66A3,slc66a3
CHST15,chst15
gna15.2,gna15
MCUR1,mcur1
NDUFA6,ndufa6
UBL3,ubl3
SAMD10,SAMD10
SYCN,sycn
TCTE1,tcte1
COA1,coa1
pros1,pros1
GRIN2C,grin2c
PHLDA2,phlda2
plekha2,plekha2
LNPK,lnpk
JADE1,jade1
POLH,polh
SPRY2,spry2
ldah,ldah
YBEY,ybey
COMMD1,commd1
plxnb2b,plxnb2
p3h4,p3h4
SP7,sp7
mrps28,mrps28
STARD7,stard7
luzp2,luzp2
fbrsl1,fbrsl1
GTF2IRD1,gtf2ird1
KIAA0319L,kiaa0319l
kcp,kcp
AFMID,afmid
HLX,hlx
PLAT,plat
BIVM,bivm
TBC1D8,tbc1d8
vars2,vars2
GLI3,gli3
si:ch1073-390k14.1,XB5887600 [provisional:cry1]
CYP7B1,cyp7b1
FMNL1,fmnl1
hmox2b,cdkl4
CPB2,cpb2
TMEM187,tmem187
zgc:92040,prodh2
DDI2,ddi2
SHC3,shc3
sdc2,sdc2
PARP2,parp2
SNAP29,snap29
srebf2,srebf2
TOPBP1,topbp1
GEMIN8,gemin8
ADPRM,adprm
TDRD9,tdrd9
cmss1,cmss1
SLC10A3,slc10a3
BMP10,bmp10
szl,szl
CYP27A1,XB1001094 [provisional:cyp27a1]
kif15,kif15
ARHGEF17,arhgef17
ISY1,isy1
SPATA4,spata4
RABL6,rabl6
IGFALS,igfals
ZFYVE19,zfyve19
fam136a,fam136a
NDUFS5,ndufs5
NCOA3,ncoa3
ptcd3,ptcd3
WSCD1,wscd1
TMEM170A,tmem170a
GNRHR,gnrhr2/nmi
LDLRAD2,ldlrad2
si:dkey-183j2.10,grik5-like.1
BDH1,bdh1a
MTRFR,mtrfr
MNT,mnt
SMIM18,smim18
PPEF2,ppef2
SMPD3,smpd3
MYOM2,myom2
LRRC38,lrrc38
ABHD14A,abhd14a
MYO7B,myo7b
trub2,trub2
TTLL11,ttll11
bloc1s3,bloc1s3
MMP21,mmp21
MEIOB,meiob
CCDC28B,ccdc28b
PLEKHB2,plekhb2
zgc:136864,c19orf53
RUFY2,rufy2
URI1,uri1
lrrc34,lrrc34
SH3BGRL3,sh3bgrl3
CIDEC,cidec
NPC1L1,npc1l1
MCRIP1,mcrip1
ASPH,asph
NHLRC3,nhlrc3
SLC22A18,slc22a18
cog5,cog5
COX11,cox11
CEP104,cep104
RAB11FIP2,rab11fip2
RAG2,rag2
MLC1,mlc1
CCDC127,ccdc127
ANKEF1,ankef1
WDR81,wdr81
ECSIT,ecsit
RASSF6,rassf6
PIAS4,pias4
MRPL38,mrpl38
SDR39U1,sdr39u1
ZNF598,znf598
tlcd3a,tlcd3a
GANAB,ints5
NDUFB4,ndufb4
GGT7,ggt7
MED9,MED9
sycn.1,SYCN
CC2D1B,cc2d1b
CCDC39,ccdc39
mtmr3,mtmr3
CHST7,chst7
mffb,mff
CCM2L,ccm2l
SCARB1,scarb1
RECK,reck
fgf7,fgf7
TBXAS1,tbxas1
SLC26A4,slc26a4.1
ccn6,ccn6
ZNF410,znf410
FKRP,fkrp
si:dkey-31g6.6,c17orf67
dbndd1,dbndd1
mctp2b,mctp2
DPCD,dpcd
TRMT44,trmt44
BNC1,bnc1
GIGYF1,gigyf1
NCAPD2,ncapd2
agr1,ag1
rnf4,rnf4
PGLS,pgls
CCNA1,ccna1
ZMAT3,zmat3
znf668,znf668
HMGXB4,hmgxb4
ZBTB43,zbtb43
sytl4,sytl4
MMACHC,mmachc
arhgef3l,arhgef3.1
TMEM115,tmem115
SLC18B1,slc18b1
dpp4,fap
GPR68,gpr68
C25H11orf96,c11orf96
NUP210,nup210
cratb,crat
tek,tek
DDHD2,ddhd2
GPR180,gpr180
ANKRD6,ankrd6
RSPH9,rsph9
uts2r5,uts2rl3
NDUFAF6,ndufaf6
EHMT2,ehmt2
EFEMP1,efemp1
opn7d,opn7b
recql4,recql4
APAF1,apaf1
CDIP1,cdip1
ZNF618,znf618
l3mbtl1b,l3mbtl3
CAMK2N1,camk2n1
fuz,fuz
ESF1,esf1
LEMD3,lemd3
LRRC14B,lrrc14b
nefma,nefm
mrpl30,mrpl30
adh8b,adh1
slc9a3.1,slc9a3
CFAP45,cfap45
PWWP2B,pwwp2b
CDPF1,cdpf1
FOXRED2,foxred2
NTPCR,ntpcr
PGGT1B,pggt1b
ANKS4B,anks4b
tafa2,tafa4
TTC14,ttc14
TAP1,tap1
timmdc1,timmdc1
TTR,ttr
ARID1A,arid1a
ANKS3,anks3
NR4A3,nr4a3
RNF146,rnf146
mybbp1a,mybbp1a
ZC3H4,zc3h4
P2RY10,p2ry10
MTRR,mtrr
siae,siae
OLFML3,olfml3
NCF4,ncf4
KLF8,klf8
ZBTB7C,zbtb7c
ZBTB2,zbtb2
SCN1B,scn1b
PALLD,palld
ALKBH4,alkbh4
aadacl4,aadacl3
zgc:92429,itgb1bp2
ZC3H13,zc3h13
HERPUD2,herpud2
SASH1,sash1
IL17RD,il17rd
sh3kbp1,sh3kbp1
zgc:136930,ouro2
SHISAL2A,shisal2a
MLXIP,mlxip
NUS1,nus1
MYOZ1,myoz1
TEKT4,tekt4
nop53,nop53
PQBP1,pqbp1
cyp2k17,cyp2w1
RNF182,rnf182
SDHAF3,sdhaf3
rfwd3,rfwd3
VMAC,vmac
SLC29A2,slc29a2
PIWIL2,piwil2
MPPE1,mppe1
CNPY3,cnpy3
camkvl,XB22062963 [provisional:camkv]
RIMBP2,rimbp2
TPD52L2,tpd52l2
mss51,mss51
HOXC10,hoxc10
uts2r4,uts2rl2
BIN1,bin1
ASB6,asb6
rbm4.1,rbm4b
ECD,ecd
CCNB2,ccnb2
TM7SF3,tm7sf3
CD63,cd63
kdm3b,kdm3b
raver1,raver1
MECOM,mecom
PADI1,padi2
HEPACAM,hepacam
gnb1l,gnb1l
TEKT2,tekt2
taf4a,taf4
BIRC2,birc2
CXADR,cxadr
ENTPD3,entpd3
ADGRA2,adgra2
CDH24,cdh24
CRACR2A,cracr2a
MYOD1,MYOD1
SLC66A1,slc66a1
TRPM2,trpm2
lhcgr,lhcgr
lmcd1,lmcd1
SLC30A10,slc30a10
hcn3,hcn3
PDCD2,pdcd2
MANBA,manba
tcta,tcta
TRMT12,trmt12
MARCKS,marcks
PLEKHG5,plekhg5
NUP85,nup85
B3GNT3,b3gnt3.2
GOLGA2,golga2
rad51d,rad51d
ESM1,esm1
PRELID3A,prelid3a
USP43,usp43
tm4sf21a,XB5845012 [provisional:tm4sf5]
SETD4,setd4
ZFAND2B,zfand2b
LIPT1,lipt1
ZCCHC9,zcchc9
OSER1,oser1
itgb2,itgb2
ZBTB11,zbtb11
UBE2O,ube2o
STX11,stx11
GAS6,gas6
FAM171A1,fam171a1
MELTF,meltf
FRMD4B,frmd4b
ccnb3,ccnb3
si:ch211-163l21.7,cfap276
WNT9B,wnt9b
slc2a11a,slc2a11
cyp2y3,cyp2g1p
PHF1,phf1
GDPGP1,gdpgp1
NSDHL,nsdhl
NDUFAF3,ndufaf3
cyp27a1.1,cyp27a1.3
PIGM,pigm
TONSL,tonsl
C18H11orf58,c11orf58
ALKBH7,alkbh7
PDZD4,pdzd4
TBCCD1,tbccd1
DPH7,dph7
MCOLN2,mcoln2
SCO1,sco1
ZNF276,znf276
SOAT2,soat2
HGH1,hgh1
REV1,rev1
dmd,dmd.3
mterf3,mterf3
MRPS18A,mrps18a
lurap1,lurap1
c8b,c8b
PAQR6,paqr6
avpr2aa,avpr2
bmal2,arntl2
mc2r,mc2r
DTWD1,dtwd1
ENTPD6,apmap
RPGRIP1L,rpgrip1l
RPP40,rpp40
IHH,ihh
RAMP1,ramp1
SKIL,skil
chek2,chek2
FNIP2,fnip2
CCNB1IP1,ccnb1ip1
mutyh,mutyh
FGF10,fgf10
gjb9a,gjb4
MARS2,mars2
TMX1,tmx1
MMP28,mmp28
APEX2,apex2
FNBP4,fnbp4
MECP2,mecp2
AAK1,aak1
FBLN1,fbln1
CHODL,chodl
KANSL2,kansl2
ARMC3,armc3
FAM114A2,fam114a2
ANKRD49,ankrd49
SMC5,smc5
sult3st5,XB5897337 [provisional]
KDM2A,kdm2a
NXPE3,nxpe3
chchd1,chchd1
cyb5r4,cyb5r4
CTNS,ctns
ZNF281,znf281
GDNF,gdnf
znf986,XB5795368
NTF3,ntf3
CENPS,cenps
BLTP3B,uhrf1bp1l
ADRA2B,adra2b
npm2b,npm2
phtf1,rsbn1
avpr2b.1,avpr2c
erbb3b,erbb3
zgc:66484,XB5760632 [provisional:paox]
MRC2,mrc2
prkd4,prkd3
si:ch73-61d6.3,ocel1.2
EXOSC6,exosc6
lipia,liph
svopl,svopl
M6PR,m6pr
brms1,brms1
COX18,cox18
lrrc74b,lrrc74b
ZNF513,ZNF513
ANKRD40,ankrd40
BAX,bax
AUP1,aup1
NAGPA,nagpa
larp1b,larp1b
RFX7,rfx7
slc11a2,slc11a2
ADCK2,adck2
TPGS2,tpgs2
NEDD4,nedd4
tpmt.1,tpmt
HSD11B2,hsd11b2
SYNE1,syne1
MSH5,msh5
slco2b1,slco2b1
cuedc2,cuedc2
RSPO1,rspo1
HAPLN2,hapln2
leng8,leng8
IGF2R,igf2r
sult1st2,sult1b1
si:rp71-1f1.4,XB22062350 [provisional:nat2]
FOXJ1,foxj1
FHIP1B,fhip1b
si:dkeyp-97e7.9,deptorl
sat2b,sat2
TRMT2B,trmt2b
rph3aa,rph3a
RIN2,rin2
mrps27,mrps27
BACE2,bace2
ACP2,acp2
SASS6,sass6.2
DGKD,dgkd
ZMYND19,zmynd19
gstk1,gstk1
SRCIN1,srcin1
TDRD7,tdrd7
DRC7,drc7
TAB1,tab1
EFCAB11,efcab11
MSANTD1,msantd1
june,jund.2
MYBL2,mybl2
TMEM242,tmem242
sult3st1,XB5843062 [provisional:sult3a1]
entpd8,entpd8
RTKN2,rtkn2
SDR42E2,sdr42e2
CCDC28A,ccdc28a
DRC1,drc1
fcsk,fcsk
METTL26,mettl26
ABR,abr
dzank1,dzank1
snai1b,snai1
SCN3B,scn3b
si:ch211-27e6.1,pskh2
eya3,eya3
MYRF,myrf
SEMA6A,sema6a
rad9a,rad9a
gdf3,gdf1
SMG6,smg6
TDG,tdg
TAAR1,taar1
gja9b,gja9
acyp2,acyp2
DMXL1,dmxl1
e2f3,e2f3
lsr,lsr
TDP2,tdp2
MRPL46,mrpl46
TMEM233,tmem233
dbn1,dbn1
swi5,swi5
ATG4D,atg4d
INSM2,INSM2
npl,npl
ITPKB,itpkb
mrpl18,mrpl18
mrpl9,MRPL9
MTF1,mtf1
ZNF821,znf821
GTPBP2,gtpbp2
taco1,taco1
ido1,ido1
marc1,mtarc1
EPS15,eps15
RPA2,rpa2
sox13,sox13
POLQ,polq
PER1,per1
NDOR1,ndor1
SASH3,sash3
PARP6,parp6
FRMPD4,frmpd4
scara5,scara5
HPN,hpn
cfap206,cfap206
HFM1,hfm1
SLITRK6,slitrk6
zgc:171480,mrpl55
GGCX,ggcx
klf17,klf17
SNAPC3,snapc3
GYPC,gypc
TMEM237,tmem237
dnaaf6,dnaaf6
TSKU,tsku
FAM171A2,fam171a2
DTL,dtl
FAN1,fan1
GRAP2,grap2
NRDE2,nrde2
MRC1,mrc1
DNMBP,dnmbp
ARHGEF16,arhgef16
ADD3,sia3
TGFBR3,tgfbr3
clic6,clic6
INSYN1,insyn1
ANGPTL6,angptl6
TMEM53,tmem53
USB1,usb1
SPR,spr
SYN2,syn2
DNAJC22,dnajc22
ENKD1,enkd1
RTKN,rtkn
MRPS10,mrps10
tamalin,tamalin
ankrd39,ankrd39
CSRNP1,csrnp1
gpatch11,gpatch11
cox4i1l,cox4i2
CLDND1,cldnd1
ASB10,asb10
HHAT,hhat
GPS2,GPS2
rangrf,rangrf
PTGIR,ptgir
SNX2,snx24
TMEM74B,tmem74b
rab42b,rab39a
ipo4,ipo4
USP54,usp54
klc4,klc4
stab2,stab2
TSPAN2,tspan2
NECTIN1,nectin1
ift27,ift27
SNCAIP,sncaip
SIKE1,sike1
DNASE1,dnase1l2
ogg1,ogg1
NANP,nanp
C1D,c1d
FBXL18,fbxl18
pkd1l2a,pkd1l2
TDP1,tdp1
anln,anln
nudt22,nudt22
TRMT10B,trmt10b
pon3.1,pon2
NCAPH,ncaph
nat8,nat8.1
HYKK,hykk
BBOX1,bbox1
mmp13a,mmp1
FAM193B,fam193b
C3H17orf75,c17orf75
DDB2,ddb2
SLC22A23,slc22a23
SSX2IP,ssx2ip
PSMF1,psmf1
sult1st5,sult1c3
nedd1,nedd1
cadps2,cadps2
pnhd,pnhd
GGACT,ggact
tmem254,tmem254
CDKN2D,cdkn2d
kdm4ab,kdm4c
fam117bb,fam117b
fzd6,fzd6
GPATCH8,gpatch8
srsf10a,srsf12
ccndbp1,ccndbp1
NGF,ngf
ABHD18,abhd18
THUMPD1,thumpd1
MBLAC1,mblac1
ccdc126,ccdc126
sema6bb,sema6b
tmem30c,tmem30cp
KMT2E,kmt2e
HRH2,hrh2
NEXMIF,nexmif
DNAJC28,dnajc28
ULK3,ulk3
BAG6,bag6
nol12,nol12
mrps26,mrps26
ZNHIT3,znhit3
SENP8,senp8
CRAMP1,cramp1
wfikkn2b,wfikkn1
SPDL1,spdl1
AIP,aip
DLGAP4,dlgap4
rpap3,rpap3
trpt1,trpt1
mrps18b,mrps18b
LRCH3,lrch3
SLC35F2,slc35f2
CAMK1G,camk1g
MRPL35,mrpl35
TTC22,ttc22
FRS3,frs3
SH3RF3,sh3rf3
C20H1orf198,XB996620 [provisional:c1orf198]
mmp30,mmp13l
CGRRF1,cgrrf1
dcbld2,dcbld2
PDP2,pdp2
kntc1,kntc1
itpka,itpka
ins,ins
SLC2A10,slc2a10
camsap3,camsap3
PTRHD1,ptrhd1
CAPG,capg
TAB3,tab3
RNF128,rnf128
rpain,rpain
PIGO,pigo
cldn1,cldn1
fdx1,XB5934217 [provisional]
SLC22A2,slc22a2
SLC22A8,slc22a20p.1
LTB4R,ltb4r
mertka,mertk
BTD,btd
ITPRIP,itprip
RFLNB,rflnb
sla2b,sla2
CFAP410,cfap410
F9,f9
si:dkey-24l11.2,XB22167168 [provisional]
cfap251,cfap251
dap1b,dapl1
AMIGO3,amigo3
usp40,usp40
YEATS2,yeats2
LARP6,larp6
hsd20b2,XB5863530 [provisional]
birc5b,birc5
INVS,invs
HMOX1,hmox1
TSFM,tsfm
HPSE,hpse
mettl17,mettl17
CDC7,cdc7
CDC42EP2,cdc42ep2
