human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
USP36,USP36,0.91290057,98.6643,1.0,1.8311614927191353
SLC2A2,SLC2A2,0.90485185,99.8092,1.0,1.8310802404911206
C9orf57,C9H9orf57,0.9653219,91.15684999999999,1.0,1.8310701138255436
ANKRD37,ANKRD37,0.9123519,98.7342,1.0,1.8310562702645259
GNL1,GNL1,0.9779361,89.34825000000001,1.0,1.831022741537104
IQCH,IQCH,0.9109711,98.9289,1.0,1.8310213623168603
MFAP3L,MFAP3L,0.90518695,99.7555,1.0,1.8310097953312507
ZNF512,ZNF512,0.9930529,87.1801,1.0,1.8309570138189297
ACAD10,ACAD10,0.9162667,98.1613,1.0,1.8308995798982952
CNP,CNP,0.9033564,100.0,1.0,1.8307968879871306
CDA,CDA,0.90332603,100.0,1.0,1.8307437183297393
TXNDC8,TXNDC8,0.9870399,88.02255,1.0,1.8307387452007244
AMOTL1,AMOTL1,0.906232,99.5816,1.0,1.8307114206741861
GGA3,GGA3,0.90617204,99.5851,1.0,1.8306492756295805
ALPK3,ALPK3,0.9490019,93.4541,1.0,1.8306091309433388
CFAP300,CFAP300,0.9058063,99.6255,1.0,1.8305033293708792
AGAP3,AGAP3,0.92750764,96.5184,1.0,1.8304756337826635
NWD2,NWD2,0.9055738,99.6556,1.0,1.8304646115726606
G3BP1,G3BP1,0.96211934,91.56514999999999,1.0,1.8304595711998957
CD48,CD48,0.9862443,88.10990000000001,1.0,1.8304147467574758
LRRK2,LRRK2,0.90894186,99.169,1.0,1.8304067607165115
CCDC186,CCDC186,0.9093604,99.1091,1.0,1.8304065284481137
EIF2A,EIF2A,0.92211586,97.28145,1.0,1.8303733537186422
ETFA,ETFA,0.90727955,99.3994,1.0,1.8303158576356018
ARHGAP31,ARHGAP31,0.91179377,98.7535,1.0,1.8303153052578376
CT55,CT55,0.91896176,97.7273,1.0,1.830307142227496
RNF216,RNF216,0.9045746,99.7833,1.0,1.830277918326474
PALM2AKAP2,PALM2AKAP2,0.9751723,89.6797,1.0,1.830239953114139
EMP1,EMP1,0.92084545,97.4522,1.0,1.830238638126218
HDAC5,HDAC5,0.9245728,96.91645,1.0,1.8302083695702107
PTPRO,PTPRO,0.9047334,99.7533,1.0,1.8301888310317076
GOLGA7,GOLGA7,0.92765164,96.47285,1.0,1.830170353889474
COMMD3,COMMD3,0.91369694,98.4615,1.0,1.8300741039263373
MORF4L1,MORF4L1,0.9680284,90.68735000000001,1.0,1.8300632991042518
SNX7,SNX7,0.9252387,96.80815000000001,1.0,1.830048938018701
LGALS9,LGALS9,0.9107456,98.8732,1.0,1.8299449846100924
PRKRIP1,PRKRIP1,0.91045713,98.913,1.0,1.8299269751631102
ZNF487,ZNF487,0.91799545,97.83189999999999,1.0,1.8298953610499638
EAPP,EAPP,0.91140187,98.7744,1.0,1.8298849428642785
RHBDF1,RHBDF1,0.90365255,99.883,1.0,1.8298836642586758
RFX8,RFX8,0.9258955,96.6965,1.0,1.8298325816426575
NSD3,NSD3,0.9047064,99.7216,1.0,1.8297536556687266
STRA8,STRA8,0.99541664,86.73304999999999,1.0,1.8296248345519182
EMC8,EMC8,0.9026711,100.0,1.0,1.8295971130049022
ZNF267,ZNF267,0.9110956,98.7887,1.0,1.8295237327512777
SCG3,SCG3,0.90408814,99.7863,1.0,1.8294629687294703
GABARAPL1,GABARAPL1,0.90255094,100.0,1.0,1.8293867453383847
MYO7A,MYO7A,0.9096066,98.98605,1.0,1.829331823308011
XRCC3,XRCC3,0.92465115,96.83075,1.0,1.8292968478944784
TRAF2,TRAF2,0.906626,99.4012,1.0,1.8291936945067264
GEN1,GEN1,0.9078232,99.2291,1.0,1.8291837195446319
B3GALT9,B3GALT9,0.91755253,97.832,1.0,1.8291211515808832
SDHC,SDHC,0.90239775,100.0,1.0,1.8291185510737888
WDR83,WDR83,0.9046146,99.6825,1.0,1.829114480917958
TRPV2,TRPV2,0.9051314,99.6073,1.0,1.8290990527305613
PGM2,PGM2,0.9069283,99.3464,1.0,1.8290523649676638
CDC42BPB,CDC42BPB,0.94340485,94.1273,1.0,1.829048004676932
EVA1C,EVA1C,0.9126759,98.52215000000001,1.0,1.8290286992006664
CNN1,CNN1,0.946881,93.6252,1.0,1.8289897202192225
TMEM59,TMEM59,0.95927626,91.8512,1.0,1.8289824354985367
ATP11A,ATP11A,0.93163955,95.7995,1.0,1.8289124756412822
ZNF287,ZNF287,0.9040855,99.7372,1.0,1.828857521310753
CTR9,CTR9,0.90282166,99.9147,1.0,1.8288169062209505
CCN6,CCN6,0.92488104,96.75365,1.0,1.8287558680165295
ZCWPW2,ZCWPW2,0.91985905,97.4719,1.0,1.8287527828703418
TMEM237,TMEM237,0.90560234,99.5098,1.0,1.828730456074668
SMAD7,SMAD7,0.95144254,92.94245000000001,1.0,1.8286210873264968
FRY,FRY,0.9031456,99.85075,1.0,1.8286014960085764
AEBP1,AEBP1,0.90751654,99.22355,1.0,1.828578926727979
TRIM52,TRIM52,0.99082166,87.3046,1.0,1.8285741940295241
UCHL5,UCHL5,0.98333144,88.3743,1.0,1.828550519037663
MYL6B,MYL6B,0.93214226,95.69595000000001,1.0,1.8285254671951443
THOC7,THOC7,0.9020562,100.0,1.0,1.8285205893852143
PSD3,PSD3,0.9198252,97.45495,1.0,1.8284861073929486
HMOX1,HMOX1,0.9278248,96.30225,1.0,1.8283859169643164
ANKRD30A,ANKRD30A,0.99689466,86.4181,1.0,1.8283584766273062
FIG4,FIG4,0.9212809,97.223,1.0,1.8281963252388138
CENPQ,CENPQ,0.99385744,86.83015,1.0,1.828083287524709
PLCB2,PLCB2,0.9041626,99.6624,1.0,1.8280771920350518
KRT83,KRT83,0.9959889,86.5247,1.0,1.8280771756694234
HERPUD2,HERPUD2,0.90352356,99.7537,1.0,1.8280756230634765
FOXL3,FOXL3,0.91677517,97.8541,1.0,1.8280306370889168
LAMA2,LAMA2,0.907371,99.1992,1.0,1.82802616015272
HHATL,HHATL,0.9073136,99.2064,1.0,1.828013773031295
ODAD3,ODAD3,0.9563928,92.16695,1.0,1.8277980374574667
TGM4,TGM4,0.9118565,98.538,1.0,1.8277881042136932
IFITM1,IFITM1,0.90721446,99.2,1.0,1.8277618903614208
POLR2C,POLR2C,0.9016113,100.0,1.0,1.827741689794388
NCAN,NCAN,0.9111144,98.6374,1.0,1.8277052229025696
PROSER3,PROSER3,0.9598887,91.6566,1.0,1.8276733765421058
PLEKHG2,PLEKHG2,0.90762186,99.1342,1.0,1.827669958012196
TMEM184A,TMEM184A,0.90918946,98.9092,1.0,1.8276611280618549
MYO1H,MYO1H,0.90492576,99.5183,1.0,1.827649960014213
ASZ1,ASZ1,0.90743095,99.1579,1.0,1.8276257377181127
COX7B,COX7B,0.9102651,98.75,1.0,1.8275961887673238
MRPL19,MRPL19,0.90382624,99.6575,1.0,1.8274283564514606
RRP1,RRP1,0.9044379,99.5662,1.0,1.8273819904470932
MKKS,MKKS,0.9099545,98.7719,1.0,1.827320397460488
ZPBP,ZPBP,0.9093172,98.8604,1.0,1.8272876117975017
HAUS7,HAUS7,0.9300198,95.89805,1.0,1.8272826652569392
TAFAZZIN,TAFAZZIN,0.98108083,88.59084999999999,1.0,1.8272601824552819
RASA3,RASA3,0.979916,88.75365,1.0,1.8272130265567132
PPIP5K2,PPIP5K2,0.91140735,98.5513,1.0,1.8271645130863379
KLRK1,KLRK1,0.9045136,99.537,1.0,1.8271572069414959
FABP4,FABP4,0.9012773,100.0,1.0,1.827156946114154
OGFOD1,OGFOD1,0.9128328,98.3395,1.0,1.8270683423129999
PRR36,PRR36,0.93380874,95.3382,1.0,1.827065317936833
CFAP69,CFAP69,0.90863043,98.9373,1.0,1.8270262709898888
ZSCAN5B,ZSCAN5B,0.9336566,95.3535,1.0,1.826986184545978
L3MBTL2,L3MBTL2,0.90858966,98.937,1.0,1.8269512227133262
TTC12,TTC12,0.94225144,94.1181,1.0,1.8269161173702466
ZNHIT2,ZNHIT2,0.9097907,98.7593,1.0,1.8268794446310594
INO80C,INO80C,0.95621014,92.10525,1.0,1.8267232403755087
SHE,SHE,0.9038435,99.596,1.0,1.8267060125817927
ZNRF1,ZNRF1,0.9650688,90.82735,1.0,1.8265949878788659
CIAO2B,CIAO2B,0.9094948,98.773,1.0,1.8265290475207727
KIAA1755,KIAA1755,0.9178434,97.57249999999999,1.0,1.8264549440267421
PHACTR4,PHACTR4,0.91467905,98.0247,1.0,1.826448491057959
ZNF497,ZNF497,0.9106945,98.5944,1.0,1.826443910366297
EIF3L,EIF3L,0.92560816,96.458,1.0,1.8264110569437957
MS4A4A,MS4A4A,0.9066881,99.1632,1.0,1.8263900631387093
ZFP90,ZFP90,0.90627545,99.2138,1.0,1.826286805227125
IL18RAP,IL18RAP,0.9136116,98.1636,1.0,1.8262793623613631
TCL1A,TCL1A,0.9069031,99.1228,1.0,1.8262721044202896
CCDC93,CCDC93,0.93913025,94.51105000000001,1.0,1.8262601971643808
SRPX2,SRPX2,0.9441513,93.7919,1.0,1.8262506235301923
C17orf50,C17H17orf50,0.9127666,98.2759,1.0,1.8261741853317945
APBB1,APBB1,0.99586105,86.386,1.0,1.826156104651555
ADCY4,ADCY4,0.9026365,99.7215,1.0,1.8261285968307257
LIN9,LIN9,0.98134303,88.45904999999999,1.0,1.8261064172357253
BMPER,BMPER,0.9037097,99.562,1.0,1.8260557147244927
ARL16,ARL16,0.94318336,93.90865,1.0,1.8259846654401297
PDCD2,PDCD2,0.95344573,92.43950000000001,1.0,1.8259736469683818
SRD5A3,SRD5A3,0.9006002,100.0,1.0,1.8259715271144943
TFAM,TFAM,0.9967848,86.23185,1.0,1.8258870427381908
FEZF1,FEZF1,0.9019858,99.7895,1.0,1.8258214975705986
PRSS3,PRSS3,0.9899606,87.20035,1.0,1.8257910273617508
GLTP,GLTP,0.93576306,94.95214999999999,1.0,1.8257627980409212
REG1A,REG1A,0.9901444,87.17115000000001,1.0,1.825755497723918
TXLNB,TXLNB,0.9137505,98.0994,1.0,1.8257369379542854
NASP,NASP,0.9013403,99.8731,1.0,1.8257143957434994
PUS7L,PUS7L,0.96522826,90.72855,1.0,1.8256651661696481
TBL1XR1,TBL1XR1,0.9328635,95.35705,1.0,1.8256411214545505
TAF15,TAF15,0.938367,94.5687,1.0,1.8256294027023028
APOBEC3D,APOBEC3D,0.99351597,86.67580000000001,1.0,1.8255967201758418
RPUSD3,RPUSD3,0.9224324,96.84285,1.0,1.8255604815735405
ZSWIM4,ZSWIM4,0.9781461,88.87155,1.0,1.8255571256589453
CHID1,CHID1,0.92297274,96.7627,1.0,1.825525693540361
MYO1G,MYO1G,0.90514773,99.3124,1.0,1.8255190181573737
WDR72,WDR72,0.90858626,98.8203,1.0,1.8255172389702445
SPARCL1,SPARCL1,0.9129678,98.1928,1.0,1.8255095563916883
CHTF8,CHTF8,0.9061068,99.1736,1.0,1.8254996264590966
ZGLP1,ZGLP1,0.9928241,86.7659,1.0,1.8254879760343812
NRG1,NRG1,0.9795826,88.65424999999999,1.0,1.825412998202892
DMTF1,DMTF1,0.9025763,99.6709,1.0,1.8254040222596795
PDE1B,PDE1B,0.90418,99.4403,1.0,1.8253898677254665
DOCK2,DOCK2,0.90179354,99.7814,1.0,1.8253857844501273
MAEA,MAEA,0.9793858,88.67845,1.0,1.825364584497446
SRA1,SRA1,0.9209595,97.02255,1.0,1.8251807798552577
FDFT1,FDFT1,0.97942734,88.656,1.0,1.825162594278614
EGLN1,EGLN1,0.9066884,99.061,1.0,1.8251399902853649
SLC39A11,SLC39A11,0.91135144,98.3857,1.0,1.8250402203946567
MPV17L,MPV17L,0.96423656,90.8163,1.0,1.825002744364157
ZDHHC20,ZDHHC20,0.9725604,89.62195,1.0,1.8249605489519123
ZNF701,ZNF701,0.95888823,91.56675,1.0,1.8248223501764813
REEP2,REEP2,0.95496005,92.126,1.0,1.8247885838466078
WIPI1,WIPI1,0.9014848,99.7758,1.0,1.8247767382773574
BRD3OS,BRD3OS,0.899911,100.0,1.0,1.824764924286898
TMEM125,TMEM125,0.8998733,100.0,1.0,1.8246989217816738
RBM6,RBM6,0.94360274,93.743,1.0,1.8246918651726705
MSRB2,MSRB2,0.90368503,99.4505,1.0,1.8246481241762795
PRKCB,PRKCB,0.8998374,100.0,1.0,1.8246360705896967
SCARB1,SCARB1,0.99435014,86.4757,1.0,1.8246085482449341
SNX8,SNX8,0.90431666,99.3548,1.0,1.8245828784459825
SNTN,SNTN,0.99805486,85.93969999999999,1.0,1.824535601485561
C20orf202,C20H20orf202,0.9720125,89.6589,1.0,1.8244534729301218
COG6,COG6,0.91744375,97.46015,1.0,1.824380463644062
SCHIP1,SCHIP1,0.90110767,99.7947,1.0,1.8243477606162304
ALG5,ALG5,0.95976526,91.4012,1.0,1.8243319949791874
ETNK1,ETNK1,0.968475,90.15485000000001,1.0,1.8243290939817798
P4HA2,P4HA2,0.91794807,97.37865,1.0,1.8242660946895015
ST3GAL3,ST3GAL3,0.9556274,91.98375,1.0,1.8242162524522882
DOCK9,DOCK9,0.91880685,97.24485,1.0,1.824132306180211
ASB5,ASB5,0.9440378,93.63395,1.0,1.8241191176257505
AAR2,AAR2,0.9958749,86.21690000000001,1.0,1.8241111141543789
SIPA1,SIPA1,0.8994725,100.0,1.0,1.8239972293653932
GCC2,GCC2,0.961628,91.10495,1.0,1.8239680053707943
GTF3A,GTF3A,0.941419,93.99435,1.0,1.8239444395340922
PRR14L,PRR14L,0.9085257,98.6983,1.0,1.82391832863404
IGSF10,IGSF10,0.9066207,98.9706,1.0,1.8239152617270529
RNF141,RNF141,0.9352145,94.87945,1.0,1.8239128045158965
EXOC3L4,EXOC3L4,0.90812767,98.7535,1.0,1.8238969555389595
ZNF461,ZNF461,0.89938,100.0,1.0,1.8238352868791008
PTGDS,PTGDS,0.90672135,98.9474,1.0,1.823807579554978
HSPA12A,HSPA12A,0.9226798,96.66295,1.0,1.8237922168352987
UPB1,UPB1,0.8993456,100.0,1.0,1.8237750617814958
PPFIA1,PPFIA1,0.91950667,97.11064999999999,1.0,1.823715326987942
PDE1C,PDE1C,0.95874065,91.4904,1.0,1.8236296999821966
FYTTD1,FYTTD1,0.89925206,100.0,1.0,1.823611298536439
INAVA,INAVA,0.94631153,93.26589999999999,1.0,1.8235960601568668
SFTPA2,SFTPA2,0.92932427,95.68950000000001,1.0,1.823513001563917
VTCN1,VTCN1,0.9299849,95.5935,1.0,1.8234948559599613
TRAPPC6B,TRAPPC6B,0.89918184,100.0,1.0,1.8234883623052234
DNASE1,DNASE1,0.909082,98.5816,1.0,1.8234642282377451
POLR2B,POLR2B,0.89914644,100.0,1.0,1.8234263864780367
ACADVL,ACADVL,0.9314917,95.3714,1.0,1.82341506828912
VPS29,VPS29,0.9585032,91.50665000000001,1.0,1.8234128367838975
IGHV1-3,IGHV1-3,0.97913253,88.5504,1.0,1.8233542585945328
RPF1,RPF1,0.89910054,100.0,1.0,1.8233460279902443
MSRB3,MSRB3,0.97859824,88.62475,1.0,1.823328665265566
TPO,TPO,0.976893,88.8591,1.0,1.823210938612109
CAPN8,CAPN8,0.90596694,99.0043,1.0,1.8231830839635932
PKP2,PKP2,0.9023275,99.5221,1.0,1.8231476091043113
VGLL1,VGLL1,0.9097917,98.4496,1.0,1.8230914671515783
TRNP1,TRNP1,0.91124654,98.2379,1.0,1.823047973997816
KLF7,KLF7,0.89891255,100.0,1.0,1.8230169083362109
SPC25,SPC25,0.90826946,98.6607,1.0,1.8230096190684986
BCHE,BCHE,0.9267936,96.0077,1.0,1.8229762235026903
OXNAD1,OXNAD1,0.9201101,96.96095,1.0,1.8229399250092793
KHDRBS3,KHDRBS3,0.95828336,91.4991,1.0,1.822935568766026
GMPPA,GMPPA,0.93800247,94.39744999999999,1.0,1.8228956620868146
RGS8,RGS8,0.95655906,91.7424,1.0,1.822893992313852
GAK,GAK,0.9532124,92.2183,1.0,1.8228583753253869
USP21,USP21,0.90000767,99.823,1.0,1.8227682587168883
ATM,ATM,0.90264046,99.4437,1.0,1.822736154529434
RNF212B,RNF212B,0.90104836,99.6667,1.0,1.8226776180615396
WDFY4,WDFY4,0.9052742,99.0578,1.0,1.8226249508415728
MTERF2,MTERF2,0.9059332,98.961,1.0,1.8225941621310042
DNAI7,DNAI7,0.9751548,89.05189999999999,1.0,1.822527070045688
GABPB1,GABPB1,0.98112166,88.19745,1.0,1.8225177187400754
IZUMO2,IZUMO2,0.9017167,99.5475,1.0,1.822389077478201
GPR108,GPR108,0.90111774,99.6317,1.0,1.8223707966688727
AKT2,AKT2,0.8999831,99.7921,1.0,1.8223471270441856
FARS2,FARS2,0.94604343,93.19925,1.0,1.8223111087193309
CEMIP2,CEMIP2,0.90052515,99.7108,1.0,1.8223012604710855
SCAMP5,SCAMP5,0.9014592,99.5745,1.0,1.822268657448038
WDR82,WDR82,0.8984833,100.0,1.0,1.8222654076633353
IKZF4,IKZF4,0.8984501,100.0,1.0,1.8222072834412284
LARP4,LARP4,0.90422106,99.1713,1.0,1.8221700610829956
TUBB4A,TUBB4A,0.898428,100.0,1.0,1.8221685923174764
PIMREG,PIMREG,0.9898912,86.90475,1.0,1.8220523370013173
TMEM63A,TMEM63A,0.90009314,99.7522,1.0,1.8220515301347593
UNKL,UNKL,0.90309834,99.3179,1.0,1.8219983927048555
PWP1,PWP1,0.8983069,100.0,1.0,1.821956578965152
LARGE2,LARGE2,0.9002425,99.7226,1.0,1.8219508106614408
TMEM44,TMEM44,0.9754009,88.96934999999999,1.0,1.821947779088252
KCTD9,KCTD9,0.90005046,99.7429,1.0,1.8218630070190018
FAM221B,FAM221B,0.90519047,99.005,1.0,1.8218322607056365
TBX15,TBX15,0.8993923,99.8339,1.0,1.8218242930663044
ZDHHC11,ZDHHC11,0.93856454,94.22275,1.0,1.8217419306390636
TM9SF4,TM9SF4,0.8981557,100.0,1.0,1.8216918686524233
PLAAT3,PLAAT3,0.9314459,95.23605,1.0,1.821678637818759
CNTRL,CNTRL,0.9020513,99.4409,1.0,1.821670431728292
NTM,NTM,0.9493052,92.6761,1.0,1.821619918808723
ZNF81,ZNF81,0.8991578,99.8487,1.0,1.821594851201242
UBE2J2,UBE2J2,0.92366725,96.34115,1.0,1.821583181613426
DTX2,DTX2,0.90930486,98.3923,1.0,1.8215379749411809
CD200R1L,CD200R1L,0.94393444,93.43395000000001,1.0,1.8214908078674377
DMWD,DMWD,0.9114979,98.0743,1.0,1.8214861015281414
BAP1,BAP1,0.8999121,99.7257,1.0,1.8214103036001061
DYM,DYM,0.92452496,96.20165,1.0,1.8213777702245435
ARPP21,ARPP21,0.8996115,99.7639,1.0,1.8213514789685101
TMEM25,TMEM25,0.9699823,89.6917,1.0,1.8213005078468798
MAP3K3,MAP3K3,0.9144096,97.6408,1.0,1.8212790602997588
WDR19,WDR19,0.898938,99.851,1.0,1.821238185414231
TMEM161B,TMEM161B,0.96912855,89.8083,1.0,1.8212326300519714
TBC1D1,TBC1D1,0.92853266,95.61635,1.0,1.8212319866668143
PANK2,PANK2,0.97081554,89.5652,1.0,1.8212113341378071
SDK1,SDK1,0.9509726,92.40025,1.0,1.8211635718274461
FCF1,FCF1,0.897851,100.0,1.0,1.8211584213489285
CUTA,CUTA,0.9511391,92.3757,1.0,1.8211546555564613
TYRP1,TYRP1,0.92637354,95.9144,1.0,1.8210991212309702
ZNF28,ZNF28,0.91684973,97.26740000000001,1.0,1.820981857504414
MFSD10,MFSD10,0.9950345,86.07669999999999,1.0,1.8209242056155692
DAB2,DAB2,0.89953077,99.7403,1.0,1.820921354756238
NECTIN3,NECTIN3,0.8977134,100.0,1.0,1.820917520958509
NDNF,NDNF,0.900099,99.6479,1.0,1.8207854941172261
TPRG1,TPRG1,0.9001755,99.6364,1.0,1.8207787020551598
TRAV38-2DV8,TRAV38-2DV8,0.96844786,89.86415,1.0,1.8207243496350065
RFX5,RFX5,0.9010015,99.513,1.0,1.8207147870563225
DEAF1,DEAF1,0.9606065,90.98435,1.0,1.8207038804309472
C19orf44,C19H19orf44,0.90183663,99.3912,1.0,1.820686435053355
AATF,AATF,0.89880234,99.8214,1.0,1.8206384729955822
NAT8L,NAT8L,0.9811697,88.0293,1.0,1.8205442106204481
TREH,TREH,0.90466493,98.9708,1.0,1.820493684687716
ILF3,ILF3,0.8997955,99.6659,1.0,1.8204744095806178
OASL,OASL,0.90833795,98.4436,1.0,1.8204729233919537
DENND1C,DENND1C,0.9096221,98.2522,1.0,1.820379004672318
P2RX4,P2RX4,0.9504573,92.40065,1.0,1.8202663155827767
TENM3,TENM3,0.89913964,99.7406,1.0,1.820240262926534
GCFC2,GCFC2,0.9080347,98.4635,1.0,1.820185526404054
TMPRSS13,TMPRSS13,0.96061873,90.93915000000001,1.0,1.8201721897709087
WDR43,WDR43,0.89933056,99.7046,1.0,1.8201339884354635
ETV6,ETV6,0.90031713,99.5575,1.0,1.8200611765952055
WWTR1,WWTR1,0.8972026,100.0,1.0,1.8200232482882588
PRKD2,PRKD2,0.8995868,99.6583,1.0,1.8200160328516979
SASH1,SASH1,0.9027904,99.19965,1.0,1.8200122747788092
ZNF429,ZNF429,0.9023654,99.2582,1.0,1.8199846776922564
FYB1,FYB1,0.90886515,98.3249,1.0,1.8199434032213486
PJVK,PJVK,0.9011128,99.4318,1.0,1.8199160173931492
FUT8,FUT8,0.8971326,100.0,1.0,1.8199006972175513
KRTAP10-2,KRTAP10-2,0.9908658,86.5805,1.0,1.8197908248135493
SCAPER,SCAPER,0.90876347,98.32335,1.0,1.819746422041295
C14orf93,C14H14orf93,0.89964175,99.6283,1.0,1.8197451322898885
MCUR1,MCUR1,0.9067619,98.6072,1.0,1.8197156218922599
STARD9,STARD9,0.9068006,98.59545,1.0,1.8196395930590752
WNT2,WNT2,0.89890885,99.7222,1.0,1.8196110554463243
PLXNB3,PLXNB3,0.9073058,98.51955,1.0,1.8195952906683122
ADTRP,ADTRP,0.93105257,95.114,1.0,1.8194965253611182
CNDP2,CNDP2,0.9042499,98.9474,1.0,1.8194807389306846
INPP5D,INPP5D,0.89982927,99.5795,1.0,1.81947627463992
TNFRSF8,TNFRSF8,0.92501414,95.97345,1.0,1.8194417608092996
TRBV11-3,TRBV11-3,0.97173136,89.28415,1.0,1.8193755426045697
TTC31,TTC31,0.90485656,98.8439,1.0,1.819276330663135
GDPD4,GDPD4,0.9819479,87.8137,1.0,1.8192683803928325
RECQL4,RECQL4,0.9088942,98.2616,1.0,1.8192196742643083
PRR13,PRR13,0.97374195,88.9722,1.0,1.8190782810484285
QTRT2,QTRT2,0.90978134,98.1197,1.0,1.8190364185948253
B3GAT2,B3GAT2,0.9613525,90.74085,1.0,1.8190302707791535
TPM1,TPM1,0.9946145,85.98134999999999,1.0,1.8190221230055492
SH3BP2,SH3BP2,0.93477416,94.53815,1.0,1.8189654780557942
ITM2B,ITM2B,0.89658374,100.0,1.0,1.818939791779428
VPS39,VPS39,0.9033041,99.0385,1.0,1.8189396687983281
MVP,MVP,0.89653176,100.0,1.0,1.8188487888557798
ZC2HC1A,ZC2HC1A,0.9351336,94.47425000000001,1.0,1.818812830582152
FTO,FTO,0.9394716,93.85079999999999,1.0,1.8187784801631777
UBE2U,UBE2U,0.91519475,97.32305,1.0,1.8187654114091032
TRPV6,TRPV6,0.90378714,98.9542,1.0,1.81875378135739
KLHL36,KLHL36,0.8975714,99.8377,1.0,1.8186828893039075
LRP5,LRP5,0.9035797,98.97625,1.0,1.8186604308299468
ELL2,ELL2,0.89859855,99.6875,1.0,1.8186431880776621
XRCC5,XRCC5,0.8982719,99.7268,1.0,1.818552217389385
STK3,STK3,0.9276715,95.51895,1.0,1.818532466812528
NEU1,NEU1,0.90636486,98.55824999999999,1.0,1.8184215222423454
LHPP,LHPP,0.99336255,86.1111,1.0,1.8184180182397034
PRKAG1,PRKAG1,0.9341525,94.5792,1.0,1.818379438984219
LILRB5,LILRB5,0.9975538,85.50829999999999,1.0,1.8183794375911488
ANAPC7,ANAPC7,0.91726565,96.98995,1.0,1.8183149286316431
UBAP1L,UBAP1L,0.8980583,99.7375,1.0,1.8183091950084271
CFAP91,CFAP91,0.9034826,98.957,1.0,1.8182548771315106
RFC2,RFC2,0.8981561,99.7175,1.0,1.8182356809266254
TBX1,TBX1,0.9754518,88.65684999999999,1.0,1.8182129000540066
SEC63,SEC63,0.8979968,99.7368,1.0,1.818192959398942
ARID2,ARID2,0.8984364,99.673,1.0,1.8181818740857303
TMEM87A,TMEM87A,0.89740723,99.8198,1.0,1.8181764338142918
GYPA,GYPA,0.97795707,88.2953,1.0,1.8181747455287676
PRDM6,PRDM6,0.89907414,99.57955000000001,1.0,1.8181548580496
KIFC1,KIFC1,0.9317139,94.8913,1.0,1.817929206287927
ARMC6,ARMC6,0.91201717,97.707,1.0,1.8179006366164399
IRF9,IRF9,0.93519145,94.38839999999999,1.0,1.8178635834342365
CBLN1,CBLN1,0.89596254,100.0,1.0,1.8178522385633764
PHF21A,PHF21A,0.8964526,99.92660000000001,1.0,1.8178120220561085
MRPL42,MRPL42,0.9818392,87.71015,1.0,1.8178109583732462
AKR1C2,AKR1C2,0.9686182,89.60095000000001,1.0,1.817801850588951
ITGA5,ITGA5,0.91282344,97.58224999999999,1.0,1.8177856600811046
RET,RET,0.9153536,97.21979999999999,1.0,1.8177800681205805
ZNF223,ZNF223,0.90096563,99.2732,1.0,1.8177176105220634
SGMS1,SGMS1,0.90423185,98.8032,1.0,1.817684595776278
GSDMD,GSDMD,0.94446194,93.03800000000001,1.0,1.8175691679497317
KAT5,KAT5,0.9221243,96.22184999999999,1.0,1.8174220465365525
CCS,CCS,0.90074074,99.2701,1.0,1.8172859549540654
MYRF,MYRF,0.96348333,90.29235,1.0,1.8172725857662773
PIAS2,PIAS2,0.89562,100.0,1.0,1.8172525436525162
IGHMBP2,IGHMBP2,0.9075562,98.29185000000001,1.0,1.8172473604294606
CCDC38,CCDC38,0.9080018,98.2238,1.0,1.8171947732138265
RGS5,RGS5,0.97071564,89.2499,1.0,1.8171781821217832
MRGPRF,MRGPRF,0.897565,99.7085,1.0,1.8170906937252833
ZNF283,ZNF283,0.93459237,94.4035,1.0,1.8169995316098602
LPP,LPP,0.8966065,99.8366,1.0,1.8169801498817628
TNFRSF10D,TNFRSF10D,0.9683971,89.56165,1.0,1.8169338591489406
ZNF425,ZNF425,0.9018723,99.07055,1.0,1.8168251627178706
SH3BP4,SH3BP4,0.8989553,99.4808,1.0,1.8167384201364274
KREMEN1,KREMEN1,0.95834035,90.97625,1.0,1.8166373467386185
IGHV3-73,IGHV3-73,0.9747712,88.60915,1.0,1.8164376594886311
FMNL1,FMNL1,0.89764786,99.6364,1.0,1.8163534879356797
NWD1,NWD1,0.9370223,94.00285,1.0,1.8163510193427643
LPCAT4,LPCAT4,0.89777267,99.6183,1.0,1.8163505109261886
SLU7,SLU7,0.8974882,99.6587,1.0,1.8163468464605785
ACOX1,ACOX1,0.923663,95.9091,1.0,1.8162888437807845
GMFB,GMFB,0.9390195,93.71039999999999,1.0,1.816268932566531
DERA,DERA,0.9016468,99.0566,1.0,1.8162596702314073
SLC9A1,SLC9A1,0.89668965,99.7546,1.0,1.816122307763474
TSPOAP1,TSPOAP1,0.9193595,96.50985,1.0,1.8161058196517366
SVIL,SVIL,0.8993815,99.3677,1.0,1.8161006021998523
EMC1,EMC1,0.8970432,99.6979,1.0,1.8160474532491522
SH3TC2,SH3TC2,0.8981825,99.5342,1.0,1.8160388999269346
ADPGK,ADPGK,0.894825,100.0,1.0,1.815860713635193
CPNE3,CPNE3,0.8986827,99.4413,1.0,1.8157778187686187
ZNF528,ZNF528,0.9014546,99.0446,1.0,1.81577633874491
EXO1,EXO1,0.9022113,98.9362,1.0,1.8157746497622291
