crab_eating_macaque gene name,mice gene name,correlation
SPIN3,Spin2c,0.9033265
TMEM26,Tmem26,0.9033136
GDAP1,Gdap1,0.9033028
PSME3IP1,Psme3ip1,0.903269
UBXN2A,Ubxn2a,0.9032672
AHCYL2,Gm4737,0.9032324
SCARF1,Scarf1,0.9032084
FCER1A,Fcer1a,0.90320593
FBXO7,Fbxo7,0.90318656
PNPLA4,Pnpla2,0.9031864
STXBP3,Stxbp3,0.9031652
TOP2B,Top2b,0.90315557
SOAT1,Soat1,0.9031504
TSPAN11,Tspan11,0.903115
GNRH1,Gnrh1,0.9030646
ZNF511,Zfp511,0.9030606
CBLN1,Cbln1,0.9030473
HMGXB4,Hmgxb4,0.90303963
ARFRP1,Arfrp1,0.9030192
KCTD2,Rin2,0.9030098
VPREB1,Vpreb1,0.9029838
CD320,Cd320,0.902979
PKD1L1,Pkd1l1,0.90289605
COL20A1,Col20a1,0.90288675
RNFT1,Rnft1,0.9028858
COX7A2L,Tiprl,0.902882
SEC23B,Sec23b,0.9028647
PSMD9,Psmd9,0.90280133
COL23A1,Col23a1,0.90279865
MRPL21,Mrpl21,0.90275824
RAD51AP2,Rad51ap2,0.902746
TRAFD1,Trafd1,0.9027317
TNRC6B,Tnrc6b,0.902716
GLI1,Glis3,0.90270805
PGRMC1,Pgrmc1,0.9027062
TMEM183A,Tmem183a,0.902644
ENKD1,Enkd1,0.9025898
CEPT1,Cept1,0.9025498
MFRP,Mfrp,0.9025435
LYPD8,Lypd8,0.9025361
DDX23,Ddx46,0.9025205
BBOX1,Bbox1,0.9025148
CHMP3,Chmp3,0.9024643
LRWD1,Lrwd1,0.9024503
GUCA2A,Guca2a,0.90244836
SCMH1,Scmh1,0.90244186
CLDN15,Cldn15,0.90242946
PRG4,Prg4,0.9024065
TBC1D20,Tbc1d20,0.90232813
UBE2R2,Ube2r2,0.90230423
PGLYRP1,Pglyrp1,0.90229845
UPK3A,Upk3a,0.9022971
ST6GALNAC2,St6galnac1,0.9022703
CDC14C,Cdc14b,0.9022098
ERVW-1,BC035947,0.90218604
DHRS1,Dhrs1,0.9021631
STON2,Ston2,0.90212077
IL18,Il18,0.90211403
TAC3,Tac2,0.90210426
IGKC,Igkc,0.9020597
MAG,Mag,0.90202904
COX6B2,Cox6b2,0.90199023
NAGK,Wdr82,0.90197897
LPGAT1,Lpgat1,0.90195525
RPP40,Rpp40,0.901954
FANCL,Fancl,0.90192324
DHCR7,Dhcr7,0.9018919
CBL,Raph1,0.90186083
SMDT1,Smdt1,0.9018375
PIMREG,Pimreg,0.9017757
TNFSF12,Tnfsfm13,0.9017538
MIOX,Miox,0.90173376
MOSMO,Mosmo,0.90170896
PAEP,Lcn2,0.90166014
AQP10,Aqp7,0.90165323
CDK10,Cdk10,0.90163696
MAP3K11,Map3k11,0.9016297
ACOXL,Acoxl,0.90162206
BIN2,Bin2,0.90161264
RORA,Rora,0.9015997
RPS6KB1,Rps6kb1,0.901595
GHRH,Ghrh,0.9015371
JAML,Jaml,0.9015364
TPCN2,Tpcn2,0.90147585
POLR2F,Polr2f,0.90142256
TENT5D,Tent5d,0.9013862
ATP8B3,Atp8b3,0.90137386
KCNJ1,Tab1,0.9013612
FOXR1,Foxr1,0.9013547
MYO1G,Myo7b,0.9013533
PRR5L,Prr5l,0.9013178
PCDHB3,Pcdhb9,0.90130883
SERINC4,Serinc4,0.90128106
ZBTB12,Zbtb12,0.901249
ANKRD35,Ankrd35,0.901241
CCDC141,Ccdc141,0.9012336
SLC25A36,Slc25a36,0.90121484
DNAL1,Dnal1,0.90116674
SNTN,Sntn,0.9010776
FAM149B1,Fam149b,0.9010281
HINT3,Hint3,0.9009688
RTL1,Rtl1,0.90093726
H2BW2,H2bl1,0.9009187
ANKMY1,Ankmy1,0.90089893
PRSS55,Prss55,0.9008969
CD226,Cd226,0.90089583
BLOC1S6,Bloc1s6,0.9008519
SLC22A11,Slc22a30,0.9007829
PLA2G1B,Pla2g1b,0.9007548
CCDC24,Ccdc24,0.9007319
RSU1,Rsu1,0.9007282
SSTR5,Sstr3,0.90072465
ZMYM2,Zmym2,0.90071833
TEX13D,Tex13c1,0.9006943
COA8,Coa8,0.90069216
SLC7A9,Slc7a9,0.9006524
ZNF358,Zfp358,0.90059674
TRAV39,Trav23,0.9005925
METRN,Metrn,0.90059125
ANKUB1,Ankub1,0.900586
PXMP2,Pxmp2,0.9005426
MGST1,Mgst1,0.900517
OBI1,Obi1,0.90049416
GMFB,Gmfb,0.900487
ANKRD17,Soga3,0.90048486
IDO2,Ido2,0.90042007
PJA1,Proca1,0.90041715
TTC32,Ttc32,0.90035474
BSDC1,Bsdc1,0.90035427
GOLPH3,Golph3,0.90034944
POLR3A,Polr3a,0.9003395
CENPO,Cenpo,0.90031046
SOAT2,Abhd15,0.9003001
CIITA,Ciita,0.90026814
OTOA,Mslnl,0.9002487
MTFP1,Coq8a,0.9002108
SYDE1,Syde1,0.9001786
MFSD3,Mfsd3,0.9001727
MACO1,Maco1,0.90016115
RXYLT1,Rxylt1,0.9001427
ADSL,Mtap,0.90004355
MST1,Mst1,0.90002984
TOMM20L,Tomm20l,0.900022
TEX53,Gm11213,0.89993626
SLC25A19,Slc25a19,0.89993525
CLCN7,Clcn6,0.8999265
ID4,Id4,0.899775
PEX12,Pex12,0.8997712
CLEC4E,Cd209a,0.8997674
GRAP2,Grap2,0.89974034
SMTNL1,P2rx3,0.8997042
LDLRAD2,Ldlrad2,0.89965785
SEC22B,Sec22b,0.89964825
ZMPSTE24,Zmpste24,0.8996283
ERN1,Ern1,0.89961904
ERCC6,Smarca1,0.8995871
ZBTB49,Zbtb49,0.89954835
IFNK,Ifnk,0.899529
MCFD2,Mcfd2,0.8995004
MCU,Mcu,0.8994686
NPHS2,Nphs2,0.8994634
C11orf58,1110004F10Rik,0.89942014
SLC30A10,Slc30a10,0.89938116
TP53I11,Trp53i11,0.89937896
POC1B,Trmt5,0.8993698
PROC,Proc,0.8993692
HES1,Hes1,0.89930665
TIPRL,Asf1a,0.89929724
ALPL,Alpl,0.8992451
FKBP4,Hk1,0.89923924
RRP7A,Rrp7a,0.8991623
CCNL1,Ccnl2,0.89912254
FOCAD,Focad,0.89910734
LPAR1,Lpar1,0.8990947
IFT46,Ift46,0.8990865
TMEM185A,Tmem185a,0.8990604
DIPK2B,Dipk2b,0.8990254
TGM1,Tgm1,0.899001
CLASRP,Clasrp,0.89899963
STX4,Stx4a,0.8989932
XRCC4,Xrcc4,0.8989137
POLG,Polg,0.8988775
PTPN1,Ptpn1,0.8988582
GUSB,Gusb,0.8988212
ENAM,Enam,0.8988171
AGPS,Agps,0.89881337
MADCAM1,Madcam1,0.8987275
PTS,Acsbg1,0.8987204
TRAV36DV7,Trav7-2,0.8987175
UBE2G2,Cdc34,0.8986802
RRP1,Rrp1,0.89867574
RBM39,Rbm39,0.8986291
PTOV1,Ptov1,0.89855105
TSHZ3,St18,0.89851
SYT2,Syt2,0.89849794
EIF1AX,Eif1a,0.89844495
OOEP,Ooep,0.89842373
WFDC8,Wfdc8,0.8984208
GINM1,Ginm1,0.8983608
SPATA31G1,4930407I10Rik,0.89833134
CCSAP,Ccsap,0.8983
TMEM191C,Tmem191c,0.89820397
LARP1B,Larp1b,0.8981914
SLC7A6OS,Slc7a6os,0.89819026
CLUAP1,Cluap1,0.89818925
KLHL22,Klhl22,0.8981844
MESD,Mesd,0.89817196
CCDC125,Ak6,0.89810133
ANO7,Ano7,0.89809215
PNPLA2,Capn9,0.8980739
IGLV6-57,Igkv4-53,0.89806867
ZNF532,Zfp532,0.8980658
FOXRED1,Foxred1,0.8980548
EFCAB6,Efcab6,0.89803755
CEP44,Cep44,0.89788187
AMFR,Amfr,0.8978305
BPIFC,Bpifc,0.8978135
DGKH,Dgkk,0.8977827
ATPSCKMT,Atpsckmt,0.89776677
EMC4,Tyms,0.8977463
UCKL1,Uckl1,0.89773417
TWF2,Twf2,0.8977274
SDHAF2,Sdhaf2,0.8976791
OVCH1,C1rl,0.89764374
LARS1,Lars,0.8976324
RLBP1,Rlbp1,0.897617
ARRDC4,Arrdc4,0.89758706
LRP10,Lrp10,0.8975723
WDR47,Wdr47,0.89756554
CPZ,Cpz,0.89754874
RIN2,Inpp5d,0.8975437
C4BPB,Zp3r,0.89751244
HAL,Hal,0.8974512
SIM1,Sim1,0.89739406
TOMM40L,Tomm40l,0.8973898
ATP6AP1,Atp6ap1,0.89738584
LGALS3,Lgals3,0.8973752
XAF1,Xaf1,0.8973663
SRARP,Srarp,0.89733905
SP140,C130026I21Rik,0.8973369
CLEC6A,Clec4a3,0.89733267
TMCO4,Tmco4,0.89724207
VPS29,Vps29,0.89722925
TSEN54,Tsen54,0.8972194
AFG2B,Spata5l1,0.8971998
PIP4P1,Pip4p1,0.8971925
IMPA1,Impa1,0.8971881
ENPP3,Enpp3,0.8971821
MORF4L2,Morf4l2,0.8971065
TMCO3,Tmco3,0.89704406
CNP,Cnp,0.8970208
PVALB,Pvalb,0.89697915
FAM228A,Gm973,0.89693993
MTBP,Mtbp,0.8968664
MRAP2,Mrap2,0.89685327
CXorf66,Tex16,0.8968523
PRRG2,Prrg2,0.8968296
ZBP1,Zbp1,0.89682513
ZBTB20,Zbtb20,0.8967971
SARDH,Aifm3,0.8967788
PIKFYVE,Pikfyve,0.8967462
AHSA1,Ahsa2,0.8967224
SLC37A3,Slc37a3,0.89668995
BUD13,Bud13,0.8966698
SLC39A9,Slc39a9,0.89661735
SIDT1,Sidt1,0.896546
SCAF8,Scaf8,0.8965219
PRPF6,Prpf6,0.89650726
MTR,Mtr,0.89650416
FLOT2,Flot2,0.89648765
TXNDC11,Txndc11,0.8964772
CRNN,Crnn,0.8964616
PDK4,Pdk4,0.89644945
SPATS2,Spats2,0.8964366
CRAMP1,Cramp1,0.8963943
FURIN,Furin,0.89637727
CCSER1,Akap13,0.8963715
IQCF1,Iqcf1,0.89636356
GOT2,Sqor,0.8963578
CCAR1,Ccar1,0.89634997
TEDC2,Tedc2,0.8963449
PRIMPOL,Igtp,0.89633566
SNAP47,Snap47,0.8963077
YTHDF2,Ythdf1,0.8963071
PPM1K,Ppm1k,0.8962771
CKLF,Cklf,0.8962466
RAD17,Rad17,0.89623696
GPT2,Gpt2,0.89622754
DNAJB9,Dnajb9,0.89622164
TUT4,Tut4,0.896211
LILRB5,Pirb,0.8961887
ZZZ3,Zzz3,0.8961617
CCL15,Ccl9,0.8960866
LYSMD2,Mcm3ap,0.8960583
ECSCR,Ecscr,0.8960536
MTMR14,Mtmr14,0.89600253
TGIF2LX,Tgif2lx1,0.89596653
EXOSC2,Exosc2,0.89592594
RETREG2,Retreg2,0.8959246
TMED1,Tmed1,0.895915
RNASEK,Rnasek,0.89586693
SHARPIN,Sharpin,0.8958637
AKIP1,Stk19,0.89583796
CD7,Cd7,0.8958262
LCMT1,Lcmt1,0.89582324
MIER1,Mier1,0.8958154
ESM1,Esm1,0.8957282
NICN1,Nicn1,0.8957234
MSANTD5,Msantd5,0.8957117
METTL17,Mettl17,0.8956882
PPT1,Ppt1,0.89565635
ATF7IP,Atf7ip,0.895627
POLH,Polh,0.89560384
PKNOX2,Pknox2,0.8955957
PLS1,Pls1,0.89556843
TXNDC17,Txndc17,0.8955178
SNX25,Snx25,0.8955091
MED8,Med8,0.8955055
PXDNL,Pxdn,0.8954882
ADGRG3,Adgrg3,0.8954838
GABRA4,Gabra4,0.8954411
CNGA1,Cnga1,0.89542276
PAPSS1,Papss1,0.89537954
SNAPC2,Snapc2,0.89537686
AHCYL1,Ahcyl1,0.8953134
PITPNM2,Pitpnm3,0.8953038
PISD,Gm20671,0.8952745
LRRC47,Lrrc47,0.8952739
DUSP22,Dusp22,0.89526767
RAD9A,Rad9a,0.8952628
CHKA,Fn3krp,0.895262
HTRA1,Htra4,0.8952566
GSC,Gsc,0.89523953
AP1S1,Slc12a7,0.8952336
MCPH1,Mcph1,0.8952193
ARPIN,Arpin,0.8952111
THEMIS2,Themis2,0.89517474
HERC1,Herc1,0.8951452
INCENP,Incenp,0.8951326
SENP7,Senp6,0.89511675
IQCC,Iqcc,0.89510405
HOPX,Hopx,0.89510036
IL22RA2,Il22ra2,0.895012
OSTF1,Ostf1,0.8949918
XRCC1,Xrcc1,0.8949745
NTMT1,Ntmt1,0.89489454
LACRT,Glycam1,0.8948568
DENND6B,Dennd6b,0.89484674
CBARP,Cbarp,0.89483094
GUK1,Guk1,0.89483064
KIF6,Kif6,0.8947959
APOBEC3H,Apobec3,0.8947813
TXNDC5,Txndc5,0.8947525
SIGIRR,Sigirr,0.89474475
MFGE8,Mfge8,0.89474136
PSMD2,Psmd2,0.8947373
CTSH,Ctsh,0.8947365
SRPRB,Srprb,0.8947286
OGA,Oga,0.8947244
PACRGL,5730480H06Rik,0.8947187
NCL,Ncl,0.89470017
AGBL4,Bend5,0.8946984
CHI3L2,Chil6,0.8946801
RFC5,Rfc5,0.8946669
ERICH3,Erich3,0.8946528
TRBV5-1,Trbv12-2,0.8945978
BLM,Blm,0.8945523
TBC1D10B,Tbc1d10b,0.894526
RAMP2,Ramp2,0.89451534
TTC39C,Ttc39c,0.8945057
PRKCA,Prkce,0.89448327
PRDM8,Prdm8,0.89443856
LRRC42,Lrrc42,0.8944187
DNLZ,Dnlz,0.8943994
FLYWCH2,Flywch2,0.8943517
RNF17,Rnf17,0.8942833
TFEB,Tfeb,0.89428145
DEFB132,Defb21,0.89421874
SERPINB2,Serpinb2,0.8942096
DAXX,Daxx,0.8941614
TFB2M,Tfb2m,0.89415395
SH3BP2,Sh3bp2,0.8941511
HSP90AB1,Hsp90aa1,0.8941214
LRRC14,Lrrc14,0.89407766
PRR32,Prr32,0.8940758
CELA1,Cela1,0.8940676
TMEM167A,Tmem167,0.89405406
MAGEC2,Magec2,0.894041
UGGT2,Uggt2,0.8940351
CIC,Cic,0.8940321
RYK,Ryk,0.8940204
TRMT112,Trmt112,0.893959
SMG8,Smg8,0.89391
GNPAT,Gnpat,0.89388746
PPIL4,Ppil4,0.89388573
CAT,Cat,0.8938348
GEMIN8,Gemin8,0.89379126
SHCBP1,Shcbp1l,0.89376175
COX5B,Cox5b-ps,0.89372575
FBXL12,Fbxl12,0.8937244
FANCI,Fanci,0.8937232
FAN1,Fan1,0.8936865
GLI2,Gli3,0.8936743
SLC39A14,Slc39a14,0.893673
PIERCE1,1700007K13Rik,0.89366835
ARL15,Arl9,0.8936317
COPS7A,Cops7b,0.89362526
DCK,Dck,0.8935541
TBCB,Tbcb,0.89354867
CRTAC1,Crtac1,0.893515
TMEM63B,Tmem63b,0.89348066
PRR3,Prr3,0.89347863
CHPF2,Chpf2,0.89347124
ITGA5,Itga5,0.8934682
CSN2,Csn2,0.8934027
CD79B,Cd79b,0.8932848
NPEPPS,Npepps,0.8932724
ARSA,Arsa,0.89325535
IKZF5,Ikzf5,0.89319956
C6orf136,Atat1,0.89319545
UBE3A,Ube3a,0.8931681
KCTD14,Kctd14,0.89315444
MAT2A,Mat2a,0.8931523
PPP1R35,Epop,0.8931395
C11orf91,Cd59b,0.8931175
CCDC116,Ccdc116,0.893011
A4GALT,A4galt,0.8929943
SERPINF2,Serpinf2,0.8929825
TRBV29-1,Trbv30,0.8929719
PRKG2,Prkg2,0.89290804
PEX6,Pex6,0.89287716
RAET1G,Ulbp1,0.89283407
TACC3,Tacc2,0.89282197
DNAJC16,Dnajc16,0.8928093
GIPC1,Gipc3,0.8927834
AMOTL2,Amotl2,0.8927735
IFI27L2,Ifi27,0.8927509
CD300E,Cd300e,0.8927248
LAMC2,Lamc2,0.8926185
CAMSAP1,Camsap3,0.8926124
NCEH1,Nceh1,0.8925622
SMPD2,Smpd2,0.8925279
S1PR2,S1pr5,0.8925129
ZNF771,Zfp668,0.8924955
SPACA6,Spaca6,0.8924718
CRYBG2,Crybg2,0.8924573
TATDN1,Tatdn1,0.89245075
ART1,Art1,0.8923297
RHOXF1,Rhox10,0.8923203
S100P,S100z,0.8923137
RANBP1,Ranbp1,0.8922972
ZNF679,Zfp986,0.8922829
CYP4V2,Cyp4v3,0.89226496
FAM20A,Eogt,0.8922467
CPA6,Cpb2,0.8922217
BEAN1,Bean1,0.89220613
SMIM23,Smim23,0.8921587
AKT2,2310022A10Rik,0.8921182
FCRL6,Fcrl6,0.89210653
TRMT1,Trmt1,0.892097
LRRC74A,Lrrc74b,0.8920882
H1-7,H1f7,0.8920528
PDE9A,Pde9a,0.8920413
CATSPERZ,Catsperz,0.8920082
ITPA,Itpa,0.89199376
TDRD9,Tdrd9,0.8919437
WDR87,Gm35339,0.8919337
PCMTD1,Pcmtd2,0.8919314
RENBP,Renbp,0.8919206
ADGRF5,Adgrf5,0.8919094
DCPS,Dcps,0.8918438
PPP1R36,Ppp1r36,0.8918386
HSDL1,Hsdl1,0.8918313
DGLUCY,Dglucy,0.89181715
HMG20A,Hmg20b,0.8917609
APBB3,Apbb1,0.891751
COG2,Zw10,0.89169884
RTBDN,Rtbdn,0.89169806
XKR8,Xkr8,0.8916581
TNP2,Tnp2,0.89161944
CSF2RB,Csf2rb2,0.8915935
ST6GALNAC1,St3gal4,0.8915725
CYBB,Cybb,0.8915672
IGSF5,Igsf5,0.8915569
MTX1,Mtx1,0.8915561
FOXN3,Foxn3,0.8915375
GIN1,Gin1,0.8915101
FXYD3,Fxyd3,0.8915069
KASH5,Kash5,0.8914579
SLC4A11,Slc4a11,0.8913726
MDC1,Mdc1,0.89134157
MT1E,Mt3,0.8913203
TIMM21,Timm21,0.8913193
CAMKV,Camkv,0.8912718
SPATA2L,Spata2l,0.89123213
SHISAL2A,Shisal2a,0.8912294
CCDC127,Ccdc127,0.89122224
RGL2,Plekhh3,0.89120615
SLX4,Slx4,0.8911774
RCAN3,Apba2,0.89116246
PRR14,Prr14,0.8911203
LRRC56,Lrrc56,0.8910716
MYD88,Myd88,0.8910404
DEFB136,Defb7,0.89102197
MBTPS1,Plxnc1,0.890969
GPR108,Gpr108,0.8909561
PHF20,Phf20,0.8909452
TRH,Trh,0.8909365
CPEB3,Cpeb1,0.8909235
TES,Tes,0.8909134
TOB2,Tob2,0.89089996
REC8,Rec8,0.8908806
TLCD3A,Tlcd3a,0.8908792
PTPMT1,Ltc4s,0.8908481
RB1,Rb1,0.8908231
ATG4B,Atg4b,0.8908222
CCNF,Ccnf,0.89070445
SLC35D2,Slc35d2,0.89065295
BTN3A3,Cd276,0.8905818
DUS2,Dus3l,0.89054036
NR4A1,Nr4a1,0.89053005
GRIN2B,Plxna1,0.89052737
ADAM17,Adam10,0.89051825
WBP11,Wbp11,0.8904772
BCAN,Bcan,0.8904698
ADISSP,1700037H04Rik,0.89044887
ANKRD27,Ankrd27,0.89044654
SZT2,Szt2,0.8904163
NDC80,Ndc80,0.8904003
YAP1,Cfap300,0.8903972
BCR,Iqschfp,0.8903596
CFAP43,Cfap43,0.8903524
ZNF345,Zfp759,0.8903128
SLC49A3,Mfsd7a,0.8903021
PTX4,Ptx4,0.89028996
STK40,Stk40,0.8902799
ZNF513,Zfp316,0.8902064
ANKRD62,Ccdc144b,0.89019716
LCN9,Lcn9,0.8901967
WDR25,Wdr25,0.89019305
NAP1L4,Nap1l4,0.89018613
PITPNM1,Pitpnm1,0.8901854
TCEANC,Tceanc,0.8901601
DHX30,Dhx34,0.89014024
NOX1,Nox1,0.89012843
PPP4C,Ppp4c,0.8901198
NCR1,Ncr1,0.89010763
D2HGDH,Gulo,0.8900866
CALML4,Lpcat1,0.8900564
ZBTB4,Zbtb4,0.88999605
STAT6,Stat6,0.8899883
RBM17,Rbm17,0.8899838
ZFHX3,Zfhx3,0.8899837
UBE2E2,Ube2e2,0.88997877
ZSWIM7,Nsun3,0.8899712
IZUMO2,Izumo2,0.8899683
NHERF2,Slc9a3r2,0.8899499
GPX7,Gpx7,0.88994807
KCTD18,Kctd18,0.88993835
SPDEF,Ilrun,0.88993067
EDC3,Edc3,0.8898257
LSM14A,Lsm14a,0.8898244
TMEM176A,Tmem176a,0.88980377
RBM44,Rbm44,0.88977754
STAM2,Stam2,0.88975537
MIS18BP1,Mis18bp1,0.8897028
TSLP,Scgb2b2,0.88967943
NME1,Nme3,0.8896698
SVBP,Svbp,0.8896026
CHD8,Chd8,0.8895939
BABAM1,Babam1,0.8895716
CD300A,Cd300a,0.88956326
KATNAL2,Katnal2,0.8895568
LEPROT,Phtf2,0.889556
NALF1,Fam155a,0.88950527
CSTB,Cstb,0.8894651
TCL1A,Tcl1b2,0.8894475
OOSP1,Oosp1,0.8893759
TIMM8A,Timm8a1,0.8893486
DERL2,Derl2,0.8893349
MTMR10,Mtmr10,0.88931406
PSAP,Psap,0.88931346
BRI3BP,Bri3bp,0.8892889
NRM,Nrm,0.88921994
TMEM184A,Tmem184b,0.88920796
PARP9,Parp9,0.889177
ARHGAP29,Arhgap29,0.88916385
TARS1,Tars,0.88915163
BBOF1,Bbof1,0.8891288
IPO7,Ipo7,0.8891022
MROH7,Acot11,0.8890965
NRBP2,Nrbp2,0.88908935
PCGF1,Pcgf1,0.8890224
PEAK1,Peak1,0.8889825
RASL12,Rasl12,0.88890827
ADAMTS15,Adamts15,0.88878554
DPYS,Dpys,0.8886856
TMEM163,Tmem163,0.88865584
MED27,Med27,0.88864315
MICALL2,Micall2,0.8886311
ANLN,Anln,0.88859713
SLC7A7,Slc7a15,0.88852733
MTHFSD,Mthfsd,0.88852364
TRBV11-1,Trbv14,0.88852304
NCOR1,Deaf1,0.8884472
DOC2A,Pkd1,0.8884371
FAM174C,Fam174c,0.8883906
RASSF6,Rassf2,0.88838685
RAB21,Rab21,0.8883304
C1RL,Hgfac,0.8883199
LHPP,Lhpp,0.888312
SLC15A5,Slc15a5,0.8882956
MTUS2,Mtus2,0.88828665
HES2,Hes2,0.8882814
P3H4,P3h4,0.8881156
FANCC,Fancc,0.8880683
GPR32,Fpr-rs3,0.8880337
NHSL3,C77080,0.8880266
CCL18,Ccl3,0.8879157
TEDC1,Tedc1,0.8878883
FGF19,Fgf22,0.8878871
CCDC92,Ccdc92,0.887782
PDE6A,Pde11a,0.88773286
PGPEP1,Pgpep1l,0.8877196
CYREN,Cyren,0.8877052
EIF3D,Eif3d,0.88766843
DLL1,Dll1,0.88764846
AGA,Aga,0.887615
ERFE,Erfe,0.8875878
NOTCH1,Notch3,0.8875508
PIDD1,Pidd1,0.8875097
CAB39L,Cab39l,0.887488
SLC22A16,Slc22a16,0.887473
LIF,Lif,0.8874595
ATRNL1,Kat14,0.88743144
LSM7,Lsm7,0.88742733
TLX2,6430628N08Rik,0.8874176
GTF3C6,Trpm2,0.8874164
REXO5,Rexo5,0.8873667
GPA33,Gpa33,0.8873218
NICOL1,Gm1673,0.88729006
TGM4,Tgm4,0.8872419
PTTG1IP,Pttg1ip,0.88720405
H3-3A,H3f3a,0.8871617
STAC2,Stac2,0.8871478
MITD1,Mitd1,0.8870895
SLC43A3,Slc43a2,0.8870885
MOCS2,Mocs2,0.88707227
PIK3C2G,Pik3c2g,0.8870696
TMEM179B,Tmem179b,0.8870465
INTS4,Ints4,0.8870396
SPATA31H1,Gm597,0.88703865
MINDY3,Mindy3,0.8870306
SFR1,Sfr1,0.88691974
SCGB1D1,Scgb2b27,0.8868193
TMEM192,Tmem192,0.8867972
PABPN1L,Pabpn1l,0.8867696
RNF13,Rnf13,0.8867196
CCDC185,Ccdc185,0.8866747
ZNF428,Zfp428,0.8866714
TRBV7-2,Trbv16,0.88663757
MAP4K2,Map4k2,0.88657725
DHTKD1,Sec61a2,0.8865236
FAM162A,Fam162a,0.88642263
HSF2BP,Hsf2bp,0.88640684
AXIN2,Axin2,0.88638955
SPINT4,Spint5,0.88638014
PTK2,Ptk2,0.8863694
IRF2,Irf1,0.8863586
LETM2,Letm2,0.8863373
INO80B,Ino80b,0.886294
ASPHD1,Asphd1,0.8862705
AHSP,Ncapd2,0.88620234
ZPR1,Zpr1,0.8861998
P2RY14,P2ry14,0.8861896
TIPIN,Tipin,0.8861793
CCT7,Cct7,0.88610876
MRPS33,Mrps33,0.8861076
ADHFE1,Lats2,0.8860752
ZNF326,Zfp326,0.8860558
CDK5RAP3,Cdk5rap3,0.8860431
DBR1,Dbr1,0.8860048
ITGB1,Itgb1,0.88599956
NMBR,Nmbr,0.8859583
MRPL53,Mrpl53,0.88590246
MAPK15,Mapk15,0.8859013
XIRP1,Xirp1,0.88586235
DTWD1,Dtwd1,0.8858598
APOC1,Apoc1,0.8858567
NCF4,Ncf4,0.88585466
USP20,Usp20,0.88581806
SRFBP1,Srfbp1,0.88569105
EXOG,Endog,0.88565505
RCSD1,Rcsd1,0.8856523
PCCA,Pcca,0.88564277
SNRPD1,Snrpd1,0.8856278
PLP2,Gm6169,0.8855537
CCDC30,Gm8279,0.8855091
DCAF11,Fbxw5,0.8854932
APLNR,Aplnr,0.8854785
AOAH,Aoah,0.8854737
WDHD1,Wdhd1,0.8854672
STARD8,Arhgap40,0.88546467
HK1,Hk2,0.8854599
FIGN,Fignl2,0.8854213
TREM1,Trem3,0.8854099
ANKRD30BL,Ankrd23,0.8853976
FAM161A,Fam161a,0.8853975
RGR,Rgr,0.88539326
NUFIP2,Nufip2,0.88538826
LRRN4CL,Lrrn4cl,0.885379
CNN3,Cnn3,0.88534486
SCG3,Scg3,0.885327
DEFB114,Defb39,0.8852981
PPFIA4,Ccdc88c,0.8851596
CFAP119,Ccdc189,0.88511556
CSN1S1,Csn1s2b,0.8851108
FOXJ3,Foxj3,0.8851075
GCDH,Gcdh,0.8850967
FANCD2,Fancd2,0.8850061
KLF6,Klf6,0.8849887
GZMM,Gzmm,0.8849851
IQCE,Iqce,0.88497907
NSRP1,Nsrp1,0.8849715
ITPRIP,Ghdc,0.8849243
TLDC2,Tldc2,0.8848836
CNDP1,Cndp1,0.8848575
SLC51A,Slc51a,0.8847876
ENTPD4,Entpd4,0.8847797
KNSTRN,Knstrn,0.8847608
C13orf46,1700029H14Rik,0.88473976
GRIA1,Gria1,0.8847299
PILRA,Pilra,0.8847162
DCUN1D4,Dcun1d4,0.8846192
LYAR,Lyar,0.884619
NPB,Npw,0.8845747
NRIP3,Gm44596,0.8845685
SHISA8,Shisa8,0.8845123
ANKRD66,Ankrd66,0.8845113
STRN4,Strn4,0.88449603
TEPSIN,Tepsin,0.8844498
PSCA,Psca,0.8844466
SUN2,Sun2,0.88442117
HNRNPH3,Hnrnph3,0.8844204
GLT8D1,Glt8d1,0.8843895
KCNS2,Cryge,0.884335
NPLOC4,Cop1,0.88432866
C3orf85,Gm5485,0.88424927
FBXO15,Fbxo15,0.88422984
TMEM222,Tmem222,0.88421166
SMPX,Smpx,0.8841851
ALG5,Alg5,0.8841308
CXCL17,Cxcl17,0.8841149
ANKRD54,Ankrd54,0.8840468
BRMS1,Brms1,0.8840453
GPN2,Gpn2,0.8840346
CYB5RL,Cyb5rl,0.88402444
SBDS,Sbds,0.88399464
BAZ1A,Baz1a,0.88396585
OLR1,Klra2,0.883924
ICOSLG,Icosl,0.8838127
TMEM198,Tmem198b,0.8837902
ANKH,Ank,0.8837799
AIPL1,Aipl1,0.88376254
LRIF1,Dram2,0.8837616
CDS2,Cds2,0.88361305
DNAJC12,Dnajc12,0.88359153
PTPRH,Ptprh,0.883443
DTL,Dtl,0.8834299
RMC1,Rmc1,0.8833752
RBM20,Rbm20,0.88334936
TMEM116,Tmem116,0.88333094
NXF3,Nxf2,0.88331985
ISY1,Isy1,0.88330704
ATRIP,Atrip,0.88330185
GAST,Gast,0.8832857
FOLH1,Ndst1,0.88324404
IRAK3,Map3k5,0.8832386
SPAG4,Sun5,0.8832021
ST3GAL6,St6galnac4,0.883198
TMTC3,Tmtc3,0.8831442
SLC16A8,Slc16a8,0.883133
