rhesus_macaques gene name,commonmarmosets gene name,correlation
MAPKBP1,MAPKBP1,0.9681789
OAS1,OAS1,0.96816885
RBKS,RBKS,0.9681427
MAP4,MAP4,0.968132
ARMC1,ARMC1,0.96811026
TMPRSS3,TMPRSS3,0.9680879
GOSR2,GOSR2,0.9680786
BABAM2,BABAM2,0.9680769
GALK1,GALK1,0.96805674
PSEN1,PSEN1,0.9680509
ATP4B,ATP4B,0.96804565
USP40,USP40,0.9680242
GNPDA2,GNPDA2,0.9680125
IMP4,IMP4,0.9679967
GSR,GSR,0.9679854
CDK19,CDK19,0.96797806
FETUB,FETUB,0.9679763
ACTR1B,ACTR1B,0.96796817
RHOA,RHOB,0.9679539
SEPTIN14,SEPTIN14,0.9679532
NDUFAF6,NDUFAF6,0.96794415
TTC32,TTC32,0.96792245
LMAN2L,LMAN2L,0.96791494
ATP6V1F,ATP6V1F,0.96790624
CCDC42,CCDC42,0.96787125
SLC25A43,SLC25A43,0.9678604
LRRC28,LRRC28,0.9678567
OR7C1,OR7G3,0.9678509
ASB6,ASB6,0.96783936
MRTFB,MRTFB,0.96781284
ARRDC4,ARRDC4,0.9678128
SLAMF6,SLAMF6,0.96780837
GDAP1,GDAP1,0.96779555
NMRK2,NMRK2,0.9677919
NPEPL1,NPEPL1,0.96778804
CD33,CD33,0.96775943
FIZ1,FIZ1,0.96773016
MAPK4,MAPK4,0.9677018
VSTM1,VSTM1,0.9676956
RAB13,RAB13,0.96768695
MIGA1,NEXN,0.96764916
RDH5,RDH5,0.96764094
PM20D2,PM20D2,0.96762085
SNX31,SNX31,0.9676122
SREK1,SREK1,0.9675918
DHX16,DHX16,0.96756685
ID3,ID3,0.9675507
LPP,LPP,0.96752423
PDZK1,PDZK1,0.96751666
ST8SIA2,ST8SIA2,0.96748626
TMEM63B,TMEM63B,0.967473
GCSAML,GCSAML,0.96747065
MSANTD2,MSANTD2,0.967452
FGF11,FGF11,0.96744347
GUF1,GUF1,0.9674358
MAMU-DRB1,HLA-DPB1,0.9674205
MKLN1,MKLN1,0.9673682
USP2,USP2,0.96735495
KAZN,KAZN,0.96734697
CLDN8,CLDN8,0.96733874
SMIM9,SMIM9,0.9673212
C8H8orf34,C8orf34,0.96731716
NINJ2,NINJ2,0.9673128
ACTR3,ACTR3,0.9672985
TRNT1,TRNT1,0.9672699
THY1,THY1,0.967259
CD9,CD9,0.96725225
C8H8orf76,C8orf76,0.96724707
DNAJB7,DNAJB7,0.9672428
HCLS1,HCLS1,0.9672268
FOXRED1,FOXRED1,0.9672204
CSN1S1,CSN1S1,0.9672095
CFAP65,CFAP65,0.96720487
DAP3,DAP3,0.9672034
LCP2,LCP2,0.96718955
STUM,STUM,0.9671803
VTCN1,VTCN1,0.96717674
CHCHD5,CHCHD5,0.9671719
HSPG2,HSPG2,0.96717185
SPINK1,SPINK1,0.9671586
PINLYP,PINLYP,0.9671482
CLEC3B,CLEC3B,0.96714634
CYP20A1,CYP20A1,0.9671273
C20orf173,C20orf173,0.9671147
GUCY1A1,GUCY1A1,0.9671021
SLC27A3,SLC27A3,0.96709913
FOS,FOS,0.9670808
TMEM9B,TMEM9B,0.96708006
SYNGR4,SYNGR4,0.9670789
UQCC5,UQCC5,0.9670388
HRC,HRC,0.9670384
UPF3A,UPF3A,0.9670017
UBE3B,UBE3B,0.96697575
MIA,MIA,0.9669431
ASPDH,ASPDH,0.9669365
P2RX3,P2RX3,0.96693057
IZUMO3,IZUMO3,0.9669253
BAHCC1,BAHCC1,0.966885
AVEN,AVEN,0.9668721
HAO2,HAO2,0.966833
DYRK3,DYRK3,0.96680987
LCN6,LCN6,0.96676487
F11,F11,0.96676
ADGRE1,ADGRE1,0.9667557
SNCAIP,SNCAIP,0.9667542
C4H6orf163,C6orf163,0.96675354
PPP1R12B,PPP1R12B,0.96673846
ABCD1,ABCD1,0.96672976
B3GNTL1,B3GNTL1,0.9667272
TXNRD3,TXNRD3,0.96671647
NRIP2,NRIP2,0.96670127
PDGFC,PDGFC,0.96669066
CCDC88C,CCDC88C,0.96668434
FANCL,FANCL,0.9666797
ACYP2,ACYP2,0.96667075
NECAP1,NECAP1,0.96666
RRAGC,RRAGC,0.96664727
RAD51B,RAD51B,0.96663713
FCAR,FCAR,0.9666367
SYDE2,SYDE2,0.9666306
CARS1,CARS1,0.9665569
CD2,CD2,0.96654797
ADGRE5,ADGRE5,0.96652114
TSC22D4,TSC22D4,0.96650845
PRMT6,PRMT6,0.966497
SORL1,SORL1,0.96647584
FAM161B,ENTPD5,0.96646225
PPP4C,PPP2CA,0.9664544
UBASH3A,UBASH3A,0.96643054
CD274,CD274,0.9664131
C8H8orf33,C8orf33,0.9664035
RTN4IP1,RTN4IP1,0.96639806
C1QTNF12,C1QTNF12,0.9663853
POLE2,POLE2,0.9663744
CLEC5A,CLEC5A,0.9663489
CAPN5,CAPN5,0.9663463
PAX5,PAX5,0.966331
CD300LG,CD300LG,0.96629333
DOK1,DOK1,0.96627605
CRLF3,CRLF3,0.9662684
HAS3,HAS3,0.966256
SNX22,SNX22,0.96625435
HMX1,HMX1,0.9662391
CALY,CALY,0.96623266
LETMD1,LETMD1,0.96621746
IFT52,IFT52,0.9662115
PTAR1,PTAR1,0.96618676
MLF2,MLF2,0.9661681
RBM39,RBM39,0.9661619
FAM217A,FAM217A,0.96615016
ABHD11,ABHD11,0.9661411
CLPSL1,CLPSL1,0.9661385
IFT27,IFT27,0.9661275
SMIM27,SMIM27,0.9661269
FKBP5,FKBP5,0.9661112
OR8H3,OR5P2,0.9661037
DPRX,DPRX,0.9660809
EIF2B5,EIF2B5,0.96604365
TMEM218,TMEM218,0.9660408
KLK1,KLK1,0.9660184
LAMTOR1,ANAPC15,0.9660172
MUC15,MUC15,0.9660114
AKR1E2,AKR1E2,0.9659806
CD28,CD28,0.9659757
PNISR,PNISR,0.96597236
NFS1,NFS1,0.9659353
AAGAB,AAGAB,0.96593356
PRKRIP1,PRKRIP1,0.96592504
SNAP47,SNAP47,0.96592265
FAM24A,FAM24A,0.9659091
GBX2,GBX2,0.96582174
ZNF286A,ZNF286A,0.9658157
RPS17,CPEB1,0.9658099
PSMB6,PSMB6,0.96579725
KLHL21,KLHL21,0.96577054
MAPK13,MAPK12,0.96568924
PIGH,PIGH,0.9656845
SLC2A4RG,SLC2A4RG,0.96567076
C15H9orf85,C9orf85,0.9656601
SPINK4,SPINK4,0.9656104
NCR1,NCR1,0.96559757
AUNIP,AUNIP,0.9655957
TUBGCP5,TUBGCP5,0.9655762
MS4A8,MS4A8,0.96557593
RFLNA,RFLNA,0.96552956
PURG,PURG,0.9655213
SGO1,SGO1,0.965518
ASXL1,ASXL1,0.965508
DDX5,DDX5,0.9654778
ORMDL1,ORMDL3,0.9654619
GDPD4,GDPD4,0.9654606
DHRS2,DHRS2,0.96545434
KRAS,NRAS,0.96544933
ATG16L2,ATG16L2,0.9654425
ZCCHC7,ZCCHC7,0.96542436
IDH2,IDH2,0.96541876
IQCK,IQCK,0.96538395
RAPGEF5,RAPGEF5,0.96536446
CFB,C2,0.96535885
CCN4,CCN4,0.9653509
IL21R,IL21R,0.9653312
SNX2,SNX2,0.9653197
EMB,EMB,0.96531534
POLR2F,POLR2F,0.9652995
FRMD8,FRMD8,0.9652907
OR8G5,OR5T2,0.9652696
SCTR,SCTR,0.9652126
AMN,AMN,0.9652057
RAF1,RAF1,0.96517754
ETV7,ETV7,0.9651424
CXHXorf58,CXorf58,0.9651303
GRB2,GRB2,0.96510166
ARFGAP2,ARFGAP3,0.96510106
FYTTD1,FYTTD1,0.9651008
PECAM1,PECAM1,0.9650688
MOSPD2,MOSPD2,0.9650549
PARP15,PARP15,0.96503717
SMARCD1,SMARCD1,0.96503717
KCNA2,KCNA2,0.96502143
ECSIT,ECSIT,0.96498364
RRP7A,RRP7A,0.96496344
PHYKPL,PHYKPL,0.96495295
ATP6V0E2,ATP6V0E2,0.96494097
AKIRIN1,AKIRIN2,0.9649284
GPBP1L1,GPBP1L1,0.9649219
CDK5R2,CDK5R2,0.9649139
XPC,XPC,0.96491235
MAD2L1,MAD2L1,0.96490836
CEACAM7,CEACAM7,0.96488714
YAE1,YAE1,0.96487486
COQ2,COQ2,0.9648642
PYHIN1,PYHIN1,0.964842
ALOX5AP,ALOX5AP,0.9648232
MARCHF11,MARCHF11,0.9648038
FANCA,FANCA,0.9647859
NCAPH,NCAPH,0.9647785
FPGT,TNNI3K,0.9647513
ARMCX4,ARMCX4,0.9647501
DMAC2L,DMAC2L,0.9647438
CCDC30,CCDC30,0.964731
ZNF169,ZNF599,0.9647272
TEC,TEC,0.96471465
TRAV9-2,TRAV9-1,0.96471405
HESX1,HESX1,0.9646258
ZGLP1,ZGLP1,0.96461844
ZNF667,ZNF667,0.9645642
CD74,CD74,0.96455294
SH3BP2,SH3BP2,0.9645068
TIAM1,TIAM1,0.9645053
B3GNT4,B3GNT4,0.9644978
CDK5,CDK5,0.9644778
SPX,SPX,0.96445084
KCNMB1,KCNMB1,0.9644371
TRAV16,TRAV16,0.9644066
FBXO8,FBXO8,0.9644059
DEDD2,DEDD2,0.9643914
OSBPL11,OSBPL11,0.96438974
RIOK2,RIOK2,0.96437496
FBXO36,FBXO36,0.964346
OVOL2,OVOL2,0.96433604
IL31,IL31,0.9643296
CCL7,CCL7,0.9643218
MOGS,MOGS,0.9643127
SPATS1,SPATS1,0.96430874
TAF7L,TAF7L,0.9642865
CCDC28A,CCDC28A,0.9642768
APLF,APLF,0.9642352
MMAB,MMAB,0.9642338
PEX7,PEX7,0.9642291
RNF32,RNF32,0.9642286
BHLHE40,BHLHE40,0.9642281
OTX2,OTX2,0.9642261
MRGBP,MRGBP,0.9642182
MRAP,MRAP,0.9641589
NDUFA9,NDUFA9,0.9641517
SCAMP4,SCAMP4,0.9641464
CENPM,CENPM,0.9641453
OR51A4,OR51A7,0.9641396
SIGLEC9,SIGLEC5,0.9641369
ALDH3B2,ALDH3B2,0.9641218
CLEC10A,CLEC10A,0.96412164
TRMT112,TRMT112,0.9641114
ITGB3,ITGB3,0.9641079
TGM6,TGM6,0.96410304
POMGNT1,POMGNT1,0.9640959
WFDC11,WFDC11,0.964069
PLAUR,PLAUR,0.9640464
CBR1,CBR1,0.9640397
ITGAL,ITGAL,0.9640308
POMT2,POMT2,0.9640281
PARVB,PARVA,0.9640274
GOLGA7,GOLGA7,0.9639821
HMGCL,HMGCL,0.96397686
IRGC,IRGC,0.9639764
SEMA3G,SEMA3G,0.96395874
ARL6IP5,ARL6IP5,0.96394897
NECAB3,NECAB3,0.96393317
ST6GALNAC2,ST6GALNAC2,0.96392536
TP63,TP63,0.96391654
RNF126,RNF126,0.9638574
PAIP2,PAIP2,0.9638555
LDAF1,LDAF1,0.96384704
CEP15,CEP15,0.9638121
CD22,MAG,0.96379954
CD80,CD80,0.9637693
YTHDF3,YTHDF3,0.9637602
SNCB,SNCB,0.96375775
ZDHHC12,ZDHHC12,0.9637441
TMEM18,TMEM18,0.9637378
JUND,JUND,0.9637292
LYVE1,LYVE1,0.9637224
ATP6V1D,ATP6V1D,0.9637147
MCAT,MCAT,0.9637096
LRP1,LRP1,0.9636794
SRD5A2,SRD5A2,0.9636655
BLVRA,BLVRA,0.963632
MFAP3L,MFAP3L,0.96362716
TIGIT,TIGIT,0.9636051
VAX1,VAX1,0.9636047
FLT4,FLT4,0.9636001
RLBP1,RLBP1,0.963591
MTUS2,MTUS2,0.963583
ANKRD11,ANKRD11,0.9635796
WDR25,WDR25,0.963567
FNTB,FNTB,0.96356606
PPIH,PPIH,0.9635497
PJA1,PJA1,0.9635236
CA13,CA3,0.96351343
PMVK,PMVK,0.9635059
KCNH8,KCNH8,0.9634873
RBBP9,RBBP9,0.9634861
ZNF324,ZFP92,0.9634672
MGAT1,MGAT1,0.96346253
DPP4,DPP4,0.9634571
TMTC1,TMTC1,0.9634522
PARP11,PARP11,0.9634471
LRRN4CL,LRRN4CL,0.96344197
FOXD2,FOXD2,0.96342653
NANOS3,NANOS3,0.9634199
TNNC1,TNNC1,0.9634046
SSU72,SSU72,0.96339744
NXPE3,NXPE3,0.96338814
VSTM2L,VSTM2L,0.9633859
LASP1,LASP1,0.96337134
TCEANC,TCEANC,0.96336144
IL7R,IL7R,0.9633516
VPS35L,VPS35L,0.96334344
EZHIP,EZHIP,0.9633396
MED8,MED8,0.96331775
FAM219A,FAM219A,0.96330786
HACE1,HACE1,0.9632956
SMR3A,SMR3A,0.9632679
GARIN6,GARIN6,0.963225
TOPORS,TOPORS,0.9632125
ATP6V0A2,ATP6V0A2,0.96317834
LY86,LY86,0.96317357
OR1S1,OR1L3,0.9631657
CHCHD6,CHCHD6,0.96312916
SAA4,SAA4,0.9631257
DNASE2B,DNASE2B,0.96309483
SLAMF7,SLAMF7,0.96306646
ALDH3A1,ALDH3A1,0.9630493
THAP3,THAP3,0.9630459
POU1F1,POU1F1,0.9630397
PUS7L,PUS7L,0.96302795
SMIM23,SMIM23,0.96301794
ELK1,ELK1,0.9630174
CCNT2,CCNT1,0.9629914
CIB2,CIB2,0.962983
RHBDD1,RHBDD1,0.9629754
BICC1,BICC1,0.962974
DBF4B,DBF4B,0.96296716
IL22RA2,IL22RA2,0.9629609
LYSMD4,LYSMD4,0.9629468
AXDND1,AXDND1,0.9629454
CHRD,CHRD,0.9629308
CRYBA1,CRYBA1,0.9629167
EPS8L3,EPS8L3,0.9628948
EP300,EP300,0.9628801
CSRP3,CSRP3,0.9628744
STING1,STING1,0.9628365
CYP19A1,CYP19A1,0.9627858
EXT2,EXT2,0.9627662
CD40,CD40,0.9626966
TRBV27,TRBV27,0.9626935
SNRNP48,SNRNP48,0.9626891
CIMAP1A,CIMAP1A,0.96266526
CNOT3,CNOT3,0.9626176
EFCAB2,EFCAB2,0.96261036
SLC25A11,SLC25A11,0.9625855
SNX1,SNX1,0.9625818
LST1,LST1,0.9625755
KDM8,KDM8,0.9625733
SERPINF2,SERPINF2,0.96256375
OR2M4,OR2T11,0.96256274
TXNDC2,TXNDC2,0.9625404
BRI3BP,BRI3BP,0.96251273
ANP32A,ANP32A,0.9625109
PACRG,PACRG,0.96249616
POLR1H,POLR1H,0.9624852
IFNAR1,IFNAR1,0.9624615
UBXN6,UBXN6,0.9624167
BMF,BMF,0.96240693
FAXC,FAXC,0.9623741
TRAV17,TRAV17,0.96236193
MYCL,MYCL,0.96234816
ZNF346,ZNF346,0.9623399
C1H1orf54,C1orf54,0.96232826
SPAG7,SPAG7,0.9623034
MARS2,MARS2,0.9622761
QRFP,QRFP,0.96227574
TPSG1,TPSG1,0.9622703
HNRNPL,HNRNPL,0.9622697
GRIPAP1,GRIPAP1,0.9622581
REDIC1,REDIC1,0.9622535
MS4A6A,MS4A6A,0.9622514
ANTXR1,ANTXR1,0.96220887
TMEM114,TMEM114,0.96219134
MOGAT1,MOGAT1,0.9621801
GPHN,GPHN,0.9621769
SPINT3,SPINT3,0.9621757
POU6F1,POU6F1,0.9621613
TREM1,TREM1,0.9621383
CXCL12,CXCL12,0.96213686
AKAP7,AKAP7,0.9621357
MPC1,MPC1,0.96212125
CCNI,CCNI,0.9621103
NMNAT1,NMNAT1,0.9621059
ZNF511,ZNF511,0.9620955
N4BP2L1,N4BP2L1,0.9620866
STK17A,STK17A,0.96208644
TSPAN16,TSPAN16,0.9620781
RB1,RB1,0.96205866
HHLA1,HHLA1,0.962043
HFE,HFE,0.9620301
CCL17,CCL17,0.9620156
FBXO10,FBXO10,0.9619784
NOL12,NOL12,0.9619783
TMEM65,TMEM65,0.96196693
CSNK1A1,CSNK1A1,0.96195316
DNAJB13,DNAJB13,0.9619453
FITM2,FITM2,0.96190083
RAB6A,RAB6A,0.96184987
DLEU7,DLEU7,0.96184945
TMED4,TMED4,0.96184725
FCRLB,FCRLB,0.9618314
EFHD1,EFHD1,0.96182597
ERGIC1,ERGIC1,0.96179104
SEC14L2,SEC14L2,0.961772
TNFSF13B,TNFSF13B,0.9617584
COX8A,COX8A,0.96175754
ZNF475,ZNF475,0.96174544
DNA2,DNA2,0.9617404
SAMD3,SAMD3,0.96170366
BPI,BPI,0.9616582
MAP3K7CL,MAP3K7CL,0.9616475
TSPAN10,TSPAN10,0.9616314
NEMP2,NEMP2,0.9616104
ACTR6,ACTR6,0.9615945
PAQR5,PAQR5,0.96157783
CD1D,CD1D,0.96157396
GATB,GATB,0.961569
YPEL,YPEL1,0.96156716
RAB7A,RAB7A,0.96155626
PDRG1,PDRG1,0.961538
SLC17A3,SLC17A3,0.96152866
NPL,NPL,0.96152824
NR2C2AP,NR2C2AP,0.9614845
TEX13C,TEX13C,0.9614744
LCN10,LCN10,0.96145844
TIFAB,TIFAB,0.9614195
CCDC103,CCDC103,0.961402
FTCD,FTCD,0.9614004
SIRT6,SIRT6,0.9613508
NPC2,NPC2,0.96131307
MTERF4,MTERF4,0.9612953
DZIP1L,DZIP1L,0.961288
SHISAL1,SHISAL1,0.96128434
TNFAIP3,TNFAIP3,0.96128434
MBOAT2,MBOAT2,0.96126175
CARD14,CARD14,0.9612533
SFI1,SFI1,0.96121144
MICAL1,MICAL1,0.96120673
ETNK1,ETNK1,0.9612063
SMG6,SMG6,0.961174
RBM7,RBM7,0.96114993
ZNRF2,ZNRF2,0.9611259
FOXH1,FOXH1,0.9611179
FNDC4,FNDC4,0.96109694
CRYAB,CRYAB,0.96109325
ERLIN2,ERLIN2,0.96106786
GALNT12,GALNT12,0.9610081
MGST2,MGST2,0.96097165
ELOA,ELOA,0.9609543
CCDC116,CCDC116,0.9609379
BTBD3,BTBD3,0.96093416
SRP14,SRP14,0.9609128
MAPK11,MAPK11,0.9608825
BRD3,BRD4,0.9608613
EXOSC3,EXOSC3,0.9608128
RYBP,RYBP,0.9608057
NAA38,NAA38,0.9607994
SNX29,SNX29,0.9607949
AP4E1,AP4E1,0.9607537
FKBP2,FKBP2,0.9607499
C8H8orf74,C8orf74,0.960734
TAFA2,TAFA2,0.960708
EQTN,EQTN,0.9607071
ZBTB18,ZBTB18,0.96068794
LYSET,LYSET,0.9606408
SPTLC1,SPTLC1,0.9606402
PPIF,PPIF,0.96062255
NFKB1,NFKB1,0.96062
CD81,CD81,0.96061367
LTO1,LTO1,0.96061003
RCC2,RCC2,0.9606088
CRYBG2,ZNF683,0.9606056
SERPINB9,SERPINB9,0.9605946
TAX1BP1,TAX1BP1,0.9605688
GNG11,GNGT2,0.9604887
EIF1AY,EIF1AY,0.9604634
GNA15,GNA15,0.96044827
TG,TG,0.96044433
CD3E,CD3E,0.96041507
C3H21orf91,C21orf91,0.960407
BCL7B,BCL7B,0.96038264
NANP,NANP,0.9603473
HSPE1,MOB4,0.9603355
JUP,JUP,0.96032655
CLDN6,CLDN9,0.9603005
IRF2BP2,IRF2BP2,0.9602301
CCDC171,CCDC171,0.96022695
DYNLRB2,DYNLRB2,0.96020687
C16H17orf50,C17orf50,0.9601929
APOD,APOD,0.96018386
OSGIN1,OSGIN1,0.96017045
TGIF1,TGIF2,0.9601456
CFAP299,CFAP299,0.96014476
LY6L,LY6L,0.96013635
CCNJL,CCNJL,0.96012414
PPAN,P2RY11,0.9601023
LCN1,LCN1,0.9600828
MOGAT3,MOGAT3,0.96006715
CENPC,CENPC,0.96005
PSMA7,PSMA7,0.96003383
FTHL17,FTHL17,0.9600252
LACRT,LACRT,0.96002334
UBE2E2,UBE2E1,0.96000755
DHDH,DHDH,0.9600002
OARD1,OARD1,0.9599847
NUDT4,NUDT3,0.9599845
SPSB2,SPSB2,0.9599824
CKMT2,CKMT2,0.9599797
RAB34,RAB34,0.95995164
TRBV24-1,TRBV24-1,0.9599309
PRSS55,MSRA,0.9598959
GATD3,GATD3,0.95989037
WDR18,WDR18,0.9598692
IGFBP4,IGFBP4,0.95984906
EFNA2,EFNA2,0.9597863
CALML5,CALML5,0.9597806
ANP32B,ANP32B,0.95977825
ANKRD54,ANKRD54,0.95976216
INPP4B,INPP4B,0.9597418
MYL7,MYL7,0.959723
AREG,AREG,0.95971644
PSMD9,PSMD9,0.959679
NOBOX,NOBOX,0.9596727
BATF,BATF,0.9596668
ZDHHC17,ZDHHC17,0.9596472
CHST9,CHST9,0.95964
TAF4,TAF4,0.9596315
HSF2BP,HSF2BP,0.95963037
FCHSD2,FCHSD2,0.9596159
ENTPD1,CC2D2B,0.9596083
TF,TF,0.9596008
KCNE4,KCNE4,0.9595928
CEP112,CEP112,0.9595815
HSD3B7,HSD3B7,0.959576
TCTE1,TCTE1,0.95951885
PPP1R1B,PPP1R1B,0.95950997
CIB1,CIB1,0.95948845
IFNLR1,IFNLR1,0.9594858
R3HCC1,R3HCC1,0.9593876
UAP1L1,UAP1L1,0.95937544
HOOK3,FNTA,0.9593681
PITPNM1,PITPNM1,0.959351
TBX18,TBX18,0.9593472
ZNF837,ZNF837,0.959341
RER1,RER1,0.9593042
TMEM222,TMEM222,0.95925075
IGSF3,IGSF3,0.95922035
ACTRT3,ACTRT3,0.95919484
APLP1,APLP1,0.9591933
NANOS1,NANOS1,0.9591458
FAM178B,FAM178B,0.9591413
TCF25,TCF25,0.95911354
PAGE1,PAGE1,0.9590872
DNAJC17,DNAJC17,0.95908195
TMA16,TMA16,0.95906717
SOHLH1,SOHLH1,0.9590503
PDE8A,PDE8B,0.959044
ADAM9,ADAM9,0.9590267
SH3GL3,ADAMTSL3,0.9590139
FXYD6,FXYD6,0.95900565
TMEM177,TMEM177,0.95900327
OSBPL1A,OSBPL2,0.95896304
SRL,SRL,0.95894265
TICAM2,TICAM2,0.95892936
PLD6,PLD6,0.9589268
SSPN,SSPN,0.9589265
CX3CL1,CX3CL1,0.9589206
ARAP1,ARAP1,0.9589175
TINAG,TINAG,0.9589168
FRMD6,FRMD6,0.95890844
CLCC1,CLCC1,0.95888466
CPSF4,CPSF4,0.95888287
COQ4,COQ4,0.9588647
CRABP2,CRABP2,0.95882773
VPS18,VPS18,0.9588065
MUC5B,MUC6,0.95878136
OR11L1,OR11G2,0.9587659
ALK,ALK,0.9587619
LPCAT3,LPCAT3,0.95875645
CAPRIN2,CAPRIN2,0.9586808
BIN3,BIN3,0.9586643
FIRRM,FIRRM,0.9586634
CRADD,SOCS2,0.9586553
POLN,HAUS3,0.95862234
ROS1,GOPC,0.95858335
INPP5F,INPP5F,0.9585599
MIEN1,MIEN1,0.95855623
SPATA3,SPATA3,0.95855546
DDX41,DDX41,0.9585518
TMEM184A,TMEM184B,0.9585213
CXCL9,CXCL9,0.9584886
FBXW12,FBXW12,0.95846224
PAX8,PAX8,0.9584553
ZNF319,ZNF319,0.95845336
SLC43A1,SLC43A1,0.9584152
PITHD1,PITHD1,0.9584112
ATP5MJ,ATP5MJ,0.9584051
IP6K2,IP6K2,0.95836884
MASP2,MASP2,0.9583547
OR9G4,OR9K2,0.95835376
YY2,MBTPS2,0.9583468
GLCCI1,GLCCI1,0.958346
PCMTD2,PCMTD2,0.95829356
KRTAP16-1,KRTAP16-1,0.9582861
FLAD1,FLAD1,0.95824564
CXCL13,CXCL13,0.95821124
SLIRP,SLIRP,0.9581666
SHC3,SHC3,0.9581608
NDUFC2,NDUFC2,0.95816016
LYRM7,LYRM7,0.9581491
IL7,IL7,0.9579164
GPATCH11,GPATCH11,0.9579148
RANBP1,RANBP1,0.957906
IL25,IL25,0.9578897
RBIS,RBIS,0.95787394
PARPBP,PARPBP,0.9578736
ABCC6,ABCC6,0.95786035
PIM3,PIM3,0.9578228
TBXA2R,TBXA2R,0.95780975
RNF166,RNF166,0.9578083
TEX19,TEX19,0.9577845
CCNG1,CCNG1,0.9577759
XIRP2,XIRP2,0.9577697
PI4K2A,PI4K2A,0.9577678
FAM50A,FAM50A,0.9577588
SHISAL2B,SHISAL2B,0.95774174
NUP214,NUP214,0.9577351
FBXO28,FBXO28,0.95773244
CFAP276,CFAP276,0.9577163
PRORP,PRORP,0.95769674
RELL2,RELL2,0.95767015
RIMOC1,RIMOC1,0.9576689
IFTAP,RAG1,0.9576602
GDAP1L1,GDAP1L1,0.9576587
PDPN,PDPN,0.95764965
BEND6,BEND6,0.9576336
TRIM75,TRIM61,0.95763004
TRAV20,TRAV20,0.9576244
APH1A,APH1A,0.95762193
NDUFB4,NDUFB4,0.9575907
ZFP41,ZFP41,0.95758045
GINS3,GINS3,0.9575467
ASF1B,ASF1B,0.95753336
CORO2A,CORO2A,0.9575266
SRSF11,SRSF11,0.95752126
WDR27,WDR27,0.95749986
C14H11orf42,C11orf42,0.95748407
SPRR3,SPRR3,0.95746887
ADORA2B,ADORA2B,0.9573866
HERC4,HERC4,0.9573749
AGR3,AGR3,0.9573589
HOXA6,HOXC6,0.9573431
TEX30,TEX30,0.9573247
OSGEP,OSGEP,0.9573102
PIAS4,PIAS4,0.9572604
ABHD14B,ABHD14B,0.95724934
GLS2,GLS2,0.95724404
ABAT,ABAT,0.95723265
CACNG3,CACNG2,0.95721716
TFF2,TFF2,0.95719564
PAGE3,PAGE3,0.9571953
ETFA,ETFA,0.95719093
FUCA1,FUCA1,0.9571159
CNOT8,CNOT8,0.9570352
HSD17B1,HSD17B1,0.9570333
GET4,GET4,0.9570307
RPP21,TRIM39,0.9569996
DMD,DMD,0.95696586
AR,AR,0.95695734
MEI1,MEI1,0.95692945
COL6A5,COL6A5,0.95691264
SDC1,SDC1,0.95686084
EFEMP1,EFEMP1,0.9568595
C5H4orf36,C4orf36,0.9568575
STON1,GTF2A1L,0.95684355
RAD21L1,RAD21L1,0.9568421
SPAAR,SPAAR,0.9568039
GUCD1,GUCD1,0.9567947
ANKDD1A,ANKDD1A,0.9567924
PRR20G,PRR20G,0.9566578
CCDC159,CCDC159,0.9566384
CCN6,CCN6,0.9566354
PLEKHA7,PLEKHA7,0.95662
IMPA2,IMPA2,0.9566181
PPOX,PPOX,0.95659524
AIRE,AIRE,0.95658153
AGXT,AGXT,0.9565813
CTNNAL1,CTNNAL1,0.95656526
DUSP2,DUSP2,0.95656145
RXFP2,RXFP2,0.956561
TPK1,TPK1,0.9565318
TIMM17B,TIMM17B,0.9565205
POU2F2,POU2F2,0.9564722
DNAJC24,ELP4,0.9564652
PRSS22,PRSS22,0.9564566
KCNAB3,KCNAB3,0.956437
TYW3,TYW3,0.95643306
STMN1,STMN1,0.9564217
TRPC5OS,TRPC5OS,0.9563966
LAMA4,LAMA4,0.95639205
PDE6H,PDE6H,0.9563827
BRD9,BRD9,0.9563412
TRAV8-6,TRAV8-6,0.9563262
SGSH,SGSH,0.95628303
IRAK1BP1,IRAK1BP1,0.9562797
HES6,HES6,0.9562599
ARPP21,ARPP21,0.9562311
IRF9,IRF9,0.95622104
NPRL3,NPRL3,0.95621955
F8,F8,0.95619714
ILKAP,ILKAP,0.9561676
TMEM225,TMEM225,0.9561577
CFAP92,CFAP92,0.95600986
INPP5J,INPP5J,0.95597947
RGR,RGR,0.9559287
GCN1,GCN1,0.9559081
CCRL2,CCRL2,0.9559038
SPATA9,SPATA9,0.95589536
SAXO1,SAXO1,0.95587647
C14H11orf52,C11orf52,0.95586294
IRX5,IRX5,0.9558242
BEST3,BEST3,0.9558222
NMU,NMU,0.9558211
FATE1,FATE1,0.9557949
HIBCH,HIBCH,0.9557548
TRIM6,TRIM6,0.9556251
MRPL52,MRPL52,0.9556015
BAG3,BAG3,0.955579
TEX53,TEX53,0.9555692
POLR1C,TJAP1,0.95556265
MRPS25,MRPS25,0.95554477
NKX6-3,NKX6-3,0.95551074
HGF,HGF,0.9554817
KCNA7,KCNA7,0.955424
CLSTN3,CLSTN1,0.95541847
DAPK3,DAPK3,0.9553687
ARG1,ENPP3,0.95530397
EFEMP2,EFEMP2,0.95523846
SLC25A26,SLC25A26,0.9552072
PRSS12,PRSS12,0.955178
PRTFDC1,PRTFDC1,0.9551743
