rhesus_macaque gene name,human gene name,correlation
TEX2,TEX2,0.9140291
PIN4,PIN4,0.91401327
SNTB1,SNTB1,0.91397154
COA6,COA6,0.9139507
PXYLP1,PXYLP1,0.91394883
ZFAND1,ZFAND1,0.91394323
SNX31,SNX31,0.913932
GCSAM,GCSAM,0.91388875
RPAIN,RPAIN,0.91386306
FAM219B,FAM219B,0.9138517
ACSS2,ACSS2,0.91384983
TEX38,TEX38,0.9138493
BCL6B,BCL6B,0.9138174
AOX4,AOX1,0.9137498
CRAMP1,CRAMP1,0.91374075
PAQR6,PAQR6,0.91372633
COL1A1,COL1A1,0.91371906
OTUD4,OTUD4,0.9137156
ATP5F1B,ATP5F1B,0.9137135
MAP3K3,MAP3K3,0.9137063
HUNK,HUNK,0.91369754
SCLY,SCLY,0.91368604
SCAP,PTCH2,0.91367894
ST3GAL1,ST3GAL1,0.9135914
RASEF,RASEF,0.9135495
SNCG,SNCG,0.9135052
STARD3,STARD3,0.91349113
MLN,MLN,0.9134909
MTCL2,SOGA1,0.9134884
GOLGA7,GOLGA7,0.91347957
IAH1,IAH1,0.9134599
TNFAIP2,TNFAIP2,0.9134582
C6,PLCXD3,0.9134302
IQCF6,IQCF6,0.9133934
RWDD4,RWDD4,0.9133637
DCDC2,DCDC2,0.9133261
PYROXD1,PYROXD1,0.91331196
PPP1R21,PPP1R21,0.91327524
CHL1,CHL1,0.9132599
ETFBKMT,ETFBKMT,0.9132186
C13H2orf15,C2orf15,0.9132178
B3GALT9,B3GALT9,0.91321725
PDLIM3,PDLIM3,0.9131979
PIERCE1,C9orf116,0.9131947
ACAD10,ALDH2,0.913188
ING4,ING4,0.9131814
JPH1,JPH2,0.9131788
LRRIQ3,LRRIQ3,0.9131516
PTGER1,PTGER1,0.91314554
TPST1,TPST1,0.9131063
VPS13A,VPS13A,0.9130991
ANKRD66,ANKRD66,0.9130863
RNF169,RNF169,0.91307276
MED17,MED17,0.9130654
SATB1,SATB1,0.9130599
UQCC5,SMIM4,0.9130073
PYDC2,PYDC2,0.9130071
SPRTN,SPRTN,0.91294515
POLR2D,POLR2D,0.91289794
TRPV3,TRPV3,0.9128878
GSTK1,GSTK1,0.91280323
TTC7B,TTC7B,0.9127959
LSMEM1,LSMEM1,0.9127771
CC2D2A,CC2D2A,0.91277206
IRF9,IRF9,0.9127208
PSMD14,PSMD14,0.91271645
TRBV12-5,TRBV12-5,0.9127128
PDCD5,PDCD5,0.9127007
NSFL1C,NSFL1C,0.91268075
MEGF8,MEGF8,0.9126289
DNAL1,DNAL1,0.9126108
ACACB,ACACB,0.9126078
CDC42EP4,CDC42EP4,0.9125947
MPPED1,MPPED1,0.91257656
CPNE3,CPNE3,0.9125694
SPANXN,SPANXN1,0.9125654
C20H16orf46,C12orf42,0.91256046
SMAD4,SMAD4,0.91245615
CD14,CD14,0.9124556
SPMAP2,THEG,0.912447
USP15,USP15,0.9124369
TSPO2,TSPO2,0.912422
P2RX1,P2RX1,0.9124159
IL18RAP,IL18RAP,0.91241056
WWP1,WWP2,0.912408
CCDC137,CCDC137,0.9124019
HYCC2,FAM126B,0.91239417
PMPCB,PMPCB,0.9123699
ACSM5,ACSM5,0.9123691
ETFA,ETFA,0.9123405
PROSER3,PROSER3,0.9123177
CYBA,CACFD1,0.91230327
SCARF2,KLHL22,0.9122985
AEBP1,AEBP1,0.9122651
CAPN1,CAPN1,0.9122624
MOSPD2,MOSPD2,0.91225743
DMWD,DMWD,0.91219723
TGFB1I1,TGFB1I1,0.9121783
NUP88,NUP88,0.91216284
FIG4,FIG4,0.9121416
VCF1,FAM104A,0.91209835
SKAP1,SKAP1,0.9120655
ASZ1,ASZ1,0.9120582
NCAN,NCAN,0.91200167
RAB41,RAB6D,0.91194034
GPX1,GPX1,0.911937
GCDH,GCDH,0.9119265
MS4A13,MS4A13,0.9118949
STAG1,STAG1,0.91187084
CARTPT,CARTPT,0.911863
MORN4,MORN4,0.9117994
MYO1G,MYO1G,0.91173893
XRCC3,XRCC3,0.9117323
MRPL9,MRPL9,0.9117173
TMBIM1,FAIM2,0.9117117
VGLL1,VGLL1,0.9116741
EXPH5,EXPH5,0.9116694
COQ8B,COQ8B,0.91165173
P2RX6,P2RX6,0.91164327
TBC1D13,TBC1D13,0.9115879
LRRC74A,LRRC74A,0.911584
ARL15,ARL15,0.9115728
ZNF692,ZNF692,0.91155654
ACBD4,ACBD4,0.9115402
SLF2,SLF2,0.91150165
SORBS1,NHSL1,0.91147536
KLHDC1,KLHDC1,0.911474
RET,RET,0.9114627
CRIPT,CRIPT,0.911461
SNTN,SNTN,0.91145515
VPS28,VPS28,0.9114149
IER3,IER3,0.9113907
DNAH9,DNAH9,0.91134614
UBA2,UBA2,0.9113453
TLR5,TLR5,0.91134
LRRC8C,LRRC8C,0.911314
ARHGAP30,ARHGAP30,0.91130596
DNAJC17,DNAJC17,0.91129494
TMEM71,TMEM71,0.9112658
C12H2orf72,C2orf72,0.9112613
ARHGAP31,ARHGAP31,0.911258
NME8,NME8,0.9112286
SGSM2,SGSM2,0.9112235
CPLANE2,CPLANE2,0.9112183
ISM2,ISM2,0.9111675
CPSF7,CPSF7,0.91114974
RSKR,RSKR,0.91110784
PDCD7,PDCD7,0.9111005
IGKC,IGKC,0.91108716
MOB3A,MOB2,0.91106397
DYM,DYM,0.9110442
DUSP15,DUSP15,0.9110378
ISL1,ISL2,0.9110349
BUD31,BUD31,0.9110182
CFAP97,CFAP97,0.91098493
FYB1,FYB1,0.910969
GEN1,GEN1,0.91095066
KMT2C,KMT2C,0.9109433
TFAP2C,TFAP2C,0.9109214
ERVV-1,ERV3-1,0.9109143
AP1M2,AP1M2,0.9108912
CCL24,CCL24,0.9107733
PTGDS,PTGDS,0.9107226
PIK3C2B,PIK3C2B,0.9107203
XYLB,XYLB,0.9107195
ART3,ART3,0.910695
TRMT10B,TRMT10B,0.91067016
HGSNAT,HGSNAT,0.910644
SYNGR1,SYNGR2,0.9106318
SYT8,SYT8,0.9106178
XXYLT1,XXYLT1,0.91060317
EGR3,EGR3,0.9106015
THUMPD2,THUMPD2,0.9105837
TMEM237,TMEM237,0.9105574
TGM4,TGM4,0.91055614
LARP4,LARP4,0.9105533
FAM162A,FAM162A,0.91053075
SYCE1L,SYCE1,0.9105174
FLYWCH1,FLYWCH1,0.9104607
ACP7,ACP7,0.910456
SLIRP,SLIRP,0.9104269
FUT10,TTI2,0.9104256
NETO1,NETO1,0.91039145
SH2B2,SH2B2,0.9103887
RBM47,RBM47,0.9103877
PROX2,PROX2,0.9103607
LYST,LYST,0.91032535
TIMP1,TIMP1,0.9103083
GNMT,GNMT,0.9103041
TMTC4,TMTC4,0.9101867
ZNF292,ZNF292,0.9101793
BPNT2,BPNT2,0.91015035
GIMAP6,GIMAP1-GIMAP5,0.9101403
TANK,TANK,0.9101165
PLCB2,PLCB2,0.91010326
DCLRE1B,DCLRE1B,0.91005033
TRAFD1,TRAFD1,0.9099864
RAD51AP1,RAD51AP1,0.90997463
POLR3B,POLR3B,0.9099657
TEX261,TEX261,0.9099511
TBC1D10A,TBC1D10A,0.9099484
PRKCG,PRKCG,0.9099327
GPCPD1,GPCPD1,0.90991426
SMG8,SMG8,0.909907
HIPK1,HIPK1,0.90988487
TMEM52,TMEM52,0.9098273
EEF1B2,EEF1B2,0.9097652
CPNE6,CPNE6,0.9097505
REEP6,REEP6,0.90971684
MLKL,MLKL,0.9096799
ODAD4,ODAD4,0.90965945
LRBA,LRBA,0.909637
WWTR1,WWTR1,0.90961444
EXOC3L4,EXOC3L4,0.9095263
TAF1B,TAF1B,0.9094945
ZNF287,ZNF287,0.9094942
BAP1,BAP1,0.9094854
SNX21,SNX21,0.9094777
NSUN2,NSUN2,0.9094214
SPATA17,SPATA17,0.90942097
BSG,BSG,0.90933025
SEC23IP,SEC23IP,0.90929174
SLC9A5,SLC9A5,0.90923065
TBCB,TBCB,0.9091845
TMUB2,TMUB2,0.90915763
NRG3,NRG3,0.90915316
TRNP1,TRNP1,0.9090404
GK5,GK5,0.9090363
DNPEP,DNPEP,0.9089767
PREB,PREB,0.9089657
FBXL8,FBXL8,0.908938
FBN1,FBN1,0.90892917
PTCHD1,PTCHD1,0.9089154
TRBV11-1,TRBV11-1,0.9089153
NT5C,NT5C,0.9089116
DPP4,DPP4,0.90889764
OLFM1,OLFM1,0.90888274
TRAV12-2,TRAV12-2,0.90886045
PPIP5K2,PPIP5K2,0.90884596
SPTLC3,SPTLC3,0.90882236
MRI1,MRI1,0.9088191
SPAG8,SPAG8,0.9087679
CCDC88B,CCDC88B,0.9087646
EIF3D,EIF3D,0.9086571
SSNA1,SSNA1,0.90863055
BTG3,BTG3,0.9086224
CIR1,CIR1,0.90858835
GCG,GCG,0.90858775
CHRNA3,CHRNA3,0.9085853
AKIP1,AKIP1,0.9085539
SF3B1,SF3B1,0.9085388
COX7B,COX7B,0.9084926
PPARGC1A,PPARGC1A,0.9084804
MKKS,MKKS,0.9084572
EXOSC10,EXOSC10,0.90843725
PRRT2,PRRT2,0.9084357
THEM4,THEM5,0.90837204
KMT2B,KMT2B,0.90831786
LETM2,LETM2,0.90830374
BLOC1S5,EEF1E1,0.90824115
JUP,JUP,0.9082291
EAPP,EAPP,0.90820974
CFAP20DC,CFAP20DC,0.90820307
ME3,ME3,0.90820193
PLCL1,PLCL1,0.90818053
MYO7A,MYO7A,0.9081547
CRIM1,OTOGL,0.90813017
ALOX15,ALOX15,0.90811414
SLC2A2,SLC2A2,0.9080871
COA1,COA1,0.9080774
SWAP70,SWAP70,0.90804935
GDE1,GDE1,0.9080414
EPC1,EPC1,0.907974
E2F4,E2F4,0.90796214
PDZD7,PDZD7,0.9079525
TMEM131L,TRIM2,0.9078718
CPAMD8,CPAMD8,0.90785027
NCBP2,NCBP2,0.9078499
PWP1,PWP1,0.90783685
MYO1H,MYO1H,0.90778154
SCAF1,SCAF1,0.9077644
USP30,USP30,0.9077354
JPT1,JPT1,0.9077066
MFAP3L,MFAP3L,0.9076305
GTF2A2,GTF2A2,0.90762264
PMM2,PMM2,0.90761083
CNTN1,CNTN1,0.90756756
TFPT,TFPT,0.9075559
SKP1,PPP1CB,0.9075465
PTPRA,PTPRA,0.9075336
C4H6orf132,C6orf132,0.9074564
SIX5,SIX5,0.90743196
FUOM,FUOM,0.90741366
CCN6,CCN6,0.90736985
SCAMP5,SCAMP5,0.9073203
SLC66A2,SLC66A2,0.9072848
TAS2R1,TAS2R1,0.90722126
ZDHHC14,DAB2IP,0.90721947
NOCT,NOCT,0.9071858
SMIM5,SMIM5,0.9071837
FAM185A,FAM185A,0.90717715
POLR2C,POLR2C,0.90714645
NKG2D,KLRK1,0.9071316
WDFY4,WDFY4,0.9071165
TMEM184A,TMEM184A,0.90711075
RPL22L1,RPL22L1,0.90710896
LRTOMT,LRTOMT,0.9070928
UPRT,UPRT,0.9070498
KRBA1,KRBA1,0.9070485
IFNAR1,IFNAR1,0.9070211
SNX8,SNX8,0.90698415
IGHMBP2,IGHMBP2,0.90696067
NRIP1,NRIP1,0.90692896
ODAD2,ODAD2,0.90690106
LAD1,LAD1,0.9068852
TNFRSF4,TNFRSF4,0.9068832
FAH,FAH,0.9068342
ZNF862,ZNF862,0.9067439
RIC8B,RIC8B,0.9067335
ZBTB38,ZBTB38,0.90672874
EMILIN1,EMILIN1,0.90672594
NAPSA,NAPSA,0.9067196
DRAM1,DRAM2,0.90668255
NSD3,NSD3,0.90665597
TP53I11,TP53I11,0.90663046
ITGAL,ITGAE,0.90660936
EFEMP1,EFEMP1,0.90660405
RRM1,RRM1,0.9066022
TRBV29-1,TRBV20OR9-2,0.9066012
FLI1,FLI1,0.90658885
RIT2,RIT2,0.90658516
VEGFB,VEGFB,0.90655714
SCGB1A1,SCGB1D2,0.906555
BECN1,BECN1,0.9065109
LOXL2,LOXL2,0.9065026
UBALD1,UBALD1,0.9064867
MZB1,MZB1,0.90646136
TCAF1,TCAF1,0.9064555
FAM228A,FAM228A,0.9064478
SGK1,SGK1,0.9064438
MTERF2,MTERF2,0.9064279
BCO2,BCO2,0.9064198
SPARCL1,SPARCL1,0.9063795
SNIP1,SNIP1,0.9063414
LRRC28,LRRC28,0.90630335
PDK2,PDK2,0.90627754
ADH4,ADH4,0.9062542
INO80C,INO80C,0.90623784
ZNF830,ZNF830,0.90622663
FBXO28,FBXO28,0.906225
SHOC1,SHOC1,0.9062105
VWA1,VWA1,0.90620923
REV3L,REV3L,0.9061245
BCAS3,BCAS3,0.90603375
HSH2D,HSH2D,0.9060154
DENND1C,DENND1C,0.9059584
AMACR,AMACR,0.9059545
LRP5,LRP5,0.90592194
C5H4orf46,C4orf46,0.90590686
MSRB2,MSRB2,0.90589434
TLE6,TLE6,0.90587527
CENPA,CENPA,0.9058046
TGIF2,TGIF2-RAB5IF,0.90577495
C1H1orf105,CCDC60,0.90576375
TTBK2,CEP192,0.9057375
INTS12,INTS12,0.90569854
MAP4K2,MAP4K2,0.90569854
CLN6,CLN6,0.90568876
PAOX,MTG1,0.90568227
SCLT1,SCLT1,0.9056427
DEF6,DEF6,0.9055981
CREB3L2,CREB3L2,0.9055968
EIF4A2,EIF4A1,0.9055619
TUBGCP2,TUBGCP2,0.90554446
GNB3,GNB3,0.9055081
WDR5,WDR5,0.90545696
OLFML1,OLFML3,0.9054129
ANKRD65,ANKRD65,0.9053221
RCN1,RCN3,0.90530276
CAND2,CAND2,0.90528893
TMEM181,TMEM181,0.9052615
WDR83,WDR83,0.90524995
MRPS23,MRPS23,0.90524906
NARS2,NARS2,0.90524846
LUC7L3,SNRNP70,0.9052018
ATXN1,ATXN1,0.90510947
CUL5,ACAT1,0.90507793
SNX17,SNX17,0.90506196
REXO1,REXO1,0.9049985
DCUN1D4,DCUN1D4,0.9049737
DIABLO,DIABLO,0.9049659
CFAP46,CFAP46,0.9049603
XRCC5,XRCC5,0.9049316
MRPL19,MRPL19,0.9048887
NTN1,NTN1,0.9048779
ORC5,ORC5,0.90483207
DYNLT2B,DYNLT2B,0.9047959
GPD1,GPD1L,0.90478754
DBF4B,DBF4B,0.90478
C13H2orf73,C2orf73,0.90469843
OGFOD1,OGFOD1,0.9046851
IZUMO2,IZUMO2,0.9046761
WDR83OS,MAN2B1,0.9046688
CA14,CA14,0.9046404
DAPL1,DAPL1,0.9046014
FAF2,FAF2,0.9045163
EFCAB10,EFCAB10,0.9044793
OSBPL2,ADRM1,0.9044742
TBC1D32,TBC1D32,0.90445834
ANKRD2,ZNF74,0.90445554
CXHXorf65,CXorf65,0.904449
PNCK,PNCK,0.9044013
C2H3orf85,C3orf85,0.9043679
EI24,EI24,0.90436435
ANKRD37,ANKRD37,0.9043555
CCDC3,CCDC3,0.90433085
NUBPL,NUBPL,0.9043149
RANBP3L,RANBP3L,0.90430826
PRKCH,PRKCH,0.9042691
NEU1,NEU1,0.90421605
THOC7,THOC7,0.9041529
KEL,KEL,0.90407735
FRMD4B,FRMD4B,0.9040709
UBALD2,UBALD2,0.90402824
PRC1,VPS33B,0.9040189
SLC19A3,SLC19A3,0.90401363
RRP8,RRP8,0.9040119
CHRDL2,CHRDL2,0.9040039
MUCL3,MUCL3,0.9039676
VPS39,VPS39,0.9039619
TTC17,TTC17,0.90395284
MS4A2,MS4A2,0.90393484
VEPH1,VEPH1,0.90392417
BMPER,BMPER,0.90392256
ZC3H13,ZC3H13,0.90389836
NSMCE1,NSMCE1,0.90387803
INTS1,INTS1,0.90385425
MTMR4,MTMR4,0.9038267
DYNLRB1,DYNLRB1,0.9038131
CZIB,CZIB,0.90376955
ARMH3,ARMH3,0.90376353
SLC25A41,SLC25A41,0.903678
ALDH1L1,ALDH1L1,0.9036562
POLR2B,POLR2B,0.9036479
ATP2B1,ATP2B1,0.9036187
FAM193B,FAM193B,0.9035876
SLC25A42,SLC25A45,0.9035732
CTNS,CTNS,0.9035731
COL4A5,COL4A5,0.9035444
ITGA5,ITGA5,0.9035379
TMEM232,TMEM232,0.90351826
TCF25,TCF25,0.9035158
SPC25,SPC25,0.90351367
CYB5R4,CYB5R4,0.9034885
BCL10,BCL10,0.9034745
KDM3B,KDM3B,0.90347403
APBA2,APBA2,0.90345925
CCT3,CCT3,0.9034278
DHODH,DHODH,0.90341955
QTRT2,QTRT2,0.9033734
LCLAT1,LCLAT1,0.9033458
ILF3,ILF3,0.90334207
DENND10,COMMD3-BMI1,0.90333855
SCPEP1,SCPEP1,0.9032735
PRM2,PRM2,0.9032406
CFAP206,CFAP206,0.9032186
C9H10orf53,C10orf53,0.90319294
DTX2,DTX2,0.9031714
XKR8,XKR8,0.90313065
BOD1L1,BOD1L1,0.90306437
NUP62,NUP62,0.9030326
GAK,GAK,0.9029864
KCNK7,KCNK7,0.90297616
COA7,COA7,0.9029635
IFT80,WDR19,0.9028995
HOOK3,FNTA,0.9028412
CERS5,CERS5,0.9028357
RNF168,RNF168,0.902803
SERPINF1,SERPINI2,0.90280205
CPA6,CPB2,0.9027927
ARHGAP5,ARHGAP5,0.9027784
RFX2,RFX2,0.90274763
MCMDC2,MCMDC2,0.90274113
ACTR2,ACTR2,0.9026439
DDX55,DDX55,0.90260094
ZACN,ZACN,0.9025668
ARF3,ARF4,0.9025462
TMEM223,TMEM223,0.90253085
ATP6V1H,ATP6V1H,0.90251464
PPA2,PPA2,0.9025013
C13H2orf74,C2orf74,0.9024102
RFFL,RAD51D,0.9023955
CCNB3,CCNB3,0.90236133
FBLN1,FBLN1,0.90235925
TEP1,TEP1,0.9023495
PRPF38B,DYRK2,0.9023237
FAM3A,RPLP0,0.9022769
FBP1,FBP1,0.9022364
UBE2J2,UBE2J2,0.90216863
SMYD4,SMYD4,0.902158
SH3BP4,SH3BP4,0.9020709
IPO4,IPO4,0.902051
PRDM14,PRDM14,0.9020487
STK11,STK11,0.90202844
AMDHD1,SNRPF,0.9020097
MPDU1,TFF3,0.9019624
CNP,CNP,0.9019442
APOC2,APOC2,0.9019288
ARMC2,ARMC2,0.9019031
PCDH18,PCDH18,0.9018945
GPHN,NOMO3,0.9018595
OGFR,OGFR,0.9018502
FAM149A,FAM149A,0.90183836
STX17,STX17,0.90180737
COX6B2,COX6B2,0.9017611
GATAD2A,GATAD2A,0.9017512
ITPA,ITPA,0.9017427
DMTF1,DMTF1,0.9017229
SCG2,SCG2,0.90169257
POLK,POLK,0.90158874
SIL1,SIL1,0.90156764
SLC20A2,SLC20A2,0.9015663
NDNF,NDNF,0.90155005
SLC27A5,SLC27A5,0.9014816
OCA2,OCA2,0.90145755
ZMPSTE24,ZMPSTE24,0.90145737
TM9SF4,TM9SF4,0.9014434
MRGPRF,MRGPRF,0.90139264
RMDN1,RMDN1,0.90137416
TENT4A,TENT4A,0.90128493
CIITA,CIITA,0.90121514
UBE2D1,UBE2D3,0.9012048
DENND1B,DENND1B,0.9011857
EXO1,EXO1,0.9011857
TEC,TEC,0.90115887
EFCAB5,EFCAB5,0.90115434
EIF2AK3,EIF2AK3,0.9011364
PXDN,PXDN,0.9011003
ARMH4,ARMH4,0.9010908
ABITRAM,ABITRAM,0.9010851
WBP11,WBP11,0.9010826
CEP57,CEP57,0.90105784
TCL1A,TCL1A,0.90104055
SNAP91,SNAP91,0.9010261
SH2D6,SH2D6,0.90098226
ZNF366,ZNF710,0.9009425
PHF23,PHF23,0.9008936
ARSK,ARSK,0.90086186
SASH1,SASH1,0.9008615
GPC5,GPC5,0.90085095
ELL2,ELL2,0.90085024
TRANK1,TRANK1,0.90082425
SPRY4,SPRY4,0.9007756
SERF1B,SERF1A,0.9007655
TMEM63A,TMEM63A,0.90075976
CCS,CCS,0.90072286
XAF1,XAF1,0.9006874
PGPEP1,PGPEP1,0.900671
DIPK2B,DIPK2B,0.9006494
PEX16,PEX16,0.90061355
SIPA1,SIPA1,0.9006122
C14H11orf96,C11orf96,0.90060955
AJUBA,WTIP,0.9005428
PPM1K,PPM1K,0.9005248
REELD1,REELD1,0.90050167
CLUAP1,CLUAP1,0.90046084
FEZF1,FEZF1,0.90044016
TBC1D10B,TBC1D10B,0.90039384
DUS2,DUS2,0.90037215
TBC1D9B,TBC1D9B,0.90032256
RFX5,RFX5,0.90030193
GOLM1,GOLM1,0.900294
GGACT,GGACT,0.90027684
TSACC,TSACC,0.9002618
PJVK,PJVK,0.90018386
TREH,TREH,0.90014154
TRIP4,TRIP4,0.9001103
SEC23B,INTS6,0.90009683
OSBPL9,OSBPL9,0.9000535
LDOC1,LDOC1,0.90004504
MED26,SMIM7,0.9000176
TMEM125,TMEM125,0.9000101
RBM23,RBM23,0.8999264
PRKD2,PRKD2,0.8998641
PFDN1,PFDN1,0.89983904
DYNLT2,DYNLT2,0.89983827
TMEM161A,TMEM161A,0.89975864
SIRT2,SIRT2,0.8997577
CHCT1,C17orf64,0.89972323
NUDC,NUDC,0.8996974
MFSD3,LRRC14,0.8996964
MARCHF11,MARCHF11,0.89968336
IDNK,IDNK,0.8996655
ADI1,ADI1,0.8996573
RBM25,RBM25,0.89961356
GNPTG,GNPTG,0.899582
EBF4,EBF4,0.89955574
CD160,CD160,0.89955014
CCDC150,CCDC150,0.899547
SHE,SHE,0.89952826
PARP8,PARP8,0.89951324
POLQ,POLQ,0.8994802
C10orf143,C10orf143,0.8994705
RMI2,RMI2,0.8994507
PCSK7,PCSK7,0.89942753
CEMIP2,CEMIP2,0.8994098
KCTD9,KCTD9,0.89938945
CEP95,CEP95,0.8992281
ALDH7A1,ALDH7A1,0.8992094
ACTL6B,ACTL6B,0.8991722
PTK7,PTK7,0.8991693
TM9SF1,TM9SF1,0.89916635
PCNT,PCNT,0.8991374
ABL1,ABL1,0.8990815
PIEZO2,PIEZO2,0.89907604
WIPI1,WIPI1,0.89905375
NFATC2IP,NFATC2IP,0.8990523
INPP5D,INPP5D,0.89904046
WTAP,WTAP,0.89903337
NAT14,NAT14,0.8990119
SLCO2B1,SLCO2B1,0.89899355
USP34,USP34,0.8989239
HSDL1,HSDL1,0.89891785
WNT2,WNT2,0.89890885
BTBD10,BTBD10,0.8989051
CPD,CPD,0.89889354
TRAPPC13,TRAPPC13,0.89887035
DEF8,DEF8,0.89884675
TSC22D4,TSC22D4,0.89882976
PAPSS2,PAPSS2,0.8988173
MAP1B,MAP1B,0.8987923
TRIM8,TRIM8,0.898791
TMEM138,TMEM138,0.8987824
VCP,VCP,0.89877635
ILK,ILK,0.8987378
SLCO1A2,SLCO1B3,0.8987126
RHBDD3,RHBDD3,0.8986988
CFAP210,CCDC173,0.898684
CD70,CD70,0.8986531
FLT1,FLT1,0.89864737
RAI14,RAI14,0.8986091
RNF20,RNF20,0.89857996
SAXO4,PPP1R32,0.8985604
SFPQ,SFPQ,0.89853865
PIAS2,PIAS2,0.8985146
CPOX,CPOX,0.8985031
CRYZ,CRYZ,0.8984979
WDR82,WDR82,0.8984833
KGD4,MRPS36,0.8983884
TMEM150B,TMEM150B,0.89837366
VASH1,VASH1,0.8982964
ETV6,ETV6,0.8982689
NBN,NBN,0.89824414
NECTIN3,NECTIN3,0.8982299
KCNE3,KCNE1B,0.8981928
PDGFC,PDGFC,0.8981667
PISD,PISD,0.8981401
MSR1,MSR1,0.89811057
SPI1,SPI1,0.89809275
CLEC3A,CLEC3A,0.89808965
SH3BP2,SH3BP2,0.8979669
KLRF1,KLRC2,0.8979632
SEC63,SEC63,0.8979212
MAP3K13,ANK3,0.8978703
SLU7,SLU7,0.89785826
FCF1,FCF1,0.897851
COX5B,COX5B,0.89782655
PI4K2B,PI4K2B,0.89777946
PLPP7,PLPP7,0.89774066
ACOX2,ACOX2,0.89769965
WDR33,WDR33,0.89769703
PWWP2A,PWWP2B,0.8976562
TUFM,TUFM,0.8976555
RMND5B,RMND5B,0.89765024
IL17RE,IL17RE,0.8976121
ERP44,ERP44,0.897501
NT5DC2,NT5DC2,0.89749235
NAF1,NAF1,0.89748406
RASIP1,RASIP1,0.8974618
PLEKHA3,PLEKHA3,0.89742965
INSIG1,INSIG1,0.8974237
KANK2,KANK2,0.89740276
GTF3A,GTF3A,0.89737326
RORA,RORA,0.8972955
ERI1,ERI1,0.8972731
TPCN1,TPCN1,0.8972676
NTN5,NTN5,0.89721006
PRSS16,PRSS16,0.8971734
APOC1,APOC1,0.89716643
MAN2C1,MAN2C1,0.89715236
INPP1,INPP1,0.89713585
TRMT11,TRMT11,0.897108
TWNK,TWNK,0.8970721
MTRR,MTRR,0.8970564
CPSF2,CPSF2,0.8970094
ST6GALNAC5,ST6GALNAC1,0.8970031
TMEM107,TMEM107,0.8969983
LAMA4,LAMA4,0.89692616
RAD52,RAD52,0.8969229
COPS6,COPS6,0.89692193
MCM8,CRLS1,0.89691603
TMEM179,TMEM179,0.8969066
ALDH1A3,ALDH1A3,0.8969041
TBC1D15,TBC1D15,0.89679945
MALL,PLLP,0.89674824
EVA1C,EVA1C,0.8967422
SYNJ2,SYNJ2,0.8967203
PTPN6,PTPN6,0.89670867
CPVL,CPVL,0.89667624
MYZAP,KIAA1328,0.8966688
TTK,TTK,0.8966595
BBX,BBX,0.8965566
ACSM3,ACSM3,0.89652705
EBPL,EBPL,0.8965226
CCNO,CCNO,0.89652175
DOCK2,DOCK2,0.8965036
SYT5,SYT5,0.89648116
TVP23B,SCAPER,0.8964771
ITFG2,ITFG2,0.89638746
PFDN5,PFDN5,0.8963656
PRDM6,PRDM6,0.8963541
QARS1,QARS1,0.8963495
RPRD1A,RPRD1A,0.89630777
KCNB1,KCND2,0.8962998
RYBP,RYBP,0.89628696
KLHL41,BBS5,0.8962804
EXOG,ENDOG,0.8962608
NTAN1,NTAN1,0.8962478
CHDH,CHDH,0.8962388
CENPK,CENPK,0.8962365
TTF2,TTF2,0.8962103
HSF1,HSF1,0.89618796
CLK3,CLK3,0.896111
CHRM5,CHRM5,0.896086
PHF21A,PHF21A,0.8960698
VIRMA,VIRMA,0.8960659
IRAK1BP1,IRAK1BP1,0.8960549
RABGAP1,RABGAP1,0.8960441
CLBA1,CLBA1,0.89603055
PDGFRB,PDGFRB,0.8959766
MIS18BP1,MIS18BP1,0.8959761
SDSL,SDSL,0.8959538
EIF5,EIF5,0.8959378
MBOAT2,MBOAT2,0.8958419
WSCD1,WSCD1,0.89583635
TNRC6A,TNRC6A,0.89582837
NTAQ1,NTAQ1,0.8957547
KCNMB4,SPACA6,0.8957377
CLMN,CLMN,0.8957188
MMAB,MMAB,0.89568233
S1PR3,S1PR3,0.89567095
RAB5A,RAB5A,0.8956626
C19H19orf44,C19orf44,0.8956586
TRBV15,TRBV15,0.89564246
USP49,USP49,0.89562124
LRRC8E,LRRC8E,0.8956142
ODC1,ODC1,0.89560527
MSANTD4,MSANTD4,0.895603
QSOX1,QSOX1,0.89559644
WDR43,WDR43,0.8955857
SPARC,SPARC,0.8955827
PRTG,PRTG,0.8955755
PKP2,PKP2,0.8955673
TALDO1,STK32C,0.89555675
GARIN1A,FAM71F2,0.8955562
PSMD3,PSMD3,0.89554465
CCL20,CCL20,0.8955146
ORAI3,ORAI3,0.8954592
SUPT5H,SUPT5H,0.89544564
PPM1J,PPM1J,0.8954103
TMSB4X,IGLJ3,0.89540946
ACY1,ACY1,0.8953554
IQCN,IQCN,0.8953367
EPOR,EPOR,0.89532745
OMA1,TACSTD2,0.8952908
FBF1,FBF1,0.8952196
DECR2,DECR2,0.8952159
EML3,EML3,0.8952157
RNF25,RNF25,0.8951966
C16H17orf75,C17orf75,0.89518803
NOL8,NOL8,0.8951877
CCDC159,CCDC159,0.895124
CBLN1,CBLN1,0.8950663
EXOSC2,EXOSC2,0.89504564
LTC4S,LTC4S,0.8950292
PFKM,PFKM,0.8949986
CRACR2B,CRACR2B,0.8949841
LLGL2,LLGL2,0.89489836
CCSER1,CCSER1,0.89486897
UBE2G1,UBE2G1,0.89483744
