crab_eating_macaque gene name,rhesus_macaque gene name,correlation
COA7,COA7,0.9786142
SMIM19,SMIM19,0.97859204
ASRGL1,ASRGL1,0.9785807
PLCB3,PLCB3,0.97858065
RAB11FIP1,RAB11FIP1,0.97857904
SPAG1,SPAG1,0.978548
UGP2,UGP2,0.9785429
PRKAA1,PRKAA1,0.9785409
PARP16,PARP16,0.97853905
CTNNAL1,CTNNAL1,0.9785261
CDT1,CTU2,0.97851545
PLA2G6,PLA2G6,0.97850305
SCGB1D1,SCGB1D1,0.9784964
VAMP2,VAMP1,0.97849256
AIMP1,AIMP1,0.97848135
CKLF,CKLF,0.9784461
AK9,AK9,0.978445
SESTD1,SESTD1,0.97844285
RAPGEF5,RAPGEF5,0.9784367
MSX2,MSX2,0.97841054
BEST3,BEST3,0.9784098
CCDC81,CCDC81,0.9784057
TNKS2,TNKS2,0.9783809
MYRIP,MYRIP,0.97838026
HPGD,HPGD,0.9783757
HSBP1,HSBP1,0.97836494
ENGASE,ENGASE,0.97835696
STK11,STK11,0.97835654
SPIB,SPIB,0.97833806
RPS6KA6,RPS6KA6,0.9783352
GTF2F2,GTF2F2,0.9783246
CRTAM,CRTAM,0.97830236
KLHL33,KLHL33,0.9782713
EMILIN2,EMILIN2,0.97827095
NEK9,NEK9,0.97826284
NOXO1,NOXO1,0.9782586
SHKBP1,SHKBP1,0.9782566
AP3B2,AP3B2,0.97825205
RAB3A,RAB3A,0.9782184
TMIGD1,TMIGD1,0.97821105
ADAMTS17,ADAMTS17,0.9782046
BTNL8,BTNL8,0.9781954
TMEM50B,TMEM50B,0.97817713
TMEM38A,TMEM38A,0.97817445
MAL2,MAL2,0.9781731
SMO,SMO,0.9781665
CAPN7,CAPN7,0.9781663
USP37,USP37,0.9781637
HMGCL,HMGCL,0.9781634
PGK2,PGK2,0.9781602
PDGFB,PDGFB,0.97814363
NXT2,NXT2,0.9781196
PMM2,PMM2,0.9781158
DZIP3,DZIP3,0.9780883
ANKMY1,ANKMY1,0.97807604
STC1,STC1,0.9780624
GTF2I,GTF2I,0.9780555
LRRIQ3,LRRIQ3,0.9780465
SIX2,SIX2,0.9780448
MICU3,MICU3,0.9780429
TNFRSF19,TNFRSF19,0.9780372
TRIM6,TRIM6,0.97802985
NKX3-1,NKX3-1,0.9780276
PSMA4,PSMA4,0.97802716
TECPR2,TECPR2,0.97801167
SLC45A1,SLC45A1,0.97800726
RNF215,RNF215,0.9780044
CYB5R1,CYB5R1,0.9779977
ELAPOR2,ELAPOR2,0.97799563
PPCS,PPCS,0.9779932
MAP7D3,MAP7D3,0.9779674
TYMS,TYMS,0.9779451
NUAK2,NUAK2,0.97790676
APOL2,APOL2,0.97790354
WIPF1,WIPF1,0.9779004
SPAG4,SPAG4,0.97789
GAMT,GAMT,0.97787607
GALR1,GALR1,0.9778756
GDF10,GDF10,0.97787005
CNST,CNST,0.9778677
NINL,NINL,0.9778626
TIPRL,TIPRL,0.9778587
HCLS1,HCLS1,0.977854
ATG5,ATG5,0.97785044
PSMB10,PSMB10,0.9778339
BNIP2,BNIP2,0.9778337
ADGRB2,ADGRB2,0.9778334
LFNG,LFNG,0.9778232
RHBDD2,RHBDD2,0.97781545
CST7,CST7,0.97779423
PSD4,PSD4,0.9777894
SIT1,SIT1,0.9777788
TMEM202,TMEM202,0.97776276
LRRIQ1,LRRIQ1,0.9777163
WDR49,WDR49,0.9777158
ARID1A,ARID1A,0.9777135
SERPINF2,SERPINF2,0.97770727
MAF,MAF,0.9777058
B3GAT1,B3GAT1,0.9777035
SMAD1,SMAD1,0.97769874
ACAD10,ACAD10,0.9776904
IQCF3,IQCF3,0.97768486
NMRK2,NMRK2,0.9776663
ZNF749,ZNF549,0.9776649
BCL2L11,BCL2L11,0.9776561
LSM4,LSM4,0.9776475
CCDC42,CCDC42,0.9776155
ARMC12,ARMC12,0.97760665
NRAS,NRAS,0.97760487
NTMT1,NTMT1,0.97759557
TNIP2,TNIP2,0.9775942
OGFOD3,OGFOD3,0.97758985
REEP2,REEP2,0.9775853
EXOC1L,EXOC1L,0.9775802
SSH3,SSH3,0.977577
HTRA3,HTRA3,0.97757584
OSTC,OSTC,0.97757065
AGPAT5,AGPAT5,0.97756195
MTFR2,MTFR2,0.97755057
CPT1A,CPT1A,0.97753084
PDGFRB,PDGFRB,0.97751236
ING4,ING4,0.9775117
ID2,ID2,0.977508
IP6K2,IP6K2,0.9775063
ZBTB18,ZBTB18,0.9774999
YPEL2,YPEL2,0.9774868
VRK1,VRK1,0.97746986
SNX31,SNX31,0.9774295
R3HCC1,R3HCC1,0.97742885
MIOX,MIOX,0.97742397
CFAP221,CFAP221,0.97740877
PLCD3,PLCD3,0.97738457
PHLDB3,PHLDB3,0.9773829
RSPH9,RSPH9,0.97736853
MCOLN2,MCOLN2,0.97736025
ALDH3A2,ALDH3A2,0.9773528
CPA5,CPA5,0.97732913
GABRA6,GABRA6,0.9773255
TMC8,TMC8,0.9773225
TMEM68,TMEM68,0.97732234
TRAV9-1,TRAV9-1,0.97727966
DTX2,DTX2,0.97727793
JUN,JUN,0.9772749
CCDC43,CCDC43,0.9772515
PANK2,PANK2,0.97723925
IAH1,IAH1,0.977218
ALKBH6,ALKBH6,0.9772114
GNPDA2,GNPDA2,0.97718096
ELOVL7,ELOVL7,0.9771632
MRAP,MRAP,0.97715646
TAMALIN,TAMALIN,0.9771398
LMNB2,LMNB2,0.9771288
MPP2,MPP2,0.97711205
WDR27,WDR27,0.9771095
SLC2A11,MIF,0.9771088
GRB2,GRB2,0.97710747
DDOST,DDOST,0.97709143
ANXA11,ANXA11,0.97708833
STOX1,STOX1,0.9770861
WDR12,WDR12,0.97708356
CD8A,CD8A,0.9770783
LETMD1,LETMD1,0.97707343
TMEM59,TMEM59,0.97707313
CBLN3,CBLN3,0.9770555
NUBP2,NUBP2,0.9770053
NHLRC3,NHLRC3,0.9770017
POU6F1,POU6F1,0.9769992
FADS1,FADS1,0.97699696
NRG3,NRG3,0.9769925
MED1,MED1,0.97698075
CTNNA2,CTNNA2,0.97694427
VGLL4,VGLL4,0.97694427
ANKZF1,ANKZF1,0.97694063
SCP2,SCP2,0.97692275
CAPZA2,CAPZA2,0.97691876
SAMD3,SAMD3,0.97691095
PHGDH,PHGDH,0.9769087
MKNK2,MKNK2,0.97689474
LYG2,LYG2,0.97688556
PSMA7,PSMA7,0.9768855
USP35,USP35,0.97688156
GSN,GSN,0.97686756
LIAS,LIAS,0.9768663
CHP1,CHP1,0.97686124
PAN3,PAN3,0.9768516
SGO2,SGO2,0.9768414
IL36B,IL36B,0.9768091
WTAP,WTAP,0.97680587
RASSF8,RASSF8,0.97679657
ADAM30,ADAM30,0.9767943
FEZ2,FEZ2,0.9767864
TRAPPC10,TRAPPC10,0.9767686
TP53I3,TP53I3,0.9767554
CCNH,CCNH,0.976753
GPR18,GPR18,0.97674996
SLC9A3,SLC9A3,0.976748
PDIA3,PDIA3,0.97673106
EMC3,EMC3,0.97671247
DUSP22,DUSP22,0.9766952
SLC31A2,SLC31A2,0.9766731
SLC25A48,SLC25A48,0.97667193
DPH7,DPH7,0.97666985
ZNF10,ZNF527,0.9766571
AKR1E2,AKR1E2,0.9766527
MS4A7,MS4A7,0.97662175
TEX35,TEX35,0.9766106
NOL12,NOL12,0.97659075
ARF3,ARF3,0.9765905
ZNF823,ZNF433,0.976581
BRF1,BRF1,0.9765754
ACTR6,ACTR6,0.9765562
EGR2,EGR2,0.9765544
MS4A4A,MS4A4A,0.97655195
IL31,IL31,0.97654736
ARHGEF28,ARHGEF28,0.9765435
TMEM134,TMEM134,0.97654337
C3orf52,C2H3orf52,0.9765332
DPCD,DPCD,0.97653013
CRTC3,CRTC3,0.97652984
OSGIN1,OSGIN1,0.9765208
NOBOX,NOBOX,0.9765184
CHD3,CHD3,0.9764913
ZUP1,ZUP1,0.9764795
CAPS2,CAPS2,0.9764751
AEBP1,AEBP1,0.9764744
LGI3,LGI3,0.9764729
C13orf46,C17H13orf46,0.97645533
LGALS3BP,LGALS3BP,0.97644585
GPR155,GPR155,0.97643685
ATXN7L3,ATXN7L3,0.97641623
RABAC1,RABAC1,0.97641605
ERC1,ERC1,0.9764063
FNBP1L,FNBP1L,0.97640073
TXNDC8,TXNDC8,0.9763674
RRP7A,RRP7A,0.97634995
ZNF334,ZNF334,0.9763455
MYZAP,MYZAP,0.9763403
TNFRSF1A,TNFRSF1A,0.9762927
FAM210B,FAM210B,0.9762889
SMIM5,SMIM5,0.97628415
CASZ1,CASZ1,0.9762738
CD34,CD34,0.976269
ACTL6B,ACTL6B,0.9762538
NLRP11,NLRP11,0.97623736
ATG9A,ATG9A,0.97623396
ARFGAP1,ARFGAP1,0.9762258
OR51E2,OR51E2,0.9762099
MCHR1,MCHR1,0.97620595
TAP2,MAMU-DOB,0.9761968
MED4,MED4,0.97618425
ZFP30,ZFP30,0.9761813
ATP5PB,ATP5PB,0.9761553
CXCL8,CXCL8,0.97612894
CSDC2,CSDC2,0.97612584
HCST,HCST,0.9761232
PITHD1,PITHD1,0.9761168
MEPCE,MEPCE,0.97611594
PBLD,PBLD,0.9761106
PES1,PES1,0.9761074
ZNF627,ZNF627,0.9760973
CTSE,CTSE,0.9760937
RANGRF,RANGRF,0.97607046
ADA2,ADA2,0.9760292
ELOC,ELOC,0.9759702
TMEM94,TMEM94,0.9759676
NTS,NTS,0.9759583
PANK3,PANK3,0.9759524
ZNF777,ZNF777,0.9759489
ZNF595,ZNF595,0.975944
ARMCX2,ARMCX2,0.97594357
KCNMB1,KCNMB1,0.9759192
CMSS1,CMSS1,0.9758991
FLYWCH1,FLYWCH1,0.97589743
DGKI,DGKI,0.97589344
PUDP,PUDP,0.9758882
NDUFAF7,NDUFAF7,0.9758862
PTPN14,PTPN14,0.97588605
TFPT,TFPT,0.9758747
SMARCB1,SMARCB1,0.97586805
TMEM178A,TMEM178A,0.9758587
VPS11,VPS11,0.97582144
MYCN,MYCN,0.97581536
CNDP2,CNDP1,0.97581476
CYB5R2,CYB5R2,0.9758052
PTPN5,PTPN5,0.97580475
HERPUD1,HERPUD1,0.9757931
ANKRD24,ANKRD24,0.9757907
BPIFB1,BPIFB1,0.97577924
CREG2,CREG2,0.9757449
MAFG,MAFG,0.9757237
GPATCH2L,GPATCH2L,0.9757201
SGCG,SGCG,0.97571677
SDC4,SDC4,0.9756997
TMC6,TMC6,0.97569215
FAM149A,FAM149A,0.9756842
GHR,GHR,0.97567695
ASPHD1,ASPHD1,0.97566015
OR1F1,OR1F1,0.97566
FBP2,FBP2,0.9756536
ADAM2,ADAM2,0.9756305
HEATR5B,HEATR5B,0.97561306
MTA1,MTA1,0.975609
LCA5,LCA5,0.97560394
DRC1,SELENOI,0.97559154
C14orf132,C14orf132,0.975586
ASB1,ASB1,0.9755833
CRYBG1,CRYBG1,0.97557336
CCDC115,CCDC115,0.97554404
FNDC5,FNDC5,0.9755302
PAX8,PAX8,0.9755295
KCNH2,KCNH2,0.97551054
GRTP1,GRTP1,0.9755056
PRXL2C,PRXL2C,0.9754999
MFAP5,MFAP5,0.97547436
SLC15A3,SLC15A3,0.97546756
ZNF662,ZNF662,0.97546476
ACTR1B,ACTR1B,0.9754624
SYT8,SYT8,0.97544634
ANKS3,ANKS3,0.9754398
TSC22D4,TSC22D4,0.9754323
THOC3,THOC3,0.97542447
ZNF419,ZNF419,0.9754226
TMEM8B,TMEM8B,0.97540903
KIF7,KIF7,0.9753786
AKAP6,AKAP6,0.9753611
C21orf91,C3H21orf91,0.97535163
TMEM184A,TMEM184A,0.9753355
CDIPT,CDIPT,0.9753354
ATXN2,ATXN2,0.97532934
G6PC1,G6PC1,0.9753166
MRPL4,MRPL4,0.97531146
NAB2,NAB2,0.9752895
CERKL,CERKL,0.97526693
ANGPTL6,ANGPTL6,0.97525424
BUD31,BUD31,0.97523665
LRRC36,LRRC36,0.9752361
SS18L1,SS18L1,0.97523296
MATN4,MATN4,0.9752209
ZBTB8OS,ZBTB8OS,0.9751816
SALL2,SALL2,0.9751761
CTSD,CTSD,0.97517604
MB,MB,0.9751696
TAF4,TAF4,0.9751598
BRD10,BRD10,0.97511744
CALHM3,CALHM3,0.9751143
FAM162A,FAM162A,0.97510713
FAM168A,FAM168A,0.97510517
POLR3G,POLR3G,0.9751015
DENND11,DENND11,0.975096
ATOSA,ATOSA,0.9750899
MIA3,MIA3,0.97508895
PARP8,PARP8,0.97507906
GDF7,GDF7,0.975063
KLK4,KLK4,0.9750547
BBS4,BBS4,0.9750491
RAPGEFL1,RAPGEFL1,0.9750386
CIMAP2,CIMAP2,0.975027
SEPTIN14,SEPTIN14,0.97501874
IMPG1,IMPG1,0.9750134
CD83,CD83,0.9750075
PFDN6,PFDN6,0.9749887
FBXO8,FBXO8,0.9749623
SNRPD3,SNRPD3,0.97494996
FNTB,FNTB,0.9749271
PHC1,PHC1,0.97491205
CHRNE,CHRNE,0.97490776
SLC12A1,SLC12A1,0.97490096
SLC37A3,SLC37A3,0.9748943
CACNG5,CACNG5,0.97487575
PLD6,PLD6,0.974874
LMAN2L,LMAN2L,0.97487396
HRH3,HRH3,0.97486794
UBE2L6,UBE2L6,0.97485775
MROH7,ACOT11,0.97485495
EIF4EBP2,EIF4EBP2,0.9748495
RNF144A,RNF144A,0.9748196
DPP9,DPP9,0.97480816
KIAA2013,KIAA2013,0.9748077
CYB561,CYB561,0.9748017
KYNU,KYNU,0.9747937
DUSP16,DUSP16,0.97476846
RSAD2,RSAD2,0.9747613
NDUFV1,NDUFV1,0.97474325
PPP6R3,PPP6R3,0.9747089
PFAS,PFAS,0.97470117
PCNX4,PCNX4,0.97469354
CPED1,CPED1,0.97468215
SH2D3C,SH2D3C,0.9746417
ST3GAL3,ST3GAL3,0.9746348
ACYP2,ACYP2,0.97463423
CYFIP1,CYFIP1,0.9746269
KCNS1,KCNS1,0.974617
CLEC5A,CLEC5A,0.9745706
ADRB2,ADRB2,0.9745541
LAMA4,LAMA4,0.9745336
OR2AG2,OR2AG2,0.97450507
MGMT,MGMT,0.9744849
CLEC19A,CLEC19A,0.9744817
LMF1,LMF1,0.9744706
RNF32,RNF32,0.97446287
P2RX6,P2RX6,0.97446156
AIFM3,AIFM3,0.97445256
LRRC27,LRRC27,0.97445196
GIN1,GIN1,0.9744412
THPO,THPO,0.9744403
NR2E3,NR2E3,0.9744375
TYRP1,TYRP1,0.9744333
HBS1L,HBS1L,0.97443193
ZNF426,ZNF426,0.9744297
BZW2,BZW2,0.9744049
NPL,NPL,0.97440314
KLK11,KLK11,0.97439915
PAXX,PAXX,0.9743552
INPPL1,INPPL1,0.97434866
HEY1,HEY1,0.97434115
PWWP3B,PWWP3B,0.974338
COPZ1,COPZ1,0.97433
CDHR5,CDHR5,0.97432745
NCOA7,NCOA7,0.97432053
SKAP1,SKAP1,0.9743027
DMD,DMD,0.97427833
TCTA,TCTA,0.97426337
TMEM247,TMEM247,0.9742562
FMR1,FMR1,0.974246
VCPIP1,VCPIP1,0.97424024
MAX,MAX,0.9742402
KCNH5,KCNH1,0.97422826
AGPAT4,AGPAT4,0.9742187
NPY,NPY,0.9742184
MVK,MVK,0.9741899
CDH24,CDH24,0.9741729
SFI1,SFI1,0.97415173
CTHRC1,CTHRC1,0.9741385
CENPS,CENPS,0.9741186
NPBWR2,NPBWR2,0.97409356
KMT2E,KMT2E,0.9740684
COQ6,COQ6,0.9740666
TNFRSF18,TNFRSF18,0.97404957
CFDP1,CFDP1,0.97401565
LYZ,LYZ,0.9740033
IL18R1,IL18R1,0.9739838
CEP55,CEP55,0.9739804
VIPR1,VIPR1,0.9739708
KIF3B,KIF3B,0.97395456
WNT2B,WNT2B,0.97393835
RAB24,RAB24,0.9739225
MAEA,MAEA,0.97391975
FCMR,FCMR,0.9739157
C9orf50,C15H9orf50,0.97388923
UNC119,UNC119,0.9738873
USE1,USE1,0.9738811
ABCC8,ABCC8,0.97387236
KMT5C,KMT5C,0.9738585
ATP4B,ATP4B,0.97385705
MTFMT,MTFMT,0.97381043
POLR1E,POLR1E,0.9738073
KPTN,KPTN,0.9738048
DPYSL4,DPYSL4,0.97379625
DEFB110,DEFB110,0.9737844
HSD3B7,HSD3B7,0.9737672
HDAC8,CITED1,0.9737661
IRF8,IRF8,0.97375184
NRGN,NRGN,0.9737509
GIPC2,GIPC2,0.97374207
HHAT,HHAT,0.9737258
ICOS,ICOS,0.9737176
NKPD1,NKPD1,0.9737131
CYP20A1,CYP20A1,0.97370666
SRMS,SRMS,0.9736901
PITPNM1,PITPNM1,0.97368973
DENND3,DENND3,0.9736875
MAP2K4,MAP2K4,0.97365713
TXNL4A,TXNL4A,0.973654
HIVEP3,HIVEP3,0.97365075
ATP6V0E1,ATP6V0E1,0.973634
NDUFS3,NDUFS3,0.97363174
TK2,TK2,0.9735962
RNF113A,RNF113A,0.9735953
RARA,RARA,0.973588
FAM76A,FAM76A,0.97358155
FBXW12,FBXW12,0.9735678
MTHFD1L,MTHFD1L,0.97355455
FAM78A,FAM78A,0.97355264
METTL21EP,METTL21EP,0.9735492
SHFL,SHFL,0.9735444
SCML4,SCML4,0.97352946
RABEP2,RABEP2,0.9735215
ZNF550,ZNF550,0.97352123
FARP1,FARP1,0.9735117
ZNRF3,ZNRF3,0.9735088
AIF1,AIF1,0.9735051
EDEM1,EDEM1,0.9734938
TRIM29,TRIM29,0.9734935
CFAP77,CFAP77,0.97347844
ADGRB1,ADGRB1,0.9734679
WEE1,WEE1,0.9734562
ZNF174,ZNF174,0.97345006
CYP26A1,CYP26A1,0.9734383
PROX2,PROX2,0.97343343
VAC14,VAC14,0.9734301
ZNF569,ZNF569,0.97341657
OGFOD2,OGFOD2,0.9733803
ALOX5,ALOX5,0.9733768
PPP2R5E,PPP2R5E,0.9733496
GPATCH11,GPATCH11,0.9733457
CCDC27,CCDC27,0.97334427
ADGRB3,ADGRB3,0.97333175
TRMT10B,TRMT10B,0.97331876
SORBS2,SORBS2,0.97329044
SDK1,SDK1,0.9732872
DHX9,DHX9,0.97328365
EIF3I,EIF3I,0.9732609
FLVCR2,FLVCR2,0.97325265
IFI27,IFI27,0.973252
SMARCD3,SMARCD3,0.973252
GLO1,GLO1,0.97323704
AMPD3,AMPD3,0.9732294
MYT1,MYT1,0.97322845
NKAIN2,NKAIN2,0.9732226
VPS33B,PRC1,0.9732135
TULP4,TULP4,0.97320616
TRIM68,TRIM68,0.97319925
CHRNA5,CHRNA5,0.97318715
NDUFB5,NDUFB5,0.97318274
TCP11,TCP11,0.973181
CNNM4,CNNM2,0.9731742
EFCAB6,EFCAB6,0.97316736
TNFRSF9,TNFRSF9,0.9731508
SLIT1,SLIT1,0.9731411
ZNF77,ZNF77,0.9731074
CCDC78,CCDC78,0.9731066
SNX3,SNX3,0.97310424
CD79A,CD79A,0.9731041
SYNGAP1,SYNGAP1,0.9730698
TRAF3IP3,TRAF3IP3,0.9730429
C22orf15,C10H22orf15,0.9730368
ETV2,ETV2,0.97301185
C2CD6,C2CD6,0.9730021
MRPL35,MRPL35,0.973
MGAT1,MGAT1,0.9729718
TMEM222,TMEM222,0.97296894
HTT,HTT,0.97296757
SAMD7,SAMD7,0.9729661
C18orf21,C18H18orf21,0.97296554
TRNAU1AP,TRNAU1AP,0.9729405
TRAIP,TRAIP,0.972935
TRIB2,TRIB2,0.9728899
ADAMTS19,ADAMTS19,0.97288114
RBM24,RBM24,0.97287846
RC3H2,RC3H2,0.9728288
P2RX4,P2RX4,0.97282565
DNAJA3,DNAJA3,0.97278434
CCT4,CCT4,0.9727777
FOXI3,FOXI3,0.97277683
KIAA1549L,KIAA1549L,0.9727655
REEP6,REEP6,0.97275794
CAPS,CAPS,0.9727444
DENND1A,DENND1A,0.97273105
PARM1,PARM1,0.9727229
AUTS2,AUTS2,0.9726955
VWF,VWF,0.97269475
GDNF,GDNF,0.9726938
INVS,INVS,0.97269017
ADGRG7,ADGRG7,0.9726801
STK25,STK25,0.9726711
GTF3C1,GTF3C1,0.9726682
NT5C2,NT5C2,0.97264373
SIGLEC12,SIGLEC9,0.97263443
AJAP1,AJAP1,0.97263294
TNNI1,TNNI1,0.97263265
PRKAG2,PRKAG2,0.9726322
SLC35C2,SLC35C2,0.9726294
TOX3,TOX3,0.97259504
DPYS,DPYS,0.9725939
NDUFA9,NDUFA9,0.9725806
ICMT,ICMT,0.9725768
CDH4,CDH4,0.9725591
SCUBE1,SCUBE1,0.9725376
SLTM,SLTM,0.97252244
SRSF5,SRSF5,0.97251284
CARD10,CARD10,0.972508
MAP3K6,MAP3K6,0.9724884
KRTAP4-12,KRTAP4-1,0.97248685
CEP104,CEP104,0.9724727
USP28,USP28,0.9724557
RSPH3,RSPH3,0.97242725
UBE2A,UBE2B,0.9724198
VIT,VIT,0.9724185
EFNA3,EFNA3,0.97240907
CALCA,CALCA,0.9724064
SLC49A3,SLC49A3,0.9723876
KDM5D,KDM5D,0.9723617
DNAH7,DNAH7,0.9723519
TDRKH,TDRKH,0.9723392
PCGF6,PCGF6,0.97233045
TXNDC2,TXNDC2,0.97232664
PTEN,PTEN,0.97231597
OGFR,OGFR,0.9723061
MGAT4D,MGAT4D,0.97227955
B4GALT7,B4GALT7,0.9722746
JOSD1,JOSD1,0.97223336
TRIM35,TRIM35,0.9721996
CIC,CIC,0.972167
PCOLCE2,PCOLCE2,0.97216326
RAB38,RAB38,0.9721544
POMC,POMC,0.97211844
YAE1,YAE1,0.9721128
GCA,GCA,0.9721022
MR1,MR1,0.97209746
GNA12,GNA12,0.9720912
RAB6A,RAB6A,0.97205514
PSMD10,PSMD10,0.97204137
CFAP58,CFAP58,0.97203857
UBE2N,UBE2N,0.97203755
CNN1,CNN1,0.9720169
A2ML1,A2ML1,0.9720045
SMG7,SMG7,0.97199976
ABCB5,ABCB5,0.9719864
RCCD1,RCCD1,0.9719863
NECTIN1,NECTIN1,0.9719807
ZNF880,ZNF268,0.9719335
TNFSF13B,TNFSF13B,0.97188914
PPT1,PPT1,0.9718215
TRAPPC8,TRAPPC8,0.97178406
IL4I1,IL4I1,0.97177076
CD1D,CD1D,0.97176194
FGFBP2,FGFBP2,0.97175646
MTDH,MTDH,0.9717491
SP3,SP3,0.97171944
DAZAP1,DAZAP1,0.9717189
SPCS2,SPCS2,0.9717083
ZNF346,ZNF346,0.971689
ASB11,ASB11,0.97166824
CBARP,CBARP,0.9716528
ERG28,ERG28,0.9716459
TRABD,TRABD,0.9716394
PHF23,PHF23,0.9716337
TRAF4,TRAF4,0.97162557
AAGAB,AAGAB,0.97161156
LITAF,LITAF,0.97156805
CTF1,CTF1,0.9715653
SPRING1,SPRING1,0.971559
PAICS,PAICS,0.97154963
TIMM21,TIMM21,0.97154945
NLRP2,NLRP2,0.97154796
FAXC,FAXC,0.9715401
IGHMBP2,IGHMBP2,0.9715066
TRMT11,TRMT11,0.97148895
SLC44A1,SLC44A1,0.9714848
YBX2,YBX2,0.9714633
IPPK,IPPK,0.9714554
SCML1,SCML1,0.97144735
ZDHHC20,ZDHHC20,0.97143126
STON2,STON2,0.97141886
TTYH1,TTYH1,0.9714171
NECAP1,NECAP2,0.97141635
OARD1,OARD1,0.9714163
SNRPA,SNRPA,0.9713929
MRPS23,MRPS23,0.97138745
PAFAH1B3,PAFAH1B3,0.97138625
ISOC1,ISOC1,0.9713557
ERI2,ERI2,0.9713539
POLRMT,POLRMT,0.97134477
GINS1,GINS1,0.97133917
TWF2,TWF2,0.97132325
SYP,SYP,0.97131664
SURF1,SURF1,0.9713058
GAS8,GAS8,0.97129095
L2HGDH,L2HGDH,0.9712843
PRPS2,PRPS2,0.9712835
TSPO,TSPO,0.9712804
SLC7A6,SLC7A6,0.9712756
CRACD,CRACD,0.9712675
DENND2B,DENND2B,0.9712656
PILRA,PILRA,0.9712645
EGFL7,EGFL7,0.97124094
TOR1AIP2,TOR1AIP2,0.9712281
MAP2K3,MAP2K3,0.9712129
HSD17B1,HSD17B1,0.9712078
DLC1,DLC1,0.9711934
NPVF,NPVF,0.97118646
TMEM44,TMEM44,0.9711788
IFNAR1,IFNAR1,0.9711611
RAB7B,RAB7B,0.9711392
EPHB3,EPHB3,0.97113466
SNAI3,SNAI3,0.97112656
RARG,RARG,0.97111547
KCNH1,KCNH5,0.97110564
NEU3,NEU3,0.97109926
PDGFC,PDGFC,0.9710763
PGAP1,PGAP1,0.97104293
RAB31,RAB31,0.9710385
ACP1,ACP1,0.9710066
ZNF805,ZNF805,0.97100025
PPP1R12B,PPP1R12B,0.9709819
TRAPPC14,TRAPPC14,0.9709784
HACD2,HACD2,0.97097117
KIAA0753,PITPNM3,0.97094256
C12orf56,C11H12orf56,0.97094244
AQP6,AQP6,0.97093785
ATP10A,ATP10A,0.9709221
CHORDC1,CHORDC1,0.970921
DGKG,DGKG,0.9709189
LRCH4,LRCH4,0.970913
YPEL4,YPEL4,0.9708868
SPHK2,SPHK2,0.9708142
ANKRD29,ANKRD29,0.97079396
PYCARD,PYCARD,0.97078544
INTS2,INTS2,0.970784
RBP4,RBP4,0.97078353
USP2,USP2,0.9707468
MMD2,MMD2,0.97073436
ULK4,ULK4,0.9707287
BCAS4,BCAS4,0.97071105
PPFIA4,PPFIA4,0.9706854
YIF1A,YIF1A,0.9706691
GYG2,GYG2,0.97065026
TAFA4,TAFA4,0.9706419
SNRNP40,SNRNP40,0.9706354
TMPRSS3,TMPRSS3,0.97063166
KLHL22,SCARF2,0.9706266
LDHC,LDHC,0.9706249
TRIM69,TRIM69,0.9706128
CNOT1,CNOT1,0.9706024
ATG2A,ATG2A,0.9705569
KANK4,KANK4,0.97055346
FAAH2,FAAH2,0.9705314
RBMS1,RBMS1,0.97052187
KHDC3L,KHDC3L,0.9705188
RAP1GAP,RAP1GAP,0.9705162
BRCA1,BRCA1,0.9705076
CALD1,CALD1,0.97050726
SKIC8,SKIC8,0.970478
FRRS1L,FRRS1L,0.9704767
NR2C2AP,NR2C2AP,0.97047204
FBXW4,FBXW4,0.97046596
FAT3,FAT3,0.9704388
RAB8B,RAB8A,0.9704351
TBC1D9B,TBC1D9B,0.97041565
SIGLEC6,SIGLEC6,0.97040725
EIF2B1,EIF2B1,0.9704037
ETV7,ETV7,0.9703938
GSTZ1,GSTZ1,0.9703857
CIAO2A,CIAO2A,0.9703779
NPTXR,NPTXR,0.97034395
PPARGC1A,PPARGC1A,0.9703164
CCL13,CCL13,0.97030556
SPATS1,SPATS1,0.9702988
BRWD1,BRWD1,0.9702985
ARFGAP2,ARFGAP2,0.97028464
EEF1AKMT1,EEF1AKMT1,0.9702829
HSPA9,HSPA9,0.9702512
TMX1,TMX1,0.9702479
CDCA8,CDCA8,0.9702195
TCIRG1,TCIRG1,0.9702037
ULBP3,ULBP3,0.9702027
CENPA,CENPA,0.97019887
ISY1,ISY1,0.9701579
KCNK12,KCNK12,0.9701337
EIF4E3,EIF4E3,0.97011346
ZNF24,ZNF24,0.9700903
TUBGCP5,TUBGCP5,0.97004473
XPC,XPC,0.9700398
SRSF10,SRSF10,0.97003824
CST6,CST6,0.9699774
TFAP2C,TFAP2C,0.96995836
TCTN1,TCTN1,0.9699459
NFKBIZ,NXPE3,0.9699423
SSR2,SSR2,0.9699366
FABP6,FABP6,0.969935
GNL1,GNL1,0.96993077
ACSS2,ACSS2,0.96986383
LEUTX,LEUTX,0.96986336
SIGLECL1,SIGLECL1,0.96985674
SORCS1,SORCS2,0.9698107
ISL2,ISL2,0.9697915
UROD,UROD,0.96973723
GP6,GP6,0.9697224
CDK1,CDK1,0.969711
HES6,HES6,0.96970344
ABHD4,ABHD4,0.96969837
RFX8,RFX8,0.9696731
BBS1,DPP3,0.96966493
IGFBP6,IGFBP6,0.9696562
PARD6A,PARD6G,0.96964836
PCBP4,PCBP4,0.9696365
