gorillas gene name,rhesus_macaques gene name,correlation
TOR3A,TOR3A,0.93761146
SOBP,SOBP,0.9375542
HTR3E,HTR3E,0.9374012
KDM7A,KDM7A,0.93719214
EIF3K,EIF3K,0.9371791
TAP1,PSMB8,0.937116
CRYBA4,CRYBA4,0.9371159
EDA,EDA,0.93709713
RALB,RALB,0.9370325
FAM237B,FAM237B,0.9369782
ARHGAP9,ARHGAP27,0.93692976
NEPRO,NEPRO,0.9369186
CPSF6,CPSF6,0.936915
AMMECR1,AMMECR1,0.9368359
MCRIP2,MCRIP2,0.93675363
NKG7,NKG7,0.93671495
SRSF6,SRSF6,0.9366617
TRIM25,TRIM25,0.9366531
CYB5D2,CYB5D2,0.9366361
SPINT1,SPINT1,0.93660337
ANKRD29,ANKRD29,0.93660057
SIRT3,SIRT3,0.93656266
POU5F1,POU5F1,0.9365328
PPT1,PPT1,0.9364942
RRP8,RRP8,0.9364825
CD4,CD4,0.93646854
ZBTB8A,ZBTB8A,0.93643934
LEMD1,LEMD1,0.9364317
UNKL,UNKL,0.9364011
B3GAT2,B3GAT2,0.9362862
TRDN,TRDN,0.9362566
WDR77,OVGP1,0.9361575
SMC1A,SMC1A,0.9361402
CREB3L2,CREB3L2,0.93606186
SULT1C3,SULT1C3,0.93604964
TMEM106B,TMEM106B,0.936019
FNTA,HOOK3,0.93601483
SLC25A32,SLC25A32,0.93599343
CCND2,CCND1,0.9359896
KIFBP,KIFBP,0.935986
ELOVL5,ELOVL5,0.9359053
MFSD12,MFSD12,0.9359033
GPX6,GPX6,0.93588245
MARCHF9,MARCHF9,0.93587655
SLC30A5,SLC30A5,0.9358493
TRPM3,TRPM3,0.9358374
BCAN,BCAN,0.935829
PCBD2,PCBD2,0.93577707
BRAT1,BRAT1,0.93565124
PPRC1,PPRC1,0.9356314
C15orf61,C7H15orf61,0.93562436
DAO,DAO,0.9355731
SRSF10,SRSF10,0.9355462
SLC22A18,SLC22A18,0.93549925
GMFB,GMFB,0.935498
BCS1L,BCS1L,0.93547976
FRY,FRY,0.93539006
CASTOR1,CASTOR2,0.9353793
NIPSNAP2,NIPSNAP1,0.9353759
CNOT8,CNOT7,0.9353508
RIMOC1,RIMOC1,0.9353034
DBNL,DBNL,0.9352426
ABCA5,ABCA5,0.9352098
DRG2,DRG2,0.93509626
KIF6,KIF6,0.9350434
FBXL8,FBXL8,0.9350092
ABCC9,ABCC9,0.9350035
GAK,GAK,0.9349842
LRRC75A,LRRC75A,0.93489754
XPO7,XPO7,0.9348909
PTP4A2,PTP4A2,0.9348272
MARF1,MARF1,0.9347795
IGHV5-51,IGHV7-81,0.9347551
LRRC66,LRRC66,0.93462235
PGC,PGC,0.934622
RFFL,RNF34,0.9346082
CA10,CA10,0.93460256
RFLNB,RFLNB,0.93456054
KIF9,KIF9,0.9345219
TMEM42,TMEM42,0.93440396
GUCA1B,GUCA1B,0.93430835
KLHL24,KLHL7,0.9342553
DMRTB1,DMRTB1,0.9342455
CCL20,CCL20,0.9341575
GCFC2,GCFC2,0.9341465
CCNDBP1,CCNDBP1,0.93410087
MCF2L,MCF2L,0.9340678
PARD6B,PARD6B,0.9339578
VPS25,VPS25,0.9339102
NR1H4,NR1H4,0.9338677
RSPO1,RSPO1,0.9338362
CBX2,CBX2,0.9338209
STAR,STAR,0.9338008
LRRC14,MFSD3,0.9337728
BRME1,BRME1,0.933741
RAB7A,RAB7A,0.933717
DBF4B,DBF4B,0.93363726
YIPF1,NDC1,0.9336138
MRPS26,MRPS26,0.93357277
NAGK,NAGK,0.9335456
CUL5,CUL1,0.9335414
TSC22D4,TSC22D4,0.93351775
NT5C3B,NT5C3B,0.9334116
SETX,SETX,0.9334112
SURF1,SURF1,0.93335694
SAT1,SAT1,0.93333393
USP3,USP3,0.9333329
YEATS2,YEATS2,0.9333195
PDXP,PGP,0.93331504
NDUFA2,NDUFA2,0.9332992
RASGEF1B,RASGEF1B,0.9332825
TEKT2,TEKT2,0.93319863
NPAT,NPAT,0.9331946
BBS1,DPP3,0.9331468
EMC4,EMC4,0.9331287
TUBB4A,TUBB,0.9330805
QRSL1,QRSL1,0.93305755
HIPK1,HIPK1,0.9330492
CCSAP,CCSAP,0.9330441
CGRRF1,CGRRF1,0.9330186
PHYKPL,PHYKPL,0.9330029
SMIM34,SMIM34,0.9330026
IGHMBP2,IGHMBP2,0.932994
POP5,POP5,0.9329689
PPP1R16B,PPP1R16B,0.93286926
FBXW9,FBXW9,0.93278277
IGIP,GNG12,0.9327731
LY9,CD84,0.9326805
RNF139,RNF139,0.93267846
MRS2,MRS2,0.93267703
MESP2,MESP2,0.9326224
TMEM255B,TMEM255B,0.9326161
CEACAM5,CEACAM5,0.9325914
MAT2A,MAT2A,0.93257785
RCN2,RCN2,0.93253076
FBXO11,FBXO11,0.9325082
C16orf46,C20H16orf46,0.93242496
ENO3,ENO3,0.9323267
TP73,TP73,0.93228465
LBH,LBH,0.93217385
ELK3,ELK3,0.93214357
SEH1L,RBBP4,0.9320646
MAVS,MAVS,0.9320587
KHDRBS3,KHDRBS3,0.9319977
CMTM1,CKLF,0.9319946
SLC25A33,TMEM201,0.9319033
SKOR2,SKOR2,0.9318986
FASLG,FASLG,0.93188256
SNX3,SNX3,0.9318186
GCH1,GCH1,0.9317854
BARD1,BARD1,0.931707
STX12,STX12,0.93165654
SMC2,SMC2,0.9316447
TSFM,TSFM,0.93162876
FGGY,FGGY,0.93160415
MVK,MVK,0.9314726
APOD,APOD,0.9314651
CNOT9,PLCD4,0.9314054
OCEL1,OCEL1,0.9314019
C4BPA,C4BPA,0.93128884
UBE2F,UBE2F,0.9312888
MORN4,MORN4,0.93127716
CD164L2,FCN3,0.93123245
ITGAL,ITGAL,0.93122804
FAAH2,FAAH2,0.9312227
RHBDD1,RHBDD1,0.93120116
DCUN1D4,DCUN1D4,0.9311995
WDR13,WDR13,0.9311655
CCDC134,CCDC134,0.9311511
DUSP8,DUSP8,0.93114275
ZNF365,ZNF365,0.9311326
PLA2G1B,PLA2G1B,0.93110734
PYM1,PYM1,0.93098146
SMIM10,GNG2,0.9309235
CENPK,CENPK,0.93083483
PLD4,PLD4,0.9308279
LHX4,LHX4,0.93073916
CLDN15,CLDN15,0.93060637
SAT2,SAT2,0.9305863
PNMA6A,PNMA6E,0.9305276
CLTA,CLTA,0.9304962
UMODL1,UMODL1,0.93044317
TAF11,TAF11,0.9304418
ATG4B,ATG4B,0.93039316
GALNTL5,GALNTL5,0.93036646
DEFB118,DEFB118,0.930293
CD28,CD28,0.93024707
LY6D,LY6D,0.9302046
TEX261,TEX261,0.93016803
TYMS,TYMS,0.93015826
RAB40C,RAB40C,0.9301121
NUP210L,NUP210L,0.9301013
DCAF11,DCAF11,0.93009955
ATP10A,ATP10A,0.9300957
CYP27A1,CYP27A1,0.9300444
B3GNTL1,B3GNTL1,0.93003356
MGST2,MGST2,0.93002456
CRP,CRP,0.93002087
PINX1,PINX1,0.9299201
MRM1,DHRS11,0.9298932
RPGRIP1L,RPGRIP1L,0.92986107
SFI1,SFI1,0.92985404
NDUFS4,NDUFS4,0.9298402
SLC25A1,SLC25A10,0.9297898
CDA,CDA,0.9297867
EML3,B3GAT3,0.9297856
SDC1,SDC1,0.9297794
PMS2,PMS2,0.9296734
APEX1,APEX1,0.92950386
SLC16A7,SLC16A7,0.9292558
ANO3,ANO3,0.9292169
PCNX4,PCNX4,0.92920035
KYNU,KYNU,0.9291715
PNPO,PNPO,0.929146
ADSS2,ADSS2,0.92896056
TRIM16,TRIM16,0.9289504
SYT10,SYT10,0.9288453
CS,CS,0.92880464
FAM104A,VCF1,0.9287837
EEF1AKMT2,EEF1AKMT2,0.92875195
UBE2J2,UBE2J2,0.9286579
GOLGA7,GOLGA7,0.92865545
MBP,MBP,0.92865175
GAST,GAST,0.9285576
EIF3G,EIF3G,0.92853653
TACC3,TACC3,0.9285333
EIF2AK4,EIF2AK4,0.9285308
TMEM234,TMEM234,0.92851704
ETFA,ETFA,0.92843974
RMC1,RMC1,0.92842203
CTRB2,CTRB2,0.92830336
ERRFI1,CAMTA1,0.9282766
EPGN,EPGN,0.92824477
SLC12A5,SLC12A5,0.928101
NT5DC3,NT5C2,0.92801565
PSMD8,PSMD8,0.92800236
KHDC4,KHDC4,0.9279618
ACTN3,ACTN3,0.9279316
USP10,USP10,0.92788464
RNF114,RNF114,0.9278777
MED17,MED17,0.9278477
NTSR2,NTSR2,0.9278291
TPH1,TPH1,0.9277682
ALKBH7,ALKBH7,0.9276952
ANAPC4,ANAPC4,0.9276952
NLE1,NLE1,0.9276612
SHFL,SHFL,0.9275992
ABCC5,ABCC5,0.927597
ANKRD7,ANKRD7,0.9275575
CDHR3,CDHR3,0.92753845
DMWD,DMWD,0.9275096
PEX13,PEX13,0.92750806
GP6,LILRA2,0.9274886
LSMEM1,LSMEM1,0.9274773
IMPA2,IMPA2,0.9274745
PIN4,PIN4,0.92740893
AHNAK,AHNAK,0.9272262
SUN5,SUN5,0.9271284
PMM2,PMM2,0.92707354
BYSL,BYSL,0.92698354
MCHR1,MCHR1,0.9269753
RNF44,RNF44,0.926943
TTI2,FUT10,0.9269128
JAG2,JAG2,0.92686075
FIRRM,FIRRM,0.9268545
MBD5,MBD5,0.92671347
AHSP,AHSP,0.926707
PHLDB2,PHLDB2,0.9266759
DPAGT1,DPAGT1,0.92665535
NCAPD2,NCAPD2,0.92662066
METTL25B,METTL25B,0.92661035
BUB1B,BUB1B,0.9265099
HHATL,CCDC13,0.926469
PRPF39,PRPF39,0.9264384
CCNT1,CCNT1,0.9263082
SCIN,SCIN,0.9262486
ELF5,ELF5,0.9262465
SINHCAF,SINHCAF,0.9262225
LRWD1,LRWD1,0.9261718
CHRDL2,CHRDL2,0.9261327
GLS2,GLS2,0.92597795
PROCR,PROCR,0.9259048
ECHDC2,ECHDC2,0.9258917
CD300LB,CD300LB,0.9257508
SRP54,SRP54,0.9257254
MED16,MED16,0.92572117
PGS1,PGS1,0.9257194
KBTBD3,KBTBD3,0.9256834
ILKAP,ILKAP,0.92568165
TAPT1,TAPT1,0.92564195
FLVCR2,FLVCR2,0.9256333
MACROD2,MACROD2,0.92559814
USP54,SORBS1,0.9255818
TSSK4,TSSK4,0.9255714
NPTXR,NPTXR,0.9254376
TRIM29,TRIM29,0.92543083
CDIN1,CDIN1,0.92538846
MFSD1,MFSD1,0.9253135
ODF2L,ODF2L,0.925249
POLR3H,OMP,0.92523855
PARK7,PARK7,0.9252033
CCDC197,CCDC197,0.92519164
PRSS33,PRSS33,0.9251641
VCP,VCP,0.9251572
GEMIN6,GEMIN6,0.92482674
ARL14,ARL14,0.92481816
LATS1,LATS1,0.92479587
UTRN,UTRN,0.92478746
CPT1A,CPT1A,0.924743
MFSD9,MFSD9,0.9246577
ALDH8A1,ALDH9A1,0.9246379
CD3G,CD3G,0.924618
NOL8,NOL8,0.92459595
SLC15A1,SLC15A1,0.9245806
EVI5L,EVI5L,0.9244905
RAX,RAX,0.9243961
STEEP1,STEEP1,0.9243462
MUSTN1,STIMATE,0.92434573
LTB,LTB,0.9243143
CXADR,CXADR,0.9243011
LRRC28,LRRC28,0.9242931
GAL,GAL,0.92411894
IKBKB,IKBKB,0.9240833
ANKRD13A,ANKRD13A,0.92403924
CD48,CD48,0.92386574
PLA2G6,PLA2G6,0.9237466
VTCN1,VTCN1,0.9237171
SQSTM1,SQSTM1,0.92370915
BSG,BSG,0.9236723
XAF1,XAF1,0.92349654
CHST10,CHST10,0.92348564
PDXK,PDXK,0.92347974
PCGF3,PCGF3,0.9234741
CD69,CD69,0.9234413
NOL4L,NOL4L,0.92336947
ZNF746,ZNF746,0.92334235
TMX4,TMX4,0.9233214
ND4L,ND4L,0.92331624
CCDC33,CCDC33,0.92325187
C1orf35,C1H1orf35,0.92319006
FAAH,UQCRH,0.92315984
SNTN,SNTN,0.92313725
RACGAP1,RACGAP1,0.9231105
UBE2I,UBE2I,0.9230825
ISCA1,ISCA1,0.92302656
CST2,CST3,0.923017
MYL3,MYL3,0.92297864
SNRPE,SNRPE,0.9229714
PGAP2,PGAP2,0.92295647
BOLA3,BOLA3,0.9229278
C10orf67,C9H10orf67,0.92290133
TRIOBP,MPRIP,0.9228939
GUCY1A1,GUCY1A1,0.92287296
MYCBP,MYCBP,0.92278796
KLF4,KLF4,0.9226781
NFRKB,NFRKB,0.92264014
CCNE2,CCNE2,0.92260796
FGFBP3,FGFBP3,0.9225854
ARHGEF35,TACC2,0.92257553
MAN2B1,WDR83OS,0.9225499
MRFAP1L2,MRFAP1L2,0.92248094
OSGIN2,OSGIN1,0.9224399
IGLV1-51,IGLV3-9,0.92242736
RBM15B,RBM15B,0.92238474
TMEM72,TMEM72,0.9223548
BCAS3,BCAS3,0.92234063
SYNJ2BP,COX16,0.92224115
CENPP,CENPP,0.922229
ARHGAP25,ARHGAP25,0.9222205
PRMT5,PRMT5,0.9221036
FAM3B,BACE2,0.92209244
MDH2,MDH2,0.9220513
TFF3,TFF3,0.9219771
FAM117A,FAM117B,0.921951
AGXT2,AGXT2,0.921932
SNURF,SNURF,0.9219007
ETHE1,ETHE1,0.9218961
NCBP2,NCBP2,0.92177016
PPWD1,PPWD1,0.92175186
MTMR9,MTMR9,0.9215911
NPB,NPB,0.9215763
THAP9,THAP9,0.9215695
FBXL17,FBXL17,0.9215371
PASK,DLGAP2,0.9214734
MTRF1,MTRF1,0.9214034
RIN3,RIN3,0.921388
ANKS3,ANKS3,0.92121357
SMARCA2,SMARCA2,0.92120165
PML,PML,0.92119
MCM9,MCM9,0.9211077
KLK10,KLK10,0.92109746
ASH2L,ASH2L,0.9210522
GSTK1,GSTK1,0.92101413
CMTM5,CMTM5,0.9209541
IDNK,IDNK,0.9208967
CCDC90B,CCDC90B,0.92088586
ANKRD33B,ANKRD33B,0.92087543
IGFLR1,IGFLR1,0.92079943
RRBP1,RRBP1,0.920768
TMEM160,TMEM160,0.9207468
PDAP1,PDAP1,0.9207399
SLC30A9,SLC30A9,0.9206688
CWC25,CWC25,0.92063767
RAD51D,RFFL,0.9205817
PCGF1,PCGF1,0.9205689
SEC24D,SEC24D,0.92056596
DYNC1H1,DYNC1H1,0.9205481
RAB5C,RAB5C,0.9203818
SLC9A2,SLC9A2,0.9202293
PRKAA1,PRKAA1,0.9202254
EIF3F,EIF3F,0.9202149
CABP1,CABP2,0.92015123
PLK4,PLK4,0.92010194
CLN6,CLN6,0.91996646
CCDC157,CCDC157,0.9199595
TNFAIP8,TNFAIP8L3,0.919917
NR0B1,NR0B1,0.9199064
CRLF3,CRLF3,0.919875
C5orf52,C15H9orf153,0.9198245
KMT2C,KMT2C,0.91981524
IMMP1L,IMMP1L,0.9197313
AVP,AVP,0.9196702
TRIB2,TRIB2,0.9195275
CDKN2AIP,CDKN2AIP,0.91952735
FSIP2,FSIP2,0.9194949
MED24,CNOT1,0.91945446
URGCP,URGCP,0.9193965
BRF2,BRF2,0.91938907
ERMN,ERMN,0.91922665
LIN7A,LIN7A,0.91912156
EFCAB10,EFCAB10,0.91896
TSPAN32,TSPAN32,0.9189555
GMNC,GMNC,0.9189129
VAV3,VAV3,0.9189108
SLC39A3,DIRAS1,0.9187989
MLXIP,MLXIP,0.9187634
HLA-DQA1,MAMU-DOA,0.91874546
CAV1,CAV1,0.9187364
TOR2A,TOR2A,0.9187301
NCAPD3,NCAPD3,0.918709
VPS13A,VPS13A,0.9186046
RAD21L1,SNPH,0.9185817
VAMP2,PER1,0.9185757
NR2C2AP,NR2C2AP,0.91855216
S100A2,S100A2,0.9185331
RBM4B,RBM4B,0.91852725
AIFM1,AIFM1,0.91850615
RAB3GAP2,RAB3GAP2,0.91839486
CTNS,CTNS,0.91832846
VPREB1,VPREB1,0.91813296
COLEC11,ALLC,0.91812193
ZSCAN18,ZSCAN18,0.9181164
ARGLU1,ARGLU1,0.91809356
DBF4,DBF4,0.9180286
RBM39,RBM39,0.9178868
EPHB6,EPHB6,0.91783494
ASMTL,ASMT,0.9177933
LYL1,LYL1,0.91778076
ULK3,ULK3,0.91772
EXPH5,EXPH5,0.91768944
CENPW,CENPW,0.91766226
UGT2B15,UGT2A1,0.9176322
DCAF7,ACE,0.9176272
CRABP1,CRABP1,0.9175818
TRMT1,TRMT1,0.9175703
RABIF,RABIF,0.9173902
NOTUM,NOTUM,0.9172968
ENTPD5,FAM161B,0.9172062
PHF20,PHF20,0.91716355
CRLS1,MCM8,0.9171582
RASEF,RASEF,0.91704744
CYREN,CYREN,0.91698533
HOXA10,HOXA10,0.9167293
MAPK9,MAPK9,0.91663283
EIF2B4,EIF2B4,0.91652644
RPL11,RPL10,0.916407
RAB28,RAB28,0.91639197
PPP6C,PPP6C,0.9163685
RIPK2,RIPK2,0.9161881
GALNS,GALNS,0.9160901
EXOSC2,EXOSC2,0.9160718
NSG2,NSG2,0.91605794
BICD1,BICD1,0.9160317
MYCBP2,MYCBP2,0.9159665
PARP6,ELMO1,0.91593397
MTREX,MTREX,0.9159334
NDUFS3,NDUFS3,0.9159038
PECR,PECR,0.91587925
PSMC3IP,PSMC3IP,0.91587627
PRKDC,PRKDC,0.9158361
SUGP1,SUGP1,0.9157212
PI4K2B,PI4K2B,0.91564876
UTS2B,UTS2,0.91564816
RHCG,RHCG,0.91562665
KLK3,KLK3,0.9155753
NUBPL,NUBPL,0.9155738
USP8,USP8,0.91554683
CEP192,ANKRD26,0.91552526
ZNF35,ZNF35,0.9153674
SLC2A9,SVOP,0.9153089
ANKMY2,ANKMY2,0.9152345
MLEC,MLEC,0.9152159
LRRIQ3,LRRIQ3,0.9151704
BLOC1S2,BLOC1S2,0.91506267
BRINP2,BRINP2,0.9150188
ADH5,ADH5,0.91495574
NQO2,NQO2,0.91491675
TAC3,TAC3,0.914854
LRRC8C,LRRC8C,0.9147985
TBC1D25,TBC1D25,0.9146684
C1orf105,C1H1orf105,0.9146582
VPS35,VPS35,0.91463256
CDKAL1,CDKAL1,0.914496
PIM3,PIM3,0.91433656
MLN,MLN,0.9142852
SPATA18,SPATA18,0.91425884
TMEM14C,TMEM14B,0.9142582
ELK1,ELK1,0.914237
HMX3,HMX3,0.91417646
CCNB3,CCNB3,0.91415536
COG6,COG6,0.91395813
SNX29,SNX29,0.9139545
ISYNA1,ISYNA1,0.9137579
FAM91A1,FAM91A1,0.91367924
SSR2,SSR2,0.9136731
PLCXD3,C6,0.91364366
UGGT2,UGGT2,0.9136421
HES2,HES2,0.91363627
ASH1L,ASH1L,0.91363543
LRFN2,LRFN2,0.9135317
ERI1,ERI1,0.9134905
IGFL4,IGFL4,0.9134791
CDK13,CDK13,0.9134681
TBC1D13,TBC1D13,0.9134426
SENP2,SENP2,0.9134038
ZNF714,NREP,0.9133539
HDAC11,HDAC11,0.9133504
REXO2,REXO2,0.9132667
NCK2,NCK2,0.91296065
AMER3,AMER1,0.9129454
ACRBP,ACRBP,0.91283184
CABP4,CABP4,0.91283107
PPM1N,PPM1N,0.9126735
SPTBN4,SPTBN5,0.91266376
TG,TG,0.91262895
RRM2B,RRM2B,0.9125917
DCN,DCN,0.9125392
LRR1,LRR1,0.91251004
HERC6,HERC6,0.9124022
TRBV12-5,TRBV12-5,0.91229934
NT5M,NT5M,0.9122721
PFAS,PFAS,0.9122637
RNF220,RNF220,0.91218126
RPS20,RPS20,0.91210383
TAL1,BHLHE22,0.9120706
PRKAA2,PRKAA2,0.9119984
HMGN2,HMGN4,0.9119217
CD320,CD320,0.9119024
PYCR2,PYCR2,0.9118642
PTGER1,PTGER1,0.911851
INPP4B,INPP4B,0.911776
PEG3,PEG3,0.9117548
CARTPT,CARTPT,0.9117444
GORASP2,GORASP2,0.9116127
RNF216,RNF216,0.91160303
ACAD10,ACAD10,0.9115981
C11orf24,C14H11orf24,0.9115745
EBF2,EBF2,0.91150594
CRIPT,CRIPT,0.91146094
COMP,COMP,0.9114323
G3BP1,G3BP1,0.91133446
ACP7,ACP7,0.91123396
SOGA1,MTCL2,0.9112199
MRPL13,MRPL13,0.9110346
PYDC2,PYDC2,0.911022
HAUS2,HAUS2,0.91101
SYS1,SYS1,0.91099566
RASGRP2,RASGRP2,0.9109758
TTL,POLR1B,0.9108252
MAP3K13,MAP3K13,0.91080606
KCTD18,KCTD18,0.91060925
PLP2,CMTM3,0.910581
SPMAP2,SPMAP2,0.9105307
TECTA,VWF,0.91043997
MED1,MED1,0.91037154
DYNLT2B,DYNLT2B,0.910324
GNMT,GNMT,0.9103041
ACOXL,ADSL,0.91028863
ST3GAL6,ST3GAL6,0.9101218
BAD,BAD,0.910072
ZNF772,ZNF286A,0.91005695
TSPAN17,TSPAN17,0.90996397
CZIB,CZIB,0.90994924
METTL5,METTL5,0.9099148
DDX41,DDX41,0.9098927
ZW10,ZW10,0.90987825
EHD2,EHD2,0.90973604
MAOA,MAOA,0.90966487
LARGE2,LARGE2,0.9096629
TRAF4,TRAF4,0.90960306
HCK,BLK,0.90959245
HOMER2,HOMER2,0.90949094
PLA2G4C,PLA2G4C,0.90943825
EMILIN1,EMILIN1,0.909292
SPANXN5,SPANXN,0.9092357
GRXCR2,GRXCR2,0.90910417
TNFRSF4,TNFRSF4,0.90905964
GCG,GCG,0.90902734
CAPS2,CAPS2,0.90894276
COG4,COG4,0.9089391
CTDSP1,SLC11A1,0.9089185
TRBV7-3,TRBV7-9,0.90876025
TUBB8,TUBB4A,0.9087566
SMIM10L1,MLLT11,0.9087368
TLE1,TLE1,0.90870565
SEMG2,SEMG2,0.9086692
SYNGR4,SYNGR4,0.9086378
SLC28A1,SLC28A1,0.90818304
PMM1,PMM1,0.90808827
WDR81,WDR81,0.9080732
HPS5,HPS5,0.9079479
CDNF,CDNF,0.90793544
ANKRD65,ANKRD65,0.9079101
INSIG1,INSIG1,0.907873
RPS3,RPS3,0.907714
OLFM1,OLFM1,0.90770686
C4orf19,C5H4orf19,0.9076456
C6orf132,C4H6orf132,0.90756667
TRMT11,TRMT11,0.90749615
SCGB1D2,SCGB1D2,0.907269
SMIM5,SMIM5,0.90718836
CYFIP1,CYFIP1,0.90710306
WDR3,WDR3,0.90704167
CHST9,CHST9,0.9069385
MRI1,MRI1,0.90675175
MRPL33,PMAIP1,0.90673083
STX10,STX10,0.906586
PIP4K2C,PIP4K2C,0.9065277
ADAM32,ADAM1,0.90648794
RIN1,R3HDM4,0.9064618
ZNF326,ZNF326,0.9061467
GADD45A,GADD45A,0.9061278
NNAT,TMEM155,0.90610343
PFDN5,PFDN5,0.90604585
LY75,MRC1,0.90592265
CDK6,CDK6,0.9058397
HSD17B4,HSD17B4,0.9057965
GLRB,GLRB,0.9057941
GSTM3,GSTM3,0.905737
RNF217,RNF217,0.90569323
TSPAN7,PRRG1,0.9056513
ZNF451,ZNF451,0.9055651
PLPP7,PLPP7,0.90552026
HINT1,HINT1,0.90538937
UBE2QL1,UBE2S,0.9052852
CCDC12,CCDC12,0.9050894
PFDN1,PFDN1,0.9050604
TMEM129,TMEM129,0.9048838
TLDC2,TLDC2,0.90486705
FSTL3,FSTL3,0.90467024
HEPN1,CMC4,0.9046511
REEP6,REEP6,0.90464216
GHRL,GHRL,0.90456283
SNIP1,SNIP1,0.90454024
TMEM254,TMEM254,0.904326
LRPAP1,LRPAP1,0.90425235
COPRS,COPRS,0.9039753
VKORC1,VKORC1L1,0.903913
MPP1,MPP1,0.90382
KCNQ2,KCNQ2,0.90364337
SHROOM2,SHROOM2,0.90355897
NFATC2IP,NFATC2IP,0.90353763
SLC35B2,SLC35B2,0.90353256
PCLO,PCLO,0.9034681
TMEM213,TMEM213,0.903451
EBAG9,EBAG9,0.90340257
ALOX5,ALOX5,0.9033638
C6orf62,ARPC3,0.9033485
SIX1,PBX1,0.9033104
SLC43A3,SLC43A3,0.9032466
ADRM1,OSBPL2,0.9031869
SCN4B,SCN4B,0.90317553
CSRP1,CSRP3,0.90316
DNAH3,DNAH3,0.9031391
EEF1E1,BLOC1S5,0.9031233
CDK10,CDK10,0.9030784
B3GALNT2,B3GALNT2,0.9030125
FAS,TNFRSF10B,0.9029689
ILVBL,ILVBL,0.90290385
GHRHR,SUMF2,0.90287566
TNFRSF11A,TNFRSF11A,0.90280616
COQ4,COQ4,0.90264565
COA7,COA7,0.9026434
PFKL,PFKL,0.9026372
ZC3H13,ZC3H13,0.90249485
TBL2,TBL2,0.90240866
TOM1,TOM1,0.9022338
ITPA,ITPA,0.902051
CDK7,CDK7,0.9020501
APPBP2,APPBP2,0.9019596
PAPSS2,PAPSS2,0.9017769
TCP11,TCP11,0.90176886
POLR1D,POLR1D,0.9017438
SNX21,SNX21,0.9016449
HEXA,HEXA,0.90131205
OTUD7A,OTUD7A,0.90129894
ADIRF,ADIRF,0.9012901
C1RL,MAP6D1,0.9012769
ZDHHC11B,ZDHHC1,0.9012331
SIRT5,SIRT5,0.9012289
COL23A1,COL23A1,0.9011242
TAFA3,TAFA3,0.900949
GIPC3,GIPC3,0.90087146
LAMA1,HSPG2,0.900718
PTCH2,SCAP,0.90067554
MRGPRE,MRGPRG,0.90047646
RIPK3,ADCY4,0.9002699
BLTP2,KIAA0100,0.90024006
NABP1,NABP1,0.90023494
MAP3K14,ARHGEF4,0.89999
TMEM126B,TMEM126B,0.89989525
SLC2A1,SLC2A1,0.89963037
SYTL4,TSPAN6,0.8995713
ZRSR2,ZRSR2,0.89919645
RAD18,RAD18,0.89917535
SORL1,SORL1,0.89897174
HNRNPDL,HNRNPDL,0.89884686
COX5B,COX5B,0.89879596
KCNMB2,KCNMB2,0.89877844
NOVA2,NOVA2,0.8986317
TMEM223,TMEM223,0.898469
IL3RA,IL2RG,0.8983367
IL4R,IL4R,0.89828306
COX6B2,COX6B2,0.89823395
TBC1D10A,TBC1D10A,0.89819163
INPP5K,INPP5K,0.8980977
RDH11,RDH11,0.8979759
TYMP,NAPRT,0.8977188
NAF1,NAF1,0.89759606
SPACA3,SPACA3,0.8975945
LAIR2,LAIR1,0.8975874
FAR2,FAR2,0.8975073
GPSM3,MPDU1,0.8974621
ACAD9,ACAD9,0.8972258
PDE8A,AGGF1,0.89699006
NELFA,NELFA,0.8967895
LAMA4,LAMA4,0.89673674
SLC41A1,SLC41A1,0.89672387
KRTAP13-1,KRTAP15-1,0.89654505
TLCD5,TLCD5,0.896483
UBE2D4,UBE2D1,0.89629346
FBP1,FBP1,0.89623433
RARRES1,RARRES1,0.89623004
SIX4,SIX4,0.8961539
POLL,POLL,0.89614767
TTC38,TTC38,0.89614296
TRBV11-3,TRBV7-3,0.8959834
MPPED1,MPPED1,0.89597315
PIGB,ZFAND1,0.8959068
KRTAP26-1,KRTAP11-1,0.8958616
KIAA0930,KIAA0930,0.89573145
NDUFB11,NDUFB11,0.8956895
DIPK2B,DIPK2B,0.8956273
CRYZ,CRYZ,0.89547855
ZZZ3,ZZZ3,0.89546436
TACSTD2,OMA1,0.8953881
IQSEC2,IQSEC2,0.8953695
PRKN,PRKN,0.8953631
TAF1B,TAF1B,0.895154
UBE3D,UBE3D,0.895128
PSMC6,PSMC5,0.8951271
CFAP65,CFAP65,0.8951102
UBXN7,UBXN7,0.89498365
ZFR2,C6H16orf92,0.89497036
ATP5IF1,ATP5IF1,0.8949015
TOMT,LRTOMT,0.8948947
TTC39C,TTC39C,0.89488375
UBE2Q2,UBE2Q2,0.89482844
TFPT,TFPT,0.8947984
PKM,PARP6,0.89464253
TMED1,TMED1,0.8946322
RNF151,RNF151,0.89462113
SRSF2,SRSF2,0.89460075
NCOR1,NCOR1,0.89433783
ZNF333,ANKRD2,0.89431125
KLK6,KLK6,0.8943033
DLST,DLST,0.8942773
CAAP1,CAAP1,0.8941879
TUBA8,PEX26,0.8940107
GTF3C4,GTF3C4,0.8937419
C1QTNF8,C1QTNF8,0.8937378
