human gene name,chimpanzees gene name,correlation
CRP,CRP,0.95245606
SPIRE1,SPIRE1,0.9524249
KLHL2,KLHL2,0.9524247
SYCE1,SYCE1,0.95241183
PDIA4,PDIA4,0.95240414
FBXO27,FBXO27,0.95240086
RC3H2,RC3H2,0.9523984
CPSF4,CPSF4,0.95239234
MYOCD,MYOCD,0.9523894
ETHE1,ETHE1,0.9523829
CEP135,CEP135,0.9523689
P3H4,P3H4,0.9523581
ANGPTL5,ANGPTL5,0.95233244
CBARP,CBARP,0.95230997
SORCS3,SORCS3,0.95230633
RPGRIP1,RPGRIP1,0.95227987
GRIPAP1,GRIPAP1,0.9522509
SSRP1,SSRP1,0.9522422
D2HGDH,D2HGDH,0.95223737
THEM5,THEM5,0.9522352
TRIP12,TRIP12,0.9522349
UROD,UROD,0.9522207
YEATS2,YEATS2,0.9522107
NUP37,NUP37,0.9522051
HMGCR,HMGCR,0.952203
DDX18,DDX18,0.9521707
PLK4,PLK4,0.95216334
ADGRE5,ADGRE5,0.95215917
RCOR3,RCOR3,0.95215243
OCIAD2,OCIAD2,0.95214176
MKS1,MKS1,0.9521317
LMOD2,LMOD2,0.9521269
NCALD,NCALD,0.9521264
NUP214,NUP214,0.952124
PLAA,PLAA,0.9521192
KIAA0232,KIAA0232,0.95211464
UBE2F,UBE2F,0.95210594
MED4,MED4,0.95210487
RNASEH2B,RNASEH2B,0.95209974
NIN,NIN,0.9520937
BMPR1A,BMPR1A,0.9520866
SUCLA2,SUCLA2,0.9520767
APPL1,APPL1,0.952068
MON2,MON2,0.952067
EFHD2,EFHD2,0.9520605
HSD17B14,HSD17B14,0.9520527
ASPA,ASPA,0.95199937
IL18R1,IL18R1,0.95199907
FPR2,FPR1,0.9519953
LYRM1,LYRM1,0.95198816
PNPLA8,PNPLA8,0.9519666
SLC25A22,SLC25A22,0.95196533
TECRL,TECRL,0.9519645
MTFR2,MTFR2,0.95196414
LAYN,LAYN,0.9519556
TSBP1,TSBP1,0.9519473
MTFR1,MTFR1,0.9519447
MTRF1L,MTRF1L,0.9519332
CLPB,CLPB,0.9519326
LENG8,LENG8,0.9518885
RXRB,RXRB,0.9518824
GOT1L1,GOT1L1,0.9518509
SLC29A1,SLC29A1,0.9518466
MED14,MED14,0.95182914
GALNT11,GALNT11,0.9518013
ABCC10,ABCC10,0.95178485
STK4,STK4,0.95177495
RFC4,RFC4,0.9517736
CKLF-CMTM1,CMTM1,0.95177037
AFG1L,AFG1L,0.9517435
PLXNB2,PLXNB2,0.9517387
AKAP17A,AKAP17A,0.9517136
MTERF3,MTERF3,0.95170194
TBC1D7,TBC1D7,0.95166993
DNAAF1,DNAAF1,0.9516283
INTS3,INTS3,0.951618
CCDC121,CCDC121,0.95160013
NETO2,NETO2,0.9515561
LTB,LTB,0.95153934
UBE2G2,UBE2G2,0.95151997
TJP3,TJP3,0.9515166
CFAP77,CFAP77,0.95151377
TOM1L1,TOM1L1,0.9514941
STK10,STK10,0.9514892
SYP,SYP,0.9514614
ASCC1,ASCC1,0.9514553
ITGB1BP1,ITGB1BP1,0.95145226
PBRM1,PBRM1,0.9514521
SMAD7,SMAD7,0.95144254
TTC7A,TTC7A,0.9514142
FSHR,FSHR,0.9514005
COX7B2,COX7B2,0.9514003
MARK3,MARK3,0.95139587
SGF29,SGF29,0.95139134
LEMD2,LEMD2,0.9513721
PTPN4,PTPN4,0.9513716
HS1BP3,HS1BP3,0.9513487
ERI1,ERI1,0.9513444
PKM,PKM,0.9513195
SART1,SART1,0.9513192
RAP1GDS1,RAP1GDS1,0.95131624
NDUFA13,NDUFA13,0.9513161
PAIP1,PAIP1,0.95128906
FBXO9,FBXO9,0.9512513
VPS41,VPS41,0.9512225
CDH5,CDH5,0.9511942
ROCK1,ROCK2,0.95117754
MEPCE,MEPCE,0.95115346
DAAM1,DAAM1,0.9511512
OGFOD2,OGFOD2,0.9511394
CUTA,CUTA,0.9511391
TMEM253,TMEM253,0.9511176
EIF4E1B,EIF4E1B,0.9511163
HP1BP3,HP1BP3,0.951116
DAPK3,DAPK2,0.9510984
FAAP20,FAAP20,0.95109594
METTL27,METTL27,0.951095
HR,HR,0.9510936
STAT2,STAT2,0.9510601
UNC13D,UNC13D,0.95105386
FBXO4,FBXO4,0.95105314
NSFL1C,NSFL1C,0.9510422
TMEM130,TMEM130,0.95103854
HCN1,HCN1,0.95103425
EXTL3,EXTL3,0.95099
CTSZ,CTSZ,0.9509796
SDK1,SDK1,0.9509726
SERGEF,SERGEF,0.9509716
NEURL2,NEURL2,0.9509628
MSX2,MSX2,0.95096034
SCPEP1,SCPEP1,0.95093846
WNK4,WNK4,0.9509252
TTN,TTN,0.9509251
LARP7,LARP7,0.95092154
IRAK4,IRAK4,0.9509112
CREB3L1,CREB3L1,0.95088714
RMDN3,RMDN3,0.9508703
ATP5MG,ATP5MG,0.950868
OTUD7A,OTUD7A,0.950865
POU6F1,POU6F1,0.9508639
CSF1,CSF1,0.95084155
TRIM17,TRIM17,0.9508277
RNF138,RNF138,0.9508142
SYN1,SYN1,0.95081407
LYPD6,LYPD6,0.9508041
UIMC1,UIMC1,0.95080096
EAF1,EAF1,0.95073867
NARS1,NARS1,0.95072484
DCAF17,DCAF17,0.9507113
DNAJC5B,DNAJC5B,0.9506983
TYW1B,TYW1B,0.9506868
CERS5,CERS5,0.9506544
ANXA5,ANXA5,0.9506418
RABL3,RABL3,0.9506415
SGCA,SGCA,0.95058566
RHBDD2,RHBDD2,0.9505846
C1QTNF9B,C1QTNF9B,0.9505712
LRRC43,LRRC43,0.9505703
RBM22,RBM22,0.95056623
CDC25C,CDC25C,0.9505654
TFAP4,TFAP4,0.95055324
NMD3,NMD3,0.95054644
BRCA2,BRCA2,0.95054555
GTF2A1,GTF2A1,0.9505453
MYO18B,MYO18B,0.95053935
LBHD1,LBHD1,0.95053834
GPR37L1,GPR37L1,0.9505194
A2ML1,A2ML1,0.95051515
ADAT1,ADAT1,0.95050234
IFNGR1,IFNGR1,0.95050156
EPC2,EPC2,0.95049983
PCBP4,PCBP4,0.9504682
P2RX4,P2RX4,0.9504573
CXCL17,CXCL17,0.95045006
NT5M,NT5M,0.95045006
SLC12A8,SLC12A8,0.9504441
ZNF530,ZNF530,0.95043457
FAM98B,FAM98B,0.95040226
MARCHF9,MARCHF9,0.95039624
TXNRD1,TXNRD1,0.95038164
VWDE,VWDE,0.9503784
OR8S1,OR8S1,0.9503706
PANX2,PANX2,0.9503658
RAB30,RAB30,0.9503346
C17orf67,C17H17orf67,0.9503322
PKNOX1,PKNOX1,0.95033073
SELE,SELE,0.9503264
TTLL2,TTLL2,0.95032316
ANXA8L1,ANXA4,0.95027655
BABAM1,BABAM1,0.95027137
ABCE1,ABCE1,0.9502656
COL6A3,COL6A3,0.9502235
RECQL5,RECQL5,0.95021546
ZNF239,ZNF892,0.95021033
RPS27A,RPS27A,0.9502064
SLC9C1,SLC9C1,0.95018315
ZBBX,ZBBX,0.9501763
PEG3,PEG3,0.9501306
PAK2,PAK1,0.9501213
SEPTIN7,SEPTIN7,0.9501165
ACSS3,ACSS3,0.9501153
EMP3,EMP3,0.9501116
IDS,IDS,0.95007133
LCN9,LCN9,0.9500461
TSHZ2,TSHZ2,0.95004493
PRRT1,PRRT1,0.95004207
ALK,ALK,0.9500391
TRMT11,TRMT11,0.9500363
TNS1,TNS1,0.9500024
ACVRL1,ACVRL1,0.9499916
RTCA,RTCA,0.94997704
MTG2,MTG2,0.94996125
SMCHD1,SMCHD1,0.9499584
TMEM196,TMEM196,0.94994843
MYOZ3,MYOZ3,0.9499308
CAPZB,CAPZB,0.94992083
N4BP1,N4BP1,0.94990844
NCKAP5,NCKAP5,0.94990486
ADGRA3,ADGRA3,0.94990176
SRRM3,SRRM3,0.9499012
MARCHF8,MARCHF8,0.9498899
KIAA1191,KIAA1191,0.9498809
EIF2B4,EIF2B4,0.94987947
TOM1,TOM1,0.9498793
SOCS2,SOCS2,0.9498722
LRTOMT,LRTOMT,0.9498345
USP12,USP12,0.94982576
KANK3,KANK3,0.9497948
ZNF219,ZNF219,0.94979066
TDRD12,TDRD12,0.94978106
TTYH2,TTYH2,0.9497785
RGL3,RGL3,0.9497737
YKT6,YKT6,0.94973725
CBX3,CBX3,0.9497297
ENGASE,ENGASE,0.9497095
ERBB3,ERBB3,0.94970214
NEMP1,NEMP1,0.9497015
BEST2,BEST2,0.94969326
PPP4R1,PPP4R1,0.949686
WDR81,WDR81,0.9496752
ACAA2,ACAA2,0.9496632
ZSCAN18,ZSCAN18,0.9496579
MDFI,MDFI,0.94965464
BTBD3,BTBD3,0.94962436
THUMPD2,THUMPD2,0.94962186
RGS12,RGS12,0.94961935
SH3GLB2,SH3GLB2,0.9496103
UBE2J1,UBE2J1,0.94956005
GATA2,GATA2,0.94955677
EXD1,EXD1,0.9495368
MCOLN1,MCOLN1,0.94951844
CD79A,CD79A,0.9495138
SLC39A3,SLC39A3,0.9494978
SPACA7,SPACA7,0.9494895
PLEKHA3,PLEKHA3,0.94947416
TTC37,SKIC3,0.9494649
SARS2,SARS2,0.94945055
CARS2,CARS2,0.9494345
FOXN4,FOXN4,0.94943243
EIF4ENIF1,EIF4ENIF1,0.94940966
EXOG,EXOG,0.9494063
DHPS,DHPS,0.9494025
RAD51D,RAD51D,0.94939995
SNRNP27,SNRNP27,0.949389
PDXP,PDXP,0.9493842
CRABP1,CRABP1,0.9493571
WDR41,WDR41,0.94933873
EXOSC4,EXOSC4,0.94931906
NTM,NTM,0.9493052
DOK7,DOK7,0.94929487
ARHGAP26,ARHGAP26,0.9492844
BAD,BAD,0.9492843
SKP2,SKP2,0.9492773
TXK,TXK,0.94927686
RPL11,RPL11,0.9492739
C11orf53,POU2AF2,0.9492611
TSC1,TSC1,0.9492539
CARD11,CARD11,0.9492427
SEPTIN2,SEPTIN2,0.94923717
SPAG9,SPAG9,0.9492314
CALR3,CALR3,0.94922554
RBM5,RBM5,0.94921297
PTH2R,PTH2R,0.9492111
RAB2B,RAB2A,0.9492081
BARX1,BARX1,0.9491945
EPSTI1,EPSTI1,0.94917285
SLC45A2,SLC45A2,0.94917005
NRCAM,NRCAM,0.94915587
SLC35F5,SLC35F5,0.94913733
MYBBP1A,MYBBP1A,0.94911736
SYNPO2L,SYNPO2L,0.9491119
MMGT1,MMGT1,0.9491019
AFF4,AFF4,0.94910115
ALDH1B1,ALDH1B1,0.9490801
RNF212,RNF212,0.9490654
HELZ,HELZ,0.94902444
LHCGR,LHCGR,0.9490178
CELF1,CELF1,0.94901687
LTBP4,LTBP4,0.94900453
ALPK3,ALPK3,0.9490019
PPT1,PPT1,0.94897985
SLCO1C1,SLCO1C1,0.94896615
NDUFB5,NDUFB5,0.9489557
SORCS2,SORCS2,0.9489475
NRIP3,NRIP3,0.94892514
DOK3,DOK3,0.9489111
NCKIPSD,NCKIPSD,0.94889766
NSF,NSF,0.9488917
TMEM9B,TMEM9B,0.9488839
SPATA3,SPATA3,0.94888276
RNF4,RNF4,0.94888043
MNDA,MNDA,0.9488713
DIS3L2,DIS3L2,0.9488608
UNC50,UNC50,0.94885164
ZNF564,ZNF564,0.94879836
PZP,PZP,0.9487963
RUNX1,RUNX1,0.94875246
DARS2,DARS2,0.9487476
SCAMP1,SCAMP1,0.9487362
RNASEH2A,RNASEH2A,0.94873184
ZFR,ZFR,0.9487293
TRAIP,TRAIP,0.9487274
TALDO1,TALDO1,0.9487265
GAB3,GAB3,0.9487193
KLHL26,KLHL26,0.9487184
ITGA3,ITGA3,0.94868904
FSIP2,FSIP2,0.9486684
TBX18,TBX18,0.9486425
NUP35,NUP35,0.94863635
FAM98C,FAM98C,0.948626
LGALS14,LGALS16,0.94861495
GPX3,GPX3,0.94860446
ITFG1,ITFG1,0.9485968
RNF40,RNF40,0.9485962
ATP6V0A1,ATP6V0A1,0.948596
JMJD8,JMJD8,0.94857246
DDX60L,DDX60L,0.9485665
SEC22C,SEC22C,0.9485609
PRKCD,PRKCD,0.9485588
HLA-DOA,HLA-DOA,0.948553
GPANK1,GPANK1,0.94854075
SBF2,SBF2,0.9485138
DAOA,DAOA,0.9485068
LRP1B,LRP1B,0.9484602
FOXA3,FOXA3,0.948458
CENPU,CENPU,0.94845045
GPC6,GPC6,0.9484488
MYO9A,MYO9A,0.948444
RNF10,RNF10,0.94844043
PSMA8,PSMA8,0.9484372
MTSS2,MTSS2,0.94843394
LBR,LBR,0.9484307
AAGAB,AAGAB,0.948409
FAM102A,EEIG1,0.9484071
PDILT,PDILT,0.94839334
NAGPA,NAGPA,0.94838536
CMTR1,CMTR1,0.9483398
TAF10,TAF10,0.948339
TSNARE1,TSNARE1,0.9483388
GRM8,GRM8,0.94832766
ADAM23,ADAM23,0.9483254
POLK,POLK,0.94832134
GFUS,GFUS,0.94829977
LONP1,LONP1,0.9482695
IL12RB1,IL12RB1,0.9482671
ENTPD8,ENTPD8,0.94826233
ADCK1,ADCK1,0.9482493
ZNF614,ZNF614,0.948248
ZEB2,ZEB2,0.94824195
DHX9,DHX9,0.9482311
PLA2G12A,PLA2G12A,0.94822216
ODAD2,ODAD2,0.9482166
TBC1D31,TBC1D31,0.9482095
PNPO,PNPO,0.94820154
PA2G4,PA2G4,0.9481771
ADAMTS9,ADAMTS9,0.94816846
NGDN,NGDN,0.94816643
HTATSF1,HTATSF1,0.94816244
KLHL21,KLHL21,0.9481376
LHX9,LHX9,0.94812936
PTK2B,PTK2B,0.94810265
TMCO1,TMCO1,0.948078
CARM1,CARM1,0.9480774
DCP1A,DCP1A,0.9480548
GOLT1B,GOLT1B,0.9480476
IGFBP3,IGFBP3,0.94804627
C20orf203,LINC03042,0.94801646
LRPAP1,LRPAP1,0.94801533
SF3B4,SF3B4,0.94801205
MTERF1,MTERF1,0.94799984
BMP2K,BMP2K,0.9479998
CCDC197,CCDC197,0.94797987
FNDC11,FNDC11,0.94797707
FARP2,FARP2,0.94797283
COPS7B,COPS7B,0.94790643
GINS4,GINS4,0.9479035
EFHC1,EFHC1,0.9478947
SOX5,SOX5,0.9478876
RNPC3,RNPC3,0.9478724
EHHADH,EHHADH,0.94785523
PALLD,PALLD,0.9478523
KIAA1614,KIAA1614,0.9478377
MCPH1,MCPH1,0.9478359
PBX1,PBX1,0.9478255
TAF1,TAF1,0.9477978
ZNF471,ZNF470,0.94778496
PDS5B,PDS5B,0.94777787
NBAS,NBAS,0.9477617
QARS1,QARS1,0.9477589
XRN1,XRN1,0.9477435
LASP1,LASP1,0.9477254
TBC1D8B,TBC1D8B,0.9476747
MSTO1,MSTO1,0.9476665
PIP4P1,PIP4P1,0.94765985
SNRPB,SNRPB,0.9476508
ATP2C2,ATP2C2,0.94764173
RFX1,RFX1,0.9476412
ZNF57,ZNF606,0.94763124
MLC1,MLC1,0.9476201
CIB3,CIB3,0.9476174
TSC22D2,TSC22D2,0.94761205
RNF182,RNF182,0.9475962
TRIT1,TRIT1,0.9475896
FAAP24,FAAP24,0.9475841
CCT5,CCT5,0.94757795
UBA1,UBA1,0.9475748
TOP1,TOP1,0.947566
CLDN6,CLDN6,0.94755787
MRPL2,MRPL2,0.94755316
LRIG3,LRIG3,0.9475259
RAD23B,RAD23B,0.9475231
SNORC,SNORC,0.94751734
TLE5,TLE5,0.9475158
PFN1,PFN1,0.9475048
STRN4,STRN4,0.9475029
PFN2,PFN2,0.94750255
ARHGAP40,ARHGAP40,0.9474674
LCLAT1,LCLAT1,0.94743556
TP53TG3,FAM229A,0.9474344
PARP11,PARP11,0.94739443
PARP14,PARP14,0.9473855
AGA,AGA,0.9473775
USP42,USP42,0.94732744
MYL5,MYL5,0.9473134
ZC3H12A,ZC3H12A,0.94730556
E4F1,E4F1,0.9472961
PHKG2,PHKG2,0.94728565
RANBP17,RANBP17,0.9472794
FOLH1,FOLH1,0.94727826
IFTAP,IFTAP,0.9472545
EIF4H,EIF4H,0.947238
MPZL3,MPZL3,0.9472353
IFI27,IFI27,0.947215
ST20-MTHFS,MTHFS,0.94719726
CLTB,CLTB,0.9471924
CD22,CD22,0.94718075
OLAH,OLAH,0.9471502
CLN5,CLN5,0.9471396
C1orf185,C1H1orf185,0.9471282
MST1,MST1,0.94712746
SPOPL,SPOPL,0.9471233
DCAKD,DCAKD,0.9471153
KLHDC4,KLHDC4,0.94710934
PLOD1,PLOD1,0.94710237
HLX,HLX,0.94709575
PIGA,PIGA,0.9470549
ANKUB1,ANKUB1,0.9470508
FOXP3,FOXP3,0.9470464
P3H2,P3H2,0.9470158
FKBP10,FKBP10,0.9469906
TNIP3,TNIP3,0.9469886
METTL8,METTL8,0.9469875
CHPT1,CHPT1,0.9469842
CLU,CLU,0.9469764
SLC24A5,SLC24A5,0.9469737
MGAT4B,MGAT4B,0.9469735
GRP,GRP,0.94695807
OAS3,OAS3,0.9469433
GMPR2,GMPR2,0.9469376
TRAV20,TRAV20,0.9469095
CHRNA5,CHRNA5,0.946898
NME4,DECR2,0.9468928
ZNF683,ZNF683,0.94688237
CNN1,CNN1,0.946881
MME,MME,0.94683933
ANKRD6,ANKRD6,0.9468345
HSF1,HSF1,0.9468317
RBPJL,RBPJL,0.94682515
CLNS1A,CLNS1A,0.9468048
SLC35A3,MFSD14A,0.9467966
PGAM5,PGAM5,0.9467811
DHCR7,DHCR7,0.9467727
HACD1,HACD1,0.94674987
TMEM59L,TMEM59L,0.94674397
CCDC88C,CCDC88C,0.9467344
CCDC157,CCDC157,0.9467307
NUP155,NUP155,0.94672865
EMD,EMD,0.9467267
GAB4,GAB4,0.9467216
RIPOR1,RIPOR1,0.94671726
SPATA33,SPATA33,0.9466874
TEX45,SAXO5,0.94668484
CRX,CRX,0.9466808
ZFPL1,ZFPL1,0.94666153
ALAS2,ALAS2,0.94664204
ANGPT1,ANGPT1,0.946641
CHRAC1,CHRAC1,0.9466352
HS3ST2,HS3ST2,0.9466018
CRTAM,CRTAM,0.9465869
NIPSNAP2,NIPSNAP2,0.9465631
BNC2,BNC2,0.9465603
DDX41,DDX41,0.9465583
CA5B,CA5B,0.94653267
CTRL,CTRL,0.9465323
MPPE1,MPPE1,0.946531
ETV5,ETV5,0.9465271
INTS2,INTS2,0.9465039
CCER2,CCER2,0.9464916
MYPN,MYPN,0.9464865
ZFP36,ZFP36,0.946485
PRRC2C,PRRC2C,0.946483
FAT3,FAT3,0.9464703
SLC35B1,SLC35B1,0.9464559
RIMKLA,RIMKLA,0.94644237
CHD9,CHD9,0.94644034
FRMPD3,FRMPD3,0.9464017
ARG1,ARG1,0.9463834
AKAP4,AKAP4,0.9463825
AMD1,AMD1,0.9463806
SRSF11,SRSF11,0.9463689
SEMA6D,SEMA6D,0.9463666
GOLGA5,GOLGA5,0.9463536
CCR3,CCR3,0.94632316
TRMT13,TRMT13,0.94631886
INAVA,INAVA,0.94631153
CDHR1,CDHR1,0.9463063
UFM1,UFM1,0.94629925
TMEM134,TMEM134,0.9462874
GPR156,GPR156,0.9462722
TCAF2,TCAF2,0.9462535
TDRD6,TDRD6,0.94625086
FES,FES,0.9462366
ABI3,ABI3,0.9462299
PRRG4,PRRG4,0.94622535
BTBD1,BTBD1,0.94620603
NSMCE1,NSMCE1,0.946188
CRYBG1,CRYBG1,0.9461636
ZNF34,ZNF333,0.9461359
DDR2,DDR2,0.94612914
AMER3,AMER3,0.9461002
CRISPLD2,CRISPLD2,0.9460953
NAA40,NAA40,0.9460927
RPS6KA4,RPS6KA4,0.94607073
FARS2,FARS2,0.94604343
ECM2,ECM2,0.9460363
MCHR1,MCHR1,0.9460359
BTF3,BTF3,0.94600135
LNPK,LNPK,0.9459997
MTM1,MTM1,0.9459941
C15orf40,C15H15orf40,0.9459855
PTPN20,PTPN20,0.9459821
TLE1,TLE1,0.9459669
SBSN,SBSN,0.9459444
ATP8B4,ATP8B4,0.9459317
CERS3,CERS3,0.9459101
TSHZ1,TSHZ1,0.9458887
HMGCLL1,HMGCLL1,0.9458795
SDR39U1,SDR39U1,0.9458732
FAM114A1,FAM114A1,0.945867
COL4A2,COL4A2,0.9458295
OPLAH,OPLAH,0.9458235
CAV1,CAV1,0.945814
IARS1,IARS1,0.9457847
GIPC1,GIPC1,0.9457797
DNAJB4,DNAJB4,0.94577855
SNX11,SNX11,0.945773
ABI2,ABI2,0.9457508
CFAP161,CFAP161,0.9457474
RELT,RELT,0.94573903
CD37,CD37,0.94573474
GET4,GET4,0.94573426
BMPR2,BMPR2,0.9457313
RYR1,RYR1,0.9457162
E2F7,E2F7,0.945708
RASD1,RASD1,0.9457035
ZNF704,ZNF704,0.94567776
TESPA1,TESPA1,0.9456493
EPN1,EPN1,0.9456327
GAS8,GAS8,0.94562596
TRAV17,TRAV17,0.9456198
GSAP,GSAP,0.94559497
LCTL,LCTL,0.9455771
DKC1,DKC1,0.9455738
B4GALT6,B4GALT6,0.9455671
STUB1,STUB1,0.9455426
ZWILCH,ZWILCH,0.9455361
MERTK,MERTK,0.94552904
NXF2,NXF5,0.94550914
DLGAP5,DLGAP5,0.9454381
ANXA7,ANXA7,0.945426
SLC16A6,SLC16A6,0.9453832
PELP1,PELP1,0.9453455
NANOS1,NANOS1,0.9453411
L3MBTL1,L3MBTL1,0.945341
XRCC1,XRCC1,0.9453376
NMNAT3,NMNAT3,0.9453335
TOR3A,TOR3A,0.9453245
OSBPL7,OSBPL7,0.94529945
ZADH2,PTGR3,0.94529665
ACTR1A,ACTR2,0.945271
RPL6,RPL6,0.94525546
LIPT1,LIPT1,0.94525456
PTGER2,PTGER2,0.9452503
SH2B1,SH2B1,0.94524384
ZDHHC5,ZDHHC5,0.9451989
KIN,KIN,0.94519734
SLC26A11,SLC26A11,0.94518477
ZBTB45,ZBTB45,0.9451832
PRYP3,LMO7DN,0.94517016
PSMD4,PSMD4,0.94515365
TOP3A,TOP3A,0.9451325
AP5Z1,AP5Z1,0.9451255
ASPHD1,ASPHD1,0.9451003
TRAV26-2,TRAV26-2,0.9450892
COG8,COG8,0.94507235
SACM1L,SACM1L,0.9450506
GFOD1,GFOD1,0.9450435
WHRN,WHRN,0.94504005
PON2,PON2,0.94500965
FAM98A,FAM98A,0.94500154
OSCP1,OSCP1,0.94499433
EXOC6B,EXOC6B,0.9449909
RGR,RGR,0.94498813
GALNT5,GALNT5,0.94498557
COL22A1,COL22A1,0.9449589
WDR86,WDR86,0.9449453
MRPL52,MRPL52,0.94494337
FBXL12,FBXL12,0.9449344
ZNF574,ZNF574,0.94493175
RPS6KB1,RPS6KB1,0.94488794
C2orf15,C2AH2orf15,0.9448845
PDLIM7,PDLIM7,0.944847
CYP2F1,CYP2F1,0.94484603
GRAMD4,GRAMD4,0.9448311
L3MBTL3,L3MBTL3,0.9448224
TRAM2,TRAM2,0.94482213
TEX261,TEX261,0.94481313
IKZF5,IKZF5,0.9448088
CCDC61,CCDC61,0.94480425
JADE3,JADE3,0.94479585
DTNBP1,DTNBP1,0.94478494
SNRNP40,SNRNP40,0.9447447
PLSCR3,PLSCR3,0.9447441
ZNF136,ZNF569,0.9446958
MLKL,MLKL,0.9446893
AQR,AQR,0.94468486
ITGB4,ITGB4,0.9446772
KCNK2,KCNK2,0.9446402
PHACTR1,PHACTR1,0.9446235
PBK,PBK,0.9446208
POLI,POLI,0.94461
DUOXA1,DUOXA1,0.9445144
PDE4D,PDE4D,0.94451296
VGLL3,VGLL3,0.94449663
KLC4,KLC4,0.9444768
CLCN1,CLCN1,0.9444649
ARRDC1,ARRDC1,0.9444633
GSDMD,GSDMD,0.94446194
ARHGAP17,ARHGAP17,0.94440866
ABHD12,ABHD12,0.9444048
TSPYL2,TSPYL2,0.9443699
ZFAND2B,ZFAND2B,0.944364
NPW,NPW,0.94436044
STK36,STK36,0.94434124
SNX17,SNX17,0.94434065
ROPN1B,ROPN1,0.9443212
MYC,MYC,0.9442787
LAT2,LAT2,0.94424
KBTBD8,KBTBD8,0.94423693
SLC7A1,SLC7A1,0.9442346
MAZ,MAZ,0.94422084
COPS8,COPS8,0.94421333
IKBKB,IKBKB,0.944203
KRT8,KRT8,0.9441785
SRPX2,SRPX2,0.9441513
WDR33,WDR33,0.94412535
ACER3,ACER3,0.9441075
PIH1D1,PIH1D1,0.9440936
EBF4,EBF2,0.94409347
ZFHX4,ZFHX4,0.9440922
BATF,BATF,0.94407654
PSMD5,PSMD5,0.94407254
PTPRJ,PTPRJ,0.9440724
TPR,TPR,0.94407016
SYDE1,SYDE1,0.9440558
XRN2,XRN2,0.94405055
ASB5,ASB5,0.9440378
ZNF783,ZNF783,0.94403774
ARHGAP45,ARHGAP45,0.9440275
DNAH8,DNAH8,0.94402134
NDUFAB1,NDUFAB1,0.94402134
C2orf73,C2AH2orf73,0.9439557
NAB1,NAB1,0.94394666
CD200R1L,CD200R1L,0.94393444
ADAMTS10,ADAMTS10,0.9439235
BCR,ARHGEF3,0.94391924
TMCO3,TMCO3,0.94391525
BANP,BANP,0.94391125
U2AF1L5,U2AF1L4,0.94390815
SH3GL1,SH3GL1,0.9439058
IDH3A,IDH3A,0.9438941
NR2F6,NR2F6,0.94388396
TM2D3,TM2D3,0.94388115
TIGD7,TIGD7,0.9438783
ENTPD4,ENTPD4,0.9438573
PECAM1,PECAM1,0.9438557
KDELR2,KDELR2,0.9438375
IL27RA,IL27RA,0.9438224
TIPIN,TIPIN,0.9438155
IDH2,IDH2,0.9438153
TRIB1,TRIB1,0.9438128
SLC27A1,SLC27A1,0.9438105
BTC,BTC,0.9438051
YARS1,YARS1,0.94380075
BUD13,BUD13,0.94377965
MAGEE1,MAGEE1,0.9437263
PPFIBP2,PPFIBP2,0.9437041
DYNC1LI1,DYNC1LI1,0.9437024
PAM,PAM,0.9437002
ADAM28,ADAM28,0.94369566
ENPEP,ENPEP,0.94368416
CCDC125,CCDC125,0.94367945
YLPM1,YLPM1,0.94367015
HJV,HJV,0.943646
SEPTIN9,SEPTIN9,0.94364107
RBP5,RBP5,0.94363886
RBM6,RBM6,0.94360274
TMEM108,TMEM108,0.9435745
SLC12A9,SLC12A9,0.9435457
CHMP4A,TM9SF1,0.9435363
THAP9,THAP9,0.94353086
DUS2,DUS2,0.94351846
HOMER1,HOMER1,0.9434868
MCRS1,MCRS1,0.9434594
PEX5,PEX5,0.9434575
CPNE1,RBM12,0.94345444
HLCS,HLCS,0.9434523
ATP6V0A2,ATP6V0A2,0.94344604
PEAR1,PEAR1,0.9434406
GNGT2,GNGT2,0.9434212
CSDC2,CSDC2,0.94341844
UBIAD1,UBIAD1,0.94341844
HNRNPU,HNRNPU,0.9434002
PBX3,PBX3,0.94337094
RGS22,RGS22,0.94335717
TXNDC2,TXNDC2,0.94335675
FKBP4,FKBP4,0.9433316
OSBP,OSBP,0.9433305
ZHX2,ZHX2,0.94332564
PRC1,PRC1,0.9433177
SHLD2,SHLD2,0.9432938
FCAMR,FCAMR,0.94327694
C3AR1,C3AR1,0.94326395
PCNX2,PCNX2,0.94323194
PCSK4,PCSK4,0.9431962
ADCY5,ADCY5,0.94319224
NIFK,NIFK,0.943185
ARL16,ARL16,0.94318336
FANCM,FANCM,0.9431467
SLC38A10,SLC38A10,0.9431451
GGN,GGN,0.9430764
PRODH2,PRODH2,0.94306976
NR1H3,NR1H3,0.9430231
CLIP3,CLIP3,0.94302154
MZT2B,MZT2A,0.9430118
IL11,IL11,0.9430116
PCDH17,PCDH17,0.9429785
SUN2,SUN2,0.94296664
LIAS,LIAS,0.9429636
ZNF143,ZNF143,0.9429623
GPX6,GPX6,0.9429441
EVPL,EVPL,0.9429416
FOXN3,FOXN3,0.94291496
MS4A6E,MS4A6E,0.9429145
MYO15B,MYO15B,0.94290596
AGPS,AGPS,0.94290185
UCP2,UCP2,0.94289505
ATG12,ATG12,0.9428923
PCDHB2,C14H14orf178,0.94287884
NGLY1,NGLY1,0.94285816
