zebrafish gene name,frog gene name,correlation
alg2,alg2,0.9223141
zgc:92313,prss27,0.9222851
fgf10b,fgf22,0.9222499
ubn2b,ubn1,0.92224985
ylpm1,ylpm1,0.92223674
rln3a,insl5,0.9222149
tfa,tf,0.9221893
gpa33a,gpa33,0.92217535
tmtc3,tmtc3,0.92215824
fgfbp2b,fgfbp2,0.9221562
znrd2,znrd2,0.9221388
zc3h10,zc3h10,0.92210424
vps9d1,vps9d1,0.9220528
cryabb,hspb6,0.9220417
med28,med28,0.9220255
klhdc7a,KLHDC7A,0.9220146
cmtm8b,cmtm8,0.9219915
wdr6,wdr6,0.9219877
sncga,sncg,0.9219832
lgals3b,lgals3,0.92197496
rhbdd3,rhbdd3,0.92197347
kcnmb3,kcnmb3,0.92197067
crb3a,crb3,0.9219665
lin52,lin52,0.92192584
znf740b,znf740,0.92192096
hmcn1,hmcn1,0.92191267
mcrip2,mcrip2,0.9218675
tmem255a,tmem255b,0.92186445
tgoln2,tgoln2,0.92181325
smpd3,smpd3,0.9217945
tyrobp,tyrobp,0.9217655
MINAR1,minar1,0.92173684
pla2g3,proca1,0.9217344
TMPRSS3,tmprss3,0.92171293
naxd,naxd,0.921695
magoh,magoh,0.92165923
mif4gda,mif4gd,0.92162555
ZNF462,znf462,0.92162305
anxa1d,anxa13,0.92158276
med25,med25,0.92155117
MECOM,mecom,0.92144036
plg,plg,0.92142564
glrx2,glrx2,0.92141604
ddx47,ddx47,0.9213835
rhcgb,rhagl,0.92137253
uacab,uaca,0.9213593
zbtb39,aurka,0.92134833
tmprss4a,tmprss2.15,0.9213313
asgr1a,clec10a,0.921259
alkbh4,alkbh4,0.9212446
fkbp11,fkbp11,0.9212275
tafazzin,tafazzin,0.921197
acot17,baat,0.9211363
znf326,znf326,0.92112833
fas,fas,0.9211076
srfbp1,srfbp1,0.9210891
zmp:0000000936,il18rap,0.9210846
znf365,znf365,0.92104095
zbtb42,mynn,0.92103446
atp6ap1la,atp6ap1l,0.92102426
si:dkey-118k5.3,nlrc3,0.9209953
pla1a,pla1a,0.9209807
sgo2,sgo1,0.92096907
dcbld1,dcbld2,0.92094654
ADAMTSL2,thsd4,0.9209444
atpv0e2,atp6v0e1,0.92088467
dexi,DEXI,0.9208765
kidins220b,kidins220,0.92087644
cccdc110,ccdc160,0.92085046
dchs1a,dchs1,0.92084026
znf652,ZNF652,0.9207703
alkal2b,alkal1,0.920763
SHC3,shc3,0.92073977
zmat5,zmat5,0.9206732
rcn2,rcn2,0.9206437
pdss2,pdss2,0.9206327
ptgfrnb,XB5942349,0.9206297
traf1,traf1,0.9206275
zbtb22a,zbtb9,0.92060083
ube2j2,ube2j2,0.9205996
nudt9,nudt9,0.9205923
lsm7,lsm7,0.9205781
oaz2a,oaz2,0.92050236
ttc9c,ttc9c,0.92049927
si:ch211-160o17.2,inpp1,0.9204813
neff2,prph,0.9204517
apoa4b.1,apoe,0.92045075
RAB19,rab19,0.92043406
alkbh3,alkbh3,0.92042774
si:dkey-103j14.5,asrgl1,0.9204136
mrgbp,mrgbp,0.9203604
zgc:194246,syce3,0.92033607
mfsd3,mfsd3,0.92033297
si:dkey-24p1.1,cd22,0.92032224
pik3r5,pik3r5,0.92029524
atp1b1a,atp4b,0.9202727
KBTBD11,kbtbd11,0.92026305
cyth4a,cyth4,0.92025393
mib2,mib2,0.92024463
psmf1,psmf1,0.9202401
ccdc78,ccdc78,0.920214
MAJIN,majin,0.92020994
im:7136021,XB5727064,0.9201959
asb13a.2,asb11,0.9201732
ARVCF,ctnnd1,0.92014253
exd1,exd1,0.92013496
stxbp4,lnx1,0.92012113
pdzk1,pdzk1,0.92011493
paip1,paip1,0.9200855
tcimb,tcim,0.9200701
gbgt1l3,abo.1,0.9200642
bace2,bace2,0.9200515
si:ch1073-406l10.2,rarres2,0.9200415
stat5b,stat5b,0.92004085
GPR25,gpr25,0.92003644
rhno1,rhno1,0.91999984
arhgef6,arhgef6,0.91999114
lama3,lama3,0.9199413
chd7,chd7,0.9199204
tigarb,tigar,0.919917
PCYOX1L,pcyox1l,0.91990966
ccdc50b,XB5818699,0.9199076
nudt8,nudt8,0.9199064
wdfy1,wdfy1,0.91989446
ppp1r17,ppp1r17,0.91989344
nsun3,nsun3,0.9198832
dnajc2,dnajc2,0.91987425
parn,parn,0.9198628
dcaf11,dcaf11,0.91985995
si:ch211-106h11.1,lrrc8e.2,0.9198575
ddo,ddo,0.9198374
snapc4,snapc4,0.9198057
ankrd67,ankrd65,0.9197605
cog6,cog6,0.9197342
cerk,cerk,0.91972256
cipca,cipc,0.9196948
nanos3,nanos3,0.9196808
ptprb,ptprb,0.9196712
enah,enah,0.91966224
si:ch211-133n4.9,XB5738616,0.9196337
lyz,lyz,0.91959643
acin1b,acin1,0.91959614
ccs,ccs,0.9195544
tas1r1,gprc6a,0.9195322
apcs,XB5856184,0.9193943
mecr,mecr,0.91932225
fgfr1op2,fgfr1op2,0.91930073
prpf38b,prpf38b,0.9192695
her7,hes7.1,0.91924137
serf2b,serf2,0.9192132
egfl6,egfl6,0.9191805
cby1,cby1,0.9191677
arsg,arsg,0.9191665
ttc33,ttc33,0.91913414
TMEM8B,tmem8b,0.9191311
cuzd1.2,cuzd1.2,0.9191197
nat16l,nat16,0.9190937
pyya,tmem101,0.9190738
ccdc146,ccdc146,0.91903794
rps28,rps28,0.91902006
snrnp35,snrnp35,0.9190113
FAM13A,fam13c,0.9189602
si:ch211-186e20.7,serpina10,0.9189392
rmdn1,rmdn1,0.9189257
diabloa,diablo,0.91891944
ADAMTS8,adamts8,0.9188805
malrd1,mamdc4,0.9188552
ghsra,mlnr,0.9188514
evx1,evx1,0.9188268
rhbdd2,rhbdd2,0.9188131
hmx3b,nkx3-2,0.9188081
mpzl1l,mpzl1,0.9188052
crlf3,crlf3,0.9188035
parp16,parp16,0.9187991
org,XB5727280,0.9187728
lpar5a,XB5721641,0.91876256
kcnj1a.1,kcnj15,0.91875577
HOOK3,hook2,0.91875464
ctc1,tmem107,0.9187084
apbb1,apbb2,0.91868967
hdac7b,hdac7,0.9186752
PEBP4,pebp4,0.9186141
mtfmt,mtfmt,0.9186033
cd247l,cd247,0.9185426
snx19a,snx19,0.9185388
RECK,reck,0.9185333
phlda2,phlda2,0.9185324
larp6b,larp6l,0.91853213
phf23b,phf23,0.9185274
atm,tarbp1,0.9185215
sorbs3,sorbs3,0.9185069
ulk4,ulk4,0.9184874
atoh1c,ascl3,0.91846305
usp13,usp13,0.9184412
rgs9bp,XB5863395,0.9183985
MADD,madd,0.91834414
pigx,pigx,0.9183327
zgc:171446,pzp,0.91832274
ctso,ctso,0.9183031
ccdc43,ccdc43,0.91829836
akap17a,akap17a,0.9182875
tspan37,XB5740125,0.91828614
chpfb,chpf2,0.9182586
gtf2a1l,gtf2a1l,0.91824037
rfc1,rfc1,0.91823226
zgc:91999,MGC147475,0.9182313
rif1,nr5a1,0.9182129
ca6,ca6,0.9181888
rp9,rp9,0.918188
mustn1b,mustn1,0.9181648
slc30a9,slc30a9,0.9181226
hapln1a,hapln4,0.9180848
mfsd8l2,XB5954440,0.9180741
CFAP57,cfap57,0.91804606
setx,setx,0.918041
homeza,homez,0.91793936
pfdn4,pfdn4,0.91793334
si:ch73-106k19.2,glyatl2,0.9179301
asl,asl,0.91789633
si:ch211-202h22.9,litafd,0.91787195
dpm3,dpm3,0.91786927
ambn,ambn,0.9178689
arfrp1,arfrp1,0.91782963
tpcn2,nadsyn1,0.9178108
zgc:153044,dusp18,0.91778094
si:dkeyp-82a1.6,tor1aip1,0.91771597
selp,SELE,0.91770124
grhpra,XB5814630,0.91766936
tes,tes,0.91765136
pum1,pum1,0.91764224
cox7b,cox7b,0.9176301
zgc:153521,c9h2orf69,0.9176009
reps1,reps1,0.9175799
nudt19,nudt19,0.91757077
kti12,kti12,0.9174884
lpcat1,lpcat1,0.9174876
tssc4,tssc4,0.9174371
scml2,scml2,0.91740346
krt95,krt15.1,0.9173995
rnf25,rnf25,0.9173948
aqp11,aqp11,0.9173496
TMEM233,tmem233,0.9173239
ptpn5,PTPN5,0.9173034
zbtb48,gzf1,0.9172766
flvcr2a,slc49a3,0.91726446
sf1,sf1,0.917259
avd,avd,0.91725105
tmem11,natd1,0.91721404
elmod1,elmod1,0.9172122
slc44a1a,slc44a3,0.91720444
wbp1,wbp1,0.9171979
gpr17,gpr17,0.91717964
rpl29,rpl29,0.9171542
GPR143,gpr143,0.91710925
cd40lg,cd40lg,0.91709983
smpdl3a,smpdl3a,0.9170208
pus3,pus3,0.91700757
ndufs6,ndufs6,0.91697073
nectin4a,NECTIN4,0.91696846
ajuba,wtip,0.9169514
safb,safb,0.91693753
tac1,tac1,0.91693306
asic1a,scnn1b,0.9169022
cst3,cst3,0.9168489
tmem17,tmem17l,0.9168472
nsd2,nsd2,0.9168227
BEST4,best4,0.9168202
acss1,acss1,0.91680324
gadd45bb,gadd45b,0.91673094
dnd1,dnd1,0.916689
fggy,fggy,0.9166759
bves,bves,0.91664356
prr15lb,prr15,0.9166139
mbpb,mbp,0.91643673
robo4,robo4,0.916434
si:dkey-11p23.7,SIGLEC15,0.9164303
KLHL28,fpgt,0.91639745
stk16,stk16,0.91638905
map1lc3b,map1lc3b,0.9163177
serp1,serp1,0.91630775
idh3a,cbln2,0.9162856
piwil2,piwil2,0.9162566
rufy2,rufy2,0.9162359
arhgap11a,arhgap11a.1,0.9162342
bida,bid,0.916234
prr14,prr14,0.9162022
rbm15b,rbm15b,0.91618544
gpank1,gpank1,0.91616493
TOP1,top1,0.9161374
obi1,obi1,0.9161087
tvp23b,tvp23b,0.9160811
pttg1,XB5905938,0.9160719
mgmt,mgmt,0.91601604
mibp,nmrk1,0.9159944
FBXO21,fbxo21,0.9159865
tmem200b,TMEM200B,0.9159699
serpina7,serpina1,0.9159154
lars2,lars2,0.9158721
sdccag8,sdccag8,0.91584533
apela,apela,0.9158301
slc25a51a,slc25a53,0.9158275
sytl2b,sytl2,0.9158218
si:rp71-1g18.1,znf205,0.9158083
ttf1.2,ttf1,0.9158048
adamts12,adamts12,0.9157991
syne2a,macf1,0.9157811
XPO5,xpo5,0.9157428
mks1,mks1,0.9157388
bcl2l12,bcl2l12,0.9157234
UBE2O,ube2o,0.91571504
dusp8a,dusp16,0.9156782
pheta2,pheta2,0.9156225
vezt,vezt,0.91557646
ptchd1,ptchd1,0.91553146
SLC18A1,slc18a1,0.9155226
bbs10,bbs10,0.9154955
il2rga,il2rg,0.9154921
rps19bp1,rps19bp1,0.91548383
rpp21,rpp21,0.9154048
ubxn2a,ubxn2a,0.91538554
cbr4,cbr4,0.9153827
proca1,pla2g3,0.91536343
lgals9l4,lgals4.2,0.91532093
ptgir,ptgir,0.91525227
WARS1,wars1,0.9152166
epgn,epgn,0.9151507
rergla,rasl11a,0.91514856
ccl38.1,ccl5,0.915139
CEP15,CEP15,0.915126
sycp1,sycp1,0.9150885
fbxo7,fbxo7,0.9150773
ccdc83,CCDC83,0.915061
ogg1,ogg1,0.9149988
cntln,cntln,0.91499645
GSAP,gsap,0.9149709
abi3a,abi3,0.9149575
WDR70,emx2,0.9149551
znf821,znf821,0.9149488
hsp90ab1,hsp90ab1,0.9149129
hm13,hm13,0.9149117
SKIL,skil,0.9149073
zgc:111976,med1l,0.91484517
rps27l,rps27l,0.914842
rela,rela,0.9148352
tektl1,ccdc105,0.9148322
sdr39u1,sdr39u1,0.9148204
zgc:56106,c4h11orf58,0.9147948
neurl1ab,neurl3,0.9147718
rarres3,plaat3,0.9147183
apobec2b,apobec2,0.9146932
rpl12,rpl12,0.9146421
mtmr3,mtmr4,0.9146411
pip4p2,c8orf88,0.91460216
acot19,jmjd7,0.91459996
rem2,rem2,0.9145824
QRFPR,qrfpr,0.9145638
eva1a,eva1a,0.91455567
c1s.2,c1s,0.9145546
dtwd1,dtwd1,0.91455054
timp4.3,timp3,0.9145194
c8g,C8G,0.91449624
ciz1a,ciz1,0.9144891
xiap,xiap,0.9144777
hyal4,hyal4,0.9144622
serinc4,serinc4,0.91446185
coil,coil,0.91444045
ccnl1a,ccnl2,0.9144139
plpp6,plpp6,0.9143152
caly,nsg1,0.91429543
plaa,plaa,0.9142786
zgc:162872,acap1,0.91427
swi5,swi5,0.9142627
zc3h3,zc3h3,0.91423565
nat9,nat9,0.91418946
bud23,bud23,0.9141871
cbx6b,cbx6,0.91412646
ramp2,RAMP2,0.9141079
cldn15b,cldn10,0.9140899
il2rb,IL2RB,0.9140827
tnfrsf19,tnfrsf19,0.91408044
zgc:64051,cd53,0.9140609
hpxa,hpx,0.9140608
znf839,znf839,0.91406065
rmnd5b,rmnd5a,0.9140411
syce2,syce2,0.9140199
bpifcl,bpifb2,0.91399807
prima1,PRIMA1,0.91398865
tank,tank,0.9139643
trim44,trim44,0.9139435
chst12b.4,chst9l.1,0.91388357
syt4,SYT13,0.9138733
zdhhc13,zdhhc13,0.91386634
plcg2,plcg2,0.9138443
firrm,firrm,0.9138407
RNF5,rnf185,0.91383356
tspan4b,tspan4,0.91381484
anapc10,anapc10,0.91379315
antxr1b,znf300,0.9137691
chst12b.2,chst9l.4,0.91376245
pelp1,pelp1,0.9137579
PTPRZ1,ptprz1,0.91374576
wasa,was,0.91374344
mxra7,mxra7,0.9137281
tubb4b,tubb,0.91372705
crfb16,IL20RB,0.9137033
hcrt,hcrt,0.9136901
col14a1a,alox15b,0.91366774
nppcl,nppc,0.91364235
ponzr3,cnfn.2,0.91356814
mei4,mei4,0.91355336
chchd3a,chchd3,0.9135199
ints5,ints2,0.9135198
scn2b,scn2b,0.91349846
nrn1lb,nrn1l,0.9134639
plxnb2a.3,plxnd1,0.9134542
thyn1,thyn1,0.91339236
fbxo5,fbxo5,0.9133891
ppp1r14d,PPP1R14D,0.9132495
pggt1b,pggt1b,0.9132079
zgc:112962,tor1aip2,0.91320217
acad11,acad11,0.9131491
ppp4r1,wdr5,0.9131369
P2RY2,serpinh1,0.9131207
farp2,farp1,0.91310275
pask,pask,0.9130708
si:ch211-237l4.6,camk2n2,0.9130682
otud4,otud4,0.9130349
ppat,krt55,0.91301745
slc16a4,slc16a14,0.91301554
LRIG1,lrig1,0.91300166
cdkn2a/b,cdkn2b,0.9129768
ankrd45,ankrd45,0.9129438
cracd,cracd,0.912898
shox2,shox,0.9128764
dynlt2b,dynlt2b,0.9128739
zfyve27,zfyve27,0.9128472
tnip1,eif3c,0.91282994
zbtb25,zbtb25,0.91282743
kcnk5a,kcnk5,0.91281366
msgn1,msgn1,0.9127942
rps6ka5,ttc7b,0.91276723
PHRF1,phrf1,0.9127499
EPB41L2,epb41l2,0.9127462
lgals2b,lgals2,0.91274554
si:ch211-136m16.8,ehbp1l1,0.9126882
acsf2,acsf2,0.9126793
ccnp,ccnp,0.9126309
znf503,znf703,0.9126265
znf395b,SLC2A4RG,0.9125993
nog1,nog4,0.9125893
TRIM45,trim45,0.9125281
dnai2a,dnai2,0.9125108
helt,helt,0.9124736
bckdhb,bckdhb,0.91246414
STK32B,stk32c,0.9124576
pym1,pym1,0.91240275
prlhr2b,prlhr,0.91239595
impact,impact,0.91229576
vwde,vwde,0.9122902
si:ch211-202h22.8,litaf,0.91223025
rpl38,rpl38,0.91221
surf4l,surf4,0.9121655
polr2i,polr2i,0.91216284
fam217bb,fam217b,0.9121418
adck1,adck1,0.9121307
shtn1,shtn1,0.9121112
zp3f.2,zp3.2,0.912091
gal3st2,gal3st2,0.9120433
wbp11,wbp11,0.9120347
tas2r200.1,tas2r39,0.9120213
art4,XB5918646,0.91201156
tmem35,tmem35a,0.9119857
camkmt,camkmt,0.91195124
ociad2,ociad2,0.91195023
gpatch1,gpatch1,0.91194993
AP2A1,ap2a2,0.91188264
txndc15,txndc15,0.9118711
hbae3,hba3,0.9118128
dus2,dus2,0.9117895
si:ch211-188c16.1,fyb2,0.9117417
oma1,oma1,0.91173613
DYNC2H1,dync2h1,0.9117244
srcap,srcap,0.91168404
si:ch73-43g23.1,map4,0.9116526
si:ch211-226m7.4,aadacl3,0.9116306
prom2,prom2,0.91162044
ripply3,ripply3,0.9116161
mbd1a,zglp1,0.91160405
hmmr,hmmr,0.91160357
lpgat1,lpgat1,0.9115886
nkx6.1,nkx6-1,0.91157067
osbpl2a,adrm1,0.91154915
idh2,idh2,0.9115343
GK2,gk,0.9114844
pmelb,gpnmb,0.9114792
fmnl2b,inf2,0.91146713
rabggtb,rabggtb,0.91142815
hdac11,hdac8,0.9113753
shisal1a,SHISAL1,0.91136646
nkap,nkap,0.9112683
zyx,zyx,0.91126144
plxdc2a,malrd1,0.91125715
mhc2d8.45b1,XB5827395,0.91123754
lin37,lin37,0.9112074
dna2,dna2,0.9111994
cldn33b,cldn17.3,0.9111676
lrrc38a,lrrc38,0.91113716
elmo3,elmo3,0.911067
ovch1,ovch2,0.9110161
rd3l,rd3l,0.91101354
ccdc126,ccdc126,0.91098183
mettl18,mettl18,0.9109765
bcl6ab,zbtb49,0.91088426
ftr86,trim47,0.9108732
fdx2,fdx2,0.91084164
cdc25d,XB5832479,0.91084015
cisd2,cisd2,0.9108109
crp6,crp,0.9107922
ahctf1,ahctf1,0.910772
vti1b,vti1b,0.9107636
cfap36,cfap36,0.9107428
zfta,zfta,0.9107307
n4bp2l2,n4bp2l2,0.9107209
cd79b,cd79b,0.9105808
mhc2d8.35a1,hla-dqa1,0.9105739
aldh3b1,aldh3b1,0.9105703
trim35-40,trim69.2,0.9105658
ogfr1,ogfr,0.91050875
adarb1a,adar,0.9104844
msrb3,MSRB3,0.9104825
lgi1a,lgi4,0.9104617
casp6b.2,casp3.1,0.9104412
gstcd,gstcd,0.9103105
pip5k1cb,pbxip1,0.91028786
angel2,angel2,0.91024995
arhgef18a,pomp,0.91024715
smim18,smim18,0.91024697
tedc1,TEDC1,0.9101691
snapc2,snapc2,0.91016567
slc35b3,slc35b3,0.91016173
fam135b,fam135b,0.9101095
angptl5,angptl5,0.9100949
cabp4,cabp4,0.9100856
proser1,proser1,0.91003656
zbtb1,zbtb21,0.910036
preb,preb,0.9100281
parietopsin,XB5884180,0.91001236
SLC46A2,slc46a2,0.9099843
kctd15a,kcnrg,0.90996236
TJP1,tjp1,0.9099562
C7H16orf87,c4h16orf87,0.9098661
kcnc1b,kcnc1,0.9098656
si:ch211-71n6.4,XB5902317,0.9098425
azi2,azi2,0.90974665
ctbp1,ctbp2l,0.90972
pycard,pycard,0.90971655
ntpcr,ntpcr,0.909709
usp18,usp18,0.90968925
tmx3a,tmx3,0.9096642
ramp1,ramp1,0.9096519
VSTM4,vstm4,0.90964377
snai1a,snai1,0.9096375
si:dkeyp-72e1.6,tmem238,0.90958506
wrap53,wrap53,0.90957636
kif20ba,kif24,0.9095008
ascc2,ascc2,0.9094649
prlrb,osmr,0.90945446
irak4,irak4,0.90944314
mavs,mavs,0.9094427
vmac,vmac,0.9094412
ccdc14,ccdc14,0.9093887
nr2f6a,nr2f6,0.9093805
EFNA2,efna3,0.9093111
gatc,gatc,0.909307
pidd1,pidd1,0.90929884
idh3g,idh3g,0.90928656
si:dkey-62k3.6,plscr5,0.90926903
fkbp15a,fkbp15,0.9092288
MOGAT1,mogat1,0.9092133
ldah,ldah,0.90914947
apoa4a,apoa5,0.9091369
si:ch73-174h16.4,lrrc14,0.9091362
pphln1,pphln1,0.9090593
btf3,btf3,0.90905637
sb:cb470,rep15,0.9089337
dok1a,dok2,0.9088668
dnai1.2,dnai1,0.90886486
lipea,lipe,0.9088626
RYR3,ryr3,0.90885526
mrps33,tmem178b,0.90884894
nudc,nudc,0.90879613
PLPP1,XB5961369,0.908781
mrpl14,mrpl14,0.9087195
irf2b,irf2,0.908713
spega,speg,0.90870845
cdkn2d,cdkn2d,0.90864146
mad2l1,mad2l1,0.90863466
fosb,fosb,0.9086309
sclt1,sclt1,0.9084875
dcdc2b,dcdc2b,0.90840656
zgc:66448,znf250,0.9083832
cyp2x9,cyp2d6,0.9083825
cntnap2a,cntnap2,0.90833044
tctn1,tctn1,0.9083164
cd9b,tspan8,0.90831006
lyrm5b,etfrf1,0.9083016
col15a1b,col16a1,0.9082848
mettl21e,mettl21ep,0.908284
asphd2,asphd2,0.9082676
gtf2e2,gtf2e2,0.90823835
moto,MEIOC,0.90822196
mettl15,mettl15,0.9082201
parp10,parp10,0.9079841
fgd5a,fgd5,0.9079812
drg1,fzd3,0.907954
ybey,ybey,0.90792745
dhx35,dhx35,0.90783757
shisa4,shisa4,0.9078207
senp3a,senp5,0.9078195
rars2,rars2,0.9078086
sertad4,sertad4,0.9077614
marchf7,marchf7,0.9077304
cp,cp,0.9076311
dhrs7cb,dhrs7c,0.9075115
emc2,emc2,0.90746796
chrm5a,hrh1,0.90744156
ftr16,XB5895313,0.9074204
scoca,scoc,0.90741944
crp7,crp.3,0.90735257
larp6a,larp6,0.9073099
ikzf4,ikzf3,0.9073023
sncgb,snca,0.9072978
plekhb1,PLEKHB1,0.9072916
nek11,nek11,0.9072322
si:dkey-7f3.14,XB5857568,0.9072067
si:ch73-130a3.4,thap2,0.90714604
ptgdsb.2,ptgds,0.9071261
lgals1l1,lgals1.2,0.90711397
syngr3b,syngr4,0.90708244
reep5,reep5,0.90707815
gkap1,gkap1,0.9070653
icn,s100p,0.9070625
cox16,cox16,0.9069417
cd2bp2,cd2bp2,0.90689534
klhl42,klhl42,0.9068858
cep44,cep44,0.90682817
sf3a2,sf3a2,0.906796
mis18a,mis18a,0.9067897
adgrl4,adgrl4,0.9067817
ctcf,ctcf,0.9067082
mdh1aa,mdh1,0.906659
cops7a,cops7b,0.90664643
blvrb,blvrb,0.90663964
srgap1b,fchsd2,0.9066112
ora1,vn1r1,0.9065861
ube4a,ube4a,0.9065462
gpx3,gpx3,0.90650356
ccdc90b,ccdc90b,0.9064603
rfwd3,rfwd3,0.9064446
ier5,ier5,0.9064154
hs3st4,hs3st6,0.9063661
h1-10,rbm43l,0.90634984
aipl1,aip,0.90631294
NHLRC3,nhlrc3,0.90626174
malsu1,malsu1,0.9062476
hmga1a,hmga2,0.9062323
si:ch73-359m17.2,XB5767169,0.9062157
nifk,nifk,0.9062084
nudt7,nudt7,0.9061843
rbm12ba,rbm12b.2,0.9061684
il6r,il6r,0.90616536
ppp1r3c2b,ppp1r3c.2,0.9061193
tnfb,tnfsf15,0.90611273
zgc:153157,INAFM2,0.90610635
slc2a12,slc2a12,0.9061035
irf9,irf9,0.90609884
lgsn,LGSN,0.90609527
b3galt8,b3galt5.2,0.90608984
ifrd1,ifrd1,0.90597993
abitram,abitram,0.90597326
agrp,agrp,0.9059541
cep57l1,cep57l1,0.9059295
samd10a,samd12,0.9059258
nup50,asb14,0.90590113
znf451,znf451,0.90589833
si:ch211-140b10.6,polr1d.1,0.90587133
inppl1a,inppl1a,0.90585095
ism1,ncoa1,0.9058165
e2f5,e2f6,0.90580046
foxp3a,foxp3,0.90572256
maip1,maip1,0.9057053
tmem79b,tmem79,0.9056099
btg3,elp6,0.9055976
pnn,pnn,0.9055964
kiss1rb,kiss1r,0.9055864
use1,use1,0.90557945
slc12a8,slc12a8,0.90557754
podxl,podxl,0.9055493
mrpl4,mrpl4,0.9055413
vps37a,vps37a,0.9055314
nip7,nip7,0.9055287
slco1f2,slco4c1,0.9054988
zgc:171604,znf527,0.90545386
gh1,gh1,0.90540725
mvb12bb,mvb12a,0.90528077
zgc:112994,XB5768883,0.90511847
phactr4b,sesn2,0.9050359
crls1,crls1,0.90503246
si:ch211-108p6.4,TAPBPL,0.90498996
calcoco2,calcoco2,0.90495855
asgrl1,asgr1,0.90495473
PLCB1,nwd2,0.90485924
henmt1,henmt1,0.9048364
slc16a13,slc16a13,0.90472037
rpl36a,rpl36a,0.90468395
polr1b,polr1b,0.90461695
dusp23b,dusp23,0.90459406
adgrf11,adgrf2,0.90457577
pdik1l,pdik1l,0.9045229
sp100.4,sp110,0.9044935
pigc,pigc,0.90445036
AKAP13,akap13,0.9044425
cckb,gast,0.9044255
nrip2,NRIP3,0.90440667
si:ch73-52p7.1,epcip,0.9043796
C17H14orf28,c8h14orf28,0.90427417
cd27,ltbr,0.9042126
arfgap1,arfgap1,0.9041649
tmtc4,tmtc4,0.90415627
atp1b2b,atp1b2,0.904147
wdtc1,wdtc1,0.9041367
cenps,cenps,0.9041034
ebi3,ebi3,0.90409195
saysd1,SAYSD1,0.9040799
nt5dc1,nt5dc1,0.904055
mllt1b,znf414,0.90405124
tm9sf4,tm9sf4,0.90404505
macrod1,macrod1,0.90400535
mylk5,mylkl,0.90393347
pals1a,pals1,0.9039311
atf5a,atf5,0.90392715
nuf2,nuf2,0.90390354
lgals2a,lgals1.1,0.90389436
nfatc2ip,nfatc2ip,0.9038824
kat7b,kat7,0.90384525
ptpn4a,ptpn3,0.9037636
mrpl43,mrpl43,0.9037632
hebp2,hebp1,0.90374136
meis3,meis3,0.9037303
mettl9,mettl9,0.9037046
si:dkey-5i3.5,XB5749398,0.9035848
siah2l,siah2,0.90358174
chd1l,chd2,0.9034979
lcmt2,lcmt2,0.9034752
yars2,yars2,0.90344286
taf11,taf11,0.9034098
tsga10,tsga10,0.90340644
ptpn2a,ptpn2,0.90337795
bcl2a,bcl2,0.90336573
dkk3b,dkk3,0.9033387
ddah1,ddah1,0.9033303
sft2d2b,sft2d1,0.9033084
asb8,asb8,0.9032398
pgap1,pgap1,0.9032066
hyls1,hyls1,0.9031669
dsc2l,dsg1,0.9030629
zgc:153345,arhgap11a.2,0.90305585
dpp3,dpp3,0.90303797
dnajb11,dnaja1,0.9030377
itga2.2,extl3,0.9028502
CORO7,coro7,0.90283155
DUOXA1,duoxa1,0.9027872
a2ml3,a2ml1,0.90275013
tacc1,tacc2,0.90272325
oxtra,npsr1,0.9026777
mab21l3,MAB21L3,0.9026445
dnase1l4.1,dnase1l2,0.9025387
cnbd1,cnbd2,0.9024628
snx33,snx33,0.90244657
gas7a,gas7,0.9024465
dnajc18,dnajc18,0.90243566
cfap263,cfap263,0.90237635
eve1,nkx2-6,0.9023021
nfkb1,relb,0.9022929
ncoa4,ncoa4,0.90227765
ccn5,ccn5,0.902235
oxgr1a.2,XB5844514,0.9021926
zgc:175136,enam,0.90217346
FAM72A,fam72a,0.9021626
tnfsf14,tnfsf14,0.9021611
ndufs5,ndufs5,0.90215003
PHLDB1,phldb3,0.90211535
hamp,hamp,0.902048
lamtor5,lamtor5,0.9019702
ASS1,ass1,0.9019624
cldn8.2,cldn8.4,0.9019605
ascc1,ascc1,0.9019515
dnajc25,dnajc25,0.9019465
ten1,ten1,0.9018627
pkp2,pkp1,0.90184355
nrg3b,nrg3,0.90183467
cebp1,cebpe,0.9018209
RAPGEF5,rasgef1a,0.90181905
zgc:173720,znf853,0.90180904
mybl2b,mybl2,0.90180707
slc22a7b.1,SLC22A7,0.90179443
trim69,XB5961859,0.9016856
irf3,irf7,0.9016604
inpp5b,inpp5b,0.9016334
CHRM1,hrh4.b2,0.9016107
iqck,iqck,0.90160275
si:ch211-271b14.1,matr3,0.9015609
hopx,hopx,0.9015111
cgasa,cgas,0.9014766
zmp:0000001006,HLA-DMB,0.9014225
ttc8,ttc8,0.90135515
mhc1uma,ncib,0.9012831
vcpkmt,vcpkmt,0.9012574
LGALS8,lgals12,0.9012167
cd37,cd37,0.9011635
foxp4,foxp4,0.90111446
ric3a,ric3,0.9010942
agbl2,agbl3,0.9010496
ccdc87,ccdc87,0.9010206
DNAI3,dnai3,0.9010142
tceanc2,tceanc2,0.90087956
bend5,agbl4,0.90086895
knop1,knop1,0.9008088
angel1,angel1,0.9007588
si:ch73-55i23.1,jmjd7-pla2g4b,0.9007061
SLC38A8,slc38a5,0.90070254
mia3,mia3,0.90066564
fahd2a,fahd2a,0.9006527
nucb2a,nucb1,0.9006525
