chimpanzees gene name,gorillas gene name,correlation
TMCO6,TMCO6,0.9877285
CSGALNACT2,CSGALNACT2,0.9877125
ZWINT,ZWINT,0.9877014
IGFBP7,IGFBP7,0.98769414
VASH2,VASH2,0.98767674
SLC51A,SLC51A,0.9876742
CMTM1,CMTM1,0.9876712
IGF2BP3,IGF2BP3,0.9876708
SPIRE1,SPIRE1,0.98766905
UGT3A2,UGT3A2,0.9876571
ALKBH2,ALKBH2,0.98765695
ZFAND3,ZFAND3,0.9876567
TPPP,TPPP,0.9876525
SH2D2A,SH2D2A,0.9876411
MCEMP1,MCEMP1,0.98764026
GET1,GET1,0.9876381
MAFF,MAFF,0.98763466
INPP5J,INPP5J,0.98762846
N4BP2,N4BP2,0.9876281
FAAP100,FAAP100,0.98762715
CDK6,CDK6,0.9876231
KCNMA1,KCNMA1,0.98762214
GSTM5,GSTM5,0.98761696
PHF11,PHF11,0.9876076
GSTA3,GSTA5,0.98760366
CPT1A,CPT1A,0.98760194
NEK1,NEK1,0.98760146
BSG,BSG,0.9875858
LAMA4,LAMA4,0.987585
UGT2B10,UGT2B10,0.9875719
TTC3,TTC3,0.9875702
MAPK11,MAPK11,0.98756367
GRK3,GRK3,0.9875598
C2BH2orf66,C2orf66,0.9875597
ZNF19,ZNF19,0.9875505
CENPI,CENPI,0.9875498
HAS2,HAS2,0.98754746
C8H8orf89,C8orf89,0.9875387
CASD1,CASD1,0.98753285
SCGB3A1,SCGB3A1,0.987531
SLC25A46,SLC25A46,0.9875308
LIN7A,LIN7A,0.9875305
TMC5,TMC5,0.9875261
TAF3,TAF3,0.9875217
PHF21B,PHF21B,0.9875189
NIPSNAP2,NIPSNAP2,0.9875119
RPRD2,RPRD2,0.98749465
ACACA,ACACA,0.9874865
SEC16B,SEC16B,0.98748356
PRR36,PRR36,0.9874773
ECH1,ECH1,0.9874632
LAIR2,LAIR2,0.98745364
NEK3,NEK3,0.987452
TRIM37,TRIM37,0.98743945
SGK3,SGK3,0.98742354
RNF41,RNF41,0.9874052
ABCC1,ABCC1,0.9874014
C9orf72,C9orf72,0.9874011
L1CAM,L1CAM,0.9873983
MRPS6,MRPS6,0.9873938
NPTX1,NPTX1,0.987389
IFI16,IFI16,0.9873855
NLGN2,NLGN2,0.9873784
CCDC167,CCDC167,0.9873709
PPME1,PPME1,0.98733133
ARHGAP25,ARHGAP25,0.987328
MED24,MED24,0.987325
CEP83,CEP83,0.9873207
NDUFB10,NDUFB10,0.98732024
DYNC2H1,DYNC2H1,0.9873103
MDH2,MDH2,0.98730904
NSUN6,NSUN6,0.98729604
SCAF4,SCAF4,0.9872907
ERMN,ERMN,0.98729044
UPF1,UPF1,0.9872881
SLC46A3,SLC46A3,0.98728436
PLG,PLG,0.98727787
COG1,COG1,0.9872693
CPA4,CPA4,0.98726314
PTPN5,PTPN5,0.98726004
URI1,URI1,0.9872597
FBXO41,FBXO41,0.9872544
MAPKAPK5,MAPKAPK5,0.987254
SCRN3,SCRN3,0.98724866
SAC3D1,SAC3D1,0.9872478
FURIN,FURIN,0.9872411
ZKSCAN3,ZKSCAN3,0.98719573
UBA2,UBA2,0.9871938
TBC1D14,TBC1D14,0.9871926
MRPL58,MRPL58,0.98716956
TMEM240,TMEM240,0.9871656
CCDC39,CCDC39,0.98716503
HDAC4,HDAC4,0.98716444
C10H10orf71,C10orf71,0.9871543
HMCES,HMCES,0.98714495
NR4A3,NR4A3,0.9871342
SSBP3,SSBP3,0.9871158
LHB,LHB,0.9871122
YIPF4,YIPF4,0.98710674
ZNF570,ZNF570,0.9871017
TLCD2,TLCD2,0.9871015
PTPN22,PTPN22,0.9870883
USP35,USP35,0.9870779
LMF2,LMF2,0.98707426
TRIM33,TRIM33,0.9870732
CAMK4,CAMK4,0.98707235
BCO2,BCO2,0.98706895
MOK,MOK,0.9870677
CLIC4,CLIC4,0.98704505
ITFG1,ITFG1,0.98704326
TBL1Y,TBL1X,0.9870375
MFSD6L,MFSD6L,0.9870365
TMX4,TMX4,0.9870289
SLC35A5,SLC35A5,0.9870092
STN1,STN1,0.98700255
PARD3B,PARD3B,0.98698646
ESX1,ESX1,0.98697776
CANX,CANX,0.98697454
PKDREJ,PKDREJ,0.98697084
GFOD2,GFOD2,0.98696804
TGM4,TGM4,0.98696285
EPB41L2,EPB41L2,0.9869626
CRYGN,CRYGN,0.9869583
DEFB116,DEFB116,0.9869527
DYNC2I1,DYNC2I1,0.9869494
PEAK1,PEAK1,0.98694646
GPATCH2,GPATCH2,0.98694485
NCKAP5,NCKAP5,0.9869339
ZNF362,ZNF362,0.9869259
ZNF211,ZNF211,0.9868956
PLAAT5,PLAAT5,0.9868888
PTPN11,PTPN11,0.986854
CYP2F1,CYP2F1,0.98685366
SPOCK2,SPOCK2,0.986853
SNX29,SNX29,0.9868396
TUBB8,TUBB8,0.98682934
ZNF235,ZNF235,0.9868277
MRAP,MRAP,0.98682034
ZNF718,ZNF718,0.986813
INPP5E,INPP5E,0.9868049
SCPEP1,SCPEP1,0.9868023
MAPK8IP3,MAPK8IP3,0.98680115
CDKN2A,CDKN2A,0.9867984
FNDC3B,FNDC3B,0.98678756
RAC3,RAC3,0.98678035
ST3GAL3,ST3GAL3,0.9867642
PTRHD1,PTRHD1,0.9867617
DMRTB1,DMRTB1,0.9867588
ADCY2,ADCY2,0.98674864
CLTRN,CLTRN,0.9867277
ZNF853,ZNF853,0.9867219
SLC25A28,SLC25A28,0.98671955
AK6,AK6,0.98670113
STX8,STX8,0.9866957
MYH14,MYH14,0.986685
SLC16A6,SLC16A6,0.98668474
ACOX3,ACOX3,0.98668003
TDRD12,TDRD12,0.9866768
TBCB,TBCB,0.9866666
HYCC1,HYCC1,0.9866505
SVOPL,SVOPL,0.98664623
SEMA4G,SEMA4G,0.9866388
DNAI4,DNAI4,0.9866276
IQCK,IQCK,0.986591
SP140,SP140,0.9865906
XKR7,XKR7,0.98658526
CD300C,CD300C,0.98658305
FIG4,FIG4,0.9865773
STRN,STRN,0.9865696
ANKS1A,ANKS1A,0.9865682
DYRK1B,DYRK1B,0.9865642
APTX,APTX,0.9865637
NRBP2,NRBP2,0.9865538
PDXK,PDXK,0.98655045
CRX,CRX,0.98654276
FCGRT,FCGRT,0.9865393
PHOX2A,PHOX2A,0.9865366
FAM120C,FAM120C,0.9865166
DTHD1,DTHD1,0.9864928
ODF2L,ODF2L,0.9864782
MGAT4B,MGAT4B,0.9864627
MSH2,MSH2,0.9864605
SLC35D2,SLC35D2,0.9864401
ZNF573,ZNF573,0.9864382
BEST1,BEST1,0.98642874
SMIM44,SMIM44,0.98642826
ZAR1,ZAR1,0.9864268
COA6,COA6,0.98638004
PNRC1,PNRC1,0.9863581
KLHDC9,KLHDC9,0.9863521
IAH1,IAH1,0.98633933
GATC,GATC,0.9863334
MCL1,MCL1,0.9863201
ADAD2,ADAD2,0.98631746
SRGAP2,SRGAP2,0.98631746
SLC25A16,SLC25A16,0.9863144
CYP27A1,CYP27A1,0.9863078
PRR27,PRR27,0.98630446
CRLF1,CRLF1,0.9863037
EFCAB10,EFCAB10,0.98628604
MYEOV,MYEOV,0.9862742
PAPLN,PAPLN,0.986268
RPL36,RPL36,0.986264
GON4L,GON4L,0.9862587
SSR3,SSR3,0.9862518
GUCY2C,GUCY2C,0.9862505
ECSIT,ECSIT,0.98619807
ASH1L,ASH1L,0.98619735
CASTOR1,CASTOR1,0.98617357
UBL4B,UBL4B,0.9861614
KLF13,KLF13,0.98616093
IFNA5,IFNA1,0.9861604
GARIN2,GARIN2,0.98615503
DCDC2,DCDC2,0.98614866
GALNT16,GALNT16,0.98614526
NHEJ1,NHEJ1,0.98614347
RTP4,RTP4,0.9861384
HSD17B7,HSD17B7,0.98613137
STAT5A,STAT5A,0.9861144
OR4C13,OR4C46,0.98611057
DCT,DCT,0.9861035
FLAD1,FLAD1,0.9861013
CST9L,CST9L,0.9860896
ANTXR2,ANTXR2,0.98608875
PTCD3,PTCD3,0.9860877
SCG3,SCG3,0.9860874
ZNF257,ZNF43,0.9860792
FOXF2,FOXF2,0.9860674
SHFL,SHFL,0.98605967
CPT2,CPT2,0.9860564
ASMTL,ASMTL,0.98605126
MYL3,MYL3,0.9860502
RIOK1,RIOK1,0.9860212
RGL3,RGL3,0.9860111
TAS2R42,TAS2R42,0.98601073
SDK1,SDK1,0.98599696
PRSS50,PRSS50,0.9859898
CDC73,CDC73,0.9859589
ASF1B,ASF1B,0.9859533
ERP44,ERP44,0.985924
UBTF,UBTF,0.9859182
ANKRD33B,ANKRD33B,0.98590577
STEEP1,STEEP1,0.98589194
GSE1,GSE1,0.9858758
PPP1R3F,PPP1R3F,0.98584837
RDH11,RDH11,0.98582804
HACD3,HACD3,0.9858186
CST1,CST2,0.9858096
HDAC2,HDAC2,0.98580116
STXBP6,STXBP6,0.98579556
TPSB2,TPSD1,0.9857915
FLT3LG,FLT3LG,0.9857879
MTM1,MTM1,0.9857853
PTPN3,PTPN3,0.98578197
COMTD1,COMTD1,0.9857724
DDX42,DDX42,0.9857678
PBXIP1,PBXIP1,0.9857632
GGN,GGN,0.9857591
POFUT2,POFUT2,0.98574674
MTHFSD,MTHFSD,0.98573834
RTN4,RTN4,0.9857344
SLC14A1,SLC14A1,0.98572123
PHLDB1,PHLDB1,0.98570836
LIN9,LIN9,0.9856895
CCDC25,CCDC25,0.98566914
CYP24A1,CYP24A1,0.98565453
PKHD1,PKHD1,0.9856528
PROS1,PROS1,0.9856231
ASH2L,ASH2L,0.98562104
FABP12,FABP12,0.98561865
PATL1,PATL1,0.98561776
RNF151,RNF151,0.98560953
HNRNPH3,HNRNPH3,0.98559284
CTDSPL2,CTDSPL2,0.98558605
FBXL12,FBXL12,0.98558474
PUSL1,PUSL1,0.98558295
G3BP1,G3BP1,0.9855762
C10H10orf67,C10orf67,0.9855755
MS4A5,MS4A5,0.9855642
DIPK2A,DIPK2A,0.98556304
FAM216B,FAM216B,0.98556054
SLC35D1,SLC35D1,0.98552656
TAOK1,TAOK1,0.98550117
PCDH8,PCDH8,0.9854998
MSI1,MSI1,0.9854988
PPP2R1A,PPP2R1A,0.98549145
GPD1L,GPD1L,0.9854837
ADAMTS12,ADAMTS12,0.9854715
NAA25,NAA25,0.98546886
TUBA4B,TUBA4B,0.98544276
IPP,IPP,0.98543566
GPR108,GPR108,0.9854137
GSTM1,GSTM1,0.98540753
PRR22,PRR22,0.9853988
COTL1,COTL1,0.98539734
ZNF484,ZNF484,0.9853871
VPS13C,VPS13C,0.9853831
ZFR2,ZFR2,0.9853712
WDR3,WDR3,0.9853635
PRUNE2,PRUNE2,0.98535174
IRAK1,IRAK1,0.9853507
SLC1A6,SLC1A6,0.9853369
SMPD1,SMPD1,0.98533094
PHYKPL,PHYKPL,0.9853298
TFPT,TFPT,0.98531014
PRKAR2A,PRKAR2A,0.98530984
MUC1,MUC1,0.98530376
PTPRS,PTPRS,0.9853034
HAND2,HAND2,0.98530143
LONP1,LONP1,0.9852989
CLXN,CLXN,0.98529875
IQCD,IQCD,0.9852789
PMM1,PMM1,0.98527527
CYP3A4,CYP3A7,0.9852726
EIF4G1,EIF4G1,0.98527175
NUFIP1,NUFIP1,0.9852476
OR6C74,OR6C75,0.98518986
AMOTL1,AMOTL1,0.98518753
SCNM1,SCNM1,0.98514664
PDLIM1,PDLIM1,0.9851443
TXN2,TXN2,0.9851282
ACTRT1,ACTRT1,0.9851237
LILRA2,LILRA2,0.98512316
SMARCA4,SMARCA4,0.9851141
IFT122,IFT122,0.9851049
ZNF740,ZNF740,0.98510176
RFPL2,RFPL2,0.9850983
CRIP1,CRIP1,0.985098
KATNAL1,KATNAL1,0.985091
NCEH1,NCEH1,0.9850863
TSEN54,TSEN54,0.9850795
SART3,SART3,0.9850749
CFAP65,CFAP65,0.98506415
RHOF,RHOF,0.9850597
GSTK1,GSTK1,0.98505694
RB1,RB1,0.9850433
SORBS3,SORBS3,0.98503155
CES2,CES2,0.9850223
UPRT,UPRT,0.9849995
PSMG2,PSMG2,0.9849827
ARHGAP40,ARHGAP40,0.9849788
TMEM243,TMEM243,0.98497415
CCDC192,CCDC192,0.9849691
TAPT1,TAPT1,0.9849455
DHRS7B,DHRS7B,0.9849451
EPHA10,EPHA10,0.9849383
SPTLC1,SPTLC1,0.98493475
PLA2G2C,PLA2G2C,0.98492444
IDUA,IDUA,0.98487455
CKAP4,CKAP4,0.9848651
CTNND2,CTNND2,0.98486495
CBLB,CBLB,0.9848487
ESD,ESD,0.98483384
CYP2E1,CYP2E1,0.9848189
PTBP1,PTBP1,0.9848094
PAH,PAH,0.9847824
IGFBP1,IGFBP1,0.9847801
RAB22A,RAB22A,0.9847736
KIF25,KIF25,0.9847621
CHD1L,CHD1L,0.9847529
COL1A1,COL1A1,0.9847334
CSPG5,CSPG5,0.98472565
MBL2,MBL2,0.9847171
CNTFR,CNTFR,0.984714
NRXN2,NRXN2,0.9846998
RSRP1,RSRP1,0.9846752
PCNX1,PCNX1,0.9846632
HELLS,HELLS,0.98464274
AGAP2,AGAP2,0.9846416
CEP112,CEP112,0.9846303
RNF149,RNF149,0.98462915
PELO,PELO,0.9846214
ATRN,ATRN,0.9846193
SRGN,SRGN,0.9846191
MADCAM1,MADCAM1,0.98461396
DNAJC19,DNAJC19,0.98460823
HDAC11,HDAC11,0.9846027
CCDC138,CCDC138,0.9845998
IRX2,IRX2,0.98458314
COG8,COG8,0.98453987
GEMIN8,GEMIN8,0.98451763
TREML4,TREML4,0.98451036
FAM120B,FAM120B,0.98449457
MARCHF10,MARCHF10,0.9844938
VWA8,VWA8,0.98448217
POU2AF3,POU2AF3,0.98446757
PTS,PTS,0.98446393
DTX1,DTX1,0.98446184
ANKRD2,ANKRD2,0.98446155
FKBP8,FKBP8,0.9844597
PARM1,PARM1,0.9844541
CMIP,CMIP,0.98443925
ANXA2R,ANXA2R,0.9844369
FOXM1,FOXM1,0.98442847
PPFIBP1,PPFIBP1,0.9844015
TSPAN10,TSPAN10,0.9843967
SPTB,SPTB,0.9843922
ZNF780B,ZNF780B,0.98438835
ZMIZ1,ZMIZ1,0.98437035
CPNE8,CPNE8,0.98436785
AMER2,AMER2,0.98436695
INPP5K,INPP5K,0.9843581
SIRT5,SIRT5,0.9843518
TRIM64C,TRIM64C,0.9843459
PDE11A,PDE11A,0.98434
TYR,TYR,0.9843145
MSH4,MSH4,0.98430645
EARS2,EARS2,0.9843032
SNRPD1,SNRPD1,0.9842957
ALG5,ALG5,0.9842911
STARD9,STARD9,0.9842877
PPEF1,PPEF1,0.9842754
CYBRD1,CYBRD1,0.98426163
DCSTAMP,DCSTAMP,0.9842613
FAM229B,FAM229B,0.98425686
PAPPA,PAPPA,0.9842284
SPMIP6,SPMIP6,0.98422563
SMCO1,SMCO1,0.9841816
GTF2F1,GTF2F1,0.98418033
HES4,HES4,0.98417974
ANKMY1,ANKMY1,0.9841797
TMEM19,TMEM19,0.984171
CLK2,CLK2,0.9841697
EEFSEC,EEFSEC,0.9841634
SMR3A,SMR3A,0.984156
DDX6,DDX6,0.98413885
ACBD6,ACBD6,0.9841368
WBP11,WBP11,0.98411596
MS4A6E,MS4A6E,0.98410976
ZNF277,ZNF277,0.9841092
CDIN1,CDIN1,0.98410004
FAM149A,FAM149A,0.984088
UGT2B4,UGT2B4,0.98408705
CUX2,CUX2,0.98408115
ZSWIM9,ZSWIM9,0.9840805
C11H11orf42,C11orf42,0.98407555
CEP290,CEP290,0.9840552
DKK3,DKK3,0.9840537
METTL24,METTL24,0.9840319
CHST13,CHST13,0.98401487
OSBP,OSBP,0.98400617
BYSL,BYSL,0.9839933
DEDD2,DEDD2,0.9839861
SEC24D,SEC24D,0.9839695
CEP162,CEP162,0.98396397
ZNF713,ZNF713,0.98394585
ST8SIA4,ST8SIA4,0.98391855
TRIB2,TRIB2,0.983912
UBE3D,UBE3D,0.9838684
CIAO1,CIAO1,0.9838488
HDHD5,HDHD5,0.9838322
KLK3,KLK3,0.9837874
TUBD1,TUBD1,0.9837653
FBXL13,FBXL13,0.9837589
EIF3J,EIF3J,0.9837577
GSR,GSR,0.9837457
CNOT4,CNOT4,0.9837359
BEND5,BEND5,0.98371506
RFLNA,RFLNA,0.9836838
MGST1,MGST1,0.98368114
WDR64,WDR64,0.98366934
RAB11FIP1,RAB11FIP1,0.9836609
CCDC82,CCDC82,0.98365766
ST3GAL6,ST3GAL6,0.983621
ALK,ALK,0.983595
ANO3,ANO3,0.9835837
LARP4,LARP4,0.9835731
SARS1,SARS1,0.9835726
LRIG2,LRIG2,0.9835459
RBBP9,RBBP9,0.98352945
THAP1,THAP1,0.98351425
SKIL,SKIL,0.98351014
ARMS2,ARMS2,0.9835045
SLC25A22,SLC25A22,0.98350096
TCF25,TCF25,0.9834921
MEGF9,MEGF9,0.98346823
HOOK3,HOOK3,0.9834576
ARRDC4,ARRDC4,0.98344094
HNRPA1LK1,HNRNPA1L2,0.9834224
ZNF354A,ZNF354A,0.98341
ZNF559,ZNF559,0.983406
BCL2L15,BCL2L15,0.98340565
LINS1,LINS1,0.9833874
TMEM94,TMEM94,0.983377
PIP5KL1,PIP5KL1,0.9833643
SPEG,SPEG,0.98336375
SF1,PYGM,0.98336273
GARIN1A,GARIN1A,0.9833492
PSMA3,PSMA3,0.9833404
GK2,GK3,0.9833387
EFCAB9,EFCAB9,0.98332787
PRSS27,PRSS27,0.98332614
NFKBIE,NFKBIE,0.98332524
TXNDC8,TXNDC8,0.98332256
CTSC,CTSC,0.9833148
TOR1A,TOR1A,0.98328346
TPRN,TPRN,0.9832832
ESYT2,ESYT2,0.9832778
IRGM,IRGM,0.9832734
STRBP,STRBP,0.98326355
SLC41A2,SLC41A2,0.983258
MATN3,MATN3,0.9832575
PTPRR,PTPRR,0.9832563
SYNJ2,SYNJ2,0.9832487
MAVS,MAVS,0.98324585
WDFY2,WDFY2,0.9832417
SALL1,SALL1,0.9832286
TNFSF9,TNFSF9,0.9832197
POU6F2,POU6F2,0.9832093
MYO1F,MYO1F,0.983206
ME1,ME1,0.9832044
GAREM2,GAREM2,0.9831977
HPS1,HPS1,0.9831918
DTD1,DTD1,0.9831788
MICAL2,MICAL2,0.9831697
TRMT9B,TRMT9B,0.9831636
ABHD14B,ABHD14B,0.9831582
ADAM2,ADAM2,0.9831542
PXDNL,PXDNL,0.98314804
CYLC1,CYLC1,0.9831323
CEP89,CEP89,0.983116
ARSK,ARSK,0.98311293
ABCB5,ABCB5,0.983107
DMWD,DMWD,0.9830886
NKTR,NKTR,0.98307765
FGF20,FGF20,0.98305124
RASGEF1B,RASGEF1B,0.983016
ZNF443,ZNF799,0.98300964
PRSS21,PRSS21,0.982998
MYLK3,MYLK3,0.9829968
GTPBP10,GTPBP10,0.9829956
FAM174A,FAM174A,0.9829911
EED,EED,0.9829883
OR4C5,OR4C5,0.98298436
LMNB2,LMNB2,0.9829773
RFX8,RFX8,0.9829387
IHO1,IHO1,0.9829281
FGF22,FGF22,0.98291624
PPFIA4,PPFIA4,0.9829111
SLC6A15,SLC6A15,0.9828743
UBE2I,UBE2I,0.98287374
TYROBP,TYROBP,0.98282015
MELK,MELK,0.98281926
FCRL1,FCRL1,0.98280656
CDKL2,CDKL2,0.98278856
ITGA2B,ITGA2B,0.98278135
SLC35F5,SLC35F5,0.98277587
PDE6A,PDE6B,0.9827712
SHB,SHB,0.9827688
BACH2,BACH2,0.98275155
AGBL4,AGBL4,0.9827446
AQP11,AQP11,0.9827329
DGKQ,DGKQ,0.98272294
CEACAM5,CEACAM5,0.98272234
FAM168A,FAM168A,0.9827154
NKX6-1,NKX6-1,0.98270524
ESRRA,ESRRA,0.98268944
CHPT1,CHPT1,0.98268396
ZBTB8OS,ZBTB8OS,0.98268163
COL5A3,COL5A3,0.9826752
OLFM1,OLFM1,0.9826722
TREML2,TREML2,0.98266363
CHERP,CHERP,0.9826251
SLITRK1,SLITRK1,0.9826236
SLC16A7,SLC16A7,0.98262304
APOH,APOH,0.9825894
SCFD1,SCFD1,0.982586
PYGB,PYGB,0.98258466
MAP1B,MAP1B,0.9825827
CSPG4,CSPG4,0.98256993
ARHGEF37,ARHGEF37,0.9825683
MAP3K9,MAP3K9,0.98255664
IL31RA,IL31RA,0.9825475
TNP2,TNP2,0.98252845
CHRNA6,CHRNA6,0.9825277
LHFPL7,LHFPL7,0.9825102
RAB41,RAB41,0.9825087
ZNF771,ZNF771,0.98250824
SLC9A3,SLC9A3,0.9825048
OR8B2,OR8B8,0.9825028
DRG2,DRG2,0.98248804
SYCE1L,SYCE1L,0.9824759
TBC1D20,TBC1D20,0.9824688
ALOX5,ALOX5,0.9824535
ASB15,ASB15,0.98244977
CYP46A1,CYP46A1,0.98243386
STRAP,STRAP,0.98240733
SFI1,SFI1,0.9823691
FCF1,FCF1,0.98234206
ADAM10,ADAM10,0.98234105
POP5,POP5,0.9823319
AP2B1,AP2B1,0.982323
MMAB,MMAB,0.98231846
NOC3L,NOC3L,0.98231727
CDK19,CDK19,0.9823112
GAK,GAK,0.9822904
TNFRSF4,TNFRSF4,0.9822749
DNAJC8,DNAJC8,0.98227406
STRN3,STRN3,0.9822684
COMMD3,COMMD3,0.9822396
NTSR1,NTSR1,0.98221993
C15H15orf61,C15orf61,0.98217726
SS18,SS18,0.9821512
IDI1,IDI1,0.98214847
RUVBL1,RUVBL1,0.98213726
FHL5,FHL5,0.9821164
SUSD5,SUSD5,0.982108
GNA11,GNA11,0.98209673
CABP7,CABP7,0.98209447
C1QL1,C1QL1,0.9820787
RGS14,RGS14,0.98204994
DPY19L1,DPY19L1,0.9820498
CMTM2,CMTM2,0.9820493
TMEM161B,TMEM161B,0.9820491
PRDM9,PRDM9,0.9820452
FAM20A,FAM20A,0.9820428
SELENON,SELENON,0.98203063
MBD1,MBD1,0.98202926
ETHE1,ETHE1,0.9820256
C9H9orf57,C9orf57,0.98201525
SCAMP2,SCAMP2,0.9819739
TLK1,TLK1,0.9819704
BGLAP,BGLAP,0.9819675
NELFB,NELFB,0.9819612
RIPOR3,RIPOR3,0.98195654
MYRIP,MYRIP,0.9819447
EFHD2,EFHD2,0.9819365
OR2B6,OR2B2,0.98191726
MRPL50,MRPL50,0.98190135
CFAP46,CFAP46,0.98189974
OR5I1,OR5I1,0.9818974
SRMS,SRMS,0.98186404
PLEKHA5,PLEKHA5,0.981847
RAB3GAP2,RAB3GAP2,0.9818177
ZNF292,ZNF292,0.9817811
MKLN1,MKLN1,0.9817704
TMPRSS11E,TMPRSS11E,0.9817539
PPP1R1C,PPP1R1C,0.9817448
ANP32A,ANP32A,0.9817417
AKR1C2,AKR1C2,0.9817303
TIA1,TIA1,0.9817302
OR1L3,OR1L3,0.98171246
TSPAN15,TSPAN15,0.9817038
VWA5B1,VWA5B1,0.9817034
TCERG1L,TCERG1L,0.9816985
LIPF,LIPF,0.9816536
OR5AK3P,OR5AK3P,0.9816518
CA1,CA1,0.981632
NT5C2,NT5C2,0.9816302
ARFGEF1,ARFGEF1,0.98162425
NME1,NME1,0.9816132
RAB29,RAB29,0.98160607
DEAF1,DEAF1,0.98158294
GCFC2,GCFC2,0.9815568
IGFALS,IGFALS,0.9815418
DUS3L,DUS3L,0.9815228
SIK3,SIK3,0.9815143
MYO18A,MYO18A,0.9815069
NDRG3,NDRG3,0.9814981
CLPX,CLPX,0.98149633
TMEM163,TMEM163,0.981478
RBM4,RBM14,0.98147756
PSME1,PSME1,0.98147047
RRBP1,RRBP1,0.9814603
PSMD9,PSMD9,0.9814334
RBPJL,RBPJL,0.9814226
INPP5D,INPP5D,0.9814085
SAMD4B,SAMD4B,0.98140794
ACBD3,ACBD3,0.981388
EBF2,EBF2,0.98137814
SLC2A14,SLC2A14,0.9813526
ERVH48-1,ERVH48-1,0.98134834
PPP2R1B,PPP2R1B,0.9812891
RNF126,RNF126,0.9812463
EPN1,EPN1,0.9812084
LDHC,LDHC,0.98120123
TMEM132B,TMEM132B,0.98119944
SHKBP1,SHKBP1,0.981192
TEKT2,TEKT2,0.98118645
PEX10,PEX10,0.98118544
RASA3,RASA3,0.98116547
MRO,MRO,0.9811623
CLUAP1,CLUAP1,0.9811593
CCNT1,CCNT1,0.9811557
ECSCR,ECSCR,0.9810963
GTF2A2,GTF2A2,0.98108834
BLK,BLK,0.9810772
GIPC3,GIPC3,0.981056
PLAC9,PLAC9,0.98105276
XBP1,XBP1,0.98103946
TMEM196,TMEM196,0.98100024
BET1L,BET1L,0.98091245
GAS2,GAS2,0.98091114
KLHL11,KLHL11,0.9809001
AMMECR1,AMMECR1,0.98089963
FBXO7,FBXO7,0.98089504
SRRT,SRRT,0.98088795
RXRG,RXRG,0.9808674
PPP1R12A,PPP1R12A,0.98086166
SLC17A6,SLC17A6,0.98084974
SEC14L2,SEC14L2,0.98084795
RFC1,RFC1,0.98083997
COL8A2,COL8A2,0.9808118
AMACR,AMACR,0.98080605
RRM2,RRM2,0.9807972
SELENOF,SELENOF,0.98078305
PAGE4,PAGE4,0.980775
TRIM62,TRIM62,0.98077196
MRAS,MRAS,0.9807657
OR8G2P,OR8G1,0.9807471
NOL9,NOL9,0.98073834
OR5M8,OR5M3,0.9807188
VWA5A,VWA5A,0.98068064
APOBEC3D,APOBEC3C,0.9806705
ECHS1,ECHS1,0.98065376
GLT8D2,GLT8D2,0.9806438
HOXD10,HOXD10,0.9806229
ZMAT5,ZMAT5,0.9806178
ERAP2,ERAP2,0.9806012
SYPL1,SYPL1,0.9805924
PPP4R4,PPP4R4,0.9805879
SLC25A47,SLC25A47,0.98056483
DISP3,DISP3,0.9805575
CYP4F11,CYP4F11,0.98053473
OPALIN,OPALIN,0.98050344
LSM11,LSM11,0.9804791
ZNF487,ZNF487,0.9804383
GRINA,GRINA,0.98037446
MRPL52,MRPL52,0.9803604
EEF1A1,EEF1A1,0.98036
ZNF79,ZNF79,0.9803565
SPG7,SPG7,0.9803547
CYP3A43,CYP3A43,0.9803316
CEP20,CEP20,0.9803214
BRSK2,BRSK2,0.98031324
INPP5B,INPP5B,0.9803004
PTGS1,PTGS1,0.9802899
MAEA,MAEA,0.98028314
KTN1,KTN1,0.98025936
CBX5,CBX5,0.98021686
TMEM134,TMEM134,0.98021287
DPY19L4,DPY19L4,0.9802073
PACRGL,PACRGL,0.98020494
F12,F12,0.98014927
REXO1,REXO1,0.98014295
OR8B4,OR8B4,0.9801015
LRRC56,LRRC56,0.9800969
GRK4,GRK4,0.9800852
HCCS,HCCS,0.9800816
PRPF3,PRPF3,0.98007256
DNAJC1,DNAJC1,0.9800434
LMO7,LMO7,0.9800421
ODAM,ODAM,0.98003435
SLC35E4,SLC35E4,0.9800314
C11H11orf65,POGLUT3,0.98001844
MYOM1,MYOM1,0.9799613
MTMR1,MTMR1,0.9799554
ZNF653,ZNF653,0.97994155
OVOL2,OVOL2,0.9799363
TPO,TPO,0.97993284
PFKL,PFKL,0.9799235
TNFRSF10D,TNFRSF10D,0.97982395
C12H12orf60,C12orf60,0.97977287
DDX41,DDX41,0.9797696
CUTC,CUTC,0.9797375
PI4KA,PI4KA,0.97973424
ANAPC7,ANAPC7,0.9797322
SLC9A6,SLC9A6,0.9797253
ZNF678,ZNF678,0.97971636
PFDN2,PFDN2,0.979691
KRTAP10-2,KRTAP10-7,0.9796892
NKX2-1,NKX2-1,0.97968394
DLST,DLST,0.9796694
CNKSR1,CNKSR1,0.9796304
RYK,RYK,0.9796245
TLL2,TLL2,0.9796204
GRIN2D,GRIN2D,0.9796091
SHTN1,SHTN1,0.97959596
ST6GALNAC1,ST6GALNAC1,0.9795884
ZSCAN18,ZSCAN18,0.9795783
ZRSR2,ZRSR2,0.9795615
EPB41L4B,EPB41L4B,0.97954524
CTRC,CTRC,0.9795151
ZFP1,ZFP1,0.97951406
