mice gene name,pig gene name,correlation
Mccc2,MCCC2,0.912939
Abi3bp,ABI3BP,0.912907
Micall1,MICALL1,0.9128951
Mylk3,MYLK3,0.91289055
Gfi1b,GFI1B,0.9128576
Zfp36l1,ZFP36L1,0.91285104
St13,ST13,0.9128452
Ajm1,AJM1,0.9128401
Gas2l2,GAS2L2,0.91283953
Inpp5e,INPP5E,0.91282636
Serpinf1,SERPINF1,0.9128078
Lcn10,LCN10,0.91280395
Man2b1,ITGAD,0.9127962
Zfp330,ZNF330,0.91271436
Lrp2bp,LRP2BP,0.91270584
Fam53b,FAM53B,0.91269594
Adcy4,ADCY4,0.9126427
Flywch2,FLYWCH2,0.91264033
Tpr,TPR,0.9125525
Usb1,USB1,0.9125439
Ly6e,LY6E,0.9125409
Coa8,COA8,0.9125387
Ten1,TEN1,0.91253686
Wdr91,WDR91,0.9125307
Lca5,LCA5,0.91246253
Lonrf3,LONRF3,0.91244036
Phkb,PHKB,0.9123941
Gapdhs,GAPDHS,0.9123716
Hjv,HJV,0.9123692
Inpp5f,INPP5F,0.91236866
Tm9sf2,TM9SF2,0.912341
Asb7,ASB7,0.91225624
Cfap161,CFAP161,0.91224295
Tmem131,TMEM131,0.91215044
Hrh4,HRH4,0.9121462
Zfp335,ZNF335,0.91213477
Acbd6,ACBD6,0.9121255
Gpihbp1,GPIHBP1,0.9121161
Rbm5,RBM5,0.912078
Ctsh,CTSH,0.91206133
Slc2a1,SLC2A1,0.91204065
Adam10,ADAM17,0.9119789
Cox6b2,COX6B2,0.9119599
Usp7,USP7,0.9119461
4930451I11Rik,C16orf92,0.9119406
Renbp,RENBP,0.9119375
Dennd6b,DENND6B,0.91187507
Zfp185,ZNF185,0.9118688
Hspa5,HSPA5,0.9118245
Parp1,PARP1,0.91180533
Fcho1,FCHO1,0.9117904
Spem2,SPEM2,0.91178125
Myo10,MYO10,0.9117811
Abhd18,ABHD18,0.91176254
Aar2,AAR2,0.91175926
Tk1,TK1,0.9117553
Niban2,NIBAN2,0.91171813
Ccdc54,CCDC54,0.9116741
Mob2,MOB2,0.91167134
Cdk9,CDK9,0.91164804
Prdm6,PRDM6,0.91162294
Psph,PSPH,0.91157013
Ppef1,PPEF1,0.9115428
Serpinf2,SERPINF2,0.9114132
Ooep,OOEP,0.91140944
Atp6ap1,ATP6AP1,0.9114075
Tmem35b,TMEM35B,0.9114059
Prkcz,PRKCZ,0.91133565
Pxmp2,PXMP2,0.9113209
Gpbp1,GPBP1,0.91131437
Zmynd11,ZMYND11,0.91130644
H2-Oa,SLA-DOA,0.91127294
Slc26a3,NXPE3,0.9112644
Sox15,SRY,0.91125864
Mlec,MLEC,0.91125154
Arhgap29,ARHGAP29,0.9112328
Pelp1,PELP1,0.9112317
Ext2,EXT1,0.9112209
Plin5,PLIN5,0.911195
Pgap2,PGAP2,0.91114223
Ggt5,GGT5,0.91111815
Zfp687,ZNF687,0.91111517
Pecr,PECR,0.9110811
Pex1,PEX1,0.91103137
Ap4m1,AP4M1,0.91094136
Nmrk1,NMRK1,0.91091377
Tnfrsf11a,TNFRSF11A,0.910895
Miox,MIOX,0.91086453
Kat2b,KAT2B,0.91083145
Kitl,KITLG,0.91082275
Plekhm3,PLEKHM3,0.9108164
Faap20,FAAP20,0.91081196
Prdm2,PRDM2,0.9108115
Pex14,PEX14,0.91078126
Zfp318,ZNF318,0.91076726
Pole3,POLE3,0.9107498
Sec22b,SEC22B,0.9107409
Tmprss13,TMPRSS2,0.91073835
Pkn2,PKN2,0.9107322
N4bp2l1,N4BP2L1,0.9106117
Insr,INSR,0.9105508
Myl1,MYL1,0.91053927
Mtf1,MTF1,0.91052717
Ugp2,UGP2,0.9105165
Prrc1,PRRC1,0.91051483
Inava,INAVA,0.91048807
Tnfsf10,GHSR,0.9104506
Lrig2,LRIG2,0.9104484
Soat1,SOAT1,0.91043407
Mpdu1,MPDU1,0.9104132
Cnot3,CNOT3,0.91038156
Myd88,MYD88,0.910374
Palb2,PALB2,0.91029036
Fut2,FUT2,0.91027653
Zfp608,ZNF609,0.9102611
Alg12,ALG12,0.91022277
Commd1,COMMD1,0.9102157
Xlr,SYCP3,0.91021144
Slc37a3,SLC37A3,0.9102016
Il31ra,IL31RA,0.91017455
Larp7,LARP7,0.91014653
Pym1,PYM1,0.91013545
Cep63,CEP63,0.91012686
Tonsl,TONSL,0.91010547
A530016L24Rik,C14orf180,0.910073
Gm45871,ZNF189,0.9100105
Tmem170b,TMEM170B,0.9099998
Crnn,CRNN,0.9099867
Wrap73,WRAP73,0.9099325
Agbl3,DCAF16,0.9099161
Fam214b,ATOSB,0.90983784
Stmn4,STMN4,0.909736
Chml,CHML,0.909646
Mpzl3,MPZL3,0.9096193
Plet1,PLET1,0.9096099
Rwdd4a,RWDD4,0.90960634
Prpf40b,PRPF40B,0.9095975
Heca,HECA,0.90957844
Atg4b,ATG4B,0.90955365
Glyctk,GLYCTK,0.9094868
Ikzf5,IKZF5,0.90946364
Nsmce3,MAGEF1,0.90943813
Ppp2r2d,PPP2R2C,0.9093923
Caprin2,CAPRIN2,0.9093531
Col15a1,COL16A1,0.9093166
Rbm44,RBM44,0.9093126
Trim40,TRIM40,0.9093056
Pla2g2c,PLA2G1B,0.90925556
Cflar,CFLAR,0.9092445
Naxe,NAXE,0.90921235
Lrrc2,LRRC2,0.9092036
Cenpe,GOLGB1,0.90919673
Nrbp1,NRBP1,0.90919054
Ncf2,NCF2,0.9091321
Tmem116,TMEM116,0.9090835
Umod,UMOD,0.9090784
Bud13,BUD13,0.9090763
Hddc3,HDDC3,0.90907043
Rsrc2,RSRC2,0.909045
Upk3a,UPK3A,0.90901077
Pnpla8,PNPLA8,0.90899974
1700016H13Rik,C5orf52,0.90896064
Fcrla,FCRLA,0.90891534
Aida,AIDA,0.90890247
Polq,POLQ,0.9088928
Snx25,SNX25,0.9088331
Tnfaip3,TNFAIP3,0.9088027
Ttc38,TTC38,0.9088004
Ccdc63,CCDC63,0.90879226
Smim26,SMIM26,0.9087787
Arhgef18,ARHGEF18,0.9087506
4930407I10Rik,SPATA31G1,0.9086793
Nop14,NOP14,0.9086778
Cct2,CCT2,0.90867406
Kmt2e,KMT2E,0.9086536
Tmem165,TMEM165,0.90864754
Trpm6,TRPM6,0.9086466
Taf3,TAF3,0.90861493
Ccdc92,CCDC92,0.90856373
Prr32,PRR32,0.9085014
Brk1,BRK1,0.9084756
Ccpg1,CCPG1,0.9084652
Slc39a9,SLC39A9,0.90845895
Akp3,ALPL,0.9084439
Gen1,GEN1,0.9084007
Gal3st4,GAL3ST4,0.9083852
Ascl4,ASCL4,0.9083603
Pitx2,HOXA10,0.90835184
Uqcrq,UQCRQ,0.90830654
Tmem183a,TMEM183A,0.9082395
Cops3,COPS3,0.9082269
Rnf167,MTFP1,0.9082073
Zfp935,ZNF649,0.90820146
B2m,B2M,0.90819675
Sypl,SYPL1,0.9080987
Fanci,FANCI,0.90803164
Lamb1,LAMB1,0.9080288
Zfp444,ZNF444,0.90797335
Cd81,CD81,0.9078956
Itgb1,ITGB1,0.9078859
Emg1,EMG1,0.9078824
Fbxl12,FBXL12,0.9078721
Atrip,ATRIP,0.90785825
Pih1d1,PIH1D1,0.90785736
Utp20,UTP20,0.90784174
Galk2,GALK2,0.90783685
Nab2,NAB2,0.90783364
Niban1,NIBAN1,0.90779567
Pdyn,PDYN,0.90778065
Lrrc42,LRRC42,0.9077744
Gusb,GUSB,0.9077608
Iqca1l,IQCA1L,0.90772337
Nubp2,NUBP2,0.90769416
Snapc2,SNAPC2,0.9076706
Tmem106c,TMEM106B,0.90765893
Nr1h2,NR1H2,0.9076581
1700028J19Rik,TMEM225B,0.90765077
Fcgrt,FCGRT,0.9075724
Ccna1,CCNA1,0.9075656
Rbbp6,RBBP6,0.9075403
Sugp2,SUGP2,0.9074487
Ggt6,GGT6,0.9074305
Tnfrsf13b,TNFRSF13B,0.9074298
Nsg1,NSG2,0.9074009
Gask1a,GASK1B,0.90730524
Scfd1,SCFD1,0.9072878
Ern1,ERN1,0.90721005
Tnfsf8,TNFSF8,0.9071983
Sod2,SOD2,0.90717876
Odf2l,ODF2L,0.9071756
Metap1,METAP1,0.9071746
Asb18,ASB18,0.90715724
Cdc42se2,CDC42SE1,0.9071089
Nob1,NOB1,0.90708166
Wfdc13,WFDC10A,0.90698624
Ap1g2,AP1G2,0.9069793
Mro,MRO,0.9069766
Nsf,NSF,0.90689915
Ngf,NGF,0.9068965
Nudt6,NUDT6,0.90687996
Slc35b2,SLC35B2,0.9068309
Sptssa,SPTSSA,0.90682065
Katnal1,KATNAL1,0.9068131
Hpse,HPSE,0.9067595
Fam189b,ENTREP3,0.9067254
Ddx18,DDX18,0.90666646
Rnf123,AK7,0.9066264
Olfm5,OLFML3,0.9065791
Cluap1,CLUAP1,0.90657884
Pfdn4,PFDN4,0.9065681
Napsa,NAPSA,0.9065555
Bsdc1,BSDC1,0.9065441
Cep97,CEP97,0.9065268
Ubxn2a,UBXN2A,0.90651554
4930469K13Rik,C5orf58,0.9063954
Zdbf2,ZDBF2,0.9063104
Golga2,GOLGA3,0.9063102
Mrpl54,MRPL54,0.9062963
Mmgt1,MMGT1,0.9062859
Zar1,ZAR1,0.90628517
Il1a,IL33,0.906248
Kcnj5,KCNJ5,0.9062182
Csmd2,CSMD1,0.9061727
Tmem267,TMEM267,0.9061605
Asb8,ASB6,0.9061559
Ift46,IFT46,0.9061023
Zfp248,ZNF248,0.90602314
Uqcrc2,UQCRC2,0.9060066
Ell2,ELL2,0.90600604
Kmt5a,KMT5A,0.9060017
Arl15,ARL15,0.9059608
Eif3k,COPS8,0.90595555
Mpv17l,MPV17L,0.9059019
Nlrp10,NLRP4,0.90589917
Izumo1,IZUMO1,0.90586007
Alkbh4,ALKBH4,0.90584654
AW209491,C7orf25,0.9058201
Parg,PARG,0.905769
Pwp1,PWP1,0.90576816
Tex9,TEX9,0.9057206
Atp8b2,ATP8B2,0.9056923
Rhbdf1,RHBDF1,0.9056642
Rbm15b,RBM15B,0.9056494
Mtif3,MTIF3,0.90564024
Sfxn5,SFXN5,0.9056077
Ptp4a3,PTP4A3,0.9056047
Zbp1,ZBP1,0.9055671
Psca,PSCA,0.9055319
Pole,POLE,0.9055282
Galntl6,GALNTL6,0.90552133
Vkorc1,VKORC1L1,0.9055184
Kcnk18,KCNK4,0.90550107
Cul2,CUL2,0.9054945
Fbxo24,FBXO24,0.9054934
Spag8,SPAG8,0.9054855
Il6ra,IL6R,0.9054821
Top3b,TOP3B,0.90546525
Pprc1,PPRC1,0.9054363
Dll1,DLL1,0.9054285
Fam71f2,GARIN1A,0.90540224
Foxred1,FOXRED1,0.90538573
Ulk1,ULK1,0.90538263
Aimp1,AIMP1,0.90536237
Tbrg1,TBRG1,0.90535015
Trat1,TRAT1,0.90534645
Bclaf3,BCLAF3,0.9053436
Elk1,ERF,0.90534306
Elmo1,ELMO1,0.90522975
Krtdap,KRTDAP,0.90522873
Taco1,TACO1,0.90519404
Csf2rb,IL2RG,0.9051524
Tgm1,TGM1,0.9051329
Ndufb5,NDUFB5,0.9050997
Socs6,SOCS6,0.90509087
Esyt3,MCTP2,0.9050732
Lrrc4,LRRC4,0.90506506
Cyb561d2,CYB561D2,0.904943
Lrriq1,LRRIQ1,0.90493846
Urod,UROD,0.9049139
Gnrh1,GNRH1,0.90486723
Parpbp,PARPBP,0.9048368
Htra4,HTRA3,0.9048128
Pms1,PMS1,0.90478396
Abcb6,ABCB6,0.9047788
Tsc22d4,TSC22D4,0.90476334
2610507B11Rik,BLTP2,0.90471315
Osbp2,OSBP2,0.9046914
Larp1b,LARP1B,0.90467864
Tirap,TIRAP,0.90467674
Hrc,HRC,0.90462923
Sv2b,SV2B,0.90460825
Rab33b,RAB33B,0.9045894
Xpc,XPC,0.904539
Plekhg2,PLEKHG2,0.9045314
Dcaf15,DCAF15,0.9045129
Ube3b,UBE3C,0.90448993
Dcp1b,DCP1B,0.90446657
Cfap206,CFAP206,0.90445906
Moxd1,MOXD1,0.9044118
Reep5,REEP5,0.90432334
Pds5a,PDS5A,0.9043172
Sod3,SOD3,0.9042822
Lins1,LINS1,0.90426695
Pura,PURA,0.90418583
Lysmd3,LYSMD3,0.90416694
Tufm,TUFM,0.9041512
Lelp1,LELP1,0.90414745
Wdr47,WDR47,0.9041471
Entpd4,ENTPD4,0.90414244
Marveld3,MARVELD3,0.9041394
Stra8,STRA8,0.9041347
Nxf1,NXF1,0.90412724
Mcm3ap,ZNF292,0.9040944
Thap4,THAP4,0.9040758
Tesl1,TES,0.90406495
Gcdh,GCDH,0.9040527
Lars,LARS1,0.9039816
Gpank1,GPANK1,0.90393484
Prrt1,PRRT1,0.9039049
Lhpp,LHPP,0.90390223
Cog4,COG4,0.9038589
B4galnt4,B4GALNT4,0.90384305
Cep126,CEP126,0.9038123
Tmem108,TMEM108,0.9038123
Ppp6r1,PPP6R1,0.9037667
Pld2,PLD2,0.9037321
Grem2,GREM2,0.90370667
Ccl1,CCL1,0.90370303
Trbv12-2,TRBV9,0.9036957
9930021J03Rik,BRD10,0.90367746
Hmgxb4,HMGXB4,0.90367657
Slamf6,SLAMF6,0.90367347
Top2b,TOP2B,0.9035925
Endov,ENDOV,0.90349597
Gm128,C1orf56,0.9034756
Rpl14,RPL14,0.9034631
Casp12,CASP1,0.9034605
Wdhd1,WDHD1,0.9034293
1810037I17Rik,C4orf3,0.90341324
Cept1,CEPT1,0.9034122
Akip1,AKIP1,0.90335226
Edc3,EDC3,0.9033323
Spz1,SPZ1,0.9033288
Chrng,CHRNG,0.90330285
Xkr8,XKR8,0.90329665
Scly,SCLY,0.9032935
Prkag2,PRKAG2,0.90328884
Pde11a,PDE11A,0.90328765
Cylc1,CYLC1,0.9032829
Stxbp3,STXBP2,0.9032515
Brsk1,BRSK1,0.90319526
Chpf2,CHPF2,0.9031699
Cyb5r1,CYB5R1,0.90315336
Impa2,IMPA2,0.90313405
Mmaa,MMAA,0.9031184
Usp36,USP36,0.9031013
Ankrd11,ANKRD11,0.9030949
Hyal2,HYAL2,0.9030893
Ddx20,DDX20,0.9030457
Slc5a4a,SLC5A7,0.902972
Tapt1,TAPT1,0.902943
Cacna2d3,CACNA2D3,0.90291476
Gorab,GORAB,0.902847
Rpn1,RPN1,0.9028345
Akirin1,AKIRIN1,0.90282875
Smdt1,SMDT1,0.90280545
Limd1,LIMD1,0.9027939
Fam228b,FAM228B,0.90269965
Parp9,PARP9,0.9026721
Dpep2nb,DPEP2NB,0.9026256
Tmem41b,TMEM41B,0.9025548
Tmco4,TMCO4,0.9025225
Msantd5,MSANTD5,0.90251803
Ttc26,IFT56,0.9024957
S100a8,S100A8,0.90248746
Snx20,SNX20,0.9023976
Rarres2,RARRES2,0.90232784
Chst11,CHST11,0.9022687
Mien1,MIEN1,0.9022583
Mavs,MAVS,0.90225744
Tnrc6b,TNRC6B,0.9022353
Nploc4,NPLOC4,0.9022318
Klhdc4,KLHDC4,0.90221244
Adam32,ADAM32,0.9022019
B3gntl1,B3GNTL1,0.90216553
Sppl2a,SPPL2A,0.90213555
Stk11,STK11,0.9021304
Rhobtb3,RHOBTB3,0.9021124
Ube2c,UBE2A,0.90211195
Ccnb3,CCNB3,0.90210515
Aup1,AUP1,0.90205896
Cc2d2b,CC2D2B,0.9020511
Gnal,GNAL,0.90203637
Acr,ACR,0.90199405
Gucd1,GUCD1,0.9019658
Prpf6,PRPF6,0.90196365
Sgf29,SGF29,0.90193474
Camkv,CAMKV,0.90191656
Ptov1,PTOV1,0.90189785
Ahr,AHRR,0.9018751
Senp6,SENP6,0.9018738
Odf3b,CIMAP1B,0.9018328
Chmp3,CHMP3,0.9017975
Dnal1,DNAL1,0.9017897
Selenof,SELENOF,0.9017853
Aqp7,AQP10,0.90176827
Slc46a1,SLC46A1,0.9017658
Nrcam,NFASC,0.90174586
Mat2a,MAT2A,0.90169364
Hal,HAL,0.9016842
Srprb,SRPRB,0.9015636
Sun1,SUN1,0.9015427
Tmed1,TMED1,0.90153944
Edf1,EDF1,0.9015326
Fbxo7,FBXO7,0.9015237
Alg6,ALG6,0.90151274
Tspo2,TSPO2,0.90144855
Pdcd6ip,BROX,0.9014466
Blm,BLM,0.9014447
Gm38999,C19orf84,0.9014103
Gfpt1,GFPT1,0.9013977
H2-DMa,SLA-DMA,0.9013931
Cacna1i,DBNDD1,0.9013698
Harbi1,HARBI1,0.90128857
Tmem169,TMEM169,0.90127456
Mcph1,MCPH1,0.90126157
Scp2d1,SCP2D1,0.9012515
Soga3,MTCL3,0.90123975
Mcu,MCU,0.90120935
Pdk4,PDK4,0.9011899
Gimap9,GIMAP4,0.90118057
Prdm15,PRDM15,0.90107083
Tars2,TARS2,0.90106255
Tmem26,TMEM26,0.90104604
Bcan,BCAN,0.9010299
Bcl7c,BCL7C,0.9009701
Laptm4b,LAPTM4B,0.9009553
Hbp1,HBP1,0.90092033
Cpz,CPZ,0.90091705
Kcng2,KCNG2,0.90088814
Scrib,SCRIB,0.90087765
Gli2,GLI3,0.90081203
Fcho2,FCHO2,0.90080273
Znrf4,ZNRF4,0.90079516
Susd4,SUSD4,0.90077174
Rnase4,RNASE6,0.90073323
Tollip,TOLLIP,0.9007161
Pip4p1,PIP4P1,0.9007081
Acsf3,ACSF3,0.90069294
Dctn4,DCTN4,0.90069044
Rassf8,RASSF8,0.9006722
Neurog3,NEUROG3,0.9006659
Prss33,TMPRSS13,0.9006608
Stimate,TMEM272,0.90065837
Phf20,PHF20,0.9006399
Zfp516,SALL1,0.900611
Slc39a6,SLC39A6,0.90059227
Zfand4,ZFAND4,0.9005862
Zbtb12,ZBTB12,0.90057915
1110004F10Rik,C11orf58,0.9005088
Rpp40,RPP40,0.90048254
Gata6,KLF2,0.900463
Vwa5b1,VWA5B1,0.9004604
Uqcrfs1,UQCRFS1,0.9004197
Hmgcs1,HMGCS1,0.9004192
Fam162a,FAM162A,0.9004053
2900026A02Rik,CRACDL,0.90040004
Fam174c,FAM174C,0.9003955
Mapkap1,MAPKAP1,0.9003953
Clec7a,CLEC7A,0.9003706
Tspyl2,TSPYL2,0.9003231
Wbp1,WBP1,0.9002911
Mok,MOK,0.90027493
Lrp10,LRP10,0.9002061
Spocd1,SPOCD1,0.90018916
Mrpl52,MRPL52,0.9001796
Csn2,CSN2,0.90015966
Vamp4,VAMP4,0.90012085
Eif4g2,EIF4G2,0.9001166
Gm11639,EFCAB13,0.90008074
Atf7ip,ATF7IP,0.9000302
Fbxo28,FBXO28,0.8999602
Rtl1,RTL1,0.89994246
Nox1,NOX1,0.89992356
Dnajc25,DNAJC25,0.8999233
Defb34,DEFB116,0.89987296
Naa20,NAA20,0.8998263
Cox6c,COX6C,0.89981705
Trmt112,TRMT112,0.89978987
Selenos,SELENOS,0.8997727
Klhl22,KLHL22,0.89976645
Tmem18,TMEM18,0.8997529
Mcoln1,MCOLN1,0.89972126
Gm37797,MARCOL,0.89970875
Hoxb3,HOXB3,0.8996776
Epdr1,EPDR1,0.8996753
Sim1,SIM1,0.8996682
Hsp90ab1,HSP90AA1,0.8996585
Rasgrp3,RASGRP3,0.89964044
Doc2g,DOC2A,0.89962924
Foxn3,FOXN3,0.8996285
Arhgef25,ARHGEF25,0.8996266
Mov10,MOV10,0.89961475
Agpat1,AGPAT1,0.8995146
Stra6,STRA6,0.89949006
Ercc8,FIS1,0.8994419
Dda1,DDA1,0.8994318
Ipo7,IPO7,0.8994149
Cnpy3,CNPY3,0.8993987
4933427D14Rik,PITPNM3,0.8993854
Wdr86,WDR86,0.89933795
Grwd1,GRWD1,0.89931846
Lsm2,LSM2,0.8993021
Gmds,GMDS,0.89929706
Zfp105,ZNF35,0.8992896
Chaf1b,CHAF1B,0.8992754
Slc25a17,SLC25A17,0.8992652
Zfr,ZFR,0.89926165
Dnajc16,DNAJC16,0.8992474
Sft2d2,SFT2D2,0.89924663
Agpat2,AGPAT2,0.89911884
Setd5,SETD5,0.89905006
Gca,GCA,0.89897597
Arhgef10,ARHGEF10,0.8988934
Ndufb8,NDUFB8,0.8988875
Ankrd42,ANKRD42,0.89888346
Dbr1,DBR1,0.89888346
Morf4l2,MORF4L2,0.89874965
Kifc3,KIFC3,0.89874595
Llcfc1,LLCFC1,0.89873594
Mettl5,METTL5,0.89869344
Vwa3a,VWA3A,0.8986639
Gm45261,CCDC195,0.8986544
Prkce,PRKCH,0.8986277
Washc1,WASHC1,0.89858353
Spindoc,SPINDOC,0.8985775
Rasl12,RASL12,0.89855283
Nfe2l3,NFE2L3,0.8985295
Smc5,SMC4,0.89851826
Ppp4c,PPP4C,0.8984713
3110040N11Rik,C15orf40,0.89843726
Gstt4,GSTT4,0.8984155
Efhb,EFHB,0.89835894
Ocm,PVALEF,0.89835423
Kndc1,TEX14,0.89830786
C4b,C4A,0.89828694
Ppt1,PPT1,0.8982703
Myh6,MYH7,0.8982561
Cdk5r1,CDK5R1,0.8982206
Spata3,SPATA3,0.89820415
Dhx37,SKIC2,0.8982002
Lkaaear1,LKAAEAR1,0.8981824
Scml2,SCML2,0.8981424
Ccl6,CCL14,0.8981303
Colq,COLQ,0.8980826
Pdxk,PDXK,0.89806557
Ndc80,NDC80,0.8980419
Hrct1,HRCT1,0.897963
Abcd3,ABCD3,0.897942
Pten,MTMR2,0.89793205
Nedd1,NEDD1,0.89792585
Scml4,SCML4,0.8978854
Smarcd1,SMARCD1,0.89787
Primpol,PRIMPOL,0.8977934
Fbxo9,FBXO9,0.8977803
Wdr31,WDR31,0.8977705
Ubfd1,UBFD1,0.89777017
Cars2,CARS1,0.897718
Acot11,ACOT11,0.89769775
Zfp451,ZNF451,0.8976453
Dapk1,DAPK1,0.8976311
Rab35,RAB35,0.89756066
Mynn,MYNN,0.8975292
Otulinl,OTULINL,0.8974902
Wdr83,WDR83,0.8974783
Exoc3l2,EXOC3L2,0.8974657
Nopchap1,NOPCHAP1,0.897459
Hmces,HMCES,0.8974539
Slc20a1,SLC20A1,0.89745384
Tor1b,TOR1B,0.8974534
1700007K13Rik,PIERCE1,0.89745015
Zfp414,ZNF414,0.8974481
Zbtb49,ZBTB49,0.89743835
Zfta,ZFTA,0.89742553
Pkn3,PKN3,0.89737296
Caskin2,CASKIN2,0.89737266
Trav8n-2,TRAV6,0.8973525
Aldh3a1,ALDH3A1,0.8973524
Fn3k,FN3K,0.8973478
Tut4,TUT4,0.89731556
Ldha,LDHC,0.8973092
Ilk,ILK,0.8972897
Rnaseh2c,RNASEH2C,0.8972348
Tomm40l,TOMM40L,0.89721936
Mroh8,MROH7,0.8972193
Map3k5,MAP3K5,0.89721763
Zfp747,REPIN1,0.89720434
Tbk1,TBK1,0.89716494
Clec9a,CLEC1B,0.8971212
Ivl,IVL,0.89707226
Rhag,RHAG,0.8970633
Ghrh,GHRH,0.8970508
Pimreg,PIMREG,0.89702404
Taf1,KAT14,0.896968
Nlrx1,MYO19,0.8969276
Capn11,CAPN11,0.8969267
Ccnl2,CCNL2,0.89683795
Ube2l3,UBE2L6,0.8967288
Clec2i,CLEC2B,0.8967227
Dnai1,DNAI1,0.8967104
Babam1,BABAM1,0.89669496
Pde6d,PDE6D,0.8966924
Nmbr,NMBR,0.89662796
Mtx3,MTX3,0.8966124
Fam110c,FAM110C,0.89653975
Tmem138,TMEM138,0.89652765
Pnpla7,PNPLA7,0.89649385
Cep44,CEP44,0.8964851
Uckl1,UCKL1,0.8964729
Cited2,CITED2,0.8964724
Tmem179b,TMEM179B,0.89644825
Dhcr7,DHCR7,0.8963203
Cd52,CD52,0.89630497
Arhgef40,ARHGEF40,0.896205
Dnajb9,DNAJB9,0.8961795
Maco1,MACO1,0.8961687
Scarb1,SCARB1,0.8961158
Zdhhc17,ZDHHC17,0.89606816
Mst1,MST1,0.8960632
Il20ra,IL20RA,0.8960428
Pigb,METTL15,0.8960417
Ifnk,IFNK,0.89598024
Alg5,ALG5,0.89596575
1190005I06Rik,C16orf74,0.89596075
Fbf1,FBF1,0.8959328
Mtmr1,MTMR1,0.89592713
Mrpl41,MRPL41,0.89590114
Sbf2,SBF2,0.8958728
Dppa5a,DPPA5,0.8958663
Tnfsf9,TNFSF9,0.8958524
Tedc2,TEDC2,0.895838
Rln1,INSL6,0.8957986
Dgcr8,MAP1B,0.89570534
Dap3,DAP3,0.8956961
Atoh8,ATOH8,0.8956865
Lrrc8c,LRRC8C,0.89558154
Madcam1,ICAM3,0.89555377
Fktn,FKTN,0.8955062
Ino80e,INO80E,0.8955028
Fam135b,FAM135B,0.89549273
Apc2,APC2,0.89543366
Gin1,GIN1,0.89540637
Unc45a,UNC45A,0.8953909
Aldh18a1,ALDH18A1,0.89538455
Rnf41,RNF41,0.8953815
Dzip3,DZIP3,0.8952669
Frmpd2,NSRP1,0.895249
9930012K11Rik,C8orf58,0.89524144
Ints10,CABIN1,0.89518285
Grik5,GRIK5,0.8950814
Tmem167,TMEM167A,0.8950807
Zbtb20,ZBTB20,0.89504784
Cd24a,CD24,0.8949437
Ap1ar,AP1AR,0.89492697
Zfp473,ZNF202,0.8949201
Lrrc8d,LRRC8D,0.8949011
Prkg2,PRKG2,0.8948919
Prkar2a,PRKAR2A,0.89489025
Gtpbp2,GTPBP2,0.894857
Fasl,FASLG,0.894847
Eif3d,EIF3D,0.8947244
Rfx5,RFX5,0.89469206
Cndp2,CNDP2,0.89465904
Nrm,NRM,0.8946568
Ampd3,AMPD3,0.8946434
Gata1,GATA1,0.89462876
Tspan8,TSPAN8,0.8946188
Slc4a2,SLC4A3,0.89457357
Kctd16,KCTD16,0.89456624
Dbndd1,PAGE2B,0.8945599
Csf2rb2,CSF2RB,0.8945592
Mup13,PAEP,0.8945279
Trh,TRH,0.89451134
Wdr88,WDR88,0.8945029
Herc1,HERC1,0.89448696
Gm44596,NRIP3,0.89444584
Gcc1,GCC1,0.8944282
Amz1,AMZ1,0.8943874
Kcnt2,KCNT2,0.89431435
Kcnj15,KCNJ15,0.89423454
Enpp3,ENPP3,0.89421606
Slc51a,SLC51A,0.8942107
Eva1a,EVA1A,0.8941861
Cwc27,CWC27,0.89418346
Zfp511,ZNF511,0.8941662
Gfra1,GFRA1,0.8941425
Akap13,CCSER1,0.89412534
Mars1,LARS2,0.8940895
Klk6,KLK6,0.89407676
Obi1,OBI1,0.8940419
Txndc8,TXNDC8,0.8940296
Pml,PML,0.894005
Sgpl1,SGPL1,0.89393973
Itih2,ITIH2,0.89391524
Klf4,KLF4,0.8938744
Fbxo15,FBXO15,0.89381796
Mosmo,MOSMO,0.8938129
Appl2,APPL2,0.8937742
Ephx4,EPHX4,0.8937574
Fam155a,NALF1,0.8937355
Nap1l4,NAP1L4,0.8937295
Mccc1,MCCC1,0.8937091
Evx1,SIX5,0.8937061
Srsf6,SRSF6,0.89370227
Dnajc13,WDFY3,0.89364105
Abhd14a,ABHD14A,0.89356446
Bspry,BSPRY,0.8935172
Dera,DERA,0.89351285
Tbx1,TBX1,0.89351285
Msrb2,MSRB2,0.8935107
Ucn2,UCN2,0.8934528
Rnf44,RNF44,0.8934133
Npb,NPB,0.8934038
Endod1,ENDOD1,0.89334714
Nppb,NPPB,0.8933359
Peak1,PEAK1,0.89331925
Itm2b,ITM2B,0.8932958
Xkr5,XKR5,0.893249
Mocs1,LYPLA2,0.893247
Scgb2b27,SCGB1D1,0.8932063
Baz1a,BAZ1A,0.89319515
Pank2,PANK2,0.8931788
Polb,POLB,0.8931282
Cfap300,CFAP300,0.8929549
Pcmtd2,PCMTD1,0.8929423
Ankrd35,ANKRD35,0.892902
Cybb,GP91-PHOX,0.8928831
Mrrf,MRRF,0.892831
Dram2,DRAM2,0.8927766
Sdhd,SDHD,0.8927599
Mier1,MIER1,0.8926638
Macrod2,MACROD2,0.8926201
