Human gene name,Mouse gene name,correlation
NAP1L4,Nap1l4,0.90480816
ODAD4,Odad4,0.9048041
TKTL1,Tktl1,0.90476775
USP13,Rps6kc1,0.9047531
TIMM23B,Timm23,0.904741
PSMD3,Psmd3,0.90466976
UBXN2A,Ubxn2a,0.9046401
TNFAIP2,Tnfaip2,0.90461534
ZNF781,Gm6871,0.9046108
FBXL5,Fbxl5,0.90460557
NFATC2IP,Nfatc2ip,0.90459704
CT47A1,Gm6268,0.9045934
BTNL8,Btnl4,0.9045814
DSC3,Dsc2,0.90455246
THOC3,Nle1,0.9045486
DHTKD1,Dhtkd1,0.9045151
ICAM3,4931406B18Rik,0.9044988
NSFL1C,Nsfl1c,0.904466
COTL1,Cotl1,0.9044586
NME3,Nme3,0.9044323
FOSL1,Fosl1,0.9044235
IGSF23,Igsf23,0.904406
USP41,Usp18,0.9043602
ANKRD18A,Tex21,0.90434325
CCDC201,Ccdc201,0.90434146
SPANXC,4931400O07Rik,0.9043249
BOC,Ntrk3,0.90431154
RFC1,Rfc1,0.9043054
URI1,Uri1,0.90430516
NEIL1,Tapbp,0.9042966
UCN2,Ucn2,0.90427923
CLCF1,Ctf2,0.9042768
ZBTB3,Zbtb18,0.90422
BIN3,Bin3,0.90417755
LARS1,Lars,0.90417534
TXNDC11,Txndc11,0.9041633
RHBG,Hsd17b2,0.90414894
MGAT4C,Mgat4c,0.90413207
FLYWCH2,Flywch2,0.90413034
IFIT5,Ifit3b,0.90409976
BGLAP,Bglap2,0.90409714
RASL12,Rasl12,0.90407485
APOL4,Apol6,0.90405715
NMRK1,Nmrk1,0.904056
NMNAT3,Nmnat3,0.90405536
ZNF692,Zfp692,0.90403485
PKD2L2,Pkd2l2,0.9040166
DDN,Ddn,0.90400803
TTC24,Ttc24,0.90400326
AKIP1,Akip1,0.9039965
NDUFA10,Ndufa10,0.903854
NAA15,Naa16,0.9038399
GRAMD1C,Gramd1c,0.90383124
TRMT44,Trmt44,0.90383106
SHISAL2B,Shisal2b,0.90381277
TMED10,Tmed10,0.90380126
ADGRL4,Adgrl4,0.90378386
SRPRA,Srpr,0.90377444
PIDD1,Pidd1,0.90372455
PRMT3,Gpr183,0.90372455
FAM170A,Fam170a,0.90372264
CDHR4,Cdhr4,0.9036918
DARS1,Dars,0.9036819
POLR2B,Polr2b,0.90366447
OLFML3,Olfm5,0.90365285
LMO2,Lmo2,0.90363646
ACADVL,Acadvl,0.90360034
ZC3H3,Zc3h3,0.90359044
TENT5D,Tent5d,0.90357167
REV1,Rev1,0.9035372
TRAPPC13,Trappc13,0.9035289
STARD4,Stard4,0.90349936
DPAGT1,Dpagt1,0.90348274
CFAP58,Cfap58,0.9034767
BOD1L1,Bod1l,0.90347517
TEX54,1700092M07Rik,0.9034591
CASP4,Casp1,0.9033726
PTMS,Ptms,0.9033716
ABAT,Xpnpep3,0.9033345
HGS,Hgs,0.9033343
CHAMP1,Champ1,0.90333086
PPCS,Ppcs,0.9033215
ADGRE5,Adgre5,0.90328604
ALKAL2,Alkal2,0.9032465
FAM219B,Fam219b,0.90322256
PGM2,Pgm2,0.9032211
MSH5,Msh5,0.9031624
TMEM119,Tmem119,0.9031229
BOLA2B,Bola2,0.90311414
POLR1E,Polr1e,0.9030206
UTS2,Uts2b,0.90302056
GPR182,Nlrc5,0.9030062
UPF3A,Upf3a,0.9029864
PEX14,Pex14,0.902961
ZFPL1,Zfpl1,0.9029449
CCDC17,Ccdc17,0.90292126
SV2B,Sv2b,0.9028648
TBCK,Tbck,0.90285903
TULP3,Tulp2,0.90285224
PTGDS,Ptgds,0.90282726
PDLIM3,Pdlim3,0.9027939
MYH9,Myh6,0.9027916
COL4A1,Col16a1,0.90278196
SLX1A,Slx1b,0.9027607
C15orf61,2300009A05Rik,0.90275025
NT5DC4,Gm49358,0.90271723
RBM11,Rbm11,0.9027162
NGF,Ngf,0.9026964
CYP2D7,Cyp2d40,0.90262955
EFCAB6,Efcab6,0.902624
MGAT5B,Mgat5b,0.9025923
PNN,Pnn,0.9025839
SNIP1,Snip1,0.9025443
C2orf72,2810459M11Rik,0.9025405
SLC25A16,Slc25a27,0.9025058
FCGRT,Fcgrt,0.902467
CCDC138,Fbxl21,0.9024463
DEFB121,Defb45,0.9024339
C6orf120,1600012H06Rik,0.90242875
ARMH3,Armh3,0.9024107
LRP12,Lrp12,0.90237665
BTBD7,Kctd20,0.90235645
ISY1,Isy1,0.9023509
CXorf66,Tex16,0.9023292
IFI44L,Ifi44l,0.90232027
RFXANK,Rfxank,0.9023133
TXNL1,Txnl1,0.9023012
SWAP70,Swap70,0.9022877
RPL7L1,Rpl7l1,0.9022857
SLCO1A2,Slco1a5,0.9022611
NDNF,Ndnf,0.90224636
PMS1,Pms1,0.9022452
MTRNR2L4,Gm11146,0.9022424
MSH2,Piwil1,0.90222174
PLCB2,Plcb2,0.90222096
C22orf39,Gm28539,0.9022098
DZIP3,Dzip3,0.9022074
MVB12A,Mvb12a,0.9021635
CORO7,Plxna1,0.9021628
TNKS1BP1,Tnks1bp1,0.9021437
PROCA1,Proca1,0.9021357
ASRGL1,Asrgl1,0.90212536
ACOT2,Acot1,0.9020934
TRPM5,Trpc2,0.90209055
DEFB118,Defb21,0.9020849
PCDH18,Pcdh11x,0.90207064
RMDN2,Rmdn2,0.9020684
KRBA1,Krba1,0.9020352
POTEB,Potegl,0.9019936
PFDN1,Pfdn1,0.9019524
ALOX12,Alox12,0.90194976
PGC,Pgc,0.90192884
VPS52,Vps52,0.90192395
ZNF511,Zfp511,0.90191144
FAN1,Fan1,0.9019096
RTKN2,Rtkn2,0.90188164
PRM1,Prm1,0.9018707
TAB1,Pdp1,0.9018564
PMM2,Pmm2,0.901854
NPHP3,Rb1cc1,0.90176296
CLEC7A,Clec7a,0.90175885
AJUBA,Limd1,0.9017564
DYTN,Dytn,0.9017534
CERS5,Cers5,0.90173197
CHPF2,Chpf2,0.9017187
RHOBTB3,Gdap2,0.9017053
YIPF6,Yipf6,0.9016868
IL4I1,Il4i1,0.90168434
SFPQ,Sfpq,0.9016824
PKD1L1,Pkd1l1,0.90166986
C3orf22,BC048671,0.90163493
ITIH2,Itih2,0.90160483
VWA5B2,Vwa5b2,0.9016026
PRR36,Prr36,0.90159637
C2orf16,Gm597,0.9015728
COG1,Cog1,0.9015244
CHRNB3,St3gal6,0.9015136
MVD,Mvd,0.9015061
STK11IP,Eps8l1,0.90147775
RBM34,Rbm28,0.90147156
SLC41A3,Slc41a3,0.901446
HILPDA,Hilpda,0.9014423
SNAP47,Snap47,0.901439
NFKBIE,Nfkbie,0.90141034
SWI5,Swi5,0.90138304
SMIM23,Smim23,0.9013644
RIN3,Sh2d5,0.9012973
KPTN,Kptn,0.9012942
SYCP2,Sycp2,0.90129006
C12orf75,1500009L16Rik,0.9012123
CHAF1B,Chaf1b,0.90120983
MPZL3,Mpzl1,0.9012037
LRPAP1,Lrpap1,0.901193
C15orf39,1700017B05Rik,0.9011715
SCHIP1,Schip1,0.90114623
SNCG,Sncg,0.90114397
UQCRQ,Uqcrq,0.9011064
IGHD5-24,Gm16968,0.90110606
OTUD4,Otud4,0.9010786
NRBP1,Nrbp1,0.90107846
MOV10,Mov10,0.90106803
WARS1,Wars,0.901047
MFSD9,Slc12a7,0.9010396
ACE,Ace3,0.901015
MRPL4,Mrpl4,0.9009913
FCF1,Fcf1,0.9009841
NEIL3,Nwd2,0.9009683
SARAF,Saraf,0.9009213
ASCL4,Ascl4,0.90091294
CCL1,Ccl1,0.90090543
STRA8,Stra8,0.9008975
RAD54L,Kdm2a,0.9008883
TPK1,Tpk1,0.90088814
IL18RAP,Il18rap,0.90088695
RPRD1A,Rprd1b,0.900873
ZBP1,Zbp1,0.90083545
BBIP1,Bbip1,0.9008271
CGN,N4bp3,0.90082604
RAB11FIP4,Cdr2,0.9007982
ZBTB12,Zbtb12,0.90078217
RTL1,Rtl1,0.9007745
AQP10,Aqp7,0.9007712
HPR,Selp,0.9007294
APBB3,Apbb3,0.9007105
TCN1,Cblif,0.90070075
CDC42SE2,Cdc42se1,0.90067667
MED27,Med27,0.9006672
FAM217A,Il16,0.9006445
RAD51AP1,Rad51ap1,0.9006173
RUVBL2,Wdr70,0.9006049
DAW1,Daw1,0.90059185
ERMN,BC147527,0.9005795
FAM104A,Fam104a,0.90057886
ACO2,Aco2,0.90056926
GPC5,Gpc5,0.9005452
STING1,Sting1,0.9005433
ATP2A2,Atp8b2,0.9005182
PURA,Pura,0.9005179
CCDC60,1700016D06Rik,0.90051615
LONP1,Lonp1,0.9005123
OIP5,Oip5,0.90050507
C7orf33,Gm12830,0.9004973
GPR108,Gpr108,0.90049684
RDH13,Rdh13,0.9004912
ANGPTL2,Angptl2,0.9004663
DDA1,Dda1,0.9004629
OGFR,Ogfr,0.900454
RBM14-RBM4,Gm21992,0.90045094
SRPRB,Srprb,0.90044683
PIP4K2B,Pip4k2a,0.900424
E2F4,E2f4,0.90041935
ARMS2,Gm13199,0.9003876
ADAM32,Adam32,0.9003534
NDUFS4,Ndufs4,0.9003276
BRIX1,Rpf2,0.90030354
IQCC,Iqcc,0.90028334
WRAP53,Wrap53,0.90026397
NDUFS6,Ndufs6,0.9002347
MOB3A,Etd,0.90023184
TRAV25,Trav14-1,0.9002176
MAX,Max,0.90021354
TMEM43,Dpyd,0.9002131
TMEM70,Coq2,0.90020114
ATP4A,Cars,0.9001888
ZNF830,Zfp830,0.90017873
CATSPERZ,Catsperz,0.90017205
CEACAM3,Psg26,0.90017146
LAD1,Lad1,0.90016276
LDAH,Ldah,0.9001555
ANXA9,Anxa9,0.900116
PLK1,Plk1,0.9000946
LRRK2,Lrrk2,0.9000933
IMPACT,Impact,0.9000737
YIPF1,Yipf1,0.90007186
LCP2,Lcp2,0.90006286
CD200R1L,Cd200r1,0.90004355
ITM2B,Mrap,0.9000409
CAND2,Cand2,0.90002626
PODXL2,Podxl2,0.9000239
APEH,Trmt2a,0.9000192
CCDC78,Ccdc78,0.8999497
RRP9,Tbl3,0.8999373
PARPBP,Parpbp,0.89991486
SPRY4,Spry4,0.89991367
GOLM1,Golm1,0.8999127
SPNS3,Spns3,0.8999093
SETD7,Setd7,0.89989305
MTUS2,Mtus2,0.8998543
DPPA3,Dppa3,0.8998235
PHF19,Phf19,0.8997953
RSPH14,Rsph14,0.89978415
ABCA13,Abca13,0.89977944
NEUROG3,Neurog3,0.89976096
ESPNL,Espnl,0.89975464
REEP6,Reep6,0.89975286
RHOT2,Rhot2,0.8996888
TMEM80,Tmem80,0.8996847
ATG12,A430005L14Rik,0.89967936
TEN1-CDK3,Ten1,0.8996757
UPRT,Uprt,0.8996591
CCNB1IP1,Ccnb1ip1,0.89965034
TGM4,Tgm4,0.89965034
MYO10,Myo10,0.8996274
ALKBH4,Alkbh4,0.8996106
LSMEM1,Lsmem1,0.89959866
CASP2,Casp2,0.8995856
ATP5MG,Gja1,0.8995799
GALT,Galt,0.89956355
RAD9B,Rad9b,0.89956
FAM171A2,Fam171a2,0.89951205
METTL1,Mettl1,0.8995113
C20orf173,6430550D23Rik,0.89948463
ARMCX4,Armcx4,0.8994793
RECQL4,Recql4,0.89947194
SRD5A3,Srd5a3,0.8994568
OGFOD1,Ogfod1,0.899443
RBPMS2,Rbpms2,0.8994355
SLC22A17,Slc22a17,0.8994086
NECTIN2,Nphs1,0.89932734
HSP90AA1,Trap1,0.8993011
SPAG11B,Spag11b,0.8992955
ERVK3-1,BC030500,0.8992829
PHF20,Phf20,0.8992667
CDAN1,Lemd2,0.8992664
CEP295NL,Cep295nl,0.8992644
MAGEF1,Nscme3l,0.8992561
CFAP44,Cfap44,0.8992529
ARMCX2,Armcx2,0.8992393
LYNX1,Lynx1,0.8992367
CKLF,Cklf,0.8992346
ZC3H12D,Zc3h12d,0.8992345
LPGAT1,Lpgat1,0.8992231
CTBS,Ncstn,0.8992177
PLAAT5,Plaat5,0.89921194
ZNF316,Zfp513,0.8992026
LSM2,Lsm2,0.89918524
LTO1,LTO1,0.8991842
IZUMO4,Izumo4,0.89918005
LVRN,Lvrn,0.8991039
DCTN6,Dctn6,0.899073
MS4A4E,Gm12887,0.8990352
ACSS2,Acss2,0.8990175
IL4,Il7,0.89899784
EZHIP,Ezhip,0.8989698
PCSK1,Pcsk1,0.8989659
CLEC1B,Clec12b,0.8989364
CDHR5,Cdhr5,0.898934
FCHSD1,Fchsd1,0.89892745
TTI1,Tti1,0.8988992
ZAN,Zan,0.89887935
COX8C,Cox8c,0.8988497
FOXL3,Foxl3,0.8988489
ACOX2,Acox2,0.8988392
ANKRD30BL,A26c2,0.89880353
NBN,Nbn,0.89875823
CHP1,Chp1,0.89873195
PLRG1,Plrg1,0.8987202
AGT,Agt,0.89871126
PABPN1L,Pabpn1l,0.89869606
ZBTB4,Prdm13,0.8986847
TALDO1,Taldo1,0.8986812
RARG,Rarb,0.89866143
STK40,Stk40,0.898649
TRPV2,Trpv2,0.89864594
ATOH8,Atoh8,0.89862037
SCPEP1,Scpep1,0.8985874
FBLN1,Fbln1,0.89857084
CRYGN,Crygn,0.8985687
TRAJ1,Traj35,0.8985685
UBXN8,Ubxn8,0.89850163
IQCF3,Iqcf4,0.89842784
CLEC2D,Clec2g,0.89839256
STX4,Stx4a,0.8983759
PPP4R2,Ppp4r2,0.8983691
AUP1,Aup1,0.89836395
G2E3,G2e3,0.8983465
HOMER2,Homer2,0.89834505
SLC39A12,Slc39a12,0.8983433
TEX49,Gm17359,0.8983415
NCAPG2,Ncapd3,0.8983151
CSN2,Csn2,0.89830506
ZCWPW2,Zcwpw2,0.8983037
AGPAT1,Agpat1,0.8982931
INO80D,Ino80d,0.89826643
DAPL1,Dapl1,0.89821965
TRMT9B,Trmt9b,0.89821273
PRORP,Prorp,0.8982105
EPSTI1,Epsti1,0.8981613
ETFA,Etfa,0.8980944
GPI,Gpi1,0.8980855
GRK6,Grk4,0.8980825
COA8,Coa8,0.89801294
TMEM71,Tmem71,0.89800495
BASP1,Basp1,0.898001
CD40,Cd40,0.8979564
DTD2,Dtd2,0.8979302
SETD5,Pcdhgc5,0.8979219
GCC1,Gcc1,0.89786625
UBN2,Ubn2,0.89785385
SLCO6A1,Slco6d1,0.89779127
UTP23,Utp23,0.8977624
MARCHF11,Marchf11,0.8977508
GRAP2,Grap2,0.89772224
KLRC4,Klri1,0.8976604
DSP,Dsp,0.89765555
ARTN,Ntf5,0.8976353
SLC49A3,Mfsd7a,0.89756405
NDUFS2,Ndufs2,0.8975444
STN1,Stn1,0.89754367
STK19,Stk19,0.89752495
ERLIN1,Erlin1,0.8974847
ELP5,Elp5,0.8974643
LAMA4,Lama4,0.897438
RPF1,Rpf1,0.89741397
IGLC3,Igkc,0.8973972
GFOD1,Gfod2,0.8973344
HDDC2,Hddc2,0.8973231
SMPDL3A,Smpdl3a,0.8973115
KRT79,Gm5478,0.89728296
XKR5,Xkr5,0.89726454
GCAT,Nfs1,0.89721483
LINGO1,Lgi4,0.897126
CCDC47,Ccdc47,0.89711183
KCNAB3,Man2b1,0.89709276
ESM1,Esm1,0.8970867
EEF2,Atp8b5,0.8970505
CPVL,Cpvl,0.897037
MON1B,Mon1b,0.8970181
KANK4,Kank4,0.897014
SQOR,Sqor,0.896988
SEBOX,Rhox7b,0.8969853
IGHD1-26,Trdd2,0.89697737
CHMP1A,Chmp1a,0.89695966
CHFR,Midn,0.89695454
GML,Gml,0.89694846
GORASP2,Syndig1,0.8969389
ATP8A1,Atp8a2,0.89693433
SCAPER,Tnrc6a,0.89691234
CCDC85C,Ccdc85c,0.8969017
PATE4,Pate4,0.8968949
RHOXF1,Rhox6,0.8968889
SCGB3A2,Scgb3a2,0.89686704
SLC3A2,Slc3a2,0.89686537
CERKL,Cerkl,0.8968512
SPATA21,Spata21,0.896837
DNLZ,Dnlz,0.8968235
DUSP10,Otoa,0.89680916
ATP5PO,Suclg1,0.89680684
VEGFB,Vegfb,0.8968015
NIFK,Nifk,0.8967639
GUSB,Gusb,0.89675075
IL18,Il18,0.89671904
LHX6,Lhx8,0.8966952
ADGRF5,Adgrf1,0.8966653
NSMCE4A,Nsmce4a,0.89665127
TMEM106C,Tmem106c,0.896648
TXNDC16,Txndc16,0.8966471
PTCH2,Ptch2,0.8966056
ARMH4,Armh4,0.8965901
RWDD1,Rwdd1,0.8965786
CPD,Cpd,0.8965656
BRD3OS,Brd3os,0.8965199
MRPL19,Mrpl19,0.89651805
BBOF1,Bbof1,0.89651704
CSF3R,Csf3r,0.8965063
DEFB129,Defb23,0.8964455
TMEM63A,Tmem63c,0.8964364
CBLN1,Cbln1,0.8964311
IMP4,Imp4,0.89641744
BAK1,Bak1,0.89639884
GTPBP10,Gtpbp10,0.89637494
RAI14,Rai14,0.8963745
ADM,Adm,0.8963681
MGAT4D,Mgat4d,0.8963537
UBL4B,Ubl4b,0.8963343
FABP4,Fabp4,0.89631075
IL13,Il13,0.89627016
SGPL1,Sgpl1,0.89625305
DLEC1,Dlec1,0.89623594
DPPA4,Tmem200c,0.89623594
CYREN,Cyren,0.8962241
IL7,Gm44501,0.89618087
EMP1,Emp1,0.89614147
GSK3A,Ren1,0.89613783
TOP3A,Top3a,0.8961249
HAUS3,Haus3,0.8960907
WIPI1,Wipi1,0.89609015
PLEKHO1,Plekho1,0.8960784
CBWD3,Cbwd1,0.89607406
CAPN11,Capn5,0.89604753
ECHDC2,Cdkn2a,0.8960161
INPP5K,Inpp5k,0.8960084
ODF3B,Odf3b,0.89600396
CLEC9A,Clec9a,0.89599407
SUGP1,Sugp1,0.8959787
BAZ1A,Baz1a,0.8959651
MSRB2,Msrb2,0.89594436
ZNF561,Ifit2,0.89592284
GLT8D2,Glt8d1,0.8959149
ZNF35,Zfp105,0.895914
QPCTL,Chpf,0.8959031
ERP29,Erp29,0.89587265
TNXB,Tnxb,0.89585525
MARVELD3,Marveld3,0.8958424
DEFB136,Defb7,0.89583653
GMIP,Gmip,0.89582634
TEX29,Tex29,0.89582527
SIM1,Sim1,0.895815
COL20A1,Col20a1,0.8958052
SMOC2,Smoc2,0.8957975
SKA1,Ska1,0.8957889
SLC39A6,Slc39a6,0.89578843
PWWP4,BB014433,0.895778
ABO,Abo,0.8957749
CCDC9,Ccdc9,0.8957073
MKKS,Mkks,0.89568686
SHROOM3,Shroom3,0.89564955
SCAF8,Scaf8,0.89564365
THAP1,Thap1,0.89563245
SLC9A9,Clcn4,0.89559615
TEX46,Tex46,0.89551765
SRBD1,Srbd1,0.89550984
OSTF1,Ostf1,0.8954591
POLR3B,Polr3b,0.89542633
VKORC1L1,Vkorc1,0.8954067
LPCAT3,Lpcat3,0.8953949
ARSB,Arsb,0.8953519
FRG1,Stxbp6,0.8953512
MAP3K6,Tor4a,0.8953455
TMEM222,Tmem222,0.8953191
C12orf60,BC049715,0.89525497
TRAF2,Traf2,0.8952472
IAH1,Iah1,0.8952452
MYO18A,Myo18a,0.8952442
NOL7,Nol7,0.8952385
DMRTC1,Dmrtc1a,0.8951882
LYVE1,Evi2a,0.8950734
TMEM233,Tmem233,0.8950704
USP50,Usp50,0.8950679
RAD54L2,Rad54l,0.8950583
TPRG1,Tprg,0.89502174
SPAG16,Brap,0.8949939
LGALS9,Lgals9,0.89497346
DYNLT4,Dynlt4,0.8949695
ADH5,Adh4,0.8949672
GTPBP2,Gtpbp2,0.894966
RAB5B,Rab31,0.8949548
HEBP2,Hebp2,0.8949478
LIPH,Liph,0.89492357
DMAC2L,Dmac2l,0.89491653
DDX52,Pcnp,0.89491403
KCNG1,Kcng1,0.89489895
NHSL1,Errfi1,0.8948707
HADHA,Umps,0.8948677
CCNB3,Ccnb3,0.89483213
GLDC,Gldc,0.89480925
FAM76B,Wdr37,0.8947613
PSG6,Psg18,0.8947531
SIX5,Six5,0.8947105
C4BPB,Zp3r,0.8947004
LRRC42,Lrrc42,0.89467055
ZMYM6,Zmym6,0.89466494
NACA,Naca,0.89464617
INIP,Inip,0.894625
TMEM265,Tmem265,0.894603
VAC14,Arhgap29,0.8945917
CRACD,Cracd,0.89456385
THAP8,Thap7,0.89454806
LRTOMT,Lrrc51,0.8945425
NECTIN3,Nectin3,0.89452434
RPS27,Rps27l,0.89449143
PADI4,Padi6,0.8944821
CREG1,Creg1,0.89444673
TMEM26,Tmem26,0.89443564
GRSF1,Grsf1,0.89443487
DUSP15,Dusp15,0.89443374
TIAM2,Sh3bp2,0.8944163
CITED2,Cited2,0.89441353
LKAAEAR1,Lkaaear1,0.8944091
XRCC4,Xrcc4,0.8943988
HBA2,Hba-x,0.89438516
CT83,Gm28269,0.8943675
POLQ,Polq,0.8942537
PRG4,Prg4,0.8942089
GIMAP4,Gimap4,0.8941932
NSD3,Jarid2,0.89416945
RHOXF2B,Rhox4g,0.894122
PLCD3,Plcd3,0.89412177
AGBL5,Agbl5,0.89409935
AHSA1,Ahsa2,0.89408904
CPZ,Cpz,0.8940802
AP1AR,Ap1ar,0.89407796
TMEM167A,Tmem167,0.89405406
CFAP92,1810020O05Rik,0.8940268
KHDC1L,Khdc1b,0.89402604
SFMBT1,Sfmbt1,0.89402556
DCTN4,Dctn4,0.893996
TAF4,Taf4,0.8939908
PDCL,Pdcl,0.89393866
RDM1,Rdm1,0.8939375
CEP350,Cep350,0.89392936
ULBP1,Raet1d,0.89391196
SAMD15,Samd15,0.8939016
NUP50,Rsf1,0.89389634
FOCAD,Focad,0.8938942
ECH1,Surf1,0.8938535
CAMK1,Camk1,0.89381963
CAPN12,Capn12,0.8938051
TCHHL1,4930407I10Rik,0.8937863
XPC,Hirip3,0.8937571
P4HTM,P4htm,0.8937547
SPIDR,Spidr,0.8937336
CD74,Cd74,0.89370483
RFX4,Rfx4,0.89370465
MOK,Mok,0.89369595
PRPF6,Prpf6,0.8936919
UBXN7,Ubxn7,0.8936873
YIPF7,Akap8,0.8936852
AOAH,Aoah,0.89366376
SPATS2,Gulp1,0.89363575
RABEPK,Lztr1,0.89360625
DNAH1,Dnah12,0.8935983
NDUFA13,Ndufa13,0.8935918
SLX4,Slx4,0.89355683
TMEM86B,Tmem86b,0.8935536
IQCG,Iqcg,0.8935099
MINK1,Nrk,0.89349604
MRPL41,Mrpl41,0.89347434
EPHX4,Ephx4,0.8934652
DISP2,Disp2,0.89345896
MSANTD5,Msantd5,0.8934125
MPDU1,Mpdu1,0.89338917
GIGYF2,Gigyf2,0.89338136
URGCP,Urgcp,0.89337236
ZNF232,Fkbpl,0.8933351
NDUFA9,Ndufa9,0.89332086
GGT5,Ggt5,0.89325833
ENPP6,Enpp6,0.8932475
IER3,Ier3,0.8932114
VWF,4930451I11Rik,0.89319843
C9orf116,1700007K13Rik,0.89317966
FTCDNL1,Rars2,0.8931675
ALDH18A1,Aldh18a1,0.8931637
SERPINA7,Serpina1f,0.8931596
USPL1,Uspl1,0.8931533
DCP1B,Dcp1b,0.89314604
TGM1,Tgm1,0.8931185
RAD51AP2,Rad51ap2,0.8930975
IGLV4-69,Igkv13-85,0.89307696
TM9SF4,Tm9sf4,0.89306253
TECPR1,Tecpr1,0.8930584
UBE2W,Ube2w,0.8930559
BLOC1S6,Bloc1s6,0.8930527
MTIF2,Gtpbp6,0.8930341
KRTAP12-4,Gm10024,0.89299095
METAP1,Metap1,0.8929584
DNAJB9,Dnajb9,0.8929534
ATP9B,Jmjd7,0.89294297
C5orf52,1700013F07Rik,0.892935
CELA1,Cela1,0.8929177
CDK5R1,Cdk5r1,0.89290476
SEL1L2,Sel1l,0.8928995
SEC63,Sec63,0.8928425
SULT6B1,Mis12,0.8928385
C2orf74,1700093K21Rik,0.8927766
BRME1,Brme1,0.89276224
TMEM184B,Tmem184b,0.89270586
CCL7,Cx3cl1,0.8926891
DDIT3,Ddit3,0.89267457
TBC1D32,Tbc1d32,0.8926424
TCEANC,Tceanc,0.8926266
QSOX1,Qsox1,0.8926262
MROH7,Mroh7,0.8925667
MISP3,Misp3,0.8925641
PRR3,Prr3,0.8925599
SETD6,Setd6,0.8925539
PTRH1,Ptrh1,0.8925451
NCR1,Ncr1,0.89253956
SLC25A27,Slc25a30,0.8925355
SCN8A,Scn8a,0.8925315
TBC1D15,Tbc1d15,0.89250284
ATP2B4,Atp4a,0.8924836
TNFRSF8,Tnfrsf8,0.89247394
NBPF3,Adig,0.8924597
DMRT1,Dmrt1,0.89243853
INSL3,Insl3,0.8924149
SAV1,Sav1,0.8924137
ORC5,Orc5,0.8923454
ABHD11,Abhd11,0.8923429
SPINT4,Spint5,0.8923286
TRAV39,Trav23,0.8923262
ALPL,Alpi,0.89230543
UPP1,Eif2b1,0.8923017
THUMPD3,Thumpd3,0.89228547
STAM2,Stam2,0.89227015
EIF3F,Eif3f,0.8922686
CYSLTR2,Klhl42,0.89226407
DRC7,Drc7,0.8922546
TAS2R1,Tas2r119,0.89223915
PCDH12,Tap2,0.89223737
HOXC6,Hoxc6,0.8922173
SRARP,Srarp,0.89221716
LRRC2,Lrrc2,0.89218473
GTF2IRD2,Setx,0.892184
CNTN2,Cntn2,0.89217025
CHD1L,Chd1l,0.892127
FAM156B,Tmem29,0.89212465
CENPO,Cenpo,0.89212394
NTN1,Ntn1,0.89211965
SLC39A11,Slc39a11,0.8921186
UPK3A,Upk3a,0.8921163
GNA15,Gnas,0.89211494
PSMD7,Psmd7,0.8920776
TLCD3B,Tlcd3b,0.89204705
RAB21,Rab21,0.8920342
TACC1,Ston2,0.89201343
TFAP4,Puf60,0.89201087
RNMT,Rnmt,0.8919942
LRP10,Lrp10,0.8919428
GPR32,Fpr-rs3,0.8918875
ADCYAP1,Adcyap1,0.89187944
TAF5L,Taf5l,0.8918777
PCSK7,Pcsk7,0.89187187
CLEC3A,Clec3a,0.89184165
HIC1,Hic1,0.891791
BSG,Bsg,0.89178514
FBXO34,Fbxo46,0.89177585
SMIM24,Smim24,0.89173806
ZP1,Oosp2,0.8917181
SNX25,Snx25,0.89171004
FKBP4,Ahsa1,0.89169765
CLBA1,Clba1,0.89169
RPRD1B,Exoc3,0.8916691
POLR2F,Polr2f,0.89164317
NARF,Narf,0.891593
RNASEH2C,Rnaseh2c,0.89153063
CD4,Cd4,0.89149916
PSTK,Pstk,0.891495
SGSH,Sgsh,0.891476
CLEC2A,Clec2i,0.8914332
METTL18,Mettl18,0.89142895
PEX16,Pex16,0.89142674
KCTD18,Kctd18,0.8913709
PRXL2B,Prxl2b,0.8913643
NOX1,Nox1,0.8912957
NRSN2,Nrsn2,0.89128613
MAVS,Mavs,0.8912457
OOSP1,Oosp1,0.89117676
TRIM59,Trim59,0.8911595
FAM24A,Fam24a,0.8911557
SIDT1,Sidt1,0.8911262
GCSAML,Gcsam,0.8911075
WDR25,Wdr25,0.89110696
PGBD1,Pgbd1,0.8910945
SCGB1D1,Scgb2b27,0.89106673
C12orf4,D6Wsu163e,0.8910509
WDR5,Wdr5,0.89104927
TRMT112,Trmt112,0.8910482
CERS4,Cers4,0.8910311
SCARB1,Scarb1,0.8910142
SHARPIN,Sharpin,0.891002
ODF1,Odf1,0.8909935
EIF2D,1700088E04Rik,0.8909932
NOX4,Nox4,0.8909809
PDCD2L,Pdcd2l,0.8909736
UBAP2,Lsm14a,0.890971
DEFB112,Defb34,0.890961
MAJIN,Majin,0.89095694
C1orf52,2410004B18Rik,0.8909341
OBI1,Obi1,0.89090544
NOPCHAP1,Nopchap1,0.8908434
PNPT1,Pnpt1,0.89080733
DUS3L,Dus3l,0.8907889
TRNAU1AP,Trnau1ap,0.89078206
YTHDC1,Ythdc1,0.89074236
DBF4,Dbf4,0.8907369
SP1,Sp2,0.8907331
ZNHIT2,Znhit2,0.8907315
PIK3R4,Pik3r4,0.89073104
SLC25A41,Slc25a41,0.89064413
HINT1,Hint1,0.8906259
S1PR5,S1pr5,0.8906229
