human gene name,pig gene name,correlation
GPATCH4,GPATCH4,0.91055906
GLB1,GLB1L,0.91054446
TMEM167B,TMEM167B,0.910544
TBC1D25,TBC1D25,0.91053474
ARL15,ARL15,0.91048884
NCAN,NCAN,0.9104746
ACSM5,ACSM5,0.91044325
KEL,KEL,0.91044027
ZMPSTE24,ZMPSTE24,0.9104214
SLC38A2,SLC38A2,0.9104193
CABP4,CABP4,0.91041684
HDAC11,HDAC11,0.91041493
ST3GAL1,ST3GAL1,0.9104063
VPS51,VPS51,0.91039586
BPI,BPI,0.9103804
CARS2,CARS2,0.9102568
PEG3,PEG3,0.9102126
CDC42EP4,CDC42EP4,0.9101844
GNG2,GNG8,0.9101356
CPD,CPD,0.9101138
CDKL1,CDKL1,0.910089
ATP2B1,ATP2B1,0.91007984
CASP8,CASP8,0.9100526
LYST,LYST,0.91002345
SYT8,SYT8,0.91001993
MFAP3,MFAP3,0.9100194
LCLAT1,LCLAT1,0.91000754
TUFM,TUFM,0.9100064
PTPN12,PTPN12,0.90997833
PRDM14,PRDM14,0.90995306
DNPEP,DNPEP,0.9099337
HCLS1,HCLS1,0.9099231
SUN1,SUN1,0.9099147
RRM1,RRM1,0.9098928
DDHD2,DDHD2,0.909889
VTN,VTN,0.909885
NSFL1C,NSFL1C,0.90987754
RIC8B,RIC8B,0.90986323
DENND3,DENND3,0.9098489
RSKR,RSKR,0.9098467
AMOTL2,AMOTL2,0.9098375
ACBD4,ACBD4,0.9098082
SIRT2,SIRT2,0.9097636
FANCC,FANCC,0.9097374
SCG3,SCG3,0.90968716
PTCHD1,PTCHD1,0.90966874
DRC1,DRC1,0.9096629
CPSF2,CPSF2,0.9096492
DYNLT3,DYNLT3,0.909644
IFIT3,IFIT3,0.90963185
NT5DC2,NT5DC2,0.9096272
SLC1A3,SLC1A3,0.9096255
CPLANE2,CPLANE2,0.9096168
PHF11,PHF11,0.90959173
KCNK7,KCNK7,0.9095416
DLEC1,DLEC1,0.9094814
BRK1,BRK1,0.9094082
FAH,FAH,0.90939605
IQCG,IQCG,0.90939134
RBIS,RBIS,0.9093791
CCNL2,CCNL2,0.9093675
EIF3D,EIF3D,0.90934175
KMT2B,KMT2B,0.90932953
PREB,PREB,0.9093197
BCAN,BCAN,0.90931565
FAM193B,FAM193B,0.90928835
STC2,STC2,0.90928406
ANAPC7,ANAPC7,0.90924025
ATP2A1,ATP2A1,0.909207
TMCO5A,TMCO5A,0.9091876
RNF14,RNF14,0.90918654
CDC42EP5,CDC42EP5,0.90918404
DPP4,DPP4,0.90918195
DDX11,DDX11,0.9091247
MIER3,MIER3,0.9091199
AOAH,AOAH,0.90911376
ITGA5,ITGA5,0.9090772
THOC7,THOC7,0.9089463
TAF4,TAF4,0.9089051
PLA2G2A,PLA2G2A,0.9089034
WDR73,WDR73,0.9088613
CDCA4,CDCA4,0.90885663
CCDC163,HILPDA,0.9088429
INO80C,INO80C,0.9088374
UNKL,UNKL,0.90877646
TRAPPC13,TRAPPC13,0.90877104
CCDC88B,CCDC88B,0.9087511
CCDC186,CCDC186,0.908729
PACRG,PACRG,0.9087233
MAP3K3,MAP3K3,0.9086934
DAB2IP,DAB2IP,0.90866184
FBN1,FBN1,0.9085598
GUSB,GUSB,0.90853
SH3BP5,SH3BP5,0.90851086
DONSON,DONSON,0.90850997
FAN1,FAN1,0.9084991
RPS6KL1,RPS6KL1,0.9084804
ZNF277,ZNF277,0.9084773
CCDC179,CCDC179,0.9084663
ALDH1L1,ALDH1L1,0.9084526
SSNA1,SSNA1,0.9084237
PRR14L,C16orf46,0.90841115
OMA1,OMA1,0.90840846
HEATR3,HEATR3,0.9083867
VPS39,VPS39,0.90838563
DCP2,DCP2,0.90836495
CFAP57,CFAP57,0.90836024
CD70,CD70,0.90834665
BMPER,BMPER,0.90832984
GATAD2A,GATAD2A,0.9083094
TRIP12,TRIP12,0.9083034
AKAP10,RGS4,0.9083021
DNAJC5G,DNAJC5G,0.9082639
GGT5,GGT5,0.9082631
BCKDK,BCKDK,0.90824294
KCNMB4,KCNMB4,0.9081777
EMC1,EMC1,0.9081627
AEBP1,AEBP1,0.9081281
C6orf136,C6orf136,0.9080932
GDE1,GDE1,0.9080687
NAA40,NAA40,0.90796745
POLR3B,POLR3B,0.90793914
NR0B1,NR0B1,0.907869
KIAA1671,SVIL,0.907835
RNF169,RNF169,0.9078145
TXLNB,TXLNB,0.90780854
CARF,CARF,0.9078061
DNAJB14,DNAJB14,0.90775204
ORC6,ORC6,0.90773284
IER3,IER3,0.9076731
CCN4,CCN4,0.9076664
SH2B2,SH2B2,0.9076576
RPS16,RPS16,0.9076201
PTPRA,PTPRA,0.9075955
ABO,B4GALT7,0.90758747
BCAS3,BCAS3,0.90758073
CALHM6,CALHM6,0.90753114
BET1L,BET1L,0.9075063
VEGFB,VEGFB,0.9074955
FAM178B,FAM178B,0.90747094
EIF2AK3,EIF2AK3,0.9074335
SEC61B,SEC61B,0.90742815
TMEM71,TMEM71,0.9073452
LIPH,LIPH,0.90733576
SMYD5,SMYD5,0.9073276
MCUR1,MCUR1,0.90732753
C6orf132,C6orf132,0.90730524
ZBP1,ZBP1,0.9072928
EEPD1,EEPD1,0.90725344
VPS33B,VPS33B,0.90725034
SFXN4,SFXN4,0.90723515
TBK1,TBK1,0.90722054
CFAP69,CFAP69,0.9071579
LCNL1,C8G,0.90714157
SUPT5H,SUPT5H,0.9071358
BBIP1,BBIP1,0.9071232
RFXANK,RFXANK,0.90711164
RFX5,RFX5,0.90710306
PSMD14,PSMD14,0.90709513
LEAP2,LEAP2,0.90705186
SLC9A3R1,NHERF1,0.90703696
PRSS51,PRSS51,0.90694976
WIPI1,WIPI1,0.90694505
SPATA17,SPATA17,0.9069413
PNCK,PNCK,0.90689456
FOXL3,FOXL3,0.9068916
TRAPPC12,TRAPPC12,0.90687925
PDGFRB,KIT,0.9068211
HSD17B7,HSD17B7,0.9068022
MZB1,MZB1,0.90679014
TSC22D2,TSC22D2,0.90677124
WDR83,WDR83,0.9067486
ADA2,ADA2,0.9067477
RDH5,RDH5,0.90672445
SPTLC3,SPTLC3,0.90670323
ERCC8,ERCC8,0.90663934
PRDM2,PRDM2,0.9066171
CMTM2,CMTM2,0.90660954
METTL17,NDUFAF3,0.9065219
L3MBTL2,L3MBTL2,0.9065203
AP1G2,AP1G2,0.9064903
TTC7B,TTC7B,0.9064562
AKAP1,AKAP1,0.9064233
TDRD12,TDRD12,0.90632844
VPS35L,VPS35L,0.906302
ZMYM6,ZMYM6,0.9062753
SWAP70,SWAP70,0.9062664
GFRA3,GFRA3,0.90626466
GTPBP4,GTPBP4,0.9062111
COX7B,COX7B,0.9062103
CTU2,CTU2,0.9062078
PPT1,PPT1,0.9062047
REV3L,REV3L,0.9061931
PPIP5K2,PPIP5K2,0.90614897
LCT,GBA3,0.9061417
SH3BP4,SH3BP4,0.90613127
LGSN,LGSN,0.9061214
GPAA1,GPAA1,0.9061124
EID2,EID2,0.90607893
WDR90,WDR90,0.9059458
MAZ,MAZ,0.9059367
CPNE6,CPNE6,0.90591323
HERPUD2,HERPUD2,0.90590495
FYB1,FYB1,0.90589714
SGSM2,SGSM2,0.9058642
MPP1,F8,0.90586114
CCNF,CCNF,0.9058404
ADTRP,ADTRP,0.90581656
TNFRSF12A,TNFRSF12A,0.9057754
COMMD7,COMMD7,0.905762
SPARC,SPARC,0.9057252
PHLDB3,PHLDB3,0.90571564
PKD1L2,PKD1L2,0.90568525
RRP8,RRP8,0.90562165
LSM5,LSM5,0.9056213
CFAP20DC,CFAP20DC,0.90561396
C8orf89,C8orf89,0.90560806
PRR12,MN1,0.9055851
ZSCAN2,ZNF449,0.90551573
PJVK,PJVK,0.9055116
TMEM161A,TMEM161A,0.90547216
ASAH1,ASAH1,0.90546596
MSANTD5,MSANTD5,0.9054048
EFCC1,CRACR2B,0.90539473
SPI1,SPI1,0.90538627
ACOX2,ACOX2,0.90537965
SLC22A24,SLC22A11,0.9053241
PIEZO2,PIEZO2,0.90531313
ENAM,ENAM,0.90529215
RECQL4,SKIC2,0.90528786
SMYD4,SMYD4,0.90527594
RFX2,RFX2,0.90526694
MCF2L,MCF2L,0.9052577
PWP1,PWP1,0.9052557
STYXL1,STYXL1,0.90524936
DAP,DAP,0.90523
C2orf73,C2orf73,0.9052232
XKR6,XKR6,0.9052128
SNIP1,SNIP1,0.90520537
NINL,CCDC57,0.9051976
EAPP,EAPP,0.90519464
CLDND2,CLDND2,0.90517294
PNKP,PNKP,0.905164
RFX4,RFX4,0.90514797
FAM98C,FAM98C,0.9051477
PLCL1,PLCL1,0.90511894
STK32C,HUNK,0.90511084
TERF2IP,TERF2IP,0.90509427
RETREG3,RETREG3,0.90506685
IFNAR1,LIFR,0.9050313
LRP5,LRP5,0.9050029
CD4,CD4,0.90495116
SPATA5L1,AFG2B,0.9049385
ADGRF3,ADGRF3,0.9049294
WDR82,WDR82,0.9047635
DNLZ,DNLZ,0.9047616
MMAB,MMAB,0.904757
PIK3C2B,PIK3C2B,0.9047437
TMPRSS13,TMPRSS13,0.9046957
RNFT2,RNFT2,0.90466404
LLGL2,LLGL2,0.9046581
NCOA6,CHD7,0.9046106
DEF8,DEF8,0.9045989
MRPL19,MRPL19,0.90459186
SCLY,SCLY,0.9045403
TTLL11,TTLL11,0.90450454
SCAF11,SCAF11,0.9044874
GOLM1,GOLM1,0.9044851
DPYSL3,DPYSL3,0.90447897
GRHPR,GRHPR,0.9044598
DPPA5,DPPA5,0.90443486
IL18RAP,IL18RAP,0.90441686
E2F4,E2F4,0.9043786
UBXN2B,UBXN2B,0.9043616
SHISAL2B,SHISAL2B,0.90436095
SCML2,SCML2,0.9042425
NECAB1,NECAB1,0.9042361
CDC42SE2,CDC42SE2,0.90422386
CBR4,CBR4,0.9041507
TRNP1,TRNP1,0.90414697
WDR5,WDR5,0.90411955
RBM25,RBM25,0.90410763
PITPNM3,PANK4,0.90410316
SNAI2,SNAI2,0.9040927
ATP6V1H,ATP6V1H,0.90405804
CYB5RL,CYB5RL,0.9039973
ZNF862,ZNF862,0.90397596
SLC25A41,SLC25A41,0.9039614
MPPED1,MPPED1,0.90394926
HLA-C,SLA-DOA,0.9039457
THRB,THRB,0.90392536
MTMR4,MTMR4,0.90388674
PKD1,PKD1,0.9038672
GAL3ST1,GAL3ST1,0.9038309
S1PR5,S1PR5,0.9038037
PALLD,PALLD,0.9037719
B3GNT5,MGAT4C,0.90374446
CD86,CD86,0.9037385
EML3,EML3,0.9037044
CCDC197,CCDC197,0.903667
DCUN1D1,DCUN1D5,0.90366507
POLR2C,POLR2C,0.90364206
NYX,IGFALS,0.9036207
RHBDF1,RHBDF1,0.9035653
DYNC2LI1,DYNC2LI1,0.9035503
WDR19,IFT80,0.903539
RWDD4,RWDD4,0.9035278
INTS1,INTS1,0.9035208
MATR3,MATR3,0.9034982
TAF1B,TAF1B,0.90348685
CNDP2,CNDP2,0.9034651
PXDN,PXDN,0.9034554
STAG2,STAG2,0.90345377
CCSER1,CCSER1,0.90344626
SIPA1,SIPA1,0.9034303
ZNF830,ZNF830,0.90340525
COQ8B,COQ8B,0.90338373
KDM8,KDM8,0.9033167
SLC50A1,SLC50A1,0.9032987
DMTF1,DMTF1,0.90327585
PDE4DIP,PDE4DIP,0.90325826
TRBV30,TRBV30,0.9032538
RASSF4,RASSF4,0.90325195
DUS2,DUS2,0.9032469
UBR3,UBR3,0.90322375
TEP1,TEP1,0.90320694
CNN1,CNN1,0.9032029
ZNF692,ZNF692,0.9031611
FEZF1,FEZF1,0.9031416
CLEC10A,CLEC10A,0.90311897
CRACD,CRACD,0.90310884
ODAD4,ODAD4,0.90307873
CAPN8,CAPN8,0.9030617
FBXL8,FBXL8,0.9030576
KRBA1,KRBA1,0.9030482
SCAMP5,SCAMP5,0.9030181
VWA1,VWA1,0.9029878
OSBPL9,OSBPL9,0.90295976
ALG6,ALG6,0.90295714
HTD2,HTD2,0.9029343
KLF9,KLF9,0.90291846
BPNT2,BPNT2,0.90287375
KMT2C,KMT2C,0.90284735
FRMD4B,FRMD4B,0.9028282
FLT3LG,FLT3LG,0.90281445
TMEM184A,TMEM184A,0.9027217
TTC17,TTC17,0.9027025
PRKCH,PRKCH,0.90264845
RNF20,RNF20,0.9026344
CLPSL2,CLPSL2,0.9026236
WDR59,WDR59,0.90260845
SRA1,SRA1,0.9025944
FAM162A,FAM162A,0.9025151
FADS6,FADS6,0.9024505
CLEC3A,CLEC3A,0.9024437
ARHGEF10,ARHGEF10,0.9024301
PAGE4,PAGE4,0.90241
FIS1,FIS1,0.9024077
SNX6,SNX6,0.90237635
TUBGCP2,TUBGCP2,0.9023486
COQ6,COQ6,0.9023352
NSD3,NSD3,0.9023027
PFKM,PFKL,0.9022976
IL7R,IL7R,0.90228534
CCDC187,TROAP,0.9021918
TYRP1,TYRP1,0.9021771
BRD3OS,BRD3OS,0.90216094
SLCO1B3,SLCO1A2,0.90212727
PCDH18,PCDH18,0.90211624
PCSK7,PCSK7,0.90210575
KLHL36,KLHL36,0.9021011
ALOX15,ALOX15,0.902094
STPG3,STPG3,0.9020512
PRPF39,PRPF39,0.9019955
TNFRSF1A,TNFRSF1A,0.90199
HRC,HRC,0.9019409
FAM185A,FAM185A,0.9019324
CC2D2A,CC2D2A,0.90192485
TSC22D4,TSC22D4,0.9018602
PDK2,PDK2,0.9018571
XAF1,XAF1,0.90183926
ZBTB38,ZBTB38,0.90183634
BOD1L1,BOD1L1,0.9018323
RNF8,RNF8,0.9018225
RNF135,RNF135,0.90176797
PPP1R13L,PPP1R13L,0.9017533
TRDMT1,TRDMT1,0.9017041
DIO1,DIO1,0.9016895
GEN1,GEN1,0.901643
MLKL,MLKL,0.90162843
QSOX1,QSOX1,0.9016239
SPRY4,SPRY4,0.9015997
YBX2,YBX2,0.9015769
AVEN,AVEN,0.90156263
NECTIN3,NECTIN3,0.90150654
SMARCD2,SMARCD2,0.90143716
MLH1,MLH1,0.9014274
FAM171A2,FAM171A2,0.901424
PIDD1,PIDD1,0.90138435
KIFC1,KIFC1,0.90137166
PPP4R2,PPP4R2,0.90137047
SEC23B,SEC23B,0.9013677
TMEM63A,TMEM63A,0.90136003
TRMT11,TRMT11,0.90133274
SLC39A1,SLC39A1,0.9013194
TTLL10,TTLL10,0.90130365
TIMM8B,TIMM8B,0.90126604
DAPL1,DAPL1,0.9012218
GEMIN2,GEMIN2,0.9011892
EPM2A,EPM2A,0.9011822
PRIMPOL,PRIMPOL,0.90118027
SSB,SSB,0.9010949
RPS13,RPS13,0.9010886
BAZ1A,BAZ1A,0.9010398
SFPQ,SFPQ,0.9009767
MARCHF11,MARCHF11,0.90095806
PRLR,PRLR,0.90089196
INTS14,INTS14,0.9008875
KIAA0825,KIAA0825,0.90083647
PLXNB3,PLXNB3,0.90067756
SMIM8,SMIM8,0.90064937
SEC22B,SEC22B,0.90064573
PSMC3,PSMC6,0.90059376
ASPDH,ASPDH,0.9004555
DIAPH1,DIAPH1,0.90042454
FAM13C,FAM13C,0.90042436
CEMIP2,CEMIP2,0.90042263
USP34,USP34,0.90040094
CD14,CD14,0.9003515
TSACC,TSACC,0.9003066
CCDC137,CCDC137,0.90030044
CCT3,CCT3,0.9002643
ZNF683,ZNF683,0.9002584
EXO1,EXO1,0.90024275
YJEFN3,YJEFN3,0.900164
DCLRE1B,DCLRE1B,0.90014005
MYO1G,MYO1G,0.90012914
RPS6KB2,RPS6KB2,0.9000911
TTC31,TTC31,0.90009063
WDFY4,WDFY4,0.9000366
RBM39,RBM39,0.9000348
TNFSF13B,TNFSF13B,0.8999629
CA6,CA6,0.89991987
C4orf48,NICOL1,0.8998574
ADAMTS8,ADAMTS8,0.899778
SHE,SHE,0.89977646
METTL18,METTL18,0.8997266
WWTR1,WWTR1,0.8997262
TENT4A,TENT4A,0.8997092
ADCY4,ADCY4,0.8997015
VPS26B,VPS26B,0.89968854
PIAS2,PIAS2,0.89968145
LAMA2,LAMC1,0.89965045
CHRNE,CHRNE,0.899607
HGS,HGS,0.89958483
AKIRIN1,AKIRIN1,0.8995507
DENND1C,DENND1C,0.8995047
LETM2,LETM2,0.89949465
NPW,NPW,0.8994734
COPS9,COPS9,0.8994446
IL12RB1,IL12RB1,0.8994305
RENBP,RENBP,0.8993959
PATE1,PATE1,0.89938456
RAD51AP1,RAD51AP1,0.89935607
PSMD5,PSMD5,0.8992897
PLCB2,PLCB2,0.8992723
SOGA3,MTCL3,0.89921993
DBNDD1,DBNDD1,0.8991919
HAUS8,HAUS8,0.8991586
SASH1,SASH1,0.89911586
FCF1,FCF1,0.8990907
SMAD4,SMAD4,0.8990795
EMP1,EMP1,0.8990226
STOX2,STOX2,0.89899606
ABAT,ABAT,0.8989707
SHMT2,SHMT2,0.8989601
TTC29,TTC29,0.8989497
ACOXL,ACOXL,0.8989243
STAT2,STAT2,0.8989071
FNTA,FNTA,0.8988638
IFI27,ISG12(A),0.8988522
SNAP91,SNAP91,0.8988399
SPARCL1,SPARCL1,0.8988083
C7orf61,SPACDR,0.8987939
KCND2,KCNB1,0.8987921
EFEMP1,EFEMP1,0.8987726
EBF4,EBF4,0.8987663
SKA2,SKA2,0.8987552
TMX4,TMX4,0.89865714
A2ML1,A2ML1,0.89865077
IDH3A,IDH3A,0.8986451
DYNLT1,DYNLT1,0.8986214
TECPR1,TECPR1,0.89858586
LARGE2,LARGE2,0.89858013
LIG3,LIG3,0.8985491
KPTN,KPTN,0.89851344
DDT,DDT,0.8985102
ODF1,ODF1,0.8985016
UNC45A,UNC45A,0.8984843
RBM23,RBM23,0.89847493
COL6A2,COL28A1,0.89846826
RAI1,RAI1,0.89846456
OGFOD1,OGFOD1,0.8983801
SLU7,SLU7,0.8983439
TBC1D32,TBC1D32,0.8983136
TMEM72,TMEM72,0.8983113
SLC19A3,SLC19A3,0.8983078
PRAG1,ERRFI1,0.8982989
AFF3,AFF3,0.8982907
TSPAN8,TSPAN8,0.89826167
FYTTD1,FYTTD1,0.8981961
PNPT1,PNPT1,0.8981648
TNRC6A,TNRC6A,0.89815587
ZNF865,ZNF865,0.8981249
ARMH4,ARMH4,0.89810884
CLUAP1,CLUAP1,0.898099
CCDC110,LRRC36,0.89808196
KRT79,KRT72,0.89806116
SNX29,SNX29,0.89804476
TALDO1,TALDO1,0.8980246
TTLL12,TTLL12,0.89801204
MLIP,MLIP,0.89795625
TLR5,TLR5,0.8979259
PDCD1,PDCD1,0.89791584
SLC16A4,SLC16A4,0.89790654
METTL16,METTL16,0.89790493
LAMA4,LAMA4,0.89787704
KMT2E,KMT2E,0.8978302
BHMT2,BHMT2,0.8978079
INPP1,INPP1,0.89779353
ZACN,ZACN,0.897791
AP2B1,AP2B1,0.8977381
ADAMTS18,ADAMTS16,0.8977194
LRRC8E,LRRC8E,0.8976987
TRPV6,TRPV6,0.8976848
SNX8,SNX8,0.89765215
ETV6,ETV6,0.8975563
PROC,PROC,0.8975047
TOMM20L,TOMM20L,0.8974859
ORAI3,ORAI3,0.89741564
SEC63,SEC63,0.8973731
CARM1,CARM1,0.8972065
GAK,GAK,0.89719486
USP21,USP21,0.8971555
PLG,PLG,0.89712983
MAPK4,MAPK10,0.8971258
LHX6,LHX6,0.8971205
LRRC74A,LRRC74A,0.89706695
ADORA2A,ADORA2A,0.89705896
AKAP8L,AKAP8L,0.89705247
XRCC5,XRCC5,0.89705217
ATXN1,ATXN1,0.89697444
TRAFD1,TRAFD1,0.8969105
DHX58,DHX58,0.8968588
NT5C,NT5C,0.89682895
UBAP1L,UBAP1L,0.89677125
THAP4,THAP4,0.8967327
EIF5,EIF5,0.8966754
GPIHBP1,GPIHBP1,0.89665633
GGA3,GGA3,0.89665335
UBXN8,UBXN8,0.8966455
NARS2,NARS2,0.89655256
NDNF,NDNF,0.8965109
GHDC,GHDC,0.89650136
TMEM232,TMEM232,0.89648646
HLA-DOB,HLA-DOB,0.89645416
SRD5A1,SRD5A1,0.89645123
CTNNA3,CTNNA3,0.89641094
ODF2L,ODF2L,0.89640933
USP22,USP22,0.89640224
ARSK,ARSK,0.8963416
CLEC2D,CD69,0.8963312
ACAP3,ACAP3,0.8962642
NUP85,NUP85,0.8962624
TPRG1,TPRG1,0.89625406
BAP1,BAP1,0.8962514
FOLH1,FOLH1B,0.8962354
CYHR1,TMEM276,0.8961182
TBC1D15,TBC1D15,0.896115
CBLN1,CBLN1,0.89609903
MKKS,MKKS,0.8960949
EPSTI1,EPSTI1,0.89609367
HSDL1,HSDL1,0.8960916
VKORC1,VKORC1,0.89608026
TMUB2,TMUB2,0.89606786
KCTD9,KCTD9,0.8960569
VIRMA,VIRMA,0.8960547
EIF3H,EIF3H,0.8960459
RAPGEF5,PREX1,0.89604354
FUT8,FUT8,0.89596164
CTIF,CTIF,0.8959263
SNX17,SNX17,0.89582294
KANK2,KANK2,0.8957993
CFAP74,CFAP74,0.89579356
EXOSC10,EXOSC10,0.8957851
TRPV2,TRPV2,0.8957594
ABL1,ABL1,0.89572066
ALDH1A3,ALDH1A3,0.895717
MORC3,MORC3,0.89571613
PPM1L,PDP1,0.89568007
TSPAN32,TSPAN32,0.8956697
C18orf21,C18orf21,0.8956226
PRM2,PRM2,0.89558244
ARHGEF17,FARP2,0.89557654
YBEY,YBEY,0.89553833
DPP7,DPP7,0.89542806
PARP8,PARP8,0.8953117
CLPP,CLPP,0.89530176
PRTG,PRTG,0.89524186
CLIC6,CLIC6,0.89519584
CCDC159,CCDC159,0.89514524
TRIP4,TRIP4,0.8951355
SCAP,SCAP,0.8951302
PRDM6,PRDM6,0.8950977
GPC5,GPC5,0.8950947
FCER2,CD209,0.8949896
BBX,BBX,0.8949865
EMD,EMD,0.89487326
NARS1,NARS1,0.89486843
TBCE,TBCE,0.8948463
SCG2,SCG2,0.89484316
ATP7B,ATP7B,0.8947595
ADI1,ADI1,0.89475125
NAPSA,NAPSA,0.8947437
DSP,DSP,0.8947263
KRTCAP3,KRTCAP3,0.8947039
NOL8,NOL8,0.89469683
CCL25,CCL25,0.8946778
WDR43,WDR43,0.89465356
H3Y1,CENPA,0.894648
KRTAP5-11,SCYGR8,0.8946444
ARHGAP15,ARHGAP15,0.8946294
POLR2F,POLR2F,0.89458317
TCEA1,TCEA1,0.8945674
SDHC,SDHC,0.89451075
RYR2,RNF123,0.8945018
CDKN2B,CDKN2B,0.8945014
GTF2H5,GTF2H5,0.8944968
CFAP206,CFAP206,0.8944322
IRAK1BP1,IRAK1BP1,0.8943107
GUCA1ANB,CIMIP3,0.8943095
OLFML2B,OLFML2B,0.8942969
MBOAT2,MBOAT2,0.89427996
CHRM5,CHRM5,0.8942575
FBF1,FBF1,0.89421064
FDXACB1,FDXACB1,0.89413595
ATP6V1G2,ATP6V1G2,0.89408106
ANKRD60,ANKRD60,0.8940632
KDM3B,KDM3B,0.8940279
ACTR10,ACTR10,0.8940017
NEU1,NEU1,0.8939758
PSEN1,PSEN1,0.893898
PLEKHA3,PLEKHA3,0.8938842
PSME3,PSME3,0.893846
CCDC57,ICE1,0.8938429
MSANTD4,MSANTD4,0.8938351
PHF21A,PHF21A,0.89377254
SAMD10,SAMD10,0.89377004
SELENOW,SELENOW,0.8937442
EID3,NSMCE4A,0.89368826
STK38L,STK38,0.8936585
ZC3H3,ZC3H3,0.8936522
TMEM87A,TMEM87A,0.89362854
TMEM125,TMEM125,0.8936075
RAD1,RAD1,0.8935745
TMED1,TMED1,0.89355564
PITRM1,PITRM1,0.89355034
PROX2,PROX2,0.8935487
TRAF2,TRAF2,0.89352953
CCDC85C,CCDC85C,0.8935023
RACGAP1,RACGAP1,0.8934646
PDPK1,PDPK1,0.8934642
SNX15,SNX15,0.8934528
IL6R,IL6R,0.89343727
SSH2,SSH2,0.8934075
RIC3,RIC3,0.8933702
VWA3B,VWA3B,0.8932506
WNT2,WNT2,0.89320266
RPF1,RPF1,0.89318234
XRCC3,XRCC3,0.8930804
FAM71F2,GARIN1A,0.89305645
NRIP1,NRIP1,0.8929977
THEMIS2,THEMIS2,0.8929593
ZBTB4,HIC1,0.892958
PSMD7,PSMD7,0.892909
NARF,NARF,0.8928685
TMEM225,TMEM202,0.8928332
CA2,CA2,0.892724
LRWD1,BAX,0.8926969
MFF,MFF,0.892691
YTHDC2,YTHDC2,0.8926845
CEP89,CEP89,0.8926295
SUGP1,SUGP1,0.89260876
SEC24C,SEC24D,0.89259887
MSL3,SCAPER,0.8925748
SLAMF6,LY9,0.8925137
PDS5A,PDS5A,0.8924615
SLC39A5,SLC39A5,0.89245695
DPH1,DPH1,0.8924478
HERC3,HERC3,0.89243823
TYW5,TYW5,0.8924173
ADAMTS17,ADAMTS19,0.8923865
RBSN,RBSN,0.8923437
CENPK,CENPK,0.8923285
IFNAR2,IFNAR2,0.892314
APBA2,APBA2,0.8922577
SIN3A,SIN3A,0.89221436
SAMD12,SAMD12,0.8921176
NIPAL1,NIPAL1,0.8920635
CMSS1,CMSS1,0.8920533
SLC20A2,SLC20A2,0.8920229
OSBPL1A,OSBPL1A,0.8920047
RECQL,RECQL,0.8919975
UBA52,UBA52,0.89196295
TRIM65,TRIM40,0.8919603
FAM174C,ENHO,0.89193994
CDK5,CDK9,0.89191777
SMPD3,SMPD3,0.891911
NTN5,NTN5,0.89189684
DDX19B,DDX19B,0.89189225
C6orf62,C6orf62,0.8918424
EPG5,EPG5,0.8918085
C8orf74,C8orf74,0.8917242
NOP58,NOP58,0.8916992
PEX16,PEX16,0.89167607
MBD3,MBD3,0.8916552
RBBP8,RBBP8,0.8916028
PSMA6,PSMA6,0.89160186
CALCOCO1,CALCOCO1,0.8916016
MYO1H,MYO1H,0.8915594
ESRP2,ESRP2,0.8915287
MRPS36,KGD4,0.8915197
CA14,CA14,0.8914843
QPCTL,QPCTL,0.8914334
KMT5B,KMT5B,0.89136946
RPH3AL,RPH3AL,0.8913646
NSRP1,NSRP1,0.8913064
COG3,COG3,0.89127505
CENPI,CENPI,0.8912087
TEX29,TEX29,0.8911957
JAM3,JAM3,0.8911838
CETN2,CETN2,0.8911418
TNXB,TNXB,0.89113677
FBXO22,FBXO22,0.8911301
DOCK2,DOCK2,0.89112
MRPS18B,MRPS18B,0.8911123
SNX31,SNX31,0.89104337
LYSMD2,LYSMD2,0.8910296
TGFBR3,TGFBR3,0.8910098
IPO8,IPO8,0.89099944
SLC44A2,SLC44A2,0.8909774
RBP5,RBP5,0.89080054
GOLM2,GOLM2,0.89079964
INPP5D,INPP5D,0.89077866
IFITM10,IFITM10,0.89074785
KARS1,KARS1,0.89073986
SPC24,SPC24,0.8906879
LRTOMT,LRRC51,0.8906655
CES1,CES1,0.8906332
STK11,STK11,0.890614
RAMP2,RAMP2,0.89061296
AZU1,AZU1,0.89060843
NBN,NBN,0.8905147
PRIM2,PRIM2,0.890474
SMIM9,SMIM9,0.89044815
IKZF2,IKZF2,0.89039606
MAN1A2,MAN1A2,0.8902835
HOXC6,HOXC6,0.8901563
RAF1,RAF1,0.8901336
SUCLG1,SUCLG1,0.890065
SPATA22,SPATA22,0.89006096
PGLYRP2,PGLYRP2,0.89003116
NKTR,NKTR,0.88988453
DTD2,DTD2,0.88986975
SFMBT1,SFMBT1,0.8898422
MLLT3,MLLT3,0.88981724
DIPK2B,DIPK2B,0.8897894
OSBPL5,WWC1,0.8897794
DAP3,DAP3,0.8897153
ODC1,ODC1,0.8896834
CYP20A1,CYP20A1,0.8896828
C3orf85,C3orf85,0.88965577
USP18,USP50,0.8896556
SEC62,SEC62,0.889596
GTF3C3,GTF3C3,0.88955057
ZNHIT2,ZNHIT2,0.88954985
RNF34,RNF34,0.8895134
RAI14,RAI14,0.8894607
FUOM,FUOM,0.8893603
PLCZ1,PLCZ1,0.8893466
GDPD1,GDPD3,0.8893432
