microcebus gene name,human gene name,correlation
OGFOD1,OGFOD1,0.90934867
CDK17,CDK14,0.9093379
GPX1,GPX1,0.90933186
SMG8,SMG8,0.9093169
HS1BP3,HS1BP3,0.90923613
LAMA2,LAMA2,0.90923417
HIRA,HIRA,0.9092252
PFKFB4,PFKFB4,0.9091616
RSPO2,RSPO2,0.9091425
PIERCE1,C9orf116,0.90909046
SCOC,SCOC,0.9090724
APOD,APOD,0.9090638
PLCL1,PLCL1,0.9090634
RGS20,RGS20,0.9090516
TOMM7,TOMM7,0.9090512
IZUMO4,IZUMO2,0.90903723
WWP1,WWP2,0.9090366
RHBDF1,RHBDF1,0.90902466
ZNF692,ZNF692,0.90899116
DAB2,DAB2,0.9089443
KCTD7,KCTD7,0.9089203
ODF2L,ODF2L,0.90891254
ANKLE2,ANKLE2,0.90890783
JUP,JUP,0.90890473
SIRT2,SIRT2,0.9088991
MYO7A,MYO7A,0.908894
HHATL,HHATL,0.9088668
IQCF6,IQCF6,0.9088625
CCDC39,CCDC39,0.9088597
P3R3URF,P3R3URF,0.9088595
VEGFA,VEGFA,0.90885824
TIMM8B,TIMM8B,0.9088529
RSKR,RSKR,0.9088527
LMF1,LMF1,0.9088426
SIPA1,SIPA1,0.9088374
FCAMR,FCAMR,0.90883523
USP34,USP34,0.9088316
PKD2L2,PKD2L2,0.9088
TBC1D25,TBC1D25,0.9087806
PPIP5K2,PPIP5K2,0.9087682
INO80C,INO80C,0.90876776
SSNA1,SSNA1,0.9087659
PLRG1,PLRG1,0.9087647
B3GALT9,B3GALT9,0.90871966
ACSM5,ACSM5,0.9087178
MKKS,MKKS,0.90870756
MS4A13,MS4A13,0.9086814
ACE,ACE,0.908676
RRM1,RRM1,0.9086733
CPD,CPD,0.9086145
BCAN,BCAN,0.90860957
SLC4A2,SLC4A2,0.9085584
FAXDC2,FAXDC2,0.9085029
CD59,CD59,0.90850025
DNAAF1,DNAAF1,0.9084521
DARS2,DARS2,0.9084189
MMRN2,MMRN2,0.9083481
OAS3,OAS3,0.90834737
GLTPD2,RHBG,0.90832144
NEK10,NEK10,0.90830606
MORN1,MORN1,0.9082702
DGLUCY,DGLUCY,0.90820235
RUSF1,RUSF1,0.9082006
UPRT,UPRT,0.9081999
MISP3,MISP3,0.90818846
THRA,THRA,0.90815824
FOXK1,FOXK1,0.9081576
FAM13C,FAM13C,0.9081025
GATAD2A,GATAD2A,0.9080967
P2RX1,P2RX1,0.90808475
CCDC92,CCDC92,0.9080558
COMMD3,COMMD3,0.9080475
PTPRO,PTPRO,0.9080309
BRMS1L,SUDS3,0.90800846
CARS2,CARS2,0.9079844
SRD5A1,SRD5A1,0.90794957
RIPK3,RIPK3,0.90794253
ETFA,ETFA,0.9079233
ZNF839,ZNF839,0.9079106
TMEM273,TMEM273,0.9078595
GTPBP1,EEFSEC,0.9078347
SEC23IP,SEC23IP,0.90781707
SLC9A5,SLC9A5,0.90781534
C2orf80,C2orf80,0.9077789
BBOF1,BBOF1,0.9077634
SLC2A2,SLC2A14,0.9077462
ASMT,ASMT,0.90769273
IL3RA,IL3RA,0.90767056
SCML2,SCML2,0.90764594
AOAH,AOAH,0.9076309
ETF1,RPF2,0.9076248
PIK3C2B,PIK3C2B,0.9076183
VWF,MUC5B,0.9076127
SHMT2,SHMT2,0.9075949
NUP88,NUP88,0.9075056
CTSO,CTSO,0.90745556
TRPV2,TRPV2,0.9074423
GDE1,GDE1,0.9074249
SAMHD1,SAMHD1,0.9073759
WDR5,WDR5,0.9073335
COL4A5,COL4A5,0.9073012
VPS39,VPS39,0.9072928
FAM185A,FAM185A,0.90726244
NME3,NME3,0.9072486
NECAB2,NECAB2,0.90721923
FSIP2,FSIP2,0.90721303
TBATA,TBATA,0.9071865
ATP2A2,ATP2A1,0.9071775
HCLS1,HCLS1,0.90717465
LOXL2,LOXL2,0.9070976
KLF17,KLF17,0.9069636
ASZ1,ASZ1,0.90692437
SGSM2,SGSM2,0.9069136
ADA2,ADA2,0.90687406
GPD1,GPD1L,0.90684193
GNB3,GNB3,0.9068395
TRIM35,TRIM35,0.9067922
FAF2,FAF2,0.9067897
GZF1,GZF1,0.9067441
IFITM10,IFITM10,0.9067313
TTBK2,TTBK2,0.90672344
TSPAN16,TSPAN16,0.90666205
C16orf89,PGLYRP2,0.90665996
KLHDC4,KLHDC4,0.9066125
EEPD1,EEPD1,0.90658873
SPARC,SPARC,0.90656596
YEATS2,YEATS2,0.9065585
TTC17,TTC17,0.90651965
KCNK7,KCNK7,0.9064334
GK5,GK5,0.90637416
VPS50,ETF1,0.906336
CCND3,CCND3,0.90632164
VEGFB,VEGFB,0.90624666
CLSTN3,CLSTN3,0.906227
CFAP69,CFAP69,0.9062198
C6,C6,0.906212
CCDC186,CCDC186,0.9061741
NR2C2AP,NR2C2AP,0.9060662
CFAP97,CFAP97,0.90603495
IGSF10,IGSF10,0.9059639
VCP,VCP,0.90595907
AEBP1,AEBP1,0.9059528
TMEM71,TMEM71,0.9059203
TTLL10,TTLL10,0.90588284
WIPI1,WIPI1,0.90585846
SLU7,SLU7,0.905858
HELQ,HELQ,0.9058387
PRR27,PRR27,0.90583235
NENF,NENF,0.9058124
GEN1,GEN1,0.9057803
MIER3,MIER3,0.90576637
PFKP,PFKM,0.9056994
NTAQ1,NTAQ1,0.9056718
VPS8,VPS8,0.9056515
ZNF862,ZNF862,0.9056046
DNPEP,DNPEP,0.9055825
CPM,CPM,0.9055194
RNF168,RNF168,0.90551615
C4orf50,USHBP1,0.9055108
ITGB2,ITGB2,0.90549743
PINX1,GPATCH4,0.9054891
SLC27A5,ZBTB45,0.9054762
COMMD7,COMMD7,0.90545887
NSD3,NSD3,0.9054188
RHBDD3,RHBDD3,0.9054188
SERHL2,SERHL2,0.9054138
ZC3H3,ZC3H3,0.905411
LRRK2,LRRK2,0.9054035
DERA,DERA,0.9054009
EXOC3L4,EXOC3L4,0.9053792
DCBLD1,DCBLD1,0.90537596
VPS4A,RSPRY1,0.9053443
LRWD1,WDR90,0.90534264
NPNT,NPNT,0.905329
RBBP8,RBBP8,0.9053153
CCNF,CCNF,0.90529615
L3MBTL2,L3MBTL2,0.90527725
FAM98C,FAM98C,0.90526897
PML,PML,0.9052664
PARP10,PARP10,0.9052644
GNAI2,GNAI2,0.9052632
NUDT16,NUDT16,0.9052254
PLD5,PLD5,0.90522116
UBA2,UBA2,0.9052188
RNF20,RNF20,0.9051883
TTC31,TTC31,0.90518147
AKAIN1,AKAIN1,0.90516484
CDKL1,CDKL1,0.90515053
RIC8B,RIC8B,0.90507853
GPN2,GPN2,0.9050768
CD69,CD69,0.9049971
TMEM237,TMEM237,0.9049912
SGK2,SGK2,0.9049593
RGS4,RGS4,0.9049531
RNF8,RNF8,0.90493363
NUDC,NUDC,0.90489715
USP21,USP21,0.90483785
FAM228B,FAM228A,0.9048017
IFI27L2,IFI27L1,0.9047882
DCAF8,DCAF8,0.90476847
TGFB1I1,TGFB1I1,0.90475637
IPO8,IPO11,0.904725
BMPER,BMPER,0.9046794
TMF1,TMF1,0.9046221
PITRM1,PITRM1,0.90462106
GP9,GP9,0.9045514
COG3,COG3,0.90452355
SGSM3,SGSM3,0.9045107
LCLAT1,LCLAT1,0.90449923
SPC25,SPC25,0.9044908
TFAP2C,TFAP2C,0.9044908
SYNJ2,SYNJ2,0.9044755
SNAP91,SNAP91,0.9044541
KEL,KEL,0.9044524
COQ2,COQ2,0.9044481
KDM8,KDM8,0.9044258
ODAD4,ODAD4,0.90440065
WDR83,WDR83,0.9043347
ACACA,DCP2,0.9043176
APBB2,APBB2,0.90430963
LSG1,LSG1,0.9043087
CSTPP1,C11orf49,0.9042172
UBAC2,UBAC2,0.9042148
PTMS,PTMS,0.90419
STAG2,STAG2,0.904167
DCLRE1B,DCLRE1B,0.90410984
INPP5D,INPP5D,0.9039987
GPR108,GPR108,0.9039702
CBLC,CBLC,0.90394676
RAD51D,RAD51D,0.9039327
OMA1,OMA1,0.90391517
TREH,TREH,0.9039117
LBHD1,LBHD1,0.9039016
TROAP,CCDC187,0.90389407
DMTF1,DMTF1,0.90387845
TECR,TECR,0.9038448
BRD3OS,BRD3OS,0.90383446
FAM114A2,FAM114A2,0.9038245
SLC19A3,SLC19A3,0.903799
DUSP15,DUSP15,0.9037871
CD82,CD82,0.9037643
WDR59,WDR59,0.9037428
SPARCL1,SPARCL1,0.90371066
NAA80,NAA80,0.9036969
UBXN8,UBXN8,0.9036683
SWAP70,SWAP70,0.90366405
CDH5,CDH5,0.903574
CRIM1,OTOGL,0.9035671
ACAD10,ACAD10,0.9035301
FIG4,FIG4,0.90350705
ARMH4,ARMH4,0.90346295
TRAPPC6B,TRAPPC6B,0.90345997
C18orf21,C18orf21,0.9034518
RFX5,RFX5,0.90343356
GAB1,GAB1,0.9034311
XRCC3,XRCC3,0.90340394
C2orf73,C2orf73,0.9033834
PLAC8,PLAC8,0.9033619
KIAA1191,SETD5,0.90332913
KIF13B,KIF13B,0.9033231
SMYD4,SMYD4,0.90331995
AKAP8L,AKAP8L,0.9031861
ILF3,ILF3,0.90317786
RNF212,RNF212,0.90310735
TMEM59,TMEM59,0.9030798
SETD3,SETD3,0.9030775
UBE2U,UBE2U,0.90307546
TAFA2,TAFA2,0.9030501
SHISAL2B,SHISAL2B,0.90304947
NME8,NME8,0.90304327
QTRT2,QTRT2,0.90302366
IGHMBP2,IGHMBP2,0.9030144
ATG13,ATG13,0.9030058
POLQ,POLQ,0.90300405
WDFY4,WDFY4,0.9029998
DUS2,DUS2,0.9029991
PTPRA,PTPRA,0.902987
C16orf46,PRR14L,0.90288013
IFNAR2,IFNAR2,0.9028476
PTGDS,PTGDS,0.9028444
MLH1,MLH1,0.9028224
NUP93,EIF3E,0.90280145
NARS2,NARS2,0.90277404
ATP6V1H,ATP6V1H,0.9027551
LRRC36,MINAR1,0.90274125
CD8A,CD8A,0.90271467
SNIP1,SNIP1,0.9027127
ALDH7A1,ALDH7A1,0.9027076
CD58,CD58,0.9026721
EMD,EMD,0.9026406
RDH11,RDH11,0.90263253
ADI1,ADI1,0.90256435
PMIS2,PMIS2,0.9025627
MRPS18B,MRPS18B,0.90256244
MATR3,MATR3,0.9025404
TNFRSF1A,TNFRSF1A,0.9025251
TRAF2,TRAF2,0.9025211
SDS,SDS,0.90250224
EBF4,EBF4,0.9024429
CCSER1,CCSER1,0.90240896
PRKCH,PRKCH,0.9023808
TSPO2,TSPO2,0.9023192
REX1BD,REX1BD,0.9022092
SLC37A3,SLC37A3,0.9022035
ABAT,RPIA,0.90218484
TMEM179,TMEM179,0.902182
CDC42EP4,CDC42EP4,0.90215707
EMC8,EMC8,0.90215045
ALOX15,ALOX12,0.90210325
IKZF4,IKZF4,0.90210295
OSBPL5,OSBPL5,0.9020902
BAZ1A,BAZ1A,0.90207833
FOXD3,FOXD3,0.90207195
SPMAP1,C17orf98,0.90206766
PXDN,PXDNL,0.9020356
MAP4K2,MAP4K2,0.9020289
HENMT1,HENMT1,0.90200514
WDR19,WDR19,0.9019979
ZACN,ZACN,0.9019783
LRIF1,LRIF1,0.90197146
SH3BP4,SH3BP4,0.9019265
CEMIP2,CEMIP2,0.9019254
EXOC3L1,EXOC3L1,0.90190226
HUNK,HUNK,0.9018637
IL10RB,IL10RB,0.9018569
USP49,USP49,0.9018387
RADIL,RADIL,0.90182126
KLRF1,KLRC1,0.9017919
UNKL,UNKL,0.9017519
FGF11,FGF11,0.90172154
DENND1C,DENND1C,0.9016523
DYNLRB1,DYNLRB1,0.9016403
RFX2,RFX2,0.9016365
ANKRD37,ANKRD37,0.9016317
NEK7,NEK7,0.9016196
RCAN3,LARP6,0.90161824
ZZZ3,ZZZ3,0.90161693
CD14,CD14,0.9015431
CCDC137,CCDC137,0.90152645
MCF2L,MCF2L,0.90148103
GRHPR,GRHPR,0.901443
TEX35,TEX35,0.90143883
PDK2,PDK2,0.9014193
SUPT5H,SUPT5H,0.9014071
GPAA1,GPAA1,0.9014031
CFAP45,CFAP45,0.901382
C4BPA,C4BPA,0.9013681
SLURP2,SLURP2,0.90131
MYO1G,MYO1G,0.9013025
PDGFRB,PDGFRB,0.9012849
FEZF1,FEZF1,0.9012696
DYNC2LI1,DYNC2LI1,0.9012332
CYB5RL,CYB5RL,0.9012312
SMYD5,SMYD5,0.90122116
SNX15,SNX15,0.9011176
C3orf85,C3orf85,0.90108126
RAI14,RAI14,0.9010753
DNAH14,DNAH14,0.9010573
MAP1B,MAP1B,0.9010274
ENAM,ENAM,0.90102446
CIB2,CIB2,0.90102154
PIEZO2,PIEZO2,0.90099627
PJVK,PJVK,0.9009373
CA14,CA14,0.90093046
PCSK7,PCSK7,0.90090805
SKA2,SKA2,0.9008664
MYO1H,MYO1H,0.900861
DCP1B,DCP1B,0.90073824
PSMA6,PSMA6,0.9007254
ATXN1,ATXN1,0.90065217
MAJIN,MAJIN,0.90062684
FADS6,FADS6,0.90059656
PDP1,PDP1,0.9005504
NUBPL,NUBPL,0.9005396
PCF11,PCF11,0.90050393
C11orf96,C11orf96,0.9004323
ACOX2,ACOX2,0.90042716
ADCY4,ADCY4,0.90041035
C11orf71,C11orf71,0.90040845
TBL3,TBL3,0.90040004
SKAP1,SKAP1,0.9003946
EFCAB5,EFCAB5,0.90039366
SASH1,SASH1,0.90036184
SPEGNB,SPEGNB,0.9003425
LGALSL,LGALSL,0.90034205
TAC3,TAC3,0.90032595
RNF125,RNF138,0.90030026
CFAP161,CFAP161,0.90026367
INIP,INIP,0.90011394
FBXL8,FBXL8,0.90009433
PERM1,PERM1,0.9000736
ABL1,ABL1,0.9000538
TAF1B,TAF1B,0.8999948
TTC7B,TTC7B,0.8999826
NIBAN1,NIBAN1,0.89995176
ACTL6B,ACTL6B,0.8999228
SCAMP5,SCAMP5,0.89989936
TRAPPC13,TRAPPC13,0.8998696
SEC63,SEC63,0.89986724
NDNF,NDNF,0.8998337
TYROBP,TYROBP,0.8997936
KCTD9,KCTD9,0.89972174
BPI,BPI,0.8996942
TPRG1,TPRG1,0.8996846
SNTG2,SNTG2,0.8996325
NTN5,NTN5,0.89960665
PPP2R3C,DGKA,0.8995559
EMC1,EMC1,0.8995527
CHDH,CHDH,0.8995403
CUX2,CUX2,0.89953285
MED12,MED12,0.8994486
COPS9,COPS9,0.8994446
CCS,CCS,0.89935845
NT5DC2,NT5C2,0.89934456
DHTKD1,DHTKD1,0.89923835
AATF,AATF,0.8992355
ZMPSTE24,ZMPSTE24,0.8991861
ETV6,ETV6,0.89914685
CDIN1,CDIN1,0.8990679
EPG5,EPG5,0.89903337
UBAP1L,UBAP1L,0.89893126
SNX29,SNX29,0.89885265
NARF,NARF,0.89883107
NCAN,NCAN,0.89882314
INPP1,INPP1,0.89879596
GRXCR1,GRXCR1,0.89875567
SIN3A,SIN3A,0.8987016
MCU,MCUB,0.89869505
EMP1,EMP1,0.8986857
TMUB2,TMUB2,0.89868265
ARMH3,ARMH3,0.89866364
PWP1,PWP1,0.8986107
PNKP,PNKP,0.89856297
BPNT2,BPNT2,0.8985586
WDR82,WDR82,0.8984833
XAF1,XAF1,0.8984506
STK3,STK3,0.8984363
MSANTD4,MSANTD4,0.8983887
YJEFN3,YJEFN3,0.89834446
EXO1,EXO1,0.898306
ODF1,ODF1,0.8982544
BRD9,TAF1,0.8982141
PRDM6,PRDM6,0.898199
UNC45A,UNC45A,0.8981931
GGA3,GGA3,0.8981669
FAM162A,FAM162A,0.8980933
POLR2B,POLR2B,0.8980692
STOX2,STOX2,0.8980609
NDUFA13,NDUFA13,0.89805454
ART3,ART3,0.89804024
WSCD1,WSCD1,0.89796877
EXOSC10,EXOSC10,0.8978968
TBC1D32,TBC1D32,0.8978954
BEND4,BEND4,0.8978713
ATF7IP,ATF7IP,0.8977826
STAB1,STAB1,0.8977713
SFPQ,SFPQ,0.8977222
RAB12,RAB12,0.89771503
IER3,IER3,0.8977147
RPS6KA1,RPS6KA1,0.8976854
RNF114,RNF114,0.8976416
RAI1,RAI1,0.8975208
WWTR1,WWTR1,0.8975152
TMEM243,TMEM243,0.897513
LRRC74A,LRRC74A,0.8975102
SIGIRR,SIGIRR,0.8974502
VASH1,VASH1,0.8974014
CLEC3A,CLEC3A,0.89734393
SNX8,SNX8,0.89733917
ZAN,ZAN,0.8973385
PIDD1,PIDD1,0.89733416
GPC5,GPC5,0.8973208
CDHR5,CDHR5,0.8973146
RPRD1A,RPRD1A,0.8973099
FBF1,FBF1,0.8972978
SCLY,SCLY,0.8972975
TCEAL4,TCEAL3,0.89728206
EGLN1,EGLN1,0.89726776
CABP4,CABP4,0.89719296
ZBP1,ZBP1,0.89710855
BCO1,BCO1,0.89708364
PCNT,PCNT,0.8970414
ALDH1A3,ALDH1A3,0.89700127
ADGRF1,ADGRF1,0.8969579
PHF21A,PHF21A,0.8968993
TMEM161A,TMEM161A,0.89687043
CLMN,EPB41L3,0.89685494
SSPN,SSPN,0.89682806
CCDC85C,CCDC85C,0.8967539
ACOXL,ACOXL,0.89675224
TMEM223,TMEM223,0.89669985
INTS14,INTS14,0.8966422
HOOK2,HOOK2,0.89662206
ADCY10,ADCY10,0.8966054
REELD1,REELD1,0.89658695
GTF3A,GTF3A,0.8965478
TAPT1,TAPT1,0.89653856
XYLB,XYLB,0.89640397
ARSK,ARSK,0.8963551
S100A9,S100A9,0.8963515
CLBA1,CLBA1,0.8963388
LLGL2,LLGL2,0.89630866
NUBP2,NUBP2,0.8963031
GPX2,GPX2,0.8962942
MIS18BP1,MIS18BP1,0.896267
DSP,DSP,0.8962182
EAPP,EAPP,0.89620435
MARVELD3,MARVELD3,0.8962017
CAND2,CAND2,0.8961729
CLEC2B,CLEC2B,0.89616674
ACYP2,ACYP2,0.8961554
SGO2,SGO2,0.896122
STK11,STK11,0.8960939
CCN6,CCN6,0.8960345
C16orf86,C16orf86,0.89600116
GCSAM,GCSAM,0.8959524
MTFR1L,MTFR1L,0.8959449
EML6,EML6,0.8959403
ATM,ATM,0.8959332
OLAH,OLAH,0.8959075
DRAM1,DRAM1,0.89587414
SCG3,SCG3,0.89584935
LYVE1,LYVE1,0.89584315
CARF,CARF,0.8957898
RECQL4,RECQL4,0.8957465
DCTN6,DCTN6,0.8957425
PIAS2,PIAS2,0.8956423
GPSM3,GPSM3,0.8955971
GNA11,GNA11,0.8955728
MRPL52,MRPL52,0.8955098
TULP3,TULP3,0.89547664
TBC1D2B,TBC1D2B,0.8954648
CNBD1,CNBD1,0.89546233
FARS2,FARS2,0.8954534
AKIP1,AKIP1,0.8953697
KCNB1,KCND2,0.895222
DNHD1,DNHD1,0.89517844
RAD1,RAD1,0.895173
COA8,COA8,0.89512104
BHMT2,BHMT2,0.89510155
USP54,CGN,0.8950812
CBR4,CBR4,0.89506525
HYDIN,HYDIN,0.89502764
XPO4,XPO5,0.89502573
LAD1,LAD1,0.89501244
LRRC7,LRRC7,0.89493304
PSMD9,PSMD9,0.894904
SDHAF2,SDHAF2,0.89489454
PHF11,PHF11,0.8948944
REXO1,REXO1,0.89488816
ONECUT1,RUNX1T1,0.89487094
EFEMP1,EFEMP1,0.8948581
HGSNAT,HGSNAT,0.8948559
ERP44,ERP44,0.89482516
TSACC,TSACC,0.894805
RABGAP1,RABGAP1,0.894778
SMARCB1,SMARCB1,0.8947755
CEBPZOS,CEBPZOS,0.8947394
SLC16A4,SLC16A4,0.8946842
CYP2J90P,CYP2J2,0.89464706
RPS6KB2,RPS6KB2,0.89464253
FRMPD1,FRMPD1,0.89461815
DYNC1LI2,RABL2A,0.894604
CLUAP1,CLUAP1,0.894601
ICOSLG,ICOSLG,0.89459175
DPH1,DPH1,0.89458644
DPPA5,DPPA5,0.8944994
MCMDC2,MCMDC2,0.894499
FLII,FLII,0.8944823
DPP7,DPP7,0.8944432
TEP1,TEP1,0.8944214
KATNAL2,KATNAL2,0.8943479
FBXL22,FBXL22,0.8943285
TNFSF8,TNFSF8,0.8942624
RPS20,RPS20,0.8942551
PIGH,PIGH,0.8941879
WDR43,WDR43,0.8941677
BAP1,BAP1,0.8941353
KANK2,KANK2,0.89413327
CEP57,CEP57,0.8941269
CDK10,CDK10,0.89411485
ISL2,ISL2,0.8941098
TBK1,TBK1,0.89409065
C14orf93,C14orf93,0.8940658
FNBP4,FNBP4,0.89405984
CLK3,CLK3,0.89396304
LPP,LPP,0.8939288
EPS8L2,EPS8L2,0.89385813
NACAD,NACAD,0.8938579
HSDL1,HSDL1,0.8938313
STIM1,STIM1,0.8938016
ESPNL,ESPNL,0.89376664
METTL16,METTL16,0.89370376
CCP110,CCP110,0.8937
VSTM2B,VSTM2B,0.89363647
TECPR1,TECPR1,0.8935815
WNT2,WNT2,0.89356923
PMPCB,PMPCB,0.89353365
IWS1,IWS1,0.8935252
TWNK,TWNK,0.89347875
RRP1,RRP1,0.893478
ERN2,ERN2,0.893461
SMPD3,SMPD3,0.89345706
TRAFD1,TRAFD1,0.893443
SH3TC2,SH3TC2,0.8934372
URM1,URM1,0.89341664
VIRMA,VIRMA,0.89337
UBE2QL1,ALKBH1,0.8933651
SRD5A3,SRD5A3,0.8933619
CIMIP3,GUCA1ANB,0.8933042
LIG3,LIG4,0.89328724
STAC2,STAC2,0.89325523
HSD17B7,HSD17B7,0.8932327
ADGB,ADGB,0.8931936
LRRC8E,LRRC8E,0.8931837
C19orf44,C19orf44,0.893173
MLKL,MLKL,0.89315635
SAMD12,SAMD12,0.8931545
FAM149A,FAM149A,0.8931442
FAM219B,FAM219B,0.89313567
DNAH11,DNAH11,0.893109
HSPA9,HSPA9,0.8930934
LCP2,LCP2,0.89306283
ARMC6,ARMC6,0.89298683
C2orf15,C2orf15,0.89295596
ARMCX4,ARMCX4,0.8929219
HLA-DOB,HLA-DOB,0.89279866
KCTD20,BTBD10,0.8927638
RWDD1,RWDD1,0.8926165
LYSMD3,LYSMD3,0.89259773
CPNE8,CPNE8,0.89258444
PSMD7,PSMD7,0.89257824
SEC62,SEC62,0.89255303
FBXL13,FBXL13,0.89255077
CMSS1,CMSS1,0.8925157
RECQL,RECQL,0.8925049
TEX29,TEX29,0.8924808
NSRP1,NSRP1,0.8924346
TUFM,TUFM,0.89241946
CBLN1,CBLN1,0.8924025
CEP95,CEP95,0.8923101
LARGE2,LARGE2,0.89230394
MTCL3,SOGA3,0.89228934
IRAK1BP1,IRAK1BP1,0.8922629
MTTP,MTTP,0.8922017
EIF2AK3,EIF2AK3,0.8921905
CLEC16A,UBR4,0.89213395
TCF25,TCF25,0.8921178
VPS35,NAA25,0.89204
SREK1,SREK1,0.8920324
SHLD1,SHLD1,0.8919831
EVA1C,EVA1C,0.891961
STYXL1,STYXL1,0.891935
CLEC19A,CLEC19A,0.8918989
SF3B1,SF3B1,0.89178586
C11orf54,C11orf54,0.89176476
ATPAF2,ATPAF2,0.89172584
TMX4,TMX4,0.89172375
CEP89,CEP89,0.89171743
PPP1R13L,PPP1R13L,0.8916123
EIF3F,EIF3F,0.89160097
VWA3B,VWA3B,0.89158523
DIAPH1,DIAPH1,0.89158267
TM9SF4,TM9SF4,0.8915521
PGS1,PGS1,0.8915475
PNCK,PNCK,0.89154303
CHSY1,B3GNT2,0.8914886
CRB1,CRB1,0.8914257
KIF12,KIF12,0.89132756
HBP1,HBP1,0.8913218
TMEM63A,TMEM63A,0.8913079
B3GNT3,B3GNT3,0.89126885
GPR160,GPR160,0.8912656
FYTTD1,FYTTD1,0.8912535
FBXO48,FBXO48,0.89116865
TNFRSF12A,TNFRSF12A,0.89116687
TFIP11,TFIP11,0.8911259
SCO1,SCO2,0.89112467
ABHD2,ABHD2,0.89105254
SAXO4,PPP1R32,0.89101994
NECTIN3,NECTIN3,0.89090765
QSOX1,QSOX1,0.8909072
SOWAHA,SOWAHA,0.8908953
CENPK,CENPK,0.8908869
HIC1,HIC1,0.89088064
NT5C,NT5M,0.89087534
SFMBT1,SFMBT1,0.8908168
QNG1,C9orf64,0.8908162
TMEM108,TMEM108,0.8907671
CNP,CNP,0.8907626
APBA2,APBA2,0.8907235
TEX9,TEX9,0.89068586
PHYKPL,PHYKPL,0.89067423
CYP20A1,CYP20A1,0.89059794
SPAG8,SPAG8,0.89058554
TTC29,TTC29,0.8905506
NRG4,NRG4,0.89043343
ITM2B,ITM2B,0.89037865
RAF1,RAF1,0.8903645
CFAP206,CFAP206,0.89035976
HOXC6,HOXC6,0.89034235
MBD3,MBD3,0.89032304
NBN,NBN,0.89031905
YTHDC1,YTHDC1,0.89024115
OLFML2B,OLFML2B,0.89021313
MRPL58,MRPL58,0.89020365
IDNK,IDNK,0.89016914
AFG2B,SPATA5L1,0.8900985
TNFAIP2,TNFAIP2,0.8900496
CLEC4A,CLEC4A,0.8900378
LRRC43,LRRC43,0.89002216
HSF1,HSF1,0.88999104
AJUBA,AJUBA,0.8899661
HEG1,HEG1,0.8899584
PELI3,PELI3,0.88990134
MBOAT2,MBOAT2,0.8898355
TH,TH,0.889809
KIF5A,CNTRL,0.88979393
PEX10,PEX10,0.88967216
FDXACB1,FDXACB1,0.8896698
SLC20A2,SLC20A2,0.8896638
TTLL6,TTLL2,0.8896344
TMEM184B,TMEM184A,0.88952255
RGR,RGR,0.8895092
PSME3,PSME3,0.8895061
PRMT9,PRMT9,0.88950557
NOD1,NLRC4,0.8894692
SLCO2B1,SLCO2B1,0.88944364
ESRP2,ESRP2,0.88943076
RPS13,RPS13,0.88939524
SGMS1,SGMS1,0.8892417
DOK3,DOK3,0.88923633
RBP5,RBP5,0.889201
NPDC1,NPDC1,0.8891427
UBALD2,UBALD2,0.88907504
LINS1,LINS1,0.8890684
JAM3,JAM3,0.8890328
GHDC,GHDC,0.88885176
NUDT7,NUDT7,0.88884526
QPCTL,QPCTL,0.888796
MSRB2,MSRB2,0.8887852
NIPAL1,NIPAL1,0.88877666
PDE1B,PDE1B,0.8887683
AANAT,AANAT,0.888727
CARMIL2,CARMIL2,0.8885375
TMEM192,TMEM192,0.88853675
SNX31,SNX31,0.88852316
COL6A6,COL6A3,0.88852084
BEGAIN,BEGAIN,0.8885181
SLC44A2,SLC44A2,0.8884543
TEPSIN,TEPSIN,0.8884113
TMEM72,TMEM72,0.88840014
NEU1,NEU1,0.8883695
ADAMTSL5,AMN,0.8883002
FMN2,TRIM36,0.8882566
RBM23,RBM23,0.8881877
GAK,GAK,0.88816327
CD70,CD70,0.8881177
DECR2,DECR2,0.88811284
MALRD1,MALRD1,0.888077
BBS5,BBS5,0.88805765
RBP7,RBP2,0.8880379
EGLN2,EGLN2,0.88794816
RMND5B,RMND5B,0.8879173
HOMER2,HOMER2,0.8878612
CPOX,CPOX,0.88782585
CENPI,CENPI,0.88782245
RPS19,RPS19,0.8877719
BPIFA3,GNPTAB,0.8876563
CTTNBP2,CTTNBP2,0.88764924
C1orf159,C1orf159,0.88762665
PAQR6,PAQR7,0.88759965
LRRC69,LRRC69,0.8875717
TLE6,TLE6,0.8875599
XRCC5,XRCC5,0.8875528
IL5,IL6,0.88749385
FAP,FAP,0.8874845
GOLM2,GOLM2,0.88736
PDS5A,PDS5A,0.88735616
PROM1,PROM1,0.8873368
RNF31,RNF31,0.8873106
PACRG,PACRG,0.8872992
SEC22B,SEC22B,0.88724244
HAT1,HAT1,0.88716316
PLK1,PLK1,0.8871545
FBXO22,FBXO22,0.8870928
IGSF3,IGSF3,0.887091
BPHL,BPHL,0.88708335
CYB5D2,CYB5D2,0.887035
KMT5A,KMT5A,0.8870114
FYN,FYN,0.88698685
CHCT1,C17orf64,0.8869414
GARS1,GARS1,0.8869228
PSCA,PSCA,0.88690543
METTL3,METTL3,0.8868718
CENPV,CENPVL1,0.88684654
LMO2,LMO2,0.8868157
IAPP,IAPP,0.88680094
SERPING1,SERPINA10,0.8867979
TOPBP1,TOPBP1,0.88667405
