Gene name,Chimpanzee gene name
RNU6-1179P,U6
MIR6739,MIR6739
SHISA4,SHISA4
RN7SL860P,Metazoa_SRP
KIAA1549L,KIAA1549L
NUDT17,NUDT17
ARL6,ARL6
PIAS3,PIAS3
MAT2A,MAT2A
LMO2,LMO2
LRTM1,LRTM1
CAPRIN1,CAPRIN1
CACNA1D,CACNA1D
VAMP5,VAMP5
RNF181,RNF181
MIR6736,MIR6736
RN7SL340P,Metazoa_SRP
VSTM2B,VSTM2B
TMEM150A,TMEM150A
RBM8A,RBM8A
POP4,POP4
INTS2,INTS2
TSHZ3,TSHZ3
USP39,USP39
TARBP2,TARBP2
RNU7-70P,U7
NAT10,NAT10
RHOC,RHOC
RN7SL491P,Metazoa_SRP
FFAR2,FFAR2
ZNF850,ZNF850
LGALS16,LGALS16
MED13,MED13
ZFP28,ZFP28
RN7SL800P,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
MAP2K6,MAP2K6
ZNF470,ZNF470
C2orf68,C2AH2orf68
ZNF71,ZNF71
GNLY,GNLY
Y_RNA,Y_RNA
OR8G2P,OR8G2P
TAFA3,TAFA3
RNU6-256P,U6
MIR125B1,ptr-mir-125b-1
SMIM17,SMIM17
MIRLET7A2,ptr-let-7a-2
MIR100,ptr-mir-100
ZNF384,ZNF384
ZNF835,ZNF835
NRXN2,NRXN2
MOV10,MOV10
CYTH1,CYTH1
SLC38A11,SLC38A11
SH2D6,SH2D6
CACNA1C,CACNA1C
PRKAR1A,PRKAR1A
RN7SL359P,Metazoa_SRP
DNAJB1,DNAJB1
EIF4E2,EIF4E2
WFDC1,WFDC1
ATP2C2,ATP2C2
CERS4,CERS4
TAF12,TAF12
RNU6-997P,U6
CHAC2,CHAC2
MIR3682,MIR3682
SRSF2,SRSF2
PSME4,PSME4
MEAK7,MEAK7
VAMP2,VAMP2
TAF13,TAF13
PPP2R3A,PPP2R3A
COTL1,COTL1
EPRS1,EPRS1
BLTP2,KIAA0100
CDIP1,CDIP1
ALKBH5,ALKBH5
FLII,FLII
KRAS,KRAS
OR52W1,OR52W1
C11orf42,C11H11orf42
FHIP1B,FHIP1B
PCCB,PCCB
SLC15A4,SLC15A4
UBN1,UBN1
ERLEC1,ERLEC1
ADGRE2,ADGRE2
CNGA4,CNGA4
GLT1D1,GLT1D1
BPNT1,BPNT1
APBB1,APBB1
DYNLRB2,DYNLRB2
IARS2,IARS2
Y_RNA,Y_RNA
RN7SL113P,Metazoa_SRP
GGCX,GGCX
TOP3A,TOP3A
MIR194-1,ptr-mir-194
RAB3GAP2,RAB3GAP2
ARRDC5,ARRDC5
LGALS13,LGALS13
MEIS3,MEIS3
SHMT1,SHMT1
RN7SKP297,7SK
CHRDL2,CHRDL2
SLC7A5,SLC7A5
MSL2,MSL2
KLHL29,KLHL29
ERC2,ERC2
MIR6775,MIR6775
DHRS9,DHRS9
ZNF263,ZNF263
CCL5,CCL5
MIR4696,MIR4696
SLC8A2,SLC8A2
XRRA1,XRRA1
INPP4B,INPP4B
EOMES,EOMES
SLC6A20,SLC6A20
COBLL1,COBLL1
NCKAP5L,NCKAP5L
KPTN,KPTN
BCDIN3D,BCDIN3D
FAIM2,FAIM2
AIPL1,AIPL1
MIR664A,ptr-mir-664a
NAPA,NAPA
SNORA36B,SNORA36B
RN7SKP265,7SK
TFAP4,TFAP4
CDC42BPA,CDC42BPA
MRPS25,MRPS25
AQP2,AQP2
AQP5,AQP5
AQP6,AQP6
CORO7,CORO7
RACGAP1,RACGAP1
C5AR2,C5AR2
IL18RAP,IL18RAP
DHX34,DHX34
HEG1,HEG1
PPARGC1A,PPARGC1A
DGAT2,DGAT2
PIMREG,PIMREG
GNL3,GNL3
FKBP7,FKBP7
MZF1,MZF1
PITPNM3,PITPNM3
TRIM66,TRIM66
CROCC2,CROCC2
SNORD19,SNORD19
SNORD19B,SNORD19B
SNORD69,SNORD69
GLT8D1,GLT8D1
PLEKHB2,PLEKHB2
MYO1F,MYO1F
CYP2R1,CYP2R1
BMP3,BMP3
CALCA,CALCA
PRKG2,PRKG2
KIAA0753,KIAA0753
EIF4G2,EIF4G2
ASIC1,ASIC1
RNU5A-2P,U5
CASP6,CASP6
SPCS1,SPCS1
TXNDC17,TXNDC17
ADAMTS10,ADAMTS10
NEK4,NEK4
CHPF,CHPF
MED31,MED31
CYS1,CYS1
RAD51AP2,RAD51AP2
ST6GAL2,ST6GAL2
MIR4520-1,MIR4520-1
SLC13A5,SLC13A5
RN7SL861P,Metazoa_SRP
MROH2A,MROH2A
ITIH1,ITIH1
SMARCD1,SMARCD1
ZGRF1,ZGRF1
DNAJA3,DNAJA3
MACF1,MACF1
MAIP1,C2orf47
OR4A47,OR4A47
KSR1,KSR1
LIPE,LIPE
DTNB,DTNB
ETS1,ETS1
GPD1,GPD1
NLRP12,NLRP12
ITIH4,ITIH4
OR3A2,OR3A2
TRIM2,TRIM2
CERS5,CERS5
C17orf114,C17orf114
SSH2,SSH2
NDUFA11,NDUFA11
CAPS,CAPS
ZNF75A,ZNF75A
DLG2,DLG2
NMRAL1,NMRAL1
SNORA70,SNORA70
RNY4P13,Y_RNA
KSR2,KSR2
PAFAH1B1,PAFAH1B1
MUSTN1,MUSTN1
CIT,CIT
DNASE1,DNASE1
STIMATE,STIMATE
ITIH3,ITIH3
RNU6-629P,U6
RNU5E-9P,U5
ZSCAN32,ZSCAN32
PDE11A,PDE11A
TMEM131L,TMEM131L
GAA,GAA
HSH2D,HSH2D
TTC21A,TTC21A
CIB3,CIB3
WSCD1,WSCD1
FAM32A,FAM32A
ALOXE3,ALOXE3
TLR2,TLR2
AP1M1,AP1M1
RNF175,RNF175
CLTC,CLTC
RN7SL767P,Metazoa_SRP
USF3,USF3
VAX2,VAX2
SFRP2,SFRP2
NAA50,NAA50
ATP6V1B1,ATP6V1B1
SLX4,SLX4
TYK2,TYK2
GRAMD1C,GRAMD1C
SDR42E2,SDR42E2
RPUSD1,RPUSD1
SMURF1,SMURF1
RN7SL160P,Metazoa_SRP
ANKRD53,ANKRD53
SETD1B,SETD1B
HPD,HPD
NAGK,NAGK
IMPDH2,IMPDH2
OR2AE1,OR2AE1
CHTF18,CHTF18
Y_RNA,Y_RNA
AZGP1,AZGP1
PSMD9,PSMD9
GADD45B,GADD45B
MCEE,MCEE
PLEKHA8,PLEKHA8
RNU6-993P,U6
Metazoa_SRP,Metazoa_SRP
RNU7-170P,U7
CFAP251,CFAP251
GNG13,GNG13
C16orf96,C16H16orf96
QRICH1,QRICH1
UBALD1,UBALD1
SLFN12L,SLFN12L
SPNS3,SPNS3
BCL7A,BCL7A
EXPH5,EXPH5
MGRN1,MGRN1
MLXIP,MLXIP
TP53,TP53
PTGIR,PTGIR
MTURN,MTURN
POGLUT3,POGLUT3
ZNF708,ZNF708
RNU6-92P,U6
EXOC4,EXOC4
ZNF283,ZNF283
POLA2,POLA2
KRBOX1,KRBOX1
DENR,DENR
CCDC190,CCDC190
ZNF404,ZNF404
ZNF45,ZNF45
PIK3R3,PIK3R3
ZCCHC8,ZCCHC8
ZNF221,ZNF221
ZNF155,ZNF155
ZBTB20,ZBTB20
TSPAN1,TSPAN1
ACAD10,ACAD10
MPZL3,MPZL3
ZNF230,ZNF230
P3R3URF,P3R3URF
LDHC,LDHC
LURAP1,LURAP1
RAD54L,RAD54L
ZNF222,ZNF222
SCGB2B2,SCGB2B2
MYADM,MYADM
Y_RNA,Y_RNA
RNU6-681P,U6
RN7SKP52,7SK
TBL1XR1,TBL1XR1
Metazoa_SRP,Metazoa_SRP
MIR6769A,MIR6769A
NUDT16L1,NUDT16L1
ANKS3,ANKS3
NFIC,NFIC
ALDH2,ALDH2
RNU6-137P,U6
HAAO,HAAO
LDHA,LDHA
POMGNT1,POMGNT1
OXER1,OXER1
ARID2,ARID2
RN7SL575P,Metazoa_SRP
MAL,MAL
ZNF2,ZNF2
SMIM24,SMIM24
SMIM44,SMIM44
CYP2W1,CYP2W1
SEMA6B,SEMA6B
PROM2,PROM2
DNAAF8,DNAAF8
TMTC1,TMTC1
ZNF500,ZNF500
Metazoa_SRP,Metazoa_SRP
SEPTIN12,SEPTIN12
CYP4F2,CYP4F2
MUC4,MUC4
MIR339,ptr-mir-339
GPR146,GPR146
ZFAND2A,ZFAND2A
KDM4B,KDM4B
FAHD2A,FAHD2A
SMIM22,SMIM22
TNNT3,TNNT3
AK4P3,AK4
UNCX,UNCX
DIABLO,DIABLO
ROGDI,ROGDI
GTF3C2,GTF3C2
CDC37,CDC37
Metazoa_SRP,Metazoa_SRP
ATP6V1C2,ATP6V1C2
GLYR1,GLYR1
BLZF1,BLZF1
CCDC181,CCDC181
RNU7-138P,U7
GPRC5A,GPRC5A
PDIA6,PDIA6
TMEM263,TMEM263
SLC19A2,SLC19A2
SF1,SF1
F5,F5
MTERF2,MTERF2
ZNF282,ZNF282
ADCY9,ADCY9
CRY1,CRY1
ELL2,ELL2
PALMD,PALMD
ZNF212,ZNF212
STUM,STUM
ZNF783,ZNF783
ANO2,ANO2
CAST,CAST
NAA60,NAA60
GON4L,GON4L
DLG4,DLG4
NOL10,NOL10
ACVRL1,ACVRL1
MMD2,MMD2
PKP2,PKP2
RN7SKP195,7SK
MIR4428,MIR4428
CUX2,CUX2
PPCS,PPCS
RNU6-536P,U6
MIR6760,MIR6760
PHETA1,PHETA1
CSDE1,CSDE1
NLRX1,NLRX1
CCDC63,CCDC63
CLUAP1,CLUAP1
NLGN1,NLGN1
MYL2,MYL2
RN7SKP124,7SK
RN7SL724P,Metazoa_SRP
NMNAT3,NMNAT3
GCC2,GCC2
TRAP1,TRAP1
PON2,PON2
MS4A8,MS4A8
H1-10,H1-10
USP19,USP19
CCDC138,CCDC138
MS4A15,MS4A15
GRIN2B,GRIN2B
MS4A10,MS4A10
HEPN1,HEPN1
SLC1A2,SLC1A2
IPO8,IPO8
WEE2,WEE2
STAT6,STAT6
ACP3,ACP3
LYG2,LYG2
RN7SL267P,Metazoa_SRP
RNU6-107P,U6
Y_RNA,Y_RNA
SNORC,SNORC
IQCF3,IQCF3
STAT3,STAT3
LGALSL,LGALSL
NFKBIZ,NFKBIZ
RNU6-100P,U6
SERTAD2,SERTAD2
PDE1A,PDE1A
SLC4A5,SLC4A5
RPS15A,RPS15A
ARL6IP1,ARL6IP1
SLC38A3,SLC38A3
RPL24,RPL24
GPATCH11,GPATCH11
PAMR1,PAMR1
NXPE3,NXPE3
Y_RNA,Y_RNA
MIR583,ptr-mir-583
RNU6-524P,U6
PCSK1,PCSK1
IGFBP2,IGFBP2
MADD,MADD
IGFBP5,IGFBP5
MAP4,MAP4
TNP1,TNP1
NYAP2,NYAP2
ERAP2,ERAP2
AFTPH,AFTPH
RNU6-1329P,U6
Y_RNA,Y_RNA
NT5DC3,NT5DC3
KLHL21,KLHL21
UQCC6,UQCC6
RNU6-474P,U6
Y_RNA,Y_RNA
RNU6-1181P,U6
RNU6-108P,U6
RNU6-483P,U6
CASP8,CASP8
ARF4,ARF4
PHF13,PHF13
Y_RNA,Y_RNA
SUB1,SUB1
KLHL12,KLHL12
HCFC2,HCFC2
SNORD3D,SNORD3D
SNORD3D,U3
GRAPL,GRAPL
DENND6A,DENND6A
Y_RNA,Y_RNA
ADIPOR1,ADIPOR1
HDAC5,HDAC5
Y_RNA,Y_RNA
VPS33A,VPS33A
ZNF502,ZNF502
CYB5R1,CYB5R1
ZNF501,ZNF501
TMEM183A,TMEM183A
KIAA1143,KIAA1143
KIF15,KIF15
MYOG,MYOG
TUBA1A,TUBA1A
MYBPH,MYBPH
CHI3L1,CHI3L1
CCNG1,CCNG1
APAF1,APAF1
UBR4,UBR4
MARS2,MARS2
BOLL,BOLL
OTULIN,OTULIN
MTX3,MTX3
THBS4,THBS4
TMEM42,TMEM42
EXOSC7,EXOSC7
CASP10,CASP10
SERINC5,SERINC5
CLEC3B,CLEC3B
RNU5B-3P,U5
TGM4,TGM4
CXCR4,CXCR4
RNU7-2P,U7
ATP2B2,ATP2B2
RNU6-692P,U6
Y_RNA,Y_RNA
RNU6-715P,U6
XAF1,XAF1
MRTO4,MRTO4
NUP98,NUP98
AKR7A3,AKR7A3
RNU6-1099P,U6
SLC66A1,SLC66A1
FBXO39,FBXO39
TEKT1,TEKT1
RN7SL277P,Metazoa_SRP
RABIF,RABIF
CHIT1,CHIT1
FANCL,FANCL
HSPB3,HSPB3
SP6,SP6
SNX18,SNX18
SP2,SP2
PPFIA4,PPFIA4
PNPO,PNPO
SLC6A11,SLC6A11
SETDB1,SETDB1
ROBO2,ROBO2
ZNF385A,ZNF385A
PRR15L,PRR15L
NEU1,NEU1
ITGA5,ITGA5
RNU6-731P,U6
DNAJC11,DNAJC11
GTSF1,GTSF1
LINC03040,LINC03040
PRDM2,PRDM2
NCKAP1L,NCKAP1L
ZDHHC3,ZDHHC3
ORC3,ORC3
ZNF385D,ZNF385D
PRICKLE1,PRICKLE1
CTLA4,CTLA4
OPCML,OPCML
RNU6-542P,U6
HTRA2,HTRA2
NPTX2,NPTX2
CEP97,CEP97
BRCA1,BRCA1
U6,U6
GRIA4,GRIA4
H2BC3,H2BC3
DOK1,DOK1
FAM161A,FAM161A
SLC2A3,SLC2A3
CCT4,CCT4
RNU2-61P,U2
PNRC1,PNRC1
MIR3160-1,MIR3160-1
RN7SL336P,Metazoa_SRP
SRSF12,SRSF12
HARBI1,HARBI1
ATG13,ATG13
PM20D2,PM20D2
GABRR1,GABRR1
Y_RNA,Y_RNA
ZNF722,ZNF722
CMAS,CMAS
Y_RNA,Y_RNA
Y_RNA,Y_RNA
IL36G,IL36G
RNU6-1308P,U6
CCDC54,CCDC54
IL36A,IL36A
BBX,BBX
ST8SIA1,ST8SIA1
ZSCAN12,ZSCAN12
IL1F10,IL1F10
ZSCAN23,ZSCAN23
RNU6-1180P,U6
IL1RN,IL1RN
GPX6,GPX6
RNU1-149P,U1
C2CD5,C2CD5
GPX5,GPX5
CDCA7,CDCA7
SCAND3,SCAND3
IL36RN,IL36RN
CDKN1A,CDKN1A
DNAH17,DNAH17
FAM171B,FAM171B
TFAP2A,TFAP2A
ITGAV,ITGAV
ARHGAP1,ARHGAP1
EMC1,EMC1
ZNF408,ZNF408
F2,F2
CKAP5,CKAP5
DUSP14,DUSP14
RPL23,RPL23
CD47,CD47
ETNK1,ETNK1
FGF12,FGF12
SNORA21B,SNORA21B
SNORA21,SNORA21
LASP1,LASP1
PDE1B,PDE1B
GOLGA4,GOLGA4
LASP1NB,LASP1NB
FBXO47,FBXO47
C1orf50,C1H1orf50
TAL1,TAL1
PTRH2,PTRH2
HSF5,HSF5
LENEP,LENEP
PPP1R1A,PPP1R1A
VMP1,VMP1
ARPC5,ARPC5
SNORD67,SNORD67
LRP4,LRP4
LACRT,LACRT
APOBEC4,APOBEC4
SMG7,SMG7
DCD,DCD
MUCL1,MUCL1
TESPA1,TESPA1
PICALM,PICALM
TBX2,TBX2
RTKN,RTKN
TBX4,TBX4
PRKAR2A,PRKAR2A
OR10A7,OR10A7
CTDSP2,CTDSP2
STK39,STK39
ATP23,ATP23
RN7SKP65,7SK
LRIG3,LRIG3
IFIH1,IFIH1
CXCR2,CXCR2
PLOD2,PLOD2
RNU7-120P,U7
DUSP6,DUSP6
ARFGEF3,ARFGEF3
RUFY4,RUFY4
AKNAD1,AKNAD1
RNU6-560P,U6
Y_RNA,Y_RNA
METTL25,METTL25
GNA13,GNA13
SP5,SP5
FZD4,FZD4
Y_RNA,Y_RNA
RGS9,RGS9
GAD1,GAD1
PRRG4,PRRG4
QSER1,QSER1
CLCC1,CLCC1
MYMX,MYMX
TMTC2,TMTC2
SLC29A1,SLC29A1
Y_RNA,Y_RNA
DEPDC7,DEPDC7
CCR9,CCR9
RNU6-977P,U6
Y_RNA,Y_RNA
KITLG,KITLG
XCR1,XCR1
SACM1L,SACM1L
OTUB1,OTUB1
RNU1-117P,U1
LDHB,LDHB
GORASP2,GORASP2
OR4S1,OR4S1
CACNG5,CACNG5
OR4C5,OR4C5
CACNG4,CACNG4
MARK2,MARK2
CACNG1,CACNG1
HELZ,HELZ
NLRC4,NLRC4
PDE3A,PDE3A
ERICH2,ERICH2
RANBP2,RANBP2
SLCO1C1,SLCO1C1
SLCO1B3,SLCO1B3
SLC47A1,SLC47A1
ATP6V1A,ATP6V1A
SLC35B2,SLC35B2
RN7SL674P,Metazoa_SRP
PROKR1,PROKR1
ARHGAP25,ARHGAP25
IPP,IPP
NFKBIE,NFKBIE
TMEM151B,TMEM151B
PDE4B,PDE4B
TCTE1,TCTE1
AARS2,AARS2
Y_RNA,Y_RNA
POLR3B,POLR3B
SPATS1,SPATS1
C17orf113,C17H17orf113
SLMAP,SLMAP
COPS7B,COPS7B
ABCC10,ABCC10
TMOD4,TMOD4
USP22,USP22
PELI3,PELI3
RFX4,RFX4
SMAP2,SMAP2
DLK2,DLK2
DARS1,DARS1
MS4A18,MS4A18
DHRS7B,DHRS7B
TOP6BL,TOP6BL
RNU6-1113P,U6
TJAP1,TJAP1
WNT16,WNT16
CALML6,CALML6
TMEM11,TMEM11
FAM3C,FAM3C
RN7SL426P,Metazoa_SRP
NATD1,NATD1
EXO5,EXO5
ART4,ART4
M1AP,M1AP
PIK3C2B,PIK3C2B
EPHA4,EPHA4
TMEM161B,TMEM161B
CADM1,CADM1
RFC5,RFC5
WSB2,WSB2
MSTN,MSTN
JAML,JAML
INPP1,INPP1
VSIG10,VSIG10
VPS72,VPS72
FBXW10B,FBXW10B
SEMA6C,SEMA6C
PEBP1,PEBP1
SLC4A2,SLC4A2
GRM7,GRM7
RNF44,RNF44
RN7SKP262,7SK
SSPN,SSPN
HIBCH,HIBCH
LLGL1,LLGL1
ITPR2,ITPR2
TRIM68,TRIM68
BHMT,BHMT2
PLAAT3,PLAAT3
VPS51,VPS51
RNY3P1,Y_RNA
JMY,JMY
POMGNT2,POMGNT2
IL1RAP,IL1RAP
OVGP1,OVGP1
HOMER1,HOMER1
LIAT1,LIAT1
RFLNB,RFLNB
FBXL20,FBXL20
INTS13,INTS13
WDR77,WDR77
SESTD1,SESTD1
NPAS4,NPAS4
Y_RNA,Y_RNA
Y_RNA,Y_RNA
ATP5PB,ATP5PB
PJA2,PJA2
Y_RNA,Y_RNA
DBX2,DBX2
KMT2A,KMT2A
PHYKPL,PHYKPL
GTDC1,GTDC1
C1orf162,C1H1orf162
SLC38A1,SLC38A1
TMIGD3,TMIGD3
CD300LB,CD300LB
ARHGDIA,ARHGDIA
RNU6-792P,U6
RAP1A,RAP1A
RN7SKP296,7SK
EIF1B,EIF1B
GTF2E1,GTF2E1
FOXO6,FOXO6
TNIP1,TNIP1
EDN2,EDN2
STXBP5L,STXBP5L
ATP1B1,ATP1B1
SNORA20B,SNORA20B
PDE2A,PDE2A
ASPSCR1,ASPSCR1
TTL,TTL
HS2ST1,HS2ST1
POLR1B,POLR1B
EMP3,EMP3
SLC38A2,SLC38A2
IER2,IER2
PIK3R2,PIK3R2
HOOK1,HOOK1
RNU6-315P,U6
PRKCI,PRKCI
CYP2J2,CYP2J2
LAMB4,LAMB4
CD300C,CD300C
RN7SL475P,Metazoa_SRP
H2AC25,H2AC25
H2BC26,H2BC26
RNF187,RNF187
PRAC1,PRAC1
Y_RNA,Y_RNA
SKIL,SKIL
PRAC2,PRAC2
HOXB13,HOXB13
AGTRAP,AGTRAP
TTLL6,TTLL6
CLDN11,CLDN11
SLC38A4,SLC38A4
SLC7A14,SLC7A14
Y_RNA,Y_RNA
CHCHD5,CHCHD5
STAB1,STAB1
CKAP2L,CKAP2L
RN7SL125P,Metazoa_SRP
CALCOCO2,CALCOCO2
AMIGO2,AMIGO2
RPAP3,RPAP3
NRCAM,NRCAM
IL1A,IL1A
MTHFR,MTHFR
EIF2B4,EIF2B4
ENDOU,ENDOU
RAPGEF3,RAPGEF3
PHLDB3,PHLDB3
PEAK3,PEAK3
NT5DC2,NT5DC2
KYNU,KYNU
FAM177B,FAM177B
ATP5MC1,ATP5MC1
SLC44A5,SLC44A5
ZSCAN22,ZSCAN22
MIR139,ptr-mir-139
ARAP1,ARAP1
ZNF749,ZNF749
VN1R1,VN1R1
UQCC5,UQCC5
TNFSF14,TNFSF14
RNU6-856P,U6
PBRM1,PBRM1
UBE2Z,UBE2Z
PPM1N,PPM1N
FAM229A,FAM229A
ARHGAP15,ARHGAP15
THAP3,THAP3
SNF8,SNF8
PNPLA8,PNPLA8
APLP1,APLP1
S100A5,S100A5
SLC48A1,SLC48A1
ICA1L,ICA1L
RNU1-42P,U1
GIP,GIP
Metazoa_SRP,Metazoa_SRP
RNU6-826P,U6
PER1,PER1
KANSL2,KANSL2
PPM1J,PPM1J
SAFB2,SAFB2
SNORA2C,SNORA2C
MIR1291,ptr-mir-1291
SNORA2A,SNORA2A
SNORA2B,SNORA2B
CCNT1,CCNT1
PMF1,PMF1
N4BP3,N4BP3
MLEC,MLEC
NFYC,NFYC
HMHB1,HMHB1
UNC119B,UNC119B
CD300E,CD300E
MILR1,MILR1
NEDD1,NEDD1
COMMD1,COMMD1
RN7SL297P,Metazoa_SRP
SIGLEC5,SIGLEC14
SLC20A1,SLC20A1
C1QL1,C1QL1
COPZ2,COPZ2
TIA1,TIA1
MIR152,MIR152
MAML1,MAML1
NFE2L1,NFE2L1
LTC4S,LTC4S
THSD7A,THSD7A
TMEM181,TMEM181
MGAT4B,MGAT4B
Y_RNA,Y_RNA
C7orf78,C7orf78
OGG1,OGG1
CBX1,CBX1
STARD10,STARD10
GABARAPL1,GABARAPL1
RNU6-1201P,U6
SNX11,SNX11
PCYOX1,PCYOX1
DYNLT1,DYNLT1
CALHM6,CALHM6
THUMPD2,THUMPD2
KCTD20,KCTD20
KLRD1,KLRD1
SKAP1,SKAP1
RNU1-38P,U1
ST3GAL5,ST3GAL5
Y_RNA,Y_RNA
MIR4692,MIR4692
ATG16L2,ATG16L2
SPOCD1,SPOCD1
STK38,STK38
SQSTM1,SQSTM1
RNU6-1152P,U6
KLRK1,KLRK1
SAXO3,SAXO3
U3,U3
RN7SL748P,Metazoa_SRP
Y_RNA,Y_RNA
SRSF3,SRSF3
NEUROD2,NEUROD2
PPP1R1B,PPP1R1B
MIR922,ptr-mir-922
FYTTD1,FYTTD1
BTN3A1,BTN3A1
TRBV11-2,TRBV11-2
RUBCN,RUBCN
STARD3,STARD3
UFSP1,UFSP1
MYH16,MYH16
MRNIP,MRNIP
MOB3C,MOB3C
SRSF11,SRSF11
KLRC4,KLRC4
DCUN1D1,DCUN1D1
RNU6-672P,U6
OR4C12,OR4C12
MTCH2,MTCH2
PAX4,PAX4
MUCL3,MUCL3
OASL,OASL
H3C1,H3C6
MCCC1,MCCC1
CTXND2,CTXND2
Y_RNA,Y_RNA
GPR137B,GPR137B
IRAG1,IRAG1
RN7SKP150,7SK
Y_RNA,Y_RNA
BNIP5,BNIP5
RNU2-70P,U2
ERO1B,ERO1B
TCAP,TCAP
PNMT,PNMT
PXT1,PXT1
RN7SL502P,Metazoa_SRP
GCKR,GCKR
PGAP3,PGAP3
CYP27B1,CYP27B1
MRPL33,MRPL33
KPRP,KPRP
C2CD4D,C2CD4D
MTARC2,MTARC2
LMBRD1,LMBRD1
ERBB2,ERBB2
RBKS,RBKS
MTARC1,MTARC1
FOSL2,FOSL2
ATPAF1,ATPAF1
RNU6-592P,U6
PLB1,PLB1
KLRC1,KLRC1
OR52B4,OR52B4
LAMP3,LAMP3
TRIM21,TRIM21
GPR137,GPR137
CAND2,CAND2
ANKRD27,ANKRD27
RGS16,RGS16
MRGPRF,MRGPRF
RGS8,RGS8
IQSEC1,IQSEC1
MIR3164,MIR3164
CFAP300,CFAP300
STYK1,STYK1
MIR4728,MIR4728
MIEN1,MIEN1
RNA5SP535,5S_rRNA
GRB7,GRB7
YAP1,YAP1
SARS1,SARS1
YBX3,YBX3
SNORA68B,SNORA68B
RN7SL789P,Metazoa_SRP
RGS9BP,RGS9BP
NUDT19,NUDT19
PTP4A1,PTP4A1
TDRD12,TDRD12
PHF3,PHF3
SPDYA,SPDYA
CELSR2,CELSR2
RNU6-952P,U6
MIR6761,MIR6761
PRRT3,PRRT3
BIRC3,BIRC3
MAPKAPK5,MAPKAPK5
IKZF3,IKZF3
SLC7A9,SLC7A9
FHIT,FHIT
TRMT61B,TRMT61B
USP45,USP45
U3,U3
Y_RNA,Y_RNA
RNU6-922P,U6
RNU6-788P,U6
UBE2E1,UBE2E1
BIRC2,BIRC2
WDR43,WDR43
PSRC1,PSRC1
TMEM116,TMEM116
SNORD92,SNORD92
SNORD53,SNORD53
Y_RNA,Y_RNA
SNORD53B,SNORD53B
TOGARAM2,TOGARAM2
TMEM123,TMEM123
NKIRAS1,NKIRAS1
RN7SKP22,7SK
MMP7,MMP7
SMARCAL1,SMARCAL1
MYBPHL,MYBPHL
MMP20,MMP20
SORT1,SORT1
RPL15,RPL15
NCAM1,NCAM1
SOCS5,SOCS5
MAMSTR,MAMSTR
MCFD2,MCFD2
USE1,USE1
SELPLG,SELPLG
Y_RNA,Y_RNA
SSH1,SSH1
PSMA5,PSMA5
SLC35B3,SLC35B3
UBE2E2,UBE2E2
OCEL1,OCEL1
STPG4,STPG4
NEK10,NEK10
ZBTB37,ZBTB37
CALM2,CALM2
LACTBL1,LACTBL1
UAP1,UAP1
DAO,DAO
ZPBP2,ZPBP2
PYHIN1,PYHIN1
Y_RNA,Y_RNA
GSDMB,GSDMB
EOGT,EOGT
RNU7-187P,U7
TTC12,TTC12
EPCAM,EPCAM
RNU6-361P,U6
CKAP4,CKAP4
RNU7-94P,U7
TCP11L2,TCP11L2
IFI16,IFI16
TMF1,TMF1
SIGLEC9,SIGLEC9
ORMDL3,ORMDL3
RN7SKP119,7SK
Metazoa_SRP,Metazoa_SRP
KCNIP3,KCNIP3
RNU6-1012P,U6
U8,U8
LRRC3C,LRRC3C
GSDMA,GSDMA
ATXN7L3B,ATXN7L3B
BLTP3B,BLTP3B
PROSER3,PROSER3
PSMD3,PSMD3
UBA3,UBA3
DOCK10,DOCK10
CSF3,CSF3
PRDM13,PRDM13
AK2,AK2
Y_RNA,Y_RNA
ANKK1,ANKK1
MED24,MED24
WDR27,WDR27
RN7SL176P,Metazoa_SRP
DRD2,DRD2
ACTR6,ACTR6
ZIM3,ZIM3
ARL6IP5,ARL6IP5
DUXA,DUXA
LMOD3,LMOD3
ZNF264,ZNF264
CCDC80,CCDC80
C8A,C8A
AURKC,AURKC
C1QA,C1QA
SIDT2,SIDT2
SP110,SP110
C1QC,C1QC
DEPDC4,DEPDC4
C1QB,C1QB
CD200R1L,CD200R1L
ZNF805,ZNF805
C6orf120,C6H6orf120
PHF10,PHF10
GAP43,GAP43
CD46,CD46
Y_RNA,Y_RNA
ZNF460,ZNF460
ZNF543,ZNF543
ZNF304,ZNF304
ZNF547,ZNF547
EBLN2,EBLN2
RNU6-557P,U6
RNU2-64P,U2
RNU6-1270P,U6
CRTAP,CRTAP
TRAPPC2B,TRAPPC2B
ZNF548,ZNF548
DYNLT2,DYNLT2
ERMARD,ERMARD
SUSD5,SUSD5
STAT1,STAT1
GLB1L2,GLB1L2
FBXL2,FBXL2
ZNF17,ZNF17
SERTAD3,SERTAD3
MCEMP1,MCEMP1
B3GAT1,B3GAT1
MEN1,MEN1
CD300A,CD300A
ACP4,ACP4
CIMIP3,CIMIP3
SMIM28,SMIM28
HEBP2,HEBP2
NHSL1,NHSL1
UBP1,UBP1
MIR4735,MIR4735
RN7SL326P,Metazoa_SRP
MIR3145,MIR3145
ATG2A,ATG2A
LEUTX,LEUTX
SFTA2,SFTA2
G0S2,G0S2
CACNA1A,CACNA1A
HSD11B1,HSD11B1
TRAF3IP3,TRAF3IP3
HRAS,HRAS
RNU7-110P,U7
