Gene name,Mouse Lemur gene name
TMEM170B,TMEM170B
E2F3,E2F3
CEP85,CEP85
EP400,EP400
Y_RNA,Y_RNA
ZNF619,ZNF619
CUL3,CUL3
UBXN11,UBXN11
ZNF620,ZNF620
ANGPTL8,ANGPTL8
ANKLE1,ANKLE1
ULK4,ULK4
DNM1L,DNM1L
PSMD12,PSMD12
MYT1L,MYT1L
PSMB9,PSMB9
LRFN4,LRFN4
CACNB1,CACNB1
C11orf86,C11orf86
SLC37A4,SLC37A4
ABHD8,ABHD8
PPP1R15B,PPP1R15B
TREML1,TREML1
DMRTB1,DMRTB1
CCK,CCK
MRPL34,MRPL34
GLIS1,GLIS1
TREM2,TREM2
LYZL4,LYZA
RNU7-95P,U7
NDC1,NDC1
TREML2,TREML2
ANO8,ANO8
TREM1,TREM1
RNU6-643P,U6
RNU6-293P,U6
RSPH3,RSPH3
GTPBP3,GTPBP3
RGS7,RGS7
MYLIP,MYLIP
PIGS,PIGS
CRYBG3,CRYBG3
RIOX2,RIOX2
SLC25A45,SLC25A45
OR5AC2,OR5AC2
OR5H2,OR5H2
SLC6A1,SLC6A1
PLVAP,PLVAP
FRMD8,FRMD8
CCDC194,CCDC194
MVB12A,MVB12A
MRPS10,MRPS10
GRHL3,GRHL3
RELA,RELA
CBX4,CBX4
QKI,QKI
TBC1D16,TBC1D16
SLC27A1,SLC27A1
ZNF875,ZNF875
METTL13,METTL13
KIAA1586,KIAA1586
FGD2,FGD2
DNM3,DNM3
CATSPERG,CATSPERG
RNU6-1137P,U6
ARL4D,ARL4D
SERPINB9,SERPINB9
RNH1,RNH1
RNU6-470P,U6
DHX8,DHX8
MIR214,MIR214
MIR199A2,MIR199A2
RNU6-157P,U6
NT5DC4,NT5DC4
RNU6-999P,U6
OSBPL10,OSBPL10
BPHL,BPHL
EFCAB2,EFCAB2
IFNG,IFNG
ETV4,ETV4
RNU6-46P,U6
ALDH3B1,ALDH3B1
IL26,IL26
FOSB,FOSB
IL22,IL22
HECA,HECA
H3-4,H3-4
ABCA4,ABCA4
TXLNB,TXLNB
MDM1,MDM1
MEOX1,MEOX1
LENG8,LENG8
CHKA,CHKA
ERCC1,ERCC1
GTPBP8,GTPBP8
RFLNA,RFLNA
WDR47,WDR47
C11orf24,C5H11orf24
MYO7B,MYO7B
HOXC4,HOXC4
HOXC5,HOXC5
LRP5,LRP5
CRHR1,CRHR1
NEPRO,NEPRO
NSF,NSF
PYCR2,PYCR2
APLP2,APLP2
DNM2,DNM2
EVX2,EVX2
MORN2,MORN2
NRDC,NRDC
ZDHHC23,ZDHHC23
SCN8A,SCN8A
COQ10B,COQ10B
CCDC141,CCDC141
SMARCA4,SMARCA4
ASIC4,ASIC4
QTRT2,QTRT2
SULT6B1,SULT6B1
ZBTB44,ZBTB44
DRD3,DRD3
BPTF,BPTF
ADAMTS8,ADAMTS8
IQSEC3,IQSEC3
FAF1,FAF1
TRH,TRH
SLC6A12,SLC6A13
TRPC1,TRPC1
WNT3,WNT3
PRRC2C,PRRC2C
FLOT2,FLOT2
MLPH,MLPH
ANKRD49,ANKRD49
SPON2,SPON2
IRF7,IRF7
IGSF9,IGSF9
TNK2,TNK2
CXCL16,CXCL16
TAC4,TAC4
KDM5A,KDM5A
ARHGAP23,ARHGAP23
TARS2,TARS2
ALKBH8,ALKBH8
DCAF16,DCAF16
TCIRG1,TCIRG1
CCDC77,CCDC77
RNU6-1140P,U6
PRLH,PRLH
RAB17,RAB17
GAST,GAST
HAP1,HAP1
JUP,JUP
SOX5,SOX5
MAPRE3,MAPRE3
TFRC,TFRC
SETD7,SETD7
PRDM11,PRDM11
TMEM214,TMEM214
CCDC90B,CCDC90B
P3H4,P3H4
BST1,BST1
MLF1,MLF1
FKBP10,FKBP10
AGBL5,AGBL5
PMCH,PMCH
IGF1,IGF1
TMEM156,TMEM156
NT5C3B,NT5C3B
PLEKHA7,PLEKHA7
WDR19,WDR19
SYT1,SYT1
OST4,OST4
EMILIN1,EMILIN1
NOTCH2,NOTCH2
ABHD1,ABHD1
PTPRJ,PTPRJ
GFM1,GFM1
PREB,PREB
CARD14,CARD14
PATJ,PATJ
CXCL8,CXCL8
FERMT3,FERMT3
PRR30,PRR30
LXN,LXN
TCF23,TCF23
SLC5A6,SLC5A6
TRNT1,TRNT1
TTC14,TTC14
ANKLE2,ANKLE2
PEX12,PEX12
AXIN2,AXIN2
FAM149A,FAM149A
CAD,CAD
STIM1,STIM1
PGAM5,PGAM5
CEP112,CEP112
CCDC39,CCDC39
NPPA,NPPA
KISS1,KISS1
MAST2,MAST2
POC1B,POC1B
SLC30A3,SLC30A3
TOMT,TOMT
DNAJC5G,DNAJC5G
PRKAA2,PRKAA2
ANK2,ANK2
RNU6-4P,U6
APOH,APOH
ATP2B1,ATP2B1
AAMDC,AAMDC
SEMA4A,SEMA4A
HLF,HLF
MPV17,MPV17
MMD,MMD
CD81,CD81
ZNF558,ZNF558
TIMP2,TIMP2
KCNJ8,KCNJ8
MYCBPAP,MYCBPAP
CCNL2,CCNL2
BICD1,BICD1
SCN9A,SCN9A
RIC3,RIC3
HHLA2,HHLA2
CNTN1,CNTN1
ITGB4,ITGB4
UNC93B1,UNC93B1
KDF1,KDF1
VTCN1,VTCN1
CLDN18,CLDN18
IL18BP,IL18BP
ZNF644,ZNF644
DZIP1L,DZIP1L
ATRAID,ATRAID
A4GNT,A4GNT
TSPAN11,TSPAN11
DBR1,DBR1
TMEM237,TMEM237
ARMC8,ARMC8
DDX11,DDX11
ALDH3B2,ALDH3B2
KLHL17,KLHL17
SAMD1,SAMD1
TRIM46,TRIM46
TSGA10IP,TSGA10IP
ARL6IP6,ARL6IP6
SLC1A5,SLC1A5
PACSIN3,PACSIN3
COX5B,COX5B
RASGRP4,RASGRP4
MEF2D,MEF2D
ACTR1B,ACTR1B
DDB2,DDB2
CMIP,CMIP
C2orf92,C2orf92
EIF4A1,EIF4A1
PLCG2,PLCG2
ACP2,ACP2
ZEB2,ZEB2
RPL13,RPL13
CRLF3,CRLF3
NR1H3,NR1H3
NGFR,NGFR
ITGA3,ITGA3
RYR1,RYR1
KLRB1,KLRB1
PRPH,PRPH
LMCD1,LMCD1
SPATS2,SPATS2
ZNF18,ZNF18
PROCA1,PROCA1
STX2,STX2
CAV3,CAV3
PITPNC1,PITPNC1
OXTR,OXTR
LDLR,LDLR
TOP2B,TOP2B
TRPV3,TRPV3
PLA2G1B,PLA2G1B
MSI1,MSI1
SRSF9,SRSF9
TGFBR3L,TGFBR3L
TUBB4A,TUBB4A
ACMSD,ACMSD
PRIM1,PRIM1
MMP25,MMP25
MAP3K19,MAP3K19
OPRD1,OPRD1
CBL,CBL
GCDH,GCDH
HEATR6,HEATR6
GBP5,GBP5
AEBP2,AEBP2
ELOA,ELOA
HMGCL,HMGCL
SLC3A2,SLC3A2
PDXDC1,PDXDC1
FUCA1,FUCA1
HCRTR1,HCRTR1
PLEKHA5,PLEKHA5
CA4,CA4
COL16A1,COL16A1
PCARE,PCARE
FBLN7,FBLN7
MLLT1,MLLT1
GOLGB1,GOLGB1
TIRAP,TIRAP
ZFP36,ZFP36
ZC3H8,ZC3H8
KLF2,KLF2
EPS15L1,EPS15L1
SCN7A,SCN7A
KMT5B,KMT5B
snoZ196,snoZ196
SNORD51,SNORD51
SNORA41,SNORA41
RERG,RERG
BCAS3,BCAS3
AOX1,AOX1
ASB8,ASB8
MIR129-2,MIR129-2
HSD17B12,HSD17B12
ZNF641,ZNF641
C11orf96,C5H11orf96
BZW1,BZW1
CASP12,CASP12
ITGA7,ITGA7
DCAF6,DCAF6
BTBD10,BTBD10
TATDN2,TATDN2
GRN,GRN
SEC61A1,SEC61A1
PTH,PTH
CLIP4,CLIP4
CALR3,CALR3
Y_RNA,Y_RNA
TMPRSS13,TMPRSS13
C19orf44,C24H19orf44
CHERP,CHERP
H2BC21,H2BC21
GPATCH8,GPATCH8
TRMT13,TRMT13
DPF2,DPF2
RAF1,RAF1
H3C14,H3C14
SEC16B,SEC16B
FZD2,FZD2
SLC35E1,SLC35E1
KAT7,KAT7
RNF169,RNF169
RIMBP2,RIMBP2
IL19,IL19
RN7SL239P,Metazoa_SRP
TINCR,TINCR
PLPPR3,PLPPR3
NEU3,NEU3
ADGRL2,ADGRL2
SYMPK,SYMPK
RNU6-277P,U6
MSANTD4,MSANTD4
KBTBD3,KBTBD3
AASDHPPT,AASDHPPT
NCOR2,NCOR2
NAP1L4,NAP1L4
CXCR1,CXCR1
ARPC2,ARPC2
RND2,RND2
TXNL4B,TXNL4B
PMFBP1,PMFBP1
AAMP,AAMP
CDK12,CDK12
GP6,GP6
TMBIM1,TMBIM1
NRGN,NRGN
ERF,ERF
VSIG2,VSIG2
ESAM,ESAM
PIH1D1,PIH1D1
SPSB4,SPSB4
RAP1GAP2,RAP1GAP2
SEC22A,SEC22A
MSANTD2,MSANTD2
ROBO3,ROBO3
LRRC3B,LRRC3B
TMPRSS7,TMPRSS7
TSSK6,TSSK6
NDUFA13,NDUFA13
CHRD,CHRD
MIR26B,MIR26B
VIL1,VIL1
YJEFN3,YJEFN3
PRPSAP2,PRPSAP2
ROBO4,ROBO4
CILP2,CILP2
PNKD,PNKD
PBX4,PBX4
LMNTD1,LMNTD1
NFKBID,NFKBID
CCDC15,CCDC15
RNU6-1301P,U6
GSG1,GSG1
B3GALT1,B3GALT1
HEPACAM,HEPACAM
STK11,STK11
VWA5B1,VWA5B1
RETSAT,RETSAT
MAN2B1,MAN2B1
SENP1,SENP1
KCNQ4,KCNQ4
ELMOD3,ELMOD3
SLC5A10,SLC5A10
ZNF148,ZNF148
RN7SKP287,7SK
SLFNL1,SLFNL1
TTC17,TTC17
PKP1,PKP1
PLPP2,PLPP2
FAM83G,FAM83G
RAB5C,RAB5C
IL12A,IL12A
MIER2,MIER2
TCP11L1,TCP11L1
LAD1,LAD1
SPMAP2,THEG
GHDC,GHDC
XXYLT1,XXYLT1
CSTF3,CSTF3
PHLDA3,PHLDA3
RNU6-25P,U6
CSRP1,CSRP1
ACAP2,ACAP2
TBKBP1,TBKBP1
CAPG,CAPG
OSBPL7,OSBPL7
HIPK3,HIPK3
RNU7-90P,U7
LITAFD,LITAFD
IPO9,IPO9
SPATA20,SPATA20
APOD,APOD
RNU6-1179P,U6
SHISA4,SHISA4
KIAA1549L,KIAA1549L
NUDT17,NUDT17
ARL6,ARL6
PIAS3,PIAS3
MAT2A,MAT2A
LMO2,LMO2
LRTM1,LRTM1
CAPRIN1,CAPRIN1
CACNA1D,CACNA1D
VAMP5,VAMP5
RNF181,RNF181
UQCRFS1,UQCRFS1
VSTM2B,VSTM2B
TMEM150A,TMEM150A
RBM8A,RBM8A
POP4,POP4
CAPZA1,CAPZA1
PTMS,PTMS
INTS2,INTS2
TSHZ3,TSHZ3
USP39,USP39
TARBP2,TARBP2
NAT10,NAT10
RHOC,RHOC
MED13,MED13
ZFP28,ZFP28
MAP2K6,MAP2K6
ZNF470,ZNF470
C2orf68,C4H2orf68
ZNF71,ZNF71
TAFA3,TAFA3
MIR125B1,MIR125B1
SMIM17,SMIM17
MIRLET7A2,mmr-let-7a-2
MIR100,MIR100
ZNF384,ZNF384
NRXN2,NRXN2
MOV10,MOV10
CYTH1,CYTH1
SLC38A11,SLC38A11
CACNA1C,CACNA1C
PRKAR1A,PRKAR1A
RN7SL359P,Metazoa_SRP
DNAJB1,DNAJB1
WFDC1,WFDC1
ATP2C2,ATP2C2
CERS4,CERS4
TAF12,TAF12
CHAC2,CHAC2
GPR75,GPR75
SRSF2,SRSF2
PSME4,PSME4
MEAK7,TLDC1
ADGRE3,ADGRE3
VAMP2,VAMP2
PPP2R3A,PPP2R3A
COTL1,COTL1
EPRS1,EPRS
BLTP2,BLTP2
CDIP1,CDIP1
ALKBH5,ALKBH5
FLII,FLII
ZNF333,ZNF333
C11orf42,C11orf42
FHIP1B,FAM160A2
PCCB,PCCB
SLC15A4,SLC15A4
UBN1,UBN1
ERLEC1,ERLEC1
ADGRE2,ADGRE2
CNGA4,CNGA4
GLT1D1,GLT1D1
CCKBR,CCKBR
BPNT1,BPNT1
APBB1,APBB1
DYNLRB2,DYNLRB2
NOP2,NOP2
IARS2,IARS2
KLHDC4,KLHDC4
GGCX,GGCX
TOP3A,TOP3A
MIR194-1,MIR194-1
RAB3GAP2,RAB3GAP2
ARRDC5,ARRDC5
SHMT1,SHMT1
RN7SKP297,7SK
CHRDL2,CHRDL2
SLC7A5,SLC7A5
MSL2,MSL2
KLHL29,KLHL29
ERC2,ERC2
MSRB1,MSRB1
DHRS9,DHRS9
ZNF263,ZNF263
CCL5,CCL5
SLC8A2,SLC8A2
XRRA1,XRRA1
INPP4B,INPP4B
EOMES,EOMES
SLC6A20,SLC6A20
COBLL1,COBLL1
NCKAP5L,NCKAP5L
KPTN,KPTN
BCDIN3D,BCDIN3D
FAIM2,FAIM2
AIPL1,AIPL1
NAPA,NAPA
SNORA36B,SNORA36B
RN7SKP265,7SK
TFAP4,TFAP4
CDC42BPA,CDC42BPA
AQP2,AQP2
AQP5,AQP5
AQP6,AQP6
CORO7,CORO7
RACGAP1,RACGAP1
IL18RAP,IL18RAP
DHX34,DHX34
HEG1,HEG1
PPARGC1A,PPARGC1A
DGAT2,DGAT2
PIMREG,PIMREG
GNL3,GNL3
FKBP7,FKBP7
MZF1,MZF1
PITPNM3,PITPNM3
TRIM66,TRIM66
SNORD19,SNORD19
SNORD19C,SNORD19C
SNORD69,SNORD69
GLT8D1,GLT8D1
PLEKHB2,PLEKHB2
MYO1F,MYO1F
CYP2R1,CYP2R1
BMP3,BMP3
CALCA,CALCA
PRKG2,PRKG2
KIAA0753,KIAA0753
EIF4G2,EIF4G2
ASIC1,ASIC1
RNU5A-2P,U5
CASP6,CASP6
SPCS1,SPCS1
NEK4,NEK4
CHPF,CHPF
MED31,MED31
CYS1,CYS1
C17orf100,C17orf100
RAD51AP2,RAD51AP2
ST6GAL2,ST6GAL2
SLC13A5,SLC13A5
RN7SL861P,Metazoa_SRP
MROH2A,MROH2A
HSD17B7,HSD17B7
ITIH1,ITIH1
SMARCD1,SMARCD1
ZGRF1,ZGRF1
DNAJA3,DNAJA3
MACF1,MACF1
MAIP1,MAIP1
KSR1,KSR1
LIPE,LIPE
ETS1,ETS1
GPD1,GPD1
NLRP12,NLRP12
ITIH4,ITIH4
TRIM2,TRIM2
CERS5,CERS5
ZNF200,ZNF200
C17orf114,C17orf114
SSH2,SSH2
CD59,CD59
NDUFA11,NDUFA11
CAPS,CAPS
ZNF75A,ZNF75A
TPM4,TPM4
NMRAL1,NMRAL1
KSR2,KSR2
PAFAH1B1,PAFAH1B1
MUSTN1,MUSTN1
CIT,CIT
DNASE1,DNASE1
STIMATE,STIMATE
ITIH3,ITIH3
ZSCAN32,ZSCAN32
PDE11A,PDE11A
TMEM131L,TMEM131L
GAA,GAA
HSH2D,HSH2D
TTC21A,TTC21A
MEFV,MEFV
CIB3,CIB3
WSCD1,WSCD1
FAM32A,FAM32A
ALOXE3,ALOXE3
AP1M1,AP1M1
RNF175,RNF175
CLTC,CLTC
RN7SL767P,Metazoa_SRP
USF3,USF3
VAX2,VAX2
SFRP2,SFRP2
NAA50,NAA50
ATP6V1B1,ATP6V1B1
SLX4,SLX4
TYK2,TYK2
SDR42E2,SDR42E2
RPUSD1,RPUSD1
SMURF1,SMURF1
ANKRD53,ANKRD53
SETD1B,SETD1B
HPD,HPD
NAGK,NAGK
IMPDH2,IMPDH2
CHTF18,CHTF18
AZGP1,AZGP1
PSMD9,PSMD9
GADD45B,GADD45B
MCEE,MCEE
PLEKHA8,PLEKHA8
SMPD4,SMPD4
CFAP251,CFAP251
GNG13,GNG13
C16orf96,C16orf96
QRICH1,QRICH1
UBALD1,UBALD1
SPNS3,SPNS3
BCL7A,BCL7A
EXPH5,EXPH5
MGRN1,MGRN1
MLXIP,MLXIP
TP53,TP53
PTGIR,PTGIR
MTURN,MTURN
POGLUT3,KDELC2
RNU6-92P,U6
EXOC4,EXOC4
ZNF283,ZNF283
POLA2,POLA2
KRBOX1,KRBOX1
DENR,DENR
CCDC190,CCDC190
ZNF404,ZNF404
ZNF45,ZNF45
ZBTB11,ZBTB11
ZCCHC8,ZCCHC8
ZBTB20,ZBTB20
TSPAN1,TSPAN1
ACAD10,ACAD10
MPZL3,MPZL3
ADAP1,ADAP1
P3R3URF,P3R3URF
LDHC,LDHC
LURAP1,LURAP1
RAD54L,RAD54L
GPX1,GPX1
TBL1XR1,TBL1XR1
NUDT16L1,NUDT16L1
ANKS3,ANKS3
NFIC,NFIC
ALDH2,ALDH2
HAAO,HAAO
LDHA,LDHA
ARID2,ARID2
MAL,MAL
ZNF2,ZNF2
COX19,COX19
SMIM24,SMIM24
SMIM44,SMIM44
CYP2W1,CYP2W1
SEMA6B,SEMA6B
PROM2,PROM2
DNAAF8,C17H16orf71
TMTC1,TMTC1
C7orf50,C7orf50
MUC20,MUC20
SEPTIN12,SEPTIN12
CYP4F2,CYP4F152
MUC4,MUC4
MIR339,MIR339
GPR146,GPR146
ZFAND2A,ZFAND2A
KDM4B,KDM4B
FAHD2A,FAHD2A
SMIM22,SMIM22
TNNT3,TNNT3
UNCX,UNCX
DIABLO,DIABLO
ROGDI,ROGDI
GTF3C2,GTF3C2
CDC37,CDC37
ATP6V1C2,ATP6V1C2
GLYR1,GLYR1
CCDC181,CCDC181
GPRC5A,GPRC5A
SLC19A2,SLC19A2
ZNF398,ZNF398
SF1,SF1
F5,F5
ZNF282,ZNF282
ADCY9,ADCY9
CRY1,CRY1
PALMD,PALMD
STUM,STUM
ZNF783,ZNF783
ANO2,ANO2
CAST,CAST
NAA60,NAA60
DLG4,DLG4
RNU7-176P,U7
NOL10,NOL10
ACVRL1,ACVRL1
MMD2,MMD2
PKP2,PKP2
CUX2,CUX2
PPCS,PPCS
CSDE1,CSDE1
NLRX1,NLRX1
CCDC63,CCDC63
CLUAP1,CLUAP1
NLGN1,NLGN1
MYL2,MYL2
GCC2,GCC2
TRAP1,TRAP1
PON2,PON2
H1-10,H1-10
USP19,USP19
CCDC138,CCDC138
MS4A15,MS4A15
GRIN2B,GRIN2B
MS4A10,MS4A10
DENND11,KIAA1147
SLC1A2,SLC1A2
IPO8,IPO8
WEE2,WEE2
STAT6,STAT6
ACP3,ACP3
LYG2,LYG2
RNU6-107P,U6
Y_RNA,Y_RNA
SNORC,C8H2orf82
IQCF3,IQCF3
STAT3,STAT3
LGALSL,LGALSL
NFKBIZ,NFKBIZ
PDE1A,PDE1A
SLC4A5,SLC4A5
RPS15A,RPS15A
SLC38A3,SLC38A3
RPL24,RPL24
GPATCH11,GPATCH11
PAMR1,PAMR1
NXPE3,NXPE3
Y_RNA,Y_RNA
RPL37A,RPL37A
PCSK1,PCSK1
IGFBP2,IGFBP2
MADD,MADD
IGFBP5,IGFBP5
TNP1,Tnp1
NYAP2,NYAP2
ERAP2,ERAP2
AFTPH,AFTPH
NT5DC3,NT5DC3
KLHL21,KLHL21
UQCC6,UQCC6
Y_RNA,Y_RNA
RNU6-108P,U6
CASP8,CASP8
PHF13,PHF13
SUB1,SUB1
KLHL12,KLHL12
HCFC2,HCFC2
SNORD3D,U3
GRAPL,GRAPL
DENND6A,DENND6A
HDAC5,HDAC5
VPS33A,VPS33A
ZNF502,ZNF502
CYB5R1,CYB5R1
KIAA1143,KIAA1143
KIF15,KIF15
TUBA1A,TUBA1A
MYBPH,MYBPH
CHI3L1,CHI3L1
CCNG1,CCNG1
BOLL,BOLL
OTULIN,OTULIN
MTX3,MTX3
THBS4,THBS4
TMEM42,TMEM42
EXOSC7,EXOSC7
CASP10,CASP10
SERINC5,SERINC5
CLEC3B,CLEC3B
RNU5B-3P,U5
CXCR4,CXCR4
ATP2B2,ATP2B2
AKR7L,AKR7L
XAF1,XAF1
TEX54,TEX54
NUP98,NUP98
RNU6-1099P,U6
SLC66A1,SLC66A1
FBXO39,FBXO39
TEKT1,TEKT1
RN7SL277P,Metazoa_SRP
RABIF,RABIF
CHIT1,CHIT1
FANCL,FANCL
SP6,SP6
SP2,SP2
PPFIA4,PPFIA4
SLC6A11,SLC6A11
SETDB1,SETDB1
ROBO2,ROBO2
ZNF385A,ZNF385A
CDK5RAP3,CDK5RAP3
NEU1,NEU1
ITGA5,ITGA5
DNAJC11,DNAJC11
PRDM2,PRDM2
NCKAP1L,NCKAP1L
ZDHHC3,ZDHHC3
ORC3,ORC3
ELP5,ELP5
ZNF385D,ZNF385D
PRICKLE1,PRICKLE1
CTLA4,CTLA4
OPCML,OPCML
RNU6-542P,U6
HTRA2,HTRA2
NPTX2,NPTX2
CEP97,CEP97
BRCA1,BRCA1
GRIA4,GRIA4
DOK1,DOK1
FAM161A,FAM161A
CCT4,CCT4
PNRC1,PNRC1
SRSF12,SRSF12
HARBI1,HARBI1
ATG13,ATG13
PM20D2,PM20D2
GABRR1,GABRR1
CMAS,CMAS
Y_RNA,Y_RNA
IL36G,IL36G
CCDC54,CCDC54
BBX,BBX
ST8SIA1,ST8SIA1
IL1F10,IL1F10
ZSCAN23,ZSCAN23
RNU6-1180P,U6
IL1RN,IL1RN
GPX6,GPX6
RNU1-149P,U1
C2CD5,C2CD5
CDCA7,CDCA7
SCAND3,SCAND3
IL36RN,IL36RN
CDKN1A,CDKN1A
DNAH17,DNAH17
FAM171B,FAM171B
TFAP2A,TFAP2A
ITGAV,ITGAV
ARHGAP1,ARHGAP1
EMC1,EMC1
ZNF408,ZNF408
F2,F2
CKAP5,CKAP5
DUSP14,DUSP14
CD47,CD47
ETNK1,ETNK1
FGF12,FGF12
SNORA21,SNORA21
LASP1,LASP1
PDE1B,PDE1B
GOLGA4,GOLGA4
LASP1NB,LASP1NB
FBXO47,FBXO47
C1orf50,C1orf50
TAL1,TAL1
HSF5,HSF5
PPP1R1A,PPP1R1A
VMP1,VMP1
LRP4,LRP4
SMG7,SMG7
TESPA1,TESPA1
PICALM,PICALM
TBX2,TBX2
RTKN,RTKN
TBX4,TBX4
PRKAR2A,PRKAR2A
CTDSP2,CTDSP2
STK39,STK39
ATP23,ATP23
LRIG3,LRIG3
IFIH1,IFIH1
PLOD2,PLOD2
DUSP6,DUSP6
ARFGEF3,ARFGEF3
AKNAD1,AKNAD1
PRSS23,PRSS23
METTL25,METTL25
GNA13,GNA13
SP5,SP5
FZD4,FZD4
RGS9,RGS9
GAD1,GAD1
PRRG4,PRRG4
QSER1,QSER1
CLCC1,CLCC1
TMTC2,TMTC2
SLC29A1,SLC29A1
DEPDC7,DEPDC7
CCR9,CCR9
KITLG,KITLG
XCR1,XCR1
SACM1L,SACM1L
OTUB1,OTUB1
RNU1-117P,U1
LDHB,LDHB
GORASP2,GORASP2
CACNG5,CACNG5
CACNG4,CACNG4
MARK2,MARK2
CACNG1,CACNG1
HELZ,HELZ
PDE3A,PDE3A
ERICH2,ERICH2
PRKCZ,PRKCZ
RANBP2,RGPD4
SLCO1C1,SLCO1C1
HSP90AB1,HSP90AB1
SLC47A1,SLC47A1
SLC35B2,SLC35B2
PROKR1,PROKR1
ARHGAP25,ARHGAP25
IPP,IPP
NFKBIE,NFKBIE
TMEM151B,TMEM151B
PDE4B,PDE4B
TCTE1,TCTE1
AARS2,AARS2
POLR3B,POLR3B
SPATS1,SPATS1
C17orf113,ZNF385C
SLMAP,SLMAP
ABCC10,ABCC10
TMOD4,TMOD4
USP22,USP22
PELI3,PELI3
RFX4,RFX4
SMAP2,SMAP2
DLK2,DLK2
DARS1,DARS1
MS4A18,MS4A18
DHRS7B,DHRS7B
TOP6BL,C5H11orf80
TJAP1,TJAP1
WNT16,WNT16
CALML6,CALML6
TMEM11,TMEM11
FAM3C,FAM3C
NATD1,NATD1
ART4,ART4
M1AP,M1AP
MAP2K3,MAP2K3
PIK3C2B,PIK3C2B
GALNTL5,GALNTL5
EPHA4,EPHA4
TMEM161B,TMEM161B
CADM1,CADM1
RFC5,RFC5
MSTN,MSTN
INPP1,INPP1
VSIG10,VSIG10
VPS72,VPS72
SEMA6C,SEMA6C
MIR671,MIR671
SLC4A2,SLC4A2
GRM7,GRM7
RNF44,RNF44
RN7SKP262,7SK
SSPN,SSPN
HIBCH,HIBCH
BHMT2,BHMT2
LLGL1,LLGL1
ITPR2,ITPR2
BHMT,BHMT
PLAAT3,PLAAT3
VPS51,VPS51
JMY,JMY
IL1RAP,IL1RAP
HOMER1,HOMER1
RFLNB,RFLNB
FBXL20,FBXL20
INTS13,INTS13
WDR77,WDR77
SESTD1,SESTD1
NPAS4,NPAS4
Y_RNA,Y_RNA
ATP5PB,ATP5F1
PJA2,PJA2
OR56A5,OR56A5
Y_RNA,Y_RNA
DBX2,DBX2
KMT2A,KMT2A
PHYKPL,PHYKPL
GTDC1,GTDC1
C1orf162,C2H1orf162
SLC38A1,SLC38A1
CD300LB,CD300LB
ARHGDIA,ARHGDIA
ADORA3,ADORA3
EIF1B,EIF1B
GTF2E1,GTF2E1
FOXO6,FOXO6
TNIP1,TNIP1
EDN2,EDN2
STXBP5L,STXBP5L
ATP1B1,ATP1B1
YAE1,YAE1
PDE2A,PDE2A
ASPSCR1,ASPSCR1
TTL,TTL
STRIP2,STRIP2
HS2ST1,HS2ST1
POLR1B,POLR1B
EMP3,EMP3
SLC38A2,SLC38A2
SMKR1,SMKR1
PIK3R2,PIK3R2
HOOK1,HOOK1
PRKCI,PRKCI
LAMB4,LAMB4
RN7SL475P,Metazoa_SRP
H2AC25,H2AC25
H2BC26,H2BC26
SKIL,SKIL
HOXB13,HOXB13
AGTRAP,AGTRAP
TTLL6,TTLL6
CLDN11,CLDN11
SLC38A4,SLC38A4
SLC7A14,SLC7A14
Y_RNA,Y_RNA
CHCHD5,CHCHD5
STAB1,STAB1
CKAP2L,CKAP2L
CALCOCO2,CALCOCO2
AMIGO2,AMIGO2
RPAP3,RPAP3
NRCAM,NRCAM
IL1A,IL1A
MTHFR,MTHFR
EIF2B4,EIF2B4
ENDOU,ENDOU
RAPGEF3,RAPGEF3
PHLDB3,PHLDB3
PEAK3,PEAK3
NT5DC2,NT5DC2
SLC44A5,SLC44A5
MIR139,MIR139
ARAP1,ARAP1
UQCC5,SMIM4
TNFSF14,TNFSF14
PBRM1,PBRM1
UBE2Z,UBE2Z
PPM1N,PPM1N
FAM229A,FAM229A
ARHGAP15,ARHGAP15
THAP3,THAP3
SNF8,SNF8
PNPLA8,PNPLA8
APLP1,APLP1
S100A5,S100A5
SLC48A1,SLC48A1
ICA1L,ICA1L
GIP,GIP
RNU6-826P,U6
PER1,PER1
THAP5,THAP5
KANSL2,KANSL2
DNAJB9,DNAJB9
PPM1J,PPM1J
EIF2AK1,EIF2AK1
SAFB2,SAFB2
SNORA2B,SNORA2B
CCNT1,CCNT1
N4BP3,N4BP3
MLEC,MLEC
NFYC,NFYC
UNC119B,UNC119B
MILR1,MILR1
NEDD1,NEDD1
COMMD1,COMMD1
RN7SL297P,Metazoa_SRP
SLC20A1,SLC20A1
C1QL1,C1QL1
CYTH3,CYTH3
COPZ2,COPZ2
TIA1,TIA1
MIR152,MIR152
MAML1,MAML1
NFE2L1,NFE2L1
SMIM10L3,FAM220A
LTC4S,LTC4S
THSD7A,THSD7A
TMEM181,TMEM181
MGAT4B,MGAT4B
Y_RNA,Y_RNA
C7orf78,C7orf78
OGG1,OGG1
CBX1,CBX1
STARD10,STARD10
GABARAPL1,GABARAPL1
SNX11,SNX11
SCIN,SCIN
CALHM6,CALHM6
THUMPD2,THUMPD2
KCTD20,KCTD20
KLRD1,KLRD1
SKAP1,SKAP1
ARL4A,ARL4A
RNU1-38P,U1
ST3GAL5,ST3GAL5
Y_RNA,Y_RNA
ATG16L2,ATG16L2
SPOCD1,SPOCD1
STK38,STK38
