Gene name,White-tufted-ear marmoset gene name
ZNF304,ZNF304
U6,U6
NRBP1,NRBP1
U6,U6
ANO8,ANO8
CARS2,CARS2
KLK1,KLK1
SPART,SPART
RBM28,RBM28
EDA,EDA
ARL11,ARL11
C20H16orf89,C16orf89
ZBTB3,ZBTB3
Metazoa_SRP,Metazoa_SRP
MRPL48,MRPL48
ATP11C,ATP11C
DNASE1,DNASE1
CENPJ,CENPJ
NRGN,NRGN
TCTN3,TCTN3
U6,U6
NBEAL1,NBEAL1
PHRF1,PHRF1
ALDH6A1,ALDH6A1
TTC9C,TTC9C
EBPL,EBPL
SEPTIN11,SEPTIN11
U4,U4
Metazoa_SRP,Metazoa_SRP
U6,U6
PHLPP1,PHLPP1
KLK15,KLK15
U6,U6
U7,U7
ATG4C,ATG4C
U6,U6
HTRA1,HTRA1
U3,U3
U6,U6
ELP2,ELP2
VSIG2,VSIG2
RXFP2,RXFP2
DSTN,DSTN
ADCY6,ADCY6
TBC1D8B,TBC1D8B
U6,U6
ALG1,ALG1
U6,U6
Metazoa_SRP,Metazoa_SRP
GTSE1,GTSE1
BMX,BMX
SARM1,SARM1
LPIN2,LPIN2
Metazoa_SRP,Metazoa_SRP
HOXB13,HOXB13
TGFA,TGFA
PEAK1,PEAK1
ITFG2,ITFG2
TRIP12,TRIP12
FGF22,FGF22
IL34,IL34
Metazoa_SRP,Metazoa_SRP
ZNF226,ZNF226
U3,U3
mml-mir-676-1,cja-mir-676
PAAF1,PAAF1
U6,U6
AWAT2,AWAT2
Y_RNA,Y_RNA
CS,CS
SHFL,SHFL
FAM98A,FAM98A
mml-mir-107,cja-mir-103a-3
PDGFD,PDGFD
C17H13orf46,C13orf46
TRPC4AP,TRPC4AP
DHRS7B,DHRS7B
TLK2,TLK2
HNRNPUL2,HNRNPUL2
XPO6,XPO6
AIPL1,AIPL1
CFAP97D1,CFAP97D1
BORA,BORA
MBL2,MBL2
PAK6,PAK6
CDK5RAP2,CDK5RAP2
RNF126,RNF126
SOX9,SOX9
Metazoa_SRP,Metazoa_SRP
GBA2,GBA2
DCSTAMP,DCSTAMP
GPR139,GPR139
CYP17A1,CYP17A1
SLC16A7,SLC16A7
TOR2A,TOR2A
ESAM,ESAM
CIST1,CIST1
U7,U7
GRIK5,GRIK5
Y_RNA,Y_RNA
LIN52,LIN52
Metazoa_SRP,Metazoa_SRP
ZFC3H1,ZFC3H1
ALX4,ALX4
GGA3,GGA3
WDR13,WDR13
YWHAH,DEPDC5
DPYS,DPYS
APTX,APTX
VPS51,VPS51
KAT8,KAT8
PRRC2B,PRRC2B
DIS3,DIS3
CCDC42,CCDC42
SLC38A9,SLC38A9
OTUD6A,OTUD6A
TBCD,TBCD
IQCN,IQCN
MID1,MID1
Metazoa_SRP,Metazoa_SRP
MPP3,MPP3
ANKRD40,ANKRD40
SEMA5B,SEMA5B
CDH13,CDH13
CEP20,CEP20
FAM171A1,FAM171A1
KLHL42,KLHDC5
RASGRP3,RASGRP3
JUND,JUND
TTC16,TTC16
SLC46A1,SLC46A1
HOXB9,HOXB9
DDI1,DDI1
Y_RNA,Y_RNA
DKK1,DKK1
BFSP1,BFSP1
GP2,GP2
GALM,GALM
SLC9A2,SLC9A2
SNORA68B,SNORA68B
KIF20B,KIF20B
Metazoa_SRP,Metazoa_SRP
RASA3,RASA3
GFPT2,GFPT2
CCNA1,CCNA1
FAM89B,FAM89B
PLVAP,PLVAP
HOXB8,HOXB8
FAM174C,C19orf24
ING1,ING1
DOK4,DOK4
U6,U6
Metazoa_SRP,Metazoa_SRP
EFNA2,EFNA2
EXT2,EXT2
RGS9BP,RGS9BP
PTH2R,PTH2R
DGAT2L6,DGAT2L6
ANKRD63,ANKRD63
ELAC1,ELAC1
CCNI,CCNI
CTTN,CTTN
HOXB7,HOXB7
MBD5,MBD5
TEPSIN,TEPSIN
RIPPLY1,RIPPLY1
Metazoa_SRP,Metazoa_SRP
FSTL3,FSTL3
ZC3H8,ZC3H8
VSTM5,VSTM5
ZNRD2,ZNRD2
PTHLH,PTHLH
LENG1,LENG1
KLK2,KLK2
HOXB6,HOXB6
TKTL1,TKTL1
DOCK7,DOCK7
TTC38,TTC38
STK17B,STK17B
CFAP157,CFAP157
Y_RNA,Y_RNA
MFAP5,MFAP5
VSX2,VSX2
CTSS,CTSS
PCSK2,PCSK2
ZNF224,ZNF224
Metazoa_SRP,Metazoa_SRP
ANKRD10,ANKRD10
DERA,STRAP
SLC13A2,SLC13A2
ANGPTL6,ANGPTL6
HOXB5,HOXB5
ACACA,ACACA
GPC6,GPC6
MSANTD2,MSANTD2
MORC4,MORC4
XAB2,XAB2
ZNF574,ZNF574
AWAT1,AWAT1
UMOD,UMOD
HMG20A,HMG20A
PLCB2,PLCB2
PPM1E,PPM1E
PWWP3A,PWWP3A
KLK4,KLK4
ME2,ME2
HEPHL1,HEPHL1
BORCS7,BORCS7
SLC39A11,SLC39A11
PRSS36,PRSS36
TAF7L,TAF7L
U6,U6
ACER2,ACER2
DCT,DCT
ACE2,ACE2
HECTD4,HECTD4
HNRNPLL,HNRNPLL
HCCS,HCCS
LTBP3,LTBP3
PITPNM3,PITPNM3
NRIP2,NRIP2
LLPH,LLPH
CCDC194,CCDC194
NDUFA6,NDUFA6
mml-mir-10a,MIR10A
RPRD1A,RPRD1A
SPADH,SPADH
REV1,REV1
RFXAP,RFXAP
ABCD4,ABCD4
ABCC11,ABCC11
TAFA2,TAFA2
Y_RNA,Y_RNA
P2RY4,P2RY4
MFSD6L,MFSD6L
TMC4,TMC4
TEX52,TEX52
U6,U6
ROBO3,ROBO3
U6,U6
KLK5,KLK5
OR3A1,OR3A1
ABCC1,ABCC1
Metazoa_SRP,Metazoa_SRP
SMDT1,SMDT1
PIK3R6,PIK3R6
ARR3,ARR3
RAB31,RAB31
POU2F2,POU2F2
PTRH1,PTRH1
BST2,BST2
ZC3H6,ZC3H6
C9H10orf120,C10orf120
HOXB4,HOXB4
Metazoa_SRP,Metazoa_SRP
LRP12,LRP12
AICDA,AICDA
DGKE,DGKE
FOXM1,FOXM1
EDEM2,EDEM2
MAP3K19,MAP3K19
CNOT6,CNOT6
PALM,PALM
ABCC3,ABCC3
HOXB2,HOXB2
TMBIM4,TMBIM4
FBL,FBL
SF3B3,SF3B3
PPP1R13L,PPP1R13L
TMEM11,TMEM11
MFSD9,MFSD9
PROKR1,PROKR1
SMIM24,SMIM24
CNTNAP5,CNTNAP5
FOXN1,FOXN1
Metazoa_SRP,Metazoa_SRP
CCDC91,CCDC91
HECW2,HECW2
HOXB1,HOXB1
SMAD9,SMAD9
CCNJ,CCNJ
EEF2KMT,EEF2KMT
PHETA2,PHETA2
IRF7,IRF7
PPM1G,PPM1G
KCNT1,KCNT1
SLC7A9,SLC7A9
PDILT,PDILT
Metazoa_SRP,Metazoa_SRP
WAS,WAS
UBALD2,UBALD2
ADAMTS12,ADAMTS12
ZCCHC2,ZCCHC2
TIMM8A,TIMM8A
ARHGAP6,ARHGAP6
ZNF773,ZNF773
Y_RNA,Y_RNA
CDH15,CDH15
APLF,APLF
TGDS,TGDS
HORMAD1,HORMAD1
Metazoa_SRP,Metazoa_SRP
PGPEP1,PGPEP1
PPAN,PPAN
SNORD13P1,SNORD13P1
CLEC4E,CLEC4E
U6,U6
U7,U7
MVB12A,MVB12A
Metazoa_SRP,Metazoa_SRP
SMIM44,SMIM44
PKDREJ,PKDREJ
CUZD1,CUZD1
NAGA,NAGA
SLC15A5,SLC15A5
SRSF6,SRSF6
Y_RNA,Y_RNA
SLC49A4,SLC49A4
NATD1,C17orf103
TMEM182,TMEM182
PANX1,PANX1
STXBP2,STXBP2
MBOAT7,MBOAT7
CDPF1,CDPF1
ZNF227,ZNF227
IGFBP3,IGFBP3
TMEM215,TMEM215
BTK,BTK
ANKZF1,ANKZF1
C18H18orf21,C18orf21
LTBP1,LTBP1
QRICH2,QRICH2
CNNM2,CNNM2
MRO,MRO
RPSA,RPSA
ZFPL1,ZFPL1
IRAK3,IRAK3
ZNF549,ZNF549
NDUFS7,NDUFS7
CLEC4D,CLEC4D
TXNDC2,TXNDC2
SENP8,SENP8
PEBP1,PEBP1
STXBP1,STXBP1
ZNF518A,ZNF518A
Y_RNA,Y_RNA
KLK6,KLK6
PPARA,PPARA
RAB41,RAB41
DOHH,DOHH
VAPA,VAPA
FANCD2OS,FANCD2OS
Y_RNA,Y_RNA
TLN1,TLN1
ARG2,ARG2
CLEC6A,CLEC6A
BRK1,BRK1
POLR1G,POLR1G
LINGO1,LINGO1
GRAMD2A,GRAMD2
U6,U6
CCDC102A,CCDC102A
Y_RNA,Y_RNA
PABPC3,PABPC3
ZNF550,ZNF550
RHNO1,RHNO1
RAB3GAP1,RAB3GAP1
CLDN2,CLDN2
PIBF1,PIBF1
ITGA8,ITGA8
MAP2K3,MAP2K3
PIK3R5,PIK3R5
MAP2,MAP2
ACSM5,ACSM5
SOWAHB,SOWAHB
TMEM221,TMEM221
mml-mir-187,cja-mir-187
MGST1,MGST1
SNX17,SNX17
BLNK,BLNK
PIGS,PIGS
STAT3,STAT3
TOPORS,TOPORS
POMP,POMP
WBP2NL,WBP2NL
SLC22A31,SLC22A31
ERCC1,ERCC1
VSX1,VSX1
PDZD11,PDZD11
ZNF416,ZNF416
IZUMO1R,IZUMO1R
GOLPH3L,GOLPH3L
HELB,HELB
RBM41,RBM41
Metazoa_SRP,Metazoa_SRP
CDHR5,CDHR5
MISP,MISP
L3MBTL1,L3MBTL1
LONP2,LONP2
Y_RNA,Y_RNA
CCDC179,CCDC179
TAOK3,TAOK3
EMD,EMD
ZFPM2,ZFPM2
HSPBAP1,HSPBAP1
SUV39H1,SUV39H1
CASP7,CASP7
CLEC4A,CLEC4A
USP15,USP15
ITGA4,ITGA4
FBXO48,FBXO48
DEDD2,DEDD2
AMER2,AMER2
U6,U6
VHL,VHL
GALNT1,GALNT1
GPR180,GPR180
POLR1B,POLR1B
SLC25A19,SLC25A19
NDUFAF8,NDUFAF8
ETFBKMT,METTL20
HSBP1,HSBP1
FAM24A,FAM24A
FZR1,FZR1
ADGRG5,ADGRG5
SEPTIN3,SEPTIN3
FNDC9,FNDC9
FUZ,FUZ
BSCL2,BSCL2
PDZRN4,PDZRN4
ANGPTL8,ANGPTL8
PLEK,PLEK
U3,U3
KRT74,KRT74
PRPSAP1,PRPSAP1
ALG5,ALG5
ZIK1,ZIK1
SHROOM3,SHROOM3
C9H10orf88,C10orf88
LMO3,LMO3
ACSS1,ACSS1
RGCC,RGCC
ZNF778,ZNF778
MAPK4,MAPK4
SLC46A3,SLC46A3
NT5C2,NT5C2
PCDH20,PCDH20
IRAK2,IRAK2
NIPAL4,NIPAL4
KLK8,KLK7
PROCR,PROCR
Metazoa_SRP,Metazoa_SRP
SLC27A1,SLC27A1
Metazoa_SRP,Metazoa_SRP
TSEN34,TSEN34
MTMR6,MTMR6
U1,U1
ZMYND19,ZMYND19
PAN2,PAN2
MRC2,MRC2
MRE11,MRE11
ATL2,ATL2
ADCY1,ADCY1
NECAP1,NECAP1
TSPAN16,TSPAN16
PLEKHS1,PLEKHS1
HNRNPH2,HNRNPH2
U6,U6
ARHGEF7,ARHGEF7
GDF15,GDF15
DNAJB13,DNAJB13
ZNF526,ZNF526
MAGT1,MAGT1
SAFB,SAFB
FOSB,FOSB
FLNA,FLNA
EPC2,EPC2
ALDOC,ALDOC
Y_RNA,Y_RNA
PET100,PET100
RXFP3,RXFP3
SLC38A10,SLC38A10
U6,U6
TMEM262,TMEM262
ZNF235,ZNF235
ENSA,ENSA
AMN1,AMN1
GAMT,GAMT
SSTR2,SSTR2
SLC45A2,SLC45A2
GLOD5,GLOD5
Metazoa_SRP,Metazoa_SRP
MED25,MED25
ADAM19,ADAM19
PARP6,PARP6
MMP24,MMP24
SPINK1,SPINK1
RAB3D,RAB3D
CDCA5,CDCA5
NTN1,NTN1
U6,U6
ORC2,ORC2
ZNF513,ZNF513
PARP14,PARP14
MTUS2,MTUS2
PCP2,PCP2
ERF,ERF
SPRYD7,SPRYD7
C3AR1,C3AR1
CNRIP1,CNRIP1
U7,U7
SBK1,SBK1
FRY,FRY
RTN2,RTN2
GRIP1,GRIP1
GATA1,GATA1
U6,U6
SSBP4,SSBP4
CD300LG,CD300LG
ABCC4,ABCC4
SCGB3A2,SCGB3A2
ZNF750,ZNF750
AMACR,C1QTNF3
ROBO4,ROBO4
DPH7,DPH7
FOXJ2,FOXJ2
Metazoa_SRP,Metazoa_SRP
TATDN2,TATDN2
KRT2,KRT2
WNT7B,WNT7B
C16H17orf67,C17orf67
CDC16,CDC16
COG1,COG1
TXNDC17,TXNDC17
U3,U3
U7,U7
TMEM205,TMEM205
C6H5orf46,C5orf46
SNORD105,SNORD105
PYCARD,PYCARD
EIF2B4,EIF2B4
PPP3R1,PPP3R1
Metazoa_SRP,Metazoa_SRP
CYTH1,CYTH1
SKA1,SKA1
SNORD105B,SNORD105B
SPAG5,SPAG5
EIF6,EIF6
UCP2,UCP2
SCN1A,SCN1A
RPS15,RPS15
NAALADL1,NAALADL1
AMELX,AMELX
SPHK1,SPHK1
GRB2,GRB2
ANKRD11,ANKRD11
TBC1D2B,TBC1D2B
TTC12,TTC12
CACNB3,CACNB3
EIF3G,EIF3G
PPP1R12C,PPP1R12C
ABCC6,ABCC6
ZNF112,ZNF112
MCL1,MCL1
TRPV3,TRPV3
SIRT1,SIRT1
DCLRE1A,DCLRE1A
YAF2,GXYLT1
SCT,SCT
KLK9,KLK9
CEP89,CEP89
SPINK5,SPINK5
ADGRG1,ADGRG1
PSTK,PSTK
GLA,GLA
U6,U6
GLB1L,GLB1L
SNORA72,SNORA72
ZSCAN4,ZSCAN4
DDX4,DDX4
NOG,NOG
Metazoa_SRP,Metazoa_SRP
THAP2,THAP2
PTOV1,PTOV1
SGK2,SGK2
U7,U7
NUP62CL,NUP62CL
Metazoa_SRP,Metazoa_SRP
LRRC32,LRRC32
HEPACAM,HEPACAM
DRD4,DRD4
CCDC159,CCDC159
UTY,UTY
FAR2,FAR2
Metazoa_SRP,Metazoa_SRP
ITGAM,ITGAM
AGTPBP1,AGTPBP1
UBE2O,UBE2O
APC2,APC2
PCDH9,PCDH9
MRPL41,MRPL41
Y_RNA,Y_RNA
ZNF551,ZNF551
Metazoa_SRP,Metazoa_SRP
EXOSC8,EXOSC8
U7,U7
RBFOX1,RBFOX1
SIAH1,SIAH1
LAT,LAT
APMAP,APMAP
U6,U6
MPP2,MPP2
HDAC6,HDAC6
PRRT4,PRRT4
FAM83C,FAM83C
ATXN10,ATXN10
RDH11,RDH11
TNFRSF11A,TNFRSF11A
Metazoa_SRP,Metazoa_SRP
ANKFN1,ANKFN1
COX7B,COX7B
TMEM19,TMEM19
SNORD111,SNORD111
VWA8,VWA8
KRT1,KRT1
NCKAP5L,NCKAP5L
SH2D7,SH2D7
SAC3D1,SAC3D1
TRIM13,TRIM13
TSKU,TSKU
KLK10,KLNJ
BRINP1,BRINP1
SNORD111B,SNORD111B
CERKL,CERKL
MCEMP1,MCEMP1
IL23A,IL23A
CYP1B1,CYP1B1
STX8,STX8
Y_RNA,Y_RNA
RSKR,RSKR
DEAF1,DEAF1
MRPL32,MRPL32
TNNT1,TNNT1
CREBBP,CREBBP
IKZF5,IKZF5
DNAAF6,DNAAF6
THUMPD1,THUMPD1
ACER3,ACER3
COG4,COG4
CCDC15,CCDC15
ZNF154,ZNF154
SNX15,SNX15
CIB2,CIB2
RFX4,RFX4
PNPLA7,PNPLA7
PSMA2,PSMA2
FAAP24,C19orf40
ARMCX4,ARMCX4
RERGL,RERGL
GAS2,GAS2
ZNF770,ZNF770
ATP7A,ATP7A
TMEM94,TMEM94
UCP3,UCP3
ADAMTSL4,ADAMTSL4
APOH,APOH
SLC13A5,SLC13A5
ANKRD49,ANKRD49
CCDC158,CCDC158
SYT1,SYT1
Y_RNA,Y_RNA
PLPPR3,PLPPR3
TRAPPC5,TRAPPC5
NHLRC2,NHLRC2
UQCC1,UQCC1
ARMCX1,ARMCX1
MSL3,MSL3
SNORA70,SNORA70
STAT2,STAT2
DDX39A,DDX39A
CD180,CD180
OXR1,OXR1
KLK11,KLK11
FCER2,FCER2
MARCHF10,MARCHF10
GHRL,GHRL
STK16,STK16
ZNF671,ZNF671
PNKP,PNKP
SCN9A,SCN9A
GDPD2,GDPD2
CACNA1G,CACNA1G
RHPN2,RHPN2
SLC7A1,SLC7A1
U6,U6
MIR15A,MIR15A
FRMPD3,FRMPD3
ARMCX6,ARMCX6
C14H11orf97,C11orf97
Metazoa_SRP,Metazoa_SRP
PGLS,PGLS
SOX30,SOX30
INO80C,INO80C
ERGIC2,ERGIC2
ACADSB,ACADSB
PAWR,PAWR
MYOM1,MYOM1
C2CD3,C2CD3
DNTT,DNTT
SUPT20H,SUPT20H
TSPAN9,TSPAN9
KRT76,KRT76
Metazoa_SRP,Metazoa_SRP
RESF1,RESF1
KIAA0100,BLTP2
U6,U6
IDH3A,IDH3A
RAB21,RAB21
IFT52,IFT52
ACSM3,ACSM3
UNC80,UNC80
CDX4,CDX4
PPFIA1,PPFIA1
SLC37A2,SLC37A2
NUP58,NUP58
ARMCX3,ARMCX3
SEC13,SEC13
Metazoa_SRP,Metazoa_SRP
U7,U7
CELF6,CELF6
ITGAX,ITGAX
DNMT1,DNMT1
RAI14,RAI14
PIK3C2G,PIK3C2G
PRTN3,PRTN3
NEUROD1,NEUROD1
ZNF180,ZNF180
AFF3,AFF3
DNAAF10,DNAAF10
U4,U4
U6,U6
GNG3,GNG3
MINDY3,MINDY3
CLEC4G,CLEC4G
CIC,CIC
Metazoa_SRP,Metazoa_SRP
ADGRG3,ADGRG3
SPINK6,SPINK6
RAMP3,RAMP3
Metazoa_SRP,Metazoa_SRP
PIWIL4,PIWIL4
PRKCA,PRKCA
TRPV1,TRPV1
NIBAN3,NIBAN3
B3GNT6,B3GNT6
ELANE,ELANE
Metazoa_SRP,Metazoa_SRP
DNAJC12,DNAJC12
BATF2,BATF2
DPH6,DPH6
RDH12,RDH12
TGFBRAP1,TGFBRAP1
SPNS1,SPNS1
TLR4,TLR4
TEKTIP1,TEKTIP1
CHIC1,CHIC1
DLEU7,DLEU7
KLHL1,KLHL1
THG1L,THG1L
U3,U3
CENPM,CENPM
CAPN5,CAPN5
PIK3R1,PIK3R1
ITPRID2,ITPRID2
LRRN4CL,LRRN4CL
MFSD12,MFSD12
ABHD17B,ABHD17B
C3H7orf25,C7orf25
Metazoa_SRP,Metazoa_SRP
RELCH,RELCH
CFD,CFD
KRT3,KRT3
CEACAM20,CEACAM20
SUDS3,SUDS3
PPP1R12A,PPP1R12A
U6,U6
SYNDIG1L,SYNDIG1L
PPY,PPY
Y_RNA,Y_RNA
GPATCH1,GPATCH1
UPF3A,UPF3A
SPINK13,SPINK13
Metazoa_SRP,Metazoa_SRP
KLK14,KLK14
ATP2B2,ATP2B2
TBC1D15,TBC1D15
FYB1,FYB1
MAJIN,MAJIN
Metazoa_SRP,Metazoa_SRP
UBXN1,UBXN1
XAF1,XAF1
BICD1,BICD1
U6,U6
SHPK,SHPK
TAF9B,TAF9B
PLPPR2,PLPPR2
REEP6,REEP6
SOHLH1,SOHLH1
DRC7,DRC7
PARP15,PARP15
OPALIN,OPALIN
ERI2,ERI2
TBRG4,TBRG4
KLF12,KLF12
ACSBG1,ACSBG1
ZCRB1,ZCRB1
TNFRSF13C,TNFRSF13C
ADRB1,ADRB1
TMEM218,TMEM218
U7,U7
U6,U6
CHCHD5,CHCHD5
ZNF24,ZNF24
PPM1N,PPM1N
CTU1,CTU1
RHBDF2,RHBDF2
OVCH1,OVCH1
TLL2,TLL2
C14H11orf96,C11orf96
C15H9orf85,C9orf85
TUBA4A,TUBA4A
CTNNA3,CTNNA3
USP36,USP36
GPHA2,GPHA2
SPINK7,SPINK7
KIF5C,KIF5C
COLGALT1,GLT25D1
SHISA8,SHISA8
FBLN1,FBLN1
ZMAT1,ZMAT1
MED16,MED16
SLITRK2,SLITRK2
Metazoa_SRP,Metazoa_SRP
PCTP,PCTP
TRPM7,TRPM7
KRT79,KRT79
ZFYVE26,ZFYVE26
CTNS,CTNS
GARIN1A,GARIN1A
SLC20A1,SLC20A1
U6,U6
PYY,PYY
GLI3,GLI3
CD209,CD209
NPC2,NPC2
SPINK9,SPINK9
INA,INA
ALKBH3,ALKBH3
SREBF2,SREBF2
FBXO39,FBXO39
CYGB,CYGB
CCDC186,CCDC186
PKNOX2,PKNOX2
ASTN2,ASTN2
SLC17A6,SLC17A6
FCSK,FCSK
HMX3,HMX3
CSKMT,CSKMT
GARIN1B,GARIN1B
PPP2R5B,PPP2R5B
TSC22D3,TSC22D3
REXO5,REXO5
mml-mir-374b,MIR374B
CD33,CD33
CHAMP1,CHAMP1
LCN9,LCN9
MON2,MON2
ADAMTSL5,ADAMTSL5
TEKT1,TEKT1
PKN1,PKN1
PPHLN1,PPHLN1
FBXO38,FBXO38
HMX2,HMX2
TEX29,TEX29
ETAA1,ETAA1
CDC42EP3,CDC42EP3
SPG7,SPG7
SWSAP1,SWSAP1
TANC2,TANC2
Metazoa_SRP,Metazoa_SRP
EFCAB8,EFCAB8
AKT1S1,AKT1S1
ZNF418,ZNF418
Y_RNA,Y_RNA
EPOR,EPOR
ZAR1L,ZAR1L
KATNB1,KATNB1
CFAP52,CFAP52
DTX3L,DTX3L
ISCA2,ISCA2
Metazoa_SRP,Metazoa_SRP
INTS5,INTS5
PARD6G,PARD6G
BUB3,BUB3
TBC1D4,TBC1D4
C9,C9
ZNF397,ZNF397
PRCD,PRCD
CYSLTR1,CYSLTR1
NAGS,NAGS
TM9SF3,TM9SF3
FAIM2,FAIM2
Metazoa_SRP,Metazoa_SRP
GDA,GDA
SNORD1C,SNORD1C
C17H13orf42,C13orf42
DLG3,DLG3
Metazoa_SRP,Metazoa_SRP
U7,U7
BRCA2,BRCA2
ATG2A,ATG2A
ST6GALNAC2,ST6GALNAC2
ADNP2,ADNP2
APOF,APOF
TMTC1,TMTC1
ECM1,ECM1
DNAJB2,DNAJB2
PCGF6,PCGF6
SRRM4,SRRM4
RIBC2,RIBC2
RGL3,RGL3
CALU,CALU
ZNF256,ZNF256
ALOX12,ALOX12
NAA35,NAA35
FGD4,FGD4
TMEM100,TMEM100
U6,U6
CASKIN2,CASKIN2
Metazoa_SRP,Metazoa_SRP
PARP9,PARP9
Metazoa_SRP,Metazoa_SRP
FAM124A,FAM124A
SPATA20,SPATA20
U6,U6
CST7,CST7
MAPRE2,MAPRE2
GDF5,GDF5
TCEAL2,TCEAL2
Metazoa_SRP,Metazoa_SRP
CAVIN1,PTRF
LRRTM3,LRRTM3
TMEM101,TMEM101
Metazoa_SRP,Metazoa_SRP
MID2,MID2
NFATC2IP,NFATC2IP
TIMELESS,TIMELESS
Y_RNA,Y_RNA
TAX1BP3,TAX1BP3
LPAR4,LPAR4
CSNK1A1L,CSNK1A1L
mml-mir-505,cja-mir-505
R3HDM1,R3HDM1
Metazoa_SRP,Metazoa_SRP
U6,U6
DNAAF3,DNAAF3
ABRA,ABRA
MYO7A,MYO7A
CXHXorf66,CXorf66
GANAB,GANAB
RPE,RPE
FAM47E,FAM47E
U3,U3
P2RY10,P2RY10
Y_RNA,Y_RNA
U6,U6
USP43,USP43
DCUN1D3,DCUN1D3
DNAJA4,DNAJA4
U6,U6
BEX5,BEX5
SLC16A2,SLC16A2
FRMPD4,FRMPD4
ST6GALNAC1,ST6GALNAC1
DRD2,DRD2
LONRF2,LONRF2
DAB2,DAB2
U6,U6
MEIS2,MEIS2
LTBP2,LTBP2
GPR45,GPR45
U6,U6
Metazoa_SRP,Metazoa_SRP
ZNF606,ZNF606
HEXA,HEXA
ISYNA1,ISYNA1
U3,U3
Metazoa_SRP,Metazoa_SRP
IL31RA,IL31RA
METRNL,METRNL
EMC6,EMC6
Metazoa_SRP,Metazoa_SRP
C16H17orf49,C17orf49
HSPB8,HSPB8
ANGPT1,ANGPT1
FEZ1,FEZ1
OPA3,OPA3
SYNDIG1,SYNDIG1
LSM12,LSM12
LYRM1,LYRM1
AQP2,AQP2
C13H2orf49,C2orf49
ATP6V0A1,ATP6V0A1
MMD,MMD
HTR7,HTR7
TARS2,TARS2
Y_RNA,Y_RNA
SMC1B,SMC1B
POSTN,POSTN
U3,U3
TXNL4A,TXNL4A
VPS16,VPS16
RLIM,RLIM
GPR174,GPR174
ZFAND5,ZFAND5
P2RX5,P2RX5
TPRG1L,TPRG1L
EPN3,EPN3
TAF5,TAF5
PTPRN,PTPRN
SOX3,SOX3
N4BP2L1,N4BP2L1
KIFC3,KIFC3
SERPINE3,SERPINE3
RPP30,RPP30
LYPD6B,LYPD6B
SKIC8,SKIC8
ACTR3,ACTR3
TSEN54,TSEN54
HSD17B12,HSD17B12
LAIR1,LAIR1
MEIS1,MEIS1
KANSL1L,KANSL1L
TMPRSS5,TMPRSS5
HSBP1L1,HSBP1L1
ITM2A,ITM2A
COMMD6,COMMD6
U6,U6
GPR4,GPR4
AQP5,AQP5
ANGPTL3,ANGPTL3
mml-mir-33a,cja-mir-33
ARFGEF2,ARFGEF2
CCDC60,CCDC60
Y_RNA,Y_RNA
NSMF,NSMF
CAND1,CAND1
Metazoa_SRP,Metazoa_SRP
MIR1307,cja-mir-1307
CD19,CD19
PRICKLE1,PRICKLE1
PRPS2,PRPS2
OPN1SW,OPN1SW
CCDC134,CCDC134
LHX1,AATF
AMOTL1,AMOTL1
CHST10,CHST10
HLF,HLF
GIPC3,GIPC3
MYL12B,MYL12B
JMJD6,JMJD6
INTS6,INTS6
LYPD6,LYPD6
CYP20A1,CYP20A1
SNORD68,SNORD68
FHL2,FHL2
DZIP1,DZIP1
AQP6,AQP6
PTGER1,PTGER1
PDCD11,PDCD11
CCDC9B,CCDC9B
ANO5,ANO5
PIK3AP1,PIK3AP1
REEP3,REEP3
SYT5,SYT5
SPACA7,SPACA7
RSPO2,RSPO2
TIMP2,TIMP2
ODAD3,ODAD3
VSIG10L,VSIG10L
CPNE7,CPNE7
G6PC3,G6PC3
DTNA,DTNA
DHRS7C,DHRS7C
LRP3,LRP3
INHBA,INHBA
UCHL3,UCHL3
MIP,MIP
MEX3D,MEX3D
KLHL41,KLHL41
NEXMIF,NEXMIF
MYCBPAP,MYCBPAP
GNAQ,GNAQ
ZW10,ZW10
Metazoa_SRP,Metazoa_SRP
TMEM233,TMEM233
U2,U2
GDPD4,GDPD4
TLR7,TLR7
SLC66A2,SLC66A2
USP1,USP1
GIPC1,GIPC1
LDOC1,LDOC1
LCN1,LCN1
Y_RNA,Y_RNA
EIF3E,EIF3E
TUBGCP3,TUBGCP3
TMC1,TMC1
MBD3,MBD3
SUGCT,SUGCT
GLS2,GLS2
RPRD2,RPRD2
TPH2,TPH2
Metazoa_SRP,Metazoa_SRP
ZSCAN1,ZSCAN1
CKAP2L,CKAP2L
GSG1L2,GSG1L2
ABCB7,ABCB7
TLR8,TLR8
PRKAB1,PRKAB1
RABEP2,RABEP2
ETFB,ETFB
Metazoa_SRP,Metazoa_SRP
MEI1,MEI1
N4BP2L2,N4BP2L2
mml-mir-129-2,cja-mir-129-1
LLGL2,LLGL2
TRIM32,TRIM32
SNORA5B,SNORA5B
MYBL2,MYBL2
TACR3,TACR3
VSIG1,VSIG1
LGALS3BP,LGALS3BP
U6,U6
U6,U6
RACGAP1,RACGAP1
BAHCC1,BAHCC1
PTPRH,PTPRH
SNORA5C,SNORA5C
PHGR1,PHGR1
Metazoa_SRP,Metazoa_SRP
ZNF135,ZNF135
DNASE1L1,DNASE1L1
GLP2R,GLP2R
mml-mir-497,cja-mir-497
APBB3,APBB3
TBXA2R,TBXA2R
MRPS2,MRPS2
SNORA5A,SNORA5A
