Gene name,Human gene name
ATP6V1C2,ATP6V1C2
HACD2,HACD2
STX4,STX4
SNORA70,SNORA70B
ZNF257,ZNF257
TEX261,TEX261
TCP11L2,TCP11L2
RGS9,RGS9
EGFLAM,EGFLAM
OR10D3,OR10D3
SESTD1,SESTD1
DHX33,DHX33
AQP8,AQP8
MITD1,MITD1
RNF41,RNF41
FAM161B,FAM161B
ENG,ENG
ASPDH,ASPDH
Y_RNA,Y_RNA
KRT81,KRT81
CAPN10,CAPN10
DAW1,DAW1
WBP4,WBP4
U2,RNU2-10P
OVOL2,OVOL2
Y_RNA,Y_RNA
PTPRR,PTPRR
DPP10,DPP10
CDH11,CDH11
LRTM2,LRTM2
POU2AF1,POU2AF1
SLC38A5,SLC38A5
THAP12,THAP12
FLT3,FLT3
OR8G5,OR8G5
TMEFF2,TMEFF2
DDRGK1,DDRGK1
SYNGR2,SYNGR2
GNA11,GNA11
U3,U3
DENND5B,DENND5B
OCEL1,OCEL1
HDC,HDC
NUTM1,NUTM1
P2RY6,P2RY6
SETDB1,SETDB1
SMCO4,SMCO4
TBX3,TBX3
DHX57,DHX57
PIGH,PIGH
OR8D1,OR8D1
DPP6,DPP6
CMIP,CMIP
PRDM11,PRDM11
STK11,STK11
TMEM250,TMEM250
TPGS1,TPGS1
MIR935,MIR935
ZNF208,ZNF208
ZNF195,ZNF195
KCTD1,KCTD1
ARHGEF17,ARHGEF17
IL1R2,IL1R2
BAG1,BAG1
Metazoa_SRP,RN7SL223P
LRRC4B,LRRC4B
ZKSCAN2,ZKSCAN2
FEZ2,FEZ2
FSCN3,FSCN3
TIMM8B,TIMM8B
ATP12A,ATP12A
CDC34,CDC34
CACNG6,CACNG6
TMEM35A,TMEM35A
TK1,TK1
NACC2,NACC2
CEP295,CEP295
EDN1,EDN1
GVQW3,GVQW3
ANKRD12,ANKRD12
CTDSP2,CTDSP2
TFDP1,TFDP1
MERTK,MERTK
U5,RNU5A-3P
Vault,Vault
Metazoa_SRP,RN7SL130P
SDHD,SDHD
PBLD,PBLD
U6,RNU6-43P
C11H12orf54,C12orf54
SNORA30B,SNORA30B
IGF2BP1,IGF2BP1
U7,RNU7-123P
mml-mir-7-1,MIR7-1
MGME1,MGME1
ATG9A,ABCB6
TRAF1,TRAF1
C13H2orf74,C2orf74
FAM117B,FAM117B
Metazoa_SRP,RN7SL494P
BLVRA,BLVRA
Y_RNA,Y_RNA
ESD,ESD
NR2F6,NR2F6
CCDC200,CCDC200
SPDYC,SPDYC
RDH8,RDH8
mml-mir-491,MIR491
U2,RNU2-60P
PCDH15,PCDH15
PLLP,PLLP
TRIM8,TRIM8
LYG2,LYG2
DCP1B,DCP1B
TAF4B,TAF4B
CENPI,CENPI
Metazoa_SRP,RN7SL328P
DERL2,DERL2
PAX4,PAX4
RMI1,RMI1
GZMM,GZMM
GABPB1,GABPB1
ITGB3BP,ITGB3BP
GSR,GSR
Metazoa_SRP,RN7SL88P
SERPINB13,SERPINB13
NLRC3,NLRC3
LPCAT4,LPCAT4
CETN1,CETN1
HIVEP1,HIVEP1
GNA15,GNA15
Metazoa_SRP,RN7SL624P
LZTS3,LZTS3
PARP4,PARP4
VSTM1,VSTM1
BRF2,BRF2
BTG4,BTG4
PDCD5,PDCD5
IL18,IL18
EPS8,EPS8
MLLT3,MLLT3
BCL2L12,BCL2L12
FTSJ1,FTSJ1
PRRT1B,PRRT1B
TMEM97,TMEM97
CLUL1,CLUL1
U2,RNU2-23P
U6,RNU6-513P
mml-mir-340,MIR340
GINS1,GINS1
SANBR,SANBR
DHCR7,DHCR7
ELK3,ELK3
U6,RNU6-1225P
OR8B4,OR8B4
WIF1,WIF1
LYG1,LYG1
OR8S1,OR8S1
PRMT1,PRMT1
SERPINB12,SERPINB12
Metazoa_SRP,RN7SL597P
PIGA,PIGA
USHBP1,USHBP1
U6,RNU6-550P
PLEKHH1,PLEKHH1
FPGS,FPGS
PAN3,PAN3
NCR1,NCR1
LIFR,LIFR
CH25H,CH25H
SYVN1,SYVN1
DNMT3B,DNMT3B
SYT3,SYT3
MAST4,MAST4
NDNF,NDNF
Y_RNA,Y_RNA
OR8B8,OR8B8
TBC1D1,TBC1D1
TP53I11,TP53I11
UBAC1,UBAC1
KCTD2,KCTD2
TMEM187,TMEM187
SPINK4,SPINK4
FOXB2,FOXB2
OR5BS1P,OR5BS1P
SEC14L5,SEC14L5
DIAPH3,DIAPH3
U2,RNU2-24P
CBARP,CBARP
LIPA,LIPA
mml-mir-26a-2,MIR26A2
MAP2K6,MAP2K6
AFMID,AFMID
YIPF6,YIPF6
GPR35,GPR35
TYMS,TYMS
CYFIP2,CYFIP2
SNX5,SNX5
CCL22,CCL22
ADCY5,ADCY5
EMSY,EMSY
IL1R1,IL1R1
UCK1,UCK1
RAP1GAP2,RAP1GAP2
TOB1,TOB1
SND1,SND1
OR8A1,OR8A1
FOXJ1,FOXJ1
TRAPPC2L,TRAPPC2L
ICA1L,ICA1L
TARM1,TARM1
LALBA,LALBA
BSG,BSG
mml-mir-34b,MIR34B
IFT20,IFT20
CRIM1,CRIM1
RASGEF1C,RASGEF1C
PLPP1,PLPP1
IRAK1,IRAK1
mml-mir-34c,MIR34C
SERPINB5,SERPINB5
USP9Y,USP9Y
ANTXR1,ANTXR1
SLC28A3,SLC28A3
TMEM223,TMEM223
U6,RNU6-1137P
PANX3,PANX3
FAM186B,FAM186B
RRP7A,RRP7A
KBTBD7,KBTBD7
ARL4D,ARL4D
HOATZ,HOATZ
BTBD16,BTBD16
RAB11FIP1,RAB11FIP1
TXNDC9,TXNDC9
FN3KRP,FN3KRP
TMTC3,TMTC3
U7,RNU7-138P
ZNRF4,ZNRF4
CSRNP3,CSRNP3
CSRP2,CSRP2
UBOX5,UBOX5
USP29,USP29
WFIKKN2,WFIKKN2
B3GLCT,B3GLCT
ATP23,ATP23
KATNIP,KATNIP
mml-mir-579,MIR579
TNIP3,TNIP3
SCPEP1,SCPEP1
ANKRD53,ANKRD53
MTSS2,MTSS2
BABAM1,BABAM1
U6,RNU6-470P
SPHKAP,SPHKAP
UBXN8,UBXN8
Metazoa_SRP,Metazoa_SRP
ZIM3,ZIM3
HS3ST4,HS3ST4
TMEM179B,TMEM179B
DPYSL3,DPYSL3
SPANXN2,SPANXN2
CX3CL1,CX3CL1
PHF19,PHF19
U6,RNU6-826P
TEX12,TEX12
RIF1,RIF1
MTRF1,MTRF1
PHF11,PHF11
U7,RNU7-2P
ENOSF1,ENOSF1
TBRG1,TBRG1
KANSL2,KANSL2
U6,RNU6-834P
Y_RNA,Y_RNA
NOL10,NOL10
PABPN1L,PABPN1L
ABHD12,ABHD12
OSCAR,OSCAR
Metazoa_SRP,Metazoa_SRP
U6,RNU6-140P
VPS13A,VPS13A
RELT,RELT
TRIB3,TRIB3
CDK17,CDK17
Metazoa_SRP,Metazoa_SRP
ARL3,ARL3
ANKRD40CL,ANKRD40CL
HTR2A,HTR2A
ATP5F1D,ATP5F1D
SNORA25,SNORA25
EIF5B,EIF5B
ZNF668,ZNF668
B4GALT1,B4GALT1
RNF157,RNF157
VPS4B,VPS4B
GIP,GIP
ADM5,ADM5
KSR2,KSR2
TNFAIP1,TNFAIP1
NABP2,NABP2
PRPF40B,PRPF40B
ANKRD27,ANKRD27
KRT86,KRT86
CKM,CKM
U6,RNU6-406P
GEMIN6,GEMIN6
ZNF805,ZNF805
E2F7,E2F7
Y_RNA,Y_RNA
POMT1,POMT1
SNORD6,SNORD6
SLC16A5,SLC16A5
ATOH7,ATOH7
C19H19orf81,C19orf81
MIS12,MIS12
U6,RNU6-971P
Metazoa_SRP,RN7SL297P
CCL17,CCL17
SNORA1,SNORA1
Metazoa_SRP,RN7SL160P
U6,RNU6-245P
U6,RNU6-1289P
RAB20,RAB20
IL1RL2,IL1RL2
FASTKD5,FASTKD5
TIMM50,TIMM50
BCO2,BCO2
IFI30,IFI30
ATP4B,ATP4B
HRAS,HRAS
SERPINA7,SERPINA7
TAF6L,TAF6L
NCLN,NCLN
DHX8,DHX8
TSPAN18,TSPAN18
ZNF646,ZNF646
KLF9,KLF9
MYPN,MYPN
ATP6V1B1,ATP6V1B1
ALG6,ALG6
CPT1C,CPT1C
GULP1,GULP1
U1,RNU1-42P
Y_RNA,Y_RNA
Y_RNA,Y_RNA
LUC7L3,LUC7L3
MZT1,MZT1
U6,RNU6-166P
Y_RNA,Y_RNA
NAA16,NAA16
PREX1,PREX1
PRPF31,PRPF31
TAF1D,TAF1D
STARD8,STARD8
ATG10,ATG10
SNF8,SNF8
Metazoa_SRP,RN7SL524P
PORCN,PORCN
GSS,GSS
U4,RNU4-26P
Metazoa_SRP,Metazoa_SRP
RABAC1,RABAC1
NYAP2,NYAP2
DLL3,DLL3
SUB1,SUB1
CBFA2T3,CBFA2T3
PSMA8,PSMA8
KITLG,KITLG
LEMD3,LEMD3
GALNT3,GALNT3
CACNA1C,CACNA1C
Metazoa_SRP,RN7SL709P
MIDN,MIDN
ADGRE5,ADGRE5
SHANK1,SHANK1
CIAPIN1,CIAPIN1
ARMC7,ARMC7
Metazoa_SRP,RN7SL375P
Y_RNA,Y_RNA
SAFB2,SAFB2
U6,RNU6-692P
NRSN2,NRSN2
KRT85,KRT85
TSPAN8,TSPAN8
SRSF7,SRSF7
Metazoa_SRP,Metazoa_SRP
PWWP3B,PWWP3B
FAM168A,FAM168A
PRSS53,PRSS53
Y_RNA,Y_RNA
AXIN2,AXIN2
CAMSAP3,CAMSAP3
KNOP1,KNOP1
PPP2CB,PPP2CB
Y_RNA,RNY4P28
POLDIP2,POLDIP2
LUZP2,LUZP2
NAXD,NAXD
NLRP1,NLRP1
TRPM3,TRPM3
LRIG3,LRIG3
U6,RNU6-1216P
KCNN4,KCNN4
Y_RNA,Y_RNA
Y_RNA,Y_RNA
NTRK2,NTRK2
SMU1,SMU1
TMEM163,TMEM163
AVP,AVP
KLC3,KLC3
MYL4,MYL4
Y_RNA,Y_RNA
TWSG1,TWSG1
VEGFD,VEGFD
GRK1,GRK1
PTS,PTS
ZNF385B,ZNF385B
SFXN2,WBP1L
Metazoa_SRP,RN7SL700P
VAX2,VAX2
IFIT2,IFIT2
NT5C,NT5C
SLC39A5,SLC39A5
IL1RL1,IL1RL1
CELSR1,CELSR1
MYH7B,MYH7B
UBE2Z,UBE2Z
POLR3B,POLR3B
PLCG2,PLCG2
U6,RNU6-539P
PSMD5,PSMD5
OXT,OXT
CDK9,CDK9
ACVR2A,ACVR2A
U6,RNU6-624P
SS18,SS18
TEX15,TEX15
SNORD5,SNORD5
RADX,RADX
KRT84,KRT84
Metazoa_SRP,RN7SL3
HCN2,HCN2
STK17A,STK17A
ARNT,ARNT
MEIG1,MEIG1
SLC39A10,SLC39A10
NFAM1,NFAM1
SNORA18,SNORA18
NPR3,NPR3
ATP1A3,ATP1A3
TDRD3,TDRD3
Metazoa_SRP,RN7SL2
TMEM235,TMEM235
TRAFD1,TRAFD1
SNORA40,SNORA40
SNORA2C,SNORA2C
Metazoa_SRP,RN7SL378P
ZCCHC3,ZCCHC3
EID2B,EID2B
SLC24A2,SLC24A2
U6,RNU6-258P
MRPS26,MRPS26
SNORA2A,SNORA2A
LYPD5,LYPD5
CD207,CD207
IFIT3,IFIT3
OLAH,OLAH
U6,RNU6-94P
RPS23,RPS23
DAZAP1,DAZAP1
GKN2,GKN2
C10H20orf96,C20orf96
ARF6,ARF6
LRRC56,LRRC56
ITGB3,ITGB3
SNORA2B,SNORA2B
EID2,EID2
SIAE,SIAE
MAP3K11,MAP3K11
TCF20,TCF20
U6,RNU6-1057P
RALBP1,RALBP1
TMEM255B,TMEM255B
MED17,MED17
SLC5A4,SLC5A4
PTPRT,PTPRT
ANKRD52,ANKRD52
PID1,PID1
PLET1,PLET1
GJD2,GJD2
TSPAN3,TSPAN3
PIR,PIR
LGALS14,LGALS14
ACMSD,ACMSD
DRP2,DRP2
CAMSAP1,CAMSAP1
MPV17L2,MPV17L2
SNORD17,SNORD17
KRT82,KRT82
U1,RNU1-133P
ERCC2,ERCC2
ZNF283,ZNF283
SEC22A,SEC22A
CLEC11A,CLEC11A
U6,RNU6-192P
ACTC1,ACTC1
WDR12,WDR12
SOHLH2,SOHLH2
POLRMT,POLRMT
Y_RNA,RNY1P7
IFIT1,IFIT1
KIF1A,KIF1A
SHANK2,SHANK2
BMP10,BMP10
CLEC4F,CLEC4F
CCNT1,CCNT1
CXCL13,CXCL13
BZW1,BZW1
DNER,DNER
STAT5A,STAT5A
BMF,BMF
TTC21B,TTC21B
IQCK,IQCK
ANKLE1,ANKLE1
USP8,USP8
JAKMIP2,JAKMIP2
POLR2C,POLR2C
DEFB132,DEFB132
EFNB1,EFNB1
IL18R1,IL18R1
GNRH2,GNRH2
Y_RNA,Y_RNA
MAPK9,MAPK9
CD82,CD82
U6,RNU6-728P
PLEKHB1,PLEKHB1
Metazoa_SRP,RN7SL726P
U6,RNU6-189P
COQ6,COQ6
ETV4,ETV4
SOCS3,SOCS3
RNF17,RNF17
ZNF45,ZNF45
ARHGAP25,ARHGAP25
SH2D3C,SH2D3C
TMEM199,TMEM199
FIGLA,FIGLA
mml-mir-204,MIR204
DUSP14,DUSP14
LMNTD2,LMNTD2
TTLL6,TTLL6
GPR32,GPR32
U7,RNU7-186P
KRT75,KRT75
ZNF221,ZNF221
KCNJ16,KCNJ16
LGALS13,LGALS13
DEFB129,DEFB129
RAB3A,RAB3A
LGR5,LGR5
TSKS,TSKS
U1,RNU1-117P
CWC22,CWC22
MECP2,MECP2
B3GALT9,B3GALT9
PLEKHA1,PLEKHA1
MOCOS,MOCOS
MRPL49,MRPL49
ACBD7,ACBD7
EFCAB13,EFCAB13
POLR2G,POLR2G
TFPT,TFPT
U1,RNU1-46P
Metazoa_SRP,RN7SL236P
HECW1,HECW1
LRRC4,LRRC4
IFIT5,IFIT5
NAGPA,NAGPA
RCBTB1,RCBTB1
Y_RNA,Y_RNA
KDSR,KDSR
U2,RNU2-27P
FLT1,FLT1
KCNJ2,KCNJ2
TARS1,TARS1
ADD2,ADD2
Y_RNA,Y_RNA
BANF2,BANF2
AQR,AQR
TADA2A,TADA2A
ALDH18A1,ALDH18A1
BCKDK,BCKDK
FBXW2,FBXW2
ZNF230,ZNF230
MSRB3,MSRB3
PGS1,PGS1
PPP4R1,PPP4R1
DNAJA1,DNAJA1
PURG,PURG
HERC4,HERC4
FMNL3,FMNL3
NLRP7,NLRP7
GPC5,GPC5
SDR42E1,SDR42E1
U6,RNU6-713P
PVALEF,PVALEF
MEX3C,MEX3C
PTPRA,PTPRA
NAV3,NAV3
FN3K,FN3K
ABHD8,ABHD8
KCNK7,KCNK7
RASSF7,RASSF7
U6,RNU6-1275P
GAS6,GAS6
OSMR,OSMR
U6,RNU6-915P
Metazoa_SRP,RN7SL97P
ZNF460,ZNF460
SLC16A12,SLC16A12
A2ML1,A2ML1
BUB1B,BUB1B
TBC1D25,TBC1D25
FAU,FAU
PEX13,PEX13
WRN,WRN
IL18RAP,IL18RAP
RAB6A,RAB6A
WSCD1,WSCD1
PDE4C,PDE4C
CCNG2,CCNG2
GSG1L,GSG1L
PDIA5,PDIA5
CARF,CARF
CLK1,CLK1
DNAH7,DNAH7
BBOF1,BBOF1
FKBP4,FKBP4
CEP131,CEP131
PYGB,PYGB
ZNF726,ZNF726
RNF128,RNF128
EHBP1L1,EHBP1L1
U6,RNU6-986P
PJA1,PJA1
ORC4,ORC4
LEUTX,LEUTX
LEP,LEP
BCL2,BCL2
ZNF521,ZNF521
RRBP1,RRBP1
AP2A1,AP2A1
KRTCAP3,KRTCAP3
ZNF543,ZNF543
TRIM25,TRIM25
ABCC12,ABCC12
CCNT2,CCNT2
RPP38,RPP38
HSD17B2,HSD17B2
VTN,VTN
SLC39A6,SLC39A6
NCAM1,NCAM1
USP22,USP22
MSMP,MSMP
CEP112,CEP112
SMAD4,SMAD4
CEMIP2,CEMIP2
Y_RNA,Y_RNA
REP15,REP15
SLX4,SLX4
MRPL34,MRPL34
SPA17,SPA17
KRT5,KRT5
GPRC5B,GPRC5B
FOXD3,FOXD3
PANK1,PANK1
CNTN1,CNTN1
SLC5A1,SLC5A1
TRMU,TRMU
Y_RNA,Y_RNA
SNORD88B,SNORD88B
NALF2,NALF2
NMT2,NMT2
RFC5,RFC5
PKP4,PKP4
EFCAB3,EFCAB3
MRPS35,MRPS35
ZNHIT2,ZNHIT2
SNORD88A,SNORD88A
DYRK1B,DYRK1B
CLCN4,CLCN4
U6,RNU6-1117P
CNOT3,CNOT3
RICTOR,RICTOR
DDA1,DDA1
U7,RNU7-9P
ZNF681,ZNF681
COL3A1,COL3A1
RGP1,RGP1
SNORD88C,SNORD88C
U6,RNU6-71P
NUP85,NUP85
U6,RNU6-1187P
U7,RNU7-155P
MEGF9,MEGF9
EMILIN2,EMILIN2
MPHOSPH6,MPHOSPH6
SLC9A4,SLC9A4
MEOX1,MEOX1
SPMIP11,SPMIP11
TM7SF2,TM7SF2
ZNF304,ZNF304
U6,RNU6-783P
NRBP1,NRBP1
ANO8,ANO8
CARS2,CARS2
KLK1,KLK1
SPART,SPART
COQ10A,COQ10A
RBM28,RBM28
EDA,EDA
ZNF222,ZNF222
ARL11,ARL11
C20H16orf89,C16orf89
ZBTB3,ZBTB3
MRPL48,MRPL48
ATP11C,ATP11C
DNASE1,DNASE1
CENPJ,CENPJ
NRGN,NRGN
NFIC,NFIC
TCTN3,TCTN3
U6,RNU6-159P
NBEAL1,NBEAL1
PHRF1,PHRF1
ALDH6A1,ALDH6A1
OPN1LW,OPN1LW
TTC9C,TTC9C
EBPL,EBPL
SEPTIN11,SEPTIN11
U4,RNU4-24P
U6,RNU6-1241P
PHLPP1,PHLPP1
COA4,COA4
SOST,SOST
KLK15,KLK15
U6,RNU6-251P
Metazoa_SRP,RN7SL125P
U7,RNU7-52P
ATG4C,ATG4C
U6,RNU6-1264P
HTRA1,HTRA1
U3,U3
U6,RNU6-687P
ELP2,ELP2
VSIG2,VSIG2
RXFP2,RXFP2
DSTN,DSTN
ADCY6,ADCY6
TBC1D8B,TBC1D8B
ALG1,ALG1
GTSE1,GTSE1
BMX,BMX
SARM1,SARM1
LPIN2,LPIN2
HOXB13,HOXB13
TGFA,TGFA
PEAK1,PEAK1
ITFG2,ITFG2
TRIP12,TRIP12
FGF22,FGF22
IL34,IL34
SLITRK4,SLITRK4
Metazoa_SRP,RN7SL305P
ZNF226,ZNF226
STRAP,STRAP
ZNF749,ZNF749
mml-mir-676-1,MIR676
PAAF1,PAAF1
KPNA3,KPNA3
U6,RNU6-279P
TRAP1,TRAP1
AWAT2,AWAT2
Y_RNA,Y_RNA
CS,CS
SHFL,SHFL
FAM98A,FAM98A
mml-mir-107,MIR107
PDGFD,PDGFD
C17H13orf46,C13orf46
TRPC4AP,TRPC4AP
DHRS7B,DHRS7B
TLK2,TLK2
HNRNPUL2,HNRNPUL2
XPO6,XPO6
AIPL1,AIPL1
CFAP97D1,CFAP97D1
BORA,BORA
MBL2,MBL2
PAK6,PAK6
CDK5RAP2,CDK5RAP2
RNF126,RNF126
SOX9,SOX9
GBA2,GBA2
KLK3,KLK3
DCSTAMP,DCSTAMP
GPR139,GPR139
CYP17A1,CYP17A1
SLC16A7,SLC16A7
TOR2A,TOR2A
ESAM,ESAM
CIST1,CIST1
U7,RNU7-43P
PRAC1,PRAC1
GRIK5,GRIK5
Y_RNA,Y_RNA
LIN52,LIN52
ZFC3H1,ZFC3H1
ALX4,ALX4
GGA3,GGA3
WDR13,WDR13
YWHAH,DEPDC5
DPYS,DPYS
APTX,APTX
VPS51,VPS51
KAT8,KAT8
PRRC2B,PRRC2B
DIS3,DIS3
CCDC42,CCDC42
SLC38A9,SLC38A9
OTUD6A,OTUD6A
TBCD,TBCD
IQCN,IQCN
MID1,MID1
Metazoa_SRP,Metazoa_SRP
MPP3,MPP3
ANKRD40,ANKRD40
mml-mir-196a-1,MIR196A1
SEMA5B,SEMA5B
ENTPD1,ENTPD1
CDH13,CDH13
CEP20,CEP20
FAM171A1,FAM171A1
IGBP1,IGBP1
KLHL42,KLHL42
RASGRP3,RASGRP3
JUND,JUND
TTC16,TTC16
SLC46A1,SLC46A1
HOXB9,HOXB9
DDI1,DDI1
Y_RNA,Y_RNA
DKK1,DKK1
BFSP1,BFSP1
GP2,GP2
GALM,GALM
SLC9A2,SLC9A2
PIMREG,PIMREG
C16H17orf78,C17orf78
SNORA68B,SNORA68B
KIF20B,KIF20B
RASA3,RASA3
GFPT2,GFPT2
CCNA1,CCNA1
FAM89B,FAM89B
PLVAP,PLVAP
HOXB8,HOXB8
FAM174C,FAM174C
ING1,ING1
DOK4,DOK4
Metazoa_SRP,RN7SL789P
U6,RNU6-1309P
Metazoa_SRP,RN7SL530P
EFNA2,EFNA2
EXT2,EXT2
OR1A1,OR1A1
RGS9BP,RGS9BP
PTH2R,PTH2R
DGAT2L6,DGAT2L6
ANKRD63,ANKRD63
ELAC1,ELAC1
CCNI,CCNI
CTTN,CTTN
HOXB7,HOXB7
MBD5,MBD5
TEPSIN,TEPSIN
RIPPLY1,RIPPLY1
SPDYE4,SPDYE4
FSTL3,FSTL3
ZC3H8,ZC3H8
VSTM5,VSTM5
ZNRD2,ZNRD2
PTHLH,PTHLH
LSM4,LSM4
LENG1,LENG1
KLK2,KLK2
HOXB6,HOXB6
TKTL1,TKTL1
DOCK7,DOCK7
TTC38,TTC38
STK17B,STK17B
CFAP157,CFAP157
Y_RNA,Y_RNA
U6,RNU6-800P
MFAP5,MFAP5
VSX2,VSX2
CTSS,CTSS
PCSK2,PCSK2
ZNF224,ZNF224
Metazoa_SRP,RN7SL581P
ANKRD10,ANKRD10
DERA,DERA
SLC13A2,SLC13A2
ANGPTL6,ANGPTL6
HOXB5,HOXB5
CASP12,CASP12
ACSF3,ACSF3
Y_RNA,Y_RNA
U6,RNU6-582P
ACACA,ACACA
GPC6,GPC6
MSANTD2,MSANTD2
MORC4,MORC4
XAB2,XAB2
ZNF574,ZNF574
AWAT1,AWAT1
UMOD,UMOD
HMG20A,HMG20A
CREB3,CREB3
PLCB2,PLCB2
PPM1E,PPM1E
PWWP3A,PWWP3A
SERTM1,SERTM1
KLK4,KLK4
ME2,ME2
HEPHL1,HEPHL1
BORCS7,BORCS7
SLC39A11,SLC39A11
PRSS36,PRSS36
U6,RNU6-213P
TAF7L,TAF7L
U6,RNU6-1231P
ACER2,ACER2
DCT,DCT
ACE2,ACE2
HECTD4,HECTD4
HNRNPLL,HNRNPLL
VSIG10,VSIG10
HCCS,HCCS
LTBP3,LTBP3
PITPNM3,PITPNM3
NRIP2,NRIP2
LLPH,LLPH
OR3A2,OR3A2
CCDC194,CCDC194
NDUFA6,NDUFA6
mml-mir-10a,MIR10A
RPRD1A,RPRD1A
SPADH,SPADH
REV1,REV1
RFXAP,RFXAP
ABCD4,ABCD4
ABCC11,ABCC11
TAFA2,TAFA2
Y_RNA,Y_RNA
P2RY4,P2RY4
MFSD6L,MFSD6L
TMC4,TMC4
TEX52,TEX52
U6,RNU6-525P
ROBO3,ROBO3
U6,RNU6-164P
KLK5,KLK5
U6,RNU6-1158P
ZNF419,ZNF419
OR3A1,OR3A1
ABCC1,ABCC1
U6,RNU6-518P
SMDT1,SMDT1
U6,U6
PIK3R6,PIK3R6
ARR3,ARR3
RAB31,RAB31
POU2F2,POU2F2
PTRH1,PTRH1
BST2,BST2
ZC3H6,ZC3H6
C9H10orf120,C10orf120
HOXB4,HOXB4
Metazoa_SRP,RN7SL705P
LRP12,LRP12
AICDA,AICDA
DGKE,DGKE
FOXM1,FOXM1
EDEM2,EDEM2
MAP3K19,MAP3K19
CNOT6,CNOT6
PALM,PALM
AS3MT,AS3MT
ABCC3,ABCC3
HOXB2,HOXB2
TMBIM4,TMBIM4
FBL,FBL
SF3B3,SF3B3
Y_RNA,Y_RNA
PPP1R13L,PPP1R13L
TMEM11,TMEM11
MFSD9,MFSD9
PROKR1,PROKR1
SMIM24,SMIM24
CNTNAP5,CNTNAP5
FOXN1,FOXN1
Metazoa_SRP,RN7SL666P
UBE2E3,UBE2E3
CCDC91,CCDC91
HECW2,HECW2
Y_RNA,Y_RNA
HOXB1,HOXB1
SMAD9,SMAD9
CCNJ,CCNJ
OR1E1,OR1E1
PHETA2,PHETA2
IRF7,IRF7
PPM1G,PPM1G
KCNT1,KCNT1
SLC7A9,SLC7A9
PDILT,PDILT
Metazoa_SRP,RN7SL513P
DDX3Y,DDX3Y
WAS,WAS
UBALD2,UBALD2
ADAMTS12,ADAMTS12
ZCCHC2,ZCCHC2
TIMM8A,TIMM8A
ARHGAP6,ARHGAP6
ZNF773,ZNF773
Y_RNA,Y_RNA
CDH15,CDH15
APLF,APLF
TGDS,TGDS
HORMAD1,HORMAD1
PGPEP1,PGPEP1
PPAN,PPAN
SNORD13P1,SNORD13P1
CLEC4E,CLEC4E
U6,RNU6-743P
Metazoa_SRP,RN7SL387P
Y_RNA,Y_RNA
MVB12A,MVB12A
OR1E2,OR1E2
Metazoa_SRP,RN7SL426P
SMIM44,SMIM44
U2,RNU2-65P
PKDREJ,PKDREJ
CUZD1,CUZD1
NAGA,NAGA
SLC15A5,SLC15A5
SRSF6,SRSF6
Y_RNA,Y_RNA
SLC49A4,SLC49A4
NATD1,NATD1
TMEM182,TMEM182
PANX1,PANX1
STXBP2,STXBP2
MBOAT7,MBOAT7
CDPF1,CDPF1
ZNF227,ZNF227
IGFBP3,IGFBP3
TMEM215,TMEM215
SPATA22,SPATA22
UNC119,UNC119
BTK,BTK
ANKZF1,ANKZF1
C18H18orf21,C18orf21
Metazoa_SRP,RN7SL862P
LTBP1,LTBP1
QRICH2,QRICH2
CNNM2,CNNM2
MRO,MRO
Metazoa_SRP,Metazoa_SRP
ZFPL1,ZFPL1
IRAK3,IRAK3
ZNF549,ZNF549
MRPS7,MRPS7
NDUFS7,NDUFS7
CLEC4D,CLEC4D
TXNDC2,TXNDC2
SENP8,SENP8
STXBP1,STXBP1
ZNF518A,ZNF518A
Y_RNA,Y_RNA
KLK6,KLK6
PPARA,PPARA
RAB41,RAB41
DOHH,DOHH
ARRDC1,ARRDC1
VAPA,VAPA
FANCD2OS,FANCD2OS
Y_RNA,Y_RNA
TAF1L,TAF1L
TLN1,TLN1
ARG2,ARG2
CLEC6A,CLEC6A
BRK1,BRK1
POLR1G,POLR1G
LINGO1,LINGO1
GRAMD2A,GRAMD2A
U6,RNU6-312P
CCDC102A,CCDC102A
Y_RNA,Y_RNA
PABPC3,PABPC3
ZNF550,ZNF550
RHNO1,RHNO1
RAB3GAP1,RAB3GAP1
CLDN2,CLDN2
PIBF1,PIBF1
ITGA8,ITGA8
MAP2K3,MAP2K3
KRT71,KRT71
PIK3R5,PIK3R5
MAP2,MAP2
ACSM5,ACSM5
MIR6125,MIR6125
SOWAHB,SOWAHB
TMEM221,TMEM221
IGFBP1,IGFBP1
mml-mir-187,MIR187
MGST1,MGST1
SNX17,SNX17
Y_RNA,Y_RNA
BLNK,BLNK
NIF3L1,NIF3L1
U6,RNU6-1251P
PIGS,PIGS
STAT3,STAT3
TOPORS,TOPORS
U5,RNU5F-4P
POMP,POMP
WBP2NL,WBP2NL
U6,RNU6-1042P
SLC22A31,SLC22A31
ERCC1,ERCC1
VSX1,VSX1
PDZD11,PDZD11
ZNF416,ZNF416
IZUMO1R,IZUMO1R
GOLPH3L,GOLPH3L
HELB,HELB
RBM41,RBM41
CDHR5,CDHR5
MISP,MISP
L3MBTL1,L3MBTL1
LONP2,LONP2
Y_RNA,RNY3P5
CCDC179,CCDC179
U1,RNU1-131P
TAOK3,TAOK3
EMD,EMD
ZFPM2,ZFPM2
HSPBAP1,HSPBAP1
SUV39H1,SUV39H1
