Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
NF1P1							
							
							
							
KRT83							
NARS2	NARS2	ortholog_one2one	90.566	90.566	100	100.00	1
							
							
							
S100A3	S100A3	ortholog_one2one	82.1782	82.1782	100	100.00	1
							
							
BMS1P16							
							
LINC02515							
							
							
LNCEGFL7OS							
							
							
							
							
							
							
S100A2	S100A2	ortholog_one2one	90.8163	91.7526	100	100.00	1
CEACAM16	CEACAM16	ortholog_one2one	91.2941	91.5094	100	100.00	1
							
MEIOB	MEIOB	ortholog_one2one	90.8705	90.8705	100	100.00	1
							
LINC02438							
KRT85	KRT85	ortholog_one2one	95.2663	95.2663	100	100.00	1
							
BCL3	BCL3	ortholog_one2one	92.9515	92.9515	100	100.00	1
							
							
							
PRPF8	PRPF8	ortholog_one2one	99.9572	99.9572	100	100.00	1
							
							
							
S100A16	S100A16	ortholog_one2one	91.2621	90.3846	100	100.00	1
							
SNRPA1-DT							
							
							
PCSK6-AS1							
KRT84	KRT84	ortholog_one2one	85.6667	85.6667	100	100.00	1
							
							
SELENOS	SELENOS	ortholog_one2one	91.5344	92.5134	100	100.00	1
							
S100A14	S100A14	ortholog_one2one	94.2308	94.2308	100	100.00	1
							
							
SNHG7							
PDXDC2P-NPIPB14P							
							
							
LINC02945							
							
MEPCE	MEPCE	ortholog_one2one	92.7431	93.0131	100	100.00	1
MIR8085							
							
SNORA70							
							
KRT82	KRT82	ortholog_one2one	90.8382	91.1937	100	100.00	1
PRLR	PRLR	ortholog_one2one	78.9389	78.6859	100	100.00	1
CBLC	CBLC	ortholog_one2one	79.1139	68.5558	100	100.00	1
							
							
							
							
LHFPL3-AS1							
S100A1	S100A1	ortholog_one2one	97.8723	64.7887	100	100.00	1
TMEM229BP1							
							
KRT90P							
							
							
NLGN1-AS1							
							
							
							
RN7SKP234	7SK	ortholog_one2one	72.3214	72		100.00	1
KRT75	KRT75	ortholog_one2one	89.4737	89.4737	100	100.00	1
ANAPC15P2							
							
RPL8P4							
							
GABRR3	GABRR3	ortholog_one2one	87.3662	87.5536	100	100.00	1
							
							
HNRNPA2B1	HNRNPA2B1	ortholog_one2one	99.4135	96.034	100	100.00	1
OR5BM1P							
SNAPIN	SNAPIN	ortholog_one2one	96.3235	96.3235	100	100.00	1
RPL39P17							
NUP210	NUP210	ortholog_one2one	87.2284	87.136	75	100.00	1
KRT6B		ortholog_many2many	89.1844	89.0266	100	100.00	1
KRT6B		ortholog_many2many	82.8014	82.8014	0	77.25	1
LINC01093							
KRT6C		ortholog_many2many	89.0071	88.8496	100	100.00	1
KRT6C		ortholog_many2many	82.8014	82.8014	0	0.00	0
							
CCDC183-AS1							
							
BCAM	BCAM	ortholog_one2one	81.6879	80.6604	100	100.00	1
							
							
							
							
LINC02692							
STK40	STK40	ortholog_one2one	98.8506	98.8506	100	100.00	1
							
							
							
FUS	FUS	ortholog_one2one	93.9164	96.2963	100	100.00	1
							
							
ARHGAP11A-DT							
							
KRT6A		ortholog_many2many	90.0709	89.9115	100	0.00	1
KRT6A		ortholog_many2many	83.6879	83.6879	0	0.00	0
							
							
TRAF2	TRAF2	ortholog_one2one	94.4112	94.4112	100	100.00	1
KRT5	KRT5	ortholog_one2one	95.2542	95.9044	100	100.00	1
							
							
							
							
							
							
PLD3	PLD3	ortholog_one2one	93.0612	91.7505	100	100.00	1
							
							
							
ZNF79	ZNF79	ortholog_one2one	86.9478	88.7295	100	100.00	1
							
							
							
							
LSM10							
							
							
KRT71	KRT71	ortholog_one2one	92.1606	92.6923	100	100.00	1
RNU4-27P	U4	ortholog_one2many	75.5396	75		0.00	0
RNU4-27P	U4	ortholog_one2many	51.7986	54.5455		0.00	0
OSCP1	OSCP1	ortholog_one2one	90.2375	87.9177	100	100.00	1
ADGRL3-AS1							
							
MOGS	MOGS	ortholog_one2one	92.2342	92.3445	100	100.00	1
PRR3P1							
							
							
PRRT1B	PRRT1B	ortholog_one2one	66.9202	76.5217	100	100.00	1
HDAC11	HDAC11	ortholog_one2one	94.5245	94.5245	100	100.00	1
KRT74	KRT74	ortholog_one2one	89.414	87.2694	100	100.00	1
							
							
							
							
							
							
RNU6-710P	U6	ortholog_one2one	80.9524	80.9524		0.00	0
LINC02977							
							
							
LINC02283							
SUSD1	SUSD1	ortholog_one2one	84.0696	83.9572	100	100.00	1
KRT72	KRT72	ortholog_one2one	90.411	90.5882	100	100.00	1
TSPAN5-DT							
							
							
LINC02428							
EMSY	EMSY	ortholog_one2one	97.831	98.051	100	100.00	1
							
SNORA63C							
MRPS15	MRPS15	ortholog_one2one	73.1517	73.7255	100	100.00	1
NPIPA9							
KRT73	KRT73	ortholog_one2one	91.2963	91.4657	100	100.00	1
IL1R2	IL1R2	ortholog_one2one	76.3819	70.2079	100	100.00	1
							
							
RNU4-34P							
							
MIR4523							
RNU6-711P	U6	ortholog_one2many	77.3585	78.8462		0.00	0
KRT128P							
							
RNU6-1034P	U6	ortholog_one2one	87.1287	82.243		0.00	0
							
SGSH	SGSH	ortholog_one2one	92.6295	92.6295	75	100.00	1
EVA1B	EVA1B	ortholog_one2one	93.9394	93.3735	100	100.00	1
GRIP1	GRIP1	ortholog_one2one	93.2624	95.0316	100	100.00	1
CMC2	CMC2	ortholog_one2one	82.2785	82.2785	100	100.00	1
ASCL5							
							
LINC02816							
							
OXCT1	OXCT1	ortholog_one2one	86.5385	94.9367	100	100.00	1
NR2F2-AS1							
							
RNU6-855P	U6	ortholog_one2one	81.7308	79.4393		0.00	0
Y_RNA							
							
RPL29P20							
KIAA1614-AS1							
PTBP3	PTBP3	ortholog_one2many	96.5649	89.3993	100	100.00	1
PTBP3		ortholog_one2many	93.1298	97.0179	0	0.00	0
							
							
STX6	STX6	ortholog_one2one	98.0392	98.0392	100	100.00	1
							
GASK1B-AS1							
CTSLP1							
							
FAM245A							
WDR12		ortholog_one2many	91.9622	95.3431	0	0.00	0
WDR12	WDR12	ortholog_one2many	96.6903	96.6903	50	100.00	1
							
							
MR1	MR1	ortholog_one2one	81.2317	78.9174	100	100.00	1
							
DUSP8P1							
							
							
							
							
							
SNORA70							
							
NLK	NLK	ortholog_one2one	99.0512	97.2067	100	100.00	1
							
							
PPIAP39							
							
TMED5	TMED5	ortholog_one2one	97.8166	97.8166	100	100.00	1
RPL23AP60							
LINC02447							
							
							
TRAF6P1							
							
							
							
							
							
							
XRCC6P1							
							
							
							
							
NPM1P30							
							
FBLN2	FBLN2	ortholog_one2one	86.84	87.6229	75	100.00	1
							
RPL13AP5							
							
							
							
							
IL9RP2							
RN7SL57P							
RNA5SP295							
							
RN7SL430P	Metazoa_SRP	ortholog_one2one	69.0083	63.4981		0.00	0
HSPE1P28							
							
SHLD2P3							
RPL32P22							
							
HSDL2	HSDL2	ortholog_one2one	90.4306	90.4306	100	100.00	1
RPL36AP11							
							
							
							
SHLD2P3							
							
							
CENPN-AS1							
LINC01060							
CCDC18		ortholog_one2many	70.7216	86.9822	0	0.00	0
CCDC18	CCDC18	ortholog_one2many	91.3402	91.2775	100	100.00	1
							
							
							
							
PSMA2P3							
RIMOC1							
							
							
PKD1L2		ortholog_one2one	31.1102	77.7439	100	100.00	0
PSMC5	PSMC5	ortholog_one2one	100	97.8313	100	100.00	1
SUMO1	SUMO1	ortholog_one2one	100	100	100	100.00	1
RHEBP2							
DUSP8P5							
							
FBXO4	FBXO4	ortholog_one2one	91.2145	91.2145	100	100.00	1
HSDL2-AS1							
AGAP7P							
							
RPSAP38							
MARK2P9							
Y_RNA	Y_RNA	ortholog_one2many	82.3529	77.0642		0.00	0
							
MTHFD2P6							
CTSLP6							
SUMO2P2							
							
NOP56P2							
							
							
ELAVL2	ELAVL2	ortholog_one2one	100	92.2879	75	100.00	1
CCDC152	CCDC152	ortholog_one2one	88.5827	88.5827	50	100.00	1
C1DP2							
							
C1DP4							
TMEM254-AS1							
NIM1K	NIM1K	ortholog_one2one	96.5596	96.1187	75	100.00	1
SERPINI2	SERPINI2	ortholog_one2one	87.9012	87.9012	100	100.00	1
RPL39P14							
NOP58		ortholog_one2many	59.3573	87.4652	0	0.00	0
NOP58	NOP58	ortholog_one2many	97.5425	97.5425	100	100.00	1
							
LPCAT1	LPCAT1	ortholog_one2one	80.7116	88.6831	100	100.00	1
							
TMEM269	TMEM269	ortholog_one2one	74.3842	64.8069	100	100.00	1
ANTXRLP1							
							
							
							
							
							
							
							
SVBP	SVBP	ortholog_one2one	93.9394	93.9394	100	100.00	1
INS-IGF2							
							
RPL17P18							
							
IQCG	IQCG	ortholog_one2one	73.5892	75.814	100	100.00	1
LINC02278							
RUFY1-AS1							
							
							
AGAP14P							
GORAB	GORAB	ortholog_one2one	83.4688	81.9149	100	100.00	1
							
							
BASP1		ortholog_one2one	40.9692	86.9159	50	100.00	0
MIR483							
IGF2-AS							
							
							
							
							
CES1P1							
							
							
							
Y_RNA							
RNA5SP180							
							
STIM2-AS1							
DCAF13P2							
INS	INS	ortholog_one2one	86.3636	86.3636	100	100.00	1
							
RNU6-1003P							
CES1		ortholog_one2many	78.6972	79.3961	50	0.00	0
CES1		ortholog_one2many	79.0493	79.0493	50	100.00	1
							
RN7SKP133							
							
FTH1P10							
							
PDCD6P1							
IZUMO3	IZUMO3	ortholog_one2one	79.9163	79.5833	50	100.00	1
SNORD70		ortholog_one2many	89.7727	88.764		100.00	1
SNORD70		ortholog_one2many	79.5455	78.6517		0.00	0
							
SNORD70B	SNORD70B	ortholog_one2one	98.8235	96.5517		100.00	1
SNORD11B	SNORD11B	ortholog_one2one	95.5556	98.8506		100.00	1
SNORD11	SNORD11	ortholog_one2one	97.619	97.619		100.00	1
TXNRD1	TXNRD1	ortholog_one2one	89.8305	89.9691	100	100.00	1
RN7SL753P							
MIR4277							
PIMREGP1							
							
							
HMGCS1	HMGCS1	ortholog_one2one	98.2692	98.2692	75	100.00	1
							
SRP68P3							
RN7SL40P	Metazoa_SRP	ortholog_one2many	47.3684	70.4348		0.00	0
BMPR2	BMPR2	ortholog_one2one	96.1464	96.2392	75	100.00	1
FAM106B							
							
LGALS9B	LGALS9	ortholog_one2many	69.9438	76.6154	0	100.00	1
							
							
RMRPP5							
RN7SKP120							
							
							
							
TH	TH	ortholog_one2one	87.7264	82.8897	100	100.00	1
							
							
MIR3115	MIR3115	ortholog_one2one	100	100		100.00	1
							
							
							
							
							
							
RNU6-514P							
RNU6-135P							
							
							
							
							
KDM1A	KDM1A	ortholog_one2one	97.2603	98.6111	100	100.00	1
RNU6-858P	U6	ortholog_one2many	85.0467	83.4862		0.00	0
TNPO1P3							
SRP14-DT							
							
RPL35A	RPL35A	ortholog_one2one	100	100	75	100.00	1
							
							
							
							
							
TBC1D3P3							
							
							
							
							
							
							
							
							
							
							
							
							
							
MIEF2	MIEF2	ortholog_one2one	91.8502	75.2708	100	100.00	1
H3P8							
RPL13AP12							
							
							
FDX2	FDX2	ortholog_one2one	90.1639	88.7097	100	100.00	1
MTCO1P17							
							
							
							
MTCO2P17							
							
MTATP6P17							
							
CCL28	CCL28	ortholog_one2one	73.2283	59.2357	50	85.75	1
MTCO3P17							
MTND3P17							
							
MTND4LP17							
PLD5P1							
							
MTND4P30							
MTCO1P54							
FAM117B	FAM117B	ortholog_one2one	97.9626	98.6325	50	100.00	1
TMEM267	TMEM267	ortholog_one2one	95.814	95.814	25	100.00	1
RNU6-621P							
RNU6-821P	U6	ortholog_one2many	76.6355	76.6355		0.00	0
							
TUBB8P8							
							
							
							
ORMDL1P1							
							
							
RNU6-860P							
CICP6							
ICAM5	ICAM5	ortholog_one2one	91.6667	91.766	100	100.00	1
SEPTIN14P3							
RHEBP1							
LMLN	LMLN	ortholog_one2one	94.2982	93.2081	50	100.00	1
							
							
SPTBN1-AS2							
							
							
RNU7-81P	U7	ortholog_many2many	75	81.3559		0.00	0
RNU7-81P	U7	ortholog_many2many	78.125	80.6452		0.00	0
							
TTC39DP							
AKR1C6P							
C5orf34	C5orf34	ortholog_one2one	68.0251	83.6224	25	76.26	1
							
ZNF512	ZNF512	ortholog_one2one	98.5891	98.7633	100	100.00	1
							
RPL7AP65							
							
RPL21P121							
							
CES5A	CES5A	ortholog_one2one	76.1739	68.3307	50	100.00	1
SMCR8	SMCR8	ortholog_one2one	94.0235	94.0235	75	100.00	1
MIR6778							
SCOC-AS1							
ARHGAP27	ARHGAP27	ortholog_one2one	67.0416	89.4895	75	91.46	1
							
							
LINC02249							
AGAP13P							
RAVER1	RAVER1	ortholog_one2one	92.1516	92.5272	100	100.00	1
							
							
MFSD14CP							
OR7E26P							
EEF1A1P19							
DCLRE1CP1							
							
PAIP1		ortholog_one2one	55.9499	80.2395	0	0.00	0
PFN1P11							
							
							
LCE1B							
							
LCE1A							
							
							
LCE6A							
FAF2P1							
GSTCD-AS1							
CTSLP4							
ICAM3	ICAM3	ortholog_one2one	68.7386	68.4882	100	100.00	1
							
MIOS	MIOS	ortholog_one2one	99.0857	99.0857	100	100.00	1
SMCP							
LINC01579							
							
IVL							
							
							
							
							
OVCH1							
							
SPRR4							
							
SPRR3							
GORASP1	GORASP1	ortholog_one2one	80.9091	78.2418	100	100.00	1
LINC00857							
							
							
							
							
							
SPRR1B		ortholog_one2many	86.5169	86.5169	100	100.00	1
CCDC121							
							
MIR4686							
ASCL2							
							
SPRR2D		ortholog_one2many	86.1111	86.1111	100	0.00	1
TSPAN32	TSPAN32	ortholog_one2one	55.9375	50.7082	0	100.00	1
							
							
							
GAS2L1P2							
							
GPN1	GPN1	ortholog_one2one	95.1872	95.1872	100	100.00	1
POLR2E	POLR2E	ortholog_one2one	99.5238	99.5238	100	100.00	1
MIR1208							
CUBNP3							
							
RN7SKP226	7SK	ortholog_one2many	64.3333	60.3125		0.00	0
							
							
ANKRD30BP3							
GLCCI1	GLCCI1	ortholog_one2one	95.6124	96.4945	100	100.00	1
							
SPRR2A							
							
							
							
							
SPRR2B		ortholog_one2many	86.1111	86.1111	100	0.00	1
							
SPRR2E		ortholog_one2many	88.8889	88.8889	100	100.00	1
							
SYNE1	SYNE1	ortholog_one2one	92.5315	92.9967	100	100.00	1
MVK	MVK	ortholog_one2one	86.1111	86.1111	100	100.00	1
							
							
							
							
							
PRDM8-AS1							
SPRR2F							
							
							
IKBKB-DT							
SPRR2G							
							
CADM3	CADM3	ortholog_one2one	96.7337	89.5349	100	100.00	1
							
							
RPL12P27							
							
							
							
RPL26P28							
							
							
							
							
							
							
ACTG1P17							
							
							
							
LINC00499							
							
							
TEDC2-AS1							
							
HRURF							
							
SLC39A14	SLC39A14	ortholog_one2one	87.1951	87.7301	100	100.00	1
							
							
							
ICA1-AS1							
QPRT	QPRT	ortholog_one2one	86.1953	86.7797	50	100.00	1
RNA5SP60							
OR10J1							
							
							
AMD1P3							
							
NNT	NNT	ortholog_one2one	96.4088	96.4088	50	100.00	1
FCER1A	FCER1A	ortholog_one2one	60.7004	62.1514	75	100.00	1
MIR4713HG							
HOXA-AS2							
EWSAT1							
MRPL45	MRPL45	ortholog_one2one	79.4118	79.1531	50	100.00	1
							
LINC01517							
							
ITGAL-AS1							
							
							
							
							
GPX4	GPX4	ortholog_one2one	74.6193	65.625	100	100.00	1
							
							
TP53TG3E							
							
RPL7AP38							
HMGB3P20							
HOTAIRM1							
							
MYOM3	MYOM3	ortholog_one2one	89.0049	88.8812	100	100.00	1
TP53TG3B							
GPR179	GPR179	ortholog_one2one	78.5382	79.2075	50	100.00	1
							
HOXA10-AS							
TMC3-AS1							
							
HOXA11-AS							
SOCS7	SOCS7	ortholog_one2one	97.5194	98.1279	100	100.00	1
							
							
							
							
RNU6-878P							
Y_RNA							
CCNYL3							
							
CLUHP11							
DGKZ	DGKZ	ortholog_one2one	95.3664	79.0885	100	100.00	1
							
							
NAMPTP3							
VPS35P1							
RPL35P4							
LNX1-AS1							
HNRNPA1P73							
TRGV11							
TAS2R7							
VN1R68P							
							
VN1R69P							
							
TRGVB							
TAS2R8							
TRGV10							
RNU6-336P							
TAS2R9							
							
BTF3P3							
LINC03071							
							
							
MYOM3-AS1							
UBE2MP1							
RN7SL83P							
IL22RA1	IL22RA1	ortholog_one2one	82.4042	82.4042	100	100.00	1
							
SNORA15		ortholog_one2many	95.4887	94.0741		100.00	1
SRCIN1	SRCIN1	ortholog_one2one	98.1403	91.2736	100	100.00	1
SLC25A1P4							
SUMF2	SUMF2	ortholog_one2one	82.0598	75.3049	100	100.00	1
TAS2R13							
							
							
		ortholog_one2one	71.6535	68.4211		0.00	0
RARRES2P5							
SUPT7L	SUPT7L	ortholog_one2one	98.7923	98.7923	100	100.00	1
							
TAS2R15P							
FGFR3P5							
PLEKHA4	PLEKHA4	ortholog_one2one	90.5006	90.7336	100	100.00	1
IFNLR1	IFNLR1	ortholog_one2one	77.5	75.0466	100	100.00	1
							
MIR4698							
AGGF1P8							
							
		ortholog_one2many	78.7879	78.7879		97.73	1
RARRES2P9							
MIR4494							
							
AGGF1P9							
TIMELESS	TIMELESS	ortholog_one2one	90.6457	90.8714	100	100.00	1
C2orf69P4							
FRG2GP							
AGGF1P4							
RARRES2P7							
SUGT1P4-STRA6LP							
C2orf69P3							
							
							
							
ZNF971P							
							
							
							
MINCR							
							
							
FRG2DP							
							
RARRES2P10							
							
AGGF1P6							
							
C2orf69P2							
							
							
							
							
TP53TG3HP							
							
RARRES2P8							
AGGF1P7							
							
C2orf69P1							
RN7SL210P							
C1QL1P1							
							
ADRA2B	ADRA2B	ortholog_one2one	92.8889	93.5123	100	100.00	1
							
KIF18BP1							
SENP5	SENP5	ortholog_one2one	89.6689	90.0266	75	100.00	1
LINC02462							
RORA-AS1							
MAP4K3	MAP4K3	ortholog_one2one	98.3222	98.3222	100	100.00	1
							
TULP2	TULP2	ortholog_one2one	47.5	48.8142	100	100.00	0
							
							
							
							
RNA5SP406							
							
							
							
RNA5SP407							
RNA5SP408							
							
RNA5SP409							
LINC02167							
LINC02358							
TMOD1	TMOD1	ortholog_one2one	97.7716	97.7716	100	100.00	1
							
ELF3	ELF3	ortholog_one2one	86.7924	86.7924	100	100.00	1
							
							
ATP6V0A1	ATP6V0A1	ortholog_one2one	98.0884	97.9714	100	100.00	1
LINC02615							
RNA5SP410							
RNA5SP411							
							
RNA5SP412							
TOP1MT	TOP1MT	ortholog_one2one	82.3627	82.2259	100	100.00	1
RNA5SP413							
RNA5SP414							
RNA5SP415							
RNA5SP416							
RNA5SP417							
RNA5SP418							
RNA5SP419							
RNA5SP420							
RNA5SP421							
RNA5SP422							
RNA5SP423							
							
HMGN2P41							
UBE2Q2P1							
VN1R70P							
UBA52P8							
							
SIAH1	SIAH1	ortholog_one2one	100	97.5779	100	100.00	1
							
							
MELTF	MELTF	ortholog_one2one	92.1409	92.0162	75	100.00	1
PTOV1	PTOV1	ortholog_one2one	98.3173	98.3173	100	100.00	1
							
Metazoa_SRP							
							
							
STAT2	STAT2	ortholog_one2one	87.3091	87.929	100	100.00	1
							
MOCS1P1							
							
LINC02641							
TSTD2	TSTD2	ortholog_one2one	89.9225	89.9225	100	100.00	1
N4BP1	N4BP1	ortholog_one2one	90.8482	90.8482	100	100.00	1
							
							
							
							
							
							
LINC01182							
							
							
RPS2P44							
							
							
							
L3MBTL3	L3MBTL3	ortholog_one2one	93.9744	93.1385	100	100.00	1
KLF8P1							
STRA6LP							
PROSER2-AS1							
RNU6-257P							
							
							
							
							
							
							
							
							
							
							
UNGP1							
							
							
							
							
							
							
							
LINC02676							
							
							
							
							
Y_RNA	Y_RNA	ortholog_one2many	40.7767	47.7273		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	47.5728	45.7944		0.00	0
							
CRIP1P3							
							
							
							
							
LGR6	LGR6	ortholog_one2one	92.6577	92.7536	100	100.00	1
CASC22							
ARRDC1-AS1							
							
							
							
							
TOX3	TOX3	ortholog_one2one	98.4375	98.7805	100	100.00	1
							
							
							
							
PPIAP87							
DLG1	DLG1	ortholog_one2one	98.7682	95.2484	75	100.00	1
PRUNE2	PRUNE2	ortholog_one2one	80.4404	80.4665	75	100.00	1
							
LINC02497							
							
PHKG1	PHKG1	ortholog_one2one	94.832	93.3842	100	100.00	1
							
							
LINC01587							
							
							
LINC02664							
							
LINC02835							
IRX3	IRX3	ortholog_one2one	95.6088	95.0397	100	100.00	1
							
							
							
							
							
							
							
							
							
IRX5	IRX5	ortholog_one2one	97.7226	97.7226	100	100.00	1
RNU6-220P							
							
RHPN1-AS1							
							
RHPN1	RHPN1	ortholog_one2one	81.6418	80.6785	100	100.00	1
							
							
HHIP-AS1							
							
							
							
							
CHCHD2	CHCHD2	ortholog_one2one	90.7285	89.5425	100	100.00	1
RPL29P12							
							
							
							
							
							
MTND5P34							
							
							
							
RN7SL841P	Metazoa_SRP	ortholog_one2one	76.7677	75.2475		0.00	0
GDI2		ortholog_one2one	89.4382	91.9169	0	0.00	0
IRX6	IRX6	ortholog_one2one	75.1121	83.3333	100	100.00	1
NUDCD2		ortholog_one2many	92.3567	94.1558	0	0.00	0
NUDCD2	NUDCD2	ortholog_one2many	99.3631	99.3631	100	100.00	1
NUDCD2		ortholog_one2many	84.7134	96.3768	0	0.00	0
PCA3							
							
		ortholog_one2many	54.8148	52.8571		0.00	0
		ortholog_one2many	56.2963	53.5211		0.00	0
							
							
AQP12A		ortholog_one2many	79.661	76.7974	100	100.00	1
							
							
SIPA1L2	SIPA1L2	ortholog_one2one	97.3287	97.3287	100	100.00	1
