Gene name	Chimpanzee gene name	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	Chimpanzee orthology confidence [0 low, 1 high]
							
							
							
							
RAB3GAP1	RAB3GAP1	ortholog_one2one	99.6942	98.9879	100	100.00	1
							
							
SLC11A1	SLC11A1	ortholog_one2one	99.4545	99.4545	100	100.00	1
GRM7-AS3							
LINC02015							
							
MIR4252							
							
FAM163A	FAM163A	ortholog_one2one	98.8024	98.8024	100	100.00	1
TOR1AIP2	TOR1AIP2	ortholog_one2one	99.3617	99.3617	100	100.00	1
							
							
							
							
LINC00879							
RN7SL230P	Metazoa_SRP	ortholog_one2one	99.0099	99.0099		100.00	1
RPSAP16							
							
							
QSOX1	QSOX1	ortholog_one2one	98.7952	98.6631	100	100.00	1
B3GNT7	B3GNT7	ortholog_one2one	98.7531	98.7531	100	100.00	1
STAT4	STAT4	ortholog_one2one	100	100	100	100.00	1
LHX4	LHX4	ortholog_one2one	100	100	100	100.00	1
							
							
GRM7-AS1							
							
							
							
YWHAQP9							
FHL1P1							
SH3GLB1	SH3GLB1	ortholog_one2one	100	92.6396	100	100.00	1
							
							
							
							
HNRNPA1P6							
							
PGBP							
							
FMO9P							
OR2T32P							
SPRED2	SPRED2	ortholog_one2one	97.8469	94.6759	100	100.00	1
							
OR2L1P							
							
ZNF731P							
OR2W5P							
PDZK1P1							
H2BP2							
							
CHIAP2							
							
LINC01985							
CHIAP2							
							
							
PRAMEF36P							
							
							
PDE4DIPP7							
							
H2BC19P							
H2BC20P							
BHLHE40-AS1							
DDX11L1							
OR4G11P							
CROCCP4							
E2F3P2							
MST1L							
							
STK17B	STK17B	ortholog_one2one	99.4624	99.4624	100	100.00	1
SLC35E2A							
							
LINC01145							
KMT2CP2							
							
PDE4DIPP4							
							
							
MGAT4FP							
							
							
RN7SL820P	Metazoa_SRP	ortholog_one2one	99.3311	99.3311		100.00	1
SEPTIN7P13							
CYP1B1	CYP1B1	ortholog_one2one	98.3425	98.3425	100	100.00	1
							
NBPF25P							
							
							
CLCA3P							
							
							
							
							
							
							
LINC00971							
CLCA3P							
KIF1A	KIF1A	ortholog_one2one	97.8224	94.4984	100	100.00	1
							
GTF2IP20							
CROCCP2							
							
H2BP1							
PPIEL							
MTMR9LP							
FCGR1BP							
GBA1LP							
FAAHP1							
EMBP1							
							
							
							
LINC00869							
NPHP3-AS1							
							
							
SEPTIN14P21							
LINC01347							
							
PDE4DIPP6							
							
							
							
							
							
TUBA5P							
							
							
TPM3		ortholog_one2many	18.2456	55.914	0	0.00	0
TPM3		ortholog_one2many	62.1053	72.2449	0	0.00	0
TPM3		ortholog_one2many	62.4561	72.6531	0	0.00	0
TPM3		ortholog_one2many	18.2456	55.914	0	0.00	0
TPM3		ortholog_one2many	45.614	63.1068	0	0.00	0
							
							
							
TWF2-DT							
BSN-DT							
CLSTN2-AS1							
							
							
							
							
							
PTPRG-AS1							
ATP13A4-AS1							
							
LINC01192							
							
CLIC4	CLIC4	ortholog_one2one	100	100	100	100.00	1
RNU6-1208P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
MIR6731	MIR6731	ortholog_one2one	100	100		100.00	1
SRRM1	SRRM1	ortholog_one2one	100	98.4749	100	100.00	1
SRGAP3-AS1							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
LIMD1-AS1							
							
							
							
							
PRELP	PRELP	ortholog_one2one	100	100	100	100.00	1
							
							
ATP2B4	ATP2B4	ortholog_one2one	99.917	99.917	100	100.00	1
							
							
							
							
							
LINC00620							
							
							
PIK3CA-DT							
							
ARHGEF3-AS1							
							
							
							
							
							
CAPZB	CAPZB	ortholog_one2one	99.6324	90.0332	100	100.00	1
							
							
							
							
							
DLG1-AS1							
							
NMRAL2P							
MICOS10	MICOS10	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
RNU4-28P	U4	ortholog_one2one	78.7234	78.7234		100.00	0
							
NBL1	NBL1	ortholog_one2one	100	83.7963	100	100.00	1
							
							
							
							
							
							
							
							
							
							
							
MICOS10-NBL1							
							
							
							
							
HTR6	HTR6	ortholog_one2one	99.3182	99.3182	100	100.00	1
LINC01063							
RUNX3	RUNX3	ortholog_one2one	98.7952	95.7944	100	100.00	1
							
							
							
							
RUNX3-AS1							
							
MIR4425							
LINC02793							
							
							
							
CDC42	CDC42	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
TMEM212-AS1							
							
							
							
LINC02016							
							
							
LINC00692							
LINC01215							
							
							
							
							
LINC02068							
RNU6-487P	U6	ortholog_one2one	99.0385	99.0385		100.00	1
FMOD	FMOD	ortholog_one2one	100	100	100	100.00	1
							
							
LARP7P1							
LINC02922							
SEC22B4P							
							
RNVU1-29							
RNVU1-25	U1	ortholog_many2many	80.625	80.625		100.00	1
RNVU1-25	U1	ortholog_many2many	80.625	80.625		0.00	0
RNVU1-25	U1	ortholog_many2many	80.625	80.625		0.00	0
RNVU1-25	U1	ortholog_many2many	80	80		0.00	0
TTC14-DT							
							
RNA5SP536	5S_rRNA	ortholog_one2one	96.748	96.748		0.00	0
HYDIN2							
							
							
							
							
							
FMO5	FMO5	ortholog_one2one	99.4371	99.4371	75	100.00	1
LINC02053							
							
							
WDR5B-DT							
							
LINC02077							
							
							
							
							
							
CCT8P1							
PLCL2-AS1							
RPL7AP15							
							
							
BFSP2-AS1							
CHD1L	CHD1L	ortholog_one2one	96.2096	93.2973	100	100.00	1
							
							
							
							
							
							
							
							
							
CBX3P6							
BCL2L11	BCL2L11	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
UPP2	UPP2	ortholog_one2one	98.7382	83.6898	100	100.00	1
							
							
							
							
IGKV3OR2-268		ortholog_one2many	82.7586	72.7273	0	63.39	0
							
CYTOR							
LPP-AS2							
							
							
							
UBE2E2-DT							
							
							
TBL1XR1-AS1							
							
							
NCAL1							
GSK3B-DT							
PAFAH1B1P1							
MIR4435-1	MIR4435-1	ortholog_one2one	100	100		100.00	1
RPS14P5							
ANAPC1P4							
PLGLB2		ortholog_many2many	91.6667	58.6667	0	0.00	0
PLGLB2		ortholog_many2many	60.4167	55.7692	50	95.56	0
							
							
RGPD2		ortholog_one2many	93.508	92.9785	0	63.16	0
							
							
							
							
							
							
							
							
							
MTATP8P2							
CCDC13-AS2							
PLA2R1	PLA2R1	ortholog_one2one	99.2481	99.045	100	100.00	1
							
							
							
							
							
							
							
							
SGO1-AS1							
							
							
							
							
							
							
LINC02038							
							
KLHL6-AS1							
							
							
ITGB6	ITGB6	ortholog_one2one	76.6497	86.1626	100	100.00	0
							
							
							
							
							
							
							
IGSF11-AS1							
							
LINC02042							
							
HRG-AS1							
							
TRABD2B	TRABD2B	ortholog_one2one	98.8395	98.8395	100	100.00	1
							
							
LINC02794							
							
CYP46A4P							
SKINT1L							
							
SLC5A9	SLC5A9	ortholog_one2one	99.5595	96.034	100	100.00	1
							
							
							
PDZRN3-AS1							
LINC02478							
MIR4785	MIR4785	ortholog_one2one	100	100		100.00	1
							
PRSS42P							
CSRNP3	CSRNP3	ortholog_one2one	100	94.8136	100	100.00	1
							
							
ARHGAP31-AS1							
							
							
							
TMCC1-DT							
GALNT3	GALNT3	ortholog_one2one	99.2101	99.2101	100	100.00	1
							
							
							
LINC00901		ortholog_one2one	1.03306	9.86842		100.00	0
							
							
							
LINC01972							
SPATA6	SPATA6	ortholog_one2one	96.7213	99.5781	100	100.00	1
							
							
NUDT16-DT							
							
HAT1	HAT1	ortholog_one2one	99.7613	99.7613	100	100.00	1
							
							
							
NUDT16L2P							
SAMMSON							
PPP1R8P1							
COL11A1	COL11A1	ortholog_one2one	97.8405	97.1947	100	100.00	1
METAP1D	METAP1D	ortholog_one2one	99.7015	99.7015	100	100.00	1
							
							
							
							
LSAMP-AS1							
							
CFAP100-DT							
							
DLX1	DLX1	ortholog_one2one	100	100	100	100.00	1
							
ITGA6	ITGA6	ortholog_one2one	97.7633	92.8319	100	100.00	1
							
							
							
							
							
							
							
SEMA3F-AS1							
							
							
							
							
							
							
ARIH2OS							
							
							
							
							
							
							
LINC02027							
							
							
							
							
							
MIR4776-2	MIR4776-2	ortholog_one2one	100	100		100.00	1
MIR4776-1							
ESRG							
							
IKZF2	IKZF2	ortholog_one2one	99.8099	98.6842	100	100.00	1
							
ATP13A3-DT							
SRGAP3-AS2							
							
SLC66A1LP							
							
							
							
							
LINC02023							
							
							
							
							
SPAG16-DT							
ECEL1P2							
							
MIR5001							
POTEF-AS1							
LINC00578							
							
							
RPL30P3							
							
DCTN1-AS1							
							
CCDC142	CCDC142	ortholog_one2one	99.0667	99.0667	100	100.00	1
							
							
BIRC6-AS1							
FOXP1-AS1							
SRD5A2	SRD5A2	ortholog_one2one	99.2126	99.2126	100	100.00	1
							
							
							
							
							
LINC01946							
							
							
SOD2P1							
FOXP1-DT							
EPS15	EPS15	ortholog_one2one	99.5536	99.5536	100	100.00	1
							
SPAST	SPAST	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
							
							
RFT1	RFT1	ortholog_one2one	98.8909	98.8909	100	100.00	1
							
							
							
							
							
							
UNC80	UNC80	ortholog_one2one	99.8195	99.8495	100	100.00	1
							
							
							
TPRXL							
VN1R21P							
CHCHD4	CHCHD4	ortholog_one2one	96.4789	88.3871	100	100.00	1
PHC2	PHC2	ortholog_one2one	99.7672	99.7672	100	100.00	1
TMEM43	TMEM43	ortholog_one2one	99.25	99.25	100	100.00	1
							
XPC-AS1							
XPC	XPC	ortholog_one2one	98.9362	98.831	100	100.00	1
EPB41	EPB41	ortholog_one2one	99.4213	99.4213	100	100.00	1
LSM3		ortholog_one2one	78.4314	91.954	0	0.00	0
							
KANSL1L	KANSL1L	ortholog_one2one	99.7974	99.7974	100	100.00	1
LINC01267							
RNA5SP124							
MIR8076	MIR8076	ortholog_one2one	100	100		100.00	1
SPICE1	SPICE1	ortholog_one2one	98.8304	98.8304	100	100.00	1
SIDT1	SIDT1	ortholog_one2one	99.6372	99.0385	100	100.00	1
							
KANSL1L-AS1							
RPL6P6							
ACADL	ACADL	ortholog_one2one	99.7674	99.7674	100	100.00	1
SIDT1-AS1							
MIR4446							
							
							
CD200LP							
CD200	CD200	ortholog_one2one	99.6283	91.1565	100	100.00	1
PIGF	PIGF	ortholog_one2one	99.5434	99.5434	100	100.00	1
							
							
							
							
							
BTLA	BTLA	ortholog_one2one	99.308	99.308	100	100.00	1
IGKV2D-40		ortholog_one2many	75.2066	85.0467	0	0.00	0
IL36B							
SPTBN1-AS1							
OR7E100P							
							
							
ATG3	ATG3	ortholog_one2one	100	100	100	100.00	1
ACYP2	ACYP2	ortholog_one2one	85.8586	49.4186	100	100.00	0
DLX2	DLX2	ortholog_one2one	99.3902	99.3902	100	100.00	1
DLX2-DT							
							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ELF2P4							
							
							
							
MREG	MREG	ortholog_one2one	99.0654	99.0654	100	100.00	1
UBE2E1-AS1							
NR1D2	NR1D2	ortholog_one2one	98.9637	98.7931	100	100.00	1
PECR	PECR	ortholog_one2one	99.67	93.7888	100	100.00	1
TMEM169	TMEM169	ortholog_one2one	99.6633	99.6633	100	100.00	1
							
							
							
LINC02084							
XRCC5	XRCC5	ortholog_one2one	99.7268	99.7268	100	100.00	1
LINC01981							
FGD5-AS1							
							
RBSN	RBSN	ortholog_one2one	99.2347	99.2347	100	100.00	1
POLHP1							
							
							
MARCHF4	MARCHF4	ortholog_one2one	100	99.7567	100	100.00	1
							
							
							
LINC03100							
SCN1A	SCN1A	ortholog_one2one	99.9005	99.9005	100	100.00	1
							
BTG2	BTG2	ortholog_one2one	100	100	100	100.00	1
SH3BP5-AS1							
CHD5	CHD5	ortholog_one2one	99.9488	99.8977	100	100.00	1
PRICKLE2-AS1							
U3	U3	ortholog_one2one	97.1831	97.1831		100.00	1
LINC00994							
PRICKLE2-AS2							
PRDX3P4							
PRICKLE2-AS3							
							
RNU6-789P	U6	ortholog_one2one	98.0392	98.0392		100.00	1
DNAJC8P2							
STAG1-DT							
SLC35G2	SLC35G2	ortholog_one2one	99.5146	99.5146	100	100.00	1
NCK1	NCK1	ortholog_one2one	100	100	100	100.00	1
RAD51AP1P1							
IL20RB	IL20RB	ortholog_one2one	99.6785	99.6785	100	100.00	1
IL20RB-AS1							
IGBP1P3							
							
VN1R20P							
							
							
RPL22	RPL22	ortholog_one2one	100	100	100	100.00	1
RPS18P6							
							
							
							
KRT18P34							
							
RPL22P1							
							
TVP23CP3							
							
TMED10P2							
GATA2-AS1							
RNF207	RNF207	ortholog_one2one	98.7382	98.7382	100	100.00	1
ARB2BP							
							
CYCSP10							
							
ICMT	ICMT	ortholog_one2one	99.6479	99.6479	100	100.00	1
							
MARK2P17							
							
ACTG1P1							
COPB2-DT							
		ortholog_one2one	100	100		100.00	1
							
ACTG1P22							
CDK7P1							
GALNT5	GALNT5	ortholog_one2one	98.617	98.617	100	100.00	1
GPR153	GPR153	ortholog_one2one	98.5222	98.5222	100	100.00	1
HES3	HES3	ortholog_one2one	98.3871	98.9189	100	100.00	1
RN7SKP281	7SK	ortholog_one2one	98.8636	98.8636		100.00	1
ERMN	ERMN	ortholog_one2one	98.9437	94.6128	100	100.00	1
GAPDHP36							
							
HES2	HES2	ortholog_one2one	100	100	100	100.00	1
HRGP2							
							
OR5H5P							
OR5H3P							
							
PTBP2	PTBP2	ortholog_one2one	94.162	92.081	100	100.00	1
FAM133DP							
OR5H7P							
							
RPS24P9							
CYTIP	CYTIP	ortholog_one2one	100	100	100	100.00	1
IFT122P2							
H1-10-AS1							
INPP4A	INPP4A	ortholog_one2one	99.8971	99.3859	100	100.00	1
MIR200B	MIR200B	ortholog_one2one	96.8421	98.9247		100.00	1
BCL2L12P1							
MIR200A	ptr-mir-200a	ortholog_one2one	100	100		100.00	1
MIR429							
							
TTLL10	TTLL10	ortholog_one2one	62.7043	91.7391	25	100.00	0
RPL7P16							
							
RPL13AP27							
							
UBA52P4							
							
PSMC1P7							
							
RPS24P10							
							
DNAJB1P2							
LOLI1							
PUSL1	PUSL1	ortholog_one2one	99.0099	99.0099	100	100.00	1
							
							
ENPP7P3							
TMEM88B	TMEM88B	ortholog_one2one	71.7791	85.4015	100	100.00	0
							
RPS16P4							
							
PDE4DIP	PDE4DIP	ortholog_one2one	90.6302	94.2648	0	99.06	1
MUC20P1							
							
LSP1P2							
ALG1L6P							
LINC02018							
CATIP	CATIP	ortholog_one2one	88.1137	99.7076	100	100.00	1
							
RPL23AP29							
TUBAP13							
		ortholog_one2one	100	100		100.00	1
RPRM	RPRM	ortholog_one2one	100	100	100	100.00	1
DNAJA1P2							
GALNT13	GALNT13	ortholog_one2one	94.2446	93.4046	100	100.00	1
PHB1P4							
							
							
							
PCBP1-AS1							
LINC01816							
RGS4	RGS4	ortholog_one2one	100	67.8808	100	100.00	0
							
							
IGKV5-2		ortholog_one2one	79.1304	77.7778	100	100.00	0
IGKV7-3							
PGBD4P5							
IGKV2-4							
IGKV1-5		ortholog_one2one	77.7778	88.3495	75	100.00	0
							
							
FAM178B	FAM178B	ortholog_one2one	98.38	98.38	75	100.00	1
							
KRT18P12							
UBE2V1P13							
GAPDHP24							
							
							
CENPF	CENPF	ortholog_one2one	98.8118	98.8118	100	100.00	1
ENPP7P2							
ENTREP3	ENTREP3	ortholog_one2one	99.8503	99.8503	100	100.00	1
							
							
							
ACTR3							
							
							
PPP4R2P6							
							
RPL36P7							
							
U3	U3	ortholog_one2one	98.6111	98.6111		100.00	1
							
							
SEPHS1P7							
							
							
							
MALLP1							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RN7SL251P	Metazoa_SRP	ortholog_one2one	98.6532	98.6532		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.1651	98.1651		100.00	1
RN7SL126P	Metazoa_SRP	ortholog_one2one	98.6622	98.6622		100.00	1
							
UBXN10	UBXN10	ortholog_one2one	97.8571	97.8571	100	100.00	1
ATOH8	ATOH8	ortholog_one2one	99.0654	98.452	100	100.00	1
CDCP2	CDCP2	ortholog_one2one	99.4444	99.4444	100	100.00	1
							
SSBP3	SSBP3	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
							
TMEM247	TMEM247	ortholog_one2one	95.4338	93.3036	100	100.00	1
LINC01819							
LINC02580							
DNER	DNER	ortholog_one2one	99.7286	99.4587	100	100.00	1
AHCYP3							
LINC01831							
							
							
LINC01103							
RPL23AP27							
PPP4R2P4							
SNORA72	SNORA72	ortholog_one2one	98.4496	98.4496		100.00	1
HMGB3P11							
							
POU3F3	POU3F3	ortholog_one2one	90.6	95.1681	100	100.00	1
NUP210L	NUP210L	ortholog_one2one	99.4174	99.4174	100	100.00	1
ASB18	ASB18	ortholog_one2one	99.3562	99.3562	100	100.00	1
NDUFAF4P3							
RPS25P5							
							
IMPDH1P8							
							
							
							
							
NUTF2P8							
RN7SL117P	Metazoa_SRP	ortholog_one2one	98.9865	98.9865		100.00	1
RN7SL516P	Metazoa_SRP	ortholog_one2one	98.6532	98.9865		100.00	1
							
RNU6-958P	U6	ortholog_one2one	98.1132	98.1132		100.00	1
LINC00486							
CDYLP1							
							
							
							
METTL15P1							
TIPARP-AS1							
RN7SKP208	7SK	ortholog_one2one	84.7645	94.4444		100.00	1
							
MIR217	ptr-mir-217	ortholog_one2one	100	100		100.00	1
MIR216A	ptr-mir-216a	ortholog_one2one	100	100		100.00	1
MIR216B	ptr-mir-216b	ortholog_one2one	100	100		100.00	1
							
CCDC85A	CCDC85A	ortholog_one2one	98.7342	98.7342	100	100.00	1
RNA5SP93							
							
							
RNU6-508P	U6	ortholog_one2one	100	100		100.00	1
RNA5SP94							
							
HTR1D	HTR1D	ortholog_one2one	99.4695	99.4695	100	100.00	1
MYLKP2							
OR7E29P							
EVI5	EVI5	ortholog_one2one	93.7046	94.2753	100	100.00	1
							
							
							
GUK1	GUK1	ortholog_one2one	53.6697	43.0147	100	100.00	0
RNU6-473P	U6	ortholog_many2many	96.2617	96.2617		0.00	0
RNU6-473P	U6	ortholog_many2many	96.2617	96.2617		100.00	1
RNU6-473P	U6	ortholog_many2many	97.1963	97.1963		0.00	0
RNU6-473P	U6	ortholog_many2many	97.1963	97.1963		0.00	0
RNU6-473P	U6	ortholog_many2many	96.2617	96.2617		0.00	0
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	98.4848	100		100.00	1
CFC1B	CFC1B	ortholog_one2many	98.6547	98.6547	100	100.00	1
COX6A1P5							
							
DPPA2P3							
LINC02026							
							
PRSS40B							
PRSS40B							
PRSS40A							
							
							
SPOPL	SPOPL	ortholog_one2one	100	100	100	100.00	1
FAM151AP1							
LINC01968							
LINC02631							
SNORA72	SNORA72	ortholog_one2one	100	100		100.00	1
							
							
							
DUSP11	DUSP11	ortholog_one2one	99.697	87.2679	100	100.00	1
NCK1-DT							
HK2	HK2	ortholog_one2one	99.6728	99.6728	100	100.00	1
SULT1D1P2							
							
IFFO2	IFFO2	ortholog_one2one	100	100	100	100.00	1
NTRK1	NTRK1	ortholog_one2one	99.7487	99.7487	100	100.00	1
							
							
							
							
POLE4	POLE4	ortholog_one2one	97.4359	98.2759	100	100.00	1
							
							
							
							
MIR5000	MIR5000	ortholog_one2one	100	100		100.00	1
SPATA31H1	SPATA31H1	ortholog_one2one	96.8077	97.9347	100	100.00	1
ZNF638	ZNF638	ortholog_one2one	98.8878	99.1886	100	100.00	1
EGFEM1P							
							
RNU2-20P	U2	ortholog_one2one	98.9529	98.9529		100.00	1
MIR551B							
RPSAP33							
RPL21P43							
LINC02082							
							
							
							
							
CFAP20DC-DT							
							
							
							
							
							
ACOT7	ACOT7	ortholog_one2one	89.7297	68.8797	100	100.00	0
RNU6-367P	U6	ortholog_one2one	99	99		100.00	1
MIR138-1	MIR138-1	ortholog_one2one	100	100		100.00	1
							
							
COL8A1	COL8A1	ortholog_one2one	99.5968	99.5968	100	100.00	1
							
RNU6-105P	U6	ortholog_one2one	98.0769	98.0769		100.00	1
							
TMEM18	TMEM18	ortholog_one2one	88.5714	86.7133	100	100.00	1
							
							
							
LINC01115							
							
							
SMPD4BP							
ESPN		ortholog_one2many	69.2038	51.1688	0	0.00	0
ESPN	ESPN	ortholog_one2many	94.0281	58.9142	100	100.00	0
AADACP1							
CCDC74A		ortholog_many2many	63.7821	53.2086	25	0.00	0
CCDC74A	CCDC74B	ortholog_many2many	97.7564	80.2632	25	89.46	1
LINC02049							
CACNA1E	CACNA1E	ortholog_one2one	100	100	100	100.00	1
ITGA9-AS1							
RNU6-617P	U6	ortholog_many2many	96.2617	96.2617		0.00	0
RNU6-617P	U6	ortholog_many2many	96.2617	96.2617		0.00	0
RNU6-617P	U6	ortholog_many2many	97.1963	97.1963		0.00	0
RNU6-617P	U6	ortholog_many2many	97.1963	97.1963		0.00	0
RNU6-617P	U6	ortholog_many2many	96.2617	96.2617		0.00	0
LINC01087							
GRAMD4P8							
TTN	TTN	ortholog_one2one	94.782	99.5419	100	100.00	1
LINC02032							
LINC01991							
